u,view_over,K,beat_cv,rho,N_beats,estimator,axis,estimand,bias_mcse,relbias_pct_mcse,rmse_mcse,sd_err_mcse,bias,relbias_pct,rmse,sd_err,panel,s_det,f_rej
low,False,3,0.3,0.3,3.0,A6,AP,T1,0.012092101806054,0.1080231815469501,0.0185337127714536,0.0085504499382155,0.231641860848354,2.2421235490270672,3.830849036645642,3.8238583405766535,d,,
low,False,3,0.05,0.3,3.0,A7,AP,T1,0.0047096185761037,0.0461036806333497,0.0042257682976564,0.0033302198831061,0.1056264679776702,1.1772935846242067,1.4930457070928675,1.4893121611126847,d,,
low,False,3,0.1,0.3,3.0,A7,AP,T1,0.0048945087095399,0.0472773311096921,0.0045955280940646,0.0034609576039236,0.1617283272665388,1.7269604958167255,1.556198459837693,1.5477795549677875,d,,
low,False,3,0.15,0.3,3.0,A7,AP,T1,0.0051821365615775,0.0495681197178773,0.0052591055091512,0.0036643422254831,0.2296444809275379,2.410235607085849,1.654739758199169,1.6387354680618555,d,,
low,False,3,0.2,0.3,3.0,A7,AP,T1,0.0056035508838997,0.0525180622004097,0.0055971472328217,0.0039623286404221,0.2960606926699029,3.049302950737411,1.7965519154221616,1.7719983777772947,d,,
low,False,3,0.25,0.3,3.0,A7,AP,T1,0.0060205847681386,0.0559470494124243,0.0061703812848567,0.0042572176024005,0.3642527882821255,3.7937761128401215,1.9383982927573684,1.903876071343492,d,,
low,False,3,0.3,0.3,3.0,A7,AP,T1,0.0064979606993765,0.0594930092760024,0.0076704974155947,0.0045947750483454,0.446474272894343,4.563719209707678,2.1027711187686258,2.054835595629046,d,,
base,True,2,0.05,0.3,3.0,A3,AP,T1,0.0054810775335736,0.0523616777153452,0.0063162449106959,0.0038757264708799,-0.0381814484097314,0.1395946443868685,1.7336807300354615,1.733268903807068,e,,
base,True,2,0.1,0.3,3.0,A3,AP,T1,0.0058314354292707,0.0553283243953622,0.0066314186049062,0.0041234681534811,0.0700016848366748,1.148881333132918,1.845380759305843,1.8440617984697267,e,,
base,True,2,0.15,0.3,3.0,A3,AP,T1,0.0064152373719666,0.0597482274370683,0.00722141020907,0.0045362805300983,0.2207257616962373,2.558096361763885,2.0406385668397027,2.028676182604743,e,,
base,True,2,0.2,0.3,3.0,A3,AP,T1,0.0071808530452434,0.0655460839769998,0.008475627642381,0.0050776552713355,0.406299846767417,4.283278275493544,2.306836155120464,2.27078511659254,e,,
base,True,2,0.25,0.3,3.0,A3,AP,T1,0.0080780351430574,0.0726168933157148,0.0103727448550763,0.0057120619887004,0.5940848241917925,6.036683634446528,2.622658327142578,2.554499007094558,e,,
base,True,2,0.3,0.3,3.0,A3,AP,T1,0.0089733382030616,0.0797185843985497,0.0117733591433716,0.0063451400190446,0.8070864399164325,8.023563250417567,2.950150479441868,2.837618693667739,e,,
base,True,3,0.05,0.3,3.0,A3,AP,T1,0.0055543672633692,0.0530557827472757,0.0065961410360164,0.00392755039493,0.1662171715250126,2.241151092128318,1.7642836695817472,1.756445151332303,e,,
base,True,3,0.1,0.3,3.0,A3,AP,T1,0.0059069854669863,0.0555342210253981,0.0076921850428217,0.0041768903645804,0.3176878070746495,3.605774899959619,1.8947660491483893,1.867952818119024,e,,
base,True,3,0.15,0.3,3.0,A3,AP,T1,0.0064558061752536,0.0597565272458079,0.0075676160779434,0.0045649671494406,0.5389543142012205,5.6254157246467225,2.1114387068080065,2.0415051646381723,e,,
base,True,3,0.2,0.3,3.0,A3,AP,T1,0.0071557021363331,0.0646087964080265,0.0095788062771158,0.0050598708041695,0.77592834666574,7.790939300669093,2.392158209959932,2.26283170085456,e,,
base,True,3,0.25,0.3,3.0,A3,AP,T1,0.0080441288779024,0.0718707663777543,0.0111567185733368,0.005688086518807,1.0492118262001535,10.32975920911256,2.751650720687368,2.5437769046106333,e,,
base,True,3,0.3,0.3,3.0,A3,AP,T1,0.0090047642970976,0.0792677661121791,0.0124296595817988,0.0063673617343525,1.3408119430840917,13.056654969704958,3.147423324811171,2.8475564971793825,e,,
base,True,4,0.05,0.3,3.0,A3,AP,T1,0.0056712243929823,0.0539142922690367,0.007172413649004,0.0040101812768648,0.3370381236573943,3.9386424050413935,1.8247852327241665,1.793398620373008,e,,
base,True,4,0.1,0.3,3.0,A3,AP,T1,0.0060134484540593,0.0562038392017823,0.0079855462216204,0.0042521714410915,0.5303319092242365,5.648137088931139,1.974176284768414,1.9016193706846027,e,,
base,True,4,0.15,0.3,3.0,A3,AP,T1,0.0065357777699004,0.0602335389765743,0.0084333225841043,0.0046215158890621,0.7812165924306991,7.984978690843166,2.209501245451227,2.066794403358144,e,,
base,True,4,0.2,0.3,3.0,A3,AP,T1,0.0072636509323621,0.0653696906674111,0.0098906140768475,0.005136202511522,1.0563961912106878,10.451691569474663,2.5282370614521468,2.2969681074670163,e,,
base,True,4,0.25,0.3,3.0,A3,AP,T1,0.0080899966112729,0.0716233411004123,0.0109716613676005,0.0057205200662791,1.3880506745923349,13.566318903032398,2.910571034046724,2.558281555466628,e,,
base,True,4,0.3,0.3,3.0,A3,AP,T1,0.0091277969686228,0.0789644260927139,0.0142997325776599,0.0064543594056849,1.7323413628886637,16.725586963515333,3.3663913959813887,2.886462844042873,e,,
base,True,1,0.05,0.3,3.0,A1,AP,T1,0.0053124882894334,0.0518110881244,0.0050046785153867,0.0037565152770558,-0.3238433110896223,-2.7713915464772585,1.7108768074126404,1.6799563037581675,e,,
base,True,1,0.1,0.3,3.0,A1,AP,T1,0.0057300452255976,0.0549547510294046,0.0057904413714789,0.0040517740944468,-0.2615321401253943,-2.2074612230606543,1.8307670675538517,1.8119994008661944,e,,
base,True,1,0.15,0.3,3.0,A1,AP,T1,0.0064144788616132,0.0602618486105945,0.00664129523772,0.0045357441796021,-0.1978563580017708,-1.5720106195534802,2.0380529677785653,2.0284363205701967,e,,
base,True,1,0.2,0.3,3.0,A1,AP,T1,0.00730682717026,0.0666982045739282,0.007813035520172,0.0051667328747779,-0.1433631528342943,-1.0352408525586825,2.3150533327490264,2.310621632722476,e,,
base,True,1,0.25,0.3,3.0,A1,AP,T1,0.0081620236313834,0.0734901444431354,0.0089800259476125,0.0057714511152837,-0.0822513452168645,-0.4161240402930162,2.582355831617004,2.581058499129014,e,,
base,True,1,0.3,0.3,3.0,A1,AP,T1,0.009128432546501,0.0814328134530274,0.0104008475899996,0.0064548088293596,0.0088490387180486,0.4600530672865779,2.8866629614153725,2.8866638314154094,e,,
base,False,2,0.05,0.3,3.0,A3,AP,T1,0.0049716593367669,0.0486372631024318,0.0045113734152454,0.0035155116083792,-0.2336088499839479,-1.652570201482072,1.5894300970726667,1.5721767254625558,f,,
base,False,2,0.1,0.3,3.0,A3,AP,T1,0.0053643065002978,0.0516843699182077,0.0050098065209766,0.0037931564685534,-0.1262850957443642,-0.6630009009524482,1.7010283867521654,1.6963426608187806,f,,
base,False,2,0.15,0.3,3.0,A3,AP,T1,0.0059865693125508,0.0565210460838081,0.0058239949884548,0.0042331649228255,0.0308435853248095,0.8336719232166808,1.8933612178190256,1.8931194398129212,f,,
base,False,2,0.2,0.3,3.0,A3,AP,T1,0.0067908353183633,0.062580308948683,0.0069807549585326,0.0048018697129444,0.2014340306542333,2.396090696512984,2.156866705518536,2.1474506821142816,f,,
base,False,2,0.25,0.3,3.0,A3,AP,T1,0.0076626683232706,0.0693454857440229,0.0089501508254333,0.0054183518251948,0.408598940287117,4.325534446912687,2.4573446971809623,2.4231484855958523,f,,
base,False,2,0.3,0.3,3.0,A3,AP,T1,0.0086233322302223,0.0768460744238799,0.0103791315748633,0.0060976471847269,0.591357880709961,6.066783672508894,2.7903074483823858,2.726937086784218,f,,
base,False,3,0.05,0.3,3.0,A3,AP,T1,0.0049457102926758,0.0482307909588027,0.004408276950094,0.0034971627715927,-0.1077882794918366,-0.2934834719687972,1.5676730791378382,1.5639709172193708,f,,
base,False,3,0.1,0.3,3.0,A3,AP,T1,0.0052897609550697,0.0510683535844777,0.0049503524223075,0.0037404445444551,0.0544188801030084,1.182234244775095,1.6736458792464812,1.6727692895847963,f,,
base,False,3,0.15,0.3,3.0,A3,AP,T1,0.0058611832626299,0.0554337454911641,0.0058037485953016,0.0041445031533503,0.2695826804669478,3.176230440346376,1.87296219714971,1.8534688893567548,f,,
base,False,3,0.2,0.3,3.0,A3,AP,T1,0.0066736822161139,0.0612753958532023,0.0076499840390911,0.0047190295457049,0.5149638041870437,5.410164007209558,2.172313654552681,2.110403618308013,f,,
base,False,3,0.25,0.3,3.0,A3,AP,T1,0.0074966051428264,0.0675530599570871,0.0089039130177844,0.0053009268370709,0.7836108314249749,7.886621867567981,2.496777643840763,2.3706346970263383,f,,
base,False,3,0.3,0.3,3.0,A3,AP,T1,0.0084723264229425,0.074930280288085,0.0109893889312283,0.0059908694205106,1.0670608560646129,10.522988423689824,2.8838478794692723,2.679184857692558,f,,
base,False,4,0.05,0.3,3.0,A3,AP,T1,0.0048838118007986,0.0479341228341233,0.0043634779846774,0.0034533937093953,-0.0268580060846308,0.6050374104978682,1.5446226954939977,1.5443968954132246,f,,
base,False,4,0.1,0.3,3.0,A3,AP,T1,0.0052782122533705,0.0507921400270241,0.0049236235398091,0.0037322783383385,0.1732905886314891,2.386664811659644,1.678080518850856,1.669117269446069,f,,
base,False,4,0.15,0.3,3.0,A3,AP,T1,0.0058210437903024,0.0550032035724442,0.0060088244948114,0.0041161201183587,0.4115206537475537,4.596182135479946,1.8862053029221972,1.8407756736935148,f,,
base,False,4,0.2,0.3,3.0,A3,AP,T1,0.0065194328099734,0.0600312089359992,0.0071892463988573,0.0046099581992709,0.6972771424052341,7.175294998246327,2.17633943278443,2.061625673194775,f,,
base,False,4,0.25,0.3,3.0,A3,AP,T1,0.0073655820513296,0.0663703209547613,0.0089701103976884,0.0052082790573414,1.0201834695363476,10.17592827090191,2.5428133937045296,2.3292015575056797,f,,
base,False,4,0.3,0.3,3.0,A3,AP,T1,0.008332149598539,0.0738227960294113,0.0110319985286148,0.005891748941806,1.3670045294596025,13.378338844577357,2.9683503250272847,2.634857053664098,f,,
base,False,1,0.05,0.3,3.0,A1,AP,T1,0.0050522727928676,0.0497143870953314,0.0044457697224301,0.0035725142148567,-0.4174817218376357,-3.653556437056439,1.6513059982823477,1.5976689385962024,f,,
base,False,1,0.1,0.3,3.0,A1,AP,T1,0.0054857300370103,0.0529490047327695,0.0049276820031854,0.0038790163040587,-0.3629452787643758,-3.105205514737418,1.7722930305226197,1.7347401545752432,f,,
base,False,1,0.15,0.3,3.0,A1,AP,T1,0.006206491067416,0.0584416092388832,0.0057290020938785,0.0043886738645678,-0.3154733761111051,-2.6232746143840453,1.9878475966469644,1.962664805052443,f,,
base,False,1,0.2,0.3,3.0,A1,AP,T1,0.0070237107091042,0.0647865853250785,0.0069533273849266,0.0049665383042537,-0.2375213303417606,-1.868388555031331,2.2337453441190998,2.2210923466885744,f,,
base,False,1,0.25,0.3,3.0,A1,AP,T1,0.0079287739195639,0.0719571063663282,0.0079415445567482,0.005606517837678,-0.1709041089242186,-1.1937760068058731,2.513103844998671,2.507298463836284,f,,
base,False,1,0.3,0.3,3.0,A1,AP,T1,0.0089641229742797,0.079936330653107,0.0095091496328065,0.0063386238357017,-0.0861866282946411,-0.4043168178058893,2.836000326022036,2.8347045824566965,f,,
low,True,2,0.05,0.3,3.0,A3,AP,T1,0.0054194576919595,0.0521016696527337,0.0069062084658257,0.0038321544451583,0.3436038877787432,3.804684549511263,1.7478805533185018,1.7137829989511506,g,,
low,True,2,0.1,0.3,3.0,A3,AP,T1,0.0057843745253516,0.0547823580000292,0.0072784399824602,0.0040901909028045,0.5005988194071167,5.230799740888668,1.8964347033201276,1.8291798339566696,g,,
low,True,2,0.15,0.3,3.0,A3,AP,T1,0.0064295500690921,0.0594012022350176,0.0082566905677011,0.0045464011858962,0.7047761987481623,7.093666244726748,2.1518781471784423,2.0332022548424216,g,,
low,True,2,0.2,0.3,3.0,A3,AP,T1,0.0072325016440506,0.0651894999935401,0.0106284340300709,0.0051141765283976,0.9232344830671112,9.040067715078774,2.4664179704104567,2.2871178376112304,g,,
low,True,2,0.25,0.3,3.0,A3,AP,T1,0.0080468489932266,0.0720023111149863,0.0107326055851565,0.0056900099404155,1.1556757736796743,11.246874724421849,2.794762890491907,2.544637080602907,g,,
low,True,2,0.3,0.3,3.0,A3,AP,T1,0.0091069177423536,0.0801063791849353,0.012715837234487,0.0064395954893843,1.4124002954369004,13.657962693435556,3.207551517154336,2.8798602529636064,g,,
low,True,3,0.05,0.3,3.0,A3,AP,T1,0.0056344604624508,0.0530719268273509,0.007328131778263,0.0039841851223019,0.6059877013732171,6.423821931026389,1.8819946379740569,1.7817728447510384,g,,
low,True,3,0.1,0.3,3.0,A3,AP,T1,0.0059161471373317,0.0553556775960958,0.0075659603936928,0.0041833686762003,0.8231338998986126,8.391459652590997,2.043916366053464,1.8708499926653253,g,,
low,True,3,0.15,0.3,3.0,A3,AP,T1,0.0065259041898273,0.0594314557531245,0.0092318194611977,0.0046145341787292,1.0984874542082583,10.8610402942405,2.337814074965784,2.063672103189041,g,,
low,True,3,0.2,0.3,3.0,A3,AP,T1,0.0072463243040511,0.0645840677867869,0.0102346326399461,0.0051239506738888,1.4115406753471325,13.747432009334515,2.6913409596132185,2.2914889465036223,g,,
low,True,3,0.25,0.3,3.0,A3,AP,T1,0.0081911748446124,0.0714325927029144,0.0121112920025939,0.0057920642389037,1.745018517412089,16.77709951484197,3.1232286282414474,2.59027692216512,g,,
low,True,3,0.3,0.3,3.0,A3,AP,T1,0.0092745312532436,0.0792289962839734,0.0139696084858873,0.0065581167321608,2.1033135178170363,20.019440503746708,3.609090568833278,2.932864299066598,g,,
low,True,4,0.05,0.3,3.0,A3,AP,T1,0.0057676742431045,0.0540988753958778,0.007584664955962,0.004078381960935,0.7943106415343939,8.2493092907413,1.989347316746322,1.8238987410098144,g,,
low,True,4,0.1,0.3,3.0,A3,AP,T1,0.006081765182396,0.0561248495346043,0.0088709375716612,0.0043004789045047,1.0148822160755155,10.250982039278789,2.1745656343323154,1.9232230170680904,g,,
low,True,4,0.15,0.3,3.0,A3,AP,T1,0.0066637626300713,0.0600938967589076,0.0100137918722651,0.0047120153040763,1.34493666017225,13.28472539451506,2.4998766875860894,2.1072667697739416,g,,
low,True,4,0.2,0.3,3.0,A3,AP,T1,0.0073929230580204,0.0651465715046418,0.0116500148648094,0.0052276121652427,1.7104912416154436,16.58238633943959,2.896766605460782,2.337847542972164,g,,
low,True,4,0.25,0.3,3.0,A3,AP,T1,0.0082930533138753,0.0712287195322373,0.0121521584730654,0.0058641035555739,2.110022962879664,20.149202748394067,3.365947334083545,2.622493722905341,g,,
low,True,4,0.3,0.3,3.0,A3,AP,T1,0.0093229319813707,0.0787529321682699,0.0138954947051246,0.0065923413863575,2.5064861936789384,23.85628811576709,3.869637217488097,2.948169953195815,g,,
low,True,1,0.05,0.3,3.0,A1,AP,T1,0.0052312943058529,0.0512563476424714,0.0052333669416117,0.0036991021736083,-0.0561796319716457,-0.313804169339671,1.6552259048399791,1.6542805117164905,g,,
low,True,1,0.1,0.3,3.0,A1,AP,T1,0.0056985035343926,0.0549149525496345,0.005954864593136,0.0040294706391881,-0.0107260336388215,0.1519006309678731,1.8020479538579648,1.8020250423200528,g,,
low,True,1,0.15,0.3,3.0,A1,AP,T1,0.0063822315903489,0.0600274657783981,0.0073639952842347,0.0045129418014041,0.0421226520581812,0.6801816658094907,2.018668271960786,2.0182388380181377,g,,
low,True,1,0.2,0.3,3.0,A1,AP,T1,0.0072759093510857,0.0666788743166271,0.0086091395118158,0.0051448705658685,0.112637785737778,1.324653662094493,2.303588509356825,2.3008445598348826,g,,
low,True,1,0.25,0.3,3.0,A1,AP,T1,0.0081954841525497,0.0741731068355146,0.0090092019586867,0.0057951113950042,0.1760597071836151,1.9653974673000607,2.5976000277183684,2.591639644987201,g,,
low,True,1,0.3,0.3,3.0,A1,AP,T1,0.0092206177369834,0.0823829507571991,0.0111438845733865,0.006519993928601,0.2622380481878952,2.8123799010218558,2.927569455928124,2.915815348261502,g,,
low,False,2,0.05,0.3,3.0,A3,AP,T1,0.0048390500532364,0.0475551176460037,0.0043528758709077,0.0034217422158984,0.0882816455733185,1.4563124696202927,1.5327787753986255,1.5302419879786315,h,,
low,False,2,0.1,0.3,3.0,A3,AP,T1,0.0052068828785613,0.0505977086463148,0.0048524359210231,0.0036818406015238,0.2603516291017909,3.063599824467147,1.6670089352646476,1.646560940598777,h,,
low,False,2,0.15,0.3,3.0,A3,AP,T1,0.0058469249973173,0.0552578112823351,0.0061265509109358,0.0041344209868488,0.4612308262378187,4.903371739325943,1.9056108944287409,1.8489600299696607,h,,
low,False,2,0.2,0.3,3.0,A3,AP,T1,0.0066950460372902,0.0613205199398212,0.0076932742053359,0.0047341361240638,0.691678543570193,6.962339675676331,2.227271543422019,2.117159451752173,h,,
low,False,2,0.25,0.3,3.0,A3,AP,T1,0.0075255988507227,0.0679649004309719,0.0089875470037639,0.0053214285870451,0.9235760923979872,9.11502949332087,2.5527240293480657,2.3798033125029368,h,,
