cell,u_anchor,u_long,anchor_mean_pct,long_mean_pct,combo,axis,estimand,cutoff_mm,estimator,nri_events_vs_A1_mcse,nri_nonevents_vs_A1_mcse,nri_vs_A1_mcse,ppv_mcse,prevalence_mcse,sensitivity_mcse,specificity_mcse,nri_events_vs_A1,nri_nonevents_vs_A1,nri_vs_A1,ppv,prevalence,sensitivity,specificity,panel
5,0.06,0.5,4.8,40.0,4.8/40,AP,T1,10.0,A3,0.0008788123620571,0.0007998709811582,0.0011883201396103,0.0015562540015856,0.0015811328947941,0.0014742536080614,0.0015994646105213,0.0403494425274747,-0.0329903936786795,0.0073590488487951,0.8543430450944902,0.50137,0.8755410176117439,0.8499087499749313,AP sensitivity 10 mm
6,0.125,0.1,10.0,8.0,10/8,AP,T1,10.0,A3,0.0016351027015627,0.001454625587285,0.0021884918194597,0.0016228873300207,0.0015811385261892,0.0011830876745163,0.0018045646854552,0.1588184674498189,-0.1203453858607663,0.0384730815890525,0.8183557760453579,0.49969,0.9243330865136384,0.7950870460314605,AP sensitivity 10 mm
7,0.125,0.25,10.0,20.0,10/20,AP,T1,10.0,A3,0.0014109574208275,0.0011690388062397,0.0018323352787857,0.0015728642860866,0.0015811382178671,0.001460194816861,0.0016248834413402,0.1122212453041323,-0.0737048602770438,0.0385163850270885,0.849157911001236,0.50044,0.8785468787467029,0.8436624229321803,AP sensitivity 10 mm
8,0.125,0.5,10.0,40.0,10/40,AP,T1,10.0,A3,0.001139675414747,0.0008937902018379,0.0014483511231328,0.0015332530682788,0.0015811261809229,0.0016638467704049,0.0014838214103446,0.0701195219123506,-0.0415060240963855,0.028613497815965,0.8701268982733513,0.502,0.8332071713147411,0.8746385542168674,AP sensitivity 10 mm
9,0.25,0.1,20.0,8.0,20/8,AP,T1,10.0,A3,0.0020606981371424,0.001551318678755,0.0025793538833352,0.0016100938214746,0.0015811378734949,0.0012426245817718,0.0017605166669191,0.3052958254079487,-0.1400859055039456,0.165209919904003,0.8263595302619693,0.49945,0.9157873661027128,0.8079912096693637,AP sensitivity 10 mm
10,0.25,0.25,20.0,20.0,20/20,AP,T1,10.0,A3,0.0018897773174115,0.0012499841249372,0.0022657710877311,0.0015678150291056,0.0015811369061532,0.0016206980682611,0.0015382574877628,0.2322022354873602,-0.0855665162346739,0.1466357192526863,0.85976106988502,0.49922,0.8447778534513841,0.8626342905068094,AP sensitivity 10 mm
11,0.25,0.5,20.0,40.0,20/40,AP,T1,10.0,A3,0.0016042600625973,0.0009632688561704,0.0018712394923453,0.0015361533226891,0.0015811109357031,0.0018898642693453,0.0013570823045513,0.1527924130663856,-0.0484678993219725,0.1043245137444131,0.883689962347323,0.50297,0.7652543889297573,0.8980745629036476,AP sensitivity 10 mm
0,0.03,0.1,2.4,8.0,2.4/8,AP,T1,10.0,A4,0.0011836414300947,0.0012359112340493,0.0017112812783076,0.0016265058230402,0.0015811364365544,0.001081598606948,0.0018382072355628,0.0756516338428866,-0.0834747539281649,-0.0078231200852783,0.812375249500998,0.49913,0.9377316530763528,0.7841755345698485,AP sensitivity 10 mm
1,0.03,0.25,2.4,20.0,2.4/20,AP,T1,10.0,A4,0.0009498146672791,0.0009519160532825,0.0013447275094514,0.001598638040239,0.001581138160946,0.0012698641811478,0.0017321972919359,0.0473035192376986,-0.0476161931023458,-0.0003126738646471,0.8317808219178082,0.49954,0.911638707611002,0.8159693082364224,AP sensitivity 10 mm
2,0.03,0.5,2.4,40.0,2.4/40,AP,T1,10.0,A4,0.0007130297780357,0.0007274598466572,0.0010186310877173,0.0015660463275073,0.0015811384202529,0.0013889296051766,0.0016418246432708,0.0261211927412263,-0.0271795692898887,-0.0010583765486624,0.8477248978816377,0.50036,0.8917579342873131,0.8395845008406052,AP sensitivity 10 mm
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,10.0,A4,0.0012955246964944,0.0012859487355879,0.0018253899281488,0.0016193012904106,0.0015811353436692,0.0011469794588999,0.0018041979580324,0.0922537328389618,-0.0911685460532881,0.0010851867856737,0.818509169858613,0.49895,0.9293716805291112,0.7947909390280411,AP sensitivity 10 mm
4,0.06,0.25,4.8,20.0,4.8/20,AP,T1,10.0,A4,0.0010746647736481,0.0009869222134134,0.0014590818452194,0.0015727574780245,0.0015811370984199,0.0013460580518804,0.001670622416007,0.0616287893917002,-0.0512558586708328,0.0103729307208674,0.8434689748201439,0.50074,0.8990893477653074,0.8326523254416537,AP sensitivity 10 mm
5,0.06,0.5,4.8,40.0,4.8/40,AP,T1,10.0,A4,0.0008299911571006,0.000735143632373,0.0011087477084909,0.0015467808666243,0.0015811328947941,0.001496943850571,0.0015759769057657,0.035821848136107,-0.0277159416802037,0.0081059064559033,0.8581085064156727,0.50137,0.8710134232203761,0.8551832019734071,AP sensitivity 10 mm
6,0.125,0.1,10.0,8.0,10/8,AP,T1,10.0,A4,0.0015759877689878,0.0013384683739648,0.0020676641497359,0.0015995476111335,0.0015811385261892,0.0012757127575102,0.0017327308833811,0.1451900178110428,-0.0995382862625172,0.0456517315485256,0.8316641690120253,0.49969,0.9107046368748624,0.8158941456297096,AP sensitivity 10 mm
7,0.125,0.25,10.0,20.0,10/20,AP,T1,10.0,A4,0.0013498900064147,0.0010648012788214,0.0017193035778472,0.0015484419895177,0.0015811382178671,0.0015140032792339,0.0015658325725053,0.1014906881943889,-0.0602730402754423,0.0412176479189465,0.8588237620629647,0.50044,0.8678163216369594,0.8570942429337818,AP sensitivity 10 mm
8,0.125,0.5,10.0,40.0,10/40,AP,T1,10.0,A4,0.0010762653060933,0.0008071849013706,0.0013453231857441,0.0015144900637278,0.0015811261809229,0.0016955719270514,0.0014426101678527,0.0619920318725099,-0.033574297188755,0.0284177346837549,0.8762773182135528,0.502,0.8250796812749004,0.882570281124498,AP sensitivity 10 mm
9,0.25,0.1,20.0,8.0,20/8,AP,T1,10.0,A4,0.0020005872933237,0.0014097887170657,0.0024474177708299,0.0015852157109687,0.0015811378734949,0.0014185085972339,0.0016548489992487,0.276163780158174,-0.112036759564479,0.1641270205936949,0.84364938751405,0.49945,0.8866553208529382,0.8360403556088303,AP sensitivity 10 mm
10,0.25,0.25,20.0,20.0,20/20,AP,T1,10.0,A4,0.0017976452633574,0.001108838970791,0.0021121203460069,0.0015407695212218,0.0015811369061532,0.0017386337266181,0.0014401211925006,0.202215456111534,-0.065917169216023,0.136298286895511,0.873419080543686,0.49922,0.8147910740755578,0.8822836375254602,AP sensitivity 10 mm
11,0.25,0.5,20.0,40.0,20/40,AP,T1,10.0,A4,0.0015016312303078,0.0008486736913446,0.0017248603961528,0.0015143471676744,0.0015811109357031,0.0019487324553932,0.0012877545772029,0.1304252738731932,-0.0371808542743898,0.0932444195988033,0.8924050632911392,0.50297,0.7428872497365648,0.9093616079512304,AP sensitivity 10 mm
0,0.03,0.1,2.4,8.0,2.4/8,AP,T1,13.0,A1,0.0,0.0,0.0,0.0025267276003571,0.0013782075184818,0.0024063792216005,0.000985132014682,0.0,0.0,0.0,0.7814579439252336,0.25494,0.8199576370910803,0.9215365205486806,AP sensitivity 13 mm
1,0.03,0.25,2.4,20.0,2.4/20,AP,T1,13.0,A1,0.0,0.0,0.0,0.0025042864907486,0.0013797862555483,0.0023686562485078,0.000982701508504,0.0,0.0,0.0,0.7846987638739374,0.25583,0.8262908962983231,0.922060819436419,AP sensitivity 13 mm
2,0.03,0.5,2.4,40.0,2.4/40,AP,T1,13.0,A1,0.0,0.0,0.0,0.0025075961398554,0.0013816919045141,0.0023876930575501,0.0009852331110573,0.0,0.0,0.0,0.7840457533330858,0.25691,0.8217663773305827,0.921745683564575,AP sensitivity 13 mm
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,13.0,A1,0.0,0.0,0.0,0.00250855625808,0.0013787227679994,0.0025632269169865,0.0009055933571841,0.0,0.0,0.0,0.8049376778485833,0.25523,0.7868980919170944,0.934650966070062,AP sensitivity 13 mm
4,0.06,0.25,4.8,20.0,4.8/20,AP,T1,13.0,A1,0.0,0.0,0.0,0.0025269513728056,0.0013781897369375,0.0025603155565258,0.0009206370027622,0.0,0.0,0.0,0.7991883181474555,0.25493,0.7879025614874672,0.9322613982578818,AP sensitivity 13 mm
5,0.06,0.5,4.8,40.0,4.8/40,AP,T1,13.0,A1,0.0,0.0,0.0,0.0025277947751225,0.0013806698776318,0.0025850202317805,0.0009172050528314,0.0,0.0,0.0,0.8004800960192039,0.25633,0.7805563141263215,0.9329406860569875,AP sensitivity 13 mm
6,0.125,0.1,10.0,8.0,10/8,AP,T1,13.0,A1,0.0,0.0,0.0,0.0025120292588417,0.0013808110366737,0.002870525608591,0.0007653810609888,0.0,0.0,0.0,0.8403574788334901,0.25641,0.6967746967746967,0.9543565674632526,AP sensitivity 13 mm
7,0.125,0.25,10.0,20.0,10/20,AP,T1,13.0,A1,0.0,0.0,0.0,0.0025134920481062,0.0013821665876441,0.0028617029292066,0.000772783502135,0.0,0.0,0.0,0.8386479294084691,0.25718,0.6984602224123182,0.9534745968067634,AP sensitivity 13 mm
8,0.125,0.5,10.0,40.0,10/40,AP,T1,13.0,A1,0.0,0.0,0.0,0.0025008969570947,0.0013792372152751,0.002868973301193,0.0007583452022874,0.0,0.0,0.0,0.8426166108569542,0.25552,0.6992016280525987,0.9551767676767676,AP sensitivity 13 mm
9,0.25,0.1,20.0,8.0,20/8,AP,T1,13.0,A1,0.0,0.0,0.0,0.0027383882567859,0.0013773707529202,0.0031292948988813,0.0006049731398867,0.0,0.0,0.0,0.8653239817257576,0.25447,0.5284709395999528,0.9719260123670408,AP sensitivity 13 mm
10,0.25,0.25,20.0,20.0,20/20,AP,T1,13.0,A1,0.0,0.0,0.0,0.0027502225771387,0.0013792903882069,0.0031236693198055,0.000609060957143,0.0,0.0,0.0,0.8638878168017496,0.25555,0.5255331637644297,0.971576331519914,AP sensitivity 13 mm
11,0.25,0.5,20.0,40.0,20/40,AP,T1,13.0,A1,0.0,0.0,0.0,0.0027089179076276,0.0013808463169375,0.0031153715641295,0.0006093514533922,0.0,0.0,0.0,0.8662065472044577,0.25643,0.5334789221229965,0.971583038584128,AP sensitivity 13 mm
0,0.03,0.1,2.4,8.0,2.4/8,AP,T1,13.0,A2,0.0020060665224064,0.0008149788007057,0.0021652928988752,0.0023276821313731,0.0013782075184818,0.0024727844633108,0.0008082003391432,-0.0131795716639209,0.0271655974015515,0.0139860257376306,0.8432964329643297,0.25494,0.8067780654271594,0.9487021179502322,AP sensitivity 13 mm
1,0.03,0.25,2.4,20.0,2.4/20,AP,T1,13.0,A2,0.0026358790732108,0.000888433547878,0.002781577368614,0.0021886526151067,0.0013797862555483,0.0029514918352203,0.0005789541811134,-0.1615525935191337,0.0523401910853702,-0.1092124024337635,0.8992649780551002,0.25583,0.6647383027791893,0.9744010105217894,AP sensitivity 13 mm
2,0.03,0.5,2.4,40.0,2.4/40,AP,T1,13.0,A2,0.0031188443674353,0.0009463966432878,0.0032592724333368,0.0022210945401586,0.0013816919045141,0.0030947849481436,0.0003683689851356,-0.3845315480129228,0.068067125112705,-0.3164644229002177,0.9368640533778148,0.25691,0.4372348293176599,0.98981280867728,AP sensitivity 13 mm
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,13.0,A2,0.0021512378076699,0.0007772408420547,0.0022873406899075,0.0023032729962173,0.0013787227679994,0.0025310121343002,0.0007781927001667,0.0072091838733691,0.018005558763108,0.0252147426364772,0.8518113810204253,0.25523,0.7941072757904635,0.95265652483317,AP sensitivity 13 mm
4,0.06,0.25,4.8,20.0,4.8/20,AP,T1,13.0,A2,0.0026538840898452,0.000830240951026,0.0027807194750808,0.0022313993885358,0.0013781897369375,0.002996231359234,0.0005712708441812,-0.1425097085474444,0.0428013475243936,-0.0997083610230507,0.8985309376877287,0.25493,0.6453928529400228,0.9750627457822756,AP sensitivity 13 mm
5,0.06,0.5,4.8,40.0,4.8/40,AP,T1,13.0,A2,0.0031344287233316,0.0008781181919192,0.003255109058177,0.002239090637263,0.0013806698776318,0.0030787116332091,0.0003510715908455,-0.3644520734990052,0.0578078986647303,-0.3066441748342748,0.9394046151136164,0.25633,0.4161042406273163,0.990748584721718,AP sensitivity 13 mm
6,0.125,0.1,10.0,8.0,10/8,AP,T1,13.0,A2,0.0023634159575161,0.0006963528653116,0.0024638673465245,0.002238700891512,0.0013808110366737,0.0026442666193292,0.0007141620340247,0.0691470691470691,0.0061593082209281,0.0753063773679973,0.8699446290143965,0.25641,0.765921765921766,0.9605158756841808,AP sensitivity 13 mm
7,0.125,0.25,10.0,20.0,10/20,AP,T1,13.0,A2,0.0026384599131796,0.0007113441085209,0.0027326692361468,0.0021314740007189,0.0013821665876441,0.0030333491748261,0.0005147482617518,-0.0828602535189361,0.0264397835276379,-0.0564204699912982,0.9138767028399908,0.25718,0.6155999688933821,0.9799143803344014,AP sensitivity 13 mm
8,0.125,0.5,10.0,40.0,10/40,AP,T1,13.0,A2,0.0031183233424639,0.0007320904604534,0.0032031073835327,0.0021290393728217,0.0013792372152751,0.003055956348364,0.0003095692059294,-0.3058469004383218,0.0376370083816892,-0.2682098920566326,0.9494615529945212,0.25552,0.3933547276142767,0.9928137760584568,AP sensitivity 13 mm
9,0.25,0.1,20.0,8.0,20/8,AP,T1,13.0,A2,0.0027318459192519,0.0006078764938549,0.0027986596717562,0.0022201143867554,0.0013773707529202,0.0028781470829571,0.0006212865342439,0.1695288246158682,-0.0015827666224028,0.1679460579934654,0.8893005557502629,0.25447,0.6979997642158211,0.970343245744638,AP sensitivity 13 mm
10,0.25,0.25,20.0,20.0,20/20,AP,T1,13.0,A2,0.0027955176115456,0.0005842310016749,0.0028559139657525,0.0021475007969392,0.0013792903882069,0.0031164012121614,0.0004459546935621,0.0170221091762864,0.0133924373698703,0.0304145465461568,0.925320341697811,0.25555,0.5425552729407161,0.9849687688897844,AP sensitivity 13 mm
11,0.25,0.5,20.0,40.0,20/40,AP,T1,13.0,A2,0.003052860942822,0.0005958651657091,0.0031104686514919,0.0022304615107636,0.0013808463169375,0.002955086235473,0.0002793520529332,-0.1949459891588347,0.022580254717108,-0.1723657344417267,0.9523861766319254,0.25643,0.3385329329641617,0.994163293301236,AP sensitivity 13 mm
0,0.03,0.1,2.4,8.0,2.4/8,AP,T1,13.0,A3,0.0018465596733526,0.0008677351227315,0.0020402810763407,0.0025119355954498,0.0013782075184818,0.0017359855725526,0.0012640380883608,0.0961794932140895,-0.0596596247282098,0.0365198684858797,0.6941480666924242,0.25494,0.91613713030517,0.8618768958204709,AP sensitivity 13 mm
1,0.03,0.25,2.4,20.0,2.4/20,AP,T1,13.0,A3,0.0015067699670035,0.0006667214997806,0.0016476872554382,0.0025147583127616,0.0013797862555483,0.0019701016945257,0.0011569233150451,0.0619161161708947,-0.0342529260787185,0.0276631900921761,0.7313014933058702,0.25583,0.8882070124692178,0.8878078933577005,AP sensitivity 13 mm
2,0.03,0.5,2.4,40.0,2.4/40,AP,T1,13.0,A3,0.0011713556809821,0.0005024153855687,0.0012745569234151,0.0025202214128214,0.0013816919045141,0.0021754219487391,0.0010875795166835,0.0365886886458292,-0.0191228518752775,0.0174658367705517,0.7529363561868342,0.25691,0.858355065976412,0.9026228316892974,AP sensitivity 13 mm
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,13.0,A3,0.0020661044860002,0.0009033398887681,0.0022549524832488,0.0025103301187597,0.0013787227679994,0.001779301526981,0.001233716059067,0.124436782509893,-0.0649999328651798,0.0594368496447131,0.7055326377092939,0.25523,0.9113348744269876,0.869651033204882,AP sensitivity 13 mm
4,0.06,0.25,4.8,20.0,4.8/20,AP,T1,13.0,A3,0.0017253065539519,0.0006895123701352,0.0018579854718697,0.0025323385263777,0.0013781897369375,0.0021019456455774,0.0011207725628362,0.0827285921625544,-0.0367750681144053,0.045953524048149,0.7402774998332333,0.25493,0.8706311536500215,0.8954863301434764,AP sensitivity 13 mm
5,0.06,0.5,4.8,40.0,4.8/40,AP,T1,13.0,A3,0.0013569182622914,0.000521701031535,0.0014537534649467,0.0025413743537136,0.0013806698776318,0.0023449916623867,0.0010373829478303,0.0496625443763898,-0.0206677693062783,0.0289947750701114,0.7653659413774501,0.25633,0.8302188585027114,0.9122729167507092,AP sensitivity 13 mm
6,0.125,0.1,10.0,8.0,10/8,AP,T1,13.0,A3,0.0024891526709594,0.0009643980766762,0.0026694465099794,0.002515755036542,0.0013808110366737,0.0019152719195243,0.0011933610004072,0.1981201981201981,-0.0747454914670719,0.1233747066531262,0.7193554454824754,0.25641,0.8948948948948949,0.8796110759961807,AP sensitivity 13 mm
7,0.125,0.25,10.0,20.0,10/20,AP,T1,13.0,A3,0.0021236106323811,0.000740939285605,0.002249158318775,0.0025371256673791,0.0013821665876441,0.0023292233114325,0.0010453844304539,0.1339139902014153,-0.0425944374141784,0.0913195527872369,0.7637991936347094,0.25718,0.8323742126137336,0.910880159392585,AP sensitivity 13 mm
8,0.125,0.5,10.0,40.0,10/40,AP,T1,13.0,A3,0.0017076803206632,0.0005574284718594,0.0017963570298858,0.0025453235009028,0.0013792372152751,0.0025902378890617,0.0009258954458171,0.0810895428929242,-0.0236943907156673,0.0573951521772569,0.7962778066216702,0.25552,0.7802911709455228,0.9314823769611004,AP sensitivity 13 mm
9,0.25,0.1,20.0,8.0,20/8,AP,T1,13.0,A3,0.0029949628194484,0.0010311080237737,0.0031674889181446,0.0025407459809772,0.0013773707529202,0.0020296968101698,0.0011678213662029,0.3525366447911345,-0.0867973119793972,0.2657393328117373,0.7235903560016783,0.25447,0.8810075843910874,0.8851287003876437,AP sensitivity 13 mm
10,0.25,0.25,20.0,20.0,20/20,AP,T1,13.0,A3,0.0027553826817018,0.0007977406477908,0.0028685403716454,0.0025872086387436,0.0013792903882069,0.0025526876540284,0.0009845149908203,0.2633926824496184,-0.0498623144603398,0.2135303679892786,0.7757512793874332,0.25555,0.7889258462140482,0.9217140170595742,AP sensitivity 13 mm
11,0.25,0.5,20.0,40.0,20/40,AP,T1,13.0,A3,0.0023411664646624,0.0006146445845392,0.0024205058108922,0.0026353034735297,0.0013808463169375,0.002854433743822,0.0008526349545671,0.1691689739890028,-0.0289280094678375,0.1402409645211652,0.808634772462077,0.25643,0.7026478961119994,0.9426550291162904,AP sensitivity 13 mm
0,0.03,0.1,2.4,8.0,2.4/8,AP,T1,13.0,A4,0.0017582758045558,0.0007686048328387,0.0019189286578582,0.0025127291211838,0.0013782075184818,0.0018258580260361,0.0012099787685232,0.0862555895504824,-0.0461439347166671,0.0401116548338153,0.7133417729335845,0.25494,0.9062132266415628,0.8753925858320135,AP sensitivity 13 mm
1,0.03,0.25,2.4,20.0,2.4/20,AP,T1,13.0,A4,0.0014099496308855,0.0005865922764808,0.0015271046003667,0.0025091872638989,0.0013797862555483,0.002031409919666,0.0011201374389679,0.0537466286205683,-0.0262977545453323,0.0274488740752359,0.7437481417858677,0.25583,0.8800375249188914,0.8957630648910867,AP sensitivity 13 mm
2,0.03,0.5,2.4,40.0,2.4/40,AP,T1,13.0,A4,0.0010953911380424,0.0004376229039073,0.0011795743093702,0.0025122920816846,0.0013816919045141,0.0022054614390727,0.0010638540193939,0.0318399439492429,-0.0144397044772504,0.0174002394719925,0.7609827191338746,0.25691,0.8536063212798256,0.9073059790873246,AP sensitivity 13 mm
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,13.0,A4,0.0019580408208558,0.0007956743800673,0.0021135329605269,0.0025097941783919,0.0013787227679994,0.0019039289834981,0.0011688168883131,0.109940054068879,-0.0496126320877586,0.0603274219811204,0.7277756581457459,0.25523,0.8968381459859734,0.8850383339823032,AP sensitivity 13 mm
4,0.06,0.25,4.8,20.0,4.8/20,AP,T1,13.0,A4,0.0015961431294473,0.0006011117391282,0.0017055814881147,0.0025279112508307,0.0013781897369375,0.0021878977955995,0.0010763647525074,0.0698230886910132,-0.0276886735474519,0.0421344151435613,0.754624516841524,0.25493,0.8577256501784803,0.90457272471043,AP sensitivity 13 mm
5,0.06,0.5,4.8,40.0,4.8/40,AP,T1,13.0,A4,0.0012586528997561,0.0004530449854986,0.0013377058275084,0.0025321118227379,0.0013806698776318,0.0023840911431786,0.0010092341323962,0.0424062731635001,-0.0155041886858418,0.0269020844776583,0.774554800807784,0.25633,0.8229625872898217,0.917436497371146,AP sensitivity 13 mm
6,0.125,0.1,10.0,8.0,10/8,AP,T1,13.0,A4,0.0023763938873929,0.0008415353788871,0.0025209977592131,0.0025107360778927,0.0013808110366737,0.0020833912032246,0.0011070338371093,0.1756561756561756,-0.0557699807689721,0.1198861948872035,0.7478853933335562,0.25641,0.8724308724308725,0.8985865866942805,AP sensitivity 13 mm
7,0.125,0.25,10.0,20.0,10/20,AP,T1,13.0,A4,0.0019903108955767,0.0006359522245525,0.0020894431538007,0.0025185113396917,0.0013821665876441,0.0024283740458969,0.0009812198853118,0.1151333696243875,-0.0310034732505856,0.0841298963738019,0.7841696960611625,0.25718,0.8135935920367058,0.9224711235561778,AP sensitivity 13 mm
8,0.125,0.5,10.0,40.0,10/40,AP,T1,13.0,A4,0.0015750839732699,0.0004767811931913,0.0016456639477829,0.0025240876638695,0.0013792372152751,0.0026437505718226,0.0008841222895591,0.0680181590482154,-0.0172200730711369,0.0507980859770784,0.8093134624117574,0.25552,0.7672197871008141,0.9379566946056308,AP sensitivity 13 mm
9,0.25,0.1,20.0,8.0,20/8,AP,T1,13.0,A4,0.0029049315661367,0.0008870118955301,0.0030373372395487,0.0025456822776487,0.0013773707529202,0.0022941554028243,0.0010515023318709,0.3122175502023814,-0.0625729346907569,0.2496446155116244,0.7599374800184718,0.25447,0.8406884898023342,0.909353077676284,AP sensitivity 13 mm
10,0.25,0.25,20.0,20.0,20/20,AP,T1,13.0,A4,0.0025965789019693,0.0006678605946372,0.0026810930174131,0.0025793026285415,0.0013792903882069,0.0027202359504243,0.0008892322377719,0.221248288006261,-0.0343878030760964,0.1868604849301645,0.8031986531986532,0.25555,0.7467814517706907,0.9371885284438176,AP sensitivity 13 mm
11,0.25,0.5,20.0,40.0,20/40,AP,T1,13.0,A4,0.0021482478689369,0.0005147405131872,0.0022090556132221,0.0026248713936284,0.0013808463169375,0.0029349360019535,0.0007879717145676,0.1371524392621768,-0.0201057062549591,0.1170467330072176,0.8265801490026436,0.25643,0.6706313613851733,0.9514773323291688,AP sensitivity 13 mm
0,0.03,0.1,2.4,8.0,2.4/8,AP,T1,7.0,A1,0.0,0.0,0.0,0.0007991804100379,0.0012323226326737,0.000947146709777,0.0030611662689858,0.0,0.0,0.0,0.946627899627078,0.81327,0.9207643218119445,0.7738981417019226,AP specificity 7 mm
1,0.03,0.25,2.4,20.0,2.4/20,AP,T1,7.0,A1,0.0,0.0,0.0,0.0008095181207977,0.0012282637355226,0.0009521164486026,0.0031186519396584,0.0,0.0,0.0,0.945007692113692,0.81486,0.9196794541393614,0.7644485254402074,AP specificity 7 mm
2,0.03,0.5,2.4,40.0,2.4/40,AP,T1,7.0,A1,0.0,0.0,0.0,0.0008135818074395,0.0012331354244364,0.0009459563555305,0.0031024472518094,0.0,0.0,0.0,0.9444367360839566,0.81295,0.9210160526477644,0.764501470195135,AP specificity 7 mm
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,7.0,A1,0.0,0.0,0.0,0.0007790398953703,0.0012344533004532,0.0010229546962523,0.0029433410385422,0.0,0.0,0.0,0.950549379607752,0.81243,0.906182686508376,0.7958095644292797,AP specificity 7 mm
4,0.06,0.25,4.8,20.0,4.8/20,AP,T1,7.0,A1,0.0,0.0,0.0,0.0007772444403205,0.0012302846625882,0.0010171456064355,0.0029673736317631,0.0,0.0,0.0,0.9506333350496884,0.81407,0.9071578611175944,0.7937395794116066,AP specificity 7 mm
5,0.06,0.5,4.8,40.0,4.8/40,AP,T1,7.0,A1,0.0,0.0,0.0,0.0007725352298251,0.001232678397231,0.0010265535531867,0.0029312616282996,0.0,0.0,0.0,0.9514682314015406,0.81313,0.9053533875272096,0.7990581687804356,AP specificity 7 mm
6,0.125,0.1,10.0,8.0,10/8,AP,T1,7.0,A1,0.0,0.0,0.0,0.000728858100519,0.0012294159259583,0.0012019937928888,0.0026938236392368,0.0,0.0,0.0,0.9593993781026676,0.81441,0.8637786864110215,0.8395926504660811,AP specificity 7 mm
7,0.125,0.25,10.0,20.0,10/20,AP,T1,7.0,A1,0.0,0.0,0.0,0.0007134437282934,0.0012318902808286,0.0012047281080473,0.0026244336702061,0.0,0.0,0.0,0.9613246810141832,0.81344,0.8632351494885917,0.8485741852487135,AP specificity 7 mm
8,0.125,0.5,10.0,40.0,10/40,AP,T1,7.0,A1,0.0,0.0,0.0,0.0007167823932344,0.0012298249367288,0.0012010237093684,0.0026508250081943,0.0,0.0,0.0,0.9608461706544302,0.81425,0.8640712311943506,0.8456527590847914,AP specificity 7 mm
9,0.25,0.1,20.0,8.0,20/8,AP,T1,7.0,A1,0.0,0.0,0.0,0.0006822229992881,0.0012303357163798,0.0015215140240721,0.0022169889706965,0.0,0.0,0.0,0.9698678133460742,0.81405,0.7480867268595295,0.898252218338263,AP specificity 7 mm
10,0.25,0.25,20.0,20.0,20/20,AP,T1,7.0,A1,0.0,0.0,0.0,0.0006803173106517,0.0012394886651357,0.0015283158419596,0.0021574294244902,0.0,0.0,0.0,0.9702612963764976,0.81043,0.7463815505349012,0.9021997151448014,AP specificity 7 mm
11,0.25,0.5,20.0,40.0,20/40,AP,T1,7.0,A1,0.0,0.0,0.0,0.0006794222647384,0.0012244291629163,0.0015197868967611,0.0022394835769311,0.0,0.0,0.0,0.9700498903682988,0.81635,0.7478777485147302,0.8973591069970052,AP specificity 7 mm
0,0.03,0.1,2.4,8.0,2.4/8,AP,T1,7.0,A2,0.0007944964336811,0.0025819549738275,0.0027014285239488,0.0007102925045238,0.0012323226326737,0.0009438474529885,0.0027620972263071,0.000602505932839,0.054035238044235,0.054637743977074,0.95888412566383,0.81327,0.9213668277447834,0.8279333797461575,AP specificity 7 mm
1,0.03,0.25,2.4,20.0,2.4/20,AP,T1,7.0,A2,0.0010424733710995,0.002764860705117,0.0029548613246905,0.0006144694552099,0.0012282637355226,0.0012454606482147,0.0022702724885852,-0.0681098593623444,0.1287134060710813,0.0606035467087368,0.972284885594586,0.81486,0.8515695947770169,0.8931619315112888,AP specificity 7 mm
2,0.03,0.5,2.4,40.0,2.4/40,AP,T1,7.0,A2,0.0014925000919756,0.0029685402396853,0.0033226175944845,0.0005069416619656,0.0012331354244364,0.0016042271599552,0.0015448238892224,-0.219066363244972,0.1886661320502539,-0.030400231194718,0.9848811722269204,0.81295,0.7019496894027923,0.9531676022453888,AP specificity 7 mm
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,7.0,A2,0.0008391989243441,0.0025078016349452,0.0026444893410362,0.0007056599797132,0.0012344533004532,0.0009675630726037,0.0027214374822464,0.0108809374346097,0.0374793410460094,0.0483602784806192,0.9597202184666116,0.81243,0.917063623942986,0.8332889054752892,AP specificity 7 mm
4,0.06,0.25,4.8,20.0,4.8/20,AP,T1,7.0,A2,0.0010519029200018,0.0026776564025654,0.0028768634940345,0.0005910714412133,0.0012302846625882,0.0012594448502396,0.0021669693448632,-0.0594911985455796,0.1096111439789168,0.0501199454333371,0.9746197195034108,0.81407,0.8476666625720147,0.9033507233905234,AP specificity 7 mm
5,0.06,0.5,4.8,40.0,4.8/40,AP,T1,7.0,A2,0.0014939073070234,0.0027671252503945,0.0031446368937206,0.000502010650949,0.001232678397231,0.0016219044215105,0.001506205732638,-0.2153530185825145,0.156579440252582,-0.0587735783299324,0.9854395363133398,0.81313,0.6900003689446952,0.9556376090330176,AP specificity 7 mm
