cell,u_anchor,u_long,anchor_mean_pct,long_mean_pct,combo,axis,estimand,cutoff_mm,estimator,nri_events_vs_A1_mcse,nri_nonevents_vs_A1_mcse,nri_vs_A1_mcse,ppv_mcse,prevalence_mcse,sensitivity_mcse,specificity_mcse,nri_events_vs_A1,nri_nonevents_vs_A1,nri_vs_A1,ppv,prevalence,sensitivity,specificity,panel
7,0.125,0.25,10.0,20.0,10/20,AP,T1,13.0,A1,0.0,0.0,0.0,0.0025134920481062,0.0013821665876441,0.0028617029292066,0.000772783502135,0.0,0.0,0.0,0.8386479294084691,0.25718,0.6984602224123182,0.9534745968067634,AP specificity 13 mm
8,0.125,0.5,10.0,40.0,10/40,AP,T1,13.0,A1,0.0,0.0,0.0,0.0025008969570947,0.0013792372152751,0.002868973301193,0.0007583452022874,0.0,0.0,0.0,0.8426166108569542,0.25552,0.6992016280525987,0.9551767676767676,AP specificity 13 mm
9,0.25,0.1,20.0,8.0,20/8,AP,T1,13.0,A1,0.0,0.0,0.0,0.0027383882567859,0.0013773707529202,0.0031292948988813,0.0006049731398867,0.0,0.0,0.0,0.8653239817257576,0.25447,0.5284709395999528,0.9719260123670408,AP specificity 13 mm
10,0.25,0.25,20.0,20.0,20/20,AP,T1,13.0,A1,0.0,0.0,0.0,0.0027502225771387,0.0013792903882069,0.0031236693198055,0.000609060957143,0.0,0.0,0.0,0.8638878168017496,0.25555,0.5255331637644297,0.971576331519914,AP specificity 13 mm
11,0.25,0.5,20.0,40.0,20/40,AP,T1,13.0,A1,0.0,0.0,0.0,0.0027089179076276,0.0013808463169375,0.0031153715641295,0.0006093514533922,0.0,0.0,0.0,0.8662065472044577,0.25643,0.5334789221229965,0.971583038584128,AP specificity 13 mm
0,0.03,0.1,2.4,8.0,2.4/8,AP,T1,13.0,A2,0.0020060665224064,0.0008149788007057,0.0021652928988752,0.0023276821313731,0.0013782075184818,0.0024727844633108,0.0008082003391432,-0.0131795716639209,0.0271655974015515,0.0139860257376306,0.8432964329643297,0.25494,0.8067780654271594,0.9487021179502322,AP specificity 13 mm
1,0.03,0.25,2.4,20.0,2.4/20,AP,T1,13.0,A2,0.0026358790732108,0.000888433547878,0.002781577368614,0.0021886526151067,0.0013797862555483,0.0029514918352203,0.0005789541811134,-0.1615525935191337,0.0523401910853702,-0.1092124024337635,0.8992649780551002,0.25583,0.6647383027791893,0.9744010105217894,AP specificity 13 mm
2,0.03,0.5,2.4,40.0,2.4/40,AP,T1,13.0,A2,0.0031188443674353,0.0009463966432878,0.0032592724333368,0.0022210945401586,0.0013816919045141,0.0030947849481436,0.0003683689851356,-0.3845315480129228,0.068067125112705,-0.3164644229002177,0.9368640533778148,0.25691,0.4372348293176599,0.98981280867728,AP specificity 13 mm
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,13.0,A2,0.0021512378076699,0.0007772408420547,0.0022873406899075,0.0023032729962173,0.0013787227679994,0.0025310121343002,0.0007781927001667,0.0072091838733691,0.018005558763108,0.0252147426364772,0.8518113810204253,0.25523,0.7941072757904635,0.95265652483317,AP specificity 13 mm
4,0.06,0.25,4.8,20.0,4.8/20,AP,T1,13.0,A2,0.0026538840898452,0.000830240951026,0.0027807194750808,0.0022313993885358,0.0013781897369375,0.002996231359234,0.0005712708441812,-0.1425097085474444,0.0428013475243936,-0.0997083610230507,0.8985309376877287,0.25493,0.6453928529400228,0.9750627457822756,AP specificity 13 mm
5,0.06,0.5,4.8,40.0,4.8/40,AP,T1,13.0,A2,0.0031344287233316,0.0008781181919192,0.003255109058177,0.002239090637263,0.0013806698776318,0.0030787116332091,0.0003510715908455,-0.3644520734990052,0.0578078986647303,-0.3066441748342748,0.9394046151136164,0.25633,0.4161042406273163,0.990748584721718,AP specificity 13 mm
6,0.125,0.1,10.0,8.0,10/8,AP,T1,13.0,A2,0.0023634159575161,0.0006963528653116,0.0024638673465245,0.002238700891512,0.0013808110366737,0.0026442666193292,0.0007141620340247,0.0691470691470691,0.0061593082209281,0.0753063773679973,0.8699446290143965,0.25641,0.765921765921766,0.9605158756841808,AP specificity 13 mm
7,0.125,0.25,10.0,20.0,10/20,AP,T1,13.0,A2,0.0026384599131796,0.0007113441085209,0.0027326692361468,0.0021314740007189,0.0013821665876441,0.0030333491748261,0.0005147482617518,-0.0828602535189361,0.0264397835276379,-0.0564204699912982,0.9138767028399908,0.25718,0.6155999688933821,0.9799143803344014,AP specificity 13 mm
8,0.125,0.5,10.0,40.0,10/40,AP,T1,13.0,A2,0.0031183233424639,0.0007320904604534,0.0032031073835327,0.0021290393728217,0.0013792372152751,0.003055956348364,0.0003095692059294,-0.3058469004383218,0.0376370083816892,-0.2682098920566326,0.9494615529945212,0.25552,0.3933547276142767,0.9928137760584568,AP specificity 13 mm
9,0.25,0.1,20.0,8.0,20/8,AP,T1,13.0,A2,0.0027318459192519,0.0006078764938549,0.0027986596717562,0.0022201143867554,0.0013773707529202,0.0028781470829571,0.0006212865342439,0.1695288246158682,-0.0015827666224028,0.1679460579934654,0.8893005557502629,0.25447,0.6979997642158211,0.970343245744638,AP specificity 13 mm
10,0.25,0.25,20.0,20.0,20/20,AP,T1,13.0,A2,0.0027955176115456,0.0005842310016749,0.0028559139657525,0.0021475007969392,0.0013792903882069,0.0031164012121614,0.0004459546935621,0.0170221091762864,0.0133924373698703,0.0304145465461568,0.925320341697811,0.25555,0.5425552729407161,0.9849687688897844,AP specificity 13 mm
11,0.25,0.5,20.0,40.0,20/40,AP,T1,13.0,A2,0.003052860942822,0.0005958651657091,0.0031104686514919,0.0022304615107636,0.0013808463169375,0.002955086235473,0.0002793520529332,-0.1949459891588347,0.022580254717108,-0.1723657344417267,0.9523861766319254,0.25643,0.3385329329641617,0.994163293301236,AP specificity 13 mm
0,0.03,0.1,2.4,8.0,2.4/8,AP,T1,13.0,A3,0.0018465596733526,0.0008677351227315,0.0020402810763407,0.0025119355954498,0.0013782075184818,0.0017359855725526,0.0012640380883608,0.0961794932140895,-0.0596596247282098,0.0365198684858797,0.6941480666924242,0.25494,0.91613713030517,0.8618768958204709,AP specificity 13 mm
1,0.03,0.25,2.4,20.0,2.4/20,AP,T1,13.0,A3,0.0015067699670035,0.0006667214997806,0.0016476872554382,0.0025147583127616,0.0013797862555483,0.0019701016945257,0.0011569233150451,0.0619161161708947,-0.0342529260787185,0.0276631900921761,0.7313014933058702,0.25583,0.8882070124692178,0.8878078933577005,AP specificity 13 mm
2,0.03,0.5,2.4,40.0,2.4/40,AP,T1,13.0,A3,0.0011713556809821,0.0005024153855687,0.0012745569234151,0.0025202214128214,0.0013816919045141,0.0021754219487391,0.0010875795166835,0.0365886886458292,-0.0191228518752775,0.0174658367705517,0.7529363561868342,0.25691,0.858355065976412,0.9026228316892974,AP specificity 13 mm
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,13.0,A3,0.0020661044860002,0.0009033398887681,0.0022549524832488,0.0025103301187597,0.0013787227679994,0.001779301526981,0.001233716059067,0.124436782509893,-0.0649999328651798,0.0594368496447131,0.7055326377092939,0.25523,0.9113348744269876,0.869651033204882,AP specificity 13 mm
4,0.06,0.25,4.8,20.0,4.8/20,AP,T1,13.0,A3,0.0017253065539519,0.0006895123701352,0.0018579854718697,0.0025323385263777,0.0013781897369375,0.0021019456455774,0.0011207725628362,0.0827285921625544,-0.0367750681144053,0.045953524048149,0.7402774998332333,0.25493,0.8706311536500215,0.8954863301434764,AP specificity 13 mm
5,0.06,0.5,4.8,40.0,4.8/40,AP,T1,13.0,A3,0.0013569182622914,0.000521701031535,0.0014537534649467,0.0025413743537136,0.0013806698776318,0.0023449916623867,0.0010373829478303,0.0496625443763898,-0.0206677693062783,0.0289947750701114,0.7653659413774501,0.25633,0.8302188585027114,0.9122729167507092,AP specificity 13 mm
6,0.125,0.1,10.0,8.0,10/8,AP,T1,13.0,A3,0.0024891526709594,0.0009643980766762,0.0026694465099794,0.002515755036542,0.0013808110366737,0.0019152719195243,0.0011933610004072,0.1981201981201981,-0.0747454914670719,0.1233747066531262,0.7193554454824754,0.25641,0.8948948948948949,0.8796110759961807,AP specificity 13 mm
7,0.125,0.25,10.0,20.0,10/20,AP,T1,13.0,A3,0.0021236106323811,0.000740939285605,0.002249158318775,0.0025371256673791,0.0013821665876441,0.0023292233114325,0.0010453844304539,0.1339139902014153,-0.0425944374141784,0.0913195527872369,0.7637991936347094,0.25718,0.8323742126137336,0.910880159392585,AP specificity 13 mm
8,0.125,0.5,10.0,40.0,10/40,AP,T1,13.0,A3,0.0017076803206632,0.0005574284718594,0.0017963570298858,0.0025453235009028,0.0013792372152751,0.0025902378890617,0.0009258954458171,0.0810895428929242,-0.0236943907156673,0.0573951521772569,0.7962778066216702,0.25552,0.7802911709455228,0.9314823769611004,AP specificity 13 mm
9,0.25,0.1,20.0,8.0,20/8,AP,T1,13.0,A3,0.0029949628194484,0.0010311080237737,0.0031674889181446,0.0025407459809772,0.0013773707529202,0.0020296968101698,0.0011678213662029,0.3525366447911345,-0.0867973119793972,0.2657393328117373,0.7235903560016783,0.25447,0.8810075843910874,0.8851287003876437,AP specificity 13 mm
10,0.25,0.25,20.0,20.0,20/20,AP,T1,13.0,A3,0.0027553826817018,0.0007977406477908,0.0028685403716454,0.0025872086387436,0.0013792903882069,0.0025526876540284,0.0009845149908203,0.2633926824496184,-0.0498623144603398,0.2135303679892786,0.7757512793874332,0.25555,0.7889258462140482,0.9217140170595742,AP specificity 13 mm
11,0.25,0.5,20.0,40.0,20/40,AP,T1,13.0,A3,0.0023411664646624,0.0006146445845392,0.0024205058108922,0.0026353034735297,0.0013808463169375,0.002854433743822,0.0008526349545671,0.1691689739890028,-0.0289280094678375,0.1402409645211652,0.808634772462077,0.25643,0.7026478961119994,0.9426550291162904,AP specificity 13 mm
0,0.03,0.1,2.4,8.0,2.4/8,AP,T1,13.0,A4,0.0017582758045558,0.0007686048328387,0.0019189286578582,0.0025127291211838,0.0013782075184818,0.0018258580260361,0.0012099787685232,0.0862555895504824,-0.0461439347166671,0.0401116548338153,0.7133417729335845,0.25494,0.9062132266415628,0.8753925858320135,AP specificity 13 mm
1,0.03,0.25,2.4,20.0,2.4/20,AP,T1,13.0,A4,0.0014099496308855,0.0005865922764808,0.0015271046003667,0.0025091872638989,0.0013797862555483,0.002031409919666,0.0011201374389679,0.0537466286205683,-0.0262977545453323,0.0274488740752359,0.7437481417858677,0.25583,0.8800375249188914,0.8957630648910867,AP specificity 13 mm
2,0.03,0.5,2.4,40.0,2.4/40,AP,T1,13.0,A4,0.0010953911380424,0.0004376229039073,0.0011795743093702,0.0025122920816846,0.0013816919045141,0.0022054614390727,0.0010638540193939,0.0318399439492429,-0.0144397044772504,0.0174002394719925,0.7609827191338746,0.25691,0.8536063212798256,0.9073059790873246,AP specificity 13 mm
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,13.0,A4,0.0019580408208558,0.0007956743800673,0.0021135329605269,0.0025097941783919,0.0013787227679994,0.0019039289834981,0.0011688168883131,0.109940054068879,-0.0496126320877586,0.0603274219811204,0.7277756581457459,0.25523,0.8968381459859734,0.8850383339823032,AP specificity 13 mm
4,0.06,0.25,4.8,20.0,4.8/20,AP,T1,13.0,A4,0.0015961431294473,0.0006011117391282,0.0017055814881147,0.0025279112508307,0.0013781897369375,0.0021878977955995,0.0010763647525074,0.0698230886910132,-0.0276886735474519,0.0421344151435613,0.754624516841524,0.25493,0.8577256501784803,0.90457272471043,AP specificity 13 mm
5,0.06,0.5,4.8,40.0,4.8/40,AP,T1,13.0,A4,0.0012586528997561,0.0004530449854986,0.0013377058275084,0.0025321118227379,0.0013806698776318,0.0023840911431786,0.0010092341323962,0.0424062731635001,-0.0155041886858418,0.0269020844776583,0.774554800807784,0.25633,0.8229625872898217,0.917436497371146,AP specificity 13 mm
6,0.125,0.1,10.0,8.0,10/8,AP,T1,13.0,A4,0.0023763938873929,0.0008415353788871,0.0025209977592131,0.0025107360778927,0.0013808110366737,0.0020833912032246,0.0011070338371093,0.1756561756561756,-0.0557699807689721,0.1198861948872035,0.7478853933335562,0.25641,0.8724308724308725,0.8985865866942805,AP specificity 13 mm
7,0.125,0.25,10.0,20.0,10/20,AP,T1,13.0,A4,0.0019903108955767,0.0006359522245525,0.0020894431538007,0.0025185113396917,0.0013821665876441,0.0024283740458969,0.0009812198853118,0.1151333696243875,-0.0310034732505856,0.0841298963738019,0.7841696960611625,0.25718,0.8135935920367058,0.9224711235561778,AP specificity 13 mm
8,0.125,0.5,10.0,40.0,10/40,AP,T1,13.0,A4,0.0015750839732699,0.0004767811931913,0.0016456639477829,0.0025240876638695,0.0013792372152751,0.0026437505718226,0.0008841222895591,0.0680181590482154,-0.0172200730711369,0.0507980859770784,0.8093134624117574,0.25552,0.7672197871008141,0.9379566946056308,AP specificity 13 mm
9,0.25,0.1,20.0,8.0,20/8,AP,T1,13.0,A4,0.0029049315661367,0.0008870118955301,0.0030373372395487,0.0025456822776487,0.0013773707529202,0.0022941554028243,0.0010515023318709,0.3122175502023814,-0.0625729346907569,0.2496446155116244,0.7599374800184718,0.25447,0.8406884898023342,0.909353077676284,AP specificity 13 mm
10,0.25,0.25,20.0,20.0,20/20,AP,T1,13.0,A4,0.0025965789019693,0.0006678605946372,0.0026810930174131,0.0025793026285415,0.0013792903882069,0.0027202359504243,0.0008892322377719,0.221248288006261,-0.0343878030760964,0.1868604849301645,0.8031986531986532,0.25555,0.7467814517706907,0.9371885284438176,AP specificity 13 mm
11,0.25,0.5,20.0,40.0,20/40,AP,T1,13.0,A4,0.0021482478689369,0.0005147405131872,0.0022090556132221,0.0026248713936284,0.0013808463169375,0.0029349360019535,0.0007879717145676,0.1371524392621768,-0.0201057062549591,0.1170467330072176,0.8265801490026436,0.25643,0.6706313613851733,0.9514773323291688,AP specificity 13 mm
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,7.0,A1,0.0,0.0,0.0,0.0019014968704675,0.0015533496422248,0.0017796857912327,0.00140937899596,0.0,0.0,0.0,0.8098570053300148,0.40667,0.8481323923574396,0.8635160871690291,SL sensitivity 7 mm
1,0.03,0.25,2.4,20.0,2.4/20,SL,T1,7.0,A1,0.0,0.0,0.0,0.0018936462855633,0.0015536671458198,0.0017774583192865,0.0014022829196909,0.0,0.0,0.0,0.8122310785074416,0.4072,0.8483546168958742,0.8652834008097166,SL sensitivity 7 mm
2,0.03,0.5,2.4,40.0,2.4/40,SL,T1,7.0,A1,0.0,0.0,0.0,0.0019096140272416,0.0015531690928549,0.001777324438593,0.0014206383491078,0.0,0.0,0.0,0.8067504034804575,0.40637,0.8487585205600807,0.8608223977898691,SL sensitivity 7 mm
3,0.06,0.1,4.8,8.0,4.8/8,SL,T1,7.0,A1,0.0,0.0,0.0,0.0018960303678406,0.0015520916210069,0.0019071358631958,0.0013262071540154,0.0,0.0,0.0,0.8243340532757379,0.4046,0.8206870983687593,0.8811555256970104,SL sensitivity 7 mm
4,0.06,0.25,4.8,20.0,4.8/20,SL,T1,7.0,A1,0.0,0.0,0.0,0.0018872603273188,0.0015538995845935,0.001892202989329,0.001338526569903,0.0,0.0,0.0,0.8242090513532782,0.40759,0.8225913295223141,0.8792896811329991,SL sensitivity 7 mm
5,0.06,0.5,4.8,40.0,4.8/40,SL,T1,7.0,A1,0.0,0.0,0.0,0.001887758115377,0.0015548892793379,0.0019031856144364,0.0013422330059942,0.0,0.0,0.0,0.8241296223446105,0.40927,0.8189947956116989,0.8789125319519916,SL sensitivity 7 mm
6,0.125,0.1,10.0,8.0,10/8,SL,T1,7.0,A1,0.0,0.0,0.0,0.0018784309346912,0.0015529274261857,0.0021412470512372,0.0011738646923014,0.0,0.0,0.0,0.8511740620038439,0.40597,0.7527157179101904,0.9100550477248625,SL sensitivity 7 mm
7,0.125,0.25,10.0,20.0,10/20,SL,T1,7.0,A1,0.0,0.0,0.0,0.0018883329206156,0.0015543201407689,0.0021433293603159,0.0011913578891304,0.0,0.0,0.0,0.8482808300778545,0.4083,0.7498652951261328,0.9074531012337334,SL sensitivity 7 mm
8,0.125,0.5,10.0,40.0,10/40,SL,T1,7.0,A1,0.0,0.0,0.0,0.0018862707353395,0.0015533796754174,0.0021413712104026,0.0011846338312293,0.0,0.0,0.0,0.8490408905421536,0.40672,0.7519915420928402,0.9083400755124056,SL sensitivity 7 mm
9,0.25,0.1,20.0,8.0,20/8,SL,T1,7.0,A1,0.0,0.0,0.0,0.0019552370874832,0.0015532353640063,0.0024238250138507,0.0009574299559045,0.0,0.0,0.0,0.8778340225295879,0.40648,0.605810864003149,0.9422597385092332,SL sensitivity 7 mm
10,0.25,0.25,20.0,20.0,20/20,SL,T1,7.0,A1,0.0,0.0,0.0,0.0019399785704757,0.0015538757913681,0.0024146914220211,0.0009613355586331,0.0,0.0,0.0,0.8785356563447838,0.40755,0.6112133480554534,0.9418685121107266,SL sensitivity 7 mm
11,0.25,0.5,20.0,40.0,20/40,SL,T1,7.0,A1,0.0,0.0,0.0,0.0019526132479957,0.0015548951141475,0.002415771207535,0.000967469832025,0.0,0.0,0.0,0.8771898778977172,0.40928,0.6055756450351837,0.9412581256771396,SL sensitivity 7 mm
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,7.0,A2,0.0015213826277039,0.0011704855030871,0.0019195419799568,0.0017486127865147,0.0015533496422248,0.0018042871707223,0.0012097872728619,-0.0051884820616224,0.040415957393019,0.0352274753313966,0.8574287143571786,0.40667,0.8429439102958173,0.903932044562048,SL sensitivity 7 mm
1,0.03,0.25,2.4,20.0,2.4/20,SL,T1,7.0,A2,0.0018875822498878,0.0012298363515768,0.002252879091685,0.0016557373097079,0.0015536671458198,0.002191854639919,0.0009506390785743,-0.1151768172888015,0.0779183535762483,-0.0372584637125532,0.8986514959966287,0.4072,0.7331777996070727,0.9432017543859648,SL sensitivity 7 mm
2,0.03,0.5,2.4,40.0,2.4/40,SL,T1,7.0,A2,0.0023933203164239,0.0013439579089707,0.0027448506331115,0.0016205643501195,0.0015531690928549,0.0024743192310791,0.0006480884546706,-0.3139749489381598,0.1135892727793406,-0.2003856761588191,0.9346694765816524,0.40637,0.5347835716219209,0.9744116705692096,SL sensitivity 7 mm
3,0.06,0.1,4.8,8.0,4.8/8,SL,T1,7.0,A2,0.0015807585129645,0.0011207006310425,0.0019377222145418,0.0017357778546684,0.0015520916210069,0.0018409973101812,0.0011727774994656,0.0152743450321304,0.0288545515619751,0.0441288965941056,0.8632500446645057,0.4046,0.8359614434008897,0.9100100772589856,SL sensitivity 7 mm
4,0.06,0.25,4.8,20.0,4.8/20,SL,T1,7.0,A2,0.001902952731254,0.0011788177498849,0.0022384906488147,0.0016326688279176,0.0015538995845935,0.0022147547262132,0.0009208996506781,-0.0988247994308005,0.0676558464576897,-0.0311689529731107,0.9037159574793984,0.40759,0.7237665300915135,0.9469455275906888,SL sensitivity 7 mm
5,0.06,0.5,4.8,40.0,4.8/40,SL,T1,7.0,A2,0.0023805706919727,0.0012653202489882,0.0026959510663176,0.0016241716764104,0.0015548892793379,0.0024705133779681,0.0006306228171069,-0.3046888362205878,0.0970155570226668,-0.2076732791979209,0.9367184370967024,0.40927,0.514305959391111,0.9759280889746584,SL sensitivity 7 mm
6,0.125,0.1,10.0,8.0,10/8,SL,T1,7.0,A2,0.0017602574085863,0.0010344397620458,0.0020417080510652,0.001722861970866,0.0015529274261857,0.0019461170927571,0.0011238024003613,0.0575165652634431,0.0082487416460448,0.0657653069094879,0.8714300853070523,0.40597,0.8102322831736335,0.9183037893709072,SL sensitivity 7 mm
7,0.125,0.25,10.0,20.0,10/20,SL,T1,7.0,A2,0.0019405194756033,0.0010743158296989,0.0022180555306703,0.0016258119663087,0.0015543201407689,0.0022880287676517,0.0008709439774721,-0.0594660788635807,0.0454453270238296,-0.014020751839751,0.910027117768595,0.4083,0.6903992162625521,0.952898428257563,SL sensitivity 7 mm
8,0.125,0.5,10.0,40.0,10/40,SL,T1,7.0,A2,0.0023840999122296,0.0011241250441852,0.0026358280494861,0.0015873978866418,0.0015533796754174,0.0024787421572322,0.0005755909571151,-0.2622197088906373,0.0716019417475728,-0.1906177671430644,0.9436286120322124,0.40672,0.4897718332022029,0.9799420172599784,SL sensitivity 7 mm
9,0.25,0.1,20.0,8.0,20/8,SL,T1,7.0,A2,0.0020912017718335,0.0009307657042844,0.0022889844138376,0.0016680211697295,0.0015532353640063,0.0021060494840378,0.0010037114580354,0.158211966148396,-0.0061329020083569,0.152079064140039,0.8912101472149683,0.40648,0.7640228301515449,0.936126836500876,SL sensitivity 7 mm
10,0.25,0.25,20.0,20.0,20/20,SL,T1,7.0,A2,0.0021148255343738,0.0008919197870599,0.0022952141397674,0.0015739981234748,0.0015538757913681,0.0023767131972851,0.0007664233138126,0.0294442399705557,0.0220271752890539,0.0514714152596096,0.9242805055046196,0.40755,0.640657588026009,0.9638956873997806,SL sensitivity 7 mm
11,0.25,0.5,20.0,40.0,20/40,SL,T1,7.0,A2,0.0023894604480307,0.0009233680810483,0.0025616654437693,0.0016012124678753,0.0015548951141475,0.002451620459511,0.0005196974986772,-0.1688575058639562,0.0425243770314192,-0.1263331288325369,0.9491291418861512,0.40928,0.4367181391712275,0.983782502708559,SL sensitivity 7 mm
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,7.0,A3,0.0013998861460828,0.0012047445097221,0.001846913792168,0.0019403180012046,0.0015533496422248,0.0012185212880703,0.0017320211075106,0.0873189564019967,-0.0951746919926516,-0.0078557355906549,0.7345858999362774,0.40667,0.9354513487594364,0.7683413951763775,SL sensitivity 7 mm
1,0.03,0.25,2.4,20.0,2.4/20,SL,T1,7.0,A3,0.0011880496577396,0.0009538163703201,0.0015235575662068,0.0019269379873673,0.0015536671458198,0.0014211960827351,0.0016174577415256,0.0612229862475442,-0.0572031039136302,0.0040198823339139,0.7650108437467726,0.4072,0.9095776031434184,0.8080802968960864,SL sensitivity 7 mm
2,0.03,0.5,2.4,40.0,2.4/40,SL,T1,7.0,A3,0.0009412870971547,0.0007288339085022,0.0011904706067151,0.0019292035087037,0.0015531690928549,0.0015755708839355,0.0015480853015852,0.0374043359499963,-0.0325960615198019,0.0048082744301944,0.7793239265927978,0.40637,0.886162856510077,0.8282263362700673,SL sensitivity 7 mm
3,0.06,0.1,4.8,8.0,4.8/8,SL,T1,7.0,A3,0.0015651906493511,0.0012413080915342,0.0019976655242869,0.0019413336366219,0.0015520916210069,0.0012493835550109,0.0017005134501694,0.1115669797330697,-0.1021834061135371,0.0093835736195325,0.7413471176713379,0.4046,0.9322540781018288,0.7789721195834733,SL sensitivity 7 mm
4,0.06,0.25,4.8,20.0,4.8/20,SL,T1,7.0,A3,0.0013036709095962,0.0009825755044891,0.0016324865887809,0.0019261015689135,0.0015538995845935,0.0015025286288819,0.0015839542956185,0.0748791677911626,-0.0609037659728904,0.0139754018182722,0.7727243921502356,0.40759,0.8974704973134767,0.8183859151601087,SL sensitivity 7 mm
5,0.06,0.5,4.8,40.0,4.8/40,SL,T1,7.0,A3,0.0010334926898981,0.0007705123070084,0.0012891068052432,0.0019202544112075,0.0015548892793379,0.0016901696198149,0.0014986899344708,0.0458132772986048,-0.0363956460650381,0.0094176312335666,0.7918652258540841,0.40927,0.8648080729103037,0.8425168858869534,SL sensitivity 7 mm
6,0.125,0.1,10.0,8.0,10/8,SL,T1,7.0,A3,0.0018522401393936,0.0013283277370153,0.0022793086914468,0.0019396581347862,0.0015529274261857,0.0013466899473174,0.0016679764266078,0.167253737960933,-0.1189670555359156,0.0482866824250173,0.7505928694883235,0.40597,0.9199694558711234,0.7910879921889467,SL sensitivity 7 mm
7,0.125,0.25,10.0,20.0,10/20,SL,T1,7.0,A3,0.0016248397927619,0.0010642294072156,0.001942341005932,0.0019278452944576,0.0015543201407689,0.0016491573232072,0.001525110546962,0.1228998285574332,-0.0722325502788575,0.0506672782785757,0.7851713121075246,0.4083,0.872765123683566,0.8352205509548758,SL sensitivity 7 mm
8,0.125,0.5,10.0,40.0,10/40,SL,T1,7.0,A3,0.0013178782341353,0.0008326655046836,0.0015588889898571,0.0019277651373643,0.0015533796754174,0.0018691713573752,0.0014013847852509,0.0764899685287175,-0.0429813915857605,0.033508576942957,0.8083677190288839,0.40672,0.8284815106215578,0.8653586839266451,SL sensitivity 7 mm
9,0.25,0.1,20.0,8.0,20/8,SL,T1,7.0,A3,0.0022821827690499,0.0014311169637808,0.0026937806063912,0.0019391461136252,0.0015532353640063,0.001418526910452,0.0016398882698772,0.3043200157449321,-0.1416127510446151,0.1627072647003169,0.7576750568333095,0.40648,0.910130879748081,0.8006469874646178,SL sensitivity 7 mm
10,0.25,0.25,20.0,20.0,20/20,SL,T1,7.0,A3,0.0020900424745806,0.0011494855337555,0.0023852870975764,0.0019269757830942,0.0015538757913681,0.0018023586826577,0.0014413465779301,0.2317261685682738,-0.0856106000506371,0.1461155685176366,0.8013529274550968,0.40755,0.8429395166237271,0.8562579120600895,SL sensitivity 7 mm
11,0.25,0.5,20.0,40.0,20/40,SL,T1,7.0,A3,0.0018009130079371,0.0009090386348989,0.0020173346033556,0.0019446095397307,0.0015548951141475,0.0021015248339458,0.0012884095128169,0.1575693901485535,-0.051462621885157,0.1061067682633964,0.8275222551928784,0.40928,0.7631450351837373,0.8897955037919827,SL sensitivity 7 mm
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,7.0,A4,0.0013745981926973,0.0011725010893115,0.0018067315782382,0.00193968416315,0.0015533496422248,0.0012482898173418,0.0017172396212425,0.0838763616691666,-0.0895960089663425,-0.0057196472971758,0.7386000467690389,0.40667,0.9320087540266064,0.7739200782026865,SL sensitivity 7 mm
1,0.03,0.25,2.4,20.0,2.4/20,SL,T1,7.0,A4,0.0011648143333427,0.0009254068250157,0.001487672753984,0.0019250264695309,0.0015536671458198,0.0014389322278006,0.0016059138780784,0.0586935166994106,-0.0536437246963562,0.0050497920030543,0.7678634539822456,0.4072,0.9070481335952848,0.8116396761133603,SL sensitivity 7 mm
2,0.03,0.5,2.4,40.0,2.4/40,SL,T1,7.0,A4,0.0009207903841795,0.0007060440101624,0.0011603245562702,0.0019276610912008,0.0015531690928549,0.0015856095236227,0.0015406437127231,0.0357309840785491,-0.0305240638107912,0.0052069202677578,0.781080904882978,0.40637,0.8844895046386299,0.8302983339790779,SL sensitivity 7 mm
3,0.06,0.1,4.8,8.0,4.8/8,SL,T1,7.0,A4,0.0015367207875974,0.0012070324734112,0.0019540824370797,0.00194080066833,0.0015520916210069,0.0012876883545028,0.0016830634958509,0.1069945625308947,-0.095952300974135,0.0110422615567596,0.7458617332035054,0.4046,0.927681660899654,0.7852032247228754,SL sensitivity 7 mm
4,0.06,0.25,4.8,20.0,4.8/20,SL,T1,7.0,A4,0.0012729459111708,0.000951246054806,0.0015891067772653,0.0019244303018001,0.0015538995845935,0.0015267390213966,0.0015700013376873,0.0711008611594985,-0.0568356374807987,0.0142652236786997,0.7759458077709611,0.40759,0.8936921906818126,0.8224540436522003,SL sensitivity 7 mm
5,0.06,0.5,4.8,40.0,4.8/40,SL,T1,7.0,A4,0.001006571113089,0.0007471711071104,0.0012535749155937,0.0019188048737794,0.0015548892793379,0.0017030909538906,0.0014899251627801,0.0433454687614533,-0.0341441944712474,0.0092012742902058,0.7937611047387716,0.40927,0.8623402643731521,0.8447683374807442,SL sensitivity 7 mm
6,0.125,0.1,10.0,8.0,10/8,SL,T1,7.0,A4,0.0018151237489249,0.0012813270152244,0.0022218175316293,0.0019388588954585,0.0015529274261857,0.0014077020890679,0.0016395392150223,0.1590511614158681,-0.1095230880595256,0.0495280733563425,0.7575106417812705,0.40597,0.9117668793260586,0.8005319596653367,SL sensitivity 7 mm
