panel,column,rhythm,data_mode,axis,W,beat_cv,N,estimator,estimand,quantity,value,mcse,n
d,N=3,sinus,retrospective,AP,0.25,0.05,3,rule,,p_limited,0.24353,0.00135729,100000
d,N=3,sinus,retrospective,AP,0.25,0.1,3,rule,,p_limited,0.25315,0.00137501,100000
d,N=3,sinus,retrospective,AP,0.25,0.15,3,rule,,p_limited,0.28046,0.00142057,100000
d,N=3,sinus,retrospective,AP,0.25,0.2,3,rule,,p_limited,0.3178,0.00147242,100000
d,N=3,sinus,retrospective,AP,0.25,0.25,3,rule,,p_limited,0.35874,0.00151673,100000
d,N=3,sinus,retrospective,AP,0.25,0.3,3,rule,,p_limited,0.39838,0.00154814,100000
d,N=3,AF_rr0.2,retrospective,AP,0.25,0.05,3,rule,,p_limited,0.2503,0.00136985,100000
d,N=3,AF_rr0.2,retrospective,AP,0.25,0.1,3,rule,,p_limited,0.26245,0.00139129,100000
d,N=3,AF_rr0.2,retrospective,AP,0.25,0.15,3,rule,,p_limited,0.292,0.00143783,100000
d,N=3,AF_rr0.2,retrospective,AP,0.25,0.2,3,rule,,p_limited,0.32941,0.00148627,100000
d,N=3,AF_rr0.2,retrospective,AP,0.25,0.25,3,rule,,p_limited,0.36505,0.00152246,100000
d,N=3,AF_rr0.2,retrospective,AP,0.25,0.3,3,rule,,p_limited,0.40469,0.00155215,100000
d,N=5,sinus,retrospective,AP,0,0.05,5,rule,,p_limited,0.61955,0.00153528,100000
d,N=5,sinus,retrospective,AP,0,0.1,5,rule,,p_limited,0.62137,0.00153385,100000
d,N=5,sinus,retrospective,AP,0,0.15,5,rule,,p_limited,0.62278,0.00153273,100000
d,N=5,sinus,retrospective,AP,0,0.2,5,rule,,p_limited,0.62046,0.00153457,100000
d,N=5,sinus,retrospective,AP,0,0.25,5,rule,,p_limited,0.62001,0.00153492,100000
d,N=5,sinus,retrospective,AP,0,0.3,5,rule,,p_limited,0.62528,0.0015307,100000
d,N=5,sinus,retrospective,AP,0.1,0.05,5,rule,,p_limited,0.82549,0.00120023,100000
d,N=5,sinus,retrospective,AP,0.1,0.1,5,rule,,p_limited,0.88549,0.00100696,100000
d,N=5,sinus,retrospective,AP,0.1,0.15,5,rule,,p_limited,0.9289,0.000812679,100000
d,N=5,sinus,retrospective,AP,0.1,0.2,5,rule,,p_limited,0.95668,0.000643765,100000
d,N=5,sinus,retrospective,AP,0.1,0.25,5,rule,,p_limited,0.97319,0.000510796,100000
d,N=5,sinus,retrospective,AP,0.1,0.3,5,rule,,p_limited,0.98244,0.000415351,100000
d,N=5,AF_rr0.2,retrospective,AP,0.1,0.05,5,rule,,p_limited,0.86297,0.00108744,100000
d,N=5,AF_rr0.2,retrospective,AP,0.1,0.1,5,rule,,p_limited,0.90405,0.000931362,100000
d,N=5,AF_rr0.2,retrospective,AP,0.1,0.15,5,rule,,p_limited,0.93797,0.000762773,100000
d,N=5,AF_rr0.2,retrospective,AP,0.1,0.2,5,rule,,p_limited,0.96134,0.000609634,100000
d,N=5,AF_rr0.2,retrospective,AP,0.1,0.25,5,rule,,p_limited,0.97499,0.000493807,100000
d,N=5,AF_rr0.2,retrospective,AP,0.1,0.3,5,rule,,p_limited,0.984,0.000396787,100000
d,N=5,sinus,retrospective,AP,0.15,0.05,5,rule,,p_limited,0.73689,0.00139242,100000
d,N=5,sinus,retrospective,AP,0.15,0.1,5,rule,,p_limited,0.78701,0.0012947,100000
d,N=5,sinus,retrospective,AP,0.15,0.15,5,rule,,p_limited,0.84709,0.00113811,100000
d,N=5,sinus,retrospective,AP,0.15,0.2,5,rule,,p_limited,0.89347,0.000975609,100000
d,N=5,sinus,retrospective,AP,0.15,0.25,5,rule,,p_limited,0.92585,0.000828564,100000
d,N=5,sinus,retrospective,AP,0.15,0.3,5,rule,,p_limited,0.94749,0.000705356,100000
d,N=5,AF_rr0.2,retrospective,AP,0.15,0.05,5,rule,,p_limited,0.76406,0.00134266,100000
d,N=5,AF_rr0.2,retrospective,AP,0.15,0.1,5,rule,,p_limited,0.81091,0.00123828,100000
d,N=5,AF_rr0.2,retrospective,AP,0.15,0.15,5,rule,,p_limited,0.86067,0.00109507,100000
d,N=5,AF_rr0.2,retrospective,AP,0.15,0.2,5,rule,,p_limited,0.89996,0.000948852,100000
d,N=5,AF_rr0.2,retrospective,AP,0.15,0.25,5,rule,,p_limited,0.93091,0.000801976,100000
d,N=5,AF_rr0.2,retrospective,AP,0.15,0.3,5,rule,,p_limited,0.94929,0.000693819,100000
d,N=5,sinus,retrospective,AP,0.2,0.05,5,rule,,p_limited,0.68325,0.00147112,100000
d,N=5,sinus,retrospective,AP,0.2,0.1,5,rule,,p_limited,0.71664,0.00142502,100000
d,N=5,sinus,retrospective,AP,0.2,0.15,5,rule,,p_limited,0.77387,0.00132286,100000
d,N=5,sinus,retrospective,AP,0.2,0.2,5,rule,,p_limited,0.82769,0.00119423,100000
d,N=5,sinus,retrospective,AP,0.2,0.25,5,rule,,p_limited,0.86967,0.00106463,100000
d,N=5,sinus,retrospective,AP,0.2,0.3,5,rule,,p_limited,0.90039,0.000947037,100000
d,N=5,AF_rr0.2,retrospective,AP,0.2,0.05,5,rule,,p_limited,0.7037,0.00144397,100000
d,N=5,AF_rr0.2,retrospective,AP,0.2,0.1,5,rule,,p_limited,0.7379,0.0013907,100000
d,N=5,AF_rr0.2,retrospective,AP,0.2,0.15,5,rule,,p_limited,0.78946,0.00128924,100000
d,N=5,AF_rr0.2,retrospective,AP,0.2,0.2,5,rule,,p_limited,0.83314,0.00117906,100000
d,N=5,AF_rr0.2,retrospective,AP,0.2,0.25,5,rule,,p_limited,0.87569,0.00104335,100000
d,N=5,AF_rr0.2,retrospective,AP,0.2,0.3,5,rule,,p_limited,0.90543,0.000925346,100000
d,N=5,sinus,retrospective,AP,0.25,0.05,5,rule,,p_limited,0.65236,0.00150594,100000
d,N=5,sinus,retrospective,AP,0.25,0.1,5,rule,,p_limited,0.67772,0.00147789,100000
d,N=5,sinus,retrospective,AP,0.25,0.15,5,rule,,p_limited,0.71597,0.00142603,100000
d,N=5,sinus,retrospective,AP,0.25,0.2,5,rule,,p_limited,0.76636,0.0013381,100000
d,N=5,sinus,retrospective,AP,0.25,0.25,5,rule,,p_limited,0.8114,0.00123705,100000
d,N=5,sinus,retrospective,AP,0.25,0.3,5,rule,,p_limited,0.85018,0.0011286,100000
d,N=5,AF_rr0.2,retrospective,AP,0.25,0.05,5,rule,,p_limited,0.66467,0.00149293,100000
d,N=5,AF_rr0.2,retrospective,AP,0.25,0.1,5,rule,,p_limited,0.69033,0.0014621,100000
d,N=5,AF_rr0.2,retrospective,AP,0.25,0.15,5,rule,,p_limited,0.72777,0.00140755,100000
d,N=5,AF_rr0.2,retrospective,AP,0.25,0.2,5,rule,,p_limited,0.77648,0.00131742,100000
d,N=5,AF_rr0.2,retrospective,AP,0.25,0.25,5,rule,,p_limited,0.82004,0.0012148,100000
d,N=5,AF_rr0.2,retrospective,AP,0.25,0.3,5,rule,,p_limited,0.85511,0.00111309,100000
c,sinus,sinus,prospective,AP,0,0.15,1,A1,T1,rmse_mm,2.52595,0.00791701,100000
c,sinus,sinus,prospective,AP,0,0.15,3,A1,T1,rmse_mm,1.94244,0.00627396,100000
c,sinus,sinus,prospective,AP,0,0.15,5,A1,T1,rmse_mm,1.79908,0.00596741,100000
c,sinus,sinus,prospective,AP,0,0.15,7,A1,T1,rmse_mm,1.71858,0.00608717,100000
c,sinus,sinus,prospective,AP,0,0.15,10,A1,T1,rmse_mm,1.68645,0.0058576,100000
c,sinus,sinus,prospective,AP,0,0.15,13,A1,T1,rmse_mm,1.64494,0.005569,100000
c,sinus,sinus,prospective,AP,0.15,0.15,1,A1,T1,rmse_mm,2.54177,0.00817728,100000
c,sinus,sinus,prospective,AP,0.15,0.15,3,A1,T1,rmse_mm,2.04082,0.00654564,100000
c,sinus,sinus,prospective,AP,0.15,0.15,5,A1,T1,rmse_mm,1.89188,0.00618684,100000
c,sinus,sinus,prospective,AP,0.15,0.15,7,A1,T1,rmse_mm,1.81743,0.00583557,100000
c,sinus,sinus,prospective,AP,0.15,0.15,10,A1,T1,rmse_mm,1.75247,0.00604346,100000
c,sinus,sinus,prospective,AP,0.15,0.15,13,A1,T1,rmse_mm,1.70764,0.00542356,100000
c,sinus,sinus,prospective,AP,0,0.15,1,A6,T1,rmse_mm,2.52595,0.00791701,100000
c,sinus,sinus,prospective,AP,0,0.15,3,A6,T1,rmse_mm,2.54109,0.00797931,100000
c,sinus,sinus,prospective,AP,0,0.15,5,A6,T1,rmse_mm,2.53615,0.00822004,100000
c,sinus,sinus,prospective,AP,0,0.15,7,A6,T1,rmse_mm,2.52141,0.00851679,100000
c,sinus,sinus,prospective,AP,0,0.15,10,A6,T1,rmse_mm,2.54101,0.00813729,100000
c,sinus,sinus,prospective,AP,0,0.15,13,A6,T1,rmse_mm,2.51652,0.00792604,100000
c,sinus,sinus,prospective,AP,0.15,0.15,1,A6,T1,rmse_mm,2.54177,0.00817728,100000
c,sinus,sinus,prospective,AP,0.15,0.15,3,A6,T1,rmse_mm,2.45674,0.00791351,100000
c,sinus,sinus,prospective,AP,0.15,0.15,5,A6,T1,rmse_mm,2.46341,0.00798141,100000
c,sinus,sinus,prospective,AP,0.15,0.15,7,A6,T1,rmse_mm,2.48601,0.00816969,100000
c,sinus,sinus,prospective,AP,0.15,0.15,10,A6,T1,rmse_mm,2.49057,0.00797569,100000
c,sinus,sinus,prospective,AP,0.15,0.15,13,A6,T1,rmse_mm,2.48704,0.00765381,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0,0.15,1,A1,T1,rmse_mm,2.63936,0.00863311,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0,0.15,3,A1,T1,rmse_mm,1.9825,0.00636201,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0,0.15,5,A1,T1,rmse_mm,1.81839,0.00596217,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0,0.15,7,A1,T1,rmse_mm,1.7439,0.0056514,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0,0.15,10,A1,T1,rmse_mm,1.69737,0.00587213,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0,0.15,13,A1,T1,rmse_mm,1.6646,0.00576293,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0.15,0.15,1,A1,T1,rmse_mm,2.63638,0.00880203,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0.15,0.15,3,A1,T1,rmse_mm,2.10391,0.00682016,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0.15,0.15,5,A1,T1,rmse_mm,1.94166,0.00654787,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0.15,0.15,7,A1,T1,rmse_mm,1.86565,0.00613337,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0.15,0.15,10,A1,T1,rmse_mm,1.78556,0.00560809,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0.15,0.15,13,A1,T1,rmse_mm,1.74111,0.00578935,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0,0.15,1,A6,T1,rmse_mm,2.63936,0.00863311,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0,0.15,3,A6,T1,rmse_mm,2.6278,0.00866259,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0,0.15,5,A6,T1,rmse_mm,2.61188,0.00847277,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0,0.15,7,A6,T1,rmse_mm,2.62422,0.00840635,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0,0.15,10,A6,T1,rmse_mm,2.61741,0.00855132,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0,0.15,13,A6,T1,rmse_mm,2.62773,0.00867988,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0.15,0.15,1,A6,T1,rmse_mm,2.63638,0.00880203,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0.15,0.15,3,A6,T1,rmse_mm,2.53879,0.00847155,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0.15,0.15,5,A6,T1,rmse_mm,2.56986,0.00886813,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0.15,0.15,7,A6,T1,rmse_mm,2.56829,0.00863598,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0.15,0.15,10,A6,T1,rmse_mm,2.58869,0.00871679,100000
c,AF_rr0.2,AF_rr0.2,prospective,AP,0.15,0.15,13,A6,T1,rmse_mm,2.5769,0.00890614,100000
