u,view_over,rho,N_beats,estimator,axis,estimand,bias_mcse,relbias_pct_mcse,rmse_mcse,sd_err_mcse,bias,relbias_pct,rmse,sd_err,panel,K,beat_cv,s_det,f_rej
low,True,0.3,7.0,A3,AP,T1,0.005952444421845,0.0547885720772651,0.0079586307518618,0.0042090348605495,0.8470386373388505,8.553065984966768,2.0641217214751757,1.8823282018594365,d,,,,
low,True,0.3,10.0,A3,AP,T1,0.0058314080824457,0.0538072493876385,0.0083280886687183,0.004123448816259,0.7620823227876637,7.706196905317967,1.9953113751458813,1.844053150644344,d,,,,
low,True,0.3,13.0,A3,AP,T1,0.005751691811208,0.0533366877933631,0.0077929106205526,0.0040670806184542,0.6940141323656448,6.998111539111653,1.9467455927974464,1.8188446522756507,d,,,,
low,True,0.3,1.0,A4,AP,T1,0.0074744052704863,0.0688560794951929,0.0094757188775968,0.0052852290783088,1.2629192971862615,12.518393995092728,2.6798475141729186,2.363614480990392,d,,,,
low,True,0.3,3.0,A4,AP,T1,0.0061328025117801,0.0573523973488556,0.0078851882393206,0.0043365679266515,0.9226869695684392,9.456110688994926,2.147659260076997,1.9393624377227,d,,,,
low,True,0.3,5.0,A4,AP,T1,0.0057730451342708,0.0545319621985011,0.0071857639835178,0.0040821797734888,0.7887322927139728,8.249801507735341,1.98868557438138,1.82559716592486,d,,,,
low,True,0.3,7.0,A4,AP,T1,0.0055614137212643,0.0526581749941019,0.0066639701809488,0.0039325330180042,0.7127370776559485,7.523341324216928,1.8976025586117184,1.7586734369708257,d,,,,
low,True,0.3,10.0,A4,AP,T1,0.0054377321269542,0.0517097662001257,0.0067348513122346,0.0038450764866758,0.641607119452671,6.808544128698585,1.8353536975887592,1.7195618827047374,d,,,,
low,True,0.3,13.0,A4,AP,T1,0.0053738664982159,0.0512807496389983,0.006327670454357,0.0037999164417094,0.5831729964365595,6.178883395891609,1.7966374089939472,1.6993657976035734,d,,,,
low,True,0.3,1.0,A5,AP,T1,0.0063671780112133,0.0599038920339176,0.0061135825031769,0.0045022972602934,-0.3304671044672889,-3.054280358981748,2.040407691817272,2.013478478317541,d,,,,
low,True,0.3,3.0,A5,AP,T1,0.0055327240433319,0.051642180764715,0.0053007278585666,0.003912246250754,-0.2666019809857758,-2.1668223300561147,1.7697879927258269,1.7496009642105,d,,,,
low,True,0.3,5.0,A5,AP,T1,0.0052551653907406,0.0494954342592709,0.0050358964282535,0.0037159816640043,-0.2639900358674579,-2.077110906932077,1.6826584474211734,1.661829211562914,d,,,,
low,True,0.3,7.0,A5,AP,T1,0.0051265373253476,0.0479618464148499,0.0049125809870431,0.0036250274319417,-0.2672894662711,-2.073508161186235,1.6430325231756078,1.6211534457966226,d,,,,
low,True,0.3,10.0,A5,AP,T1,0.0050373737847155,0.0473069835015465,0.0048372343285599,0.003561978972483,-0.2737340633556721,-2.1363874739892488,1.616297753200343,1.592957458532373,d,,,,
low,True,0.3,13.0,A5,AP,T1,0.0049779848683691,0.0467863062866173,0.0048296922408488,0.0035199844570341,-0.2836934693309811,-2.267182724129116,1.59952822393947,1.5741770341900103,d,,,,
low,True,0.3,1.0,A6,AP,T1,0.0079916707297534,0.0753805972831256,0.0083765089515775,0.0056509928210534,0.0163375042817857,0.1245960854195881,2.5272283538542712,2.5271881816120985,d,,,,
low,True,0.3,3.0,A6,AP,T1,0.0077864734501319,0.0730342988854477,0.008744042589879,0.0055058957076646,0.0194169333193545,0.2327944702539932,2.46236334993268,2.462299104284642,d,,,,
low,True,0.3,5.0,A6,AP,T1,0.0077875826470898,0.0737069429686525,0.0082544402434233,0.0055066800322769,0.0050341148902283,0.096912345524468,2.4626426952350866,2.4626498631607148,d,,,,
low,True,0.3,7.0,A6,AP,T1,0.007872342620283,0.0738807990463465,0.008545063484476,0.0055666146837689,0.0020386971838739,0.0789099018036672,2.489441707616448,2.489453320131233,d,,,,
low,True,0.3,10.0,A6,AP,T1,0.0079204772644876,0.0742922901617264,0.0087055438210669,0.005600651187279,0.0065352437292178,0.1003384397492375,2.50467083369793,2.5046748311360862,d,,,,
low,True,0.3,13.0,A6,AP,T1,0.007903748958011,0.0746061622318131,0.0084004025983558,0.0055888224291877,0.0019418047973257,0.0616406315931277,2.4993731335045486,2.499384876149743,d,,,,
low,True,0.3,1.0,A7,AP,T1,0.0059514665164523,0.0566683832120116,0.0059300442691636,0.0042083433735575,0.1908205019662213,1.714475476215493,1.891658640892229,1.882018961021724,d,,,,
low,True,0.3,3.0,A7,AP,T1,0.0051722650175756,0.0491303255416833,0.0049800866261733,0.0036573619548772,0.2357056908267974,2.456791082588468,1.6525020307299048,1.635613811755004,d,,,,
low,True,0.3,5.0,A7,AP,T1,0.004930116846655,0.047342475121816,0.0048345492934681,0.0034861364850377,0.2265529869503427,2.4625965345944705,1.5754069829765085,1.5590398366196885,d,,,,
low,True,0.3,7.0,A7,AP,T1,0.0048220575833663,0.046105914288143,0.0045814202233081,0.0034097266651463,0.2265958071106439,2.494993289760695,1.5416051184693524,1.5248684971925022,d,,,,
low,True,0.3,10.0,A7,AP,T1,0.0047462596927697,0.0455426775455735,0.004511956825074,0.0033561291947177,0.2159312718969813,2.383492830261571,1.516344912717108,1.5008990995803406,d,,,,
low,True,0.3,13.0,A7,AP,T1,0.0046983449420146,0.0452574229320256,0.0044572625172315,0.0033222481801345,0.2011927512143063,2.226463012703807,1.4993001594448894,1.485747124989809,d,,,,
base,True,0.3,1.0,A1,AP,T1,0.0080236537461438,0.074767261551508,0.008691325894851,0.0056736083419037,-0.250277170490369,-2.3578818410603435,2.5496031508550585,2.5373020994357005,e,,,,
