u,view_over,rho,N_beats,estimator,axis,estimand,bias_mcse,relbias_pct_mcse,rmse_mcse,sd_err_mcse,bias,relbias_pct,rmse,sd_err,panel,K,beat_cv,s_det,f_rej
base,True,0.3,3.0,A1,AP,T1,0.0064115546076455,0.0600869130848068,0.0064728690451801,0.0045336764094527,-0.2054573046291033,-1.654106942090907,2.037884894854243,2.027511590270724,e,,,,
base,True,0.3,5.0,A1,AP,T1,0.0059316360190353,0.0556428015819209,0.0060482239369821,0.0041943210242477,-0.2098171618238996,-1.6319984917119064,1.8874370567840588,1.875748007124544,e,,,,
base,True,0.3,7.0,A1,AP,T1,0.0057105323840691,0.0535512407451022,0.005840842189493,0.0040379763628929,-0.2114232967757612,-1.571586076904638,1.818154341960456,1.8058288985809916,e,,,,
base,True,0.3,10.0,A1,AP,T1,0.0054915635758261,0.0514619688748586,0.0061007535925226,0.0038831412595385,-0.2091719331431787,-1.5631575533503497,1.749128294630894,1.7365848815229368,e,,,,
base,True,0.3,13.0,A1,AP,T1,0.0053519171022041,0.050292968254372,0.0056214128263126,0.0037843957973431,-0.2328711545517239,-1.808419435624666,1.7083623732955888,1.692424789137335,e,,,,
base,True,0.3,1.0,A2,AP,T1,0.0064705381893433,0.0582854118105318,0.0068037762979497,0.0045753843085899,-1.2381971233623166,-11.452536331032054,2.391626370153438,2.046163836542679,e,,,,
base,True,0.3,3.0,A2,AP,T1,0.0058848443076988,0.0521590155491196,0.006362113875009,0.0041612341224235,-1.1818644834460097,-10.599920980296144,2.2045199655308463,1.8609511687805096,e,,,,
base,True,0.3,5.0,A2,AP,T1,0.0057283010113875,0.0505871815969441,0.0061942357293192,0.0040505407425842,-1.1752291432271855,-10.50762099369306,2.159276261473819,1.811447831903068,e,,,,
base,True,0.3,7.0,A2,AP,T1,0.0056778298019729,0.0498051722759264,0.0063068214544199,0.0040148520297084,-1.186981416303165,-10.518012038792088,2.1523632990076407,1.7954874341017395,e,,,,
base,True,0.3,10.0,A2,AP,T1,0.0056382628866135,0.0495168834828155,0.0063336837716655,0.0039868738556559,-1.1830913809331356,-10.551302846639588,2.1397836954903293,1.7829752768494451,e,,,,
base,True,0.3,13.0,A2,AP,T1,0.005598394970368,0.0493854534921217,0.0063047504687412,0.0039586828407715,-1.199467690670146,-10.757575164211982,2.138432609029224,1.7703679347593833,e,,,,
base,True,0.3,1.0,A3,AP,T1,0.0078285827162051,0.0711796947391033,0.0106173416321268,0.0055356716041356,0.8695513101328033,8.583430772789189,2.6238766984545867,2.475615223423586,e,,,,
base,True,0.3,3.0,A3,AP,T1,0.0064558061752536,0.0597565272458079,0.0075676160779434,0.0045649671494406,0.5389543142012205,5.6254157246467225,2.1114387068080065,2.0415051646381723,e,,,,
base,True,0.3,5.0,A3,AP,T1,0.0060838579450933,0.0565110825475115,0.0073359625104944,0.0043019587185985,0.4261333395777406,4.5738928151746645,1.9705038338911505,1.9238848067406584,e,,,,
base,True,0.3,7.0,A3,AP,T1,0.0058925551737739,0.0546932176557446,0.0070349110402394,0.0041666865553762,0.3614209539968319,3.968693154508175,1.898107223361869,1.8633895587334923,e,,,,
base,True,0.3,10.0,A3,AP,T1,0.005782536318543,0.0533981383781963,0.0078145937153791,0.0040888910878058,0.3118649548395099,3.4452823232158667,1.8549929756895844,1.8285985419240949,e,,,,
base,True,0.3,13.0,A3,AP,T1,0.00565689036033,0.0528088727594678,0.0067846908940629,0.0040000455344958,0.254015452089001,2.8435376328383017,1.806801788899644,1.7888658012493623,e,,,,
base,True,0.3,1.0,A4,AP,T1,0.0075736659543871,0.0695839166302412,0.009439301974125,0.0053554173319424,0.6622045531679807,6.825703849334818,2.4848539411170147,2.39500346531364,e,,,,
base,True,0.3,3.0,A4,AP,T1,0.0062121376602304,0.0581792672862926,0.0069022568043774,0.0043926666286013,0.4137415331361144,4.622960454140025,2.0075380187067022,1.964450414483735,e,,,,
base,True,0.3,5.0,A4,AP,T1,0.0058468406115328,0.0550374891038961,0.0066187431918389,0.00413436131679,0.3199770739232789,3.7487704406170823,1.876407646530567,1.848933344841564,e,,,,
base,True,0.3,7.0,A4,AP,T1,0.0056670923566693,0.0533642767778047,0.0063818806491403,0.0040072594713587,0.2686001012503763,3.268032434890697,1.8121002942326117,1.7920919557606367,e,,,,
base,True,0.3,10.0,A4,AP,T1,0.005498210060968,0.0519210540321267,0.006435393575933,0.0038878410577525,0.2228798979819429,2.7874610811528253,1.752905190266605,1.7386866846712308,e,,,,
base,True,0.3,13.0,A4,AP,T1,0.0054116657344694,0.051358589502202,0.0060449219898954,0.0038266446716294,0.1720072803265894,2.2345501764838875,1.7199330860595805,1.7113189656411525,e,,,,
base,True,0.3,1.0,A5,AP,T1,0.0070007474582749,0.0631921071668958,0.007678739478536,0.0049503007526863,-1.2460593279009675,-11.512629989651902,2.5404057423251136,2.213830729178357,e,,,,
base,True,0.3,3.0,A5,AP,T1,0.0062695824069716,0.0559282081410975,0.0071220141672686,0.0044332864016649,-1.11988279453295,-10.07630270705948,2.2770297586127923,1.9826160384151184,e,,,,
base,True,0.3,5.0,A5,AP,T1,0.0060551877380625,0.0538695444158,0.0068355581902897,0.0042816857194237,-1.0934031048948505,-9.79968783317526,2.2049996686651463,1.914818491220055,e,,,,
base,True,0.3,7.0,A5,AP,T1,0.0059835821938129,0.0528697199449727,0.0070725121746057,0.0042310527003486,-1.09163117336348,-9.657280861589877,2.1844789773340896,1.8921748299275976,e,,,,
base,True,0.3,10.0,A5,AP,T1,0.0059128752829917,0.052318120898072,0.0070298568399885,0.0041810551142415,-1.0723814683090949,-9.55942931853782,2.155499121479775,1.8698153414766447,e,,,,
base,True,0.3,13.0,A5,AP,T1,0.0058301948690351,0.0518820537709181,0.0069703902628942,0.00412259094054,-1.0773531240405634,-9.670198767233522,2.1353624947067344,1.8436694988778275,e,,,,
base,True,0.3,1.0,A6,AP,T1,0.0080236537461438,0.074767261551508,0.008691325894851,0.0056736083419037,-0.250277170490369,-2.3578818410603435,2.5496031508550585,2.5373020994357005,e,,,,
base,True,0.3,3.0,A6,AP,T1,0.0077299043078592,0.0726220829205106,0.0081782764179003,0.0054658950835541,-0.2420636919139693,-2.225967437773716,2.4563544411156317,2.444410370798257,e,,,,
base,True,0.3,5.0,A6,AP,T1,0.0077589663380738,0.0730687037451228,0.007677692349549,0.0054864451449444,-0.2502265760064172,-2.2942919809970297,2.466314862566733,2.453600591688937,e,,,,
base,True,0.3,7.0,A6,AP,T1,0.0078661583269027,0.0738643269470975,0.0079621481293193,0.005562241706118,-0.2493858110351111,-2.2720524626196186,2.499955217336705,2.4874976748512143,e,,,,
base,True,0.3,10.0,A6,AP,T1,0.0078540897633063,0.0738782606754663,0.0080745025114861,0.0055537079002906,-0.2474994470439559,-2.25577943966358,2.495970130143463,2.4836812599460747,e,,,,
base,True,0.3,13.0,A6,AP,T1,0.0078896526169018,0.0741951183148215,0.008149846605286,0.005578854760961,-0.2486170057845705,-2.284435833460832,2.5072714273659176,2.4949272216917784,e,,,,
base,True,0.3,1.0,A7,AP,T1,0.0062616139346541,0.0608211307254411,0.0060309125123158,0.0044276518126805,0.1833471077022163,1.6748610443330636,1.9885567280716971,1.9800961862155877,e,,,,
base,True,0.3,3.0,A7,AP,T1,0.0054089789585981,0.0527319368003975,0.0051717633822464,0.003824744824692,0.2669869540749441,2.8258541898687044,1.73117246802525,1.7104693325095874,e,,,,
base,True,0.3,5.0,A7,AP,T1,0.0051769893394543,0.0506527148837101,0.0048814893432257,0.0036607025716172,0.2649471788689436,2.8958109452476064,1.6584004547920297,1.6371077735086408,e,,,,
base,True,0.3,7.0,A7,AP,T1,0.0050627892610176,0.0497146744271653,0.0045989597119114,0.0035799505179813,0.2654048778721439,2.944559707031696,1.6228362910382623,1.6009945378256598,e,,,,
base,True,0.3,10.0,A7,AP,T1,0.0050084822442921,0.0491040260046381,0.0048094812828038,0.0035415494661829,0.2629316231156553,2.8582960416608474,1.6054897672295436,1.583821151247493,e,,,,
base,True,0.3,13.0,A7,AP,T1,0.0049229963276759,0.0487984063627205,0.004466674944035,0.0034811014926071,0.2360680047079268,2.5491277893377933,1.574577134085551,1.5567881308100753,e,,,,
low,True,0.3,1.0,A1,AP,T1,0.0079916707297534,0.0753805972831256,0.0083765089515775,0.0056509928210534,0.0163375042817857,0.1245960854195881,2.5272283538542712,2.5271881816120985,f,,,,
low,True,0.3,3.0,A1,AP,T1,0.006408028717276,0.0599852386517184,0.0071446374618987,0.0045311832159967,0.0518829240294468,0.7480809313823077,2.027050561559152,2.026396605835952,f,,,,
low,True,0.3,5.0,A1,AP,T1,0.0059206127577846,0.0558115862875566,0.006496714930597,0.0041865263624932,0.0482419918070052,0.7831710746853402,1.872874202631444,1.872262145845044,f,,,,
low,True,0.3,7.0,A1,AP,T1,0.0056437076055328,0.0532067529415552,0.0060498941603294,0.0039907238725755,0.0440904909623846,0.8185014684406177,1.7852326665263154,1.7846970481498787,f,,,,
low,True,0.3,10.0,A1,AP,T1,0.0054287844977122,0.0513162540046363,0.0060037578336714,0.0038387495257283,0.0327100525486333,0.6701977531984821,1.717035406768509,1.7167323938983872,f,,,,
low,True,0.3,13.0,A1,AP,T1,0.0053172090703498,0.0500407883533207,0.0058511707081823,0.0037598533899449,0.0214988209882155,0.5536301717508822,1.6815781743269154,1.681449145761196,f,,,,
low,True,0.3,1.0,A2,AP,T1,0.0059969332287129,0.056440897522607,0.0057509041790308,0.0042404933548656,-0.2654185307436338,-2.4938478591603594,1.914871235414575,1.8963967978680465,f,,,,
low,True,0.3,3.0,A2,AP,T1,0.0053258138660758,0.0495842719012568,0.0051623665700375,0.0037659379297763,-0.2246337506772069,-1.802534188344702,1.6990765995853612,1.6841702210906653,f,,,,
low,True,0.3,5.0,A2,AP,T1,0.0051072050486156,0.0479648465521078,0.0049767433296565,0.0036113573796183,-0.2300157703208294,-1.787046228065969,1.6313293695368258,1.6150400431136505,f,,,,
low,True,0.3,7.0,A2,AP,T1,0.0050019813830457,0.0467520042318397,0.0048063275641929,0.0035369526401279,-0.2374420603681156,-1.7982936605378836,1.5994797553728988,1.5817653984183777,f,,,,
low,True,0.3,10.0,A2,AP,T1,0.0049465114404824,0.0463685314295877,0.0047384016921784,0.003497729271472,-0.246292293211381,-1.8900903267186595,1.5834875966682769,1.564224262400499,f,,,,
low,True,0.3,13.0,A2,AP,T1,0.0049037287748918,0.0460791800372998,0.0047192908811815,0.0034674772072549,-0.2561532382570625,-2.011885508677105,1.5717016334800538,1.5506951956365207,f,,,,
low,True,0.3,1.0,A3,AP,T1,0.0078358949514369,0.0705756230348722,0.010880053364925,0.0055408421611065,1.532744799600204,14.795456701132872,2.913652379479638,2.477927555235539,f,,,,
low,True,0.3,3.0,A3,AP,T1,0.0065259041898273,0.0594314557531245,0.0092318194611977,0.0046145341787292,1.0984874542082583,10.8610402942405,2.337814074965784,2.063672103189041,f,,,,
low,True,0.3,5.0,A3,AP,T1,0.0061440718758429,0.0564926397939016,0.0083720790754787,0.0043445366102434,0.9350638601786788,9.384146740188276,2.156216268036548,1.9429261235446968,f,,,,
low,True,0.3,7.0,A3,AP,T1,0.005952444421845,0.0547885720772651,0.0079586307518618,0.0042090348605495,0.8470386373388505,8.553065984966768,2.0641217214751757,1.8823282018594365,f,,,,
low,True,0.3,10.0,A3,AP,T1,0.0058314080824457,0.0538072493876385,0.0083280886687183,0.004123448816259,0.7620823227876637,7.706196905317967,1.9953113751458813,1.844053150644344,f,,,,
low,True,0.3,13.0,A3,AP,T1,0.005751691811208,0.0533366877933631,0.0077929106205526,0.0040670806184542,0.6940141323656448,6.998111539111653,1.9467455927974464,1.8188446522756507,f,,,,
low,True,0.3,1.0,A4,AP,T1,0.0074744052704863,0.0688560794951929,0.0094757188775968,0.0052852290783088,1.2629192971862615,12.518393995092728,2.6798475141729186,2.363614480990392,f,,,,
low,True,0.3,3.0,A4,AP,T1,0.0061328025117801,0.0573523973488556,0.0078851882393206,0.0043365679266515,0.9226869695684392,9.456110688994926,2.147659260076997,1.9393624377227,f,,,,
low,True,0.3,5.0,A4,AP,T1,0.0057730451342708,0.0545319621985011,0.0071857639835178,0.0040821797734888,0.7887322927139728,8.249801507735341,1.98868557438138,1.82559716592486,f,,,,
low,True,0.3,7.0,A4,AP,T1,0.0055614137212643,0.0526581749941019,0.0066639701809488,0.0039325330180042,0.7127370776559485,7.523341324216928,1.8976025586117184,1.7586734369708257,f,,,,
low,True,0.3,10.0,A4,AP,T1,0.0054377321269542,0.0517097662001257,0.0067348513122346,0.0038450764866758,0.641607119452671,6.808544128698585,1.8353536975887592,1.7195618827047374,f,,,,
low,True,0.3,13.0,A4,AP,T1,0.0053738664982159,0.0512807496389983,0.006327670454357,0.0037999164417094,0.5831729964365595,6.178883395891609,1.7966374089939472,1.6993657976035734,f,,,,
low,True,0.3,1.0,A5,AP,T1,0.0063671780112133,0.0599038920339176,0.0061135825031769,0.0045022972602934,-0.3304671044672889,-3.054280358981748,2.040407691817272,2.013478478317541,f,,,,
low,True,0.3,3.0,A5,AP,T1,0.0055327240433319,0.051642180764715,0.0053007278585666,0.003912246250754,-0.2666019809857758,-2.1668223300561147,1.7697879927258269,1.7496009642105,f,,,,
low,True,0.3,5.0,A5,AP,T1,0.0052551653907406,0.0494954342592709,0.0050358964282535,0.0037159816640043,-0.2639900358674579,-2.077110906932077,1.6826584474211734,1.661829211562914,f,,,,
low,True,0.3,7.0,A5,AP,T1,0.0051265373253476,0.0479618464148499,0.0049125809870431,0.0036250274319417,-0.2672894662711,-2.073508161186235,1.6430325231756078,1.6211534457966226,f,,,,
low,True,0.3,10.0,A5,AP,T1,0.0050373737847155,0.0473069835015465,0.0048372343285599,0.003561978972483,-0.2737340633556721,-2.1363874739892488,1.616297753200343,1.592957458532373,f,,,,
low,True,0.3,13.0,A5,AP,T1,0.0049779848683691,0.0467863062866173,0.0048296922408488,0.0035199844570341,-0.2836934693309811,-2.267182724129116,1.59952822393947,1.5741770341900103,f,,,,
low,True,0.3,1.0,A6,AP,T1,0.0079916707297534,0.0753805972831256,0.0083765089515775,0.0056509928210534,0.0163375042817857,0.1245960854195881,2.5272283538542712,2.5271881816120985,f,,,,
low,True,0.3,3.0,A6,AP,T1,0.0077864734501319,0.0730342988854477,0.008744042589879,0.0055058957076646,0.0194169333193545,0.2327944702539932,2.46236334993268,2.462299104284642,f,,,,
low,True,0.3,5.0,A6,AP,T1,0.0077875826470898,0.0737069429686525,0.0082544402434233,0.0055066800322769,0.0050341148902283,0.096912345524468,2.4626426952350866,2.4626498631607148,f,,,,
low,True,0.3,7.0,A6,AP,T1,0.007872342620283,0.0738807990463465,0.008545063484476,0.0055666146837689,0.0020386971838739,0.0789099018036672,2.489441707616448,2.489453320131233,f,,,,
low,True,0.3,10.0,A6,AP,T1,0.0079204772644876,0.0742922901617264,0.0087055438210669,0.005600651187279,0.0065352437292178,0.1003384397492375,2.50467083369793,2.5046748311360862,f,,,,
low,True,0.3,13.0,A6,AP,T1,0.007903748958011,0.0746061622318131,0.0084004025983558,0.0055888224291877,0.0019418047973257,0.0616406315931277,2.4993731335045486,2.499384876149743,f,,,,
low,True,0.3,1.0,A7,AP,T1,0.0059514665164523,0.0566683832120116,0.0059300442691636,0.0042083433735575,0.1908205019662213,1.714475476215493,1.891658640892229,1.882018961021724,f,,,,
low,True,0.3,3.0,A7,AP,T1,0.0051722650175756,0.0491303255416833,0.0049800866261733,0.0036573619548772,0.2357056908267974,2.456791082588468,1.6525020307299048,1.635613811755004,f,,,,
low,True,0.3,5.0,A7,AP,T1,0.004930116846655,0.047342475121816,0.0048345492934681,0.0034861364850377,0.2265529869503427,2.4625965345944705,1.5754069829765085,1.5590398366196885,f,,,,
low,True,0.3,7.0,A7,AP,T1,0.0048220575833663,0.046105914288143,0.0045814202233081,0.0034097266651463,0.2265958071106439,2.494993289760695,1.5416051184693524,1.5248684971925022,f,,,,
low,True,0.3,10.0,A7,AP,T1,0.0047462596927697,0.0455426775455735,0.004511956825074,0.0033561291947177,0.2159312718969813,2.383492830261571,1.516344912717108,1.5008990995803406,f,,,,
low,True,0.3,13.0,A7,AP,T1,0.0046983449420146,0.0452574229320256,0.0044572625172315,0.0033222481801345,0.2011927512143063,2.226463012703807,1.4993001594448894,1.485747124989809,f,,,,
base,True,0.3,3.0,A3,AP,T1,0.0055543672633692,0.0530557827472757,0.0065961410360164,0.00392755039493,0.1662171715250126,2.241151092128318,1.7642836695817472,1.756445151332303,g,3.0,0.05,,
base,True,0.3,3.0,A3,AP,T1,0.0059069854669863,0.0555342210253981,0.0076921850428217,0.0041768903645804,0.3176878070746495,3.605774899959619,1.8947660491483893,1.867952818119024,g,3.0,0.1,,
base,True,0.3,3.0,A3,AP,T1,0.0064558061752536,0.0597565272458079,0.0075676160779434,0.0045649671494406,0.5389543142012205,5.6254157246467225,2.1114387068080065,2.0415051646381723,g,3.0,0.15,,
base,True,0.3,3.0,A3,AP,T1,0.0071557021363331,0.0646087964080265,0.0095788062771158,0.0050598708041695,0.77592834666574,7.790939300669093,2.392158209959932,2.26283170085456,g,3.0,0.2,,
base,True,0.3,3.0,A3,AP,T1,0.0080441288779024,0.0718707663777543,0.0111567185733368,0.005688086518807,1.0492118262001535,10.32975920911256,2.751650720687368,2.5437769046106333,g,3.0,0.25,,
base,True,0.3,3.0,A3,AP,T1,0.0090047642970976,0.0792677661121791,0.0124296595817988,0.0063673617343525,1.3408119430840917,13.056654969704958,3.147423324811171,2.8475564971793825,g,3.0,0.3,,
base,True,,,A4,AP,T1,0.0055554640240164,0.0530649950826403,0.0065960926819014,0.0039283259256986,0.165286984317294,2.2340505847915177,1.7645415767893613,1.756791977501634,g,3.0,0.05,0.0,0.1
base,True,,,A4,AP,T1,0.0059083143738574,0.0555452958829628,0.0076866525249931,0.004177830048339,0.3144828408623604,3.581698005598456,1.8946457249446853,1.8683730553701132,g,3.0,0.1,0.0,0.1
base,True,,,A4,AP,T1,0.0064615362062378,0.0597836420837653,0.007567557645203,0.0045690189134648,0.5285125945787174,5.54903806870536,2.110551782267013,2.043317159535514,g,3.0,0.15,0.0,0.1
base,True,,,A4,AP,T1,0.0071626734175069,0.0646566871157108,0.0095794401250372,0.0050648002690084,0.7544321319072022,7.627029135400138,2.387363731472352,2.2650362135264044,g,3.0,0.2,0.0,0.1
base,True,,,A4,AP,T1,0.0080557702727982,0.0719576328205127,0.0111433549414666,0.0056963182692392,1.018007015258721,10.07044947120919,2.743322229795708,2.5474582369118464,g,3.0,0.25,0.0,0.1
base,True,,,A4,AP,T1,0.0090226750864152,0.0794744550648895,0.0123825332549383,0.00638002663826,1.293988799063581,12.67620737172047,3.132920709966673,2.853220386072865,g,3.0,0.3,0.0,0.1
base,True,,,A4,AP,T1,0.0054191952759042,0.0522562868713836,0.0060174110074014,0.0038319688880583,0.1206736066290583,1.889436028110104,1.717934950892413,1.7137000157082023,g,3.0,0.05,0.5,0.1
base,True,,,A4,AP,T1,0.0057576221624648,0.0546557919812011,0.0071835314384779,0.0040712740310098,0.2581002679721446,3.1337944595614826,1.8389137811993703,1.8207199940052945,g,3.0,0.1,0.5,0.1
base,True,,,A4,AP,T1,0.0063063931730232,0.0587808137024117,0.0071756630289187,0.0044593156741073,0.4576001522616835,4.9764897386000015,2.046073706890949,1.9942566247289757,g,3.0,0.15,0.5,0.1
base,True,,,A4,AP,T1,0.0069800309555165,0.0635986836614017,0.008671655738828,0.0049356518998589,0.6664375362467818,6.905667990541232,2.305682866936285,2.207279595791386,g,3.0,0.2,0.5,0.1
base,True,,,A4,AP,T1,0.0078835739415958,0.0708191298553716,0.0104670013039451,0.00557455646694,0.9083085122041475,9.151697613043726,2.653306618516858,2.493004975779419,g,3.0,0.25,0.5,0.1
base,True,,,A4,AP,T1,0.0088364788416263,0.0781656939052613,0.0117464443617026,0.0062483653526303,1.166299314535796,11.579042316315729,3.0279550590422213,2.7943399635425594,g,3.0,0.3,0.5,0.1
base,True,,,A4,AP,T1,0.0053346594832376,0.0517551731647031,0.00574210914948,0.0037721927569294,0.0926100458796969,1.6739518543115572,1.689499139454003,1.6869674508447932,g,3.0,0.05,0.8,0.1
base,True,,,A4,AP,T1,0.0056601716179154,0.0540978007861692,0.0068095400367135,0.0040023657455863,0.2236307552972973,2.8631856094706807,1.8038106750980367,1.7899034260053082,g,3.0,0.1,0.8,0.1
base,True,,,A4,AP,T1,0.0062121376602304,0.0581792672862926,0.0069022568043774,0.0043926666286013,0.4137415331361144,4.622960454140025,2.0075380187067022,1.964450414483735,g,3.0,0.15,0.8,0.1
base,True,,,A4,AP,T1,0.0068746214950471,0.0629705685812923,0.0082277017649398,0.0048611157828783,0.6096336716781192,6.44469921762658,2.2577971616687518,2.1739461975900936,g,3.0,0.2,0.8,0.1
base,True,,,A4,AP,T1,0.0077855311136907,0.0701113665992649,0.0101878663859513,0.0055052293718452,0.8407416999977332,8.581430687611254,2.60158326098647,2.4620011113370035,g,3.0,0.25,0.8,0.1
base,True,,,A4,AP,T1,0.0087233740252487,0.0774071144564197,0.0113514489186552,0.0061683877700959,1.084447120254432,10.890520497366856,2.964063915945838,2.758573080133719,g,3.0,0.3,0.8,0.1
base,True,,,A4,AP,T1,0.0052701095557594,0.0513738180758893,0.005501860612975,0.0037265488372643,0.0745724950192564,1.5370722970146278,1.6682142416156798,1.6665549714818022,g,3.0,0.05,1.0,0.1
base,True,,,A4,AP,T1,0.0055951622202657,0.053738957620111,0.0063272038672554,0.0039563969298227,0.200431779374216,2.682687810846401,1.7806531440602686,1.769345649416438,g,3.0,0.1,1.0,0.1
base,True,,,A4,AP,T1,0.0061421281159996,0.0577608517465504,0.0066460213278134,0.004343162157605,0.3830822972418675,4.380714495934951,1.9797191972746315,1.9423114527117933,g,3.0,0.15,1.0,0.1
base,True,,,A4,AP,T1,0.006800081895316,0.0625195891617824,0.007917615016129,0.0048084080629022,0.5738478909802345,6.147679728115589,2.2256159909492808,2.1503747064873298,g,3.0,0.2,1.0,0.1
base,True,,,A4,AP,T1,0.0077041376524303,0.0695739619181974,0.0094537712194729,0.0054476752156722,0.7953542969192507,8.19846390862037,2.562791993246902,2.436262238914251,g,3.0,0.25,1.0,0.1
base,True,,,A4,AP,T1,0.0086353915777049,0.0768436597718165,0.0109787287960387,0.006106174473745,1.0307423394074473,10.434216712273985,2.918793238701435,2.730750587298257,g,3.0,0.3,1.0,0.1
low,True,0.3,3.0,A3,AP,T1,0.0056344604624508,0.0530719268273509,0.007328131778263,0.0039841851223019,0.6059877013732171,6.423821931026389,1.8819946379740569,1.7817728447510384,h,3.0,0.05,,
low,True,0.3,3.0,A3,AP,T1,0.0059161471373317,0.0553556775960958,0.0075659603936928,0.0041833686762003,0.8231338998986126,8.391459652590997,2.043916366053464,1.8708499926653253,h,3.0,0.1,,
low,True,0.3,3.0,A3,AP,T1,0.0065259041898273,0.0594314557531245,0.0092318194611977,0.0046145341787292,1.0984874542082583,10.8610402942405,2.337814074965784,2.063672103189041,h,3.0,0.15,,
low,True,0.3,3.0,A3,AP,T1,0.0072463243040511,0.0645840677867869,0.0102346326399461,0.0051239506738888,1.4115406753471325,13.747432009334515,2.6913409596132185,2.2914889465036223,h,3.0,0.2,,
low,True,0.3,3.0,A3,AP,T1,0.0081911748446124,0.0714325927029144,0.0121112920025939,0.0057920642389037,1.745018517412089,16.77709951484197,3.1232286282414474,2.59027692216512,h,3.0,0.25,,
low,True,0.3,3.0,A3,AP,T1,0.0092745312532436,0.0792289962839734,0.0139696084858873,0.0065581167321608,2.1033135178170363,20.019440503746708,3.609090568833278,2.932864299066598,h,3.0,0.3,,
low,True,,,A4,AP,T1,0.0056345726664047,0.0530737739486062,0.0073283670918211,0.0039842644628752,0.6056580178581816,6.4210411093169535,1.8819221023959327,1.781808326756714,h,3.0,0.05,0.0,0.1
low,True,,,A4,AP,T1,0.0059157105582863,0.0553645525088913,0.007560585414333,0.0041830599666532,0.8192275635786155,8.36394516099,2.042219857468229,1.8707119342491003,h,3.0,0.1,0.0,0.1
low,True,,,A4,AP,T1,0.0065300310059967,0.0594871320598804,0.0092354317879576,0.0046174522930178,1.0850400250089662,10.762794349691273,2.332680798672287,2.064977117047029,h,3.0,0.15,0.0,0.1
low,True,,,A4,AP,T1,0.007248762869348,0.0646927092005704,0.0102222391134053,0.0051256750085683,1.3830658455153442,13.525134807229303,2.67717666620487,2.292260088559735,h,3.0,0.2,0.0,0.1
low,True,,,A4,AP,T1,0.0081949464832755,0.0716011910485666,0.0120836593551591,0.0057947312035134,1.7021967712291235,16.436330150053895,3.100503423189534,2.591469619033769,h,3.0,0.25,0.0,0.1
low,True,,,A4,AP,T1,0.0092864641944288,0.0795048178406284,0.0139323815334186,0.0065665546379819,2.038707014447897,19.492997931960925,3.574924023777669,2.936637826399588,h,3.0,0.3,0.0,0.1
low,True,,,A4,AP,T1,0.0054194351514928,0.0519373339728903,0.006554738816179,0.0038321385065617,0.5389595560157903,5.913373854103965,1.7965176784176102,1.7137758710297049,h,3.0,0.05,0.5,0.1
low,True,,,A4,AP,T1,0.0057047910318879,0.0542237381354662,0.0069325269233848,0.0040339165935335,0.7368577771654886,7.723545270974844,1.9486895368117247,1.804013323606826,h,3.0,0.1,0.5,0.1
low,True,,,A4,AP,T1,0.0062896270023955,0.058167813272607,0.0084208035390852,0.0044474601418842,0.9862583943279584,9.967606373117452,2.2200465859753598,1.988954696046724,h,3.0,0.15,0.5,0.1
low,True,,,A4,AP,T1,0.0070252012290869,0.0634017778270414,0.0095594157463521,0.0049675922663108,1.2578202170557045,12.49231595405454,2.5529213806731708,2.2215636904929053,h,3.0,0.2,0.5,0.1
low,True,,,A4,AP,T1,0.0079455600573766,0.0703109457073024,0.0109209024510632,0.0056183874889036,1.5599561283673942,15.244359025263348,2.957463854900725,2.5126067066968303,h,3.0,0.25,0.5,0.1
low,True,,,A4,AP,T1,0.0090183780580166,0.0780102371010655,0.0132718481514256,0.006376988165148,1.8626948482610108,18.002655310604375,3.406268492988611,2.8518615463818704,h,3.0,0.3,0.5,0.1
low,True,,,A4,AP,T1,0.0052727028228572,0.0512357184787595,0.0058969276104284,0.0037283825631832,0.4993773270874512,5.620569801882955,1.7405428518800217,1.667375034542826,h,3.0,0.05,0.8,0.1
low,True,,,A4,AP,T1,0.0055558267830109,0.0533874366398449,0.0064339953450295,0.0039285824363261,0.6850823570237933,7.321237050114327,1.885743379406691,1.756906691968055,h,3.0,0.1,0.8,0.1
low,True,,,A4,AP,T1,0.0061328025117801,0.0573523973488556,0.0078851882393206,0.0043365679266515,0.9226869695684392,9.456110688994926,2.147659260076997,1.9393624377227,h,3.0,0.15,0.8,0.1
low,True,,,A4,AP,T1,0.0068735187715722,0.0625555707478238,0.0089195182904305,0.0048603360357326,1.1808514923343525,11.854613685051392,2.473638824081546,2.173597485809083,h,3.0,0.2,0.8,0.1
low,True,,,A4,AP,T1,0.0078005265573158,0.0694528040837895,0.0104880917742765,0.0055158328047367,1.4710393016723984,14.495892068166713,2.872058014036149,2.466743086975014,h,3.0,0.25,0.8,0.1
low,True,,,A4,AP,T1,0.0088610001008216,0.0770663257917101,0.0128152770321167,0.0062657045879869,1.755589155632171,17.09094656994438,3.306621696645476,2.802094266557803,h,3.0,0.3,0.8,0.1
low,True,,,A4,AP,T1,0.0051768088395519,0.0507860972015814,0.0054803793387479,0.003660574938274,0.472359649273661,5.423453044707607,1.7038285756021558,1.637050694427725,h,3.0,0.05,1.0,0.1
low,True,,,A4,AP,T1,0.0054523128798574,0.0528067493085306,0.0059089290017421,0.0038553866874796,0.6513343253759302,7.053257380380218,1.843089322220484,1.7241727216221652,h,3.0,0.1,1.0,0.1
