cell,u_anchor,u_long,anchor_mean_pct,long_mean_pct,combo,K,beat_cv,view_over,window,S_median_mm,axis,estimand,estimator,bias_mcse,relbias_pct_mcse,rmse_mcse,sd_err_mcse,bias,relbias_pct,rmse,sd_err,panel,quantity,inflation,inflation_mcse,n,bias_min,bias_min_mcse,bias_min_combo,bias_max,bias_max_mcse,bias_max_combo,bias_range,bias_range_mcse,maxabs_bias,maxabs_bias_mcse,maxabs_bias_combo,maxabs_argmax_clear,rmse_min,rmse_max,rmse_max_mcse,rmse_max_combo,mean_abs_bias
756.0,0.25,0.25,20.0,20.0,20/20,3,0.15,True,0.0,10.0,AP,T1,A4,0.0066459758366387,0.060411171323614,0.0076158531355974,0.0046994380789383,-0.4393848196118114,-3.504534602298905,2.1470711056760656,2.101642091822145,b,rmse,,,,,,,,,,,,,,,,,,,,
180.0,0.03,0.5,2.4,40.0,2.4/40,3,0.15,True,0.0,10.0,AP,T1,A1,0.0060276365848713,0.0567192145977232,0.0072835962879634,0.004262204014764,0.0161557929905983,0.1402832481825338,1.906164986870848,1.9061060515952368,b,rmse,,,,,,,,,,,,,,,,,,,,
396.0,0.06,0.5,4.8,40.0,4.8/40,3,0.15,True,0.0,10.0,AP,T1,A1,0.0060624097500436,0.0568016240260156,0.0064926197744979,0.0042867924786033,-0.2504873963566946,-2.350633439170668,1.9333877988298327,1.917102291935015,b,rmse,,,,,,,,,,,,,,,,,,,,
612.0,0.125,0.5,10.0,40.0,10/40,3,0.15,True,0.0,10.0,AP,T1,A1,0.0064624327894465,0.0593819376412118,0.0065288887628083,0.0045696528967015,-0.8379931707659044,-7.699064144037858,2.2087314338832944,2.043600684040651,b,rmse,,,,,,,,,,,,,,,,,,,,
828.0,0.25,0.5,20.0,40.0,20/40,3,0.15,True,0.0,10.0,AP,T1,A1,0.0082097392868647,0.0705340588849388,0.0100463587384206,0.0058051913475449,-1.9266419917428077,-17.768857981925322,3.2329342524023925,2.5961475142659136,b,rmse,,,,,,,,,,,,,,,,,,,,
180.0,0.03,0.5,2.4,40.0,2.4/40,3,0.15,True,0.0,10.0,AP,T1,A2,0.0073642005983929,0.0601397272103936,0.0090210232722552,0.0052073022177178,-2.500462572699595,-23.162073171055063,3.4169290146794262,2.3287647037296604,b,rmse,,,,,,,,,,,,,,,,,,,,
396.0,0.06,0.5,4.8,40.0,4.8/40,3,0.15,True,0.0,10.0,AP,T1,A2,0.0074315650008803,0.0602175842854543,0.0090645516685896,0.0052549362816981,-2.596490516268318,-23.99546292721304,3.502074186699059,2.3500671982373014,b,rmse,,,,,,,,,,,,,,,,,,,,
612.0,0.125,0.5,10.0,40.0,10/40,3,0.15,True,0.0,10.0,AP,T1,A2,0.0076707484914703,0.0607657586475015,0.0095630120136676,0.0054240653954899,-2.8040322950334127,-25.853627023117603,3.707637591937413,2.425703659134712,b,rmse,,,,,,,,,,,,,,,,,,,,
828.0,0.25,0.5,20.0,40.0,20/40,3,0.15,True,0.0,10.0,AP,T1,A2,0.0080793441500496,0.0623335886462427,0.0102795569832229,0.0057129876010493,-3.1609321231952983,-29.07432432929294,4.064358104441602,2.554912951451397,b,rmse,,,,,,,,,,,,,,,,,,,,
180.0,0.03,0.5,2.4,40.0,2.4/40,3,0.15,True,0.0,10.0,AP,T1,A3,0.006166799216779,0.0572383544573573,0.0084174386342321,0.0043606073474916,0.3242900756709765,3.172626696239838,1.976883224111334,1.9501131397964364,b,rmse,,,,,,,,,,,,,,,,,,,,
396.0,0.06,0.5,4.8,40.0,4.8/40,3,0.15,True,0.0,10.0,AP,T1,A3,0.0061927163158876,0.0574284275043062,0.0073269832611883,0.0043789335956514,0.1198050124261282,1.272126582804857,1.9619603533642456,1.958308846149172,b,rmse,,,,,,,,,,,,,,,,,,,,
612.0,0.125,0.5,10.0,40.0,10/40,3,0.15,True,0.0,10.0,AP,T1,A3,0.0065111177068256,0.0598633453585509,0.0072269884845632,0.0046040785040502,-0.2606304698398241,-2.160999241130282,2.0754159164777035,2.058996206702152,b,rmse,,,,,,,,,,,,,,,,,,,,
828.0,0.25,0.5,20.0,40.0,20/40,3,0.15,True,0.0,10.0,AP,T1,A3,0.0073192152968734,0.0654656282432796,0.0083793799416423,0.0051754926469114,-0.7675215473108369,-6.859061080487421,2.438468168927459,2.3145391023265462,b,rmse,,,,,,,,,,,,,,,,,,,,
180.0,0.03,0.5,2.4,40.0,2.4/40,3,0.15,True,0.0,10.0,AP,T1,A4,0.0060044774194935,0.056261343497873,0.007658743536681,0.004245827929998,0.2703029505162365,2.7503000728201696,1.9179161971862693,1.898782480464979,b,rmse,,,,,,,,,,,,,,,,,,,,
396.0,0.06,0.5,4.8,40.0,4.8/40,3,0.15,True,0.0,10.0,AP,T1,A4,0.0060248113476785,0.0563240813135463,0.0066986138116145,0.0042602062603976,0.0560447283943255,0.7724537052984278,1.906027253409716,1.905212633149268,b,rmse,,,,,,,,,,,,,,,,,,,,
612.0,0.125,0.5,10.0,40.0,10/40,3,0.15,True,0.0,10.0,AP,T1,A4,0.0063287172895776,0.0585004788293173,0.0065935889639772,0.0044751012872352,-0.3644926762194716,-2.981268078703873,2.0342273991604376,2.0013161302352853,b,rmse,,,,,,,,,,,,,,,,,,,,
828.0,0.25,0.5,20.0,40.0,20/40,3,0.15,True,0.0,10.0,AP,T1,A4,0.0073141025951495,0.0647018551950516,0.0086176415328448,0.005171877402776,-0.9722003195820828,-8.545376550677947,2.508929979600089,2.312922324082106,b,rmse,,,,,,,,,,,,,,,,,,,,
4.0,0.03,0.1,2.4,8.0,2.4/8,2,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.3697709927995254,0.0025207740144833,100000.0,,,,,,,,,,,,,,,,,
12.0,0.03,0.1,2.4,8.0,2.4/8,2,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.5578994090227258,0.0034699424287282,100000.0,,,,,,,,,,,,,,,,,
20.0,0.03,0.1,2.4,8.0,2.4/8,2,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.006007675656438,0.005891744837024,100000.0,,,,,,,,,,,,,,,,,
76.0,0.03,0.25,2.4,20.0,2.4/20,2,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.1984368727174562,0.0019493813568169,100000.0,,,,,,,,,,,,,,,,,
84.0,0.03,0.25,2.4,20.0,2.4/20,2,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.304495045402083,0.0026447536891378,100000.0,,,,,,,,,,,,,,,,,
92.0,0.03,0.25,2.4,20.0,2.4/20,2,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.6103352164310667,0.004700999470816,100000.0,,,,,,,,,,,,,,,,,
148.0,0.03,0.5,2.4,40.0,2.4/40,2,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.1048661618315628,0.0014424306935971,100000.0,,,,,,,,,,,,,,,,,
156.0,0.03,0.5,2.4,40.0,2.4/40,2,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.1627903695312745,0.0019881645379263,100000.0,,,,,,,,,,,,,,,,,
164.0,0.03,0.5,2.4,40.0,2.4/40,2,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.3373103982475084,0.0035279443195162,100000.0,,,,,,,,,,,,,,,,,
220.0,0.06,0.1,4.8,8.0,4.8/8,2,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.4896872633304346,0.002866559223822,100000.0,,,,,,,,,,,,,,,,,
228.0,0.06,0.1,4.8,8.0,4.8/8,2,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.6718717155231685,0.0037778349954094,100000.0,,,,,,,,,,,,,,,,,
236.0,0.06,0.1,4.8,8.0,4.8/8,2,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.1022687415550925,0.0060902352147988,100000.0,,,,,,,,,,,,,,,,,
292.0,0.06,0.25,4.8,20.0,4.8/20,2,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.2580079997041596,0.0022205158776087,100000.0,,,,,,,,,,,,,,,,,
300.0,0.06,0.25,4.8,20.0,4.8/20,2,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.3765103178275605,0.0029653577178918,100000.0,,,,,,,,,,,,,,,,,
308.0,0.06,0.25,4.8,20.0,4.8/20,2,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.6813719144976058,0.0049459504779077,100000.0,,,,,,,,,,,,,,,,,
364.0,0.06,0.5,4.8,40.0,4.8/40,2,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.138329608615716,0.0016469220242413,100000.0,,,,,,,,,,,,,,,,,
372.0,0.06,0.5,4.8,40.0,4.8/40,2,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.2059790867264364,0.0022791629094702,100000.0,,,,,,,,,,,,,,,,,
380.0,0.06,0.5,4.8,40.0,4.8/40,2,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.3882371040778491,0.0037920109939961,100000.0,,,,,,,,,,,,,,,,,
436.0,0.125,0.1,10.0,8.0,10/8,2,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.8571707380559357,0.0039724676526647,100000.0,,,,,,,,,,,,,,,,,
444.0,0.125,0.1,10.0,8.0,10/8,2,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.011241130413557,0.0047399456521099,100000.0,,,,,,,,,,,,,,,,,
452.0,0.125,0.1,10.0,8.0,10/8,2,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.4245498909796916,0.0069190768631205,100000.0,,,,,,,,,,,,,,,,,
508.0,0.125,0.25,10.0,20.0,10/20,2,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.470641244304404,0.0031388202393299,100000.0,,,,,,,,,,,,,,,,,
516.0,0.125,0.25,10.0,20.0,10/20,2,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.5801024685720301,0.0038171143776817,100000.0,,,,,,,,,,,,,,,,,
524.0,0.125,0.25,10.0,20.0,10/20,2,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.8924737733185868,0.0056272078318515,100000.0,,,,,,,,,,,,,,,,,
580.0,0.125,0.5,10.0,40.0,10/40,2,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.253034090711634,0.0023827436349758,100000.0,,,,,,,,,,,,,,,,,
588.0,0.125,0.5,10.0,40.0,10/40,2,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.3178945947091131,0.0029180688646645,100000.0,,,,,,,,,,,,,,,,,
596.0,0.125,0.5,10.0,40.0,10/40,2,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.5178289684840741,0.004503146008475,100000.0,,,,,,,,,,,,,,,,,
652.0,0.25,0.1,20.0,8.0,20/8,2,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.7472670704909103,0.0065036469476508,100000.0,,,,,,,,,,,,,,,,,
660.0,0.25,0.1,20.0,8.0,20/8,2,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.871174377989764,0.0071217793730335,100000.0,,,,,,,,,,,,,,,,,
668.0,0.25,0.1,20.0,8.0,20/8,2,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,2.216769085119408,0.0088992431817002,100000.0,,,,,,,,,,,,,,,,,
724.0,0.25,0.25,20.0,20.0,20/20,2,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.103310217708375,0.0055842373593521,100000.0,,,,,,,,,,,,,,,,,
732.0,0.25,0.25,20.0,20.0,20/20,2,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.203084784895342,0.006016620762044,100000.0,,,,,,,,,,,,,,,,,
740.0,0.25,0.25,20.0,20.0,20/20,2,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.495415060902334,0.0076004806386402,100000.0,,,,,,,,,,,,,,,,,
796.0,0.25,0.5,20.0,40.0,20/40,2,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.6305027415344554,0.0044970774678512,100000.0,,,,,,,,,,,,,,,,,
804.0,0.25,0.5,20.0,40.0,20/40,2,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.6940391666429023,0.0048738323540341,100000.0,,,,,,,,,,,,,,,,,
812.0,0.25,0.5,20.0,40.0,20/40,2,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.881093287762061,0.0060641226812852,100000.0,,,,,,,,,,,,,,,,,
28.0,0.03,0.1,2.4,8.0,2.4/8,3,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.6300678507880914,0.0032357377200821,100000.0,,,,,,,,,,,,,,,,,
36.0,0.03,0.1,2.4,8.0,2.4/8,3,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.9101625376572328,0.0043322789644281,100000.0,,,,,,,,,,,,,,,,,
44.0,0.03,0.1,2.4,8.0,2.4/8,3,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.5886641351426245,0.0070980603756698,100000.0,,,,,,,,,,,,,,,,,
100.0,0.03,0.25,2.4,20.0,2.4/20,3,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.3524697451281944,0.0025236452132219,100000.0,,,,,,,,,,,,,,,,,
108.0,0.03,0.25,2.4,20.0,2.4/20,3,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.5417784500731012,0.0034537303424079,100000.0,,,,,,,,,,,,,,,,,
116.0,0.03,0.25,2.4,20.0,2.4/20,3,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.0262838592728267,0.0058389578038197,100000.0,,,,,,,,,,,,,,,,,
172.0,0.03,0.5,2.4,40.0,2.4/40,3,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.1983663635733919,0.0019568970578961,100000.0,,,,,,,,,,,,,,,,,
180.0,0.03,0.5,2.4,40.0,2.4/40,3,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.308134282680378,0.0026924217701404,100000.0,,,,,,,,,,,,,,,,,
188.0,0.03,0.5,2.4,40.0,2.4/40,3,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.6211986772615574,0.0047291785562973,100000.0,,,,,,,,,,,,,,,,,
244.0,0.06,0.1,4.8,8.0,4.8/8,3,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.79524395508498,0.0035793915780027,100000.0,,,,,,,,,,,,,,,,,
252.0,0.06,0.1,4.8,8.0,4.8/8,3,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.0701158672563489,0.0046291480680247,100000.0,,,,,,,,,,,,,,,,,
260.0,0.06,0.1,4.8,8.0,4.8/8,3,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.7425091070815593,0.0074198883290784,100000.0,,,,,,,,,,,,,,,,,
316.0,0.06,0.25,4.8,20.0,4.8/20,3,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.4597488634445666,0.0028795095208596,100000.0,,,,,,,,,,,,,,,,,
324.0,0.06,0.25,4.8,20.0,4.8/20,3,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.6485553178365758,0.0038308404161747,100000.0,,,,,,,,,,,,,,,,,
332.0,0.06,0.25,4.8,20.0,4.8/20,3,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.1469592462093658,0.0062318307463884,100000.0,,,,,,,,,,,,,,,,,
388.0,0.06,0.5,4.8,40.0,4.8/40,3,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.2603321314339864,0.0022886957308438,100000.0,,,,,,,,,,,,,,,,,
396.0,0.06,0.5,4.8,40.0,4.8/40,3,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.3702924087828229,0.0029412319802979,100000.0,,,,,,,,,,,,,,,,,
404.0,0.06,0.5,4.8,40.0,4.8/40,3,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.6951733162816969,0.0049846685672155,100000.0,,,,,,,,,,,,,,,,,
460.0,0.125,0.1,10.0,8.0,10/8,3,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.2451256147805323,0.0045781953461918,100000.0,,,,,,,,,,,,,,,,,
468.0,0.125,0.1,10.0,8.0,10/8,3,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.501768944466494,0.0055425500500247,100000.0,,,,,,,,,,,,,,,,,
476.0,0.125,0.1,10.0,8.0,10/8,3,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,2.1712501723058315,0.0082636681687874,100000.0,,,,,,,,,,,,,,,,,
532.0,0.125,0.25,10.0,20.0,10/20,3,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.7738406598665788,0.0038509973031968,100000.0,,,,,,,,,,,,,,,,,
540.0,0.125,0.25,10.0,20.0,10/20,3,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.9578247362039088,0.0046519027311814,100000.0,,,,,,,,,,,,,,,,,
548.0,0.125,0.25,10.0,20.0,10/20,3,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.4592006249532246,0.0069896721824312,100000.0,,,,,,,,,,,,,,,,,
604.0,0.125,0.5,10.0,40.0,10/40,3,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.4510022103536213,0.0030823489084503,100000.0,,,,,,,,,,,,,,,,,
612.0,0.125,0.5,10.0,40.0,10/40,3,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.5773627009260801,0.0038669421678424,100000.0,,,,,,,,,,,,,,,,,
620.0,0.125,0.5,10.0,40.0,10/40,3,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.898223180686559,0.0057484863156583,100000.0,,,,,,,,,,,,,,,,,
676.0,0.25,0.1,20.0,8.0,20/8,3,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,2.2397190755402625,0.0071190488606637,100000.0,,,,,,,,,,,,,,,,,
684.0,0.25,0.1,20.0,8.0,20/8,3,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,2.47821628263764,0.0078640980853551,100000.0,,,,,,,,,,,,,,,,,
692.0,0.25,0.1,20.0,8.0,20/8,3,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,3.0870889651316404,0.0100726460798547,100000.0,,,,,,,,,,,,,,,,,
748.0,0.25,0.25,20.0,20.0,20/20,3,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.6114533290915924,0.0063914996922133,100000.0,,,,,,,,,,,,,,,,,
756.0,0.25,0.25,20.0,20.0,20/20,3,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.7816396829937178,0.0070035005639301,100000.0,,,,,,,,,,,,,,,,,
764.0,0.25,0.25,20.0,20.0,20/20,3,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,2.256187110587712,0.0089294479454411,100000.0,,,,,,,,,,,,,,,,,
820.0,0.25,0.5,20.0,40.0,20/40,3,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.0422327587140103,0.0054800935228139,100000.0,,,,,,,,,,,,,,,,,
828.0,0.25,0.5,20.0,40.0,20/40,3,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.1591204444319705,0.0059754742912013,100000.0,,,,,,,,,,,,,,,,,
836.0,0.25,0.5,20.0,40.0,20/40,3,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.473429630237793,0.0075535344164544,100000.0,,,,,,,,,,,,,,,,,
52.0,0.03,0.1,2.4,8.0,2.4/8,4,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.8437843610701067,0.0037242000523984,100000.0,,,,,,,,,,,,,,,,,
60.0,0.03,0.1,2.4,8.0,2.4/8,4,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.163530504732482,0.0047497706269435,100000.0,,,,,,,,,,,,,,,,,
68.0,0.03,0.1,2.4,8.0,2.4/8,4,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,2.0085185361245976,0.0078417432620127,100000.0,,,,,,,,,,,,,,,,,
124.0,0.03,0.25,2.4,20.0,2.4/20,4,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.4978531752724698,0.0030170486714352,100000.0,,,,,,,,,,,,,,,,,
132.0,0.03,0.25,2.4,20.0,2.4/20,4,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.7229469905860327,0.0039499672362971,100000.0,,,,,,,,,,,,,,,,,
140.0,0.03,0.25,2.4,20.0,2.4/20,4,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.350379574637908,0.0066756501444042,100000.0,,,,,,,,,,,,,,,,,
196.0,0.03,0.5,2.4,40.0,2.4/40,4,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.282427716080497,0.0023239573832574,100000.0,,,,,,,,,,,,,,,,,
204.0,0.03,0.5,2.4,40.0,2.4/40,4,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.4338410095642963,0.0031905423484293,100000.0,,,,,,,,,,,,,,,,,
212.0,0.03,0.5,2.4,40.0,2.4/40,4,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.8404377432791432,0.0054435432153913,100000.0,,,,,,,,,,,,,,,,,
268.0,0.06,0.1,4.8,8.0,4.8/8,4,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.0390509263323138,0.004081820439428,100000.0,,,,,,,,,,,,,,,,,
276.0,0.06,0.1,4.8,8.0,4.8/8,4,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.366151449141833,0.0051487800971513,100000.0,,,,,,,,,,,,,,,,,
284.0,0.06,0.1,4.8,8.0,4.8/8,4,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,2.183220836658127,0.0081246524284128,100000.0,,,,,,,,,,,,,,,,,
340.0,0.06,0.25,4.8,20.0,4.8/20,4,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.6276192158306806,0.0033660411187576,100000.0,,,,,,,,,,,,,,,,,
348.0,0.06,0.25,4.8,20.0,4.8/20,4,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.86346934367544,0.004286559005068,100000.0,,,,,,,,,,,,,,,,,
356.0,0.06,0.25,4.8,20.0,4.8/20,4,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.4799854261805154,0.0069358158152344,100000.0,,,,,,,,,,,,,,,,,
412.0,0.06,0.5,4.8,40.0,4.8/40,4,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.3681154144138779,0.002690308591746,100000.0,,,,,,,,,,,,,,,,,
420.0,0.06,0.5,4.8,40.0,4.8/40,4,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.5201208487761345,0.0035194177880987,100000.0,,,,,,,,,,,,,,,,,
428.0,0.06,0.5,4.8,40.0,4.8/40,4,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.9312816164921798,0.0057246966817965,100000.0,,,,,,,,,,,,,,,,,
484.0,0.125,0.1,10.0,8.0,10/8,4,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.5120480051592984,0.0049650618290815,100000.0,,,,,,,,,,,,,,,,,
492.0,0.125,0.1,10.0,8.0,10/8,4,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.829845869448686,0.0059926197153682,100000.0,,,,,,,,,,,,,,,,,
500.0,0.125,0.1,10.0,8.0,10/8,4,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,2.6449848716441333,0.0088914204441525,100000.0,,,,,,,,,,,,,,,,,
556.0,0.125,0.25,10.0,20.0,10/20,4,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.0005563469944907,0.0043453893648888,100000.0,,,,,,,,,,,,,,,,,
564.0,0.125,0.25,10.0,20.0,10/20,4,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.2287773940014233,0.0052479415505912,100000.0,,,,,,,,,,,,,,,,,
572.0,0.125,0.25,10.0,20.0,10/20,4,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.8649448548723984,0.0078021656429618,100000.0,,,,,,,,,,,,,,,,,
628.0,0.125,0.5,10.0,40.0,10/40,4,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.615313997481503,0.0035734816656311,100000.0,,,,,,,,,,,,,,,,,
636.0,0.125,0.5,10.0,40.0,10/40,4,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,0.7713674763996146,0.0043787311907628,100000.0,,,,,,,,,,,,,,,,,
644.0,0.125,0.5,10.0,40.0,10/40,4,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.1962903809253598,0.006498738470753,100000.0,,,,,,,,,,,,,,,,,
700.0,0.25,0.1,20.0,8.0,20/8,4,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,2.5342805287815757,0.007442071159784,100000.0,,,,,,,,,,,,,,,,,
708.0,0.25,0.1,20.0,8.0,20/8,4,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,2.840554057704478,0.0082549791172251,100000.0,,,,,,,,,,,,,,,,,
716.0,0.25,0.1,20.0,8.0,20/8,4,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,3.650178064344375,0.010727847632595,100000.0,,,,,,,,,,,,,,,,,
772.0,0.25,0.25,20.0,20.0,20/20,4,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.9108289327045016,0.00682287579009,100000.0,,,,,,,,,,,,,,,,,
780.0,0.25,0.25,20.0,20.0,20/20,4,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,2.12119486674234,0.0075101241024316,100000.0,,,,,,,,,,,,,,,,,
788.0,0.25,0.25,20.0,20.0,20/20,4,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,2.7234251400136573,0.0095614729052905,100000.0,,,,,,,,,,,,,,,,,
844.0,0.25,0.5,20.0,40.0,20/40,4,0.05,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.3210744559562495,0.0060489944198125,100000.0,,,,,,,,,,,,,,,,,
852.0,0.25,0.5,20.0,40.0,20/40,4,0.15,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.4659121881516428,0.0066317725097262,100000.0,,,,,,,,,,,,,,,,,
