cell,u_anchor,u_long,anchor_mean_pct,long_mean_pct,combo,K,beat_cv,view_over,window,S_median_mm,axis,estimand,estimator,bias_mcse,relbias_pct_mcse,rmse_mcse,sd_err_mcse,bias,relbias_pct,rmse,sd_err,panel,quantity,inflation,inflation_mcse,n,bias_min,bias_min_mcse,bias_min_combo,bias_max,bias_max_mcse,bias_max_combo,bias_range,bias_range_mcse,maxabs_bias,maxabs_bias_mcse,maxabs_bias_combo,maxabs_argmax_clear,rmse_min,rmse_max,rmse_max_mcse,rmse_max_combo,mean_abs_bias
860.0,0.25,0.5,20.0,40.0,20/40,4,0.3,True,0.0,10.0,AP,,A3-A1,,,,,,,,,c,inflation,1.885404079871774,0.0084886487227053,100000.0,,,,,,,,,,,,,,,,,
,,,,,,2,0.05,True,0.0,10.0,AP,T1,A1,,,,,,,,,d,bias_min_max,,,,-2.0277054887045827,0.0078412483442087,20/40,-0.096727492473306,0.0051501655925246,2.4/40,1.9309779962312763,0.0093813315273462,2.0277054887045827,0.0078412483442087,20/40,False,1.6314871273280191,3.2031305972911395,0.0100715062425055,20/40,0.8520422293738603
,,,,,,2,0.05,True,0.0,10.0,AP,T1,A2,,,,,,,,,d,bias_min_max,,,,-2.95004216765049,0.0082719649605348,20/40,-0.3141391528459801,0.0050069507103332,2.4/8,2.63590301480451,0.0096692791729282,2.95004216765049,0.0082719649605348,20/40,True,1.6141914010940752,3.9427428011909935,0.0104752356142367,20/40,1.4607695296172292
,,,,,,2,0.05,True,0.0,10.0,AP,T1,A3,,,,,,,,,d,bias_min_max,,,,-1.3972027471701276,0.0072089102904,20/40,0.2673505980219521,0.005420176049755,2.4/8,1.6645533451920798,0.0090192403219657,1.3972027471701276,0.0072089102904,20/40,True,1.661260105781779,2.673754346572568,0.0088198026660195,20/40,0.3827514593135112
,,,,,,2,0.05,True,0.0,10.0,AP,T1,A4,,,,,,,,,d,bias_min_max,,,,-1.5153954473214026,0.0072647162765343,20/40,0.2095754232746696,0.0052068719688257,2.4/8,1.7249708705960722,0.0089379873729093,1.5153954473214026,0.0072647162765343,20/40,True,1.6390368442418626,2.752086634449238,0.0091502782650849,20/40,0.4511316788870121
,,,,,,2,0.15,True,0.0,10.0,AP,T1,A1,,,,,,,,,d,bias_min_max,,,,-1.9198317808912733,0.0081356868249864,20/20,0.0107542983819974,0.0060010942161689,2.4/40,1.930586079273271,0.0101095267893999,1.9198317808912733,0.0081356868249864,20/20,False,1.897733601150484,3.223103261245422,0.0100460851753986,20/8,0.7541875907709313
,,,,,,2,0.15,True,0.0,10.0,AP,T1,A2,,,,,,,,,d,bias_min_max,,,,-2.83396971448784,0.0083554916617002,20/40,-0.2050224790274894,0.0054737234512499,2.4/8,2.6289472354603505,0.0099887881812313,2.83396971448784,0.0083554916617002,20/40,True,1.7430344509890092,3.874627545876844,0.0104355958584588,20/40,1.363992245256706
,,,,,,2,0.15,True,0.0,10.0,AP,T1,A3,,,,,,,,,d,bias_min_max,,,,-1.218842642723576,0.0076291590211506,20/40,0.5680174017635293,0.0061927676831138,2.4/8,1.7868600444871054,0.0098262118309663,1.218842642723576,0.0076291590211506,20/40,True,1.923828425022863,2.702947635573883,0.0088280625664504,20/40,0.3780330730028869
,,,,,,2,0.15,True,0.0,10.0,AP,T1,A4,,,,,,,,,d,bias_min_max,,,,-1.3524762523398883,0.0076685365143733,20/40,0.4677327120479543,0.0059545009977736,2.4/8,1.8202089643878427,0.0097088894527008,1.3524762523398883,0.0076685365143733,20/40,True,1.8881148416945923,2.7766487775588087,0.0091249528721225,20/40,0.4126989692657123
,,,,,,2,0.3,True,0.0,10.0,AP,T1,A1,,,,,,,,,d,bias_min_max,,,,-1.6435083182987318,0.0095451136529197,20/40,0.3550655938479942,0.008506137808448,2.4/40,1.998573912146726,0.0127852874454767,1.6435083182987318,0.0095451136529197,20/40,False,2.638236643277808,3.448090748146796,0.0107563861717437,20/20,0.6410126265792271
,,,,,,2,0.3,True,0.0,10.0,AP,T1,A2,,,,,,,,,d,bias_min_max,,,,-2.5952577827215504,0.0090283137573063,20/40,0.140958918139671,0.0069098655931023,2.4/8,2.7362167008612213,0.0113691113027847,2.5952577827215504,0.0090283137573063,20/40,True,2.1655572559185394,3.8582802358517454,0.0106448735845061,20/40,1.0769426940988118
,,,,,,2,0.3,True,0.0,10.0,AP,T1,A3,,,,,,,,,d,bias_min_max,,,,-0.7624150305366707,0.0091999885485803,20/40,1.3522604869907078,0.0085297975300627,2.4/8,2.1146755175273784,0.0125458054822268,1.3522604869907078,0.0085297975300627,2.4/8,True,2.6945334764199207,3.01732998818772,0.012408305168216,2.4/8,0.6877917022689545
,,,,,,2,0.3,True,0.0,10.0,AP,T1,A4,,,,,,,,,d,bias_min_max,,,,-0.9474915299377472,0.0091535289785011,20/40,1.141402382778724,0.0082793924821815,2.4/8,2.0888939127164714,0.0123424240987848,1.141402382778724,0.0082793924821815,2.4/8,True,2.6476236207277157,3.0457126732896143,0.0097475437802645,20/40,0.5851072036346708
,,,,,,3,0.05,True,0.0,10.0,AP,T1,A1,,,,,,,,,d,bias_min_max,,,,-2.0186363291670224,0.0077762560973336,20/20,-0.0932676704853076,0.0051568058769132,2.4/20,1.9253686586817147,0.0093307451869336,2.0186363291670224,0.0077762560973336,20/20,False,1.6333820590809622,3.1814851953774506,0.0100661690344674,20/20,0.8490880042923797
,,,,,,3,0.05,True,0.0,10.0,AP,T1,A2,,,,,,,,,d,bias_min_max,,,,-3.235470812041916,0.0079119545610857,20/40,-0.3876646309407476,0.0048743066756539,2.4/8,2.847806181101169,0.0092928946268108,3.235470812041916,0.0079119545610857,20/40,True,1.5893856247145803,4.090001378266117,0.010060855186729,20/40,1.6592963831512992
,,,,,,3,0.05,True,0.0,10.0,AP,T1,A3,,,,,,,,,d,bias_min_max,,,,-0.971735418114988,0.0067639268746764,20/40,0.525974899019579,0.0056455963569399,2.4/8,1.4977103171345667,0.0088104179805196,0.971735418114988,0.0067639268746764,20/40,True,1.6924444523829325,2.349317911375418,0.0080070333027982,20/40,0.3386816170035986
,,,,,,3,0.05,True,0.0,10.0,AP,T1,A4,,,,,,,,,d,bias_min_max,,,,-1.1458147582257978,0.0067995584830777,20/40,0.4207846291910013,0.0052627811136335,2.4/8,1.5665993874167992,0.0085983056827966,1.1458147582257978,0.0067995584830777,20/40,True,1.6514768157450586,2.4364410074229177,0.0082647023413706,20/40,0.332203568475963
,,,,,,3,0.15,True,0.0,10.0,AP,T1,A1,,,,,,,,,d,bias_min_max,,,,-1.9274649101480417,0.0081760236760609,20/20,0.0161557929905983,0.0060276365848713,2.4/40,1.94362070313864,0.010157744136903,1.9274649101480417,0.0081760236760609,20/20,False,1.9005831972452771,3.2329342524023925,0.0100463587384206,20/40,0.7544677131505813
,,,,,,3,0.15,True,0.0,10.0,AP,T1,A2,,,,,,,,,d,bias_min_max,,,,-3.1609321231952983,0.0080793441500496,20/40,-0.2750493415395879,0.0052177983913164,2.4/8,2.8858827816557104,0.0096177555566444,3.1609321231952983,0.0080793441500496,20/40,True,1.672772226008007,4.064358104441602,0.0102795569832229,20/40,1.567856524803292
,,,,,,3,0.15,True,0.0,10.0,AP,T1,A3,,,,,,,,,d,bias_min_max,,,,-0.7675215473108369,0.0073192152968734,20/40,0.9197770079649944,0.0063496972099562,2.4/8,1.6872985552758313,0.009689662905391,0.9197770079649944,0.0063496972099562,2.4/8,True,1.9619603533642456,2.438468168927459,0.0083793799416423,20/40,0.4717205643062314
,,,,,,3,0.15,True,0.0,10.0,AP,T1,A4,,,,,,,,,d,bias_min_max,,,,-0.9722003195820828,0.0073141025951495,20/40,0.762640753204349,0.0059128998522308,2.4/8,1.7348410727864318,0.0094052369154043,0.9722003195820828,0.0073141025951495,20/40,True,1.906027253409716,2.508929979600089,0.0086176415328448,20/40,0.4084283695984398
,,,,,,3,0.3,True,0.0,10.0,AP,T1,A1,,,,,,,,,d,bias_min_max,,,,-1.6335613892526155,0.0095678723105535,20/20,0.3676974253343971,0.0084645181193207,2.4/40,2.001258814587013,0.0127746721109923,1.6335613892526155,0.0095678723105535,20/20,False,2.642818815324216,3.438437046592848,0.0105258428095258,20/20,0.6447551018671073
,,,,,,3,0.3,True,0.0,10.0,AP,T1,A2,,,,,,,,,d,bias_min_max,,,,-2.906543623176412,0.0084222561785782,20/40,0.0583216379839024,0.0062416085476816,2.4/8,2.9648652611603143,0.0104829421633476,2.906543623176412,0.0084222561785782,20/40,True,1.9523203215069391,3.942253773260698,0.0102467595422985,20/40,1.2797595021929895
,,,,,,3,0.3,True,0.0,10.0,AP,T1,A3,,,,,,,,,d,bias_min_max,,,,-0.1597037448089489,0.0089618565946521,20/40,1.9377988147387333,0.0086463037336677,2.4/8,2.0975025595476824,0.0124528487454857,1.9377988147387333,0.0086463037336677,2.4/8,True,2.712512577941366,3.3512454868777235,0.01273489216683,2.4/8,1.1206232278180888
,,,,,,3,0.3,True,0.0,10.0,AP,T1,A4,,,,,,,,,d,bias_min_max,,,,-0.4360472429842921,0.0088550278032528,20/40,1.6444585116260022,0.0082140267185397,2.4/8,2.0805057546102943,0.0120781518590083,1.6444585116260022,0.0082140267185397,2.4/8,True,2.622241938973885,3.0742803742522944,0.0117181083595385,2.4/8,0.8888792400922895
,,,,,,4,0.05,True,0.0,10.0,AP,T1,A1,,,,,,,,,d,bias_min_max,,,,-2.019514813902052,0.0077748833978412,20/40,-0.0950031873884899,0.0051717778154431,2.4/8,1.924511626513562,0.0093378850722386,2.019514813902052,0.0077748833978412,20/40,False,1.636003489057859,3.1835704021440643,0.010238560265798,20/20,0.8494114029491863
,,,,,,4,0.05,True,0.0,10.0,AP,T1,A2,,,,,,,,,d,bias_min_max,,,,-3.52266137476356,0.0078893987314836,20/40,-0.4306477820385049,0.0048278542071217,2.4/8,3.092013592725055,0.0092493669291232,3.52266137476356,0.0078893987314836,20/40,True,1.5862697842803222,4.316635513113471,0.0100941188384904,20/40,1.8406797923931304
,,,,,,4,0.05,True,0.0,10.0,AP,T1,A3,,,,,,,,,d,bias_min_max,,,,-0.6984403579458023,0.006624684251562,20/40,0.7487811736816168,0.0058763212964349,2.4/8,1.447221531627419,0.0088553708794058,0.7487811736816168,0.0058763212964349,2.4/8,True,1.7297137886380554,2.208261576547371,0.0076122265618046,20/40,0.3844374896164133
,,,,,,4,0.05,True,0.0,10.0,AP,T1,A4,,,,,,,,,d,bias_min_max,,,,-0.91924069601081,0.0065743977732803,20/40,0.6014066444329839,0.0053540424525756,2.4/8,1.520647340443794,0.0084787072520105,0.91924069601081,0.0065743977732803,20/40,True,1.6660656785342194,2.2731543816088857,0.0081271098688829,20/40,0.3437903721242162
,,,,,,4,0.15,True,0.0,10.0,AP,T1,A1,,,,,,,,,d,bias_min_max,,,,-1.9332603487930395,0.0082620716875646,20/8,0.0161332650158418,0.0060249126016176,2.4/40,1.9493936138088812,0.0102255269021986,1.9332603487930395,0.0082620716875646,20/8,False,1.9046691637162367,3.2501707911173683,0.0101317625680098,20/8,0.7540938529617516
,,,,,,4,0.15,True,0.0,10.0,AP,T1,A2,,,,,,,,,d,bias_min_max,,,,-3.4478676768259637,0.0079403133099928,20/40,-0.335492720089975,0.0050406297183388,2.4/8,3.112374956735988,0.0094051328229988,3.4478676768259637,0.0079403133099928,20/40,True,1.628902929282629,4.265276780516213,0.0100959058164265,20/40,1.7501291808550012
,,,,,,4,0.15,True,0.0,10.0,AP,T1,A3,,,,,,,,,d,bias_min_max,,,,-0.4627328225032958,0.0071865298820687,20/40,1.1747284418395505,0.0064603696082881,2.4/8,1.637461264342846,0.0096634666254693,1.1747284418395505,0.0064603696082881,2.4/8,True,2.007312772107563,2.356604065866959,0.0092742747882684,2.4/8,0.6161171450778824
,,,,,,4,0.15,True,0.0,10.0,AP,T1,A4,,,,,,,,,d,bias_min_max,,,,-0.7225776058995936,0.0070739539545936,20/40,0.9701395538563132,0.0059051897671914,2.4/8,1.692717159755907,0.0092147756748742,0.9701395538563132,0.0059051897671914,2.4/8,True,1.9147564469005152,2.350776639941396,0.0081631166712505,20/40,0.4922416982995843
,,,,,,4,0.3,True,0.0,10.0,AP,T1,A1,,,,,,,,,d,bias_min_max,,,,-1.6457154182353473,0.0096269426350067,20/8,0.3564043865596977,0.0084362667256098,2.4/40,2.002119804795045,0.0128003367441385,1.6457154182353473,0.0096269426350067,20/8,False,2.6476708695238043,3.460648640004377,0.0107819797378517,20/8,0.6441334983525623
,,,,,,4,0.3,True,0.0,10.0,AP,T1,A2,,,,,,,,,d,bias_min_max,,,,-3.2160946395338583,0.0082752730532167,20/40,-7.606885388907471e-05,0.0058816891827618,2.4/8,3.216018570679969,0.0101525569069034,3.2160946395338583,0.0082752730532167,20/40,True,1.851042383660015,4.146228486326317,0.0102537241757496,20/40,1.4601970367847
,,,,,,4,0.3,True,0.0,10.0,AP,T1,A3,,,,,,,,,d,bias_min_max,,,,0.2485743580697404,0.0090128497819078,20/40,2.3600001020852326,0.0088863202831732,2.4/8,2.111425744015492,0.0126569407585866,2.3600001020852326,0.0088863202831732,2.4/8,True,2.791827285272712,3.669630816944361,0.0135612324182849,2.4/8,1.4732680136528689
,,,,,,4,0.3,True,0.0,10.0,AP,T1,A4,,,,,,,,,d,bias_min_max,,,,-0.1158272498560307,0.0087694153300862,20/40,1.983607729378275,0.0082165264635014,2.4/8,2.0994349792343057,0.0120172356370744,1.983607729378275,0.0082165264635014,2.4/8,True,2.6403121728256456,3.268908506716596,0.0118754331350527,2.4/8,1.1447300878491455
