u_level,variant,p_K,p_beat_cv,p_view_over,estimator,metric,value,mcse,n
base,median/triggered,1,0.3,True,A2,bias_mm,-0.0003545493301535592,0.009156928323449283,100000
base,median/triggered,1,0.3,True,A2,rmse_mm,2.8956605305953387,0.010231967347178468,100000
base,median/triggered,1,0.3,True,A3,bias_mm,-0.0003545493301535592,0.009156928323449283,100000
base,median/triggered,1,0.3,True,A3,rmse_mm,2.8956605305953387,0.010231967347178468,100000
base,median/triggered,1,0.3,True,A5,bias_mm,-0.0003545493301535592,0.009156928323449283,100000
base,median/triggered,1,0.3,True,A5,rmse_mm,2.8956605305953387,0.010231967347178468,100000
base,median/triggered,1,0.3,True,A6,bias_mm,0.08038136405885372,0.012213576444275627,100000
base,median/triggered,1,0.3,True,A6,rmse_mm,3.863089042237423,0.016575972245104712,100000
base,median/triggered,1,0.3,True,A7,bias_mm,0.44313405522819727,0.00925676417035616,100000
base,median/triggered,1,0.3,True,A7,rmse_mm,2.960582779416755,0.010513687200697007,100000
base,median/triggered,1,0.3,True,A4,bias_mm,-0.0003545493301535592,0.009156928323449283,100000
base,median/triggered,1,0.3,True,A4,rmse_mm,2.8956605305953387,0.010231967347178468,100000
base,median/triggered,2,0.05,False,A1,bias_mm,-0.4049825922417384,0.005057984640581185,100000
base,median/triggered,2,0.05,False,A1,rmse_mm,1.6499412653927208,0.004437381074274966,100000
base,median/triggered,2,0.05,False,A2,bias_mm,-1.2198306013839832,0.005490522829152709,100000
base,median/triggered,2,0.05,False,A2,rmse_mm,2.121919094587864,0.006032263034914431,100000
base,median/triggered,2,0.05,False,A3,bias_mm,-0.22891042235436204,0.00497437039822765,100000
base,median/triggered,2,0.05,False,A3,rmse_mm,1.5895947039978287,0.004384901384805645,100000
base,median/triggered,2,0.05,False,A5,bias_mm,-1.2198306013839832,0.005490522829152709,100000
base,median/triggered,2,0.05,False,A5,rmse_mm,2.121919094587864,0.006032263034914431,100000
base,median/triggered,2,0.05,False,A6,bias_mm,-0.4345548400829639,0.0057208056058097945,100000
base,median/triggered,2,0.05,False,A6,rmse_mm,1.8605286505101792,0.004870519503175627,100000
base,median/triggered,2,0.05,False,A7,bias_mm,0.14244905065431285,0.005051380938207934,100000
base,median/triggered,2,0.05,False,A7,rmse_mm,1.603717915929101,0.004648314440089396,100000
base,median/triggered,2,0.05,False,A4,bias_mm,-0.22963731682945349,0.004974744265935734,100000
base,median/triggered,2,0.05,False,A4,rmse_mm,1.5898165304041112,0.004386651979496401,100000
base,median/triggered,2,0.05,True,A1,bias_mm,-0.3098777407950719,0.00533129522714484,100000
base,median/triggered,2,0.05,True,A1,rmse_mm,1.7141372965515904,0.005482251529317005,100000
base,median/triggered,2,0.05,True,A2,bias_mm,-1.0340895684307292,0.005716796733694235,100000
base,median/triggered,2,0.05,True,A2,rmse_mm,2.0826629691839402,0.00613712905966444,100000
base,median/triggered,2,0.05,True,A3,bias_mm,-0.031605668907179925,0.005473716547624871,100000
base,median/triggered,2,0.05,True,A3,rmse_mm,1.7312210260704612,0.006368635856618407,100000
base,median/triggered,2,0.05,True,A5,bias_mm,-1.0340895684307292,0.005716796733694235,100000
base,median/triggered,2,0.05,True,A5,rmse_mm,2.0826629691839402,0.00613712905966444,100000
base,median/triggered,2,0.05,True,A6,bias_mm,-0.3463320307000159,0.005981020018723069,100000
base,median/triggered,2,0.05,True,A6,rmse_mm,1.9228026808086534,0.005671534877869421,100000
base,median/triggered,2,0.05,True,A7,bias_mm,0.13964000150473588,0.0050187682841917386,100000
base,median/triggered,2,0.05,True,A7,rmse_mm,1.5931973044874392,0.004808980756060106,100000
base,median/triggered,2,0.05,True,A4,bias_mm,-0.07425467559590129,0.005347516167654674,100000
base,median/triggered,2,0.05,True,A4,rmse_mm,1.6926541516953493,0.005679970231701651,100000
base,median/triggered,2,0.1,False,A1,bias_mm,-0.3628531570594618,0.005493860740043232,100000
base,median/triggered,2,0.1,False,A1,rmse_mm,1.7747909212583395,0.004901213009607818,100000
base,median/triggered,2,0.1,False,A2,bias_mm,-1.1869222720857264,0.005693178693807778,100000
base,median/triggered,2,0.1,False,A2,rmse_mm,2.1563813279780057,0.006190902237331929,100000
base,median/triggered,2,0.1,False,A3,bias_mm,-0.1293499525117181,0.0053786504032423,100000
base,median/triggered,2,0.1,False,A3,rmse_mm,1.705781491388765,0.004870366770389242,100000
base,median/triggered,2,0.1,False,A5,bias_mm,-1.1869222720857264,0.005693178693807778,100000
base,median/triggered,2,0.1,False,A5,rmse_mm,2.1563813279780057,0.006190902237331929,100000
base,median/triggered,2,0.1,False,A6,bias_mm,-0.4015874496386227,0.006453700927378757,100000
base,median/triggered,2,0.1,False,A6,rmse_mm,2.079965479390592,0.00582650339215194,100000
base,median/triggered,2,0.1,False,A7,bias_mm,0.18772155334200327,0.005322660034560373,100000
base,median/triggered,2,0.1,False,A7,rmse_mm,1.6936003174391279,0.005072707882812165,100000
base,median/triggered,2,0.1,False,A4,bias_mm,-0.13236856712524653,0.005378850091149362,100000
base,median/triggered,2,0.1,False,A4,rmse_mm,1.7060760052940895,0.004868560073291795,100000
base,median/triggered,2,0.1,True,A1,bias_mm,-0.2723700840815851,0.005731957845131424,100000
base,median/triggered,2,0.1,True,A1,rmse_mm,1.8329448112799906,0.005704414125661587,100000
base,median/triggered,2,0.1,True,A2,bias_mm,-1.0004711379380216,0.0058983002800320015,100000
base,median/triggered,2,0.1,True,A2,rmse_mm,2.116577975705919,0.0062546948533097665,100000
base,median/triggered,2,0.1,True,A3,bias_mm,0.07009662999642223,0.0058247329625026045,100000
base,median/triggered,2,0.1,True,A3,rmse_mm,1.8432663992134202,0.006516786426431659,100000
base,median/triggered,2,0.1,True,A5,bias_mm,-1.0004711379380216,0.0058983002800320015,100000
base,median/triggered,2,0.1,True,A5,rmse_mm,2.116577975705919,0.0062546948533097665,100000
base,median/triggered,2,0.1,True,A6,bias_mm,-0.3157777588044243,0.006644016877807205,100000
base,median/triggered,2,0.1,True,A6,rmse_mm,2.1246099588522065,0.006323465665504314,100000
base,median/triggered,2,0.1,True,A7,bias_mm,0.18748619433896158,0.005271719946433275,100000
base,median/triggered,2,0.1,True,A7,rmse_mm,1.677565617613439,0.004886908998412263,100000
base,median/triggered,2,0.1,True,A4,bias_mm,0.012521542334871774,0.005686953185097313,100000
base,median/triggered,2,0.1,True,A4,rmse_mm,1.7984071008908864,0.005885630863385408,100000
base,median/triggered,2,0.15,False,A1,bias_mm,-0.30061895837878205,0.006191122679808577,100000
base,median/triggered,2,0.15,False,A1,rmse_mm,1.9807406270839,0.005923985409154486,100000
base,median/triggered,2,0.15,False,A2,bias_mm,-1.1282558499159867,0.005993125619473914,100000
base,median/triggered,2,0.15,False,A2,rmse_mm,2.2056021432693647,0.006571639238093943,100000
base,median/triggered,2,0.15,False,A3,bias_mm,0.028179750101777826,0.006012258197491725,100000
base,median/triggered,2,0.15,False,A3,rmse_mm,1.901442298466564,0.005968358274429073,100000
