u,view_over,K,beat_cv,rho,N_beats,estimator,axis,estimand,bias_mcse,relbias_pct_mcse,rmse_mcse,sd_err_mcse,bias,relbias_pct,rmse,sd_err
base,False,1,0.05,0.3,3,A7,SL,T2,0.004232814487038208,0.07562316312538711,0.003666941670722454,0.002993066792660752,0.46372304630666966,7.884455903213194,1.4165779170682808,1.3385334691998005
base,False,1,0.1,0.3,3,A1,AP,T1,0.005485730037010333,0.05294900473276952,0.0049276820031854815,0.003879016304058745,-0.3629452787643758,-3.105205514737418,1.7722930305226197,1.7347401545752432
base,False,1,0.1,0.3,3,A1,AP,T2,0.005283962265626285,0.0544149889636511,0.004829537668035036,0.003736344231326041,0.1558847824439489,1.777807859132568,1.6781829064784983,1.67093558297627
base,False,1,0.1,0.3,3,A1,SL,T1,0.0042760053861200615,0.0699411538378703,0.0034856326800968645,0.0030236075229911077,-0.16539858416857423,-1.746379947575324,1.3622630486200837,1.3521916307287136
base,False,1,0.1,0.3,3,A1,SL,T2,0.004161760342600248,0.07265744718588717,0.0034113036171231773,0.002942823674081041,0.16711989556559667,3.2227134646490576,1.326626041568882,1.3160641758379468
base,False,1,0.1,0.3,3,A2,AP,T1,0.005485730037010333,0.05294900473276952,0.0049276820031854815,0.003879016304058745,-0.3629452787643758,-3.105205514737418,1.7722930305226197,1.7347401545752432
base,False,1,0.1,0.3,3,A2,AP,T2,0.005283962265626285,0.0544149889636511,0.004829537668035036,0.003736344231326041,0.1558847824439489,1.777807859132568,1.6781829064784983,1.67093558297627
base,False,1,0.1,0.3,3,A2,SL,T1,0.0042760053861200615,0.0699411538378703,0.0034856326800968645,0.0030236075229911077,-0.16539858416857423,-1.746379947575324,1.3622630486200837,1.3521916307287136
base,False,1,0.1,0.3,3,A2,SL,T2,0.004161760342600248,0.07265744718588717,0.0034113036171231773,0.002942823674081041,0.16711989556559667,3.2227134646490576,1.326626041568882,1.3160641758379468
base,False,1,0.1,0.3,3,A3,AP,T1,0.005485730037010333,0.05294900473276952,0.0049276820031854815,0.003879016304058745,-0.3629452787643758,-3.105205514737418,1.7722930305226197,1.7347401545752432
base,False,1,0.1,0.3,3,A3,AP,T2,0.005283962265626285,0.0544149889636511,0.004829537668035036,0.003736344231326041,0.1558847824439489,1.777807859132568,1.6781829064784983,1.67093558297627
base,False,1,0.1,0.3,3,A3,SL,T1,0.0042760053861200615,0.0699411538378703,0.0034856326800968645,0.0030236075229911077,-0.16539858416857423,-1.746379947575324,1.3622630486200837,1.3521916307287136
base,False,1,0.1,0.3,3,A3,SL,T2,0.004161760342600248,0.07265744718588717,0.0034113036171231773,0.002942823674081041,0.16711989556559667,3.2227134646490576,1.326626041568882,1.3160641758379468
base,False,1,0.1,0.3,3,A4,AP,T1,0.005485730037010333,0.05294900473276952,0.0049276820031854815,0.003879016304058745,-0.3629452787643758,-3.105205514737418,1.7722930305226197,1.7347401545752432
base,False,1,0.1,0.3,3,A4,AP,T2,0.005283962265626285,0.0544149889636511,0.004829537668035036,0.003736344231326041,0.1558847824439489,1.777807859132568,1.6781829064784983,1.67093558297627
base,False,1,0.1,0.3,3,A4,SL,T1,0.0042760053861200615,0.0699411538378703,0.0034856326800968645,0.0030236075229911077,-0.16539858416857423,-1.746379947575324,1.3622630486200837,1.3521916307287136
base,False,1,0.1,0.3,3,A4,SL,T2,0.004161760342600248,0.07265744718588717,0.0034113036171231773,0.002942823674081041,0.16711989556559667,3.2227134646490576,1.326626041568882,1.3160641758379468
base,False,1,0.1,0.3,3,A5,AP,T1,0.005485730037010333,0.05294900473276952,0.0049276820031854815,0.003879016304058745,-0.3629452787643758,-3.105205514737418,1.7722930305226197,1.7347401545752432
base,False,1,0.1,0.3,3,A5,AP,T2,0.005283962265626285,0.0544149889636511,0.004829537668035036,0.003736344231326041,0.1558847824439489,1.777807859132568,1.6781829064784983,1.67093558297627
base,False,1,0.1,0.3,3,A5,SL,T1,0.0042760053861200615,0.0699411538378703,0.0034856326800968645,0.0030236075229911077,-0.16539858416857423,-1.746379947575324,1.3622630486200837,1.3521916307287136
base,False,1,0.1,0.3,3,A5,SL,T2,0.004161760342600248,0.07265744718588717,0.0034113036171231773,0.002942823674081041,0.16711989556559667,3.2227134646490576,1.326626041568882,1.3160641758379468
base,False,1,0.1,0.3,3,A6,AP,T1,0.006450289344226313,0.06271144885636337,0.005658700115407385,0.004561066141305475,-0.4069774451311381,-3.700126907507448,2.079954878605975,2.0397605894869018
base,False,1,0.1,0.3,3,A6,AP,T2,0.006291539038801636,0.06483748701564793,0.005740508687420852,0.004448812162552954,0.11185261607718669,1.1485693139384194,1.9926910879351913,1.9895593350479654
base,False,1,0.1,0.3,3,A6,SL,T1,0.005078045451263429,0.0842442438692896,0.004168024702369105,0.0035907383274983947,-0.24531007561530302,-3.4497639225454337,1.6244401519177312,1.605818968785
base,False,1,0.1,0.3,3,A6,SL,T2,0.004991781647131225,0.0878475621668994,0.004162005767632477,0.0035297403016346734,0.08720840411886786,1.4287597969690384,1.5809392110794647,1.578539958716159
base,False,1,0.1,0.3,3,A7,AP,T1,0.005554489472425612,0.0544149889636511,0.005078736221801324,0.0039276368102145855,0.16413568427368078,1.777807859132568,1.7641272631041633,1.756483797229196
base,False,1,0.1,0.3,3,A7,AP,T2,0.005764041603891588,0.05905838801820195,0.005928777596948174,0.004075813284270495,0.6829657454820054,7.067967401289472,1.9464908287648033,1.8227499996267484
base,False,1,0.1,0.3,3,A7,SL,T1,0.004374856753514307,0.07265744718588717,0.0035784091524385326,0.0030935063447001237,0.17616346510553324,3.2227134646490576,1.3946152116061794,1.3834511778075056
base,False,1,0.1,0.3,3,A7,SL,T2,0.004488185838546054,0.07807012498993694,0.004051998056987913,0.0031736425099135666,0.5086819448397042,8.608672031613002,1.507686436009264,1.4192889811918272
base,False,1,0.15,0.3,3,A1,AP,T1,0.006206491067416067,0.05844160923888327,0.005729002093878507,0.004388673864567817,-0.3154733761111051,-2.6232746143840453,1.9878475966469644,1.962664805052443
base,False,1,0.15,0.3,3,A1,AP,T2,0.006025863645665095,0.06020361722652762,0.005893119291145119,0.004260950351160299,0.20385363699752296,2.290211593658392,1.9164089495458076,1.905545398990752
base,False,1,0.15,0.3,3,A1,SL,T1,0.00465793819335306,0.07419835886410499,0.00396766373717385,0.0032936761512896923,-0.12689771996131488,-1.1072586121642212,1.4784181263272187,1.4729693891285442
base,False,1,0.15,0.3,3,A1,SL,T2,0.0045515036920863285,0.0771260312523903,0.003985718120076824,0.003218415217386168,0.20541534068311856,3.884220418834446,1.4538890370002968,1.4393118445658495
base,False,1,0.15,0.3,3,A2,AP,T1,0.006206491067416067,0.05844160923888327,0.005729002093878507,0.004388673864567817,-0.3154733761111051,-2.6232746143840453,1.9878475966469644,1.962664805052443
base,False,1,0.15,0.3,3,A2,AP,T2,0.006025863645665095,0.06020361722652762,0.005893119291145119,0.004260950351160299,0.20385363699752296,2.290211593658392,1.9164089495458076,1.905545398990752
base,False,1,0.15,0.3,3,A2,SL,T1,0.00465793819335306,0.07419835886410499,0.00396766373717385,0.0032936761512896923,-0.12689771996131488,-1.1072586121642212,1.4784181263272187,1.4729693891285442
base,False,1,0.15,0.3,3,A2,SL,T2,0.0045515036920863285,0.0771260312523903,0.003985718120076824,0.003218415217386168,0.20541534068311856,3.884220418834446,1.4538890370002968,1.4393118445658495
base,False,1,0.15,0.3,3,A3,AP,T1,0.006206491067416067,0.05844160923888327,0.005729002093878507,0.004388673864567817,-0.3154733761111051,-2.6232746143840453,1.9878475966469644,1.962664805052443
base,False,1,0.15,0.3,3,A3,AP,T2,0.006025863645665095,0.06020361722652762,0.005893119291145119,0.004260950351160299,0.20385363699752296,2.290211593658392,1.9164089495458076,1.905545398990752
base,False,1,0.15,0.3,3,A3,SL,T1,0.00465793819335306,0.07419835886410499,0.00396766373717385,0.0032936761512896923,-0.12689771996131488,-1.1072586121642212,1.4784181263272187,1.4729693891285442
base,False,1,0.15,0.3,3,A3,SL,T2,0.0045515036920863285,0.0771260312523903,0.003985718120076824,0.003218415217386168,0.20541534068311856,3.884220418834446,1.4538890370002968,1.4393118445658495
base,False,1,0.15,0.3,3,A4,AP,T1,0.006206491067416067,0.05844160923888327,0.005729002093878507,0.004388673864567817,-0.3154733761111051,-2.6232746143840453,1.9878475966469644,1.962664805052443
base,False,1,0.15,0.3,3,A4,AP,T2,0.006025863645665095,0.06020361722652762,0.005893119291145119,0.004260950351160299,0.20385363699752296,2.290211593658392,1.9164089495458076,1.905545398990752
base,False,1,0.15,0.3,3,A4,SL,T1,0.00465793819335306,0.07419835886410499,0.00396766373717385,0.0032936761512896923,-0.12689771996131488,-1.1072586121642212,1.4784181263272187,1.4729693891285442
base,False,1,0.15,0.3,3,A4,SL,T2,0.0045515036920863285,0.0771260312523903,0.003985718120076824,0.003218415217386168,0.20541534068311856,3.884220418834446,1.4538890370002968,1.4393118445658495
base,False,1,0.15,0.3,3,A5,AP,T1,0.006206491067416067,0.05844160923888327,0.005729002093878507,0.004388673864567817,-0.3154733761111051,-2.6232746143840453,1.9878475966469644,1.962664805052443
base,False,1,0.15,0.3,3,A5,AP,T2,0.006025863645665095,0.06020361722652762,0.005893119291145119,0.004260950351160299,0.20385363699752296,2.290211593658392,1.9164089495458076,1.905545398990752
base,False,1,0.15,0.3,3,A5,SL,T1,0.00465793819335306,0.07419835886410499,0.00396766373717385,0.0032936761512896923,-0.12689771996131488,-1.1072586121642212,1.4784181263272187,1.4729693891285442
base,False,1,0.15,0.3,3,A5,SL,T2,0.0045515036920863285,0.0771260312523903,0.003985718120076824,0.003218415217386168,0.20541534068311856,3.884220418834446,1.4538890370002968,1.4393118445658495
base,False,1,0.15,0.3,3,A6,AP,T1,0.00750810902120618,0.07068053945049053,0.00718471990470151,0.005309061348155886,-0.3567349800159156,-3.209850146250668,2.40091098995728,2.374272542786898
base,False,1,0.15,0.3,3,A6,AP,T2,0.007360466232872104,0.0732108412818117,0.007528046824285506,0.005204661609331572,0.16259203309271247,1.6687116466870096,2.333244159809921,2.3275837936635164
base,False,1,0.15,0.3,3,A6,SL,T1,0.005669906642563637,0.09105776352406714,0.005065143811246905,0.004009249481948924,-0.21324115121044382,-2.9796016015422606,1.8056089760152794,1.792981911101929
base,False,1,0.15,0.3,3,A6,SL,T2,0.005591249304590313,0.09500527096127144,0.005143337202188936,0.003953630066780134,0.11907190943398957,1.9114785919657897,1.7721043242867047,1.7681082768337937
base,False,1,0.15,0.3,3,A7,AP,T1,0.006329031194328695,0.06020361722652762,0.006172758509895592,0.004475323252523219,0.2143778542427731,2.290211593658392,2.012854041810396,2.001415395633443
base,False,1,0.15,0.3,3,A7,AP,T2,0.006515696773170109,0.06495793221161512,0.0070404276470368565,0.004607316409103528,0.7337048673514011,7.615545135263541,2.1871695915179132,2.0604442346227034
base,False,1,0.15,0.3,3,A7,SL,T1,0.004782803938272385,0.0771260312523903,0.004173810051460004,0.003381970007730443,0.21617865245684056,3.884220418834446,1.5278192582108419,1.5124554046964107
base,False,1,0.15,0.3,3,A7,SL,T2,0.004887803600892113,0.08264297198095108,0.004677149769190329,0.0034562163524238035,0.548491713101274,9.292797165027956,1.6400858736072694,1.545659213439169
base,False,1,0.2,0.3,3,A1,AP,T1,0.007023710709104239,0.06478658532507857,0.006953327384926631,0.004966538304253786,-0.23752133034176062,-1.868388555031331,2.2337453441190993,2.2210923466885744
base,False,1,0.2,0.3,3,A1,AP,T2,0.006863206082386829,0.06692335398532458,0.007234420918964555,0.0048530438268162834,0.2779608697171765,3.0397264485267224,2.1880527677428985,2.1703363271463614
base,False,1,0.2,0.3,3,A1,SL,T1,0.005127932236160212,0.07895234823889567,0.004934236573484539,0.003626013787768247,-0.07153712784643146,-0.2206240896529412,1.6231636291010854,1.6215945553266722
base,False,1,0.2,0.3,3,A1,SL,T2,0.005030757993630751,0.08212595000098064,0.005140136879486707,0.003557300878353593,0.2613316487240883,4.8161344585527,1.6121791219175463,1.5908653616972024
base,False,1,0.2,0.3,3,A2,AP,T1,0.007023710709104239,0.06478658532507857,0.006953327384926631,0.004966538304253786,-0.23752133034176062,-1.868388555031331,2.2337453441190993,2.2210923466885744
base,False,1,0.2,0.3,3,A2,AP,T2,0.006863206082386829,0.06692335398532458,0.007234420918964555,0.0048530438268162834,0.2779608697171765,3.0397264485267224,2.1880527677428985,2.1703363271463614
base,False,1,0.2,0.3,3,A2,SL,T1,0.005127932236160212,0.07895234823889567,0.004934236573484539,0.003626013787768247,-0.07153712784643146,-0.2206240896529412,1.6231636291010854,1.6215945553266722
base,False,1,0.2,0.3,3,A2,SL,T2,0.005030757993630751,0.08212595000098064,0.005140136879486707,0.003557300878353593,0.2613316487240883,4.8161344585527,1.6121791219175463,1.5908653616972024
base,False,1,0.2,0.3,3,A3,AP,T1,0.007023710709104239,0.06478658532507857,0.006953327384926631,0.004966538304253786,-0.23752133034176062,-1.868388555031331,2.2337453441190993,2.2210923466885744
base,False,1,0.2,0.3,3,A3,AP,T2,0.006863206082386829,0.06692335398532458,0.007234420918964555,0.0048530438268162834,0.2779608697171765,3.0397264485267224,2.1880527677428985,2.1703363271463614
base,False,1,0.2,0.3,3,A3,SL,T1,0.005127932236160212,0.07895234823889567,0.004934236573484539,0.003626013787768247,-0.07153712784643146,-0.2206240896529412,1.6231636291010854,1.6215945553266722
base,False,1,0.2,0.3,3,A3,SL,T2,0.005030757993630751,0.08212595000098064,0.005140136879486707,0.003557300878353593,0.2613316487240883,4.8161344585527,1.6121791219175463,1.5908653616972024
base,False,1,0.2,0.3,3,A4,AP,T1,0.007023710709104239,0.06478658532507857,0.006953327384926631,0.004966538304253786,-0.23752133034176062,-1.868388555031331,2.2337453441190993,2.2210923466885744
base,False,1,0.2,0.3,3,A4,AP,T2,0.006863206082386829,0.06692335398532458,0.007234420918964555,0.0048530438268162834,0.2779608697171765,3.0397264485267224,2.1880527677428985,2.1703363271463614
base,False,1,0.2,0.3,3,A4,SL,T1,0.005127932236160212,0.07895234823889567,0.004934236573484539,0.003626013787768247,-0.07153712784643146,-0.2206240896529412,1.6231636291010854,1.6215945553266722
base,False,1,0.2,0.3,3,A4,SL,T2,0.005030757993630751,0.08212595000098064,0.005140136879486707,0.003557300878353593,0.2613316487240883,4.8161344585527,1.6121791219175463,1.5908653616972024
base,False,1,0.2,0.3,3,A5,AP,T1,0.007023710709104239,0.06478658532507857,0.006953327384926631,0.004966538304253786,-0.23752133034176062,-1.868388555031331,2.2337453441190993,2.2210923466885744
base,False,1,0.2,0.3,3,A5,AP,T2,0.006863206082386829,0.06692335398532458,0.007234420918964555,0.0048530438268162834,0.2779608697171765,3.0397264485267224,2.1880527677428985,2.1703363271463614
base,False,1,0.2,0.3,3,A5,SL,T1,0.005127932236160212,0.07895234823889567,0.004934236573484539,0.003626013787768247,-0.07153712784643146,-0.2206240896529412,1.6231636291010854,1.6215945553266722
base,False,1,0.2,0.3,3,A5,SL,T2,0.005030757993630751,0.08212595000098064,0.005140136879486707,0.003557300878353593,0.2613316487240883,4.8161344585527,1.6121791219175463,1.5908653616972024
base,False,1,0.2,0.3,3,A6,AP,T1,0.008857263230444543,0.08148902818103272,0.009612313770655358,0.006263062208390934,-0.2639965580641209,-2.3589308157507904,2.813312447080178,2.800912564386559
base,False,1,0.2,0.3,3,A6,AP,T2,0.00873861103280152,0.08465088298550359,0.010199979786290078,0.006179162015332852,0.25148564199481627,2.519591912627555,2.7747974598277994,2.763391444992918
base,False,1,0.2,0.3,3,A6,SL,T1,0.006414311674718706,0.09913964391480032,0.006647611336012797,0.004535625960024134,-0.14938437535991253,-2.0583627386928383,2.03386675430095,2.028383451432019
base,False,1,0.2,0.3,3,A6,SL,T2,0.006342898756987903,0.1035096695992587,0.0069404750381208665,0.00448512914914768,0.18348440121060725,2.8773580130299194,2.0141655237995817,2.005800703993263
base,False,1,0.2,0.3,3,A7,AP,T1,0.0072070174492897135,0.06692335398532458,0.0075771367379478954,0.005096156391368191,0.29181491073870547,3.0397264485267224,2.2976540323698793,2.279059027633256
base,False,1,0.2,0.3,3,A7,AP,T2,0.007370446719310829,0.0718213409091059,0.008419822567106945,0.005211718914258548,0.8072971107976427,8.356550746013266,2.4665811938465265,2.330739900593796
base,False,1,0.2,0.3,3,A7,SL,T1,0.005286149106271809,0.08212595000098064,0.00537338678066298,0.0037378905689075723,0.27481585744173376,4.8161344585527,1.6940581600118947,1.6716271227082387
base,False,1,0.2,0.3,3,A7,SL,T2,0.00538485818026177,0.08782545515004012,0.005934547660696902,0.003807688773482414,0.6076846340122535,10.274441418567015,1.8080158682572993,1.7028416726616749
base,False,1,0.25,0.3,3,A1,AP,T1,0.007928773919563975,0.07195710636632828,0.00794154455674824,0.005606517837678,-0.1709041089242186,-1.1937760068058731,2.513103844998671,2.507298463836284
base,False,1,0.25,0.3,3,A1,AP,T2,0.007793226931092018,0.0745893518589905,0.008350028588818562,0.005510671163725496,0.3482976570968153,3.7853083693097487,2.488913241457589,2.4644347424814868
base,False,1,0.25,0.3,3,A1,SL,T1,0.005640451320693118,0.08502920618155554,0.0056442128757907915,0.003988421319971177,-0.0060223048472041645,0.8654822132984342,1.7836685688701939,1.783667320469508
base,False,1,0.25,0.3,3,A1,SL,T2,0.0055531248640368885,0.08854077036183862,0.005956835652728468,0.003926671881544601,0.3269386155002064,5.9618231507072394,1.786218798654831,1.7560522701669423
base,False,1,0.25,0.3,3,A2,AP,T1,0.007928773919563975,0.07195710636632828,0.00794154455674824,0.005606517837678,-0.1709041089242186,-1.1937760068058731,2.513103844998671,2.507298463836284
base,False,1,0.25,0.3,3,A2,AP,T2,0.007793226931092018,0.0745893518589905,0.008350028588818562,0.005510671163725496,0.3482976570968153,3.7853083693097487,2.488913241457589,2.4644347424814868
base,False,1,0.25,0.3,3,A2,SL,T1,0.005640451320693118,0.08502920618155554,0.0056442128757907915,0.003988421319971177,-0.0060223048472041645,0.8654822132984342,1.7836685688701939,1.783667320469508
base,False,1,0.25,0.3,3,A2,SL,T2,0.0055531248640368885,0.08854077036183862,0.005956835652728468,0.003926671881544601,0.3269386155002064,5.9618231507072394,1.786218798654831,1.7560522701669423
base,False,1,0.25,0.3,3,A3,AP,T1,0.007928773919563975,0.07195710636632828,0.00794154455674824,0.005606517837678,-0.1709041089242186,-1.1937760068058731,2.513103844998671,2.507298463836284
base,False,1,0.25,0.3,3,A3,AP,T2,0.007793226931092018,0.0745893518589905,0.008350028588818562,0.005510671163725496,0.3482976570968153,3.7853083693097487,2.488913241457589,2.4644347424814868
base,False,1,0.25,0.3,3,A3,SL,T1,0.005640451320693118,0.08502920618155554,0.0056442128757907915,0.003988421319971177,-0.0060223048472041645,0.8654822132984342,1.7836685688701939,1.783667320469508
base,False,1,0.25,0.3,3,A3,SL,T2,0.0055531248640368885,0.08854077036183862,0.005956835652728468,0.003926671881544601,0.3269386155002064,5.9618231507072394,1.786218798654831,1.7560522701669423
base,False,1,0.25,0.3,3,A4,AP,T1,0.007928773919563975,0.07195710636632828,0.00794154455674824,0.005606517837678,-0.1709041089242186,-1.1937760068058731,2.513103844998671,2.507298463836284
base,False,1,0.25,0.3,3,A4,AP,T2,0.007793226931092018,0.0745893518589905,0.008350028588818562,0.005510671163725496,0.3482976570968153,3.7853083693097487,2.488913241457589,2.4644347424814868
base,False,1,0.25,0.3,3,A4,SL,T1,0.005640451320693118,0.08502920618155554,0.0056442128757907915,0.003988421319971177,-0.0060223048472041645,0.8654822132984342,1.7836685688701939,1.783667320469508
base,False,1,0.25,0.3,3,A4,SL,T2,0.0055531248640368885,0.08854077036183862,0.005956835652728468,0.003926671881544601,0.3269386155002064,5.9618231507072394,1.786218798654831,1.7560522701669423
base,False,1,0.25,0.3,3,A5,AP,T1,0.007928773919563975,0.07195710636632828,0.00794154455674824,0.005606517837678,-0.1709041089242186,-1.1937760068058731,2.513103844998671,2.507298463836284
base,False,1,0.25,0.3,3,A5,AP,T2,0.007793226931092018,0.0745893518589905,0.008350028588818562,0.005510671163725496,0.3482976570968153,3.7853083693097487,2.488913241457589,2.4644347424814868
base,False,1,0.25,0.3,3,A5,SL,T1,0.005640451320693118,0.08502920618155554,0.0056442128757907915,0.003988421319971177,-0.0060223048472041645,0.8654822132984342,1.7836685688701939,1.783667320469508
base,False,1,0.25,0.3,3,A5,SL,T2,0.0055531248640368885,0.08854077036183862,0.005956835652728468,0.003926671881544601,0.3269386155002064,5.9618231507072394,1.786218798654831,1.7560522701669423
base,False,1,0.25,0.3,3,A6,AP,T1,0.01028021624318311,0.09297263253132805,0.011527484490679618,0.007269246963944558,-0.1537940464205261,-1.2706783224958926,3.2545094141097493,3.2508898167518057
base,False,1,0.25,0.3,3,A6,AP,T2,0.010181266113689547,0.09684702560664096,0.012256936597701204,0.00719927830653621,0.3654077196005078,3.699416099531411,3.2402526307589468,3.2195990383549793
base,False,1,0.25,0.3,3,A6,SL,T1,0.007270578293367848,0.10926495163232622,0.007936270270752842,0.005141100919956986,-0.07608647262090079,-0.9264061985023078,2.3004058689732005,2.299158731362229
base,False,1,0.25,0.3,3,A6,SL,T2,0.0072165562076121305,0.1141360887184726,0.00839225819281862,0.005102901345786928,0.2568744477265097,4.071393162509039,2.2964757244468794,2.282075447868128
base,False,1,0.25,0.3,3,A7,AP,T1,0.008183166353498085,0.0745893518589905,0.00873935914907851,0.005786401352215181,0.3663019856809575,3.7853083693097487,2.6135285224011926,2.5877444149108535
base,False,1,0.25,0.3,3,A7,AP,T2,0.008339343159764642,0.07984358010370167,0.009598016020095877,0.005896835583162855,0.8855037517019915,9.180971296020074,2.781818071561348,2.637131857460171
base,False,1,0.25,0.3,3,A7,SL,T1,0.005835093960554529,0.08854077036183862,0.006245699259318548,0.004126055138696046,0.34380571275268534,5.96182315070724,1.8769657622476354,1.8452187276445018
base,False,1,0.25,0.3,3,A7,SL,T2,0.005924899496443062,0.0945038375473273,0.006823279868201248,0.004189557559623819,0.6767666331000959,11.485101144130141,1.9920897006758314,1.8736177316344778
base,False,1,0.3,0.3,3,A1,AP,T1,0.008964122974279743,0.07993633065310704,0.009509149632806586,0.006338623835701743,-0.08618662829464112,-0.4043168178058893,2.836000326022036,2.8347045824566965
base,False,1,0.3,0.3,3,A1,AP,T2,0.008859036137463796,0.08306746991857347,0.010175942570367583,0.006264315849234881,0.4327671078085467,4.613151821246673,2.834688874562539,2.8014732068126134
