rhythm_state,p_beat_cv,W,p_N_beats,p_data_mode,axis,value,mcse,n
AF_rr0.1,0.1,0,5,retrospective,AP,3.65993,0.00414953,100000
AF_rr0.1,0.1,0,5,retrospective,SL,3.65993,0.00414953,100000
AF_rr0.1,0.1,0,7,prospective,AP,7,0,100000
AF_rr0.1,0.1,0,7,prospective,SL,7,0,100000
AF_rr0.1,0.1,0,7,retrospective,AP,3.97351,0.00552856,100000
AF_rr0.1,0.1,0,7,retrospective,SL,3.97351,0.00552856,100000
AF_rr0.1,0.1,0,10,prospective,AP,10,0,100000
AF_rr0.1,0.1,0,10,prospective,SL,10,0,100000
AF_rr0.1,0.1,0,10,retrospective,AP,4.07545,0.00611514,100000
AF_rr0.1,0.1,0,10,retrospective,SL,4.07545,0.00611514,100000
AF_rr0.1,0.1,0,13,prospective,AP,13,0,100000
AF_rr0.1,0.1,0,13,prospective,SL,13,0,100000
AF_rr0.1,0.1,0,13,retrospective,AP,4.07883,0.00615418,100000
AF_rr0.1,0.1,0,13,retrospective,SL,4.07883,0.00615418,100000
AF_rr0.1,0.1,0.1,1,prospective,AP,1,0,100000
AF_rr0.1,0.1,0.1,1,prospective,SL,1,0,100000
AF_rr0.1,0.1,0.1,1,retrospective,AP,1,0,100000
AF_rr0.1,0.1,0.1,1,retrospective,SL,1,0,100000
AF_rr0.1,0.1,0.1,3,prospective,AP,4.32524,0.00384621,100000
AF_rr0.1,0.1,0.1,3,prospective,SL,4.92372,0.00535426,100000
AF_rr0.1,0.1,0.1,3,retrospective,AP,3.28687,0.00376041,100000
AF_rr0.1,0.1,0.1,3,retrospective,SL,3.44691,0.00423282,100000
AF_rr0.1,0.1,0.1,5,prospective,AP,8.1222,0.00680947,100000
AF_rr0.1,0.1,0.1,5,prospective,SL,9.57525,0.010177,100000
AF_rr0.1,0.1,0.1,5,retrospective,AP,3.97496,0.00562914,100000
AF_rr0.1,0.1,0.1,5,retrospective,SL,4.01133,0.00581927,100000
AF_rr0.1,0.1,0.1,7,prospective,AP,12.0696,0.00966218,100000
AF_rr0.1,0.1,0.1,7,prospective,SL,14.4073,0.0142171,100000
AF_rr0.1,0.1,0.1,7,retrospective,AP,4.05609,0.00608002,100000
AF_rr0.1,0.1,0.1,7,retrospective,SL,4.05941,0.00610732,100000
AF_rr0.1,0.1,0.1,10,prospective,AP,18.0534,0.0129794,100000
AF_rr0.1,0.1,0.1,10,prospective,SL,21.2577,0.016438,100000
AF_rr0.1,0.1,0.1,10,retrospective,AP,4.06617,0.00612468,100000
AF_rr0.1,0.1,0.1,10,retrospective,SL,4.06616,0.00612459,100000
AF_rr0.1,0.1,0.1,13,prospective,AP,23.6419,0.0132563,100000
AF_rr0.1,0.1,0.1,13,prospective,SL,26.38,0.0127198,100000
AF_rr0.1,0.1,0.1,13,retrospective,AP,4.07719,0.00614333,100000
AF_rr0.1,0.1,0.1,13,retrospective,SL,4.07719,0.00614333,100000
AF_rr0.1,0.1,0.15,1,prospective,AP,1,0,100000
AF_rr0.1,0.1,0.15,1,prospective,SL,1,0,100000
AF_rr0.1,0.1,0.15,1,retrospective,AP,1,0,100000
AF_rr0.1,0.1,0.15,1,retrospective,SL,1,0,100000
AF_rr0.1,0.1,0.15,3,prospective,AP,3.6833,0.00275243,100000
AF_rr0.1,0.1,0.15,3,prospective,SL,4.1384,0.00402157,100000
AF_rr0.1,0.1,0.15,3,retrospective,AP,3.04452,0.00309087,100000
AF_rr0.1,0.1,0.15,3,retrospective,SL,3.2095,0.00359748,100000
AF_rr0.1,0.1,0.15,5,prospective,AP,6.60048,0.00476498,100000
AF_rr0.1,0.1,0.15,5,prospective,SL,7.64608,0.00756839,100000
AF_rr0.1,0.1,0.15,5,retrospective,AP,3.8854,0.00516766,100000
AF_rr0.1,0.1,0.15,5,retrospective,SL,3.94876,0.00547089,100000
AF_rr0.1,0.1,0.15,7,prospective,AP,9.58718,0.00671105,100000
AF_rr0.1,0.1,0.15,7,prospective,SL,11.2843,0.0108343,100000
AF_rr0.1,0.1,0.15,7,retrospective,AP,4.05105,0.00597759,100000
AF_rr0.1,0.1,0.15,7,retrospective,SL,4.06069,0.00605011,100000
AF_rr0.1,0.1,0.15,10,prospective,AP,14.1071,0.00936671,100000
AF_rr0.1,0.1,0.15,10,prospective,SL,16.6877,0.0144379,100000
AF_rr0.1,0.1,0.15,10,retrospective,AP,4.07133,0.00612901,100000
AF_rr0.1,0.1,0.15,10,retrospective,SL,4.0715,0.00613106,100000
AF_rr0.1,0.1,0.15,13,prospective,AP,18.6153,0.0112875,100000
AF_rr0.1,0.1,0.15,13,prospective,SL,21.7018,0.0150691,100000
AF_rr0.1,0.1,0.15,13,retrospective,AP,4.06255,0.00613667,100000
AF_rr0.1,0.1,0.15,13,retrospective,SL,4.06255,0.00613667,100000
AF_rr0.1,0.1,0.2,1,prospective,AP,1,0,100000
AF_rr0.1,0.1,0.2,1,prospective,SL,1,0,100000
AF_rr0.1,0.1,0.2,1,retrospective,AP,1,0,100000
AF_rr0.1,0.1,0.2,1,retrospective,SL,1,0,100000
AF_rr0.1,0.1,0.2,3,prospective,AP,3.36004,0.00202898,100000
AF_rr0.1,0.1,0.2,3,prospective,SL,3.714,0.00319474,100000
AF_rr0.1,0.1,0.2,3,retrospective,AP,2.89885,0.00263242,100000
AF_rr0.1,0.1,0.2,3,retrospective,SL,3.04738,0.00313443,100000
AF_rr0.1,0.1,0.2,5,prospective,AP,5.85256,0.00346776,100000
AF_rr0.1,0.1,0.2,5,prospective,SL,6.64242,0.00584887,100000
AF_rr0.1,0.1,0.2,5,retrospective,AP,3.80727,0.00478801,100000
AF_rr0.1,0.1,0.2,5,retrospective,SL,3.88078,0.00513008,100000
AF_rr0.1,0.1,0.2,7,prospective,AP,8.37842,0.00483144,100000
AF_rr0.1,0.1,0.2,7,prospective,SL,9.64166,0.00845763,100000
AF_rr0.1,0.1,0.2,7,retrospective,AP,4.02739,0.00582815,100000
AF_rr0.1,0.1,0.2,7,retrospective,SL,4.04274,0.00593725,100000
AF_rr0.1,0.1,0.2,10,prospective,AP,12.2098,0.00685454,100000
AF_rr0.1,0.1,0.2,10,prospective,SL,14.1899,0.0118369,100000
AF_rr0.1,0.1,0.2,10,retrospective,AP,4.08057,0.0061355,100000
AF_rr0.1,0.1,0.2,10,retrospective,SL,4.08104,0.00614094,100000
AF_rr0.1,0.1,0.2,13,prospective,AP,16.0257,0.00848137,100000
AF_rr0.1,0.1,0.2,13,prospective,SL,18.5569,0.0136101,100000
AF_rr0.1,0.1,0.2,13,retrospective,AP,4.07856,0.00612905,100000
AF_rr0.1,0.1,0.2,13,retrospective,SL,4.07858,0.00612937,100000
AF_rr0.1,0.1,0.25,1,prospective,AP,1,0,100000
AF_rr0.1,0.1,0.25,1,prospective,SL,1,0,100000
AF_rr0.1,0.1,0.25,1,retrospective,AP,1,0,100000
AF_rr0.1,0.1,0.25,1,retrospective,SL,1,0,100000
