u,view_errors,r_mean,beat_cv,N_beats,cell,axis,t_warn,t_adj,value,mcse,n
base,False,0.64,0.1,5,44,SL,4.0,6.0,0.00049,6.998284789861012e-05,100000
base,False,0.64,0.1,7,45,AP,2.0,4.0,0.06299,0.0007682594607292513,100000
base,False,0.64,0.1,7,45,SL,2.0,4.0,0.02929,0.000533217553161934,100000
base,False,0.64,0.1,7,45,AP,2.0,5.0,0.06356,0.0007714928800708403,100000
base,False,0.64,0.1,7,45,SL,2.0,5.0,0.02937,0.0005339232444836992,100000
base,False,0.64,0.1,7,45,AP,2.0,6.0,0.06365,0.0007720017972777006,100000
base,False,0.64,0.1,7,45,SL,2.0,6.0,0.02937,0.0005339232444836992,100000
base,False,0.64,0.1,7,45,AP,3.0,4.0,0.00823,0.0002856968165730938,100000
base,False,0.64,0.1,7,45,SL,3.0,4.0,0.0018,0.00013404327659379263,100000
base,False,0.64,0.1,7,45,AP,3.0,5.0,0.00941,0.0003053105288063286,100000
base,False,0.64,0.1,7,45,SL,3.0,5.0,0.00191,0.0001380707029025347,100000
base,False,0.64,0.1,7,45,AP,3.0,6.0,0.00956,0.0003077110072779328,100000
base,False,0.64,0.1,7,45,SL,3.0,6.0,0.00191,0.0001380707029025347,100000
base,False,0.64,0.1,7,45,AP,4.0,5.0,0.00147,0.00012115440974227888,100000
base,False,0.64,0.1,7,45,SL,4.0,5.0,0.00015,3.872692861562868e-05,100000
base,False,0.64,0.1,7,45,AP,4.0,6.0,0.00171,0.00013065511471044676,100000
base,False,0.64,0.1,7,45,SL,4.0,6.0,0.00016,3.9996799871989764e-05,100000
base,False,0.64,0.1,10,46,AP,2.0,4.0,0.03672,0.0005947406291821672,100000
base,False,0.64,0.1,10,46,SL,2.0,4.0,0.01321,0.0003610470315623714,100000
base,False,0.64,0.1,10,46,AP,2.0,5.0,0.03684,0.000595674528580835,100000
base,False,0.64,0.1,10,46,SL,2.0,5.0,0.01322,0.00036118183232272357,100000
base,False,0.64,0.1,10,46,AP,2.0,6.0,0.03686,0.0005958300126713994,100000
base,False,0.64,0.1,10,46,SL,2.0,6.0,0.01322,0.00036118183232272357,100000
base,False,0.64,0.1,10,46,AP,3.0,4.0,0.00364,0.00019044028985485187,100000
base,False,0.64,0.1,10,46,SL,3.0,4.0,0.00041,6.401811462390937e-05,100000
base,False,0.64,0.1,10,46,AP,3.0,5.0,0.00392,0.00019760145748450337,100000
base,False,0.64,0.1,10,46,SL,3.0,5.0,0.00043,6.556028523427884e-05,100000
base,False,0.64,0.1,10,46,AP,3.0,6.0,0.00396,0.0001986030815470898,100000
base,False,0.64,0.1,10,46,SL,3.0,6.0,0.00044,6.631790105243078e-05,100000
base,False,0.64,0.1,10,46,AP,4.0,5.0,0.00037,6.081637115119579e-05,100000
base,False,0.64,0.1,10,46,SL,4.0,5.0,3e-05,1.732024826611905e-05,100000
base,False,0.64,0.1,10,46,AP,4.0,6.0,0.00041,6.401811462390937e-05,100000
base,False,0.64,0.1,10,46,SL,4.0,6.0,4e-05,1.9999599995999918e-05,100000
base,False,0.64,0.1,13,47,AP,2.0,4.0,0.02195,0.0004633378626876936,100000
base,False,0.64,0.1,13,47,SL,2.0,4.0,0.00621,0.00024842374886471704,100000
base,False,0.64,0.1,13,47,AP,2.0,5.0,0.02198,0.0004636472754152665,100000
base,False,0.64,0.1,13,47,SL,2.0,5.0,0.00622,0.0002486224366383694,100000
base,False,0.64,0.1,13,47,AP,2.0,6.0,0.02198,0.0004636472754152665,100000
base,False,0.64,0.1,13,47,SL,2.0,6.0,0.00622,0.0002486224366383694,100000
base,False,0.64,0.1,13,47,AP,3.0,4.0,0.00171,0.00013065511471044676,100000
base,False,0.64,0.1,13,47,SL,3.0,4.0,0.00021,4.582094499243768e-05,100000
base,False,0.64,0.1,13,47,AP,3.0,5.0,0.00182,0.0001347845540112071,100000
base,False,0.64,0.1,13,47,SL,3.0,5.0,0.00022,4.689899785709712e-05,100000
base,False,0.64,0.1,13,47,AP,3.0,6.0,0.00183,0.00013515365699824774,100000
base,False,0.64,0.1,13,47,SL,3.0,6.0,0.00022,4.689899785709712e-05,100000
base,False,0.64,0.1,13,47,AP,4.0,5.0,0.00018,4.242258832273203e-05,100000
base,False,0.64,0.1,13,47,SL,4.0,5.0,1e-05,9.999949999874999e-06,100000
base,False,0.64,0.1,13,47,AP,4.0,6.0,0.0002,4.4716887190411634e-05,100000
base,False,0.64,0.1,13,47,SL,4.0,6.0,1e-05,9.999949999874999e-06,100000
base,False,0.64,0.15,1,48,AP,2.0,4.0,0.33957,0.001497538697663603,100000
base,False,0.64,0.15,1,48,SL,2.0,4.0,0.29712,0.001445128733365993,100000
base,False,0.64,0.15,1,48,AP,2.0,5.0,0.38547,0.0015390999938275616,100000
base,False,0.64,0.15,1,48,SL,2.0,5.0,0.32021,0.001475383190564404,100000
base,False,0.64,0.15,1,48,AP,2.0,6.0,0.40587,0.001552866842649427,100000
base,False,0.64,0.15,1,48,SL,2.0,6.0,0.3274,0.0014839448776824563,100000
base,False,0.64,0.15,1,48,AP,3.0,4.0,0.15126,0.001133050803803607,100000
base,False,0.64,0.15,1,48,SL,3.0,4.0,0.11376,0.0010040849685161112,100000
base,False,0.64,0.15,1,48,AP,3.0,5.0,0.21922,0.0013082912198742298,100000
base,False,0.64,0.15,1,48,SL,3.0,5.0,0.1516,0.0011340962922080295,100000
base,False,0.64,0.15,1,48,AP,3.0,6.0,0.25013,0.0013695436579386582,100000
base,False,0.64,0.15,1,48,SL,3.0,6.0,0.16354,0.0011695925290459066,100000
base,False,0.64,0.15,1,48,AP,4.0,5.0,0.0893,0.0009018065757134398,100000
base,False,0.64,0.15,1,48,SL,4.0,5.0,0.05137,0.0006980768088111794,100000
base,False,0.64,0.15,1,48,AP,4.0,6.0,0.13095,0.0010667806592734985,100000
base,False,0.64,0.15,1,48,SL,4.0,6.0,0.06879,0.0008003620174645971,100000
base,False,0.64,0.15,3,49,AP,2.0,4.0,0.25713,0.0013820787354561245,100000
base,False,0.64,0.15,3,49,SL,2.0,4.0,0.16974,0.0011871323953123341,100000
base,False,0.64,0.15,3,49,AP,2.0,5.0,0.27447,0.0014111563311695837,100000
base,False,0.64,0.15,3,49,SL,2.0,5.0,0.17392,0.0011986318600804835,100000
base,False,0.64,0.15,3,49,AP,2.0,6.0,0.27924,0.0014186790419259741,100000
base,False,0.64,0.15,3,49,SL,2.0,6.0,0.17479,0.001200993155267756,100000
base,False,0.64,0.15,3,49,AP,3.0,4.0,0.0897,0.0009036255308478175,100000
base,False,0.64,0.15,3,49,SL,3.0,4.0,0.04285,0.0006404207796441337,100000
base,False,0.64,0.15,3,49,AP,3.0,5.0,0.11804,0.0010203262145020093,100000
base,False,0.64,0.15,3,49,SL,3.0,5.0,0.05074,0.0006940133456930062,100000
base,False,0.64,0.15,3,49,AP,3.0,6.0,0.12641,0.0010508592289169847,100000
base,False,0.64,0.15,3,49,SL,3.0,6.0,0.05241,0.0007047211640074392,100000
base,False,0.64,0.15,3,49,AP,4.0,5.0,0.03828,0.000606750703337046,100000
base,False,0.64,0.15,3,49,SL,4.0,5.0,0.01092,0.000328644999961965,100000
base,False,0.64,0.15,3,49,AP,4.0,6.0,0.05009,0.0006897897643485296,100000
base,False,0.64,0.15,3,49,SL,4.0,6.0,0.01371,0.0003677232097651711,100000
base,False,0.64,0.15,5,50,AP,2.0,4.0,0.19563,0.0012544277703399266,100000
base,False,0.64,0.15,5,50,SL,2.0,4.0,0.11032,0.0009907042828210645,100000
base,False,0.64,0.15,5,50,AP,2.0,5.0,0.20459,0.001275668185305254,100000
base,False,0.64,0.15,5,50,SL,2.0,5.0,0.11217,0.0009979373281925074,100000
base,False,0.64,0.15,5,50,AP,2.0,6.0,0.20682,0.0012808024344136766,100000
base,False,0.64,0.15,5,50,SL,2.0,6.0,0.11247,0.0009991020923809538,100000
base,False,0.64,0.15,5,50,AP,3.0,4.0,0.05747,0.0007359836893573117,100000
base,False,0.64,0.15,5,50,SL,3.0,4.0,0.02115,0.00045500195054526963,100000
base,False,0.64,0.15,5,50,AP,3.0,5.0,0.0727,0.0008210646137789644,100000
base,False,0.64,0.15,5,50,SL,3.0,5.0,0.0247,0.0004908147308302798,100000
base,False,0.64,0.15,5,50,AP,3.0,6.0,0.07679,0.0008419815669003687,100000
base,False,0.64,0.15,5,50,SL,3.0,6.0,0.0253,0.0004965874545334387,100000
base,False,0.64,0.15,5,50,AP,4.0,5.0,0.02039,0.0004469255855285083,100000
base,False,0.64,0.15,5,50,SL,4.0,5.0,0.00465,0.0002151366426251,100000
base,False,0.64,0.15,5,50,AP,4.0,6.0,0.02647,0.0005076350963044222,100000
base,False,0.64,0.15,5,50,SL,4.0,6.0,0.00556,0.0002351400944118208,100000
base,False,0.64,0.15,7,51,AP,2.0,4.0,0.15626,0.0011482282543118334,100000
base,False,0.64,0.15,7,51,SL,2.0,4.0,0.07682,0.000842132338768676,100000
base,False,0.64,0.15,7,51,AP,2.0,5.0,0.16154,0.0011638076662404317,100000
base,False,0.64,0.15,7,51,SL,2.0,5.0,0.07774,0.0008467378130212446,100000
base,False,0.64,0.15,7,51,AP,2.0,6.0,0.16254,0.0011667079686022547,100000
base,False,0.64,0.15,7,51,SL,2.0,6.0,0.07783,0.000847186467668128,100000
base,False,0.64,0.15,7,51,AP,3.0,4.0,0.04038,0.0006224906071580519,100000
base,False,0.64,0.15,7,51,SL,3.0,4.0,0.01204,0.0003448918439163211,100000
base,False,0.64,0.15,7,51,AP,3.0,5.0,0.04926,0.0006843497088477498,100000
base,False,0.64,0.15,7,51,SL,3.0,5.0,0.01377,0.0003685157676409518,100000
base,False,0.64,0.15,7,51,AP,3.0,6.0,0.05115,0.0006966611622589564,100000
base,False,0.64,0.15,7,51,SL,3.0,6.0,0.01403,0.00037192955112494083,100000
base,False,0.64,0.15,7,51,AP,4.0,5.0,0.01207,0.00034531601613594466,100000
base,False,0.64,0.15,7,51,SL,4.0,5.0,0.00235,0.00015311686713095983,100000
base,False,0.64,0.15,7,51,AP,4.0,6.0,0.01484,0.00038235813578371783,100000
base,False,0.64,0.15,7,51,SL,4.0,6.0,0.00278,0.0001665013993935186,100000
base,False,0.64,0.15,10,52,AP,2.0,4.0,0.11644,0.001014306296934018,100000
base,False,0.64,0.15,10,52,SL,2.0,4.0,0.04862,0.0006801183397027314,100000
base,False,0.64,0.15,10,52,AP,2.0,5.0,0.11935,0.0010252101126110686,100000
base,False,0.64,0.15,10,52,SL,2.0,5.0,0.04895,0.0006823041660432684,100000
base,False,0.64,0.15,10,52,AP,2.0,6.0,0.1198,0.0010268785712049893,100000
base,False,0.64,0.15,10,52,SL,2.0,6.0,0.04899,0.0006825685306253138,100000
base,False,0.64,0.15,10,52,AP,3.0,4.0,0.02473,0.0004911051526913559,100000
base,False,0.64,0.15,10,52,SL,3.0,4.0,0.00631,0.0002504033526133386,100000
base,False,0.64,0.15,10,52,AP,3.0,5.0,0.02952,0.0005352435856691792,100000
base,False,0.64,0.15,10,52,SL,3.0,5.0,0.00696,0.0002628984290557857,100000
base,False,0.64,0.15,10,52,AP,3.0,6.0,0.03051,0.0005438670784300149,100000
base,False,0.64,0.15,10,52,SL,3.0,6.0,0.00705,0.0002645807532682602,100000
base,False,0.64,0.15,10,52,AP,4.0,5.0,0.00626,0.00024941556487116033,100000
base,False,0.64,0.15,10,52,SL,4.0,5.0,0.0009,9.482562944689584e-05,100000
base,False,0.64,0.15,10,52,AP,4.0,6.0,0.00767,0.0002758835098370325,100000
base,False,0.64,0.15,10,52,SL,4.0,6.0,0.00106,0.00010290172010224125,100000
base,False,0.64,0.15,13,53,AP,2.0,4.0,0.088,0.0008958571314668427,100000
base,False,0.64,0.15,13,53,SL,2.0,4.0,0.0317,0.0005540316777946907,100000
base,False,0.64,0.15,13,53,AP,2.0,5.0,0.08946,0.0009025348104089947,100000
base,False,0.64,0.15,13,53,SL,2.0,5.0,0.03188,0.0005555507681571506,100000
base,False,0.64,0.15,13,53,AP,2.0,6.0,0.08973,0.0009037617335337894,100000
base,False,0.64,0.15,13,53,SL,2.0,6.0,0.03191,0.0005558034895536371,100000
base,False,0.64,0.15,13,53,AP,3.0,4.0,0.01702,0.00040902713357428993,100000
base,False,0.64,0.15,13,53,SL,3.0,4.0,0.00348,0.00018622270538256068,100000
base,False,0.64,0.15,13,53,AP,3.0,5.0,0.01973,0.000439780935239353,100000
base,False,0.64,0.15,13,53,SL,3.0,5.0,0.0039,0.00019709870623624092,100000
base,False,0.64,0.15,13,53,AP,3.0,6.0,0.02029,0.0004458510502398755,100000
base,False,0.64,0.15,13,53,SL,3.0,6.0,0.00395,0.00019835315727257787,100000
base,False,0.64,0.15,13,53,AP,4.0,5.0,0.0037,0.0001919976562356947,100000
base,False,0.64,0.15,13,53,SL,4.0,5.0,0.00054,7.346484873733832e-05,100000
base,False,0.64,0.15,13,53,AP,4.0,6.0,0.00448,0.0002111854540445435,100000
base,False,0.64,0.15,13,53,SL,4.0,6.0,0.00062,7.871566553107457e-05,100000
base,False,0.64,0.2,1,54,AP,2.0,4.0,0.34991,0.001508220779262771,100000
base,False,0.64,0.2,1,54,SL,2.0,4.0,0.32735,0.0014838867123200476,100000
base,False,0.64,0.2,1,54,AP,2.0,5.0,0.41472,0.0015579708649393928,100000
base,False,0.64,0.2,1,54,SL,2.0,5.0,0.36488,0.0015223093824843885,100000
base,False,0.64,0.2,1,54,AP,2.0,6.0,0.44769,0.0015724619674256036,100000
base,False,0.64,0.2,1,54,SL,2.0,6.0,0.37938,0.001534440665519524,100000
base,False,0.64,0.2,1,54,AP,3.0,4.0,0.16656,0.0011782095161727393,100000
base,False,0.64,0.2,1,54,SL,3.0,4.0,0.13821,0.0010913660976042824,100000
base,False,0.64,0.2,1,54,AP,3.0,5.0,0.25544,0.0013790953788625354,100000
base,False,0.64,0.2,1,54,SL,3.0,5.0,0.19505,0.0012530183458353673,100000
base,False,0.64,0.2,1,54,AP,3.0,6.0,0.30195,0.001451813340274844,100000
base,False,0.64,0.2,1,54,SL,3.0,6.0,0.21811,0.001305902093956511,100000
base,False,0.64,0.2,1,54,AP,4.0,5.0,0.11328,0.001002235708803074,100000
base,False,0.64,0.2,1,54,SL,4.0,5.0,0.07525,0.0008341908504652877,100000
base,False,0.64,0.2,1,54,AP,4.0,6.0,0.17385,0.00119844139406147,100000
base,False,0.64,0.2,1,54,SL,4.0,6.0,0.1064,0.0009750848168236443,100000
base,False,0.64,0.2,3,55,AP,2.0,4.0,0.30852,0.001460600594276204,100000
base,False,0.64,0.2,3,55,SL,2.0,4.0,0.2234,0.0013171652895517705,100000
base,False,0.64,0.2,3,55,AP,2.0,5.0,0.34133,0.0014994126553420843,100000
base,False,0.64,0.2,3,55,SL,2.0,5.0,0.23546,0.0013417100595881364,100000
base,False,0.64,0.2,3,55,AP,2.0,6.0,0.35466,0.0015128657719705341,100000
base,False,0.64,0.2,3,55,SL,2.0,6.0,0.23873,0.00134810232215511,100000
base,False,0.64,0.2,3,55,AP,3.0,4.0,0.1279,0.0010561325200939512,100000
base,False,0.64,0.2,3,55,SL,3.0,4.0,0.07034,0.0008086549597943488,100000
base,False,0.64,0.2,3,55,AP,3.0,5.0,0.17777,0.0012089988713807802,100000
base,False,0.64,0.2,3,55,SL,3.0,5.0,0.09004,0.000905167378996835,100000
base,False,0.64,0.2,3,55,AP,3.0,6.0,0.19867,0.0012617457394419843,100000
base,False,0.64,0.2,3,55,SL,3.0,6.0,0.09578,0.0009306244763598258,100000
base,False,0.64,0.2,3,55,AP,4.0,5.0,0.06656,0.0007882243741473617,100000
base,False,0.64,0.2,3,55,SL,4.0,5.0,0.02623,0.0005053908101657567,100000
base,False,0.64,0.2,3,55,AP,4.0,6.0,0.09512,0.0009277509665853224,100000
base,False,0.64,0.2,3,55,SL,4.0,6.0,0.0344,0.00057633878925507,100000
base,False,0.64,0.2,5,56,AP,2.0,4.0,0.26702,0.0013990007848460986,100000
base,False,0.64,0.2,5,56,SL,2.0,4.0,0.16784,0.0011818195056775803,100000
base,False,0.64,0.2,5,56,AP,2.0,5.0,0.28851,0.0014327315865157715,100000
base,False,0.64,0.2,5,56,SL,2.0,5.0,0.17426,0.001199555969515387,100000
base,False,0.64,0.2,5,56,AP,2.0,6.0,0.29566,0.0014430702145079427,100000
base,False,0.64,0.2,5,56,SL,2.0,6.0,0.1758,0.0012037207317314095,100000
base,False,0.64,0.2,5,56,AP,3.0,4.0,0.09766,0.0009387359820524619,100000
base,False,0.64,0.2,5,56,SL,3.0,4.0,0.04513,0.0006564547440608531,100000
base,False,0.64,0.2,5,56,AP,3.0,5.0,0.13095,0.0010667806592734985,100000
base,False,0.64,0.2,5,56,SL,3.0,5.0,0.05575,0.0007255476379949148,100000
base,False,0.64,0.2,5,56,AP,3.0,6.0,0.14254,0.0011055421674454574,100000
base,False,0.64,0.2,5,56,SL,3.0,6.0,0.05853,0.0007423222959065691,100000
base,False,0.64,0.2,5,56,AP,4.0,5.0,0.04426,0.0006503925922087367,100000
base,False,0.64,0.2,5,56,SL,4.0,5.0,0.01416,0.0003736240677472478,100000
base,False,0.64,0.2,5,56,AP,4.0,6.0,0.06055,0.0007542128181090534,100000
base,False,0.64,0.2,5,56,SL,4.0,6.0,0.01815,0.0004221442585183411,100000
base,False,0.64,0.2,7,57,AP,2.0,4.0,0.23754,0.0013457887962083797,100000
base,False,0.64,0.2,7,57,SL,2.0,4.0,0.13024,0.0010643192303063963,100000
base,False,0.64,0.2,7,57,AP,2.0,5.0,0.25266,0.0013741285398389774,100000
base,False,0.64,0.2,7,57,SL,2.0,5.0,0.13418,0.0010778484476029087,100000
base,False,0.64,0.2,7,57,AP,2.0,6.0,0.25723,0.0013822544161622345,100000
base,False,0.64,0.2,7,57,SL,2.0,6.0,0.13501,0.001080658595024349,100000
base,False,0.64,0.2,7,57,AP,3.0,4.0,0.07951,0.0008555007884274567,100000
base,False,0.64,0.2,7,57,SL,3.0,4.0,0.03083,0.0005466215427514726,100000
base,False,0.64,0.2,7,57,AP,3.0,5.0,0.10452,0.0009674480327128689,100000
base,False,0.64,0.2,7,57,SL,3.0,5.0,0.03709,0.0005976146910844813,100000
base,False,0.64,0.2,7,57,AP,3.0,6.0,0.11259,0.0009995673659138737,100000
base,False,0.64,0.2,7,57,SL,3.0,6.0,0.03857,0.0006089528315066775,100000
base,False,0.64,0.2,7,57,AP,4.0,5.0,0.03382,0.0005716310663356219,100000
base,False,0.64,0.2,7,57,SL,4.0,5.0,0.00843,0.0002891182301412348,100000
base,False,0.64,0.2,7,57,AP,4.0,6.0,0.04522,0.0006570780136330845,100000
base,False,0.64,0.2,7,57,SL,4.0,6.0,0.01045,0.00032157110411229424,100000
base,False,0.64,0.2,10,58,AP,2.0,4.0,0.19941,0.001263509603841617,100000
base,False,0.64,0.2,10,58,SL,2.0,4.0,0.09797,0.0009400631845785687,100000
base,False,0.64,0.2,10,58,AP,2.0,5.0,0.20897,0.0012856964614558135,100000
base,False,0.64,0.2,10,58,SL,2.0,5.0,0.10006,0.0009489362275727489,100000
base,False,0.64,0.2,10,58,AP,2.0,6.0,0.21172,0.0012918770901289333,100000
base,False,0.64,0.2,10,58,SL,2.0,6.0,0.1006,0.000951207863718546,100000
base,False,0.64,0.2,10,58,AP,3.0,4.0,0.06081,0.0007557257697075044,100000
base,False,0.64,0.2,10,58,SL,3.0,4.0,0.0197,0.0004394531829444406,100000
base,False,0.64,0.2,10,58,AP,3.0,5.0,0.07706,0.0008433371591481073,100000
base,False,0.64,0.2,10,58,SL,3.0,5.0,0.02349,0.0004789386171525533,100000
base,False,0.64,0.2,10,58,AP,3.0,6.0,0.08163,0.0008658322187352466,100000
base,False,0.64,0.2,10,58,SL,3.0,6.0,0.02438,0.00048770498869706063,100000
base,False,0.64,0.2,10,58,AP,4.0,5.0,0.02217,0.00046560166558980436,100000
base,False,0.64,0.2,10,58,SL,4.0,5.0,0.00506,0.00022437460640634002,100000
base,False,0.64,0.2,10,58,AP,4.0,6.0,0.02866,0.000527623013144802,100000
base,False,0.64,0.2,10,58,SL,4.0,6.0,0.00627,0.0002496134431475997,100000
base,False,0.64,0.2,13,59,AP,2.0,4.0,0.15918,0.0011568998556487073,100000
base,False,0.64,0.2,13,59,SL,2.0,4.0,0.06661,0.0007884992574505065,100000
base,False,0.64,0.2,13,59,AP,2.0,5.0,0.16582,0.0011761110814884792,100000
base,False,0.64,0.2,13,59,SL,2.0,5.0,0.0676,0.000793915864559967,100000
base,False,0.64,0.2,13,59,AP,2.0,6.0,0.16753,0.001180947497139479,100000
base,False,0.64,0.2,13,59,SL,2.0,6.0,0.06779,0.0007949497839486466,100000
base,False,0.64,0.2,13,59,AP,3.0,4.0,0.0442,0.0006499719993968971,100000
base,False,0.64,0.2,13,59,SL,3.0,4.0,0.0122,0.00034714780713696004,100000
base,False,0.64,0.2,13,59,AP,3.0,5.0,0.05531,0.0007228471754112345,100000
base,False,0.64,0.2,13,59,SL,3.0,5.0,0.01416,0.0003736240677472478,100000
base,False,0.64,0.2,13,59,AP,3.0,6.0,0.05832,0.0007410720450806386,100000
base,False,0.64,0.2,13,59,SL,3.0,6.0,0.01456,0.0003787876238738536,100000
base,False,0.64,0.2,13,59,AP,4.0,5.0,0.0151,0.00038564219167513296,100000
base,False,0.64,0.2,13,59,SL,4.0,5.0,0.00273,0.00016500142726655426,100000
base,False,0.64,0.2,13,59,AP,4.0,6.0,0.01942,0.00043638129657445223,100000
base,False,0.64,0.2,13,59,SL,4.0,6.0,0.00338,0.00018353679740041234,100000
base,False,0.64,0.25,1,60,AP,2.0,4.0,0.3446,0.001502833457173482,100000
base,False,0.64,0.25,1,60,SL,2.0,4.0,0.34318,0.0015013576775705381,100000
base,False,0.64,0.25,1,60,AP,2.0,5.0,0.41985,0.0015606920820584694,100000
base,False,0.64,0.25,1,60,SL,2.0,5.0,0.39352,0.0015448689575494746,100000
base,False,0.64,0.25,1,60,AP,2.0,6.0,0.46444,0.0015771350176823798,100000
base,False,0.64,0.25,1,60,SL,2.0,6.0,0.41779,0.0015596201970351628,100000
base,False,0.64,0.25,1,60,AP,3.0,4.0,0.1667,0.0011786055743971348,100000
base,False,0.64,0.25,1,60,SL,3.0,4.0,0.15388,0.0011410562895843481,100000
base,False,0.64,0.25,1,60,AP,3.0,5.0,0.26606,0.0013973978545854435,100000
base,False,0.64,0.25,1,60,SL,3.0,5.0,0.22688,0.0013244072847881803,100000
base,False,0.64,0.25,1,60,AP,3.0,6.0,0.32554,0.0014817682288401249,100000
base,False,0.64,0.25,1,60,SL,3.0,6.0,0.26164,0.0013899083077670987,100000
base,False,0.64,0.25,1,60,AP,4.0,5.0,0.12385,0.00104168698513517,100000
base,False,0.64,0.25,1,60,SL,4.0,5.0,0.09422,0.0009238105411825523,100000
base,False,0.64,0.25,1,60,AP,4.0,6.0,0.19925,0.0012631288038042676,100000
base,False,0.64,0.25,1,60,SL,4.0,6.0,0.14028,0.0010981872408656003,100000
base,False,0.64,0.25,3,61,AP,2.0,4.0,0.33597,0.0014936336870196788,100000
base,False,0.64,0.25,3,61,SL,2.0,4.0,0.26755,0.0013998821289665784,100000
base,False,0.64,0.25,3,61,AP,2.0,5.0,0.38541,0.0015390553333132632,100000
base,False,0.64,0.25,3,61,SL,2.0,5.0,0.28905,0.0014335274587534066,100000
base,False,0.64,0.25,3,61,AP,2.0,6.0,0.40849,0.0015544321146322216,100000
base,False,0.64,0.25,3,61,SL,2.0,6.0,0.29688,0.0014447915614371506,100000
base,False,0.64,0.25,3,61,AP,3.0,4.0,0.14941,0.0011273271570400492,100000
base,False,0.64,0.25,3,61,SL,3.0,4.0,0.0978,0.0009393357227317611,100000
base,False,0.64,0.25,3,61,AP,3.0,5.0,0.22018,0.0013103463954237443,100000
base,False,0.64,0.25,3,61,SL,3.0,5.0,0.13127,0.0010678866377102018,100000
base,False,0.64,0.25,3,61,AP,3.0,6.0,0.2538,0.0013761742622211768,100000
base,False,0.64,0.25,3,61,SL,3.0,6.0,0.14343,0.0011084125364682592,100000
base,False,0.64,0.25,3,61,AP,4.0,5.0,0.09138,0.0009112063191176848,100000
base,False,0.64,0.25,3,61,SL,4.0,5.0,0.04361,0.0006458186115311326,100000
base,False,0.64,0.25,3,61,AP,4.0,6.0,0.13593,0.0010837575148528382,100000
base,False,0.64,0.25,3,61,SL,4.0,6.0,0.06016,0.0007519359972763639,100000
base,False,0.64,0.25,5,62,AP,2.0,4.0,0.30836,0.0014603907367550645,100000
base,False,0.64,0.25,5,62,SL,2.0,4.0,0.21675,0.0013029560142230436,100000
base,False,0.64,0.25,5,62,AP,2.0,5.0,0.34387,0.0015020766395227641,100000
base,False,0.64,0.25,5,62,SL,2.0,5.0,0.22947,0.0013297124467342553,100000
base,False,0.64,0.25,5,62,AP,2.0,6.0,0.35873,0.0015167161471415804,100000
base,False,0.64,0.25,5,62,SL,2.0,6.0,0.2335,0.0013378256612877478,100000
base,False,0.64,0.25,5,62,AP,3.0,4.0,0.12671,0.0010519247877106043,100000
base,False,0.64,0.25,5,62,SL,3.0,4.0,0.07143,0.0008144185355208954,100000
base,False,0.64,0.25,5,62,AP,3.0,5.0,0.17992,0.0012146966436110704,100000
base,False,0.64,0.25,5,62,SL,3.0,5.0,0.09194,0.000913712407708246,100000
base,False,0.64,0.25,5,62,AP,3.0,6.0,0.20232,0.0012703803273035991,100000
base,False,0.64,0.25,5,62,SL,3.0,6.0,0.09824,0.0009412167784309839,100000
base,False,0.64,0.25,5,62,AP,4.0,5.0,0.0692,0.0008025668819481651,100000
base,False,0.64,0.25,5,62,SL,4.0,5.0,0.02733,0.000515587733562388,100000
base,False,0.64,0.25,5,62,AP,4.0,6.0,0.09926,0.0009455551406449018,100000
base,False,0.64,0.25,5,62,SL,4.0,6.0,0.03641,0.000592320115309281,100000
base,False,0.64,0.25,7,63,AP,2.0,4.0,0.28287,0.0014242702099671958,100000
base,False,0.64,0.25,7,63,SL,2.0,4.0,0.18481,0.0012274170599270648,100000
base,False,0.64,0.25,7,63,AP,2.0,5.0,0.31087,0.0014636592605521271,100000
base,False,0.64,0.25,7,63,SL,2.0,5.0,0.19358,0.0012494270030698072,100000
base,False,0.64,0.25,7,63,AP,2.0,6.0,0.32179,0.0014772988726049988,100000
base,False,0.64,0.25,7,63,SL,2.0,6.0,0.19594,0.0012551793353939508,100000
base,False,0.64,0.25,7,63,AP,3.0,4.0,0.10959,0.0009878260570566056,100000
base,False,0.64,0.25,7,63,SL,3.0,4.0,0.05298,0.0007083298638346403,100000
base,False,0.64,0.25,7,63,AP,3.0,5.0,0.15212,0.0011356914440110923,100000
base,False,0.64,0.25,7,63,SL,3.0,5.0,0.06741,0.0007928801416355438,100000
base,False,0.64,0.25,7,63,AP,3.0,6.0,0.16869,0.0011842030396008955,100000
base,False,0.64,0.25,7,63,SL,3.0,6.0,0.0716,0.0008153124554426971,100000
base,False,0.64,0.25,7,63,AP,4.0,5.0,0.0553,0.000722785652873658,100000
base,False,0.64,0.25,7,63,SL,4.0,5.0,0.01891,0.0004307251083928124,100000
base,False,0.64,0.25,7,63,AP,4.0,6.0,0.07783,0.000847186467668128,100000
base,False,0.64,0.25,7,63,SL,4.0,6.0,0.02479,0.0004916854268737279,100000
base,False,0.64,0.25,10,64,AP,2.0,4.0,0.25543,0.0013790776450222082,100000
base,False,0.64,0.25,10,64,SL,2.0,4.0,0.14258,0.0011056714864732652,100000
base,False,0.64,0.25,10,64,AP,2.0,5.0,0.27631,0.0014140819774680674,100000
base,False,0.64,0.25,10,64,SL,2.0,5.0,0.14813,0.0011233321107312832,100000
base,False,0.64,0.25,10,64,AP,2.0,6.0,0.28322,0.001424803255189993,100000
