rhythm_state,p_beat_cv,p_N_beats,p_data_mode,axis,estimator,estimand,metric,W,v_win,se_win,v_none,se_none,diff,mcse_diff,lo95,hi95,ratio
AF_rr0.1,0.15,5,prospective,AP,A6,T1,relbias_pct,0.15,-2.1332,0.0747905,-2.14294,0.076653,0.00973802,0.107095,-0.200168,0.219644,0.995456
AF_rr0.1,0.15,5,prospective,AP,A6,T1,relbias_pct,0.2,-2.19093,0.0748516,-2.14294,0.076653,-0.0479912,0.107138,-0.257981,0.161998,1.0224
AF_rr0.1,0.15,5,prospective,AP,A6,T1,relbias_pct,0.25,-2.13747,0.0751409,-2.14294,0.076653,0.00546538,0.10734,-0.204921,0.215851,0.99745
AF_rr0.1,0.15,5,prospective,AP,A6,T1,rmse_mm,0.1,2.53655,0.0083174,2.59974,0.00845597,-0.0631909,0.011861,-0.0864384,-0.0399434,0.975693
AF_rr0.1,0.15,5,prospective,AP,A6,T1,rmse_mm,0.15,2.54478,0.00887136,2.59974,0.00845597,-0.0549537,0.0122558,-0.0789751,-0.0309323,0.978862
AF_rr0.1,0.15,5,prospective,AP,A6,T1,rmse_mm,0.2,2.54871,0.00823501,2.59974,0.00845597,-0.0510262,0.0118033,-0.0741608,-0.0278917,0.980373
AF_rr0.1,0.15,5,prospective,AP,A6,T1,rmse_mm,0.25,2.55918,0.00892879,2.59974,0.00845597,-0.0405536,0.0122974,-0.0646566,-0.0164506,0.984401
AF_rr0.1,0.15,5,prospective,AP,A6,T1,sd_err_mm,0.1,2.52532,0.00564681,2.5894,0.00579011,-0.0640857,0.00808776,-0.0799377,-0.0482337,0.975251
AF_rr0.1,0.15,5,prospective,AP,A6,T1,sd_err_mm,0.15,2.53411,0.00566647,2.5894,0.00579011,-0.0552917,0.0081015,-0.0711706,-0.0394127,0.978647
AF_rr0.1,0.15,5,prospective,AP,A6,T1,sd_err_mm,0.2,2.53692,0.00567275,2.5894,0.00579011,-0.0524856,0.00810589,-0.0683731,-0.036598,0.979731
AF_rr0.1,0.15,5,prospective,AP,A6,T1,sd_err_mm,0.25,2.54872,0.00569913,2.5894,0.00579011,-0.040688,0.00812437,-0.0566117,-0.0247642,0.984287
AF_rr0.1,0.15,5,prospective,AP,A6,T2,bias_mm,0.1,0.188385,0.00770843,0.192046,0.00790754,-0.00366012,0.0110431,-0.0253045,0.0179843,0.980941
AF_rr0.1,0.15,5,prospective,AP,A6,T2,bias_mm,0.15,0.192076,0.00772719,0.192046,0.00790754,3.03418e-05,0.0110562,-0.0216397,0.0217004,1.00016
AF_rr0.1,0.15,5,prospective,AP,A6,T2,bias_mm,0.2,0.185073,0.00774893,0.192046,0.00790754,-0.00697248,0.0110714,-0.0286724,0.0147274,0.963694
AF_rr0.1,0.15,5,prospective,AP,A6,T2,bias_mm,0.25,0.195116,0.00778894,0.192046,0.00790754,0.00307051,0.0110994,-0.0186843,0.0248254,1.01599
AF_rr0.1,0.15,5,prospective,AP,A6,T2,relbias_pct,0.1,1.83445,0.0756573,1.84933,0.0776309,-0.014875,0.1084,-0.227339,0.197589,0.991957
AF_rr0.1,0.15,5,prospective,AP,A6,T2,relbias_pct,0.15,1.87529,0.0756323,1.84933,0.0776309,0.0259597,0.108383,-0.18647,0.23839,1.01404
AF_rr0.1,0.15,5,prospective,AP,A6,T2,relbias_pct,0.2,1.84442,0.0758225,1.84933,0.0776309,-0.00490995,0.108515,-0.2176,0.20778,0.997345
AF_rr0.1,0.15,5,prospective,AP,A6,T2,relbias_pct,0.25,1.88324,0.0761194,1.84933,0.0776309,0.0339137,0.108723,-0.179184,0.247011,1.01834
AF_rr0.1,0.15,5,prospective,AP,A6,T2,rmse_mm,0.1,2.44488,0.00834106,2.50794,0.00825457,-0.0630592,0.011735,-0.0860599,-0.0400585,0.974856
AF_rr0.1,0.15,5,prospective,AP,A6,T2,rmse_mm,0.15,2.45108,0.00866767,2.50794,0.00825457,-0.0568578,0.0119694,-0.0803178,-0.0333978,0.977329
AF_rr0.1,0.15,5,prospective,AP,A6,T2,rmse_mm,0.2,2.4574,0.00807849,2.50794,0.00825457,-0.0505413,0.0115499,-0.073179,-0.0279035,0.979847
AF_rr0.1,0.15,5,prospective,AP,A6,T2,rmse_mm,0.25,2.47078,0.00896672,2.50794,0.00825457,-0.037152,0.0121877,-0.0610399,-0.0132641,0.985186
AF_rr0.1,0.15,5,prospective,AP,A6,T2,sd_err_mm,0.1,2.43762,0.00545071,2.50059,0.00559151,-0.0629644,0.00780866,-0.0782694,-0.0476594,0.97482
AF_rr0.1,0.15,5,prospective,AP,A6,T2,sd_err_mm,0.15,2.44355,0.00546398,2.50059,0.00559151,-0.0570318,0.00781793,-0.0723549,-0.0417086,0.977193
AF_rr0.1,0.15,5,prospective,AP,A6,T2,sd_err_mm,0.2,2.45043,0.00547935,2.50059,0.00559151,-0.0501568,0.00782868,-0.065501,-0.0348126,0.979942
AF_rr0.1,0.15,5,prospective,AP,A6,T2,sd_err_mm,0.25,2.46308,0.00550764,2.50059,0.00559151,-0.0375045,0.00784851,-0.0528876,-0.0221215,0.985002
AF_rr0.1,0.15,5,prospective,AP,A6,Tv,bias_mm,0.1,0.131386,0.00678341,0.139484,0.0070123,-0.00809818,0.00975638,-0.0272207,0.0110243,0.941942
AF_rr0.1,0.15,5,prospective,AP,A6,Tv,bias_mm,0.15,0.14854,0.00679133,0.139484,0.0070123,0.00905646,0.00976189,-0.0100769,0.0281898,1.06493
AF_rr0.1,0.15,5,prospective,AP,A6,Tv,bias_mm,0.2,0.13231,0.00683273,0.139484,0.0070123,-0.00717378,0.00979074,-0.0263636,0.0120161,0.948569
AF_rr0.1,0.15,5,prospective,AP,A6,Tv,bias_mm,0.25,0.144176,0.00688525,0.139484,0.0070123,0.00469235,0.00982747,-0.0145695,0.0239542,1.03364
AF_rr0.1,0.15,5,prospective,AP,A6,Tv,relbias_pct,0.1,1.27513,0.0684,1.30912,0.0704158,-0.0339942,0.098168,-0.226403,0.158415,0.974033
AF_rr0.1,0.15,5,prospective,AP,A6,Tv,relbias_pct,0.15,1.41169,0.0684709,1.30912,0.0704158,0.102569,0.0982174,-0.0899366,0.295076,1.07835
AF_rr0.1,0.15,5,prospective,AP,A6,Tv,relbias_pct,0.2,1.32762,0.0686159,1.30912,0.0704158,0.0185001,0.0983185,-0.174204,0.211204,1.01413
AF_rr0.1,0.15,5,prospective,AP,A6,Tv,relbias_pct,0.25,1.37667,0.0689729,1.30912,0.0704158,0.0675421,0.098568,-0.125651,0.260735,1.05159
AF_rr0.1,0.15,5,prospective,AP,A6,Tv,rmse_mm,0.1,2.14911,0.00687157,2.22186,0.00693896,-0.0727451,0.00976564,-0.0918857,-0.0536044,0.967259
AF_rr0.1,0.15,5,prospective,AP,A6,Tv,rmse_mm,0.15,2.15273,0.0072717,2.22186,0.00693896,-0.0691283,0.0100512,-0.0888287,-0.049428,0.968887
AF_rr0.1,0.15,5,prospective,AP,A6,Tv,rmse_mm,0.2,2.16474,0.00678664,2.22186,0.00693896,-0.057121,0.00970606,-0.0761449,-0.0380971,0.974291
AF_rr0.1,0.15,5,prospective,AP,A6,Tv,rmse_mm,0.25,2.18207,0.00745892,2.22186,0.00693896,-0.0397899,0.0101875,-0.0597574,-0.0198225,0.982092
AF_rr0.1,0.15,5,prospective,AP,A6,Tv,sd_err_mm,0.1,2.1451,0.00479662,2.21748,0.00495847,-0.0723827,0.00689884,-0.0859045,-0.058861,0.967358
AF_rr0.1,0.15,5,prospective,AP,A6,Tv,sd_err_mm,0.15,2.14761,0.00480222,2.21748,0.00495847,-0.0698769,0.00690274,-0.0834063,-0.0563476,0.968488
AF_rr0.1,0.15,5,prospective,AP,A6,Tv,sd_err_mm,0.2,2.1607,0.00483149,2.21748,0.00495847,-0.0567859,0.00692313,-0.0703553,-0.0432166,0.974392
AF_rr0.1,0.15,5,prospective,AP,A6,Tv,sd_err_mm,0.25,2.17731,0.00486863,2.21748,0.00495847,-0.0401759,0.0069491,-0.0537961,-0.0265556,0.981882
AF_rr0.1,0.15,5,prospective,SL,A1,T1,bias_mm,0.1,-0.0205566,0.00450271,-0.151331,0.00423529,0.130774,0.00618159,0.118659,0.14289,0.135839
AF_rr0.1,0.15,5,prospective,SL,A1,T1,bias_mm,0.15,-0.041886,0.00449829,-0.151331,0.00423529,0.109445,0.00617837,0.0973355,0.121555,0.276784
AF_rr0.1,0.15,5,prospective,SL,A1,T1,bias_mm,0.2,-0.0486395,0.00446211,-0.151331,0.00423529,0.102692,0.00615208,0.0906336,0.11475,0.321411
AF_rr0.1,0.15,5,prospective,SL,A1,T1,bias_mm,0.25,-0.0676557,0.00438634,-0.151331,0.00423529,0.0836754,0.00609734,0.0717246,0.0956262,0.447071
AF_rr0.1,0.15,5,prospective,SL,A1,T1,relbias_pct,0.1,0.581019,0.0706983,-2.18909,0.0671124,2.77011,0.0974798,2.57905,2.96117,-0.265416
AF_rr0.1,0.15,5,prospective,SL,A1,T1,relbias_pct,0.15,0.333682,0.0706811,-2.18909,0.0671124,2.52277,0.0974674,2.33173,2.71381,-0.15243
AF_rr0.1,0.15,5,prospective,SL,A1,T1,relbias_pct,0.2,0.207822,0.0703191,-2.18909,0.0671124,2.39691,0.0972052,2.20639,2.58743,-0.0949356
AF_rr0.1,0.15,5,prospective,SL,A1,T1,relbias_pct,0.25,-0.144403,0.0692959,-2.18909,0.0671124,2.04469,0.0964676,1.85561,2.23376,0.0659649
AF_rr0.1,0.15,5,prospective,SL,A1,T1,rmse_mm,0.1,1.42402,0.0041366,1.34783,0.00410367,0.0761922,0.00582679,0.0647716,0.0876127,1.05653
AF_rr0.1,0.15,5,prospective,SL,A1,T1,rmse_mm,0.15,1.42309,0.00478154,1.34783,0.00410367,0.0752615,0.00630105,0.0629114,0.0876115,1.05584
AF_rr0.1,0.15,5,prospective,SL,A1,T1,rmse_mm,0.2,1.41187,0.00422195,1.34783,0.00410367,0.064044,0.0058877,0.0525041,0.0755838,1.04752
AF_rr0.1,0.15,5,prospective,SL,A1,T1,rmse_mm,0.25,1.38872,0.00447292,1.34783,0.00410367,0.0408925,0.00607018,0.028995,0.0527901,1.03034
AF_rr0.1,0.15,5,prospective,SL,A1,T1,sd_err_mm,0.1,1.42388,0.00318391,1.33931,0.00299481,0.0845667,0.00437106,0.0759994,0.093134,1.06314
AF_rr0.1,0.15,5,prospective,SL,A1,T1,sd_err_mm,0.15,1.42248,0.00318078,1.33931,0.00299481,0.0831678,0.00436879,0.074605,0.0917307,1.0621
AF_rr0.1,0.15,5,prospective,SL,A1,T1,sd_err_mm,0.2,1.41104,0.00315521,1.33931,0.00299481,0.0717287,0.0043502,0.0632023,0.0802551,1.05356
AF_rr0.1,0.15,5,prospective,SL,A1,T1,sd_err_mm,0.25,1.38708,0.00310162,1.33931,0.00299481,0.0477663,0.00431149,0.0393157,0.0562168,1.03566
AF_rr0.1,0.15,5,prospective,SL,A1,T2,bias_mm,0.1,0.250493,0.00428449,0.122328,0.00399953,0.128164,0.00586115,0.116677,0.139652,2.04771
AF_rr0.1,0.15,5,prospective,SL,A1,T2,bias_mm,0.15,0.232035,0.00425861,0.122328,0.00399953,0.109707,0.00584226,0.0982561,0.121158,1.89682
AF_rr0.1,0.15,5,prospective,SL,A1,T2,bias_mm,0.2,0.224328,0.00423335,0.122328,0.00399953,0.102,0.00582387,0.0905849,0.113414,1.83382
AF_rr0.1,0.15,5,prospective,SL,A1,T2,bias_mm,0.25,0.204812,0.00415436,0.122328,0.00399953,0.0824835,0.00576671,0.0711808,0.0937863,1.67428
AF_rr0.1,0.15,5,prospective,SL,A1,T2,relbias_pct,0.1,4.70378,0.0715244,1.84712,0.0675804,2.85666,0.0984015,2.66379,3.04953,2.54655
AF_rr0.1,0.15,5,prospective,SL,A1,T2,relbias_pct,0.15,4.47284,0.0713801,1.84712,0.0675804,2.62572,0.0982967,2.43306,2.81838,2.42152
AF_rr0.1,0.15,5,prospective,SL,A1,T2,relbias_pct,0.2,4.33146,0.0710699,1.84712,0.0675804,2.48434,0.0980716,2.29212,2.67656,2.34498
AF_rr0.1,0.15,5,prospective,SL,A1,T2,relbias_pct,0.25,3.97289,0.0700524,1.84712,0.0675804,2.12577,0.0973368,1.93499,2.31655,2.15086
AF_rr0.1,0.15,5,prospective,SL,A1,T2,rmse_mm,0.1,1.37783,0.00385979,1.27066,0.00350185,0.107171,0.00521161,0.0969567,0.117386,1.08434
AF_rr0.1,0.15,5,prospective,SL,A1,T2,rmse_mm,0.15,1.36653,0.00385112,1.27066,0.00350185,0.0958708,0.0052052,0.0856686,0.106073,1.07545
AF_rr0.1,0.15,5,prospective,SL,A1,T2,rmse_mm,0.2,1.35736,0.00381967,1.27066,0.00350185,0.0867035,0.00518197,0.0765469,0.0968602,1.06824
AF_rr0.1,0.15,5,prospective,SL,A1,T2,rmse_mm,0.25,1.32959,0.00387329,1.27066,0.00350185,0.0589294,0.00522162,0.048695,0.0691637,1.04638
AF_rr0.1,0.15,5,prospective,SL,A1,T2,sd_err_mm,0.1,1.35487,0.00302961,1.26476,0.00282811,0.0901126,0.00414448,0.0819894,0.0982357,1.07125
AF_rr0.1,0.15,5,prospective,SL,A1,T2,sd_err_mm,0.15,1.34669,0.00301131,1.26476,0.00282811,0.0819296,0.00413112,0.0738326,0.0900266,1.06478
AF_rr0.1,0.15,5,prospective,SL,A1,T2,sd_err_mm,0.2,1.3387,0.00299344,1.26476,0.00282811,0.0739405,0.00411812,0.065869,0.0820121,1.05846
AF_rr0.1,0.15,5,prospective,SL,A1,T2,sd_err_mm,0.25,1.31372,0.00293759,1.26476,0.00282811,0.0489622,0.0040777,0.0409699,0.0569545,1.03871
AF_rr0.1,0.15,5,prospective,SL,A1,Tv,bias_mm,0.1,0.21382,0.00362688,0.0887092,0.00323941,0.125111,0.00486293,0.11558,0.134642,2.41035
AF_rr0.1,0.15,5,prospective,SL,A1,Tv,bias_mm,0.15,0.204494,0.00358373,0.0887092,0.00323941,0.115785,0.00483083,0.106316,0.125253,2.30522
AF_rr0.1,0.15,5,prospective,SL,A1,Tv,bias_mm,0.2,0.190494,0.00353763,0.0887092,0.00323941,0.101785,0.00479673,0.0923836,0.111187,2.1474
AF_rr0.1,0.15,5,prospective,SL,A1,Tv,bias_mm,0.25,0.172501,0.00344332,0.0887092,0.00323941,0.0837916,0.0047276,0.0745255,0.0930577,1.94457
AF_rr0.1,0.15,5,prospective,SL,A1,Tv,relbias_pct,0.1,4.19573,0.0647872,1.31731,0.0598176,2.87842,0.088179,2.70559,3.05125,3.18508
AF_rr0.1,0.15,5,prospective,SL,A1,Tv,relbias_pct,0.15,4.05495,0.0646537,1.31731,0.0598176,2.73764,0.0880809,2.565,2.91028,3.07821
AF_rr0.1,0.15,5,prospective,SL,A1,Tv,relbias_pct,0.2,3.8568,0.0641784,1.31731,0.0598176,2.5395,0.0877326,2.36754,2.71145,2.92779
AF_rr0.1,0.15,5,prospective,SL,A1,Tv,relbias_pct,0.25,3.50926,0.0632151,1.31731,0.0598176,2.19195,0.0870304,2.02137,2.36253,2.66396
AF_rr0.1,0.15,5,prospective,SL,A1,Tv,rmse_mm,0.1,1.16668,0.00284426,1.02822,0.00246696,0.138454,0.00376507,0.131075,0.145834,1.13465
AF_rr0.1,0.15,5,prospective,SL,A1,Tv,rmse_mm,0.15,1.15157,0.0027927,1.02822,0.00246696,0.123349,0.00372627,0.116046,0.130653,1.11996
AF_rr0.1,0.15,5,prospective,SL,A1,Tv,rmse_mm,0.2,1.13479,0.00272934,1.02822,0.00246696,0.106572,0.00367902,0.0993611,0.113783,1.10365
AF_rr0.1,0.15,5,prospective,SL,A1,Tv,rmse_mm,0.25,1.10245,0.00269173,1.02822,0.00246696,0.0742253,0.00365121,0.0670689,0.0813816,1.07219
AF_rr0.1,0.15,5,prospective,SL,A1,Tv,sd_err_mm,0.1,1.14692,0.0025646,1.02439,0.00229062,0.122528,0.00343862,0.115788,0.129268,1.11961
AF_rr0.1,0.15,5,prospective,SL,A1,Tv,sd_err_mm,0.15,1.13327,0.00253409,1.02439,0.00229062,0.108881,0.00341593,0.102186,0.115577,1.10629
AF_rr0.1,0.15,5,prospective,SL,A1,Tv,sd_err_mm,0.2,1.1187,0.00250149,1.02439,0.00229062,0.0943032,0.00339181,0.0876552,0.100951,1.09206
AF_rr0.1,0.15,5,prospective,SL,A1,Tv,sd_err_mm,0.25,1.08887,0.0024348,1.02439,0.00229062,0.0644801,0.00334294,0.0579279,0.0710323,1.06294
AF_rr0.1,0.15,5,prospective,SL,A6,T1,bias_mm,0.1,-0.143661,0.00596792,-0.147973,0.00611075,0.00431239,0.00854151,-0.012429,0.0210537,0.970857
AF_rr0.1,0.15,5,prospective,SL,A6,T1,bias_mm,0.15,-0.155115,0.00594985,-0.147973,0.00611075,-0.00714249,0.00852889,-0.0238591,0.00957413,1.04827
AF_rr0.1,0.15,5,prospective,SL,A6,T1,bias_mm,0.2,-0.14562,0.00598787,-0.147973,0.00611075,0.00235329,0.00855546,-0.0144154,0.019122,0.984096
AF_rr0.1,0.15,5,prospective,SL,A6,T1,bias_mm,0.25,-0.146158,0.00598137,-0.147973,0.00611075,0.00181452,0.00855091,-0.0149453,0.0185743,0.987737
AF_rr0.1,0.15,5,prospective,SL,A6,T1,relbias_pct,0.1,-2.02266,0.0947534,-2.14092,0.0969829,0.118255,0.135587,-0.147496,0.384005,0.944765
AF_rr0.1,0.15,5,prospective,SL,A6,T1,relbias_pct,0.15,-2.09838,0.0943299,-2.14092,0.0969829,0.0425371,0.135292,-0.222634,0.307709,0.980131
AF_rr0.1,0.15,5,prospective,SL,A6,T1,relbias_pct,0.2,-1.99928,0.0947033,-2.14092,0.0969829,0.141634,0.135552,-0.124049,0.407316,0.933844
AF_rr0.1,0.15,5,prospective,SL,A6,T1,relbias_pct,0.25,-2.0594,0.0944324,-2.14092,0.0969829,0.0815191,0.135363,-0.183793,0.346831,0.961923
AF_rr0.1,0.15,5,prospective,SL,A6,T1,rmse_mm,0.1,1.89267,0.00565752,1.93804,0.00567058,-0.0453636,0.00801018,-0.0610636,-0.0296637,0.976593
AF_rr0.1,0.15,5,prospective,SL,A6,T1,rmse_mm,0.15,1.88788,0.00602368,1.93804,0.00567058,-0.050156,0.00827286,-0.0663708,-0.0339412,0.97412
AF_rr0.1,0.15,5,prospective,SL,A6,T1,rmse_mm,0.2,1.89911,0.00554631,1.93804,0.00567058,-0.0389234,0.00793203,-0.0544702,-0.0233767,0.979916
AF_rr0.1,0.15,5,prospective,SL,A6,T1,rmse_mm,0.25,1.8971,0.00591574,1.93804,0.00567058,-0.0409322,0.0081946,-0.0569936,-0.0248708,0.97888
AF_rr0.1,0.15,5,prospective,SL,A6,T1,sd_err_mm,0.1,1.88722,0.00421998,1.93239,0.00432097,-0.0451666,0.00603979,-0.0570046,-0.0333286,0.976627
AF_rr0.1,0.15,5,prospective,SL,A6,T1,sd_err_mm,0.15,1.88151,0.0042072,1.93239,0.00432097,-0.0508822,0.00603086,-0.0627027,-0.0390617,0.973669
AF_rr0.1,0.15,5,prospective,SL,A6,T1,sd_err_mm,0.2,1.89353,0.00423409,1.93239,0.00432097,-0.0388575,0.00604965,-0.0507148,-0.0270002,0.979891
AF_rr0.1,0.15,5,prospective,SL,A6,T1,sd_err_mm,0.25,1.89147,0.00422949,1.93239,0.00432097,-0.0409138,0.00604644,-0.0527648,-0.0290628,0.978827
AF_rr0.1,0.15,5,prospective,SL,A6,T2,bias_mm,0.1,0.127389,0.00580626,0.125687,0.00593853,0.0017024,0.00830535,-0.0145761,0.0179809,1.01354
AF_rr0.1,0.15,5,prospective,SL,A6,T2,bias_mm,0.15,0.118806,0.00577432,0.125687,0.00593853,-0.00688071,0.00828305,-0.0231155,0.00935407,0.945255
AF_rr0.1,0.15,5,prospective,SL,A6,T2,bias_mm,0.2,0.127348,0.00582637,0.125687,0.00593853,0.00166134,0.00831942,-0.0146447,0.0179674,1.01322
AF_rr0.1,0.15,5,prospective,SL,A6,T2,bias_mm,0.25,0.126309,0.0058247,0.125687,0.00593853,0.00062261,0.00831825,-0.0156812,0.0169264,1.00495
AF_rr0.1,0.15,5,prospective,SL,A6,T2,relbias_pct,0.1,1.97677,0.0970429,1.88385,0.0993452,0.0929134,0.138877,-0.179285,0.365112,1.04932
AF_rr0.1,0.15,5,prospective,SL,A6,T2,relbias_pct,0.15,1.92251,0.0964846,1.88385,0.0993452,0.0386554,0.138487,-0.23278,0.310091,1.02052
AF_rr0.1,0.15,5,prospective,SL,A6,T2,relbias_pct,0.2,2.01824,0.0970211,1.88385,0.0993452,0.134392,0.138862,-0.137777,0.406561,1.07134
AF_rr0.1,0.15,5,prospective,SL,A6,T2,relbias_pct,0.25,1.96519,0.0967641,1.88385,0.0993452,0.0813405,0.138682,-0.190477,0.353158,1.04318
AF_rr0.1,0.15,5,prospective,SL,A6,T2,rmse_mm,0.1,1.84051,0.00560264,1.88212,0.00546757,-0.0416142,0.0078284,-0.0569579,-0.0262706,0.97789
AF_rr0.1,0.15,5,prospective,SL,A6,T2,rmse_mm,0.15,1.82985,0.00575983,1.88212,0.00546757,-0.052268,0.00794166,-0.0678336,-0.0367023,0.972229
AF_rr0.1,0.15,5,prospective,SL,A6,T2,rmse_mm,0.2,1.84685,0.00549266,1.88212,0.00546757,-0.0352727,0.00775007,-0.0504628,-0.0200825,0.981259
AF_rr0.1,0.15,5,prospective,SL,A6,T2,rmse_mm,0.25,1.84625,0.00574063,1.88212,0.00546757,-0.0358731,0.00792774,-0.0514115,-0.0203347,0.98094
AF_rr0.1,0.15,5,prospective,SL,A6,T2,sd_err_mm,0.1,1.8361,0.00410567,1.87793,0.0041992,-0.041827,0.0058728,-0.0533377,-0.0303163,0.977727
AF_rr0.1,0.15,5,prospective,SL,A6,T2,sd_err_mm,0.15,1.826,0.00408308,1.87793,0.0041992,-0.0519278,0.00585703,-0.0634076,-0.040448,0.972348
AF_rr0.1,0.15,5,prospective,SL,A6,T2,sd_err_mm,0.2,1.84246,0.00411989,1.87793,0.0041992,-0.0354673,0.00588275,-0.0469975,-0.0239372,0.981114
AF_rr0.1,0.15,5,prospective,SL,A6,T2,sd_err_mm,0.25,1.84193,0.0041187,1.87793,0.0041992,-0.0359977,0.00588192,-0.0475263,-0.0244692,0.980831
AF_rr0.1,0.15,5,prospective,SL,A6,Tv,bias_mm,0.1,0.0907163,0.00531642,0.0920674,0.00545269,-0.00135107,0.00761552,-0.0162775,0.0135753,0.985325
AF_rr0.1,0.15,5,prospective,SL,A6,Tv,bias_mm,0.15,0.0912646,0.00527464,0.0920674,0.00545269,-0.000802807,0.00758641,-0.0156722,0.0140666,0.99128
AF_rr0.1,0.15,5,prospective,SL,A6,Tv,bias_mm,0.2,0.0935142,0.00531519,0.0920674,0.00545269,0.00144681,0.00761466,-0.0134779,0.0163715,1.01571
AF_rr0.1,0.15,5,prospective,SL,A6,Tv,bias_mm,0.25,0.0939981,0.00532044,0.0920674,0.00545269,0.00193074,0.00761832,-0.0130012,0.0168627,1.02097
AF_rr0.1,0.15,5,prospective,SL,A6,Tv,relbias_pct,0.1,1.43486,0.0920594,1.34696,0.0942355,0.0878978,0.131739,-0.170311,0.346107,1.06526
AF_rr0.1,0.15,5,prospective,SL,A6,Tv,relbias_pct,0.15,1.46383,0.0914321,1.34696,0.0942355,0.116868,0.131302,-0.140483,0.37422,1.08676
AF_rr0.1,0.15,5,prospective,SL,A6,Tv,relbias_pct,0.2,1.49266,0.0916676,1.34696,0.0942355,0.145698,0.131466,-0.111975,0.403371,1.10817
AF_rr0.1,0.15,5,prospective,SL,A6,Tv,relbias_pct,0.25,1.47184,0.0917913,1.34696,0.0942355,0.124873,0.131552,-0.13297,0.382715,1.09271
AF_rr0.1,0.15,5,prospective,SL,A6,Tv,rmse_mm,0.1,1.68364,0.0047568,1.72674,0.00472631,-0.0431018,0.00670561,-0.0562448,-0.0299588,0.975039
AF_rr0.1,0.15,5,prospective,SL,A6,Tv,rmse_mm,0.15,1.67048,0.00490872,1.72674,0.00472631,-0.0562628,0.00681422,-0.0696187,-0.042907,0.967417
AF_rr0.1,0.15,5,prospective,SL,A6,Tv,rmse_mm,0.2,1.6834,0.00466893,1.72674,0.00472631,-0.0433358,0.00664356,-0.0563572,-0.0303144,0.974903
AF_rr0.1,0.15,5,prospective,SL,A6,Tv,rmse_mm,0.25,1.68508,0.00478486,1.72674,0.00472631,-0.0416537,0.00672554,-0.0548358,-0.0284717,0.975877
AF_rr0.1,0.15,5,prospective,SL,A6,Tv,sd_err_mm,0.1,1.6812,0.00375929,1.72429,0.00385565,-0.0430916,0.00538501,-0.0536462,-0.0325369,0.975009
AF_rr0.1,0.15,5,prospective,SL,A6,Tv,sd_err_mm,0.15,1.66799,0.00372976,1.72429,0.00385565,-0.0563018,0.00536443,-0.0668161,-0.0457876,0.967348
AF_rr0.1,0.15,5,prospective,SL,A6,Tv,sd_err_mm,0.2,1.68081,0.00375843,1.72429,0.00385565,-0.0434792,0.00538441,-0.0540327,-0.0329258,0.974784
AF_rr0.1,0.15,5,prospective,SL,A6,Tv,sd_err_mm,0.25,1.68247,0.00376213,1.72429,0.00385565,-0.0418215,0.00538699,-0.05238,-0.031263,0.975746
AF_rr0.1,0.15,5,retrospective,AP,A1,T1,bias_mm,0.1,-0.254743,0.00619545,-0.25053,0.0061594,-0.00421337,0.00873624,-0.0213364,0.0129097,1.01682
AF_rr0.1,0.15,5,retrospective,AP,A1,T1,bias_mm,0.15,-0.250725,0.00615167,-0.25053,0.0061594,-0.000194773,0.00870525,-0.0172571,0.0168675,1.00078
AF_rr0.1,0.15,5,retrospective,AP,A1,T1,bias_mm,0.2,-0.247867,0.0061883,-0.25053,0.0061594,0.00266301,0.00873117,-0.0144501,0.0197761,0.98937
AF_rr0.1,0.15,5,retrospective,AP,A1,T1,bias_mm,0.25,-0.239941,0.00624709,-0.25053,0.0061594,0.0105886,0.00877294,-0.00660639,0.0277835,0.957735
AF_rr0.1,0.15,5,retrospective,AP,A1,T1,relbias_pct,0.1,-2.34138,0.0579737,-2.30768,0.0575917,-0.0336932,0.0817176,-0.19386,0.126473,1.0146
AF_rr0.1,0.15,5,retrospective,AP,A1,T1,relbias_pct,0.15,-2.2694,0.0578821,-2.30768,0.0575917,0.0382807,0.0816526,-0.121758,0.19832,0.983412
AF_rr0.1,0.15,5,retrospective,AP,A1,T1,relbias_pct,0.2,-2.26208,0.0579754,-2.30768,0.0575917,0.0456062,0.0817188,-0.114563,0.205775,0.980237
AF_rr0.1,0.15,5,retrospective,AP,A1,T1,relbias_pct,0.25,-2.18864,0.0583159,-2.30768,0.0575917,0.119041,0.0819607,-0.0416016,0.279684,0.948415
AF_rr0.1,0.15,5,retrospective,AP,A1,T1,rmse_mm,0.1,1.97566,0.00687824,1.96381,0.00670249,0.0118445,0.00960383,-0.00697897,0.030668,1.00603
AF_rr0.1,0.15,5,retrospective,AP,A1,T1,rmse_mm,0.15,1.96141,0.0063578,1.96381,0.00670249,-0.00240101,0.00923823,-0.0205079,0.0157059,0.998777
AF_rr0.1,0.15,5,retrospective,AP,A1,T1,rmse_mm,0.2,1.97254,0.00657071,1.96381,0.00670249,0.00872697,0.00938603,-0.00966964,0.0271236,1.00444
AF_rr0.1,0.15,5,retrospective,AP,A1,T1,rmse_mm,0.25,1.99001,0.00720209,1.96381,0.00670249,0.0262019,0.00983836,0.00691874,0.0454851,1.01334
AF_rr0.1,0.15,5,retrospective,AP,A1,T1,sd_err_mm,0.1,1.95917,0.00438087,1.94777,0.00435538,0.0113983,0.00617748,-0.000709533,0.0235062,1.00585
