u,view_errors,r_mean,beat_cv,N_beats,cell,axis,tau,false_alarm,false_alarm_mcse,n_nonevent_pairs,miss,hit_mcse,n_event_pairs,prev_event,prev_event_mcse,n_pairs,hit,n_fired_pairs,n_fired_event,ppv,ppv_mcse,ppv_mcse_conservative,false_alarm_lo95,false_alarm_hi95,hit_lo95,hit_hi95,ppv_lo95,ppv_hi95,role
base,True,0.53,0.15,10,160,AP,3.0,0.005454096477383752,0.00013932939420938922,279423,0.8234436506779413,0.002658077161454241,20577.0,0.06859,0.000461466545916386,300000,0.17655634932205866,5157,3633,0.7044793484584061,0.006353740674993133,0.011005001667205078,0.00518101588059154,0.005727177074175963,0.17134661377638616,0.18176608486773116,0.6920262454700838,0.7169324514467283,t_warn only
base,True,0.53,0.15,10,160,AP,4.0,0.0012346871946833295,6.64322744763082e-05,279423,0.9043592360402392,0.0020502224210904012,20577.0,0.06859,0.000461466545916386,300000,0.09564076395976084,2313,1968,0.8508430609597925,0.007407278019004499,0.012829781874703936,0.0011044823282716466,0.0013648920610950124,0.09162240182243081,0.09965912609709088,0.8363250627045523,0.8653610592150326,t_warn and t_adj
base,True,0.53,0.15,10,160,AP,5.0,0.0003041982943422696,3.2989918746074016e-05,279423,0.9474170190017981,0.0015559733838928086,20577.0,0.06859,0.000461466545916386,300000,0.05258298099820191,1167,1082,0.9271636675235647,0.007607059429809425,0.013175813428625857,0.0002395392412370394,0.00036885734744749986,0.04953332918081382,0.05563263281559,0.9122541048952777,0.9420732301518517,t_adj only
base,True,0.53,0.15,10,160,AP,6.0,5.368205194275346e-05,1.3860274172010429e-05,279423,0.9716187976867376,0.0011576367896287462,20577.0,0.06859,0.000461466545916386,300000,0.028381202313262355,599,584,0.9749582637729549,0.006384278435464434,0.01105789461989074,2.6516413535483212e-05,8.084769035002371e-05,0.02611227588051444,0.03065012874601027,0.9624453078734683,0.9874712196724416,t_adj only
base,True,0.53,0.15,10,160,SL,2.0,0.00959406101254868,0.00017922677839283524,295808,0.6815362595419847,0.007195547460849128,4192.0,0.013973333333333334,0.00021430569512489154,300000,0.3184637404580153,4173,1335,0.3199137311286844,0.007220616032832912,0.012506473830813027,0.009242782979062746,0.009945339046034615,0.3043607264744596,0.33256675444157097,0.30576158364650907,0.3340658786108597,t_warn only
base,True,0.53,0.15,10,160,SL,3.0,0.0012508113370835136,6.498590430041983e-05,295808,0.8432729007633588,0.005614944693634458,4192.0,0.013973333333333334,0.00021430569512489154,300000,0.1567270992366412,1027,657,0.6397273612463485,0.014980554241216628,0.02594708107132863,0.0011234413041472456,0.0013781813700197815,0.14572200977512662,0.16773218869815576,0.6103660142335167,0.6690887082591804,t_warn only
base,True,0.53,0.15,10,160,SL,4.0,0.00013184227607096496,2.111026851015963e-05,295808,0.9370229007633588,0.0037519391998848406,4192.0,0.013973333333333334,0.00021430569512489154,300000,0.06297709923664119,303,264,0.8712871287128713,0.0192384608638462,0.033321991675607045,9.046690976071846e-05,0.00017321764238121146,0.055623433474678095,0.07033076499860427,0.8335804380043238,0.9089938194214188,t_warn and t_adj
base,True,0.53,0.15,10,160,SL,5.0,1.3522284725227174e-05,6.761096649413003e-06,295808,0.9747137404580153,0.0024247680606578983,4192.0,0.013973333333333334,0.00021430569512489154,300000,0.025286259541984712,110,106,0.9636363636363636,0.01784817849480078,0.030913951975553158,2.7077869185706765e-07,2.677379075859728e-05,0.020533801434745414,0.03003871764922401,0.9286545763209799,0.9986181509517473,t_adj only
base,True,0.53,0.15,10,160,SL,6.0,0.0,0.0,295808,0.9890267175572519,0.001609020783125415,4192.0,0.013973333333333334,0.00021430569512489154,300000,0.010973282442748089,46,46,1.0,0.0,0.0,0.0,0.0,0.007819659632570468,0.01412690525292571,1.0,1.0,t_adj only
base,True,0.53,0.15,13,161,AP,2.0,0.01932824318027028,0.00026066293036079057,278970,0.7113171659533999,0.0031248018890958768,21030.0,0.0701,0.00046614014344758306,300000,0.2886828340466001,11463,6071,0.5296170287010381,0.00466184274433563,0.008074548490085638,0.01881735322062862,0.019839133139911938,0.2825583348368402,0.29480733325636005,0.5204799847484791,0.5387540726535971,t_warn only
base,True,0.53,0.15,13,161,AP,3.0,0.004208337814101875,0.0001225633968135018,278970,0.8310508796956728,0.002583878794923075,21030.0,0.0701,0.00046614014344758306,300000,0.16894912030432718,4727,3553,0.7516395176644807,0.006284247032687501,0.010884635147928706,0.003968117968629697,0.004448557659574053,0.16388481088591458,0.17401342972273978,0.7393226197133064,0.763956415615655,t_warn only
base,True,0.53,0.15,13,161,AP,4.0,0.0008208767967881851,5.422279677118749e-05,278970,0.9063242986210176,0.002009257750287823,21030.0,0.0701,0.00046614014344758306,300000,0.0936757013789824,2199,1970,0.8958617553433379,0.006513478893934032,0.011281676378321278,0.0007146020671373414,0.0009271515264390288,0.08973762852169728,0.09761377423626752,0.8830955711964674,0.9086279394902084,t_warn and t_adj
base,True,0.53,0.15,13,161,AP,5.0,0.00017206151199053663,2.483280340564537e-05,278970,0.9485972420351878,0.0015227005447708102,21030.0,0.0701,0.00046614014344758306,300000,0.051402757964812196,1129,1081,0.9574844995571302,0.006004717120116052,0.01040047513711967,0.0001233901112963943,0.00022073291268467896,0.04841831971428102,0.054387196215343374,0.9457154701715191,0.9692535289427413,t_adj only
base,True,0.53,0.15,13,161,AP,6.0,2.8676918665089436e-05,1.0138676449683237e-05,278970,0.9717546362339515,0.0011424370009251437,21030.0,0.0701,0.00046614014344758306,300000,0.02824536376604847,602,594,0.9867109634551495,0.004667061019428601,0.008083586807674535,8.805477816062481e-06,4.854835951411639e-05,0.02600622837196722,0.03048449916012972,0.9775636918712661,0.9958582350390329,t_adj only
base,True,0.53,0.15,13,161,SL,2.0,0.0070529018378137015,0.00015391390792493536,295623,0.6808316198309344,0.007045981769590391,4377.0,0.01459,0.0002189149903501357,300000,0.31916838016906557,3482,1397,0.4012062033314187,0.008306308989165661,0.014386949192601008,0.0067512361191815135,0.00735456755644589,0.3053585095560121,0.332978250782119,0.3849261367397776,0.4174862699230598,t_warn only
base,True,0.53,0.15,13,161,SL,3.0,0.0007949313821996259,5.1834990754175145e-05,295623,0.8473840530043408,0.005435654294548334,4377.0,0.01459,0.0002189149903501357,300000,0.15261594699565917,903,668,0.7397563676633444,0.014601266809104356,0.025290135968237842,0.0006933366663811098,0.000896526098018142,0.14196226026189904,0.1632696337294193,0.711138410363105,0.7683743249635838,t_warn only
base,True,0.53,0.15,13,161,SL,4.0,9.80979152501666e-05,1.8215432033150135e-05,295623,0.9403701165181632,0.003579258926931978,4377.0,0.01459,0.0002189149903501357,300000,0.05962988348183684,290,261,0.9,0.017616606585441105,0.030512857662936467,6.239632422074552e-05,0.00013379950627958768,0.05261466483837154,0.06664510212530216,0.8654720852903726,0.9345279147096275,t_warn and t_adj
base,True,0.53,0.15,13,161,SL,5.0,3.3826867327643655e-06,3.382681011474761e-06,295623,0.9766963673749143,0.0022803595331743975,4377.0,0.01459,0.0002189149903501357,300000,0.023303632625085724,103,102,0.9902912621359223,0.009661493117216523,0.01673419695599603,-3.2472462732097538e-06,1.0012619738738486e-05,0.0188342100330071,0.027773055217164347,0.9713550834399302,1.0092274408319144,t_adj only
base,True,0.53,0.15,13,161,SL,6.0,0.0,0.0,295623,0.9908613205391821,0.0014383344642998294,4377.0,0.01459,0.0002189149903501357,300000,0.009138679460817922,40,40,1.0,0.0,0.0,0.0,0.0,0.006319595690830971,0.011957763230804873,1.0,1.0,t_adj only
base,True,0.53,0.2,1,162,AP,2.0,0.139924558553013,0.0006562736205663574,279422,0.6478763728253475,0.0033296000777881044,20578.0,0.06859333333333334,0.0004614769331741857,300000,0.3521236271746525,46344,7246,0.15635249438978077,0.0016870818870545472,0.002922111544907654,0.13863828588255328,0.14121083122347272,0.3455977308877906,0.3586495234615144,0.15304587462610178,0.15965911415345976,t_warn only
base,True,0.53,0.2,1,162,AP,3.0,0.08634252134763906,0.0005313415417972241,279422,0.7214500923316163,0.0031250219678988275,20578.0,0.06859333333333334,0.0004614769331741857,300000,0.2785499076683837,29858,5732,0.19197534998995244,0.0022793167502168864,0.003947892417918427,0.085301111054012,0.08738393164126612,0.27242497711209285,0.2846748382246746,0.18750797121493035,0.19644272876497454,t_warn only
base,True,0.53,0.2,1,162,AP,4.0,0.052078934371667225,0.00042032656003332245,279422,0.7840412090582175,0.0028684897814084346,20578.0,0.06859333333333334,0.0004614769331741857,300000,0.2159587909417825,18996,4444,0.2339439882080438,0.003071532583675356,0.00532005049202902,0.051255109445758076,0.052902759297576374,0.2103366542358541,0.2215809276477109,0.2279238949192131,0.23996408149687448,t_warn and t_adj
base,True,0.53,0.2,1,162,AP,5.0,0.0309997065370658,0.0003278766182906774,279422,0.8340946642044902,0.002593201517003516,20578.0,0.06859333333333334,0.0004614769331741857,300000,0.1659053357955098,12076,3414,0.28270950645909243,0.004097851267796355,0.007097686597683824,0.03035708016877433,0.03164233290535727,0.16082275417743752,0.1709879174135821,0.27467786549685724,0.2907411474213276,t_adj only
base,True,0.53,0.2,1,162,AP,6.0,0.01882099476777061,0.00025707811804346226,279422,0.8745747886091942,0.0023088159620846824,20578.0,0.06859333333333334,0.0004614769331741857,300000,0.12542521139080576,7840,2581,0.3292091836734694,0.0053072738046058806,0.009192467879256762,0.018317130911217675,0.019324858624323548,0.12090001522249441,0.1299504075591171,0.31880711807829887,0.33961124926863995,t_adj only
base,True,0.53,0.2,1,162,SL,2.0,0.10365777382590498,0.0005604704635608485,295781,0.6089120644702536,0.0075129368115095215,4219.0,0.014063333333333334,0.00021498492961824782,300000,0.3910879355297464,32310,1650,0.0510677808727948,0.0012246799571762508,0.002121207908840543,0.10255927189426241,0.10475627575754755,0.37636284984491297,0.40581302121457985,0.048667452245207805,0.0534681095003818,t_warn only
base,True,0.53,0.2,1,162,SL,3.0,0.04647695423303052,0.0003870787148160628,295781,0.7098838587342973,0.006986744057156984,4219.0,0.014063333333333334,0.00021498492961824782,300000,0.29011614126570273,14971,1224,0.08175806559348073,0.002239331863339654,0.003878636562312166,0.045718293886824767,0.04723561457923627,0.2764223744364611,0.30380990809494435,0.07736905575728209,0.08614707542967937,t_warn only
base,True,0.53,0.2,1,162,SL,4.0,0.020011427373631166,0.0002574923926905239,295781,0.7997155724105238,0.006161502166575601,4219.0,0.014063333333333334,0.00021498492961824782,300000,0.20028442758947618,6764,845,0.12492607924305145,0.004020195064569208,0.006963182108171512,0.019506751553683876,0.020516103193578456,0.18820810515706599,0.21236075002188637,0.11704664164351812,0.13280551684258476,t_warn and t_adj
base,True,0.53,0.2,1,162,SL,5.0,0.00851981702678671,0.0001689942844522438,295781,0.8715335387532591,0.005151481803713758,4219.0,0.014063333333333334,0.00021498492961824782,300000,0.12846646124674088,3062,542,0.17700849118223383,0.006897506749337739,0.011946832135402211,0.008188594313054553,0.008851039740518868,0.11836974236480685,0.1385631801286749,0.16348962626377483,0.19052735610069282,t_adj only
base,True,0.53,0.2,1,162,SL,6.0,0.0038744882193244325,0.00011422970820019236,295781,0.9146717231571463,0.004301048616576298,4219.0,0.014063333333333334,0.00021498492961824782,300000,0.08532827684285371,1506,360,0.23904382470119523,0.010990212794718167,0.019035606946445408,0.0036506021035215505,0.004098374335127314,0.07689837639211436,0.09375817729359306,0.21750340327120823,0.26058424613118225,t_adj only
base,True,0.53,0.2,3,163,AP,2.0,0.0828232059625835,0.0005214761235846947,279342,0.6724755542646916,0.0032652465135608374,20658.0,0.06886,0.00046230689806664145,300000,0.32752444573530837,29902,6766,0.22627249013443917,0.002419690273863575,0.004191026492911963,0.08180113153349794,0.08384528039166905,0.3211246801176036,0.33392421135301315,0.22152998430651644,0.2310149959623619,t_warn only
base,True,0.53,0.2,3,163,AP,3.0,0.03951070730502395,0.0003685832091083989,279342,0.7600929422015684,0.0029710552340934133,20658.0,0.06886,0.00046230689806664145,300000,0.23990705779843158,15993,4956,0.30988557493903585,0.0036567583711211386,0.00633369128978462,0.03878829748416702,0.04023311712588088,0.23408389649759692,0.24573021909926623,0.30271846017493975,0.31705268970313194,t_warn only
base,True,0.53,0.2,3,163,AP,4.0,0.018378904711786985,0.00025413450511705115,279342,0.8321715558137284,0.002600130114972679,20658.0,0.06886,0.00046230689806664145,300000,0.16782844418627163,8601,3467,0.40309266364376234,0.005289095777406661,0.009160982612566346,0.017880810230599748,0.018876999192974222,0.16273228276560933,0.17292460560693393,0.39272622632749327,0.4134591009600314,t_warn and t_adj
base,True,0.53,0.2,3,163,AP,5.0,0.008638156811363849,0.00017508886293410146,279342,0.8866298770452125,0.002205851912370577,20658.0,0.06886,0.00046230689806664145,300000,0.11337012295478754,4755,2342,0.492534174553102,0.0072501388572278,0.012557608862647908,0.008294988943212076,0.008981324679515621,0.10904673261721005,0.11769351329236503,0.4783241633979344,0.5067441857082696,t_adj only
base,True,0.53,0.2,3,163,AP,6.0,0.004116817377981113,0.00012114817639274802,279342,0.9248233130022268,0.0018345385374415866,20658.0,0.06886,0.00046230689806664145,300000,0.07517668699777325,2703,1553,0.5745467998520163,0.009509672911677725,0.01647123664638728,0.0038793713135856765,0.004354263442376548,0.07158105750777509,0.0787723164877714,0.5559081832933528,0.5931854164106798,t_adj only
base,True,0.53,0.2,3,163,SL,2.0,0.044741533579830114,0.0003802393462946791,295609,0.6335686631746754,0.007271289385811094,4391.0,0.014636666666666666,0.00021925962278811207,300000,0.3664313368253246,14835,1609,0.10845972362655881,0.002553059611328385,0.004422028961572813,0.04399627814970901,0.04548678900995122,0.35217987139555273,0.38068280225509643,0.10345581869850119,0.11346362855461643,t_warn only
base,True,0.53,0.2,3,163,SL,3.0,0.013247228602647416,0.00021028479271017933,295609,0.7642905943976315,0.006405248675328016,4391.0,0.014636666666666666,0.00021925962278811207,300000,0.23570940560236853,4951,1035,0.20904867703494243,0.00577899244846599,0.010009508537299962,0.012835077979188002,0.01365937922610683,0.22315534878767793,0.24826346241705913,0.19772205987967723,0.22037529419020763,t_warn only
base,True,0.53,0.2,3,163,SL,4.0,0.003859828354346451,0.00011404740216047613,295609,0.8613072193122295,0.005215839907661208,4391.0,0.014636666666666666,0.00021925962278811207,300000,0.13869278068777047,1750,609,0.348,0.01138660867610972,0.019722184752926624,0.0036362995518183956,0.004083357156874507,0.12846992223899117,0.14891563913654976,0.3256826569127373,0.37031734308726266,t_warn and t_adj
base,True,0.53,0.2,3,163,SL,5.0,0.0012110592032042325,6.396769820867801e-05,295609,0.9268959234798452,0.003928299259914849,4391.0,0.014636666666666666,0.00021925962278811207,300000,0.07310407652015483,679,321,0.4727540500736377,0.01915972926855941,0.03318562455240938,0.001085684817552359,0.001336433588856106,0.06540475138949509,0.08080340165081457,0.4352016704575149,0.5103064296897605,t_adj only
base,True,0.53,0.2,3,163,SL,6.0,0.00038226170380468793,3.595328244304995e-05,295609,0.9612844454566158,0.002911300138967702,4391.0,0.014636666666666666,0.00021925962278811207,300000,0.038715554543384156,283,170,0.6007067137809188,0.02911280350487126,0.0504248548212063,0.000311794564534478,0.0004527288430748979,0.03300951107781246,0.04442159800895585,0.5436466669722972,0.6577667605895403,t_adj only
base,True,0.53,0.2,5,164,AP,2.0,0.061258562870818885,0.0004539072733956954,279112,0.6800076599004213,0.003227589278933121,20888.0,0.06962666666666667,0.0004646819484176087,300000,0.31999234009957866,23782,6684,0.28105289714910436,0.002914864122873404,0.005048692757976426,0.06036892095562516,0.06214820478601261,0.31366638130608376,0.32631829889307357,0.2753398684033809,0.2867659258948278,t_warn only
base,True,0.53,0.2,5,164,AP,3.0,0.02561695663389607,0.0002990469455853685,279112,0.7763309076981999,0.0028832214260088394,20888.0,0.06962666666666667,0.0004646819484176087,300000,0.2236690923018001,11822,4672,0.39519539840974455,0.004496431746486619,0.007788048237680486,0.02503083538623879,0.026203077881553353,0.2180180821027941,0.2293201025008061,0.3863825540581736,0.4040082427613155,t_warn only
base,True,0.53,0.2,5,164,AP,4.0,0.010361431969961879,0.000191672117912249,279112,0.851254308693987,0.0024620871946919452,20888.0,0.06962666666666667,0.0004646819484176087,300000,0.148745691306013,5999,3107,0.5179196532755459,0.00645136298403725,0.01117408846642168,0.009985761519050116,0.010737102420873642,0.1439200890395558,0.1535712935724702,0.5052752140759004,0.5305640924751914,t_warn and t_adj
base,True,0.53,0.2,5,164,AP,5.0,0.004310097738542234,0.00012399847851834032,279112,0.9047778628877825,0.0020309139179704367,20888.0,0.06962666666666667,0.0004646819484176087,300000,0.0952221371122175,3192,1989,0.6231203007518797,0.008577404299577502,0.014856500043927972,0.004067065184591514,0.004553130292492954,0.09124161894589648,0.09920265527853851,0.6063088971112626,0.6399317043924969,t_adj only
base,True,0.53,0.2,5,164,AP,6.0,0.0018881309295193328,8.217059068130924e-05,279112,0.9395346610494063,0.001649154027646507,20888.0,0.06962666666666667,0.0004646819484176087,300000,0.060465338950593694,1790,1263,0.705586592178771,0.010772771208297513,0.018658987071086458,0.0017270795299252312,0.0020491823291134345,0.057233056425951535,0.06369762147523585,0.6844723484302713,0.7267008359272706,t_adj only
base,True,0.53,0.2,5,164,SL,2.0,0.02931847232836689,0.0003102202695770574,295718,0.6623073330219523,0.007227153272869098,4282.0,0.014273333333333334,0.0002165610405781619,300000,0.3376926669780477,10116,1446,0.14294187425860025,0.0034800097779702516,0.006027553746280963,0.028710451767925565,0.029926492888808217,0.32352770674074205,0.3518576272153533,0.13612118037413057,0.14976256814306993,t_warn only
base,True,0.53,0.2,5,164,SL,3.0,0.007263676881353181,0.00015615515813215575,295718,0.8003269500233535,0.006108999859467036,4282.0,0.014273333333333334,0.0002165610405781619,300000,0.19967304997664648,3003,855,0.28471528471528473,0.00823506815034453,0.014263556440188983,0.006957618392999848,0.007569735369706513,0.18769963017608604,0.2116464697772069,0.2685748476030629,0.3008557218275066,t_warn only
base,True,0.53,0.2,5,164,SL,4.0,0.001704326419088456,7.585201153027315e-05,295718,0.8897711349836525,0.004785898598295866,4282.0,0.014273333333333334,0.0002165610405781619,300000,0.11022886501634754,976,472,0.48360655737704916,0.015996005361962287,0.02770589400506287,0.0015556592071615356,0.0018529936310153763,0.10084867605603719,0.1196090539766579,0.4522549627237961,0.5149581520303023,t_warn and t_adj
base,True,0.53,0.2,5,164,SL,5.0,0.0004497528050372314,3.898974327507872e-05,295718,0.9453526389537599,0.003473427082515626,4282.0,0.014273333333333334,0.0002165610405781619,300000,0.05464736104624013,367,234,0.6376021798365122,0.025091963828791787,0.04346055621314787,0.000373334311848835,0.0005261712982256278,0.04783956900788447,0.06145515308459579,0.5884228340427782,0.6867815256302463,t_adj only
base,True,0.53,0.2,5,164,SL,6.0,0.0001623168018179482,2.3426510816255237e-05,295718,0.9750116767865483,0.0023853391396061246,4282.0,0.014273333333333334,0.0002165610405781619,300000,0.02498832321345168,155,107,0.6903225806451613,0.03713769629075418,0.06432437685164848,0.00011640168397247731,0.00020823191966341906,0.0203131443720327,0.029663502054870658,0.6175340328723495,0.763111128417973,t_adj only
base,True,0.53,0.2,7,165,AP,2.0,0.0499125564627748,0.0004118234981684673,279609,0.683585895738316,0.003256905828963092,20391.0,0.06797,0.0004595290310016695,300000,0.31641410426168404,20408,6452,0.31615052920423364,0.0032548201153288917,0.005637513809246833,0.04910539723201054,0.050719715693539065,0.3100306860855262,0.3227975224378419,0.3097711989517132,0.3225298594567541,t_warn only
base,True,0.53,0.2,7,165,AP,3.0,0.019051604204442633,0.00025853139093319125,279609,0.7835319503702614,0.0028840713148747367,20391.0,0.06797,0.0004595290310016695,300000,0.21646804962973865,9741,4414,0.45313622831331485,0.005043734271879102,0.008736004018771022,0.01854489198534365,0.019558316423541614,0.21081537367915149,0.2221207255803258,0.4432506907148656,0.4630217659117641,t_warn only
base,True,0.53,0.2,7,165,AP,4.0,0.007177880540325955,0.00015964608108827837,279609,0.8611642391251042,0.0024214438539342793,20391.0,0.06797,0.0004595290310016695,300000,0.1388357608748958,4838,2831,0.5851591566763126,0.007083449872684793,0.012268895072357356,0.006864979968651849,0.007490781112000061,0.13408981809316334,0.14358170365662826,0.5712758499300458,0.5990424634225794,t_warn and t_adj
base,True,0.53,0.2,7,165,AP,5.0,0.0026072122141991136,9.643745252621542e-05,279609,0.9169731744397038,0.0019322720406200848,20391.0,0.06797,0.0004595290310016695,300000,0.08302682556029617,2422,1693,0.699009083402147,0.009320324539103697,0.016143275644758582,0.0024181982789960223,0.0027962261494022048,0.07923964192247426,0.08681400919811808,0.6807415828371871,0.7172765839671068,t_adj only
base,True,0.53,0.2,7,165,AP,6.0,0.0009620577306166826,5.862947225741876e-05,279609,0.9492423127850522,0.0015371639639316518,20391.0,0.06797,0.0004595290310016695,300000,0.05075768721494778,1304,1035,0.7937116564417178,0.01120546614497919,0.01940843668559692,0.000847146075653143,0.0010769693855802222,0.04774490118354444,0.05377047324635111,0.7717493461943398,0.8156739666890959,t_adj only
base,True,0.53,0.2,7,165,SL,2.0,0.022116636512740737,0.00027044174842505203,295705,0.6495925494761351,0.007279903112181809,4295.0,0.014316666666666667,0.0002168847598935298,300000,0.3504074505238649,8045,1505,0.18707271597265382,0.00434778491584963,0.007530584374633134,0.02158658042173058,0.022646692603750896,0.3361391025005006,0.3646757985472292,0.17855121405784552,0.19559421788746212,t_warn only
base,True,0.53,0.2,7,165,SL,3.0,0.004676958455217193,0.00012546842637449897,295705,0.8009313154831199,0.006092808474066195,4295.0,0.014316666666666667,0.0002168847598935298,300000,0.1990686845168801,2238,855,0.3820375335120643,0.010270794127996984,0.017789537263770857,0.0044310448563865245,0.004922872054047862,0.1871269992488154,0.21101036978494478,0.36190714676977886,0.4021679202543498,t_warn only
base,True,0.53,0.2,7,165,SL,4.0,0.0010855413334235134,6.0556114001169616e-05,295705,0.8935972060535506,0.0047050672257469735,4295.0,0.014316666666666667,0.0002168847598935298,300000,0.10640279394644936,778,457,0.5874035989717223,0.01764985820660036,0.030570451160218327,0.000966853530001325,0.0012042291368457019,0.09718103156640542,0.1156245563264933,0.5528105122816811,0.6219966856617636,t_warn and t_adj
base,True,0.53,0.2,7,165,SL,5.0,0.00030097563450060026,3.189855202309147e-05,295705,0.9457508731082654,0.003456234235800127,4295.0,0.014316666666666667,0.0002168847598935298,300000,0.054249126891734556,322,233,0.7236024844720497,0.02492235949730314,0.04316679289382578,0.0002384556208832138,0.0003634956481179867,0.0474750322139988,0.061023221569470314,0.6747555570622774,0.7724494118818219,t_adj only
base,True,0.53,0.2,7,165,SL,6.0,8.792546625860232e-05,1.724284453029532e-05,295705,0.9755529685681025,0.0023564428355612264,4295.0,0.014316666666666667,0.0002168847598935298,300000,0.024447031431897526,131,105,0.8015267175572519,0.03484772092158424,0.06035802316416484,5.4130111721626584e-05,0.00012172082079557806,0.0198284883061396,0.02906557455765545,0.7332264390689,0.8698269960456039,t_adj only
base,True,0.53,0.2,10,166,AP,2.0,0.04010275592243863,0.0003713755769749168,279108,0.6929446678154317,0.0031912997030724343,20892.0,0.06964,0.000464723108958442,300000,0.30705533218456826,17608,6415,0.3643230349840981,0.003626657458145579,0.006281554979156742,0.039374873161088564,0.040830638683788695,0.3008004996533356,0.3133101647158009,0.35721491692580126,0.371431153042395,t_warn only
base,True,0.53,0.2,10,166,AP,3.0,0.013657795548676499,0.00021969388531970746,279108,0.8005935286233965,0.002764303052240205,20892.0,0.06964,0.000464723108958442,300000,0.1994064713766035,7978,4166,0.5221860115317122,0.005592358842604487,0.009686249649548052,0.013227203442429744,0.014088387654923254,0.19398853690912257,0.20482440584408443,0.5112251895251257,0.5331468335382986,t_warn only
base,True,0.53,0.2,10,166,AP,4.0,0.004625449646731731,0.0001284352107441923,279108,0.8775129236071223,0.0022682028218924365,20892.0,0.06964,0.000464723108958442,300000,0.1224870763928777,3850,2559,0.6646753246753246,0.007608642342553825,0.013178555113923107,0.0043737212573407005,0.004877178036122761,0.11804148051727012,0.12693267226848529,0.6497626595950434,0.6795879897556059,t_warn and t_adj
base,True,0.53,0.2,10,166,AP,5.0,0.0014868796308239104,7.293376805071263e-05,279108,0.9278192609611334,0.001790409384593222,20892.0,0.06964,0.000464723108958442,300000,0.07218073903886657,1923,1508,0.7841913676547062,0.009381143791704632,0.016248617680341765,0.0013439320710601636,0.0016298271905876573,0.0686716010998017,0.07568987697793145,0.7658046635441417,0.8025780717652707,t_adj only
base,True,0.53,0.2,10,166,AP,6.0,0.00046576952290869485,4.08411749104705e-05,279108,0.9592188397472717,0.0013683545172480471,20892.0,0.06964,0.000464723108958442,300000,0.040781160252728266,982,852,0.8676171079429735,0.010814943174763551,0.018732031059660724,0.00038572229036646944,0.0005458167554509202,0.03809923465968471,0.04346308584577182,0.8464202086583913,0.8888140072275558,t_adj only
base,True,0.53,0.2,10,166,SL,2.0,0.015617392480389505,0.00022799037318882662,295760,0.6679245283018868,0.007232678605471457,4240.0,0.014133333333333333,0.00021551165646914339,300000,0.33207547169811324,6027,1408,0.23361539737846357,0.005450339074976533,0.009440264196337311,0.01517053955659284,0.016064245404186172,0.317899682007819,0.3462512613884075,0.22293292900371625,0.24429786575321089,t_warn only
base,True,0.53,0.2,10,166,SL,3.0,0.002955098728698945,9.98099038486868e-05,295760,0.8252358490566037,0.005832198412497893,4240.0,0.014133333333333333,0.00021551165646914339,300000,0.17476415094339626,1615,741,0.4588235294117647,0.012399553029742525,0.021476655838658657,0.0027594749103120575,0.0031507225470858327,0.16333325201404325,0.18619504987274926,0.43452085185737843,0.48312620696615094,t_warn only
base,True,0.53,0.2,10,166,SL,4.0,0.0005375980524749797,4.26228372007849e-05,295760,0.9106132075471698,0.004381478862830494,4240.0,0.014133333333333333,0.00021551165646914339,300000,0.08938679245283021,538,379,0.7044609665427509,0.01967182959158362,0.03407260833045975,0.0004540588259835805,0.0006211372789663789,0.0807992516149215,0.09797433329073892,0.6659048887291124,0.7430170443563895,t_warn and t_adj
base,True,0.53,0.2,10,166,SL,5.0,0.0001149580741141466,1.9714013821045577e-05,295760,0.9591981132075472,0.003038164975996972,4240.0,0.014133333333333333,0.00021551165646914339,300000,0.04080188679245278,207,173,0.8357487922705314,0.025751764489883273,0.04460336448102586,7.631931672939483e-05,0.00015359683149889836,0.03484719281343785,0.04675658077146771,0.7852762609338819,0.886221323607181,t_adj only
base,True,0.53,0.2,10,166,SL,6.0,2.3667838788206653e-05,8.945496352689947e-06,295760,0.9827830188679245,0.0019976729795442585,4240.0,0.014133333333333333,0.00021551165646914339,300000,0.017216981132075482,80,73,0.9125,0.031591879890250286,0.05471874107652698,6.134987974803052e-06,4.120068960161026e-05,0.013301614008395999,0.021132348255754965,0.8505810527227855,0.9744189472772145,t_adj only
base,True,0.53,0.2,13,167,AP,2.0,0.031027842011440352,0.00032805583690045844,279362,0.6988080240333365,0.0031934993811356385,20638.0,0.06879333333333333,0.0004620995946843141,300000,0.30119197596666347,14884,6216,0.41762966944369795,0.004042364415469991,0.0070015805503024905,0.030384864381125583,0.031670819641755124,0.29493283214561533,0.3074511197877116,0.40970678071449573,0.42555255817290016,t_warn only
base,True,0.53,0.2,13,167,AP,3.0,0.009550332543438263,0.00018401015309330113,279362,0.8083632134896792,0.002739737200290497,20638.0,0.06879333333333333,0.0004620995946843141,300000,0.1916367865103208,6623,3955,0.5971614072172732,0.006026761759643233,0.010438657572815289,0.009189679267740905,0.009910985819135621,0.18626700022829062,0.19700657279235095,0.5853491711317957,0.6089736433027506,t_warn only
base,True,0.53,0.2,13,167,AP,4.0,0.0028923046083576148,0.00010160366717082185,279362,0.8864715573214459,0.002208263728304731,20638.0,0.06879333333333333,0.0004620995946843141,300000,0.11352844267855411,3151,2343,0.7435734687400826,0.007778918473675918,0.013473482024342832,0.002693165078434822,0.0030914441382804076,0.10920032526857106,0.11785656008853716,0.7283270685727428,0.7588198689074224,t_warn and t_adj
