u,view_over,K,beat_cv,s_det,f_rej,axis,estimand,bias_mcse,relbias_pct_mcse,rmse_mcse,sd_err_mcse,bias,relbias_pct,rmse,sd_err
base,False,1,0.05,0.8,0.1,SL,T2,0.003923173118814254,0.07050541800032609,0.003072968284726978,0.0027741161866979467,0.12539402352801585,2.57128852315728,1.2469310333245784,1.2406162710599424
base,False,1,0.05,0.8,0.3,AP,T1,0.005052272792867697,0.04971438709533143,0.004445769722430188,0.003572514214856777,-0.41748172183763577,-3.653556437056439,1.6513059982823475,1.5976689385962024
base,False,1,0.05,0.8,0.3,AP,T2,0.004825937556300133,0.050899353177071775,0.004137896073840882,0.0034124702340364867,0.10156479088494061,1.1925747047098976,1.529463777539375,1.5260954523655492
base,False,1,0.05,0.8,0.3,SL,T1,0.004059040354893364,0.06804224495308303,0.0032672685595277894,0.002870189311037381,-0.20651122492307003,-2.333526659576033,1.3000812553359538,1.2835812636001216
base,False,1,0.05,0.8,0.3,SL,T2,0.003923173118814254,0.07050541800032609,0.003072968284726978,0.0027741161866979467,0.12539402352801585,2.57128852315728,1.2469310333245784,1.2406162710599424
base,False,1,0.05,1.0,0.0,AP,T1,0.005052272792867697,0.04971438709533143,0.004445769722430188,0.003572514214856777,-0.41748172183763577,-3.653556437056439,1.6513059982823475,1.5976689385962024
base,False,1,0.05,1.0,0.0,AP,T2,0.004825937556300133,0.050899353177071775,0.004137896073840882,0.0034124702340364867,0.10156479088494061,1.1925747047098976,1.529463777539375,1.5260954523655492
base,False,1,0.05,1.0,0.0,SL,T1,0.004059040354893364,0.06804224495308303,0.0032672685595277894,0.002870189311037381,-0.20651122492307003,-2.333526659576033,1.3000812553359538,1.2835812636001216
base,False,1,0.05,1.0,0.0,SL,T2,0.003923173118814254,0.07050541800032609,0.003072968284726978,0.0027741161866979467,0.12539402352801585,2.57128852315728,1.2469310333245784,1.2406162710599424
base,False,1,0.05,1.0,0.1,AP,T1,0.005052272792867697,0.04971438709533143,0.004445769722430188,0.003572514214856777,-0.41748172183763577,-3.653556437056439,1.6513059982823475,1.5976689385962024
base,False,1,0.05,1.0,0.1,AP,T2,0.004825937556300133,0.050899353177071775,0.004137896073840882,0.0034124702340364867,0.10156479088494061,1.1925747047098976,1.529463777539375,1.5260954523655492
base,False,1,0.05,1.0,0.1,SL,T1,0.004059040354893364,0.06804224495308303,0.0032672685595277894,0.002870189311037381,-0.20651122492307003,-2.333526659576033,1.3000812553359538,1.2835812636001216
base,False,1,0.05,1.0,0.1,SL,T2,0.003923173118814254,0.07050541800032609,0.003072968284726978,0.0027741161866979467,0.12539402352801585,2.57128852315728,1.2469310333245784,1.2406162710599424
base,False,1,0.05,1.0,0.3,AP,T1,0.005052272792867697,0.04971438709533143,0.004445769722430188,0.003572514214856777,-0.41748172183763577,-3.653556437056439,1.6513059982823475,1.5976689385962024
base,False,1,0.05,1.0,0.3,AP,T2,0.004825937556300133,0.050899353177071775,0.004137896073840882,0.0034124702340364867,0.10156479088494061,1.1925747047098976,1.529463777539375,1.5260954523655492
base,False,1,0.05,1.0,0.3,SL,T1,0.004059040354893364,0.06804224495308303,0.0032672685595277894,0.002870189311037381,-0.20651122492307003,-2.333526659576033,1.3000812553359538,1.2835812636001216
base,False,1,0.05,1.0,0.3,SL,T2,0.003923173118814254,0.07050541800032609,0.003072968284726978,0.0027741161866979467,0.12539402352801585,2.57128852315728,1.2469310333245784,1.2406162710599424
base,False,1,0.1,0.0,0.0,AP,T1,0.005485730037010333,0.05294900473276952,0.0049276820031854815,0.003879016304058745,-0.3629452787643758,-3.105205514737418,1.7722930305226197,1.7347401545752432
base,False,1,0.1,0.0,0.0,AP,T2,0.005283962265626285,0.0544149889636511,0.004829537668035036,0.003736344231326041,0.1558847824439489,1.777807859132568,1.6781829064784983,1.67093558297627
base,False,1,0.1,0.0,0.0,SL,T1,0.0042760053861200615,0.0699411538378703,0.0034856326800968645,0.0030236075229911077,-0.16539858416857423,-1.746379947575324,1.3622630486200837,1.3521916307287136
base,False,1,0.1,0.0,0.0,SL,T2,0.004161760342600248,0.07265744718588717,0.0034113036171231773,0.002942823674081041,0.16711989556559667,3.2227134646490576,1.326626041568882,1.3160641758379468
base,False,1,0.1,0.0,0.1,AP,T1,0.005485730037010333,0.05294900473276952,0.0049276820031854815,0.003879016304058745,-0.3629452787643758,-3.105205514737418,1.7722930305226197,1.7347401545752432
base,False,1,0.1,0.0,0.1,AP,T2,0.005283962265626285,0.0544149889636511,0.004829537668035036,0.003736344231326041,0.1558847824439489,1.777807859132568,1.6781829064784983,1.67093558297627
base,False,1,0.1,0.0,0.1,SL,T1,0.0042760053861200615,0.0699411538378703,0.0034856326800968645,0.0030236075229911077,-0.16539858416857423,-1.746379947575324,1.3622630486200837,1.3521916307287136
base,False,1,0.1,0.0,0.1,SL,T2,0.004161760342600248,0.07265744718588717,0.0034113036171231773,0.002942823674081041,0.16711989556559667,3.2227134646490576,1.326626041568882,1.3160641758379468
base,False,1,0.1,0.0,0.3,AP,T1,0.005485730037010333,0.05294900473276952,0.0049276820031854815,0.003879016304058745,-0.3629452787643758,-3.105205514737418,1.7722930305226197,1.7347401545752432
base,False,1,0.1,0.0,0.3,AP,T2,0.005283962265626285,0.0544149889636511,0.004829537668035036,0.003736344231326041,0.1558847824439489,1.777807859132568,1.6781829064784983,1.67093558297627
base,False,1,0.1,0.0,0.3,SL,T1,0.0042760053861200615,0.0699411538378703,0.0034856326800968645,0.0030236075229911077,-0.16539858416857423,-1.746379947575324,1.3622630486200837,1.3521916307287136
base,False,1,0.1,0.0,0.3,SL,T2,0.004161760342600248,0.07265744718588717,0.0034113036171231773,0.002942823674081041,0.16711989556559667,3.2227134646490576,1.326626041568882,1.3160641758379468
base,False,1,0.1,0.5,0.0,AP,T1,0.005485730037010333,0.05294900473276952,0.0049276820031854815,0.003879016304058745,-0.3629452787643758,-3.105205514737418,1.7722930305226197,1.7347401545752432
base,False,1,0.1,0.5,0.0,AP,T2,0.005283962265626285,0.0544149889636511,0.004829537668035036,0.003736344231326041,0.1558847824439489,1.777807859132568,1.6781829064784983,1.67093558297627
base,False,1,0.1,0.5,0.0,SL,T1,0.0042760053861200615,0.0699411538378703,0.0034856326800968645,0.0030236075229911077,-0.16539858416857423,-1.746379947575324,1.3622630486200837,1.3521916307287136
base,False,1,0.1,0.5,0.0,SL,T2,0.004161760342600248,0.07265744718588717,0.0034113036171231773,0.002942823674081041,0.16711989556559667,3.2227134646490576,1.326626041568882,1.3160641758379468
base,False,1,0.1,0.5,0.1,AP,T1,0.005485730037010333,0.05294900473276952,0.0049276820031854815,0.003879016304058745,-0.3629452787643758,-3.105205514737418,1.7722930305226197,1.7347401545752432
base,False,1,0.1,0.5,0.1,AP,T2,0.005283962265626285,0.0544149889636511,0.004829537668035036,0.003736344231326041,0.1558847824439489,1.777807859132568,1.6781829064784983,1.67093558297627
base,False,1,0.1,0.5,0.1,SL,T1,0.0042760053861200615,0.0699411538378703,0.0034856326800968645,0.0030236075229911077,-0.16539858416857423,-1.746379947575324,1.3622630486200837,1.3521916307287136
base,False,1,0.1,0.5,0.1,SL,T2,0.004161760342600248,0.07265744718588717,0.0034113036171231773,0.002942823674081041,0.16711989556559667,3.2227134646490576,1.326626041568882,1.3160641758379468
base,False,1,0.1,0.5,0.3,AP,T1,0.005485730037010333,0.05294900473276952,0.0049276820031854815,0.003879016304058745,-0.3629452787643758,-3.105205514737418,1.7722930305226197,1.7347401545752432
base,False,1,0.1,0.5,0.3,AP,T2,0.005283962265626285,0.0544149889636511,0.004829537668035036,0.003736344231326041,0.1558847824439489,1.777807859132568,1.6781829064784983,1.67093558297627
base,False,1,0.1,0.5,0.3,SL,T1,0.0042760053861200615,0.0699411538378703,0.0034856326800968645,0.0030236075229911077,-0.16539858416857423,-1.746379947575324,1.3622630486200837,1.3521916307287136
base,False,1,0.1,0.5,0.3,SL,T2,0.004161760342600248,0.07265744718588717,0.0034113036171231773,0.002942823674081041,0.16711989556559667,3.2227134646490576,1.326626041568882,1.3160641758379468
base,False,1,0.1,0.8,0.0,AP,T1,0.005485730037010333,0.05294900473276952,0.0049276820031854815,0.003879016304058745,-0.3629452787643758,-3.105205514737418,1.7722930305226197,1.7347401545752432
base,False,1,0.1,0.8,0.0,AP,T2,0.005283962265626285,0.0544149889636511,0.004829537668035036,0.003736344231326041,0.1558847824439489,1.777807859132568,1.6781829064784983,1.67093558297627
base,False,1,0.1,0.8,0.0,SL,T1,0.0042760053861200615,0.0699411538378703,0.0034856326800968645,0.0030236075229911077,-0.16539858416857423,-1.746379947575324,1.3622630486200837,1.3521916307287136
base,False,1,0.1,0.8,0.0,SL,T2,0.004161760342600248,0.07265744718588717,0.0034113036171231773,0.002942823674081041,0.16711989556559667,3.2227134646490576,1.326626041568882,1.3160641758379468
base,False,1,0.1,0.8,0.1,AP,T1,0.005485730037010333,0.05294900473276952,0.0049276820031854815,0.003879016304058745,-0.3629452787643758,-3.105205514737418,1.7722930305226197,1.7347401545752432
base,False,1,0.1,0.8,0.1,AP,T2,0.005283962265626285,0.0544149889636511,0.004829537668035036,0.003736344231326041,0.1558847824439489,1.777807859132568,1.6781829064784983,1.67093558297627
base,False,1,0.1,0.8,0.1,SL,T1,0.0042760053861200615,0.0699411538378703,0.0034856326800968645,0.0030236075229911077,-0.16539858416857423,-1.746379947575324,1.3622630486200837,1.3521916307287136
base,False,1,0.1,0.8,0.1,SL,T2,0.004161760342600248,0.07265744718588717,0.0034113036171231773,0.002942823674081041,0.16711989556559667,3.2227134646490576,1.326626041568882,1.3160641758379468
base,False,1,0.1,0.8,0.3,AP,T1,0.005485730037010333,0.05294900473276952,0.0049276820031854815,0.003879016304058745,-0.3629452787643758,-3.105205514737418,1.7722930305226197,1.7347401545752432
base,False,1,0.1,0.8,0.3,AP,T2,0.005283962265626285,0.0544149889636511,0.004829537668035036,0.003736344231326041,0.1558847824439489,1.777807859132568,1.6781829064784983,1.67093558297627
base,False,1,0.1,0.8,0.3,SL,T1,0.0042760053861200615,0.0699411538378703,0.0034856326800968645,0.0030236075229911077,-0.16539858416857423,-1.746379947575324,1.3622630486200837,1.3521916307287136
base,False,1,0.1,0.8,0.3,SL,T2,0.004161760342600248,0.07265744718588717,0.0034113036171231773,0.002942823674081041,0.16711989556559667,3.2227134646490576,1.326626041568882,1.3160641758379468
base,False,1,0.1,1.0,0.0,AP,T1,0.005485730037010333,0.05294900473276952,0.0049276820031854815,0.003879016304058745,-0.3629452787643758,-3.105205514737418,1.7722930305226197,1.7347401545752432
base,False,1,0.1,1.0,0.0,AP,T2,0.005283962265626285,0.0544149889636511,0.004829537668035036,0.003736344231326041,0.1558847824439489,1.777807859132568,1.6781829064784983,1.67093558297627
base,False,1,0.1,1.0,0.0,SL,T1,0.0042760053861200615,0.0699411538378703,0.0034856326800968645,0.0030236075229911077,-0.16539858416857423,-1.746379947575324,1.3622630486200837,1.3521916307287136
base,False,1,0.1,1.0,0.0,SL,T2,0.004161760342600248,0.07265744718588717,0.0034113036171231773,0.002942823674081041,0.16711989556559667,3.2227134646490576,1.326626041568882,1.3160641758379468
base,False,1,0.1,1.0,0.1,AP,T1,0.005485730037010333,0.05294900473276952,0.0049276820031854815,0.003879016304058745,-0.3629452787643758,-3.105205514737418,1.7722930305226197,1.7347401545752432
base,False,1,0.1,1.0,0.1,AP,T2,0.005283962265626285,0.0544149889636511,0.004829537668035036,0.003736344231326041,0.1558847824439489,1.777807859132568,1.6781829064784983,1.67093558297627
base,False,1,0.1,1.0,0.1,SL,T1,0.0042760053861200615,0.0699411538378703,0.0034856326800968645,0.0030236075229911077,-0.16539858416857423,-1.746379947575324,1.3622630486200837,1.3521916307287136
base,False,1,0.1,1.0,0.1,SL,T2,0.004161760342600248,0.07265744718588717,0.0034113036171231773,0.002942823674081041,0.16711989556559667,3.2227134646490576,1.326626041568882,1.3160641758379468
base,False,1,0.1,1.0,0.3,AP,T1,0.005485730037010333,0.05294900473276952,0.0049276820031854815,0.003879016304058745,-0.3629452787643758,-3.105205514737418,1.7722930305226197,1.7347401545752432
base,False,1,0.1,1.0,0.3,AP,T2,0.005283962265626285,0.0544149889636511,0.004829537668035036,0.003736344231326041,0.1558847824439489,1.777807859132568,1.6781829064784983,1.67093558297627
base,False,1,0.1,1.0,0.3,SL,T1,0.0042760053861200615,0.0699411538378703,0.0034856326800968645,0.0030236075229911077,-0.16539858416857423,-1.746379947575324,1.3622630486200837,1.3521916307287136
base,False,1,0.1,1.0,0.3,SL,T2,0.004161760342600248,0.07265744718588717,0.0034113036171231773,0.002942823674081041,0.16711989556559667,3.2227134646490576,1.326626041568882,1.3160641758379468
base,False,1,0.15,0.0,0.0,AP,T1,0.006206491067416067,0.05844160923888327,0.005729002093878507,0.004388673864567817,-0.3154733761111051,-2.6232746143840453,1.9878475966469644,1.962664805052443
base,False,1,0.15,0.0,0.0,AP,T2,0.006025863645665095,0.06020361722652762,0.005893119291145119,0.004260950351160299,0.20385363699752296,2.290211593658392,1.9164089495458076,1.905545398990752
base,False,1,0.15,0.0,0.0,SL,T1,0.00465793819335306,0.07419835886410499,0.00396766373717385,0.0032936761512896923,-0.12689771996131488,-1.1072586121642212,1.4784181263272187,1.4729693891285442
base,False,1,0.15,0.0,0.0,SL,T2,0.0045515036920863285,0.0771260312523903,0.003985718120076824,0.003218415217386168,0.20541534068311856,3.884220418834446,1.4538890370002968,1.4393118445658495
base,False,1,0.15,0.0,0.1,AP,T1,0.006206491067416067,0.05844160923888327,0.005729002093878507,0.004388673864567817,-0.3154733761111051,-2.6232746143840453,1.9878475966469644,1.962664805052443
base,False,1,0.15,0.0,0.1,AP,T2,0.006025863645665095,0.06020361722652762,0.005893119291145119,0.004260950351160299,0.20385363699752296,2.290211593658392,1.9164089495458076,1.905545398990752
base,False,1,0.15,0.0,0.1,SL,T1,0.00465793819335306,0.07419835886410499,0.00396766373717385,0.0032936761512896923,-0.12689771996131488,-1.1072586121642212,1.4784181263272187,1.4729693891285442
base,False,1,0.15,0.0,0.1,SL,T2,0.0045515036920863285,0.0771260312523903,0.003985718120076824,0.003218415217386168,0.20541534068311856,3.884220418834446,1.4538890370002968,1.4393118445658495
base,False,1,0.15,0.0,0.3,AP,T1,0.006206491067416067,0.05844160923888327,0.005729002093878507,0.004388673864567817,-0.3154733761111051,-2.6232746143840453,1.9878475966469644,1.962664805052443
base,False,1,0.15,0.0,0.3,AP,T2,0.006025863645665095,0.06020361722652762,0.005893119291145119,0.004260950351160299,0.20385363699752296,2.290211593658392,1.9164089495458076,1.905545398990752
base,False,1,0.15,0.0,0.3,SL,T1,0.00465793819335306,0.07419835886410499,0.00396766373717385,0.0032936761512896923,-0.12689771996131488,-1.1072586121642212,1.4784181263272187,1.4729693891285442
base,False,1,0.15,0.0,0.3,SL,T2,0.0045515036920863285,0.0771260312523903,0.003985718120076824,0.003218415217386168,0.20541534068311856,3.884220418834446,1.4538890370002968,1.4393118445658495
base,False,1,0.15,0.5,0.0,AP,T1,0.006206491067416067,0.05844160923888327,0.005729002093878507,0.004388673864567817,-0.3154733761111051,-2.6232746143840453,1.9878475966469644,1.962664805052443
base,False,1,0.15,0.5,0.0,AP,T2,0.006025863645665095,0.06020361722652762,0.005893119291145119,0.004260950351160299,0.20385363699752296,2.290211593658392,1.9164089495458076,1.905545398990752
base,False,1,0.15,0.5,0.0,SL,T1,0.00465793819335306,0.07419835886410499,0.00396766373717385,0.0032936761512896923,-0.12689771996131488,-1.1072586121642212,1.4784181263272187,1.4729693891285442
base,False,1,0.15,0.5,0.0,SL,T2,0.0045515036920863285,0.0771260312523903,0.003985718120076824,0.003218415217386168,0.20541534068311856,3.884220418834446,1.4538890370002968,1.4393118445658495
base,False,1,0.15,0.5,0.1,AP,T1,0.006206491067416067,0.05844160923888327,0.005729002093878507,0.004388673864567817,-0.3154733761111051,-2.6232746143840453,1.9878475966469644,1.962664805052443
base,False,1,0.15,0.5,0.1,AP,T2,0.006025863645665095,0.06020361722652762,0.005893119291145119,0.004260950351160299,0.20385363699752296,2.290211593658392,1.9164089495458076,1.905545398990752
base,False,1,0.15,0.5,0.1,SL,T1,0.00465793819335306,0.07419835886410499,0.00396766373717385,0.0032936761512896923,-0.12689771996131488,-1.1072586121642212,1.4784181263272187,1.4729693891285442
base,False,1,0.15,0.5,0.1,SL,T2,0.0045515036920863285,0.0771260312523903,0.003985718120076824,0.003218415217386168,0.20541534068311856,3.884220418834446,1.4538890370002968,1.4393118445658495
base,False,1,0.15,0.5,0.3,AP,T1,0.006206491067416067,0.05844160923888327,0.005729002093878507,0.004388673864567817,-0.3154733761111051,-2.6232746143840453,1.9878475966469644,1.962664805052443
base,False,1,0.15,0.5,0.3,AP,T2,0.006025863645665095,0.06020361722652762,0.005893119291145119,0.004260950351160299,0.20385363699752296,2.290211593658392,1.9164089495458076,1.905545398990752
base,False,1,0.15,0.5,0.3,SL,T1,0.00465793819335306,0.07419835886410499,0.00396766373717385,0.0032936761512896923,-0.12689771996131488,-1.1072586121642212,1.4784181263272187,1.4729693891285442
base,False,1,0.15,0.5,0.3,SL,T2,0.0045515036920863285,0.0771260312523903,0.003985718120076824,0.003218415217386168,0.20541534068311856,3.884220418834446,1.4538890370002968,1.4393118445658495
base,False,1,0.15,0.8,0.0,AP,T1,0.006206491067416067,0.05844160923888327,0.005729002093878507,0.004388673864567817,-0.3154733761111051,-2.6232746143840453,1.9878475966469644,1.962664805052443
base,False,1,0.15,0.8,0.0,AP,T2,0.006025863645665095,0.06020361722652762,0.005893119291145119,0.004260950351160299,0.20385363699752296,2.290211593658392,1.9164089495458076,1.905545398990752
base,False,1,0.15,0.8,0.0,SL,T1,0.00465793819335306,0.07419835886410499,0.00396766373717385,0.0032936761512896923,-0.12689771996131488,-1.1072586121642212,1.4784181263272187,1.4729693891285442
base,False,1,0.15,0.8,0.0,SL,T2,0.0045515036920863285,0.0771260312523903,0.003985718120076824,0.003218415217386168,0.20541534068311856,3.884220418834446,1.4538890370002968,1.4393118445658495
base,False,1,0.15,0.8,0.1,AP,T1,0.006206491067416067,0.05844160923888327,0.005729002093878507,0.004388673864567817,-0.3154733761111051,-2.6232746143840453,1.9878475966469644,1.962664805052443
base,False,1,0.15,0.8,0.1,AP,T2,0.006025863645665095,0.06020361722652762,0.005893119291145119,0.004260950351160299,0.20385363699752296,2.290211593658392,1.9164089495458076,1.905545398990752
base,False,1,0.15,0.8,0.1,SL,T1,0.00465793819335306,0.07419835886410499,0.00396766373717385,0.0032936761512896923,-0.12689771996131488,-1.1072586121642212,1.4784181263272187,1.4729693891285442
base,False,1,0.15,0.8,0.1,SL,T2,0.0045515036920863285,0.0771260312523903,0.003985718120076824,0.003218415217386168,0.20541534068311856,3.884220418834446,1.4538890370002968,1.4393118445658495
base,False,1,0.15,0.8,0.3,AP,T1,0.006206491067416067,0.05844160923888327,0.005729002093878507,0.004388673864567817,-0.3154733761111051,-2.6232746143840453,1.9878475966469644,1.962664805052443
base,False,1,0.15,0.8,0.3,AP,T2,0.006025863645665095,0.06020361722652762,0.005893119291145119,0.004260950351160299,0.20385363699752296,2.290211593658392,1.9164089495458076,1.905545398990752
base,False,1,0.15,0.8,0.3,SL,T1,0.00465793819335306,0.07419835886410499,0.00396766373717385,0.0032936761512896923,-0.12689771996131488,-1.1072586121642212,1.4784181263272187,1.4729693891285442
base,False,1,0.15,0.8,0.3,SL,T2,0.0045515036920863285,0.0771260312523903,0.003985718120076824,0.003218415217386168,0.20541534068311856,3.884220418834446,1.4538890370002968,1.4393118445658495
base,False,1,0.15,1.0,0.0,AP,T1,0.006206491067416067,0.05844160923888327,0.005729002093878507,0.004388673864567817,-0.3154733761111051,-2.6232746143840453,1.9878475966469644,1.962664805052443
base,False,1,0.15,1.0,0.0,AP,T2,0.006025863645665095,0.06020361722652762,0.005893119291145119,0.004260950351160299,0.20385363699752296,2.290211593658392,1.9164089495458076,1.905545398990752
base,False,1,0.15,1.0,0.0,SL,T1,0.00465793819335306,0.07419835886410499,0.00396766373717385,0.0032936761512896923,-0.12689771996131488,-1.1072586121642212,1.4784181263272187,1.4729693891285442
base,False,1,0.15,1.0,0.0,SL,T2,0.0045515036920863285,0.0771260312523903,0.003985718120076824,0.003218415217386168,0.20541534068311856,3.884220418834446,1.4538890370002968,1.4393118445658495
base,False,1,0.15,1.0,0.1,AP,T1,0.006206491067416067,0.05844160923888327,0.005729002093878507,0.004388673864567817,-0.3154733761111051,-2.6232746143840453,1.9878475966469644,1.962664805052443
base,False,1,0.15,1.0,0.1,AP,T2,0.006025863645665095,0.06020361722652762,0.005893119291145119,0.004260950351160299,0.20385363699752296,2.290211593658392,1.9164089495458076,1.905545398990752
base,False,1,0.15,1.0,0.1,SL,T1,0.00465793819335306,0.07419835886410499,0.00396766373717385,0.0032936761512896923,-0.12689771996131488,-1.1072586121642212,1.4784181263272187,1.4729693891285442
base,False,1,0.15,1.0,0.1,SL,T2,0.0045515036920863285,0.0771260312523903,0.003985718120076824,0.003218415217386168,0.20541534068311856,3.884220418834446,1.4538890370002968,1.4393118445658495
base,False,1,0.15,1.0,0.3,AP,T1,0.006206491067416067,0.05844160923888327,0.005729002093878507,0.004388673864567817,-0.3154733761111051,-2.6232746143840453,1.9878475966469644,1.962664805052443
base,False,1,0.15,1.0,0.3,AP,T2,0.006025863645665095,0.06020361722652762,0.005893119291145119,0.004260950351160299,0.20385363699752296,2.290211593658392,1.9164089495458076,1.905545398990752
