u,view_over,K,beat_cv,s_det,f_rej,axis,estimand,bias_mcse,relbias_pct_mcse,rmse_mcse,sd_err_mcse,bias,relbias_pct,rmse,sd_err
base,False,4,0.3,0.5,0.3,SL,T1,0.005701664166279846,0.0843609061326259,0.007067755689619034,0.004031705554602992,0.9808534322061095,16.27273810871898,2.052544365659414,1.8030245218809327
base,False,4,0.3,0.5,0.3,SL,T2,0.005730604760096989,0.08873786724251814,0.00739499319668977,0.004052169747063877,1.3119019412701198,22.198381666549672,2.237193991437046,1.8121763412109286
base,False,4,0.3,0.8,0.0,AP,T1,0.008332149598539052,0.07382279602941133,0.011031998528614896,0.00589174894180609,1.3670045294596025,13.378338844577357,2.9683503250272847,2.634857053664098
base,False,4,0.3,0.8,0.0,AP,T2,0.008429276243565018,0.07763547326574385,0.011561190296934977,0.005960428194534973,1.8852230851629277,19.158917360408314,3.2648529564386504,2.6655711956413697
base,False,4,0.3,0.8,0.0,SL,T1,0.005728283574312535,0.08424139587990886,0.007245317411587482,0.004050528412648604,1.0673818636054593,17.27661684946355,2.102520986885752,1.8114423178158006
base,False,4,0.3,0.8,0.0,SL,T2,0.0057828652203840885,0.08869794042634237,0.007573568104772812,0.004089123657690831,1.3984303726694691,23.258675393949364,2.3021136117461936,1.8287025498185296
base,False,4,0.3,0.8,0.1,AP,T1,0.00832748084830888,0.0738573568966552,0.010950908471468634,0.005888447620352021,1.3024313880692018,12.84015317003342,2.93784817538036,2.63338066520872
base,False,4,0.3,0.8,0.1,AP,T2,0.008409471827753869,0.07760968740985777,0.011491049314580995,0.005946424287797762,1.820649943772527,18.589360980072957,3.222827507131135,2.6593084894721413
base,False,4,0.3,0.8,0.1,SL,T1,0.005716393785611854,0.08425369531930213,0.007210178332727728,0.00404212102039441,1.0385045178568013,16.938079234002284,2.084748125714293,1.807682436496572
base,False,4,0.3,0.8,0.1,SL,T2,0.0057629551786960555,0.08868810620210843,0.007537717756008121,0.00407504506180636,1.369553026920812,22.90116352943298,2.2796507454128876,1.8224064418142207
base,False,4,0.3,0.8,0.3,AP,T1,0.008339994634033997,0.07403891626363408,0.010895437274522074,0.0058972962473398125,1.1639059008861359,11.715616940205807,2.8827345420934374,2.637337871712987
base,False,4,0.3,0.8,0.3,AP,T2,0.008386022006917156,0.07768198473906203,0.011459387010530947,0.005929842677558254,1.682124456589461,17.400079259816494,3.1403835549405703,2.6518930050154523
base,False,4,0.3,0.8,0.3,SL,T1,0.005701664166279846,0.0843609061326259,0.007067755689619034,0.004031705554602992,0.9808534322061095,16.27273810871898,2.052544365659414,1.8030245218809327
base,False,4,0.3,0.8,0.3,SL,T2,0.005730604760096989,0.08873786724251814,0.00739499319668977,0.004052169747063877,1.3119019412701198,22.198381666549672,2.237193991437046,1.8121763412109286
base,False,4,0.3,1.0,0.0,AP,T1,0.008332149598539052,0.07382279602941133,0.011031998528614896,0.00589174894180609,1.3670045294596025,13.378338844577357,2.9683503250272847,2.634857053664098
base,False,4,0.3,1.0,0.0,AP,T2,0.008429276243565018,0.07763547326574385,0.011561190296934977,0.005960428194534973,1.8852230851629277,19.158917360408314,3.2648529564386504,2.6655711956413697
base,False,4,0.3,1.0,0.0,SL,T1,0.005728283574312535,0.08424139587990886,0.007245317411587482,0.004050528412648604,1.0673818636054593,17.27661684946355,2.102520986885752,1.8114423178158006
base,False,4,0.3,1.0,0.0,SL,T2,0.0057828652203840885,0.08869794042634237,0.007573568104772812,0.004089123657690831,1.3984303726694691,23.258675393949364,2.3021136117461936,1.8287025498185296
base,False,4,0.3,1.0,0.1,AP,T1,0.00832748084830888,0.0738573568966552,0.010950908471468634,0.005888447620352021,1.3024313880692018,12.84015317003342,2.93784817538036,2.63338066520872
base,False,4,0.3,1.0,0.1,AP,T2,0.008409471827753869,0.07760968740985777,0.011491049314580995,0.005946424287797762,1.820649943772527,18.589360980072957,3.222827507131135,2.6593084894721413
base,False,4,0.3,1.0,0.1,SL,T1,0.005716393785611854,0.08425369531930213,0.007210178332727728,0.00404212102039441,1.0385045178568013,16.938079234002284,2.084748125714293,1.807682436496572
base,False,4,0.3,1.0,0.1,SL,T2,0.0057629551786960555,0.08868810620210843,0.007537717756008121,0.00407504506180636,1.369553026920812,22.90116352943298,2.2796507454128876,1.8224064418142207
base,False,4,0.3,1.0,0.3,AP,T1,0.008339994634033997,0.07403891626363408,0.010895437274522074,0.0058972962473398125,1.1639059008861359,11.715616940205807,2.8827345420934374,2.637337871712987
base,False,4,0.3,1.0,0.3,AP,T2,0.008386022006917156,0.07768198473906203,0.011459387010530947,0.005929842677558254,1.682124456589461,17.400079259816494,3.1403835549405703,2.6518930050154523
base,False,4,0.3,1.0,0.3,SL,T1,0.005701664166279846,0.0843609061326259,0.007067755689619034,0.004031705554602992,0.9808534322061095,16.27273810871898,2.052544365659414,1.8030245218809327
base,False,4,0.3,1.0,0.3,SL,T2,0.005730604760096989,0.08873786724251814,0.00739499319668977,0.004052169747063877,1.3119019412701198,22.198381666549672,2.237193991437046,1.8121763412109286
base,True,1,0.05,0.0,0.0,AP,T1,0.005312488289433497,0.051811088124400065,0.00500467851538676,0.00375651527705589,-0.3238433110896223,-2.7713915464772585,1.7108768074126404,1.6799563037581675
base,True,1,0.05,0.0,0.0,AP,T2,0.0048804041303995875,0.050885977495485166,0.004246934366916352,0.003450984110500074,0.10524514923131761,1.2356906685233289,1.5468959792741015,1.5433192954156103
base,True,1,0.05,0.0,0.0,SL,T1,0.00419312746930744,0.06936195232198449,0.003667177378531336,0.0029650036929824057,-0.1514052291706222,-1.5157093531588508,1.334592731318546,1.325983332242929
base,True,1,0.05,0.0,0.0,SL,T2,0.0039416548381438574,0.07012420768086491,0.003133393337941169,0.002787184801107131,0.12468818545993471,2.553923346712739,1.2526754939954388,1.2464607038756932
base,True,1,0.05,0.0,0.1,AP,T1,0.005312488289433497,0.051811088124400065,0.00500467851538676,0.00375651527705589,-0.3238433110896223,-2.7713915464772585,1.7108768074126404,1.6799563037581675
base,True,1,0.05,0.0,0.1,AP,T2,0.0048804041303995875,0.050885977495485166,0.004246934366916352,0.003450984110500074,0.10524514923131761,1.2356906685233289,1.5468959792741015,1.5433192954156103
base,True,1,0.05,0.0,0.1,SL,T1,0.00419312746930744,0.06936195232198449,0.003667177378531336,0.0029650036929824057,-0.1514052291706222,-1.5157093531588508,1.334592731318546,1.325983332242929
base,True,1,0.05,0.0,0.1,SL,T2,0.0039416548381438574,0.07012420768086491,0.003133393337941169,0.002787184801107131,0.12468818545993471,2.553923346712739,1.2526754939954388,1.2464607038756932
base,True,1,0.05,0.0,0.3,AP,T1,0.005312488289433497,0.051811088124400065,0.00500467851538676,0.00375651527705589,-0.3238433110896223,-2.7713915464772585,1.7108768074126404,1.6799563037581675
base,True,1,0.05,0.0,0.3,AP,T2,0.0048804041303995875,0.050885977495485166,0.004246934366916352,0.003450984110500074,0.10524514923131761,1.2356906685233289,1.5468959792741015,1.5433192954156103
base,True,1,0.05,0.0,0.3,SL,T1,0.00419312746930744,0.06936195232198449,0.003667177378531336,0.0029650036929824057,-0.1514052291706222,-1.5157093531588508,1.334592731318546,1.325983332242929
base,True,1,0.05,0.0,0.3,SL,T2,0.0039416548381438574,0.07012420768086491,0.003133393337941169,0.002787184801107131,0.12468818545993471,2.553923346712739,1.2526754939954388,1.2464607038756932
base,True,1,0.05,0.5,0.0,AP,T1,0.005312488289433497,0.051811088124400065,0.00500467851538676,0.00375651527705589,-0.3238433110896223,-2.7713915464772585,1.7108768074126404,1.6799563037581675
base,True,1,0.05,0.5,0.0,AP,T2,0.0048804041303995875,0.050885977495485166,0.004246934366916352,0.003450984110500074,0.10524514923131761,1.2356906685233289,1.5468959792741015,1.5433192954156103
base,True,1,0.05,0.5,0.0,SL,T1,0.00419312746930744,0.06936195232198449,0.003667177378531336,0.0029650036929824057,-0.1514052291706222,-1.5157093531588508,1.334592731318546,1.325983332242929
base,True,1,0.05,0.5,0.0,SL,T2,0.0039416548381438574,0.07012420768086491,0.003133393337941169,0.002787184801107131,0.12468818545993471,2.553923346712739,1.2526754939954388,1.2464607038756932
base,True,1,0.05,0.5,0.1,AP,T1,0.005312488289433497,0.051811088124400065,0.00500467851538676,0.00375651527705589,-0.3238433110896223,-2.7713915464772585,1.7108768074126404,1.6799563037581675
base,True,1,0.05,0.5,0.1,AP,T2,0.0048804041303995875,0.050885977495485166,0.004246934366916352,0.003450984110500074,0.10524514923131761,1.2356906685233289,1.5468959792741015,1.5433192954156103
base,True,1,0.05,0.5,0.1,SL,T1,0.00419312746930744,0.06936195232198449,0.003667177378531336,0.0029650036929824057,-0.1514052291706222,-1.5157093531588508,1.334592731318546,1.325983332242929
base,True,1,0.05,0.5,0.1,SL,T2,0.0039416548381438574,0.07012420768086491,0.003133393337941169,0.002787184801107131,0.12468818545993471,2.553923346712739,1.2526754939954388,1.2464607038756932
base,True,1,0.05,0.5,0.3,AP,T1,0.005312488289433497,0.051811088124400065,0.00500467851538676,0.00375651527705589,-0.3238433110896223,-2.7713915464772585,1.7108768074126404,1.6799563037581675
base,True,1,0.05,0.5,0.3,AP,T2,0.0048804041303995875,0.050885977495485166,0.004246934366916352,0.003450984110500074,0.10524514923131761,1.2356906685233289,1.5468959792741015,1.5433192954156103
base,True,1,0.05,0.5,0.3,SL,T1,0.00419312746930744,0.06936195232198449,0.003667177378531336,0.0029650036929824057,-0.1514052291706222,-1.5157093531588508,1.334592731318546,1.325983332242929
base,True,1,0.05,0.5,0.3,SL,T2,0.0039416548381438574,0.07012420768086491,0.003133393337941169,0.002787184801107131,0.12468818545993471,2.553923346712739,1.2526754939954388,1.2464607038756932
base,True,1,0.05,0.8,0.0,AP,T1,0.005312488289433497,0.051811088124400065,0.00500467851538676,0.00375651527705589,-0.3238433110896223,-2.7713915464772585,1.7108768074126404,1.6799563037581675
base,True,1,0.05,0.8,0.0,AP,T2,0.0048804041303995875,0.050885977495485166,0.004246934366916352,0.003450984110500074,0.10524514923131761,1.2356906685233289,1.5468959792741015,1.5433192954156103
base,True,1,0.05,0.8,0.0,SL,T1,0.00419312746930744,0.06936195232198449,0.003667177378531336,0.0029650036929824057,-0.1514052291706222,-1.5157093531588508,1.334592731318546,1.325983332242929
base,True,1,0.05,0.8,0.0,SL,T2,0.0039416548381438574,0.07012420768086491,0.003133393337941169,0.002787184801107131,0.12468818545993471,2.553923346712739,1.2526754939954388,1.2464607038756932
base,True,1,0.05,0.8,0.1,AP,T1,0.005312488289433497,0.051811088124400065,0.00500467851538676,0.00375651527705589,-0.3238433110896223,-2.7713915464772585,1.7108768074126404,1.6799563037581675
base,True,1,0.05,0.8,0.1,AP,T2,0.0048804041303995875,0.050885977495485166,0.004246934366916352,0.003450984110500074,0.10524514923131761,1.2356906685233289,1.5468959792741015,1.5433192954156103
base,True,1,0.05,0.8,0.1,SL,T1,0.00419312746930744,0.06936195232198449,0.003667177378531336,0.0029650036929824057,-0.1514052291706222,-1.5157093531588508,1.334592731318546,1.325983332242929
base,True,1,0.05,0.8,0.1,SL,T2,0.0039416548381438574,0.07012420768086491,0.003133393337941169,0.002787184801107131,0.12468818545993471,2.553923346712739,1.2526754939954388,1.2464607038756932
base,True,1,0.05,0.8,0.3,AP,T1,0.005312488289433497,0.051811088124400065,0.00500467851538676,0.00375651527705589,-0.3238433110896223,-2.7713915464772585,1.7108768074126404,1.6799563037581675
base,True,1,0.05,0.8,0.3,AP,T2,0.0048804041303995875,0.050885977495485166,0.004246934366916352,0.003450984110500074,0.10524514923131761,1.2356906685233289,1.5468959792741015,1.5433192954156103
base,True,1,0.05,0.8,0.3,SL,T1,0.00419312746930744,0.06936195232198449,0.003667177378531336,0.0029650036929824057,-0.1514052291706222,-1.5157093531588508,1.334592731318546,1.325983332242929
base,True,1,0.05,0.8,0.3,SL,T2,0.0039416548381438574,0.07012420768086491,0.003133393337941169,0.002787184801107131,0.12468818545993471,2.553923346712739,1.2526754939954388,1.2464607038756932
base,True,1,0.05,1.0,0.0,AP,T1,0.005312488289433497,0.051811088124400065,0.00500467851538676,0.00375651527705589,-0.3238433110896223,-2.7713915464772585,1.7108768074126404,1.6799563037581675
base,True,1,0.05,1.0,0.0,AP,T2,0.0048804041303995875,0.050885977495485166,0.004246934366916352,0.003450984110500074,0.10524514923131761,1.2356906685233289,1.5468959792741015,1.5433192954156103
base,True,1,0.05,1.0,0.0,SL,T1,0.00419312746930744,0.06936195232198449,0.003667177378531336,0.0029650036929824057,-0.1514052291706222,-1.5157093531588508,1.334592731318546,1.325983332242929
base,True,1,0.05,1.0,0.0,SL,T2,0.0039416548381438574,0.07012420768086491,0.003133393337941169,0.002787184801107131,0.12468818545993471,2.553923346712739,1.2526754939954388,1.2464607038756932
base,True,1,0.05,1.0,0.1,AP,T1,0.005312488289433497,0.051811088124400065,0.00500467851538676,0.00375651527705589,-0.3238433110896223,-2.7713915464772585,1.7108768074126404,1.6799563037581675
base,True,1,0.05,1.0,0.1,AP,T2,0.0048804041303995875,0.050885977495485166,0.004246934366916352,0.003450984110500074,0.10524514923131761,1.2356906685233289,1.5468959792741015,1.5433192954156103
base,True,1,0.05,1.0,0.1,SL,T1,0.00419312746930744,0.06936195232198449,0.003667177378531336,0.0029650036929824057,-0.1514052291706222,-1.5157093531588508,1.334592731318546,1.325983332242929
base,True,1,0.05,1.0,0.1,SL,T2,0.0039416548381438574,0.07012420768086491,0.003133393337941169,0.002787184801107131,0.12468818545993471,2.553923346712739,1.2526754939954388,1.2464607038756932
base,True,1,0.05,1.0,0.3,AP,T1,0.005312488289433497,0.051811088124400065,0.00500467851538676,0.00375651527705589,-0.3238433110896223,-2.7713915464772585,1.7108768074126404,1.6799563037581675
base,True,1,0.05,1.0,0.3,AP,T2,0.0048804041303995875,0.050885977495485166,0.004246934366916352,0.003450984110500074,0.10524514923131761,1.2356906685233289,1.5468959792741015,1.5433192954156103
base,True,1,0.05,1.0,0.3,SL,T1,0.00419312746930744,0.06936195232198449,0.003667177378531336,0.0029650036929824057,-0.1514052291706222,-1.5157093531588508,1.334592731318546,1.325983332242929
base,True,1,0.05,1.0,0.3,SL,T2,0.0039416548381438574,0.07012420768086491,0.003133393337941169,0.002787184801107131,0.12468818545993471,2.553923346712739,1.2526754939954388,1.2464607038756932
base,True,1,0.1,0.0,0.0,AP,T1,0.005730045225597655,0.054954751029404614,0.005790441371478964,0.004051774094446822,-0.2615321401253943,-2.2074612230606543,1.8307670675538514,1.8119994008661946
base,True,1,0.1,0.0,0.0,AP,T2,0.005323929786197504,0.054231929089360295,0.0049683620808238255,0.003764605677456747,0.1622491765352924,1.7774290547437004,1.691366101083415,1.6835744227197385
base,True,1,0.1,0.0,0.0,SL,T1,0.004423317707268617,0.07167779964783655,0.00405367088859677,0.003127773585059194,-0.10967811658306113,-0.9355019592202899,1.4030622500307242,1.3987758769522765
base,True,1,0.1,0.0,0.0,SL,T2,0.004191209403765502,0.07257865114686485,0.0035156578354248384,0.002963647409049505,0.16211040295758036,3.117044113005673,1.3352474838516046,1.3253767866615283
base,True,1,0.1,0.0,0.1,AP,T1,0.005730045225597655,0.054954751029404614,0.005790441371478964,0.004051774094446822,-0.2615321401253943,-2.2074612230606543,1.8307670675538514,1.8119994008661946
base,True,1,0.1,0.0,0.1,AP,T2,0.005323929786197504,0.054231929089360295,0.0049683620808238255,0.003764605677456747,0.1622491765352924,1.7774290547437004,1.691366101083415,1.6835744227197385
base,True,1,0.1,0.0,0.1,SL,T1,0.004423317707268617,0.07167779964783655,0.00405367088859677,0.003127773585059194,-0.10967811658306113,-0.9355019592202899,1.4030622500307242,1.3987758769522765
base,True,1,0.1,0.0,0.1,SL,T2,0.004191209403765502,0.07257865114686485,0.0035156578354248384,0.002963647409049505,0.16211040295758036,3.117044113005673,1.3352474838516046,1.3253767866615283
base,True,1,0.1,0.0,0.3,AP,T1,0.005730045225597655,0.054954751029404614,0.005790441371478964,0.004051774094446822,-0.2615321401253943,-2.2074612230606543,1.8307670675538514,1.8119994008661946
base,True,1,0.1,0.0,0.3,AP,T2,0.005323929786197504,0.054231929089360295,0.0049683620808238255,0.003764605677456747,0.1622491765352924,1.7774290547437004,1.691366101083415,1.6835744227197385
base,True,1,0.1,0.0,0.3,SL,T1,0.004423317707268617,0.07167779964783655,0.00405367088859677,0.003127773585059194,-0.10967811658306113,-0.9355019592202899,1.4030622500307242,1.3987758769522765
base,True,1,0.1,0.0,0.3,SL,T2,0.004191209403765502,0.07257865114686485,0.0035156578354248384,0.002963647409049505,0.16211040295758036,3.117044113005673,1.3352474838516046,1.3253767866615283
base,True,1,0.1,0.5,0.0,AP,T1,0.005730045225597655,0.054954751029404614,0.005790441371478964,0.004051774094446822,-0.2615321401253943,-2.2074612230606543,1.8307670675538514,1.8119994008661946
base,True,1,0.1,0.5,0.0,AP,T2,0.005323929786197504,0.054231929089360295,0.0049683620808238255,0.003764605677456747,0.1622491765352924,1.7774290547437004,1.691366101083415,1.6835744227197385
base,True,1,0.1,0.5,0.0,SL,T1,0.004423317707268617,0.07167779964783655,0.00405367088859677,0.003127773585059194,-0.10967811658306113,-0.9355019592202899,1.4030622500307242,1.3987758769522765
base,True,1,0.1,0.5,0.0,SL,T2,0.004191209403765502,0.07257865114686485,0.0035156578354248384,0.002963647409049505,0.16211040295758036,3.117044113005673,1.3352474838516046,1.3253767866615283
base,True,1,0.1,0.5,0.1,AP,T1,0.005730045225597655,0.054954751029404614,0.005790441371478964,0.004051774094446822,-0.2615321401253943,-2.2074612230606543,1.8307670675538514,1.8119994008661946
base,True,1,0.1,0.5,0.1,AP,T2,0.005323929786197504,0.054231929089360295,0.0049683620808238255,0.003764605677456747,0.1622491765352924,1.7774290547437004,1.691366101083415,1.6835744227197385
base,True,1,0.1,0.5,0.1,SL,T1,0.004423317707268617,0.07167779964783655,0.00405367088859677,0.003127773585059194,-0.10967811658306113,-0.9355019592202899,1.4030622500307242,1.3987758769522765
base,True,1,0.1,0.5,0.1,SL,T2,0.004191209403765502,0.07257865114686485,0.0035156578354248384,0.002963647409049505,0.16211040295758036,3.117044113005673,1.3352474838516046,1.3253767866615283
base,True,1,0.1,0.5,0.3,AP,T1,0.005730045225597655,0.054954751029404614,0.005790441371478964,0.004051774094446822,-0.2615321401253943,-2.2074612230606543,1.8307670675538514,1.8119994008661946
base,True,1,0.1,0.5,0.3,AP,T2,0.005323929786197504,0.054231929089360295,0.0049683620808238255,0.003764605677456747,0.1622491765352924,1.7774290547437004,1.691366101083415,1.6835744227197385
base,True,1,0.1,0.5,0.3,SL,T1,0.004423317707268617,0.07167779964783655,0.00405367088859677,0.003127773585059194,-0.10967811658306113,-0.9355019592202899,1.4030622500307242,1.3987758769522765
base,True,1,0.1,0.5,0.3,SL,T2,0.004191209403765502,0.07257865114686485,0.0035156578354248384,0.002963647409049505,0.16211040295758036,3.117044113005673,1.3352474838516046,1.3253767866615283
base,True,1,0.1,0.8,0.0,AP,T1,0.005730045225597655,0.054954751029404614,0.005790441371478964,0.004051774094446822,-0.2615321401253943,-2.2074612230606543,1.8307670675538514,1.8119994008661946
base,True,1,0.1,0.8,0.0,AP,T2,0.005323929786197504,0.054231929089360295,0.0049683620808238255,0.003764605677456747,0.1622491765352924,1.7774290547437004,1.691366101083415,1.6835744227197385
base,True,1,0.1,0.8,0.0,SL,T1,0.004423317707268617,0.07167779964783655,0.00405367088859677,0.003127773585059194,-0.10967811658306113,-0.9355019592202899,1.4030622500307242,1.3987758769522765
base,True,1,0.1,0.8,0.0,SL,T2,0.004191209403765502,0.07257865114686485,0.0035156578354248384,0.002963647409049505,0.16211040295758036,3.117044113005673,1.3352474838516046,1.3253767866615283
base,True,1,0.1,0.8,0.1,AP,T1,0.005730045225597655,0.054954751029404614,0.005790441371478964,0.004051774094446822,-0.2615321401253943,-2.2074612230606543,1.8307670675538514,1.8119994008661946
base,True,1,0.1,0.8,0.1,AP,T2,0.005323929786197504,0.054231929089360295,0.0049683620808238255,0.003764605677456747,0.1622491765352924,1.7774290547437004,1.691366101083415,1.6835744227197385
base,True,1,0.1,0.8,0.1,SL,T1,0.004423317707268617,0.07167779964783655,0.00405367088859677,0.003127773585059194,-0.10967811658306113,-0.9355019592202899,1.4030622500307242,1.3987758769522765
base,True,1,0.1,0.8,0.1,SL,T2,0.004191209403765502,0.07257865114686485,0.0035156578354248384,0.002963647409049505,0.16211040295758036,3.117044113005673,1.3352474838516046,1.3253767866615283
base,True,1,0.1,0.8,0.3,AP,T1,0.005730045225597655,0.054954751029404614,0.005790441371478964,0.004051774094446822,-0.2615321401253943,-2.2074612230606543,1.8307670675538514,1.8119994008661946
base,True,1,0.1,0.8,0.3,AP,T2,0.005323929786197504,0.054231929089360295,0.0049683620808238255,0.003764605677456747,0.1622491765352924,1.7774290547437004,1.691366101083415,1.6835744227197385
base,True,1,0.1,0.8,0.3,SL,T1,0.004423317707268617,0.07167779964783655,0.00405367088859677,0.003127773585059194,-0.10967811658306113,-0.9355019592202899,1.4030622500307242,1.3987758769522765
base,True,1,0.1,0.8,0.3,SL,T2,0.004191209403765502,0.07257865114686485,0.0035156578354248384,0.002963647409049505,0.16211040295758036,3.117044113005673,1.3352474838516046,1.3253767866615283
base,True,1,0.1,1.0,0.0,AP,T1,0.005730045225597655,0.054954751029404614,0.005790441371478964,0.004051774094446822,-0.2615321401253943,-2.2074612230606543,1.8307670675538514,1.8119994008661946
base,True,1,0.1,1.0,0.0,AP,T2,0.005323929786197504,0.054231929089360295,0.0049683620808238255,0.003764605677456747,0.1622491765352924,1.7774290547437004,1.691366101083415,1.6835744227197385
base,True,1,0.1,1.0,0.0,SL,T1,0.004423317707268617,0.07167779964783655,0.00405367088859677,0.003127773585059194,-0.10967811658306113,-0.9355019592202899,1.4030622500307242,1.3987758769522765
base,True,1,0.1,1.0,0.0,SL,T2,0.004191209403765502,0.07257865114686485,0.0035156578354248384,0.002963647409049505,0.16211040295758036,3.117044113005673,1.3352474838516046,1.3253767866615283
base,True,1,0.1,1.0,0.1,AP,T1,0.005730045225597655,0.054954751029404614,0.005790441371478964,0.004051774094446822,-0.2615321401253943,-2.2074612230606543,1.8307670675538514,1.8119994008661946
base,True,1,0.1,1.0,0.1,AP,T2,0.005323929786197504,0.054231929089360295,0.0049683620808238255,0.003764605677456747,0.1622491765352924,1.7774290547437004,1.691366101083415,1.6835744227197385
base,True,1,0.1,1.0,0.1,SL,T1,0.004423317707268617,0.07167779964783655,0.00405367088859677,0.003127773585059194,-0.10967811658306113,-0.9355019592202899,1.4030622500307242,1.3987758769522765
base,True,1,0.1,1.0,0.1,SL,T2,0.004191209403765502,0.07257865114686485,0.0035156578354248384,0.002963647409049505,0.16211040295758036,3.117044113005673,1.3352474838516046,1.3253767866615283
base,True,1,0.1,1.0,0.3,AP,T1,0.005730045225597655,0.054954751029404614,0.005790441371478964,0.004051774094446822,-0.2615321401253943,-2.2074612230606543,1.8307670675538514,1.8119994008661946
base,True,1,0.1,1.0,0.3,AP,T2,0.005323929786197504,0.054231929089360295,0.0049683620808238255,0.003764605677456747,0.1622491765352924,1.7774290547437004,1.691366101083415,1.6835744227197385
base,True,1,0.1,1.0,0.3,SL,T1,0.004423317707268617,0.07167779964783655,0.00405367088859677,0.003127773585059194,-0.10967811658306113,-0.9355019592202899,1.4030622500307242,1.3987758769522765
base,True,1,0.1,1.0,0.3,SL,T2,0.004191209403765502,0.07257865114686485,0.0035156578354248384,0.002963647409049505,0.16211040295758036,3.117044113005673,1.3352474838516046,1.3253767866615283
base,True,1,0.15,0.0,0.0,AP,T1,0.006414478861613278,0.060261848610594526,0.006641295237720056,0.0045357441796021105,-0.1978563580017708,-1.5720106195534802,2.0380529677785653,2.0284363205701967
base,True,1,0.15,0.0,0.0,AP,T2,0.006061186679270808,0.06000693156976059,0.006040827566693178,0.004285927632641698,0.2285039518507572,2.470081672213688,1.9302786622983843,1.916715522996824
base,True,1,0.15,0.0,0.0,SL,T1,0.0047879963835571705,0.07561703665272294,0.004577129013207092,0.003385641639360459,-0.053045070211367784,-0.015057518065738698,1.515018742940171,1.5140974000689833
base,True,1,0.15,0.0,0.0,SL,T2,0.004582185575681292,0.07674798920413861,0.004287555221744668,0.0032401106938133965,0.219493499250612,4.094397189999715,1.4655370567770705,1.4490143080722735
base,True,1,0.15,0.0,0.1,AP,T1,0.006414478861613278,0.060261848610594526,0.006641295237720056,0.0045357441796021105,-0.1978563580017708,-1.5720106195534802,2.0380529677785653,2.0284363205701967
base,True,1,0.15,0.0,0.1,AP,T2,0.006061186679270808,0.06000693156976059,0.006040827566693178,0.004285927632641698,0.2285039518507572,2.470081672213688,1.9302786622983843,1.916715522996824
base,True,1,0.15,0.0,0.1,SL,T1,0.0047879963835571705,0.07561703665272294,0.004577129013207092,0.003385641639360459,-0.053045070211367784,-0.015057518065738698,1.515018742940171,1.5140974000689833
base,True,1,0.15,0.0,0.1,SL,T2,0.004582185575681292,0.07674798920413861,0.004287555221744668,0.0032401106938133965,0.219493499250612,4.094397189999715,1.4655370567770705,1.4490143080722735
base,True,1,0.15,0.0,0.3,AP,T1,0.006414478861613278,0.060261848610594526,0.006641295237720056,0.0045357441796021105,-0.1978563580017708,-1.5720106195534802,2.0380529677785653,2.0284363205701967
base,True,1,0.15,0.0,0.3,AP,T2,0.006061186679270808,0.06000693156976059,0.006040827566693178,0.004285927632641698,0.2285039518507572,2.470081672213688,1.9302786622983843,1.916715522996824
base,True,1,0.15,0.0,0.3,SL,T1,0.0047879963835571705,0.07561703665272294,0.004577129013207092,0.003385641639360459,-0.053045070211367784,-0.015057518065738698,1.515018742940171,1.5140974000689833
base,True,1,0.15,0.0,0.3,SL,T2,0.004582185575681292,0.07674798920413861,0.004287555221744668,0.0032401106938133965,0.219493499250612,4.094397189999715,1.4655370567770705,1.4490143080722735
base,True,1,0.15,0.5,0.0,AP,T1,0.006414478861613278,0.060261848610594526,0.006641295237720056,0.0045357441796021105,-0.1978563580017708,-1.5720106195534802,2.0380529677785653,2.0284363205701967
base,True,1,0.15,0.5,0.0,AP,T2,0.006061186679270808,0.06000693156976059,0.006040827566693178,0.004285927632641698,0.2285039518507572,2.470081672213688,1.9302786622983843,1.916715522996824
base,True,1,0.15,0.5,0.0,SL,T1,0.0047879963835571705,0.07561703665272294,0.004577129013207092,0.003385641639360459,-0.053045070211367784,-0.015057518065738698,1.515018742940171,1.5140974000689833
base,True,1,0.15,0.5,0.0,SL,T2,0.004582185575681292,0.07674798920413861,0.004287555221744668,0.0032401106938133965,0.219493499250612,4.094397189999715,1.4655370567770705,1.4490143080722735
base,True,1,0.15,0.5,0.1,AP,T1,0.006414478861613278,0.060261848610594526,0.006641295237720056,0.0045357441796021105,-0.1978563580017708,-1.5720106195534802,2.0380529677785653,2.0284363205701967
base,True,1,0.15,0.5,0.1,AP,T2,0.006061186679270808,0.06000693156976059,0.006040827566693178,0.004285927632641698,0.2285039518507572,2.470081672213688,1.9302786622983843,1.916715522996824
base,True,1,0.15,0.5,0.1,SL,T1,0.0047879963835571705,0.07561703665272294,0.004577129013207092,0.003385641639360459,-0.053045070211367784,-0.015057518065738698,1.515018742940171,1.5140974000689833
base,True,1,0.15,0.5,0.1,SL,T2,0.004582185575681292,0.07674798920413861,0.004287555221744668,0.0032401106938133965,0.219493499250612,4.094397189999715,1.4655370567770705,1.4490143080722735
base,True,1,0.15,0.5,0.3,AP,T1,0.006414478861613278,0.060261848610594526,0.006641295237720056,0.0045357441796021105,-0.1978563580017708,-1.5720106195534802,2.0380529677785653,2.0284363205701967
base,True,1,0.15,0.5,0.3,AP,T2,0.006061186679270808,0.06000693156976059,0.006040827566693178,0.004285927632641698,0.2285039518507572,2.470081672213688,1.9302786622983843,1.916715522996824
