u,view_errors,r_mean,beat_cv,N_beats,cell,axis,metric,rule,tau,value,mcse,n,lo95,hi95
low,True,0.64,0.15,13,485,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.02823,0.0005237658551299426,100000,0.027203437779516098,0.029256562220483905
low,True,0.64,0.15,13,485,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.06355,0.0007714363065088394,100000,0.062038012610949704,0.06506198738905028
low,True,0.64,0.15,13,485,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.02093,0.0004526801862242261,100000,0.020042763131487222,0.02181723686851278
low,True,0.64,0.15,13,485,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00787,0.000279429116235227,100000,0.00732232899162714,0.008417671008372861
low,True,0.64,0.2,1,486,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.43487,0.0015676673215322184,100000,0.4317974284858204,0.43794257151417953
low,True,0.64,0.2,1,486,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.31399,0.0014676521382807302,100000,0.31111345464444673,0.31686654535555325
low,True,0.64,0.2,1,486,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.21794,0.0013055349723389259,100000,0.2153811984534747,0.2204988015465253
low,True,0.64,0.2,1,486,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.3475,0.0015058012817101732,100000,0.34454868369669417,0.3504513163033058
low,True,0.64,0.2,1,486,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.20711,0.0012814657541268904,100000,0.20459837325467845,0.20962162674532153
low,True,0.64,0.2,1,486,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.11607,0.0010129054995408012,100000,0.11408474168549802,0.11805525831450199
low,True,0.64,0.2,3,487,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.31824,0.0014729674212283176,100000,0.3153530368812197,0.32112696311878036
low,True,0.64,0.2,3,487,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.18811,0.0012358180606383772,100000,0.18568784109059897,0.19053215890940103
low,True,0.64,0.2,3,487,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.10817,0.0009821876149697674,100000,0.1062449476334134,0.11009505236658661
low,True,0.64,0.2,3,487,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.21019,0.001288449315650406,100000,0.20766468572550056,0.2127153142744994
low,True,0.64,0.2,3,487,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.09185,0.0009133103388224618,100000,0.09005994461508017,0.09364005538491983
low,True,0.64,0.2,3,487,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0401,0.000620419132522523,100000,0.03888400083534462,0.04131599916465537
low,True,0.64,0.2,5,488,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.26294,0.001392129866068536,100000,0.26021147557918084,0.2656685244208192
low,True,0.64,0.2,5,488,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.1417,0.0011028196135361395,100000,0.13953851325897523,0.14386148674102475
low,True,0.64,0.2,5,488,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.07587,0.0008373394956646916,100000,0.07422884473271905,0.07751115526728096
low,True,0.64,0.2,5,488,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.15997,0.0011592221491155178,100000,0.15769796631973096,0.16224203368026904
low,True,0.64,0.2,5,488,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.06199,0.0007625433751597347,100000,0.06049544243624843,0.06348455756375158
low,True,0.64,0.2,5,488,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.02547,0.000498209585415616,100000,0.024493527148130467,0.026446472851869532
low,True,0.64,0.2,7,489,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.23092,0.001332651318237445,100000,0.22830805139170204,0.23353194860829793
low,True,0.64,0.2,7,489,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.11588,0.0010121848922010248,100000,0.1138961540499421,0.11786384595005789
low,True,0.64,0.2,7,489,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.05983,0.0007500024739959195,100000,0.05836002215105706,0.06129997784894294
low,True,0.64,0.2,7,489,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.13015,0.0010640064731945948,100000,0.12806458561677161,0.13223541438322836
low,True,0.64,0.2,7,489,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.04599,0.0006623814603383763,100000,0.04469175618346936,0.04728824381653065
low,True,0.64,0.2,7,489,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01829,0.0004237390222766839,100000,0.0174594867709425,0.0191205132290575
low,True,0.64,0.2,10,490,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.20046,0.0012660007440756108,100000,0.19797868411763858,0.20294131588236142
low,True,0.64,0.2,10,490,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.09807,0.0009404906969236856,100000,0.09622667209169466,0.09991332790830534
low,True,0.64,0.2,10,490,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.04926,0.0006843497088477498,100000,0.04791869920724793,0.05060130079275207
low,True,0.64,0.2,10,490,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.10481,0.0009686323549211021,100000,0.10291151545511942,0.10670848454488058
low,True,0.64,0.2,10,490,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.03571,0.0005868116895563686,100000,0.03455987021369034,0.036860129786309655
low,True,0.64,0.2,10,490,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01379,0.000368779553391996,100000,0.01306720535141561,0.01451279464858439
low,True,0.64,0.2,13,491,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.17247,0.0011946719177246949,100000,0.17012848604944864,0.1748115139505514
low,True,0.64,0.2,13,491,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.08092,0.0008623917532073229,100000,0.07922974320981677,0.08261025679018325
low,True,0.64,0.2,13,491,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.03969,0.0006173710707508087,100000,0.03847997492668696,0.04090002507331304
low,True,0.64,0.2,13,491,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.08446,0.0008793549249307699,100000,0.08273649600391299,0.086183503996087
low,True,0.64,0.2,13,491,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.02964,0.0005362972161031605,100000,0.028588876763137584,0.030691123236862416
low,True,0.64,0.2,13,491,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01152,0.00033745058304883696,100000,0.010858609005445271,0.01218139099455473
low,True,0.64,0.25,1,492,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.48149,0.0015800549987263102,100000,0.47839314908447633,0.4845868509155236
low,True,0.64,0.25,1,492,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.371,0.0015276092432294328,100000,0.36800594087720306,0.37399405912279693
low,True,0.64,0.25,1,492,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.27819,0.0014170403095889687,100000,0.27541265200665677,0.2809673479933432
low,True,0.64,0.25,1,492,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.39437,0.0015454523709904488,100000,0.39134096898914406,0.39739903101085594
low,True,0.64,0.25,1,492,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.25837,0.0013842504943109104,100000,0.2556569188641684,0.26108308113583156
low,True,0.64,0.25,1,492,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.16245,0.0011664475877638052,100000,0.16016380472009611,0.1647361952799039
low,True,0.64,0.25,3,493,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.36995,0.00152671869543803,100000,0.3669576863188145,0.3729423136811855
low,True,0.64,0.25,3,493,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.24521,0.0013604486609203597,100000,0.2425435696007479,0.2478764303992521
low,True,0.64,0.25,3,493,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.15671,0.0011495737292579367,100000,0.15445687687530868,0.1589631231246913
low,True,0.64,0.25,3,493,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.26152,0.0013897024487277844,100000,0.2587962332297817,0.26424376677021827
low,True,0.64,0.25,3,493,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.13371,0.001076251066898426,100000,0.1316005866539175,0.1358194133460825
low,True,0.64,0.25,3,493,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.06659,0.0007883893194355184,100000,0.06504478531592188,0.06813521468407811
low,True,0.64,0.25,5,494,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.31761,0.0014721884658561893,100000,0.31472456360570666,0.32049543639429334
low,True,0.64,0.25,5,494,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.19082,0.0012426090600023807,100000,0.1883845309763215,0.1932554690236785
low,True,0.64,0.25,5,494,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.1125,0.000999218444585567,100000,0.11054156782047629,0.11445843217952371
low,True,0.64,0.25,5,494,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.20671,0.0012805505687008226,100000,0.20420016698516685,0.20921983301483316
low,True,0.64,0.25,5,494,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.09214,0.0009146049442245543,100000,0.09034740723509786,0.09393259276490214
low,True,0.64,0.25,5,494,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.04125,0.0006288754844959374,100000,0.040017426689905405,0.0424825733100946
low,True,0.64,0.25,7,495,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.28707,0.0014305971309212108,100000,0.28426608112489116,0.2898739188751088
low,True,0.64,0.25,7,495,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.16281,0.0011674883464086482,100000,0.16052176487061953,0.1650982351293805
low,True,0.64,0.25,7,495,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.09117,0.0009102638688863795,100000,0.08938591558648197,0.09295408441351803
low,True,0.64,0.25,7,495,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.17207,0.0011935741078793558,100000,0.16973063771722435,0.17440936228277565
low,True,0.64,0.25,7,495,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.07117,0.0008130487752896501,100000,0.06957645367018819,0.0727635463298118
low,True,0.64,0.25,7,495,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.03069,0.0005454184072801357,100000,0.029620999556793596,0.031759000443206405
low,True,0.64,0.25,10,496,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.25233,0.0013735340225127298,100000,0.24963792276309985,0.2550220772369001
low,True,0.64,0.25,10,496,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.13624,0.0010847979645998602,100000,0.134113835042111,0.138366164957889
low,True,0.64,0.25,10,496,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.07287,0.0008219486790548423,100000,0.07125901017920495,0.07448098982079505
low,True,0.64,0.25,10,496,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.13979,0.0010965799373506703,100000,0.13764074279967042,0.14193925720032957
low,True,0.64,0.25,10,496,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.05474,0.0007193297741648123,100000,0.05333013953850883,0.05614986046149116
low,True,0.64,0.25,10,496,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0226,0.00046999191482407436,100000,0.021678832766653746,0.02352116723334625
low,True,0.64,0.25,13,497,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.20075,0.0012666863759431535,100000,0.19826734030386098,0.20323265969613905
low,True,0.64,0.25,13,497,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.10327,0.0009623165128999917,100000,0.10138389427811048,0.10515610572188952
low,True,0.64,0.25,13,497,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.05334,0.0007105972445767011,100000,0.05194725498213047,0.054732745017869525
low,True,0.64,0.25,13,497,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.09689,0.0009354267897596262,100000,0.09505659716743557,0.09872340283256444
low,True,0.64,0.25,13,497,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.0369,0.0005961408390640588,100000,0.03573158541650465,0.03806841458349535
low,True,0.64,0.25,13,497,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01463,0.00037968359327208225,100000,0.013885833825796078,0.015374166174203924
low,True,0.64,0.3,1,498,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.51953,0.001579932210887543,100000,0.51643338974422,0.52262661025578
low,True,0.64,0.3,1,498,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.42186,0.0015617110500985771,100000,0.4187991025634046,0.42492089743659545
low,True,0.64,0.3,1,498,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.33414,0.0014916114118630227,100000,0.3312164953307593,0.3370635046692407
low,True,0.64,0.3,1,498,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.43363,0.0015671471631598611,100000,0.4305584479775046,0.43670155202249544
low,True,0.64,0.3,1,498,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.30786,0.0014597336072037254,100000,0.3049989746802906,0.31072102531970947
low,True,0.64,0.3,1,498,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.20989,0.0012877740015235593,100000,0.20736600931687788,0.2124139906831221
low,True,0.64,0.3,3,499,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.41895,0.001560227219029331,100000,0.4158920108188824,0.4220079891811176
low,True,0.64,0.3,3,499,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.2962,0.0014438336469275123,100000,0.29337013803003337,0.29902986196996667
low,True,0.64,0.3,3,499,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.20194,0.0012694890168882913,100000,0.19945184722850356,0.20442815277149645
low,True,0.64,0.3,3,499,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.30539,0.0014564578534925067,100000,0.3025353950396374,0.3082446049603626
low,True,0.64,0.3,3,499,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.17196,0.0011932717980409997,100000,0.16962123023362438,0.17429876976637562
low,True,0.64,0.3,3,499,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0938,0.0009219629059783261,100000,0.09199298589494709,0.0956070141050529
low,True,0.64,0.3,5,500,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.36824,0.001525251790361185,100000,0.36525056139995654,0.3712294386000435
low,True,0.64,0.3,5,500,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.24253,0.001355393666430532,100000,0.23987347720796814,0.24518652279203185
low,True,0.64,0.3,5,500,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.155,0.0011444430960078356,100000,0.1527569327317761,0.1572430672682239
low,True,0.64,0.3,5,500,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.24844,0.0013664463633820392,100000,0.2457618143198403,0.2511181856801597
low,True,0.64,0.3,5,500,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.12508,0.0010461118181150618,100000,0.12302965849651992,0.12713034150348007
low,True,0.64,0.3,5,500,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.06172,0.0007609904178108946,100000,0.060228486176745685,0.06321151382325431
low,True,0.64,0.3,7,501,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.33632,0.0014940175956125819,100000,0.3333917792972328,0.3392482207027672
low,True,0.64,0.3,7,501,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.20937,0.0012866009602825578,100000,0.20684830843548074,0.21189169156451926
low,True,0.64,0.3,7,501,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.12561,0.0010480082437652864,100000,0.12355594157051682,0.1276640584294832
low,True,0.64,0.3,7,501,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.21228,0.0012931249034799383,100000,0.20974552174167585,0.21481447825832414
low,True,0.64,0.3,7,501,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.09846,0.0009421551273543014,100000,0.09661340986797017,0.10030659013202985
low,True,0.64,0.3,7,501,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.04679,0.0006678375244024553,100000,0.045481062494322065,0.04809893750567793
low,True,0.64,0.3,10,502,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.29434,0.0014411938259651265,100000,0.2915153119840861,0.2971646880159139
low,True,0.64,0.3,10,502,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.17248,0.001194699332886731,100000,0.170138432316718,0.174821567683282
low,True,0.64,0.3,10,502,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.1011,0.0009533036766948925,100000,0.09923155911261036,0.10296844088738963
low,True,0.64,0.3,10,502,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.17066,0.0011896855231530725,100000,0.16832825920329883,0.17299174079670118
low,True,0.64,0.3,10,502,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.07519,0.0008338852672880125,100000,0.07355561489598512,0.07682438510401489
low,True,0.64,0.3,10,502,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.03388,0.0005721201412290953,100000,0.032758665119516056,0.035001334880483945
low,True,0.64,0.3,13,503,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.20509,0.0012768245451118176,100000,0.20258746985726445,0.20759253014273554
low,True,0.64,0.3,13,503,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.10847,0.0009833832370952842,100000,0.10654260425708978,0.11039739574291021
low,True,0.64,0.3,13,503,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0572,0.0007343579508659248,100000,0.05576068485318902,0.058639315146810984
low,True,0.64,0.3,13,503,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.09888,0.0009439425067237941,100000,0.0970299066687516,0.1007300933312484
low,True,0.64,0.3,13,503,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.03855,0.0006088012606754358,100000,0.03735677144592153,0.03974322855407847
low,True,0.64,0.3,13,503,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01619,0.00039909753068642254,100000,0.015407783207365716,0.016972216792634283
low,True,0.8,0.05,1,504,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.22853,0.0013277953121622324,100000,0.22592756898879326,0.23113243101120676
low,True,0.8,0.05,1,504,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.10439,0.0009669163764255935,100000,0.10249487871119539,0.1062851212888046
low,True,0.8,0.05,1,504,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.04469,0.0006533973056265231,100000,0.043409364803275015,0.045970635196724986
low,True,0.8,0.05,1,504,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.20925,0.0012863298080197007,100000,0.20672883988415447,0.2117711601158455
low,True,0.8,0.05,1,504,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.08319,0.0008733236736743142,100000,0.0814783170392506,0.0849016829607494
low,True,0.8,0.05,1,504,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.03124,0.00055012782514612,100000,0.03016176926731531,0.03231823073268469
low,True,0.8,0.05,3,505,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.12959,0.001062056645852753,100000,0.12750840720816786,0.13167159279183216
low,True,0.8,0.05,3,505,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.0524,0.0007046576473721122,100000,0.051018896378825965,0.05378110362117404
low,True,0.8,0.05,3,505,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.02327,0.00047674424065739904,100000,0.02233559845110416,0.02420440154889584
low,True,0.8,0.05,3,505,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.1068,0.000976697291897546,100000,0.10488570846898332,0.1087142915310167
low,True,0.8,0.05,3,505,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.03557,0.0005857027838417707,100000,0.03442204362897035,0.03671795637102965
low,True,0.8,0.05,3,505,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01388,0.0003699641279908094,100000,0.013154883627846621,0.014605116372153379
low,True,0.8,0.05,5,506,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.1079,0.0009811095249766969,100000,0.10597706065098857,0.10982293934901143
low,True,0.8,0.05,5,506,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.04545,0.0006586675754885768,100000,0.0441590352640751,0.04674096473592489
low,True,0.8,0.05,5,506,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.02103,0.00045373713866070077,100000,0.020140691542762018,0.021919308457237982
low,True,0.8,0.05,5,506,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.08121,0.0008637993742762262,100000,0.07951698432319608,0.08290301567680393
low,True,0.8,0.05,5,506,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.02926,0.0005329526470522498,100000,0.028215431998072884,0.03030456800192712
low,True,0.8,0.05,5,506,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01153,0.0003375953065432042,100000,0.010868325352606355,0.012191674647393645
low,True,0.8,0.05,7,507,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.0976,0.000938478769072588,100000,0.09576061539785342,0.09943938460214659
low,True,0.8,0.05,7,507,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.04319,0.0006428423127019565,100000,0.04193005220942742,0.044449947790572576
low,True,0.8,0.05,7,507,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01946,0.000436821569980238,100000,0.018603845448415254,0.02031615455158475
low,True,0.8,0.05,7,507,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.07276,0.0008213767856471231,100000,0.07115013106969592,0.07436986893030409
low,True,0.8,0.05,7,507,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.02582,0.0005015309322464567,100000,0.024837017427910505,0.026802982572089493
low,True,0.8,0.05,7,507,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01045,0.00032157110411229424,100000,0.009819732212499651,0.011080267787500347
low,True,0.8,0.05,10,508,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.09228,0.0009152289418500706,100000,0.09048618422221577,0.09407381577778423
low,True,0.8,0.05,10,508,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.04067,0.0006246274977936851,100000,0.0394457525909143,0.0418942474090857
low,True,0.8,0.05,10,508,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01891,0.0004307251083928124,100000,0.01806579429365399,0.01975420570634601
low,True,0.8,0.05,10,508,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.06581,0.0007840857344704084,100000,0.06427322018752443,0.06734677981247555
low,True,0.8,0.05,10,508,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.02426,0.00048653316844794866,100000,0.023306412505036084,0.025213587494963916
low,True,0.8,0.05,10,508,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00982,0.00031182635552499407,100000,0.009208831568919811,0.01043116843108019
low,True,0.8,0.05,13,509,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.09015,0.0009056653769466955,100000,0.08837492846513804,0.09192507153486194
low,True,0.8,0.05,13,509,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.03927,0.0006142301449782484,100000,0.03806613102812785,0.04047386897187215
low,True,0.8,0.05,13,509,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0181,0.0004215731253294024,100000,0.017273731850986886,0.018926268149013117
low,True,0.8,0.05,13,509,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.06325,0.0007697365620782217,100000,0.06174134404884292,0.06475865595115708
low,True,0.8,0.05,13,509,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.02361,0.0004801308977768458,100000,0.0226689607250697,0.024551039274930297
low,True,0.8,0.05,13,509,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0098,0.00031151179752940335,100000,0.00918944809126708,0.01041055190873292
low,True,0.8,0.1,1,510,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.2994,0.0014483081163896032,100000,0.29656136823096857,0.30223863176903143
low,True,0.8,0.1,1,510,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.16449,0.0011723183863609748,100000,0.1621922981661944,0.1667877018338056
low,True,0.8,0.1,1,510,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.08459,0.0008799689307015334,100000,0.0828652925747065,0.0863147074252935
low,True,0.8,0.1,1,510,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.26374,0.0013934891904855238,100000,0.26100881135225923,0.2664711886477407
low,True,0.8,0.1,1,510,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.12888,0.001059575129945961,100000,0.1268032708900106,0.1309567291099894
low,True,0.8,0.1,1,510,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.05819,0.000740296723618307,100000,0.056739045072390165,0.05964095492760983
low,True,0.8,0.1,3,511,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.1828,0.0012222281292786547,100000,0.18040447686682648,0.1851955231331735
low,True,0.8,0.1,3,511,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.07879,0.0008519515003801566,100000,0.07712020572950891,0.08045979427049109
low,True,0.8,0.1,3,511,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.03628,0.0005913016286126734,100000,0.03512107009477779,0.03743892990522221
low,True,0.8,0.1,3,511,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.14661,0.0011185504365025297,100000,0.14441768141227074,0.14880231858772924
low,True,0.8,0.1,3,511,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.05368,0.0007127303669691645,100000,0.052283074139033645,0.05507692586096635
low,True,0.8,0.1,3,511,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0216,0.00045971121369833915,100000,0.020698982570754948,0.022501017429245054
low,True,0.8,0.1,5,512,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.14334,0.0011081229372231223,100000,0.1411681189354684,0.14551188106453158
low,True,0.8,0.1,5,512,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.06111,0.0007574666190664774,100000,0.059625392695427985,0.062594607304572
low,True,0.8,0.1,5,512,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0274,0.0005162290189441117,100000,0.026388209707114224,0.028411790292885777
low,True,0.8,0.1,5,512,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.11002,0.0009895231154450107,100000,0.10808057031655995,0.11195942968344007
low,True,0.8,0.1,5,512,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.04,0.0006196773353931866,100000,0.03878545473101343,0.041214545268986574
low,True,0.8,0.1,5,512,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01619,0.00039909753068642254,100000,0.015407783207365716,0.016972216792634283
low,True,0.8,0.1,7,513,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.12391,0.0010419036035065816,100000,0.12186790644565683,0.12595209355434317
low,True,0.8,0.1,7,513,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.05293,0.0007080142307891841,100000,0.0515423175961655,0.05431768240383449
low,True,0.8,0.1,7,513,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.02483,0.0004920718555251865,100000,0.023865556877757436,0.025794443122242567
low,True,0.8,0.1,7,513,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.09117,0.0009102638688863795,100000,0.08938591558648197,0.09295408441351803
low,True,0.8,0.1,7,513,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.0329,0.0005640708288858767,100000,0.03179444148193352,0.03400555851806648
low,True,0.8,0.1,7,513,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01382,0.00036917485829888254,100000,0.01309643056802909,0.014543569431970911
