u,view_errors,r_mean,beat_cv,N_beats,cell,axis,metric,rule,tau,value,mcse,n,lo95,hi95
base,False,0.8,0.15,7,87,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01566,0.0003926164082154489,100000,0.014890485974088416,0.016429514025911585
base,False,0.8,0.15,7,87,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.11474,0.0010078429064095257,100000,0.11276466418578196,0.11671533581421803
base,False,0.8,0.15,7,87,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.02773,0.0005192402825282338,100000,0.026712307738894835,0.028747692261105167
base,False,0.8,0.15,7,87,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00684,0.0002606379557930886,100000,0.0063291589896119545,0.007350841010388045
base,False,0.8,0.15,10,88,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.1178,0.0010194270940091792,100000,0.1158019595951174,0.11979804040488261
base,False,0.8,0.15,10,88,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.03119,0.000549701590865444,100000,0.030112604671161,0.032267395328838995
base,False,0.8,0.15,10,88,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00854,0.0002909822743742306,100000,0.007969685217588385,0.009110314782411616
base,False,0.8,0.15,10,88,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.07652,0.0008406229214100696,100000,0.07487240933646144,0.07816759066353857
base,False,0.8,0.15,10,88,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.01512,0.0003858935811852796,100000,0.014363662473045774,0.015876337526954224
base,False,0.8,0.15,10,88,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00332,0.00018190595372334574,100000,0.0029634708793165763,0.0036765291206834238
base,False,0.8,0.15,13,89,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.08962,0.0009032621745650595,100000,0.08784963865529077,0.09139036134470924
base,False,0.8,0.15,13,89,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.01998,0.0004425019728769579,100000,0.019112712063232187,0.020847287936767815
base,False,0.8,0.15,13,89,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00449,0.00021141995884967912,100000,0.004075624491773147,0.004904375508226853
base,False,0.8,0.15,13,89,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.0543,0.0007165996790398388,100000,0.05289549042667036,0.05570450957332964
base,False,0.8,0.15,13,89,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00879,0.00029517343884570644,100000,0.008211470686106214,0.009368529313893785
base,False,0.8,0.15,13,89,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00186,0.00013625492284684616,100000,0.001592945256397404,0.002127054743602596
base,False,0.8,0.2,1,90,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.48815,0.0015806947127766323,100000,0.48505189526796744,0.4912481047320325
base,False,0.8,0.2,1,90,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.35937,0.001517310789192511,100000,0.3563961254763711,0.36234387452362893
base,False,0.8,0.2,1,90,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.25133,0.001371726033506691,100000,0.24864146635646409,0.2540185336435359
base,False,0.8,0.2,1,90,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.44072,0.001569986884021647,100000,0.4376428822268454,0.4437971177731546
base,False,0.8,0.2,1,90,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.29401,0.0014407224573109146,100000,0.29118623584967906,0.2968337641503209
base,False,0.8,0.2,1,90,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.18629,0.0012312028098570927,100000,0.18387688681598127,0.18870311318401875
base,False,0.8,0.2,3,91,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.36483,0.0015222649936853963,100000,0.3618464154139164,0.3678135845860836
base,False,0.8,0.2,3,91,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.21208,0.001292679672618085,100000,0.20954639437813677,0.2146136056218632
base,False,0.8,0.2,3,91,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.11721,0.001017210970743041,100000,0.11521630311693858,0.11920369688306141
base,False,0.8,0.2,3,91,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.30093,0.0014504176470934156,100000,0.2980872336267322,0.3037727663732678
base,False,0.8,0.2,3,91,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.14998,0.0011290969825484434,100000,0.14776701056169642,0.1521929894383036
base,False,0.8,0.2,3,91,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.07111,0.0008127322308116001,100000,0.06951707408596958,0.07270292591403044
base,False,0.8,0.2,5,92,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.30114,0.001450705691723859,100000,0.29829666906962615,0.3039833309303739
base,False,0.8,0.2,5,92,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.15245,0.0011367013569975185,100000,0.1502221062615337,0.1546778937384663
base,False,0.8,0.2,5,92,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.072,0.0008174105455644673,100000,0.07039790475747328,0.07360209524252671
base,False,0.8,0.2,5,92,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.23369,0.0013382039601645185,100000,0.23106716841342012,0.2363128315865799
base,False,0.8,0.2,5,92,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.09798,0.0009401059493482636,100000,0.09613742618309158,0.09982257381690841
base,False,0.8,0.2,5,92,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0397,0.0006174456251363355,100000,0.03848982880277529,0.04091017119722471
base,False,0.8,0.2,7,93,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.25652,0.001381005031127693,100000,0.2538132798551709,0.25922672014482917
base,False,0.8,0.2,7,93,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.11569,0.0010114634145632752,100000,0.11370756812013891,0.1176724318798611
base,False,0.8,0.2,7,93,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.04918,0.0006838225471567898,100000,0.04783973242518439,0.05052026757481561
base,False,0.8,0.2,7,93,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.19286,0.001247657887403434,100000,0.19041463545637322,0.1953053645436268
base,False,0.8,0.2,7,93,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.07107,0.0008125211080335082,100000,0.06947748787901421,0.07266251212098578
base,False,0.8,0.2,7,93,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.02562,0.0004996360235211229,100000,0.024640731380795446,0.026599268619204555
base,False,0.8,0.2,10,94,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.21113,0.0012905584957684018,100000,0.2086005518083998,0.21365944819160024
base,False,0.8,0.2,10,94,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.08362,0.0008753724670104721,100000,0.08190430147806829,0.08533569852193171
base,False,0.8,0.2,10,94,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.03272,0.0005625780088130001,100000,0.03161736735553484,0.03382263264446516
base,False,0.8,0.2,10,94,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.14993,0.001128941960864242,100000,0.14771731439861668,0.15214268560138333
base,False,0.8,0.2,10,94,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.04776,0.0006743810673499071,100000,0.0464382373857126,0.04908176261428739
base,False,0.8,0.2,10,94,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01539,0.00038927044454980137,100000,0.014627043942418393,0.016152956057581606
base,False,0.8,0.2,13,95,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.16753,0.001180947497139479,100000,0.16521538541971653,0.1698446145802835
base,False,0.8,0.2,13,95,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.06087,0.0007560743554704127,100000,0.05938812148195479,0.06235187851804521
base,False,0.8,0.2,13,95,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.02198,0.0004636472754152665,100000,0.021071268031487993,0.022888731968512006
base,False,0.8,0.2,13,95,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.11226,0.0009982869948066038,100000,0.11030339342851087,0.11421660657148913
base,False,0.8,0.2,13,95,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.03239,0.0005598293302427089,100000,0.03129275466658018,0.033487245333419825
base,False,0.8,0.2,13,95,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00899,0.000298482493623998,100000,0.008404985057866734,0.009575014942133265
base,False,0.8,0.25,1,96,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.53772,0.0015766331266340943,100000,0.5346298558305898,0.5408101441694102
base,False,0.8,0.25,1,96,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.42621,0.001563825552611288,100000,0.42314495821460174,0.4292750417853982
base,False,0.8,0.25,1,96,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.32535,0.0014815443884676558,100000,0.32244622633420134,0.3282537736657986
base,False,0.8,0.25,1,96,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.48998,0.0015808213042592765,100000,0.4868816471532188,0.49307835284678125
base,False,0.8,0.25,1,96,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.36079,0.0015186196887305263,100000,0.35781356008039694,0.36376643991960306
base,False,0.8,0.25,1,96,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.25541,0.0013790421744819844,100000,0.2527071269835336,0.25811287301646646
base,False,0.8,0.25,3,97,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.43202,0.001566456892480607,100000,0.4289498008831861,0.4350901991168139
base,False,0.8,0.25,3,97,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.28757,0.0014313402638785788,100000,0.28476462461104746,0.29037537538895253
base,False,0.8,0.25,3,97,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.1825,0.0012214489346673483,100000,0.18010600406021365,0.18489399593978634
base,False,0.8,0.25,3,97,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.36849,0.001525467534561126,100000,0.3655001385490914,0.37147986145090856
base,False,0.8,0.25,3,97,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.21534,0.0012998795498045195,100000,0.21279228287804694,0.21788771712195307
base,False,0.8,0.25,3,97,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.11952,0.0010258409701313358,100000,0.1175093886288175,0.1215306113711825
base,False,0.8,0.25,5,98,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.37205,0.0015284920591877472,100000,0.3690542105897061,0.3750457894102939
base,False,0.8,0.25,5,98,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.22296,0.0013162402455479014,100000,0.22038021650337494,0.22553978349662504
base,False,0.8,0.25,5,98,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.12491,0.0010455022329005329,100000,0.12286085326159533,0.12695914673840467
base,False,0.8,0.25,5,98,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.30261,0.0014527119050245303,100000,0.2997627369637805,0.3054572630362195
base,False,0.8,0.25,5,98,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.15327,0.0011392028225913067,100000,0.15103720347902264,0.15550279652097734
base,False,0.8,0.25,5,98,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.07474,0.0008315884342630072,100000,0.07311011660602815,0.07636988339397185
base,False,0.8,0.25,7,99,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.33244,0.0014897101946351847,100000,0.32952022164808203,0.335359778351918
base,False,0.8,0.25,7,99,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.18226,0.0012208246901172994,100000,0.17986722755705895,0.18465277244294107
base,False,0.8,0.25,7,99,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.09635,0.0009330952657687209,100000,0.09452116687052288,0.09817883312947713
base,False,0.8,0.25,7,99,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.26088,0.0013886022670296918,100000,0.25815838954630344,0.26360161045369657
base,False,0.8,0.25,7,99,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.12071,0.001030238302044726,100000,0.1186907700165712,0.12272922998342879
base,False,0.8,0.25,7,99,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.05404,0.0007149802682592017,100000,0.05263866441350162,0.05544133558649838
base,False,0.8,0.25,10,100,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.28764,0.0014314441323362921,100000,0.28483442103260964,0.29044557896739037
base,False,0.8,0.25,10,100,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.14341,0.0011083481939354618,100000,0.14123767744042148,0.14558232255957854
base,False,0.8,0.25,10,100,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.06852,0.0007989055613775635,100000,0.06695417386030018,0.07008582613969981
base,False,0.8,0.25,10,100,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.21661,0.001302651557017455,100000,0.21405684984370182,0.21916315015629817
base,False,0.8,0.25,10,100,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.08951,0.0009027622051238079,100000,0.08774061857739673,0.09127938142260328
base,False,0.8,0.25,10,100,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.03667,0.000594350999830908,100000,0.035505093436967415,0.03783490656303259
base,False,0.8,0.25,13,101,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.21341,0.0012956317837256078,100000,0.210870608346642,0.21594939165335797
base,False,0.8,0.25,13,101,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.09442,0.0009246883994081466,100000,0.09260764402594242,0.09623235597405759
base,False,0.8,0.25,13,101,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.04069,0.000624774550538032,100000,0.03946546437282927,0.04191453562717072
base,False,0.8,0.25,13,101,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.14174,0.0011029495564167928,100000,0.13957825857560713,0.14390174142439288
base,False,0.8,0.25,13,101,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.05175,0.0007005136508305887,100000,0.05037701846286347,0.05312298153713652
base,False,0.8,0.25,13,101,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01937,0.0004358302777458216,100000,0.018515788345508186,0.02022421165449181
base,False,0.8,0.3,1,102,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.57253,0.0015644149037259904,100000,0.5694638031076336,0.5755961968923664
base,False,0.8,0.3,1,102,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.47422,0.0015790357551366595,100000,0.4711251467652193,0.4773148532347806
base,False,0.8,0.3,1,102,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.38334,0.0015374994126828147,100000,0.38032655650112057,0.38635344349887946
base,False,0.8,0.3,1,102,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.52553,0.0015790763727571886,100000,0.5224350671561454,0.5286249328438547
base,False,0.8,0.3,1,102,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.41088,0.0015558201232790377,100000,0.4078306485678975,0.4139293514321025
base,False,0.8,0.3,1,102,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.30978,0.001462246051798397,100000,0.306914050379333,0.312645949620667
base,False,0.8,0.3,3,103,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.47765,0.0015795584113922473,100000,0.474554122377774,0.48074587762222604
base,False,0.8,0.3,3,103,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.34456,0.001502792089412238,100000,0.3416145816052672,0.34750541839473276
base,False,0.8,0.3,3,103,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.23812,0.001346918206870781,100000,0.23548008880358873,0.24075991119641127
base,False,0.8,0.3,3,103,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.41506,0.0015581565916171583,100000,0.4120060691740677,0.4181139308259323
base,False,0.8,0.3,3,103,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.26912,0.0014024778985780846,100000,0.26637119380799135,0.2718688061920087
base,False,0.8,0.3,3,103,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.16695,0.0011793120770177841,100000,0.1646385907842799,0.16926140921572008
base,False,0.8,0.3,5,104,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.4255,0.0015634888870727543,100000,0.4224356180669373,0.4285643819330627
base,False,0.8,0.3,5,104,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.2817,0.0014224806149821514,100000,0.2789119892039371,0.2844880107960629
base,False,0.8,0.3,5,104,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.17888,0.00121194861937295,100000,0.17650462433617933,0.1812553756638207
base,False,0.8,0.3,5,104,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.35894,0.0015169115874038275,100000,0.3559669078975056,0.36191309210249434
base,False,0.8,0.3,5,104,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.20941,0.0012866913068020629,100000,0.20688813135955503,0.211931868640445
base,False,0.8,0.3,5,104,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.11813,0.0010206630349924503,100000,0.11612953719528406,0.12013046280471594
base,False,0.8,0.3,7,105,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.38898,0.0015416697428437777,100000,0.3859583828041369,0.3920016171958631
base,False,0.8,0.3,7,105,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.2427,0.0013557164526552003,100000,0.2400428445585881,0.2453571554414119
base,False,0.8,0.3,7,105,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.14343,0.0011084125364682592,100000,0.14125755133137352,0.14560244866862648
base,False,0.8,0.3,7,105,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.31787,0.0014725103160928958,100000,0.3149839327908293,0.32075606720917066
base,False,0.8,0.3,7,105,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.17136,0.00119161969772239,100000,0.16902446829077325,0.17369553170922677
base,False,0.8,0.3,7,105,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.08863,0.0008987475902610254,100000,0.08686848707800164,0.09039151292199836
base,False,0.8,0.3,10,106,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.34147,0.0014995607326814076,100000,0.3385309149481308,0.3444090850518692
base,False,0.8,0.3,10,106,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.19556,0.001254257893736372,100000,0.1931016996815609,0.19801830031843912
base,False,0.8,0.3,10,106,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.10747,0.0009793885801866386,100000,0.10555043364082307,0.10938956635917692
base,False,0.8,0.3,10,106,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.26503,0.001395668653728384,100000,0.2622945396827639,0.2677654603172361
base,False,0.8,0.3,10,106,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.12878,0.0010592247712360205,100000,0.12670395758046918,0.13085604241953083
base,False,0.8,0.3,10,106,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.06148,0.0007596065402562039,100000,0.05999119852693329,0.06296880147306672
base,False,0.8,0.3,13,107,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.21204,0.0012925905709078958,100000,0.20950656901428108,0.21457343098571893
base,False,0.8,0.3,13,107,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.09919,0.0009452583980055401,100000,0.09733732756921147,0.10104267243078853
base,False,0.8,0.3,13,107,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.04664,0.0006668186440104986,100000,0.04533305946321061,0.04794694053678939
base,False,0.8,0.3,13,107,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.14264,0.0011058654095322813,100000,0.14047254360847147,0.1448074563915285
base,False,0.8,0.3,13,107,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.05645,0.0007298177683504286,100000,0.05501958344747282,0.05788041655252718
base,False,0.8,0.3,13,107,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.02253,0.000469280290444847,100000,0.021610227524818556,0.023449772475181447
base,False,0.9,0.05,1,108,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.23611,0.0013429894560271125,100000,0.23347778901380725,0.23874221098619272
base,False,0.9,0.05,1,108,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.08218,0.0008684840102155019,100000,0.080477802605402,0.08388219739459801
base,False,0.9,0.05,1,108,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.02185,0.00046230485072082037,100000,0.02094389913556182,0.022756100864438182
base,False,0.9,0.05,1,108,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.22472,0.0013199277313550163,100000,0.2221329891639425,0.2273070108360575
base,False,0.9,0.05,1,108,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.07623,0.0008391602177176895,100000,0.07458527618304117,0.07787472381695884
base,False,0.9,0.05,1,108,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01885,0.00043005438609552624,100000,0.018007108885210666,0.01969289111478933
base,False,0.9,0.05,3,109,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.06716,0.0007915145886210816,100000,0.06560865990082787,0.06871134009917212
base,False,0.9,0.05,3,109,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00614,0.0002470283465515648,100000,0.0056558333337794085,0.006624166666220591
base,False,0.9,0.05,3,109,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00036,5.9989199027825e-05,100000,0.00024242332951662803,0.000477576670483372
base,False,0.9,0.05,3,109,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.06341,0.000770643704314776,100000,0.061899566082716385,0.0649204339172836
base,False,0.9,0.05,3,109,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00517,0.00022678781051899594,100000,0.004725504055743947,0.005614495944256053
base,False,0.9,0.05,3,109,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00025,4.9993749609326164e-05,100000,0.00015201405054070667,0.00034798594945929334
base,False,0.9,0.05,5,110,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.02302,0.0004742370672986244,100000,0.022090512420629118,0.02394948757937088
base,False,0.9,0.05,5,110,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00065,8.059637088603929e-05,100000,0.0004920340145327149,0.000807965985467285
base,False,0.9,0.05,5,110,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,3e-05,1.732024826611905e-05,100000,-3.947063072655759e-06,6.394706307265576e-05
base,False,0.9,0.05,5,110,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.02184,0.00046220141064258984,100000,0.020934101874391306,0.02274589812560869
base,False,0.9,0.05,5,110,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00066,8.121357029462502e-05,100000,0.0005008243259110656,0.0008191756740889344
base,False,0.9,0.05,5,110,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,1e-05,9.999949999874999e-06,100000,-9.599542001555002e-06,2.9599542001555005e-05
base,False,0.9,0.05,7,111,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.00945,0.0003059525698535641,100000,0.00885034397737953,0.01004965602262047
base,False,0.9,0.05,7,111,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00014,3.741395461589165e-05,100000,6.666999585521853e-05,0.00021333000414478143
base,False,0.9,0.05,7,111,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0,0.0,100000,0.0,0.0
base,False,0.9,0.05,7,111,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.00849,0.00029013651786702067,100000,0.007921342869895282,0.009058657130104716
base,False,0.9,0.05,7,111,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,8e-05,2.8283139853983683e-05,100000,2.456606407922673e-05,0.0001354339359207733
base,False,0.9,0.05,7,111,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,1e-05,9.999949999874999e-06,100000,-9.599542001555002e-06,2.9599542001555005e-05
base,False,0.9,0.05,10,112,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.00196,0.00013986273270603575,100000,0.0016858740789545473,0.0022341259210454526
base,False,0.9,0.05,10,112,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.0,0.0,100000,0.0,0.0
base,False,0.9,0.05,10,112,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0,0.0,100000,0.0,0.0
base,False,0.9,0.05,10,112,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.00203,0.00014233337978141318,100000,0.0017510316996301024,0.002308968300369898
base,False,0.9,0.05,10,112,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.0,0.0,100000,0.0,0.0
base,False,0.9,0.05,10,112,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0,0.0,100000,0.0,0.0
base,False,0.9,0.05,13,113,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.00055,7.414158752009562e-05,100000,0.00040468515755776334,0.0006953148424422367
base,False,0.9,0.05,13,113,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,1e-05,9.999949999874999e-06,100000,-9.599542001555002e-06,2.9599542001555005e-05
base,False,0.9,0.05,13,113,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0,0.0,100000,0.0,0.0
base,False,0.9,0.05,13,113,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.00053,7.278180404469238e-05,100000,0.0003873502842173485,0.0006726497157826515
base,False,0.9,0.05,13,113,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.0,0.0,100000,0.0,0.0
base,False,0.9,0.05,13,113,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0,0.0,100000,0.0,0.0
base,False,0.9,0.1,1,114,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.33734,0.001495131179529074,100000,0.3344095967128454,0.3402704032871545
base,False,0.9,0.1,1,114,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.17802,0.0012096647452910247,100000,0.17564910064716044,0.18039089935283958
base,False,0.9,0.1,1,114,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.08389,0.0008766553935270118,100000,0.08217178698828123,0.08560821301171878
base,False,0.9,0.1,1,114,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.31844,0.001473214059123792,100000,0.31555255347982347,0.32132744652017653
base,False,0.9,0.1,1,114,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.15634,0.0011484676939296117,100000,0.15408904466473494,0.15859095533526507
base,False,0.9,0.1,1,114,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.06842,0.00079836522719868,100000,0.06685523289583876,0.06998476710416122
base,False,0.9,0.1,3,115,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.17129,0.001191426606635927,100000,0.16895484674235142,0.17362515325764857
base,False,0.9,0.1,3,115,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.0499,0.0006885491267876243,100000,0.04855046849926482,0.051249531500735176
base,False,0.9,0.1,3,115,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01277,0.0003550623480460861,100000,0.012074090580074201,0.013465909419925799
base,False,0.9,0.1,3,115,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.15236,0.0011364261102245056,100000,0.15013264573529994,0.15458735426470005
base,False,0.9,0.1,3,115,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.03909,0.0006128782252617563,100000,0.03788878074210307,0.04029121925789693
base,False,0.9,0.1,3,115,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00942,0.0003054711704891314,100000,0.00882128750280344,0.010018712497196559
base,False,0.9,0.1,5,116,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.10318,0.0009619453601946422,100000,0.10129462172405146,0.10506537827594853
