cell,p_beat_cv,p_sigma_rb_mm,p_ai_draft_sigma_mm,sentinel_n,anchor_alpha,metric,value,mcse,n,test,lo95_mc,hi95_mc,nominal_outside_mc95
15,0.1,2.0,1.0,10,0.0,power_reject_f_variance,0.0755,0.005907611615534657,2000,f_variance,0.06392129390757023,0.08707870609242976,True
15,0.1,2.0,1.0,10,0.0,power_reject_either_unadjusted,0.126,0.007420377348895405,2000,either_unadjusted,0.11145632752974957,0.14054367247025043,True
15,0.1,2.0,1.0,25,0.0,power_reject_welch_mean,0.0535,0.005031786462082826,2000,welch_mean,0.043637879678630295,0.0633621203213697,False
15,0.1,2.0,1.0,25,0.0,power_reject_f_variance,0.093,0.0064942667022536114,2000,f_variance,0.0802714710571842,0.1057285289428158,True
15,0.1,2.0,1.0,25,0.0,power_reject_either_unadjusted,0.1445,0.007861925654698091,2000,either_unadjusted,0.12909090874611528,0.1599090912538847,True
15,0.1,2.0,1.0,50,0.0,power_reject_welch_mean,0.05,0.004873397172404482,2000,welch_mean,0.040448316984385425,0.05955168301561458,False
15,0.1,2.0,1.0,50,0.0,power_reject_f_variance,0.102,0.0067674219611311365,2000,f_variance,0.08873609658337357,0.11526390341662641,True
15,0.1,2.0,1.0,50,0.0,power_reject_either_unadjusted,0.15,0.007984359711335657,2000,either_unadjusted,0.1343509424027317,0.16564905759726828,True
15,0.1,2.0,1.0,100,0.0,power_reject_welch_mean,0.056,0.005141206084179081,2000,welch_mean,0.045923421158428034,0.06607657884157198,False
15,0.1,2.0,1.0,100,0.0,power_reject_f_variance,0.101,0.006737915107805975,2000,f_variance,0.08779392895364417,0.11420607104635584,True
15,0.1,2.0,1.0,100,0.0,power_reject_either_unadjusted,0.153,0.008049565205649308,2000,either_unadjusted,0.13722314198127475,0.16877685801872525,True
16,0.1,2.0,2.0,10,0.0,power_reject_welch_mean,0.047,0.00473238840333293,2000,welch_mean,0.03772468909544997,0.05627531090455003,False
16,0.1,2.0,2.0,10,0.0,power_reject_f_variance,0.0645,0.005492711079239468,2000,f_variance,0.053734484022289496,0.0752655159777105,True
16,0.1,2.0,2.0,10,0.0,power_reject_either_unadjusted,0.1115,0.007038030619427568,2000,either_unadjusted,0.09770571335502427,0.12529428664497574,True
16,0.1,2.0,2.0,25,0.0,power_reject_welch_mean,0.049,0.0048269555622566076,2000,welch_mean,0.03953934086837729,0.05846065913162271,False
16,0.1,2.0,2.0,25,0.0,power_reject_f_variance,0.0715,0.005761412587204634,2000,f_variance,0.060207838739932046,0.08279216126006794,True
16,0.1,2.0,2.0,25,0.0,power_reject_either_unadjusted,0.1205,0.007279414468211024,2000,either_unadjusted,0.10623260970122725,0.13476739029877274,True
16,0.1,2.0,2.0,50,0.0,power_reject_welch_mean,0.05,0.004873397172404482,2000,welch_mean,0.040448316984385425,0.05955168301561458,False
16,0.1,2.0,2.0,50,0.0,power_reject_f_variance,0.071,0.005742778073371807,2000,f_variance,0.05974436171620189,0.08225563828379809,True
16,0.1,2.0,2.0,50,0.0,power_reject_either_unadjusted,0.1195,0.007253266505513223,2000,either_unadjusted,0.10528385876678828,0.1337161412332117,True
16,0.1,2.0,2.0,100,0.0,power_reject_welch_mean,0.0525,0.004987171041783107,2000,welch_mean,0.042725324296262614,0.06227467570373738,False
16,0.1,2.0,2.0,100,0.0,power_reject_f_variance,0.072,0.005779965397820302,2000,f_variance,0.06067147589902652,0.08332852410097347,True
16,0.1,2.0,2.0,100,0.0,power_reject_either_unadjusted,0.1205,0.007279414468211024,2000,either_unadjusted,0.10623260970122725,0.13476739029877274,True
17,0.1,2.0,3.0,10,0.0,power_reject_welch_mean,0.042,0.004485309353879618,2000,welch_mean,0.03320895513753269,0.05079104486246731,False
17,0.1,2.0,3.0,10,0.0,power_reject_f_variance,0.048,0.0047799581588126895,2000,f_variance,0.038631454087220844,0.05736854591277916,False
17,0.1,2.0,3.0,10,0.0,power_reject_either_unadjusted,0.09,0.006399218702310462,2000,either_unadjusted,0.07745776171534477,0.10254223828465522,True
17,0.1,2.0,3.0,25,0.0,power_reject_welch_mean,0.046,0.00468422885862764,2000,welch_mean,0.036819080069328734,0.055180919930671264,False
17,0.1,2.0,3.0,25,0.0,power_reject_f_variance,0.052,0.004964675215963275,2000,f_variance,0.04226941530501975,0.061730584694980245,False
17,0.1,2.0,3.0,25,0.0,power_reject_either_unadjusted,0.0975,0.006633014020790247,2000,either_unadjusted,0.08449953130775587,0.11050046869224414,True
17,0.1,2.0,3.0,50,0.0,power_reject_welch_mean,0.0525,0.004987171041783107,2000,welch_mean,0.042725324296262614,0.06227467570373738,False
17,0.1,2.0,3.0,50,0.0,power_reject_f_variance,0.052,0.004964675215963275,2000,f_variance,0.04226941530501975,0.061730584694980245,False
17,0.1,2.0,3.0,50,0.0,power_reject_either_unadjusted,0.1035,0.006811304941052044,2000,either_unadjusted,0.09015008752251587,0.11684991247748412,True
17,0.1,2.0,3.0,100,0.0,power_reject_welch_mean,0.052,0.004964675215963275,2000,welch_mean,0.04226941530501975,0.061730584694980245,False
17,0.1,2.0,3.0,100,0.0,power_reject_f_variance,0.049,0.0048269555622566076,2000,f_variance,0.03953934086837729,0.05846065913162271,False
17,0.1,2.0,3.0,100,0.0,power_reject_either_unadjusted,0.1,0.00670820393249937,2000,either_unadjusted,0.08685216178764281,0.1131478382123572,True
18,0.15,0.0,1.0,10,0.0,power_reject_welch_mean,0.05,0.004873397172404482,2000,welch_mean,0.040448316984385425,0.05955168301561458,False
18,0.15,0.0,1.0,10,0.0,power_reject_f_variance,0.0815,0.006117914268768401,2000,f_variance,0.06950910827812762,0.09349089172187239,True
18,0.15,0.0,1.0,10,0.0,power_reject_either_unadjusted,0.1315,0.007556710593902615,2000,either_unadjusted,0.11668911927753225,0.14631088072246776,True
18,0.15,0.0,1.0,25,0.0,power_reject_welch_mean,0.0545,0.005075911248239078,2000,welch_mean,0.044551396686256343,0.06444860331374366,False
18,0.15,0.0,1.0,25,0.0,power_reject_f_variance,0.1055,0.006869124762296867,2000,f_variance,0.09203676275438957,0.11896323724561042,True
18,0.15,0.0,1.0,25,0.0,power_reject_either_unadjusted,0.157,0.008134832512104966,2000,either_unadjusted,0.1410560211302447,0.1729439788697553,True
18,0.15,0.0,1.0,50,0.0,power_reject_welch_mean,0.0485,0.004803527349771208,2000,welch_mean,0.03908525932143302,0.05791474067856698,False
18,0.15,0.0,1.0,50,0.0,power_reject_f_variance,0.113,0.0070792301841372555,2000,f_variance,0.0991249636913776,0.1268750363086224,True
18,0.15,0.0,1.0,50,0.0,power_reject_either_unadjusted,0.1585,0.008166325673153136,2000,either_unadjusted,0.1424942956683441,0.1745057043316559,True
18,0.15,0.0,1.0,100,0.0,power_reject_welch_mean,0.0445,0.004610843198374892,2000,welch_mean,0.03546291332154035,0.05353708667845965,False
18,0.15,0.0,1.0,100,0.0,power_reject_f_variance,0.1265,0.007432958697584697,2000,f_variance,0.1119316685392471,0.1410683314607529,True
18,0.15,0.0,1.0,100,0.0,power_reject_either_unadjusted,0.164,0.0082796135175502,2000,either_unadjusted,0.14777225557168824,0.18022774442831177,True
19,0.15,0.0,2.0,10,0.0,power_reject_welch_mean,0.0505,0.00489641450451246,2000,welch_mean,0.04090320384207774,0.060096796157922266,False
19,0.15,0.0,2.0,10,0.0,power_reject_f_variance,0.0695,0.005686376262612245,2000,f_variance,0.05835490723482546,0.08064509276517455,True
19,0.15,0.0,2.0,10,0.0,power_reject_either_unadjusted,0.1195,0.007253266505513223,2000,either_unadjusted,0.10528385876678828,0.1337161412332117,True
19,0.15,0.0,2.0,25,0.0,power_reject_welch_mean,0.053,0.005009540897128199,2000,welch_mean,0.043181480185101026,0.06281851981489897,False
19,0.15,0.0,2.0,25,0.0,power_reject_f_variance,0.0755,0.005907611615534657,2000,f_variance,0.06392129390757023,0.08707870609242976,True
19,0.15,0.0,2.0,25,0.0,power_reject_either_unadjusted,0.126,0.007420377348895405,2000,either_unadjusted,0.11145632752974957,0.14054367247025043,True
19,0.15,0.0,2.0,50,0.0,power_reject_welch_mean,0.048,0.0047799581588126895,2000,welch_mean,0.038631454087220844,0.05736854591277916,False
19,0.15,0.0,2.0,50,0.0,power_reject_f_variance,0.072,0.005779965397820302,2000,f_variance,0.06067147589902652,0.08332852410097347,True
19,0.15,0.0,2.0,50,0.0,power_reject_either_unadjusted,0.119,0.0072401312142805815,2000,either_unadjusted,0.10480960346473377,0.1331903965352662,True
19,0.15,0.0,2.0,100,0.0,power_reject_welch_mean,0.0465,0.004708383480558906,2000,welch_mean,0.037271737879909846,0.055728262120090154,False
19,0.15,0.0,2.0,100,0.0,power_reject_f_variance,0.0765,0.005943389184631947,2000,f_variance,0.06485117116013203,0.08814882883986797,True
19,0.15,0.0,2.0,100,0.0,power_reject_either_unadjusted,0.1215,0.0073054003997043175,2000,either_unadjusted,0.10718167821099392,0.13581832178900607,True
20,0.15,0.0,3.0,10,0.0,power_reject_welch_mean,0.0595,0.005289600646551685,2000,welch_mean,0.04913257315838197,0.06986742684161802,False
20,0.15,0.0,3.0,10,0.0,power_reject_f_variance,0.053,0.005009540897128199,2000,f_variance,0.043181480185101026,0.06281851981489897,False
20,0.15,0.0,3.0,10,0.0,power_reject_either_unadjusted,0.112,0.007051808278732484,2000,either_unadjusted,0.09817870963878236,0.12582129036121764,True
20,0.15,0.0,3.0,25,0.0,power_reject_welch_mean,0.0525,0.004987171041783107,2000,welch_mean,0.042725324296262614,0.06227467570373738,False
20,0.15,0.0,3.0,25,0.0,power_reject_f_variance,0.054,0.005053909377897471,2000,f_variance,0.04409451956005856,0.06390548043994143,False
20,0.15,0.0,3.0,25,0.0,power_reject_either_unadjusted,0.1055,0.006869124762296867,2000,either_unadjusted,0.09203676275438957,0.11896323724561042,True
20,0.15,0.0,3.0,50,0.0,power_reject_welch_mean,0.05,0.004873397172404482,2000,welch_mean,0.040448316984385425,0.05955168301561458,False
20,0.15,0.0,3.0,50,0.0,power_reject_f_variance,0.0575,0.005205465877325487,2000,f_variance,0.04729747427721363,0.06770252572278637,False
20,0.15,0.0,3.0,50,0.0,power_reject_either_unadjusted,0.105,0.006854742883580682,2000,either_unadjusted,0.09156495071892568,0.11843504928107432,True
20,0.15,0.0,3.0,100,0.0,power_reject_welch_mean,0.0465,0.004708383480558906,2000,welch_mean,0.037271737879909846,0.055728262120090154,False
20,0.15,0.0,3.0,100,0.0,power_reject_f_variance,0.068,0.005629209535982827,2000,f_variance,0.05696695196101696,0.07903304803898305,True
20,0.15,0.0,3.0,100,0.0,power_reject_either_unadjusted,0.111,0.007024208140424087,2000,either_unadjusted,0.09723280491626185,0.12476719508373815,True
21,0.15,0.75,1.0,10,0.0,power_reject_welch_mean,0.057,0.00518415856238985,2000,welch_mean,0.04683923584742414,0.06716076415257587,False
21,0.15,0.75,1.0,10,0.0,power_reject_f_variance,0.081,0.006100778638829638,2000,f_variance,0.06904269349592491,0.09295730650407509,True
21,0.15,0.75,1.0,10,0.0,power_reject_either_unadjusted,0.1375,0.00770044641563072,2000,either_unadjusted,0.12240740224143476,0.15259259775856526,True
21,0.15,0.75,1.0,25,0.0,power_reject_welch_mean,0.0525,0.004987171041783107,2000,welch_mean,0.042725324296262614,0.06227467570373738,False
21,0.15,0.75,1.0,25,0.0,power_reject_f_variance,0.083,0.006168914004912048,2000,f_variance,0.07090915063127656,0.09509084936872345,True
21,0.15,0.75,1.0,25,0.0,power_reject_either_unadjusted,0.134,0.007617217339685143,2000,either_unadjusted,0.11907052823404135,0.14892947176595867,True
21,0.15,0.75,1.0,50,0.0,power_reject_welch_mean,0.055,0.005097793640389928,2000,welch_mean,0.045008507985406794,0.0649914920145932,False
21,0.15,0.75,1.0,50,0.0,power_reject_f_variance,0.097,0.006617816860566633,2000,f_variance,0.08402931719469638,0.10997068280530363,True
21,0.15,0.75,1.0,50,0.0,power_reject_either_unadjusted,0.1485,0.007951344225978398,2000,either_unadjusted,0.13291565156547447,0.16408434843452552,True
21,0.15,0.75,1.0,100,0.0,power_reject_welch_mean,0.046,0.00468422885862764,2000,welch_mean,0.036819080069328734,0.055180919930671264,False
21,0.15,0.75,1.0,100,0.0,power_reject_f_variance,0.1135,0.007092874946028584,2000,f_variance,0.09959822044928203,0.12740177955071796,True
21,0.15,0.75,1.0,100,0.0,power_reject_either_unadjusted,0.155,0.008092434738692676,2000,either_unadjusted,0.13913911923981295,0.17086088076018704,True
22,0.15,0.75,2.0,10,0.0,power_reject_welch_mean,0.0515,0.004942051699446294,2000,welch_mean,0.04181375658294644,0.06118624341705355,False
22,0.15,0.75,2.0,10,0.0,power_reject_f_variance,0.068,0.005629209535982827,2000,f_variance,0.05696695196101696,0.07903304803898305,True
22,0.15,0.75,2.0,10,0.0,power_reject_either_unadjusted,0.1195,0.007253266505513223,2000,either_unadjusted,0.10528385876678828,0.1337161412332117,True
22,0.15,0.75,2.0,25,0.0,power_reject_welch_mean,0.047,0.00473238840333293,2000,welch_mean,0.03772468909544997,0.05627531090455003,False
22,0.15,0.75,2.0,25,0.0,power_reject_f_variance,0.0635,0.005452877680637995,2000,f_variance,0.05281255604954603,0.07418744395045397,True
22,0.15,0.75,2.0,25,0.0,power_reject_either_unadjusted,0.11,0.006996427659884721,2000,either_unadjusted,0.09628725365802171,0.12371274634197829,True
22,0.15,0.75,2.0,50,0.0,power_reject_welch_mean,0.045,0.004635461142108733,2000,welch_mean,0.03591466303806799,0.054085336961932004,False
22,0.15,0.75,2.0,50,0.0,power_reject_f_variance,0.0715,0.005761412587204634,2000,f_variance,0.060207838739932046,0.08279216126006794,True
22,0.15,0.75,2.0,50,0.0,power_reject_either_unadjusted,0.116,0.0071604469134265636,2000,either_unadjusted,0.10196578182577283,0.1300342181742272,True
22,0.15,0.75,2.0,100,0.0,power_reject_welch_mean,0.0515,0.004942051699446294,2000,welch_mean,0.04181375658294644,0.06118624341705355,False
22,0.15,0.75,2.0,100,0.0,power_reject_f_variance,0.0735,0.005835141386461857,2000,f_variance,0.06206333294762467,0.08493666705237532,True
22,0.15,0.75,2.0,100,0.0,power_reject_either_unadjusted,0.123,0.007344079247938437,2000,either_unadjusted,0.10860586906089359,0.1373941309391064,True
23,0.15,0.75,3.0,10,0.0,power_reject_welch_mean,0.053,0.005009540897128199,2000,welch_mean,0.043181480185101026,0.06281851981489897,False
23,0.15,0.75,3.0,10,0.0,power_reject_f_variance,0.069,0.005667406814408156,2000,f_variance,0.05789208667040534,0.08010791332959467,True
23,0.15,0.75,3.0,10,0.0,power_reject_either_unadjusted,0.122,0.007318333143551201,2000,either_unadjusted,0.10765633049863281,0.13634366950136717,True
23,0.15,0.75,3.0,25,0.0,power_reject_welch_mean,0.0445,0.004610843198374892,2000,welch_mean,0.03546291332154035,0.05353708667845965,False
23,0.15,0.75,3.0,25,0.0,power_reject_f_variance,0.0555,0.005119558086397693,2000,f_variance,0.045465850454751634,0.06553414954524837,False
23,0.15,0.75,3.0,25,0.0,power_reject_either_unadjusted,0.0995,0.006693270874542581,2000,either_unadjusted,0.08638143004364802,0.11261856995635199,True
23,0.15,0.75,3.0,50,0.0,power_reject_welch_mean,0.0495,0.004850244839180801,2000,welch_mean,0.03999369472401984,0.059006305275980164,False
23,0.15,0.75,3.0,50,0.0,power_reject_f_variance,0.0585,0.0052477495176503994,2000,f_variance,0.04821459986438786,0.06878540013561216,False
23,0.15,0.75,3.0,50,0.0,power_reject_either_unadjusted,0.106,0.0068834584330843464,2000,either_unadjusted,0.09250866927565826,0.11949133072434173,True
23,0.15,0.75,3.0,100,0.0,power_reject_welch_mean,0.052,0.004964675215963275,2000,welch_mean,0.04226941530501975,0.061730584694980245,False
23,0.15,0.75,3.0,100,0.0,power_reject_f_variance,0.07,0.005705260730238366,2000,f_variance,0.0588178943581191,0.08118210564188091,True
23,0.15,0.75,3.0,100,0.0,power_reject_either_unadjusted,0.12,0.0072663608498339805,2000,either_unadjusted,0.10575819432331598,0.134241805676684,True
24,0.15,2.0,1.0,10,0.0,power_reject_welch_mean,0.051,0.004919298730510275,2000,welch_mean,0.04135835158295416,0.060641648417045835,False
24,0.15,2.0,1.0,10,0.0,power_reject_f_variance,0.072,0.005779965397820302,2000,f_variance,0.06067147589902652,0.08332852410097347,True
24,0.15,2.0,1.0,10,0.0,power_reject_either_unadjusted,0.1225,0.007331226022978693,2000,either_unadjusted,0.10813106091909859,0.13686893908090142,True
24,0.15,2.0,1.0,25,0.0,power_reject_welch_mean,0.0525,0.004987171041783107,2000,welch_mean,0.042725324296262614,0.06227467570373738,False
24,0.15,2.0,1.0,25,0.0,power_reject_f_variance,0.0865,0.006285608562422576,2000,f_variance,0.07418043349956,0.09881956650043999,True
24,0.15,2.0,1.0,25,0.0,power_reject_either_unadjusted,0.138,0.007712198130234985,2000,either_unadjusted,0.12288436930387213,0.15311563069612788,True
24,0.15,2.0,1.0,50,0.0,power_reject_welch_mean,0.057,0.00518415856238985,2000,welch_mean,0.04683923584742414,0.06716076415257587,False
24,0.15,2.0,1.0,50,0.0,power_reject_f_variance,0.0955,0.006571900410079264,2000,f_variance,0.08261931178465941,0.1083806882153406,True
24,0.15,2.0,1.0,50,0.0,power_reject_either_unadjusted,0.1475,0.007929178709046731,2000,either_unadjusted,0.13195909518070192,0.16304090481929806,True
24,0.15,2.0,1.0,100,0.0,power_reject_welch_mean,0.048,0.0047799581588126895,2000,welch_mean,0.038631454087220844,0.05736854591277916,False
24,0.15,2.0,1.0,100,0.0,power_reject_f_variance,0.1125,0.0070655413805312895,2000,f_variance,0.09865179325364837,0.12634820674635164,True
24,0.15,2.0,1.0,100,0.0,power_reject_either_unadjusted,0.154,0.008071059410015515,2000,either_unadjusted,0.13818101411450834,0.16981898588549166,True
25,0.15,2.0,2.0,10,0.0,power_reject_welch_mean,0.047,0.00473238840333293,2000,welch_mean,0.03772468909544997,0.05627531090455003,False
25,0.15,2.0,2.0,10,0.0,power_reject_f_variance,0.0635,0.005452877680637995,2000,f_variance,0.05281255604954603,0.07418744395045397,True
25,0.15,2.0,2.0,10,0.0,power_reject_either_unadjusted,0.11,0.006996427659884721,2000,either_unadjusted,0.09628725365802171,0.12371274634197829,True
25,0.15,2.0,2.0,25,0.0,power_reject_welch_mean,0.049,0.0048269555622566076,2000,welch_mean,0.03953934086837729,0.05846065913162271,False
25,0.15,2.0,2.0,25,0.0,power_reject_f_variance,0.076,0.005925537950262406,2000,f_variance,0.06438615893685189,0.08761384106314811,True
25,0.15,2.0,2.0,25,0.0,power_reject_either_unadjusted,0.124,0.007369667563737186,2000,either_unadjusted,0.1095557168831074,0.13844428311689258,True
25,0.15,2.0,2.0,50,0.0,power_reject_welch_mean,0.039,0.004328914413568372,2000,welch_mean,0.03051548359032488,0.04748451640967512,True
25,0.15,2.0,2.0,50,0.0,power_reject_f_variance,0.085,0.0062359842847781455,2000,f_variance,0.07277769529726909,0.09722230470273092,True
25,0.15,2.0,2.0,50,0.0,power_reject_either_unadjusted,0.121,0.007292427579345577,2000,either_unadjusted,0.10670710447187552,0.13529289552812446,True
25,0.15,2.0,2.0,100,0.0,power_reject_welch_mean,0.048,0.0047799581588126895,2000,welch_mean,0.038631454087220844,0.05736854591277916,False
25,0.15,2.0,2.0,100,0.0,power_reject_f_variance,0.096,0.006587260432076449,2000,f_variance,0.08308920669450572,0.10891079330549429,True
25,0.15,2.0,2.0,100,0.0,power_reject_either_unadjusted,0.139,0.0077355995242773526,2000,either_unadjusted,0.12383850341399927,0.15416149658600076,True
26,0.15,2.0,3.0,10,0.0,power_reject_welch_mean,0.0515,0.004942051699446294,2000,welch_mean,0.04181375658294644,0.06118624341705355,False
26,0.15,2.0,3.0,10,0.0,power_reject_f_variance,0.0495,0.004850244839180801,2000,f_variance,0.03999369472401984,0.059006305275980164,False
26,0.15,2.0,3.0,10,0.0,power_reject_either_unadjusted,0.101,0.006737915107805975,2000,either_unadjusted,0.08779392895364417,0.11420607104635584,True
26,0.15,2.0,3.0,25,0.0,power_reject_welch_mean,0.0535,0.005031786462082826,2000,welch_mean,0.043637879678630295,0.0633621203213697,False
26,0.15,2.0,3.0,25,0.0,power_reject_f_variance,0.0625,0.005412658773652742,2000,f_variance,0.05189138365935648,0.07310861634064353,True
26,0.15,2.0,3.0,25,0.0,power_reject_either_unadjusted,0.114,0.0071064759198916595,2000,either_unadjusted,0.10007156303014547,0.12792843696985454,True
26,0.15,2.0,3.0,50,0.0,power_reject_welch_mean,0.0475,0.004756245893559331,2000,welch_mean,0.03817792927347588,0.05682207072652412,False
26,0.15,2.0,3.0,50,0.0,power_reject_f_variance,0.0665,0.005571254347092763,2000,f_variance,0.055580542044854686,0.07741945795514532,True
26,0.15,2.0,3.0,50,0.0,power_reject_either_unadjusted,0.113,0.0070792301841372555,2000,either_unadjusted,0.0991249636913776,0.1268750363086224,True
26,0.15,2.0,3.0,100,0.0,power_reject_welch_mean,0.0565,0.005162739098579358,2000,welch_mean,0.04638121722539201,0.06661878277460799,False
26,0.15,2.0,3.0,100,0.0,power_reject_f_variance,0.0685,0.0056483515294287415,2000,f_variance,0.05742943434297473,0.07957056565702528,True
26,0.15,2.0,3.0,100,0.0,power_reject_either_unadjusted,0.123,0.007344079247938437,2000,either_unadjusted,0.10860586906089359,0.1373941309391064,True
27,0.2,0.0,1.0,10,0.0,power_reject_welch_mean,0.0455,0.004659922209651144,2000,welch_mean,0.0363667202262833,0.054633279773716695,False
27,0.2,0.0,1.0,10,0.0,power_reject_f_variance,0.0775,0.005978869040211535,2000,f_variance,0.06578163192047085,0.08921836807952915,True
27,0.2,0.0,1.0,10,0.0,power_reject_either_unadjusted,0.123,0.007344079247938437,2000,either_unadjusted,0.10860586906089359,0.1373941309391064,True
27,0.2,0.0,1.0,25,0.0,power_reject_welch_mean,0.054,0.005053909377897471,2000,welch_mean,0.04409451956005856,0.06390548043994143,False
27,0.2,0.0,1.0,25,0.0,power_reject_f_variance,0.113,0.0070792301841372555,2000,f_variance,0.0991249636913776,0.1268750363086224,True
27,0.2,0.0,1.0,25,0.0,power_reject_either_unadjusted,0.1645,0.008289745170992895,2000,either_unadjusted,0.1482523978956801,0.18074760210431992,True
27,0.2,0.0,1.0,50,0.0,power_reject_welch_mean,0.0485,0.004803527349771208,2000,welch_mean,0.03908525932143302,0.05791474067856698,False
27,0.2,0.0,1.0,50,0.0,power_reject_f_variance,0.1165,0.007173832657652393,2000,f_variance,0.102439546248977,0.13056045375102301,True
27,0.2,0.0,1.0,50,0.0,power_reject_either_unadjusted,0.1605,0.008207915386990781,2000,either_unadjusted,0.144412781326452,0.176587218673548,True
27,0.2,0.0,1.0,100,0.0,power_reject_welch_mean,0.0485,0.004803527349771208,2000,welch_mean,0.03908525932143302,0.05791474067856698,False
27,0.2,0.0,1.0,100,0.0,power_reject_f_variance,0.129,0.007495298526409739,2000,f_variance,0.11430948471898386,0.14369051528101615,True
27,0.2,0.0,1.0,100,0.0,power_reject_either_unadjusted,0.1715,0.00842875287334965,2000,either_unadjusted,0.15497994780333813,0.1880200521966619,True
28,0.2,0.0,2.0,10,0.0,power_reject_welch_mean,0.0495,0.004850244839180801,2000,welch_mean,0.03999369472401984,0.059006305275980164,False
28,0.2,0.0,2.0,10,0.0,power_reject_f_variance,0.067,0.005590661857061291,2000,f_variance,0.05604250402398673,0.07795749597601329,True
28,0.2,0.0,2.0,10,0.0,power_reject_either_unadjusted,0.1165,0.007173832657652393,2000,either_unadjusted,0.102439546248977,0.13056045375102301,True
28,0.2,0.0,2.0,25,0.0,power_reject_welch_mean,0.049,0.0048269555622566076,2000,welch_mean,0.03953934086837729,0.05846065913162271,False
28,0.2,0.0,2.0,25,0.0,power_reject_f_variance,0.076,0.005925537950262406,2000,f_variance,0.06438615893685189,0.08761384106314811,True
28,0.2,0.0,2.0,25,0.0,power_reject_either_unadjusted,0.123,0.007344079247938437,2000,either_unadjusted,0.10860586906089359,0.1373941309391064,True
28,0.2,0.0,2.0,50,0.0,power_reject_welch_mean,0.054,0.005053909377897471,2000,welch_mean,0.04409451956005856,0.06390548043994143,False
28,0.2,0.0,2.0,50,0.0,power_reject_f_variance,0.086,0.0062691307212403855,2000,f_variance,0.0737127294750748,0.09828727052492518,True
28,0.2,0.0,2.0,50,0.0,power_reject_either_unadjusted,0.1375,0.00770044641563072,2000,either_unadjusted,0.12240740224143476,0.15259259775856526,True
28,0.2,0.0,2.0,100,0.0,power_reject_welch_mean,0.0465,0.004708383480558906,2000,welch_mean,0.037271737879909846,0.055728262120090154,False
28,0.2,0.0,2.0,100,0.0,power_reject_f_variance,0.08,0.00606630035524124,2000,f_variance,0.06811026969053996,0.09188973030946004,True
28,0.2,0.0,2.0,100,0.0,power_reject_either_unadjusted,0.1235,0.007356893026271349,2000,either_unadjusted,0.10908075451665711,0.1379192454833429,True
29,0.2,0.0,3.0,10,0.0,power_reject_welch_mean,0.0515,0.004942051699446294,2000,welch_mean,0.04181375658294644,0.06118624341705355,False
29,0.2,0.0,3.0,10,0.0,power_reject_f_variance,0.051,0.004919298730510275,2000,f_variance,0.04135835158295416,0.060641648417045835,False
29,0.2,0.0,3.0,10,0.0,power_reject_either_unadjusted,0.1025,0.006782099601155972,2000,either_unadjusted,0.08920732893731993,0.11579267106268006,True
29,0.2,0.0,3.0,25,0.0,power_reject_welch_mean,0.0565,0.005162739098579358,2000,welch_mean,0.04638121722539201,0.06661878277460799,False
29,0.2,0.0,3.0,25,0.0,power_reject_f_variance,0.058,0.0052266624149642565,2000,f_variance,0.047755929826516996,0.06824407017348301,False
29,0.2,0.0,3.0,25,0.0,power_reject_either_unadjusted,0.1135,0.007092874946028584,2000,either_unadjusted,0.09959822044928203,0.12740177955071796,True
29,0.2,0.0,3.0,50,0.0,power_reject_welch_mean,0.049,0.0048269555622566076,2000,welch_mean,0.03953934086837729,0.05846065913162271,False
29,0.2,0.0,3.0,50,0.0,power_reject_f_variance,0.0555,0.005119558086397693,2000,f_variance,0.045465850454751634,0.06553414954524837,False
29,0.2,0.0,3.0,50,0.0,power_reject_either_unadjusted,0.103,0.0067967271535644275,2000,either_unadjusted,0.08967865946119125,0.11632134053880874,True
29,0.2,0.0,3.0,100,0.0,power_reject_welch_mean,0.051,0.004919298730510275,2000,welch_mean,0.04135835158295416,0.060641648417045835,False
29,0.2,0.0,3.0,100,0.0,power_reject_f_variance,0.058,0.0052266624149642565,2000,f_variance,0.047755929826516996,0.06824407017348301,False
29,0.2,0.0,3.0,100,0.0,power_reject_either_unadjusted,0.105,0.006854742883580682,2000,either_unadjusted,0.09156495071892568,0.11843504928107432,True
30,0.2,0.75,1.0,10,0.0,power_reject_welch_mean,0.0435,0.004561126505590478,2000,welch_mean,0.03456035624959686,0.052439643750403137,False
30,0.2,0.75,1.0,10,0.0,power_reject_f_variance,0.087,0.006302023484564303,2000,f_variance,0.0746482608430994,0.09935173915690058,True
30,0.2,0.75,1.0,10,0.0,power_reject_either_unadjusted,0.1305,0.007532255638253391,2000,either_unadjusted,0.11573705011022634,0.14526294988977367,True
30,0.2,0.75,1.0,25,0.0,power_reject_welch_mean,0.048,0.0047799581588126895,2000,welch_mean,0.038631454087220844,0.05736854591277916,False
30,0.2,0.75,1.0,25,0.0,power_reject_f_variance,0.1025,0.006782099601155972,2000,f_variance,0.08920732893731993,0.11579267106268006,True
30,0.2,0.75,1.0,25,0.0,power_reject_either_unadjusted,0.1485,0.007951344225978398,2000,either_unadjusted,0.13291565156547447,0.16408434843452552,True
30,0.2,0.75,1.0,50,0.0,power_reject_welch_mean,0.0455,0.004659922209651144,2000,welch_mean,0.0363667202262833,0.054633279773716695,False
30,0.2,0.75,1.0,50,0.0,power_reject_f_variance,0.113,0.0070792301841372555,2000,f_variance,0.0991249636913776,0.1268750363086224,True
