rhythm_state,p_beat_cv,W,p_N_beats,p_data_mode,axis,estimator,subset,estimand,metric,value,mcse,n
AF_rr0.2,0.1,0.25,1,retrospective,SL,A6,accepted,T2,sd_err_mm,1.70323,0.00380856,100000
AF_rr0.2,0.1,0.25,1,retrospective,SL,A6,accepted,Tv,bias_mm,0.0499683,0.00483865,100000
AF_rr0.2,0.1,0.25,1,retrospective,SL,A6,accepted,Tv,relbias_pct,0.697602,0.0880132,100000
AF_rr0.2,0.1,0.25,1,retrospective,SL,A6,accepted,Tv,rmse_mm,1.53092,0.00382799,100000
AF_rr0.2,0.1,0.25,1,retrospective,SL,A6,accepted,Tv,sd_err_mm,1.53012,0.00342146,100000
AF_rr0.2,0.1,0.25,1,retrospective,SL,A6,all,T1,bias_mm,-0.192681,0.00555764,100000
AF_rr0.2,0.1,0.25,1,retrospective,SL,A6,all,T1,relbias_pct,-2.80799,0.0910486,100000
AF_rr0.2,0.1,0.25,1,retrospective,SL,A6,all,T1,rmse_mm,1.768,0.00480471,100000
AF_rr0.2,0.1,0.25,1,retrospective,SL,A6,all,T1,sd_err_mm,1.75748,0.00392986,100000
AF_rr0.2,0.1,0.25,1,retrospective,SL,A6,all,T2,bias_mm,0.0803779,0.0053861,100000
AF_rr0.2,0.1,0.25,1,retrospective,SL,A6,all,T2,relbias_pct,1.16038,0.0930898,100000
AF_rr0.2,0.1,0.25,1,retrospective,SL,A6,all,T2,rmse_mm,1.70512,0.00466017,100000
AF_rr0.2,0.1,0.25,1,retrospective,SL,A6,all,T2,sd_err_mm,1.70323,0.00380856,100000
AF_rr0.2,0.1,0.25,1,retrospective,SL,A6,all,Tv,bias_mm,0.0499683,0.00483865,100000
AF_rr0.2,0.1,0.25,1,retrospective,SL,A6,all,Tv,relbias_pct,0.697602,0.0880132,100000
AF_rr0.2,0.1,0.25,1,retrospective,SL,A6,all,Tv,rmse_mm,1.53092,0.00382799,100000
AF_rr0.2,0.1,0.25,1,retrospective,SL,A6,all,Tv,sd_err_mm,1.53012,0.00342146,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,accepted,T1,bias_mm,-0.268333,0.0057986,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,accepted,T1,relbias_pct,-2.27445,0.0554063,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,accepted,T1,rmse_mm,1.8532,0.00566154,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,accepted,T1,sd_err_mm,1.83368,0.00410025,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,accepted,T2,bias_mm,0.158132,0.00540412,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,accepted,T2,relbias_pct,1.73752,0.0548326,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,accepted,T2,rmse_mm,1.71622,0.00503753,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,accepted,T2,sd_err_mm,1.70893,0.00382131,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,accepted,Tv,bias_mm,0.105923,0.00402536,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,accepted,Tv,relbias_pct,1.24092,0.044751,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,accepted,Tv,rmse_mm,1.27732,0.00320319,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,accepted,Tv,sd_err_mm,1.27293,0.00284637,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,all,T1,bias_mm,-0.268333,0.0057986,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,all,T1,relbias_pct,-2.27445,0.0554063,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,all,T1,rmse_mm,1.8532,0.00566154,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,all,T1,sd_err_mm,1.83368,0.00410025,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,all,T2,bias_mm,0.158132,0.00540412,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,all,T2,relbias_pct,1.73752,0.0548326,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,all,T2,rmse_mm,1.71622,0.00503753,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,all,T2,sd_err_mm,1.70893,0.00382131,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,all,Tv,bias_mm,0.105923,0.00402536,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,all,Tv,relbias_pct,1.24092,0.044751,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,all,Tv,rmse_mm,1.27732,0.00320319,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A1,all,Tv,sd_err_mm,1.27293,0.00284637,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,accepted,T1,bias_mm,-0.291076,0.00704341,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,accepted,T1,relbias_pct,-2.62981,0.0676113,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,accepted,T1,rmse_mm,2.24625,0.00674853,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,accepted,T1,sd_err_mm,2.22732,0.00498047,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,accepted,T2,bias_mm,0.135389,0.00673139,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,accepted,T2,relbias_pct,1.36409,0.0680293,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,accepted,T2,rmse_mm,2.13294,0.00640513,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,accepted,T2,sd_err_mm,2.12865,0.00475984,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,accepted,Tv,bias_mm,0.0831802,0.00567083,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,accepted,Tv,relbias_pct,0.859495,0.0600477,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,accepted,Tv,rmse_mm,1.79519,0.00491431,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,accepted,Tv,sd_err_mm,1.79327,0.0040099,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,all,T1,bias_mm,-0.291076,0.00704341,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,all,T1,relbias_pct,-2.62981,0.0676113,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,all,T1,rmse_mm,2.24625,0.00674853,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,all,T1,sd_err_mm,2.22732,0.00498047,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,all,T2,bias_mm,0.135389,0.00673139,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,all,T2,relbias_pct,1.36409,0.0680293,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,all,T2,rmse_mm,2.13294,0.00640513,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,all,T2,sd_err_mm,2.12865,0.00475984,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,all,Tv,bias_mm,0.0831802,0.00567083,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,all,Tv,relbias_pct,0.859495,0.0600477,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,all,Tv,rmse_mm,1.79519,0.00491431,100000
AF_rr0.2,0.1,0.25,3,prospective,AP,A6,all,Tv,sd_err_mm,1.79327,0.0040099,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,accepted,T1,bias_mm,-0.109991,0.00443703,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,accepted,T1,relbias_pct,-0.937848,0.0718861,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,accepted,T1,rmse_mm,1.40741,0.00394704,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,accepted,T1,sd_err_mm,1.40311,0.00313747,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,accepted,T2,bias_mm,0.162193,0.00421387,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,accepted,T2,relbias_pct,3.13024,0.0728324,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,accepted,T2,rmse_mm,1.34237,0.00356862,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,accepted,T2,sd_err_mm,1.33254,0.00297967,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,accepted,Tv,bias_mm,0.129123,0.00351472,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,accepted,Tv,relbias_pct,2.6589,0.0661615,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,accepted,Tv,rmse_mm,1.11892,0.00262012,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,accepted,Tv,sd_err_mm,1.11145,0.0024853,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,all,T1,bias_mm,-0.109991,0.00443703,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,all,T1,relbias_pct,-0.937848,0.0718861,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,all,T1,rmse_mm,1.40741,0.00394704,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,all,T1,sd_err_mm,1.40311,0.00313747,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,all,T2,bias_mm,0.162193,0.00421387,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,all,T2,relbias_pct,3.13024,0.0728324,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,all,T2,rmse_mm,1.34237,0.00356862,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,all,T2,sd_err_mm,1.33254,0.00297967,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,all,Tv,bias_mm,0.129123,0.00351472,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,all,Tv,relbias_pct,2.6589,0.0661615,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,all,Tv,rmse_mm,1.11892,0.00262012,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A1,all,Tv,sd_err_mm,1.11145,0.0024853,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,accepted,T1,bias_mm,-0.175763,0.00541519,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,accepted,T1,relbias_pct,-2.44374,0.0885065,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,accepted,T1,rmse_mm,1.72142,0.00476474,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,accepted,T1,sd_err_mm,1.71243,0.00382914,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,accepted,T2,bias_mm,0.0964206,0.00523654,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,accepted,T2,relbias_pct,1.55026,0.0905437,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,accepted,T2,rmse_mm,1.65873,0.0045216,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,accepted,T2,sd_err_mm,1.65594,0.00370281,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,accepted,Tv,bias_mm,0.0633505,0.00468369,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,accepted,Tv,relbias_pct,1.05642,0.0852592,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,accepted,Tv,rmse_mm,1.48246,0.00374948,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,accepted,Tv,sd_err_mm,1.48111,0.00331189,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,all,T1,bias_mm,-0.175763,0.00541519,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,all,T1,relbias_pct,-2.44374,0.0885065,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,all,T1,rmse_mm,1.72142,0.00476474,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,all,T1,sd_err_mm,1.71243,0.00382914,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,all,T2,bias_mm,0.0964206,0.00523654,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,all,T2,relbias_pct,1.55026,0.0905437,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,all,T2,rmse_mm,1.65873,0.0045216,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,all,T2,sd_err_mm,1.65594,0.00370281,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,all,Tv,bias_mm,0.0633505,0.00468369,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,all,Tv,relbias_pct,1.05642,0.0852592,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,all,Tv,rmse_mm,1.48246,0.00374948,100000
AF_rr0.2,0.1,0.25,3,prospective,SL,A6,all,Tv,sd_err_mm,1.48111,0.00331189,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,accepted,T1,bias_mm,-0.245468,0.00678036,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,accepted,T1,relbias_pct,-1.96071,0.0631712,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,accepted,T1,rmse_mm,1.85768,0.00694695,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,accepted,T1,sd_err_mm,1.8414,0.00479447,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,accepted,T2,bias_mm,0.188136,0.00631766,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,accepted,T2,relbias_pct,2.07548,0.0624237,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,accepted,T2,rmse_mm,1.72601,0.00622145,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,accepted,T2,sd_err_mm,1.71574,0.00446729,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,accepted,Tv,bias_mm,0.118194,0.0046529,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,accepted,Tv,relbias_pct,1.38337,0.0501674,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,accepted,Tv,rmse_mm,1.26913,0.00367058,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,accepted,Tv,sd_err_mm,1.26363,0.00329012,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,all,T1,bias_mm,-0.279212,0.00594236,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,all,T1,relbias_pct,-2.48626,0.0566888,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,all,T1,rmse_mm,1.89976,0.00603001,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,all,T1,sd_err_mm,1.87914,0.0042019,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,all,T2,bias_mm,0.149681,0.00558026,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,all,T2,relbias_pct,1.53813,0.0562803,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,all,T2,rmse_mm,1.77096,0.00557581,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,all,T2,sd_err_mm,1.76463,0.00394586,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,all,Tv,bias_mm,0.0896387,0.00422025,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,all,Tv,relbias_pct,0.960534,0.0462373,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,all,Tv,rmse_mm,1.33756,0.00353201,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,all,Tv,sd_err_mm,1.33456,0.00298418,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,limited,T1,bias_mm,-0.374041,0.0122115,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,limited,T1,relbias_pct,-3.96319,0.122586,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,limited,T1,rmse_mm,2.01332,0.0120377,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,limited,T1,sd_err_mm,1.9783,0.00863501,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,limited,T2,bias_mm,0.0416124,0.0116735,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,limited,T2,relbias_pct,0.0280383,0.122857,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,limited,T2,rmse_mm,1.89157,0.0118497,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,limited,T2,sd_err_mm,1.89115,0.00825459,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,limited,Tv,bias_mm,0.0093924,0.0093417,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,limited,Tv,relbias_pct,-0.227743,0.105305,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,limited,Tv,rmse_mm,1.51338,0.00807641,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A1,limited,Tv,sd_err_mm,1.51338,0.0066057,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,accepted,T1,bias_mm,-0.259306,0.00822415,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,accepted,T1,relbias_pct,-2.17684,0.0766433,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,accepted,T1,rmse_mm,2.24849,0.00801178,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,accepted,T1,sd_err_mm,2.2335,0.00581539,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,accepted,T2,bias_mm,0.174298,0.00785784,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,accepted,T2,relbias_pct,1.85173,0.0771264,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,accepted,T2,rmse_mm,2.14111,0.00757077,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,accepted,T2,sd_err_mm,2.13402,0.00555637,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,accepted,Tv,bias_mm,0.104355,0.00658747,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,accepted,Tv,relbias_pct,1.15373,0.0673827,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,accepted,Tv,rmse_mm,1.79204,0.00568372,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,accepted,Tv,sd_err_mm,1.78902,0.00465807,73755
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,all,T1,bias_mm,-0.289554,0.00711275,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,all,T1,relbias_pct,-2.65131,0.0681155,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,all,T1,rmse_mm,2.2678,0.00694904,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,all,T1,sd_err_mm,2.24925,0.0050295,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,all,T2,bias_mm,0.139338,0.0068213,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,all,T2,relbias_pct,1.36942,0.0687559,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,all,T2,rmse_mm,2.16157,0.00668795,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,all,T2,sd_err_mm,2.15709,0.00482341,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,all,Tv,bias_mm,0.079296,0.00575187,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,all,Tv,relbias_pct,0.787482,0.0607184,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,all,Tv,rmse_mm,1.82062,0.00492617,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,all,Tv,sd_err_mm,1.8189,0.00406721,100000
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,limited,T1,bias_mm,-0.37456,0.0141407,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,limited,T1,relbias_pct,-3.98468,0.144489,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,limited,T1,rmse_mm,2.32121,0.0139055,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,limited,T1,sd_err_mm,2.29083,0.00999915,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,limited,T2,bias_mm,0.0410936,0.0136893,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,limited,T2,relbias_pct,0.0139929,0.146832,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,limited,T2,rmse_mm,2.21805,0.0139557,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,limited,T2,sd_err_mm,2.21771,0.00967998,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,limited,Tv,bias_mm,0.00887359,0.0117197,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,limited,Tv,relbias_pct,-0.241771,0.132709,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,limited,Tv,rmse_mm,1.89862,0.00981673,26245
AF_rr0.2,0.1,0.25,3,retrospective,AP,A6,limited,Tv,sd_err_mm,1.89864,0.00828727,26245
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,accepted,T1,bias_mm,-0.0808789,0.00539059,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,accepted,T1,relbias_pct,-0.21238,0.0827181,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,accepted,T1,rmse_mm,1.41553,0.00488899,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,accepted,T1,sd_err_mm,1.41323,0.00381175,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,accepted,T2,bias_mm,0.201696,0.00509558,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,accepted,T2,relbias_pct,3.87766,0.0834178,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,accepted,T2,rmse_mm,1.35102,0.00438908,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,accepted,T2,sd_err_mm,1.33589,0.00360314,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,accepted,Tv,bias_mm,0.150036,0.00420297,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,accepted,Tv,relbias_pct,3.09582,0.0746613,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,accepted,Tv,rmse_mm,1.11204,0.00314592,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,accepted,Tv,sd_err_mm,1.10188,0.00297197,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,all,T1,bias_mm,-0.15682,0.0045465,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,all,T1,relbias_pct,-2.01389,0.073984,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,all,T1,rmse_mm,1.44625,0.00409024,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,all,T1,sd_err_mm,1.43773,0.00321488,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,all,T2,bias_mm,0.119553,0.00433237,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,all,T2,relbias_pct,2.04686,0.0749741,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,all,T2,rmse_mm,1.37521,0.00373229,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,all,T2,sd_err_mm,1.37002,0.00306346,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,all,Tv,bias_mm,0.0813456,0.00364806,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,all,Tv,relbias_pct,1.47946,0.0682786,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,all,Tv,rmse_mm,1.15648,0.00282481,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,all,Tv,sd_err_mm,1.15362,0.00257958,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,limited,T1,bias_mm,-0.323741,0.00834998,31269
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,limited,T1,relbias_pct,-5.97372,0.148979,31269
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,limited,T1,rmse_mm,1.51158,0.00742792,31269
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,limited,T1,sd_err_mm,1.47653,0.00590442,31269
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,limited,T2,bias_mm,-0.0610012,0.00806241,31269
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,limited,T2,relbias_pct,-1.97734,0.152045,31269
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,limited,T2,rmse_mm,1.42696,0.00698384,31269
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,limited,T2,sd_err_mm,1.42568,0.00570107,31269
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,limited,Tv,bias_mm,-0.0696404,0.00705021,31269
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,limited,Tv,relbias_pct,-2.07339,0.141993,31269
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,limited,Tv,rmse_mm,1.24861,0.00563181,31269
AF_rr0.2,0.1,0.25,3,retrospective,SL,A1,limited,Tv,sd_err_mm,1.24669,0.00498533,31269
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,accepted,T1,bias_mm,-0.120132,0.00654345,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,accepted,T1,relbias_pct,-1.10041,0.0994806,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,accepted,T1,rmse_mm,1.71966,0.006241,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,accepted,T1,sd_err_mm,1.71547,0.00462695,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,accepted,T2,bias_mm,0.162443,0.00630529,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,accepted,T2,relbias_pct,2.94484,0.101265,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,accepted,T2,rmse_mm,1.66098,0.00585012,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,accepted,T2,sd_err_mm,1.65303,0.00445854,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,accepted,Tv,bias_mm,0.110783,0.00558744,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,accepted,Tv,relbias_pct,2.16131,0.0941511,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,accepted,Tv,rmse_mm,1.46901,0.00466956,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,accepted,Tv,sd_err_mm,1.46484,0.00395094,68731
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,all,T1,bias_mm,-0.183212,0.0055,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,all,T1,relbias_pct,-2.59073,0.0896093,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,all,T1,rmse_mm,1.74887,0.0050675,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,all,T1,sd_err_mm,1.73925,0.0038891,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,all,T2,bias_mm,0.0931611,0.00532227,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,all,T2,relbias_pct,1.43917,0.0916304,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,all,T2,rmse_mm,1.68562,0.00471409,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,all,T2,sd_err_mm,1.68305,0.00376343,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,all,Tv,bias_mm,0.0549535,0.00476954,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,all,Tv,relbias_pct,0.868068,0.0863423,100000
AF_rr0.2,0.1,0.25,3,retrospective,SL,A6,all,Tv,rmse_mm,1.50925,0.00385544,100000
