rhythm_state,p_beat_cv,W,p_N_beats,p_data_mode,axis,estimator,subset,estimand,metric,value,mcse,n
AF_rr0.1,0.05,0,1,prospective,SL,A6,accepted,T2,bias_mm,0.0498294,0.00492556,100000
AF_rr0.1,0.05,0,1,prospective,SL,A6,accepted,T2,relbias_pct,0.744919,0.0883976,100000
AF_rr0.1,0.05,0,1,prospective,SL,A6,accepted,T2,rmse_mm,1.55839,0.00390218,100000
AF_rr0.1,0.05,0,1,prospective,SL,A6,accepted,T2,sd_err_mm,1.5576,0.00348291,100000
AF_rr0.1,0.05,0,1,prospective,SL,A6,accepted,Tv,bias_mm,0.020719,0.0043324,100000
AF_rr0.1,0.05,0,1,prospective,SL,A6,accepted,Tv,relbias_pct,0.28245,0.0831377,100000
AF_rr0.1,0.05,0,1,prospective,SL,A6,accepted,Tv,rmse_mm,1.37018,0.003148,100000
AF_rr0.1,0.05,0,1,prospective,SL,A6,accepted,Tv,sd_err_mm,1.37003,0.00306349,100000
AF_rr0.1,0.05,0,1,prospective,SL,A6,all,T1,bias_mm,-0.224137,0.00511293,100000
AF_rr0.1,0.05,0,1,prospective,SL,A6,all,T1,relbias_pct,-3.21021,0.0865144,100000
AF_rr0.1,0.05,0,1,prospective,SL,A6,all,T1,rmse_mm,1.6323,0.00419013,100000
AF_rr0.1,0.05,0,1,prospective,SL,A6,all,T1,sd_err_mm,1.61685,0.0036154,100000
AF_rr0.1,0.05,0,1,prospective,SL,A6,all,T2,bias_mm,0.0498294,0.00492556,100000
AF_rr0.1,0.05,0,1,prospective,SL,A6,all,T2,relbias_pct,0.744919,0.0883976,100000
AF_rr0.1,0.05,0,1,prospective,SL,A6,all,T2,rmse_mm,1.55839,0.00390218,100000
AF_rr0.1,0.05,0,1,prospective,SL,A6,all,T2,sd_err_mm,1.5576,0.00348291,100000
AF_rr0.1,0.05,0,1,prospective,SL,A6,all,Tv,bias_mm,0.020719,0.0043324,100000
AF_rr0.1,0.05,0,1,prospective,SL,A6,all,Tv,relbias_pct,0.28245,0.0831377,100000
AF_rr0.1,0.05,0,1,prospective,SL,A6,all,Tv,rmse_mm,1.37018,0.003148,100000
AF_rr0.1,0.05,0,1,prospective,SL,A6,all,Tv,sd_err_mm,1.37003,0.00306349,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,accepted,T1,bias_mm,-0.346839,0.00634185,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,accepted,T1,relbias_pct,-3.19025,0.0624374,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,accepted,T1,rmse_mm,2.03523,0.00577646,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,accepted,T1,sd_err_mm,2.00547,0.00448439,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,accepted,T2,bias_mm,0.0782302,0.00598412,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,accepted,T2,relbias_pct,0.75645,0.0624931,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,accepted,T2,rmse_mm,1.89395,0.00518799,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,accepted,T2,sd_err_mm,1.89235,0.00423144,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,accepted,Tv,bias_mm,0.0306137,0.00478335,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,accepted,Tv,relbias_pct,0.29772,0.0542008,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,accepted,Tv,rmse_mm,1.51293,0.00362596,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,accepted,Tv,sd_err_mm,1.51263,0.00338236,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,all,T1,bias_mm,-0.346839,0.00634185,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,all,T1,relbias_pct,-3.19025,0.0624374,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,all,T1,rmse_mm,2.03523,0.00577646,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,all,T1,sd_err_mm,2.00547,0.00448439,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,all,T2,bias_mm,0.0782302,0.00598412,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,all,T2,relbias_pct,0.75645,0.0624931,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,all,T2,rmse_mm,1.89395,0.00518799,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,all,T2,sd_err_mm,1.89235,0.00423144,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,all,Tv,bias_mm,0.0306137,0.00478335,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,all,Tv,relbias_pct,0.29772,0.0542008,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,all,Tv,rmse_mm,1.51293,0.00362596,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A1,all,Tv,sd_err_mm,1.51263,0.00338236,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,accepted,T1,bias_mm,-0.346839,0.00634185,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,accepted,T1,relbias_pct,-3.19025,0.0624374,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,accepted,T1,rmse_mm,2.03523,0.00577646,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,accepted,T1,sd_err_mm,2.00547,0.00448439,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,accepted,T2,bias_mm,0.0782302,0.00598412,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,accepted,T2,relbias_pct,0.75645,0.0624931,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,accepted,T2,rmse_mm,1.89395,0.00518799,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,accepted,T2,sd_err_mm,1.89235,0.00423144,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,accepted,Tv,bias_mm,0.0306137,0.00478335,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,accepted,Tv,relbias_pct,0.29772,0.0542008,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,accepted,Tv,rmse_mm,1.51293,0.00362596,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,accepted,Tv,sd_err_mm,1.51263,0.00338236,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,all,T1,bias_mm,-0.346839,0.00634185,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,all,T1,relbias_pct,-3.19025,0.0624374,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,all,T1,rmse_mm,2.03523,0.00577646,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,all,T1,sd_err_mm,2.00547,0.00448439,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,all,T2,bias_mm,0.0782302,0.00598412,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,all,T2,relbias_pct,0.75645,0.0624931,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,all,T2,rmse_mm,1.89395,0.00518799,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,all,T2,sd_err_mm,1.89235,0.00423144,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,all,Tv,bias_mm,0.0306137,0.00478335,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,all,Tv,relbias_pct,0.29772,0.0542008,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,all,Tv,rmse_mm,1.51293,0.00362596,100000
AF_rr0.1,0.05,0,1,retrospective,AP,A6,all,Tv,sd_err_mm,1.51263,0.00338236,100000
AF_rr0.1,0.05,0,1,retrospective,SL,A1,accepted,T1,bias_mm,-0.233788,0.00510053,100000
AF_rr0.1,0.05,0,1,retrospective,SL,A1,accepted,T1,relbias_pct,-3.41419,0.0859493,100000
AF_rr0.1,0.05,0,1,retrospective,SL,A1,accepted,T1,rmse_mm,1.62978,0.00431973,100000
AF_rr0.1,0.05,0,1,retrospective,SL,A1,accepted,T1,sd_err_mm,1.61293,0.00360664,100000
AF_rr0.1,0.05,0,1,retrospective,SL,A1,accepted,T2,bias_mm,0.0394995,0.00491108,100000
AF_rr0.1,0.05,0,1,retrospective,SL,A1,accepted,T2,relbias_pct,0.544537,0.087802,100000
AF_rr0.1,0.05,0,1,retrospective,SL,A1,accepted,T2,rmse_mm,1.55351,0.00386022,100000
AF_rr0.1,0.05,0,1,retrospective,SL,A1,accepted,T2,sd_err_mm,1.55302,0.00347267,100000
AF_rr0.1,0.05,0,1,retrospective,SL,A1,accepted,Tv,bias_mm,0.00885805,0.00431818,100000
AF_rr0.1,0.05,0,1,retrospective,SL,A1,accepted,Tv,relbias_pct,0.0773368,0.0824327,100000
AF_rr0.1,0.05,0,1,retrospective,SL,A1,accepted,Tv,rmse_mm,1.36555,0.00309857,100000
AF_rr0.1,0.05,0,1,retrospective,SL,A1,accepted,Tv,sd_err_mm,1.36553,0.00305343,100000
AF_rr0.1,0.05,0,1,retrospective,SL,A1,all,T1,bias_mm,-0.233788,0.00510053,100000
AF_rr0.1,0.05,0,1,retrospective,SL,A1,all,T1,relbias_pct,-3.41419,0.0859493,100000
