u,view_over,rho,N_beats,estimator,axis,estimand,bias_mcse,relbias_pct_mcse,rmse_mcse,sd_err_mcse,bias,relbias_pct,rmse,sd_err
base,False,0.0,3,A5,SL,T1,0.004446088960085894,0.06617186167687714,0.004678717688234458,0.0031438753728515443,-0.7735936274551564,-10.442410067685017,1.6047423583964977,1.4059767793600886
base,False,0.0,3,A5,SL,T2,0.004349472513190425,0.06993263611900603,0.004256771670083169,0.0030755568864843223,-0.44144197231355414,-5.8509666188057095,1.4445217932966057,1.37542397619785
base,False,0.0,3,A6,AP,T1,0.007525826478134586,0.07062195391877549,0.0072976995540716275,0.005321589544736482,-0.35582943228330566,-3.2561850231437024,2.4063175943158552,2.3798752946108674
base,False,0.0,3,A6,AP,T2,0.0074016763563769785,0.07331461924231106,0.0076439108412259555,0.005233801712816286,0.16403510294254997,1.6275408225763253,2.3463448209160322,2.340615578956741
base,False,0.0,3,A6,SL,T1,0.005656902674071493,0.09074077281226944,0.0049783615841800305,0.004000054241669476,-0.21182735964237454,-2.966440793083513,1.801358824925483,1.788869695196305
base,False,0.0,3,A6,SL,T2,0.005572863212815362,0.09460959920853072,0.005100126865421508,0.003940629071601408,0.12032429549922767,1.9049947405579515,1.7663882127545103,1.76229408410602
base,False,0.0,3,A7,AP,T1,0.005454722404747507,0.05311946698731583,0.005256763551299045,0.0038570904873878047,0.2579380281895768,2.7650683792890587,1.744104906155377,1.7249346802952983
base,False,0.0,3,A7,AP,T2,0.005682272049755588,0.057755944852588934,0.0060734014566775855,0.0040179931889451305,0.7778025634154324,8.11726121061608,1.9580005373296834,1.7968921961941284
base,False,0.0,3,A7,SL,T1,0.004282048990412638,0.07173998137016213,0.0040315187895691934,0.0030278810179367247,0.26864171647145385,4.848061988416701,1.3804870124396544,1.354102786212845
base,False,0.0,3,A7,SL,T2,0.00438669647020475,0.0768205418238739,0.004467850623741221,0.003101878330519297,0.600793371613056,10.280788242329526,1.511702359738498,1.3871952249667967
base,False,0.0,5,A1,AP,T1,0.00568385300683696,0.05358494788703948,0.005232731262744222,0.004019111100007702,-0.30101977071507563,-2.456912789217037,1.8224157309761428,1.797392138720139
base,False,0.0,5,A1,AP,T2,0.00548544955332134,0.05505298093734747,0.005244618608545227,0.003878817971148579,0.21524448031781296,2.4459275190222525,1.747946159455094,1.734651457844869
