u,view_over,rho,N_beats,estimator,axis,estimand,bias_mcse,relbias_pct_mcse,rmse_mcse,sd_err_mcse,bias,relbias_pct,rmse,sd_err
base,False,0.9,3,A5,SL,T1,0.005020781755031067,0.07178880459290826,0.006148683710959611,0.003550246577117427,-0.8816630910029986,-11.840690176188872,1.816075312577321,1.5877105980515733
base,False,0.9,3,A5,SL,T2,0.0045133313228269975,0.07187412664640498,0.004789184041146193,0.0031914231412682207,-0.5510368124891792,-7.700802485574293,1.5299141026605825,1.4272406815114016
base,False,0.9,3,A6,AP,T1,0.007495162874503525,0.0707651820556644,0.007163200945526347,0.00529990699426032,-0.3340740930572571,-3.0129550048136635,2.393594780600741,2.3701786117365913
base,False,0.9,3,A6,AP,T2,0.0073466857392393385,0.07334029562805412,0.00749048221260371,0.005194917280113978,0.18537258562477807,1.8700523642511009,2.3305982401143557,2.323226018947418
base,False,0.9,3,A6,SL,T1,0.005652663699039729,0.09109783330709238,0.004929540220628316,0.0039970568186920834,-0.21050185458068676,-2.9544688766495946,1.7998721531317623,1.7875292135918093
base,False,0.9,3,A6,SL,T2,0.005574522707877169,0.0950691381627179,0.005038784516178052,0.003941802517680204,0.1201244239331326,1.9128292871343644,1.766898170236663,1.7628188625221315
base,False,0.9,3,A7,AP,T1,0.0054519588579072615,0.053853540984417934,0.005258709489720832,0.0038551363549062536,0.2616926044062993,2.8233285156457635,1.7438001130223926,1.7240607700517245
base,False,0.9,3,A7,AP,T2,0.0056983531154640625,0.05949785381638523,0.006202221372063649,0.004029364276411878,0.7811392830883345,8.192028997493358,1.9639931087474385,1.8019774756782891
base,False,0.9,3,A7,SL,T1,0.004287200246983573,0.0721927991934756,0.004058685075490898,0.0030315235246022435,0.2684744934760909,4.852138912411398,1.3820523757567538,1.3557317565704512
base,False,0.9,3,A7,SL,T2,0.0044313968379573535,0.07928229338689585,0.004694566756375683,0.003133486421719547,0.5991007719899103,10.32194988277388,1.5240176807592536,1.4013307224013336
base,False,0.9,5,A1,AP,T1,0.005710316496532699,0.05382325153486361,0.005295979367476809,0.004037823706588686,-0.30823602983082704,-2.4830774011088312,1.8318701622737155,1.8057606289476322
base,False,0.9,5,A1,AP,T2,0.005500728385370565,0.05517871291476139,0.005291022068671502,0.0038896217909184304,0.2112945436699861,2.4186818150794704,1.7522603696751475,1.739483048771142
base,False,0.9,5,A1,SL,T1,0.004307130991796319,0.06860477460251257,0.003755662961575082,0.0030456167598797873,-0.10476690944873789,-0.6789864777688083,1.3660509844025932,1.3620344114776375
base,False,0.9,5,A1,SL,T2,0.004191951832944409,0.07113339006895746,0.0037158486754998795,0.0029641723883813633,0.2274921606713232,4.322151843409991,1.344983690488229,1.3256115633821994
base,False,0.9,5,A2,AP,T1,0.006235459380107182,0.053738367738706876,0.007492472837120674,0.004409157657330457,-1.402087250719415,-12.529707095756205,2.4194844793411905,1.9718253898600315
base,False,0.9,5,A2,AP,T2,0.0054070962357613645,0.05188941695134344,0.005669666277903214,0.003823413531950569,-0.882556677218602,-8.370731888149365,1.9242000992859107,1.7098739632728701
base,False,0.9,5,A2,SL,T1,0.004464274761313944,0.0647138492199236,0.005131254958260098,0.003156734740518208,-0.8001571327245248,-10.607289194552145,1.6227157550696474,1.411727634655661
base,False,0.9,5,A2,SL,T2,0.003973429938095592,0.06431443772880646,0.0038871929888085644,0.0028096533020986686,-0.4678980626044637,-6.338689718324596,1.3407935546306047,1.256508872748392
base,False,0.9,5,A3,AP,T1,0.005673320566081698,0.05334572771110897,0.005417045161408152,0.0040116635024891305,0.043821610635325726,1.065163381295539,1.794587632729309,1.794061488509398
base,False,0.9,5,A3,AP,T2,0.005359893064962635,0.05348450541319548,0.005584771020252375,0.0037900356828956183,0.5633521841361389,6.084988619637722,1.7861081494973217,1.6949470100222768
base,False,0.9,5,A3,SL,T1,0.004205679557859827,0.06740385698032314,0.003762856010632864,0.00297387940429452,0.2002453499990557,4.464841325173768,1.344936640439134,1.329952651164696
base,False,0.9,5,A3,SL,T2,0.0040131462670522046,0.06866863873432529,0.003832932306968955,0.0028377371280472055,0.5325044201191168,9.650084265832932,1.3762554807080483,1.2690682787287313
base,False,0.9,5,A4,AP,T1,0.0056690939574026294,0.053323286931017934,0.005412425704270122,0.0040086748238873085,0.03879078182771819,1.031893974426715,1.7931355821338242,1.7927249174889885
base,False,0.9,5,A4,AP,T2,0.005355617884529302,0.05347295954723024,0.005572581408242736,0.0037870126587052537,0.5583213553285313,6.050675261428374,1.7832437706836313,1.693595079264525
base,False,0.9,5,A4,SL,T1,0.004203570273017402,0.06740028356171268,0.0037515434861861616,0.0029723879072214836,0.19889988323772675,4.452803989125774,1.3440773034198967,1.3292856367310828
base,False,0.9,5,A4,SL,T2,0.00401066240421619,0.06866754531041716,0.0038177170150589927,0.002835980763010475,0.5311589533577878,9.637614102614746,1.3750109237306225,1.268282812333006
base,False,0.9,5,A5,AP,T1,0.007025035399032249,0.059700141789965834,0.009250156316330109,0.004967475006168372,-1.5328763588551064,-13.678746633935088,2.6990318294121973,2.221511250425174
base,False,0.9,5,A5,AP,T2,0.006145010963472023,0.05819491432393181,0.007194508805665345,0.004345200648794307,-1.0133457853542935,-9.644040719007476,2.191562888364079,1.943223089127735
base,False,0.9,5,A5,SL,T1,0.004926970415582036,0.06990890949870297,0.0062357324481399495,0.0034839116111651655,-0.8723762339358154,-11.543294149881508,1.785642675929488,1.558044847750559
base,False,0.9,5,A5,SL,T2,0.004399974238787666,0.06973033827905499,0.004815278600573323,0.003111267177667656,-0.5401171638157545,-7.378041978624056,1.4925429712656795,1.3913940240634608
base,False,0.9,5,A6,AP,T1,0.007584016412535682,0.07160412583957776,0.0072016182851640746,0.005362736247682327,-0.33845265732638874,-3.078275240969166,2.422028731973964,2.3982765675711923
base,False,0.9,5,A6,AP,T2,0.007441365159367663,0.07418834849415847,0.007488485627170186,0.005261866074870337,0.18107791617442442,1.7906656510423786,2.3601113069759507,2.3531662804623674
base,False,0.9,5,A6,SL,T1,0.00568930784038795,0.09149253100651662,0.004954096800736689,0.004022968269087745,-0.21079840699242744,-2.940047438149025,1.8114154604719546,1.7991171085479625
base,False,0.9,5,A6,SL,T2,0.005617598576588845,0.09547581867958002,0.005007332576709233,0.0039722619088490676,0.12146066312763365,1.9438854434818102,1.780579263061024,1.7764406482540593
base,False,0.9,5,A7,AP,T1,0.005233960491811357,0.051288754529690256,0.004962425421131479,0.0037009874612058567,0.2680837644695055,2.954839521525187,1.6766859435845254,1.6551236337458959
base,False,0.9,5,A7,AP,T2,0.005474716075937361,0.056642358717600566,0.005984874205964228,0.0038712282185557976,0.7876143379703185,8.318043571597359,1.9019879032404514,1.731257234270141
base,False,0.9,5,A7,SL,T1,0.004153988101005023,0.07032347626502086,0.004001227982060075,0.0029373278418648075,0.2958308447944229,5.433259414121336,1.3464992935177391,1.3136063772413455
base,False,0.9,5,A7,SL,T2,0.004303944541007559,0.07763677960898235,0.0046556242091797114,0.0030433635876532484,0.628089914914484,10.96323475828196,1.498957063589731,1.3610267672631853
base,False,0.9,7,A1,AP,T1,0.005440667081716751,0.051335121917467495,0.005022395408943,0.0038471518234675464,-0.30277408567372505,-2.444374544054683,1.7469196820417627,1.7204899968926375
base,False,0.9,7,A1,AP,T2,0.005246581631114412,0.05269319397589524,0.005052684580823278,0.0037099119990161478,0.2148142165788643,2.462873808588256,1.6729553198517573,1.6591147884322883
base,False,0.9,7,A1,SL,T1,0.004140449414859969,0.06625737009139933,0.0035621664506683397,0.0029277544972164406,-0.09347054628883437,-0.4281176999002402,1.3126506524599768,1.309325068766892
base,False,0.9,7,A1,SL,T2,0.004011063095965849,0.06863802618531538,0.0035289121944366854,0.0028362640962804942,0.2391154348438003,4.589278760437556,1.2907450633395015,1.268409522189862
base,False,0.9,7,A2,AP,T1,0.006137871388541474,0.05274714630419347,0.007542957440743212,0.0043401521817037275,-1.3882716631037184,-12.407504866004645,2.386337582015417,1.9409653572971375
base,False,0.9,7,A2,AP,T2,0.005306626637699114,0.05085705276439024,0.005667564595376838,0.0037523704426413304,-0.8706833608511289,-8.242012690219807,1.8905263769042013,1.678102686725035
base,False,0.9,7,A2,SL,T1,0.0044550995343994705,0.06462631069109903,0.005230599283547161,0.003150246842908489,-0.7892127954232951,-10.400205892399649,1.614815213790305,1.4088261731457994
base,False,0.9,7,A2,SL,T2,0.003945528786316124,0.06419574249049191,0.003911330084279569,0.002789924109826284,-0.45662681429066054,-6.124580650386448,1.3286128934707633,1.2476857538518742
base,False,0.9,7,A3,AP,T1,0.005429582990272995,0.05113547075710293,0.005090713064395529,0.0038393141480559,-0.005406626498281855,0.5880305533038566,1.7169848269757157,1.7169848994170522
base,False,0.9,7,A3,AP,T2,0.005138907516243194,0.051393544657067795,0.005258152540497323,0.0036337745215441106,0.5121816757543075,5.594226542409098,1.7038605302835408,1.6250652436287225
base,False,0.9,7,A3,SL,T1,0.004078618895737846,0.06581117202870855,0.0035778092784484743,0.002884033499255366,0.16358241232806597,3.961064536547703,1.3000983732617903,1.2897725418332415
base,False,0.9,7,A3,SL,T2,0.003876395654395554,0.06707031978754638,0.0036367791563223333,0.0027410393590162193,0.49616839346070074,9.131949480846353,1.322426699355309,1.2258239379868847
base,False,0.9,7,A4,AP,T1,0.005427698874130066,0.051122056128635414,0.005090335985916205,0.003837981870093285,-0.007956060971836194,0.5715781502257539,1.7163989471607115,1.7163890895782574
base,False,0.9,7,A4,AP,T2,0.005136904602175861,0.05138547133548174,0.005256734682436187,0.0036323582403435424,0.5096322412807532,5.577247478386449,1.7024915631948097,1.6244318665876862
base,False,0.9,7,A4,SL,T1,0.004077675971514319,0.06580149961317722,0.0035757670688603737,0.0028833667478089997,0.16286573875333504,3.954817932937846,1.2997125660256061,1.2894743630125125
base,False,0.9,7,A4,SL,T2,0.003875314427581453,0.06706267524518215,0.0036318984694636253,0.002740274812381225,0.49545171988596964,9.125541125961329,1.3218409813355574,1.225482024046904
base,False,0.9,7,A5,AP,T1,0.006943474050557194,0.058809811222840985,0.009355697523683964,0.004909802135213866,-1.5206722865381619,-13.557561860854289,2.6708761072519676,2.1957192874035862
base,False,0.9,7,A5,AP,T2,0.006052531063748844,0.05722010587134964,0.007261652638214565,0.004279807157608321,-1.0030839842855725,-9.520982967963306,2.160891962630805,1.9139783770368126
base,False,0.9,7,A5,SL,T1,0.004936673749978678,0.07004828506373928,0.006401941162102009,0.003490772939023877,-0.8653419558486322,-11.408490510861888,1.784899745413472,1.5611133115097235
base,False,0.9,7,A5,SL,T2,0.004388606086351948,0.06985385155939167,0.004913290970506609,0.0031032286397980075,-0.5327559747159977,-7.24567443163756,1.4865382628270112,1.3877990986149749
base,False,0.9,7,A6,AP,T1,0.007598496367246494,0.07183272865663139,0.007167517250937073,0.005372975173044372,-0.34167393627865417,-3.2035334073103923,2.4270142244929107,2.4028555313014177
base,False,0.9,7,A6,AP,T2,0.007470455351619208,0.07447829054312699,0.007518846250385693,0.0052824360499275575,0.17591436597393523,1.6553883622842551,2.3688943354456438,2.3623654069710738
base,False,0.9,7,A6,SL,T1,0.0057514381456297324,0.09235308038543596,0.005269756875701527,0.004066901248906847,-0.20778810367889994,-2.90502478881822,1.8305864883392449,1.8187644361765154
base,False,0.9,7,A6,SL,T2,0.005673095736137961,0.09634622244994166,0.005417651701758296,0.0040115045229164,0.12479787745373475,1.9800839465597007,1.7983169490777753,1.7939903910385562
base,False,0.9,7,A7,AP,T1,0.005129221594412556,0.05045601083858519,0.0049984733100108345,0.0036269255062904627,0.2767855184065002,3.0788013084633894,1.6454407709620542,1.6220022862064065
base,False,0.9,7,A7,AP,T2,0.005397681437760156,0.05611842488144016,0.006083010287963668,0.0038167562311538254,0.7943738206590896,8.451666658100464,1.882683489686376,1.706896742733448
base,False,0.9,7,A7,SL,T1,0.004067994677677557,0.06911443974409731,0.00392772560366978,0.002876521005057567,0.3063087643116472,5.583910136121351,1.3223715742085222,1.286412869090361
base,False,0.9,7,A7,SL,T2,0.004213455481701168,0.07595903257826317,0.004540450148932668,0.002979377840264971,0.6388947454442819,11.110000485286447,1.477663511147575,1.3324116141897602
base,False,0.9,10,A1,AP,T1,0.005226236061714518,0.04946184263061331,0.004889136873983459,0.0036955254369933905,-0.30213128720967647,-2.397694498388701,1.6800625995611387,1.652680954472619
base,False,0.9,10,A1,AP,T2,0.005001273773369148,0.050531812428795043,0.004775845579558978,0.0035364522820253734,0.21405689077420087,2.4997917727160797,1.5959540329744992,1.5815416325911271
base,False,0.9,10,A1,SL,T1,0.0039644439196465766,0.06435371519253229,0.0033897445184442746,0.002803299195746891,-0.10130261305044289,-0.7118034055188819,1.2577472169706942,1.2536672442088734
base,False,0.9,10,A1,SL,T2,0.003837403191878817,0.0666127984813819,0.003320998753043774,0.0027134673864952653,0.22988456153269574,4.2916545565475035,1.2350702456427314,1.2134934386737217
base,False,0.9,10,A2,AP,T1,0.006091101966531219,0.052647613537448276,0.0075512906612961745,0.004307081040891983,-1.390007654178417,-12.449231533248364,2.375339237628905,1.9261755674569359
base,False,0.9,10,A2,AP,T2,0.005247925402933477,0.05066798267004998,0.005655567309944423,0.0037108621939327623,-0.8738194761945395,-8.295472674835521,1.8755279362705626,1.6595397263926677
base,False,0.9,10,A2,SL,T1,0.004387394378440805,0.06502457723921799,0.005098848189007763,0.0031023718286331543,-0.7993339338889563,-10.839343514042357,1.6011990606524729,1.3874159229291692
base,False,0.9,10,A2,SL,T2,0.0038909762075803986,0.06461418506708753,0.003838059296538773,0.0027513494185971007,-0.46814675930581784,-6.590569472547187,1.316478573068459,1.2304347137478178
base,False,0.9,10,A3,AP,T1,0.005240966453577042,0.049614607125975714,0.004933200530506795,0.0037059414490491077,-0.06036833595130659,0.06115264630465145,1.6584299216452152,1.657339113383858
base,False,0.9,10,A3,AP,T2,0.004938932237051084,0.04978309695792696,0.004942921908985349,0.0034923699385330143,0.45581984203257087,5.038555948827709,1.6269764901673283,1.5618275078312083
base,False,0.9,10,A3,SL,T1,0.003941489778487832,0.06473595994677121,0.00339440325899192,0.002787068085721476,0.10808980271733028,2.807103919167633,1.2510803481400397,1.2464085074294085
base,False,0.9,10,A3,SL,T2,0.0037540597290439673,0.0660545413837535,0.003402723627794711,0.0026545343640913253,0.4392769773004689,7.928972853046067,1.2657988050021038,1.1871379216093498
base,False,0.9,10,A4,AP,T1,0.00523915456107711,0.04960394393355033,0.0049387216286819685,0.0037046602411695694,-0.061842435811814575,0.05266909129655498,1.6579116652017782,1.6567661426663418
base,False,0.9,10,A4,AP,T2,0.0049369516472651045,0.04977508348676926,0.004943132671431942,0.003490969443062105,0.4543457421720628,5.029809086148313,1.6259627414801603,1.5612011903477923
base,False,0.9,10,A4,SL,T1,0.003940823666666561,0.06473439263359695,0.003393210170465108,0.0027865970711805485,0.1078378560526163,2.8055284132042546,1.25084874796387,1.2461978643762506
base,False,0.9,10,A4,SL,T2,0.0037533438090139046,0.06605360456983202,0.003400571836106936,0.0026540281296521017,0.43902503063575493,7.927359707042744,1.2654990576058434,1.1869115278175963
base,False,0.9,10,A5,AP,T1,0.006890345615521286,0.05887083452210309,0.009331896420343403,0.004872234470687354,-1.526051070412986,-13.663811429861584,2.660163653382863,2.1789186010802104
base,False,0.9,10,A5,AP,T2,0.005985067420864011,0.05719109329501792,0.0072184911033493886,0.0042321029197191235,-1.0098628924291086,-9.646060414533334,2.1452017256430764,1.8926444999599845
base,False,0.9,10,A5,SL,T1,0.00486445960049343,0.07062882726478048,0.006195913495660302,0.00343970956890775,-0.8806820291670628,-11.995416698729654,1.772533185588885,1.5382771923431975
base,False,0.9,10,A5,SL,T2,0.0043278588526030285,0.0704366952055703,0.004750426277942642,0.0030602736441003066,-0.5494948545839242,-7.87445899785309,1.4747752675093926,1.3685891365948513
base,False,0.9,10,A6,AP,T1,0.007634833225675516,0.0722900158568772,0.007228183212675153,0.005398669340517707,-0.3468588691963829,-3.144651356853471,2.439122920815942,2.4143462548664973
base,False,0.9,10,A6,AP,T2,0.007486080508567654,0.07487493263768018,0.007562968061228652,0.005293484759606594,0.16932930878749444,1.707713166155531,2.3733428980003555,2.3673065154465434
base,False,0.9,10,A6,SL,T1,0.005754944619022928,0.09301256404893558,0.005023266142905897,0.004069380712418575,-0.2089113572430217,-2.995326495375801,1.8318159275974348,1.8198732804242432
base,False,0.9,10,A6,SL,T2,0.00568512938447609,0.09706786409530126,0.00513259909260739,0.004020013639804396,0.12227581734011694,1.887191926247412,1.8019402505725393,1.7977957647695553
base,False,0.9,10,A7,AP,T1,0.005006757500519647,0.04963858771931954,0.0046985114022572464,0.0035403298820677167,0.2683529691756305,2.9716951424850557,1.6058487834617812,1.5832757393773753
base,False,0.9,10,A7,AP,T2,0.005247575500245112,0.054860277703203814,0.005625718528820568,0.003710614774131962,0.7845411471595078,8.31682973252121,1.8355332025367996,1.6594290774472027
base,False,0.9,10,A7,SL,T1,0.004022757964324678,0.06904672059727418,0.003835101416430459,0.0028445336583500206,0.28323461751136025,4.932806270232617,1.3032512535689083,1.2721077642848357
base,False,0.9,10,A7,SL,T2,0.004161087459405204,0.07533716472404907,0.004313150862717217,0.0029423478714318595,0.6144217920944989,10.401010151494884,1.4522264659596646,1.3158513914883876
base,False,0.9,13,A1,AP,T1,0.005119230223916497,0.04832433622169527,0.00479972771591448,0.003619860505134258,-0.326666146072633,-2.682416757505383,1.6514649172834028,1.6188427374349912
base,False,0.9,13,A1,AP,T2,0.004899791441435777,0.04938936496853018,0.0046974348411664354,0.0034646930781477465,0.19284946164051162,2.2212900675744596,1.5613976187555798,1.5494501014736581
base,False,0.9,13,A1,SL,T1,0.003885732533289332,0.06266175836233448,0.003342368052386414,0.0027476415624082266,-0.14503033227817955,-1.6844067512386625,1.237299652626522,1.228776518341034
base,False,0.9,13,A1,SL,T2,0.003759755601009655,0.0647779974250218,0.003243488357435848,0.0026585619739211324,0.18800903080527584,3.2687845713135064,1.2037065580258781,1.188939114476577
base,False,0.9,13,A2,AP,T1,0.006065040352460698,0.05249880083177496,0.007445751903891757,0.00428865260471164,-1.4240167084086093,-12.83469113701904,2.388777563694467,1.9179341614606218
base,False,0.9,13,A2,AP,T2,0.005223522396370478,0.0505453492784457,0.005620874917145546,0.0036936065762324215,-0.9045011006954645,-8.686143173165412,1.8832454907715774,1.651822818143156
base,False,0.9,13,A2,SL,T1,0.004408564916098483,0.06524030817814487,0.0051820797776366825,0.0031173417342219784,-0.8527833423173731,-11.9603052920466,1.6342473666598987,1.3941106347580319
base,False,0.9,13,A2,SL,T2,0.0039048905529426555,0.06480386635474879,0.003877821026754137,0.0027611883957535327,-0.5197439792339176,-7.775337480669233,1.339752058713013,1.234834816097311
base,False,0.9,13,A3,AP,T1,0.00513729212131554,0.048637962269184896,0.004832297091438671,0.0036326322591251465,-0.12065160701585209,-0.6431227148916498,1.6290203965814058,1.6245544108995158
base,False,0.9,13,A3,AP,T2,0.004851829427088295,0.04893279409468978,0.004851968603108976,0.0034307786429906752,0.3988640006972925,4.326041366946813,1.5852740550956652,1.5342831808228863
base,False,0.9,13,A3,SL,T1,0.0039088576122992555,0.0637526749783329,0.0033488265335839904,0.0027639935443517323,0.02132606403908799,0.9467370069193151,1.2362670848819644,1.2360893104153048
base,False,0.9,13,A3,SL,T2,0.0037383096573307974,0.06513666561704091,0.0033320850035718857,0.002643397325893438,0.35436542712254343,5.984142134512147,1.2341218701529924,1.182157311616889
base,False,0.9,13,A4,AP,T1,0.005136362145156078,0.04863365191094328,0.0048326366518950505,0.003631974663388462,-0.12184225232672995,-0.6492521588477366,1.6288157541156087,1.6242603266161602
base,False,0.9,13,A4,AP,T2,0.004850510485211233,0.04892971901439128,0.004848374901191284,0.0034298460055822155,0.3976733553864147,4.319684945659372,1.5845711618121587,1.533866094779597
base,False,0.9,13,A4,SL,T1,0.003907540107637533,0.06374737705693428,0.0033443238972056997,0.0027630619232130657,0.021017327568480494,0.9446701694148215,1.2358452283631727,1.2356726788594115
base,False,0.9,13,A4,SL,T2,0.003736881809908541,0.06513214283718816,0.003325683588563925,0.00264238768025042,0.35405669065193596,5.982028222297766,1.2336007222891339,1.181705786616336
base,False,0.9,13,A5,AP,T1,0.00688817988303885,0.05897538020480634,0.00920683749458602,0.00487070305890571,-1.5663520684760843,-14.134693426984748,2.6829300336585966,2.1782337363354998
base,False,0.9,13,A5,AP,T2,0.0059824309376414865,0.05731979535482855,0.007148558988794407,0.004230238635232546,-1.04683646076294,-10.133147573830023,2.1621236732591766,1.8918107707603846
base,False,0.9,13,A5,SL,T1,0.004907762001602599,0.07086817104002842,0.006325351408521245,0.0034703291434719586,-0.9430015854660694,-13.285196905225986,1.8159957848247037,1.551970613909115
base,False,0.9,13,A5,SL,T2,0.004359528673799054,0.07061205604058296,0.004857136815593427,0.0030826677013975484,-0.6099622223826139,-9.245821236419765,1.5075091817336617,1.3786040134018231
base,False,0.9,13,A6,AP,T1,0.007683176025201765,0.07246803891649968,0.007670664369167314,0.005432853032803148,-0.3580473207276548,-3.3069836620850155,2.455862014875823,2.4296335903636828
base,False,0.9,13,A6,AP,T2,0.007553977763373534,0.07516225339965153,0.008139311823980495,0.005341495608958629,0.1614682869854898,1.5591406642590373,2.394216562902396,2.388777512652483
base,False,0.9,13,A6,SL,T1,0.005809854889363462,0.09358573369600545,0.005103023607502437,0.004108208331071731,-0.23216869324377115,-3.381555188774104,1.8518396073242243,1.8372374325454108
base,False,0.9,13,A6,SL,T2,0.005731001172386339,0.09761552881952575,0.005201266014021728,0.0040524500542833625,0.10087066983968425,1.4815249911833448,1.8150976534194596,1.8123016977836113
base,False,0.9,13,A7,AP,T1,0.005002050672588774,0.04950939341429263,0.004731215679091504,0.0035370016354786434,0.23345148877357205,2.496170086143902,1.5989139033150743,1.5817873096957697
base,False,0.9,13,A7,AP,T2,0.0052563371851138485,0.05464408993120308,0.00573509497305077,0.0037168102518947313,0.7529670964867168,7.830463964208781,1.8247848858624653,1.6621997654797867
base,False,0.9,13,A7,SL,T1,0.004030542924043887,0.06890403583572965,0.0036873362554524433,0.0028500384836829327,0.2179863756077667,3.4915200007484035,1.2930697741925503,1.2745695847053722
base,False,0.9,13,A7,SL,T2,0.0041681616220670265,0.07490155163403224,0.0042204792967093984,0.0029473500848323803,0.5510257386912222,8.870392990975805,1.4286249059484235,1.3180884381433753
base,True,0.0,1,A1,AP,T1,0.00794860263272119,0.07492165567001982,0.008087908546730352,0.0056205389253192834,-0.26319087023071,-2.4192013946556177,2.527297892053727,2.513568853500979
base,True,0.0,1,A1,AP,T2,0.0076619607466668575,0.07576559882125931,0.007782429875447064,0.005417851490478454,0.16500674361560913,1.5985877800469315,2.4285248131617925,2.422924730227164
base,True,0.0,1,A1,SL,T1,0.005947208065396808,0.09521192667503467,0.005386289814074727,0.004205332178882873,-0.16959058299765747,-2.3707739397254053,1.8882939320640197,1.8806723205577534
base,True,0.0,1,A1,SL,T2,0.0057939891547049305,0.09758908327681456,0.00527336824377627,0.004096989506411914,0.10275865254948705,1.6164097692726105,1.8350904072680718,1.8322202467181274
base,True,0.0,1,A2,AP,T1,0.00636964061056555,0.05775875759547346,0.006508955247590739,0.00450403858970137,-1.2444220403772068,-11.516025992099802,2.3676523801081206,2.0142572206092715
base,True,0.0,1,A2,AP,T2,0.006363064388719058,0.06077208264800305,0.0064893571346333586,0.004499388475388499,-0.8162244265308876,-7.697178063901718,2.1714144393403405,2.0121776366659243
base,True,0.0,1,A2,SL,T1,0.004727231049579109,0.0727869919168215,0.004646672039700164,0.0033426738448039967,-0.7963706692976739,-11.473410644910157,1.6937695344452002,1.494881714253834
base,True,0.0,1,A2,SL,T2,0.00471538545558951,0.07644609955406924,0.004528646968642569,0.0033342977030859544,-0.5240214337505293,-7.685722576569634,1.5805259338740616,1.4911358085293602
base,True,0.0,1,A3,AP,T1,0.00777891968145784,0.07147430527306786,0.010614997834945732,0.0055005543599048945,0.8739284050170615,8.70145026294308,2.6105266684256394,2.4599103928918256
base,True,0.0,1,A3,AP,T2,0.0077701557746321205,0.07418004727622586,0.010895244869125414,0.005494357310973419,1.3021260188633805,13.33396239254985,2.7808279108720706,2.4571390022147486
base,True,0.0,1,A3,SL,T1,0.00561126721130595,0.08767690039073131,0.007510789775642274,0.003967784935138438,0.7196981790550836,11.99669827942846,1.9148279176686378,1.7744384947548126
base,True,0.0,1,A3,SL,T2,0.005614959740291254,0.09145711785443514,0.00764623173852144,0.003970395960478834,0.9920474146022281,16.7421150775026,2.0339380112371277,1.775606174946788
base,True,0.0,1,A4,AP,T1,0.007544439964074347,0.06992871349758406,0.009942341200655569,0.005334751332675113,0.659276008904587,6.858434993771423,2.4751657266726617,2.385761395687384
base,True,0.0,1,A4,AP,T2,0.007464076663701211,0.0721206878562088,0.010094590643209634,0.005277925613893432,1.0874736227509059,11.387789306049099,2.59880495841828,2.360348288740647
base,True,0.0,1,A4,SL,T1,0.005452722301630728,0.08665383789646283,0.005773940659987016,0.0038556761938393727,0.6104705643090728,10.591267722697241,1.8291699285679968,1.724302192154876
base,True,0.0,1,A4,SL,T2,0.005421084047393444,0.09015103904718734,0.0058917075606330655,0.003833304457864326,0.8828197998562173,15.26189336611228,1.9282522230653052,1.714297297696747
base,True,0.0,1,A5,AP,T1,0.0068700902827368016,0.06250371484236213,0.007092116263701046,0.0048579117159063025,-1.2322125928027179,-11.414358532050228,2.49762181384944,2.1725133024438454
base,True,0.0,1,A5,AP,T2,0.006908150626126213,0.06582763319684487,0.007281907210076697,0.004884824577375888,-0.8040149789563988,-7.57497334220219,2.3277987179234345,2.1845490398077128
base,True,0.0,1,A5,SL,T1,0.005072919945745942,0.07832526020408187,0.005043893695005695,0.0035871140296684363,-0.7915140013814607,-11.413248345152471,1.7888321210948825,1.604198141625498
base,True,0.0,1,A5,SL,T2,0.0050812710906151136,0.08225258493561752,0.004998239065783154,0.003593019210362076,-0.5191647658343163,-7.609793772140076,1.6886200947519234,1.6068390055111592
base,True,0.0,1,A6,AP,T1,0.00794860263272119,0.07492165567001982,0.008087908546730352,0.0056205389253192834,-0.26319087023071,-2.4192013946556177,2.527297892053727,2.513568853500979
base,True,0.0,1,A6,AP,T2,0.0076619607466668575,0.07576559882125931,0.007782429875447064,0.005417851490478454,0.16500674361560913,1.5985877800469315,2.4285248131617925,2.422924730227164
base,True,0.0,1,A6,SL,T1,0.005947208065396808,0.09521192667503467,0.005386289814074727,0.004205332178882873,-0.16959058299765747,-2.3707739397254053,1.8882939320640197,1.8806723205577534
base,True,0.0,1,A6,SL,T2,0.0057939891547049305,0.09758908327681456,0.00527336824377627,0.004096989506411914,0.10275865254948705,1.6164097692726105,1.8350904072680718,1.8322202467181274
base,True,0.0,1,A7,AP,T1,0.006225548673471982,0.06067721398343642,0.005897476808434694,0.004402149694422454,0.17525687393369327,1.615089226320733,1.9764670103448732,1.968691349241134
base,True,0.0,1,A7,AP,T2,0.006616889171661536,0.06592731809514722,0.007032342914605376,0.004678870598053186,0.6034544877800123,6.120730482702266,2.1777134261891984,2.092444080735533
base,True,0.0,1,A7,SL,T1,0.0049100357260114915,0.08163936846438136,0.0044823603494698475,0.0034719369174589262,0.11048184857648571,1.610772633447134,1.5566075977859568,1.5526896286994771
base,True,0.0,1,A7,SL,T2,0.005119575575862224,0.08731105347084547,0.004995005711325242,0.0036201047070579897,0.38283108412363026,6.075946553848673,1.6635921485188907,1.6189519473092777
base,True,0.0,3,A1,AP,T1,0.006405074524897683,0.060148104605223796,0.00652848266161394,0.004529094276088351,-0.19539437432523213,-1.5142184121605955,2.034855253694377,2.025462408179754
base,True,0.0,3,A1,AP,T2,0.006034201164647279,0.05987077040874816,0.006020264724223154,0.004266845896848674,0.23048133792610664,2.521671537650277,1.92204152012686,1.9081819539926108
