p_beat_cv,p_view_over,ai,ref,m,apparent,true,diff,mcse_diff
0.25,False,independent,adj_tol2,icc,0.8115595293597447,0.9089637467388534,-0.0974042173791087,0.0004938471111454388
0.25,False,independent,adj_tol2,loa_width,11.694928996624668,7.827814964721752,3.867114031902918,0.023850117727096727
0.25,False,independent,adj_tol2,mae,2.3973185620173565,1.5949055645554493,0.802412997461907,0.003445612392273324
0.25,False,independent,adj_tol3,icc,0.8141673202103031,0.9089637467388534,-0.09479642652855011,0.0004861462957833075
0.25,False,independent,adj_tol3,loa_width,11.588003987773767,7.827814964721752,3.760189023052014,0.023612582874599886
0.25,False,independent,adj_tol3,mae,2.375021965678012,1.5949055645554493,0.7801164011225624,0.003401484656675296
0.25,False,independent,mean2,icc,0.8195141040961712,0.9089637467388534,-0.08944964264268222,0.00046922144692030054
0.25,False,independent,mean2,loa_width,11.357142216442792,7.827814964721752,3.52932725172104,0.02292100845097555
0.25,False,independent,mean2,mae,2.336435042096655,1.5949055645554493,0.7415294775412058,0.0033153437087064335
0.25,False,independent,single,icc,0.8030934274807501,0.9089637467388534,-0.10587031925810333,0.0005196222465858707
0.25,False,independent,single,loa_width,12.029870066724532,7.827814964721752,4.20205510200278,0.024061855727928044
0.25,False,independent,single,mae,2.4684796304026317,1.5949055645554493,0.8735740658471823,0.003542039358713702
0.25,False,inherited,adj_tol1,icc,0.8199142229946614,0.8996182265989194,-0.07970400360425799,0.00044740523012250905
0.25,False,inherited,adj_tol1,loa_width,11.83569278468439,7.838629353167499,3.9970634315168923,0.023904410427303638
0.25,False,inherited,adj_tol1,mae,2.374216240901483,1.7060853952947859,0.6681308456066969,0.0030943115929194603
0.25,False,inherited,adj_tol2,icc,0.8237476320139631,0.8996182265989194,-0.07587059458495636,0.00043409929715741247
0.25,False,inherited,adj_tol2,loa_width,11.6822047354138,7.838629353167499,3.843575382246301,0.023755165745180794
0.25,False,inherited,adj_tol2,mae,2.340804819927868,1.7060853952947859,0.6347194246330823,0.0030128979446556988
0.25,False,inherited,adj_tol3,icc,0.8263248424056073,0.8996182265989194,-0.0732933841933121,0.0004286703873208423
0.25,False,inherited,adj_tol3,loa_width,11.575508088681305,7.838629353167499,3.736878735513806,0.023514850599507447
0.25,False,inherited,adj_tol3,mae,2.3183148169454992,1.7060853952947859,0.6122294216507133,0.0029787053172347457
0.25,False,inherited,mean2,icc,0.8315967693392229,0.8996182265989194,-0.06802145725969655,0.00040956841639686314
0.25,False,inherited,mean2,loa_width,11.345778777033932,7.838629353167499,3.507149423866431,0.02283121575395114
0.25,False,inherited,mean2,mae,2.2775468732471884,1.7060853952947859,0.5714614779524024,0.0028688409593380427
0.25,False,inherited,single,icc,0.8150519570105719,0.8996182265989194,-0.08456626958834756,0.0004713102076133926
0.25,False,inherited,single,loa_width,12.019252081400722,7.838629353167499,4.180622728233224,0.02398721387238004
0.25,False,inherited,single,mae,2.4142007621450783,1.7060853952947859,0.7081153668502925,0.0031876483849941103
0.25,True,independent,adj_tol1,icc,0.7987940966554076,0.9082548418588375,-0.10946074520343005,0.0005364592017280549
0.25,True,independent,adj_tol1,loa_width,12.114054633915865,7.845098535742892,4.268956098172972,0.024591455650000225
0.25,True,independent,adj_tol1,mae,2.4842552324094997,1.598476346272499,0.8857788861370014,0.0036682779575118755
0.25,True,independent,adj_tol2,icc,0.8024515352735746,0.9082548418588375,-0.10580330658526296,0.0005298956871718712
0.25,True,independent,adj_tol2,loa_width,11.96107689210958,7.845098535742892,4.115978356366687,0.024481615408927064
0.25,True,independent,adj_tol2,mae,2.451815254764805,1.598476346272499,0.853338908492306,0.0036205817717087246
0.25,True,independent,adj_tol3,icc,0.8051890353820379,0.9082548418588375,-0.10306580647679965,0.0005156931425976754
0.25,True,independent,adj_tol3,loa_width,11.851724257490346,7.845098535742892,4.006625721747454,0.024118978526064185
0.25,True,independent,adj_tol3,mae,2.428661314697856,1.598476346272499,0.8301849684253573,0.003542043516747038
0.25,True,independent,mean2,icc,0.8112485601863336,0.9082548418588375,-0.0970062816725038,0.0004991151979808568
0.25,True,independent,mean2,loa_width,11.59958794882716,7.845098535742892,3.7544894130842668,0.023698316542588405
0.25,True,independent,mean2,mae,2.3886736908948696,1.598476346272499,0.7901973446223709,0.003518663264883021
0.25,True,independent,single,icc,0.7936395906328639,0.9082548418588375,-0.11461525122597355,0.0005338061616203631
0.25,True,independent,single,loa_width,12.323487637336498,7.845098535742892,4.478389101593607,0.024676948738146336
0.25,True,independent,single,mae,2.5253388758628246,1.598476346272499,0.9268625295903256,0.0037032441972404935
0.25,True,inherited,adj_tol1,icc,0.8128256494983939,0.8964833091893276,-0.08365765969093383,0.00047750152398080543
0.25,True,inherited,adj_tol1,loa_width,12.102844763553787,7.854854099455384,4.2479906640984035,0.024479733340352382
0.25,True,inherited,adj_tol1,mae,2.4130858293674033,1.7311083326176462,0.681977496749757,0.003229759712379554
0.25,True,inherited,adj_tol2,icc,0.8165130240368682,0.8964833091893276,-0.07997028515245952,0.0004657462138689422
0.25,True,inherited,adj_tol2,loa_width,11.949941272342121,7.854854099455384,4.095087172886738,0.02436343430570006
0.25,True,inherited,adj_tol2,mae,2.3799085980727828,1.7311083326176462,0.6488002654551367,0.003179481720939272
0.25,True,inherited,adj_tol3,icc,0.8192166559522404,0.8964833091893276,-0.07726665323708741,0.000451962331300437
0.25,True,inherited,adj_tol3,loa_width,11.840707612917829,7.854854099455384,3.9858535134624447,0.023997220305118777
0.25,True,inherited,adj_tol3,mae,2.356648334050633,1.7311083326176462,0.625540001432987,0.0030848543495872786
0.25,True,inherited,mean2,icc,0.825441162574648,0.8964833091893276,-0.07104214661467986,0.0004332574132992102
0.25,True,inherited,mean2,loa_width,11.588210968919205,7.854854099455384,3.7333568694638206,0.023568944407740676
0.25,True,inherited,mean2,mae,2.3131724164803456,1.7311083326176462,0.5820640838626994,0.003025607729981298
0.25,True,inherited,single,icc,0.8075691848259624,0.8964833091893276,-0.08891412436336525,0.0004750903259207133
0.25,True,inherited,single,loa_width,12.31309178839572,7.854854099455384,4.458237688940335,0.024547909228042633
0.25,True,inherited,single,mae,2.45568167927498,1.7311083326176462,0.7245733466573341,0.003292416558301537
0.3,False,independent,adj_tol1,icc,0.7816485222152219,0.9087384586894152,-0.1270899364741933,0.0005799850477834611
0.3,False,independent,adj_tol1,loa_width,12.84143776898263,7.845630020972759,4.995807748009871,0.025632128386048184
0.3,False,independent,adj_tol1,mae,2.632326359812639,1.598797447771265,1.033528912041374,0.003870832789951302
0.3,False,independent,adj_tol2,icc,0.7853905530164481,0.9087384586894152,-0.12334790567296716,0.000574556647494185
0.3,False,independent,adj_tol2,loa_width,12.690174114921172,7.845630020972759,4.844544093948414,0.025524268736629517
0.3,False,independent,adj_tol2,mae,2.6000845168386415,1.598797447771265,1.0012870690673765,0.0038641255888483632
0.3,False,independent,adj_tol3,icc,0.7880856902855234,0.9087384586894152,-0.12065276840389183,0.0005661878771350223
0.3,False,independent,adj_tol3,loa_width,12.57803272833435,7.845630020972759,4.732402707361594,0.025427977657586174
0.3,False,independent,adj_tol3,mae,2.576246267529685,1.598797447771265,0.9774488197584194,0.0038390089907519094
0.3,False,independent,mean2,icc,0.7961582308969797,0.9087384586894152,-0.11258022779243551,0.0005453226355163693
0.3,False,independent,mean2,loa_width,12.218638618671166,7.845630020972759,4.373008597698408,0.024609618886986026
0.3,False,independent,mean2,mae,2.5194454197452005,1.598797447771265,0.9206479719739354,0.0037695900836104716
0.3,False,independent,single,icc,0.7771191860888919,0.9087384586894152,-0.13161927260052328,0.0005811485237374299
0.3,False,independent,single,loa_width,13.01289185097676,7.845630020972759,5.167261830004003,0.02572568658242739
0.3,False,independent,single,mae,2.6693651139919896,1.598797447771265,1.0705676662207249,0.003948799700152573
0.3,False,inherited,adj_tol1,icc,0.8077989369747103,0.8924084340479784,-0.08460949707326823,0.0004963693220514305
0.3,False,inherited,adj_tol1,loa_width,12.803902842191334,7.946739721865935,4.857163120325399,0.025143935707919347
0.3,False,inherited,adj_tol1,mae,2.540863867003428,1.8212634267607715,0.7196004402426566,0.0033924857589766972
0.3,False,inherited,adj_tol2,icc,0.811576222414155,0.8924084340479784,-0.08083221163382351,0.0004897388368593088
0.3,False,inherited,adj_tol2,loa_width,12.650407614604214,7.946739721865935,4.70366789273828,0.02501799238154381
0.3,False,inherited,adj_tol2,mae,2.508651478910132,1.8212634267607715,0.6873880521493606,0.0033554581785919537
0.3,False,inherited,adj_tol3,icc,0.8141549942281251,0.8924084340479784,-0.07825343981985335,0.00048377187194645485
0.3,False,inherited,adj_tol3,loa_width,12.539011280058652,7.946739721865935,4.592271558192717,0.024905587795632796
0.3,False,inherited,adj_tol3,mae,2.4848139089939254,1.8212634267607715,0.663550482233154,0.0033204848896385016
0.3,False,inherited,mean2,icc,0.8218605505192941,0.8924084340479784,-0.0705478835286845,0.0004578546628618296
0.3,False,inherited,mean2,loa_width,12.187126415908775,7.946739721865935,4.24038669404284,0.024138449378626237
0.3,False,inherited,mean2,mae,2.423782873353946,1.8212634267607715,0.6025194465931755,0.0032047755431799402
0.3,False,inherited,single,icc,0.8030506590278471,0.8924084340479784,-0.08935777502013122,0.000507450332654222
0.3,False,inherited,single,loa_width,12.98144300899926,7.946739721865935,5.034703287133324,0.025239347544089165
0.3,False,inherited,single,mae,2.5816164044642136,1.8212634267607715,0.760352977703442,0.003493252105007431
0.3,True,independent,adj_tol1,icc,0.7728397528128812,0.9084821393227372,-0.13564238650985613,0.0006208511113590098
0.3,True,independent,adj_tol1,loa_width,13.070546841891797,7.833078351019228,5.237468490872569,0.027678231952736068
0.3,True,independent,adj_tol1,mae,2.681648767362457,1.5971381106288685,1.0845106567335887,0.004287927754174841
0.3,True,independent,adj_tol2,icc,0.7767628872499887,0.9084821393227372,-0.13171925207274862,0.0006120661304019076
0.3,True,independent,adj_tol2,loa_width,12.906510886976438,7.833078351019228,5.073432535957208,0.027465837274169746
0.3,True,independent,adj_tol2,mae,2.6465999275457195,1.5971381106288685,1.0494618169168506,0.004195734462527114
0.3,True,independent,adj_tol3,icc,0.7797783360518175,0.9084821393227372,-0.12870380327091993,0.000602854649602331
0.3,True,independent,adj_tol3,loa_width,12.779554887581767,7.833078351019228,4.946476536562537,0.02725481394941573
0.3,True,independent,adj_tol3,mae,2.6210889032668585,1.5971381106288685,1.0239507926379896,0.004141740743619404
0.3,True,independent,mean2,icc,0.7884336322251466,0.9084821393227372,-0.12004850709759066,0.0005774429539236589
0.3,True,independent,mean2,loa_width,12.406131707577702,7.833078351019228,4.573053356558472,0.02616504494348635
0.3,True,independent,mean2,mae,2.5648826362119705,1.5971381106288685,0.9677445255831023,0.00403386771771111
0.3,True,independent,single,icc,0.7680363476190746,0.9084821393227372,-0.14044579170366278,0.000623556248544077
0.3,True,independent,single,loa_width,13.259269481089657,7.833078351019228,5.426191130070428,0.02759494325794391
0.3,True,independent,single,mae,2.7238500377263484,1.5971381106288685,1.12671192709748,0.004271693098146626
0.3,True,inherited,adj_tol1,icc,0.7977357374676957,0.8884363638094603,-0.09070062634176464,0.0005328623599287121
0.3,True,inherited,adj_tol1,loa_width,13.03374424915145,7.881972384453248,5.151771864698205,0.02725507966892165
0.3,True,inherited,adj_tol1,mae,2.5769475979334433,1.8369317429205052,0.7400158550129379,0.003623342818184472
0.3,True,inherited,adj_tol2,icc,0.8016479655180004,0.8884363638094603,-0.0867883982914599,0.0005217996505284342
0.3,True,inherited,adj_tol2,loa_width,12.869799848025988,7.881972384453248,4.98782746357274,0.02704060513872599
0.3,True,inherited,adj_tol2,mae,2.541489744095221,1.8369317429205052,0.7045580011747158,0.003546484485158987
0.3,True,inherited,adj_tol3,icc,0.8046837655063203,0.8884363638094603,-0.08375259830314011,0.000509104170743681
0.3,True,inherited,adj_tol3,loa_width,12.743212664315251,7.881972384453248,4.861240279862003,0.026808897915571825
0.3,True,inherited,adj_tol3,mae,2.5149364631358524,1.8369317429205052,0.6780047202153472,0.0034787290284745824
0.3,True,inherited,mean2,icc,0.8137093721644949,0.8884363638094603,-0.07472699164496538,0.00047928210663146975
0.3,True,inherited,mean2,loa_width,12.369608187882815,7.881972384453248,4.487635803429566,0.025745981830362835
0.3,True,inherited,mean2,mae,2.4498054164075276,1.8369317429205052,0.6128736734870222,0.003326985381247339
0.3,True,inherited,single,icc,0.7930857319849779,0.8884363638094603,-0.0953506318244824,0.0005356154494743572
0.3,True,inherited,single,loa_width,13.224103623973257,7.881972384453248,5.34213123952001,0.027165303481555995
0.3,True,inherited,single,mae,2.6188114801593154,1.8369317429205052,0.7818797372388101,0.0037020012084953073
