cell,p_beat_cv,p_sigma_rb_mm,p_ai_draft_sigma_mm,design,n_double,overlap_frac,mcse_ba_bias_empirical_sd,mcse_ba_bias_mean,mcse_icc_ci_width_mean,mcse_icc_empirical_sd,mcse_icc_mean,mcse_loa_ci_width_each_mean,mcse_loa_hi_empirical_sd,mcse_loa_hi_mean,mcse_loa_lo_empirical_sd,mcse_loa_lo_mean,mcse_loa_width_mean,ba_bias_empirical_sd,ba_bias_mean,icc_ci_width_mean,icc_empirical_sd,icc_mean,loa_ci_width_each_mean,loa_hi_empirical_sd,loa_hi_mean,loa_lo_empirical_sd,loa_lo_mean,loa_width_mean,icc_emp95_range,loa_hi_emp95_range
4,0.05,0.75,2.0,gold,100,,0.01634702117604619,0.02311239878417805,0.00782222589363658,0.0005213720026214123,0.0007371470012621677,0.0019329960119368347,0.01686531342569646,0.023845191446012912,0.01674540158599648,0.023675652896558323,0.011023950295385707,1.0336178960901123,0.07105936134659069,0.30871244887291094,0.03296621608464661,0.9547974337038834,0.630806208665363,1.0663893801956277,1.8698153462024207,1.0588073857678841,-1.727696623509239,3.5975119697116598,0.12922519348425662,4.180169590331486
4,0.05,0.75,2.0,gold,200,,0.016294469743393946,0.023038098417459348,0.007728467845716665,0.0005011430570429881,0.0007085461049791755,0.0010961312360164314,0.016664035450607007,0.023560612575242498,0.016526411270876798,0.023366031257336644,0.008895608383289136,1.0302950826753887,0.07086381574067223,0.2993807378692466,0.031687145118522775,0.9554842694587198,0.4474017137932678,1.0536626261955722,1.88629900504389,1.0449606851157924,-1.7445713735625457,3.6308703786064354,0.12421132739016075,4.1302816309775565
4,0.05,0.75,2.0,overlap,50,0.1,0.0163985998035458,0.023185323740637906,0.007891448758076272,0.0005828500374828779,0.0008240683334659757,0.003743546178861313,0.017344364672185097,0.02452250282449985,0.01710484477195423,0.02418385522679598,0.014905940057027911,1.0368791992881212,0.07440410895283066,0.32338839438396194,0.03685345623469773,0.9529382774597759,0.8961799860341982,1.0966796658802451,1.8585954230021662,1.081534884902588,-1.709787205096505,3.5683826280986715,0.1444628949911662,4.298905329314618
4,0.05,0.75,2.0,overlap,100,0.2,0.01634702117604619,0.02311239878417805,0.00782222589363658,0.0005213720026214123,0.0007371470012621677,0.0019329960119368347,0.01686531342569646,0.023845191446012912,0.01674540158599648,0.023675652896558323,0.011023950295385707,1.0336178960901123,0.07105936134659069,0.30871244887291094,0.03296621608464661,0.9547974337038834,0.630806208665363,1.0663893801956277,1.8698153462024207,1.0588073857678841,-1.727696623509239,3.5975119697116598,0.12922519348425662,4.180169590331486
4,0.05,0.75,2.0,overlap,150,0.3,0.016350464020608146,0.023117266484269147,0.007753652040215688,0.0005104888493274874,0.0007217597465293534,0.0014215780901876212,0.016731174741837624,0.02365553813117699,0.016721509028093905,0.023641872165483746,0.009970615262381391,1.0338355862560678,0.07037034566759624,0.30192069537219124,0.03227807713325304,0.9553744160075912,0.5163409250601435,1.0579078261130017,1.8811174103319523,1.0572966655476363,-1.7403767189967598,3.6214941293287124,0.12652773834079833,4.146922508999487
4,0.05,0.75,2.0,overlap,250,0.5,0.016272939292045683,0.023007657374274456,0.007715969177541927,0.000496294584063495,0.000701691043143166,0.0008767364087137582,0.016594523020609445,0.02346233173341456,0.016434902702464393,0.02323665095602426,0.007964717486123877,1.0289337178380402,0.07050389605972228,0.29610032877071457,0.031380577433417135,0.9557307282039602,0.40065194539119403,1.0492673733313087,1.8903664702559726,1.0391746221421145,-1.749358678136528,3.6397251483925,0.12300960413741997,4.11305255620785
5,0.05,0.75,3.0,gold,25,,0.01638626272870332,0.023167880844435666,0.007965109114740894,0.0006718100333641747,0.0009498453101092926,0.0067547699719219725,0.017515928041387963,0.024765069403638082,0.017775851881647715,0.02513256531527251,0.018517726439793426,1.0360991292554675,-0.05632469167415023,0.34966283217319927,0.04247837363027493,0.9500046946976829,1.28779387822427,1.1075275730806986,1.7088734458586037,1.1239624898780554,-1.821522829206904,3.530396275065508,0.16651216618777634,4.341428344491077
5,0.05,0.75,3.0,gold,50,,0.016235129508369,0.02295419963485711,0.007832567509800393,0.0005662931517612665,0.0008006592156027967,0.0035683934615472475,0.016949089689830714,0.02396363935187094,0.017040627709954067,0.024093061293778327,0.014208522212992352,1.026543015052827,-0.04996298432080128,0.31872481391863794,0.03580656865799028,0.9536507769149807,0.9009773763447079,1.0716865315814486,1.7437793822576064,1.0774744567791474,-1.843705350899209,3.587484733156815,0.14035917106637852,4.2009340423690045
5,0.05,0.75,3.0,gold,100,,0.016181605480161246,0.022878524154220554,0.007785251960437548,0.0005166542328117682,0.000730476735405277,0.001825138198912721,0.01655419598544511,0.02340531495289755,0.016635708829396186,0.023520562699575108,0.010408833056444558,1.0231587046741608,-0.04695167278630629,0.30308823274632757,0.032667912726966536,0.9553162824530953,0.6329835877485978,1.0467175053894242,1.75801315022531,1.051871541305918,-1.8519164957979226,3.609929646023233,0.12805586579999248,4.103057257466155
5,0.05,0.75,3.0,gold,200,,0.016153553939739627,0.022838863204268093,0.007746806868098585,0.000483985693201971,0.0006842879951432442,0.0010055216617924085,0.01639442299285673,0.023179418315224177,0.016424169213118192,0.023221475305155302,0.008160270075621937,1.0213850130712425,-0.04732954831472167,0.2960369683041403,0.0306022894665468,0.9561592667934461,0.44755992607305367,1.0366151006348983,1.7687476236435642,1.0384959464031986,-1.8634067202730074,3.6321543439165715,0.11995877134402186,4.063456558201556
