rhythm_state,p_beat_cv,axis,estimand,W,p_N_beats,rmse_win,smallest_nowin_N_as_good
AF_rr0.1,0.15,SL,Tv,0.25,1,1.72594,3
AF_rr0.1,0.15,SL,Tv,0.25,3,1.25318,3
AF_rr0.1,0.15,SL,Tv,0.25,5,1.10245,5
AF_rr0.1,0.15,SL,Tv,0.25,7,1.02632,7
AF_rr0.1,0.15,SL,Tv,0.25,10,0.959758,7
AF_rr0.1,0.15,SL,Tv,0.25,13,0.919672,10
AF_rr0.1,0.2,AP,T1,0.1,1,3.0452,1
AF_rr0.1,0.2,AP,T1,0.1,3,2.32429,3
AF_rr0.1,0.2,AP,T1,0.1,5,2.13415,5
AF_rr0.1,0.2,AP,T1,0.1,7,2.03138,5
AF_rr0.1,0.2,AP,T1,0.1,10,1.9191,7
AF_rr0.1,0.2,AP,T1,0.1,13,1.72358,13
AF_rr0.1,0.2,AP,T1,0.15,1,3.05887,1
AF_rr0.1,0.2,AP,T1,0.15,3,2.33089,3
AF_rr0.1,0.2,AP,T1,0.15,5,2.12848,5
AF_rr0.1,0.2,AP,T1,0.15,7,2.01775,5
AF_rr0.1,0.2,AP,T1,0.15,10,1.9149,7
AF_rr0.1,0.2,AP,T1,0.15,13,1.83734,7
AF_rr0.1,0.2,AP,T1,0.2,1,3.05176,1
AF_rr0.1,0.2,AP,T1,0.2,3,2.32644,3
AF_rr0.1,0.2,AP,T1,0.2,5,2.09289,5
AF_rr0.1,0.2,AP,T1,0.2,7,1.97772,5
AF_rr0.1,0.2,AP,T1,0.2,10,1.88369,7
AF_rr0.1,0.2,AP,T1,0.2,13,1.81671,10
AF_rr0.1,0.2,AP,T1,0.25,1,3.03453,3
AF_rr0.1,0.2,AP,T1,0.25,3,2.29707,3
AF_rr0.1,0.2,AP,T1,0.25,5,2.05559,5
AF_rr0.1,0.2,AP,T1,0.25,7,1.93622,5
AF_rr0.1,0.2,AP,T1,0.25,10,1.85135,7
AF_rr0.1,0.2,AP,T1,0.25,13,1.78388,10
AF_rr0.1,0.2,AP,T2,0.1,1,2.98356,1
AF_rr0.1,0.2,AP,T2,0.1,3,2.24098,3
AF_rr0.1,0.2,AP,T2,0.1,5,2.03662,5
AF_rr0.1,0.2,AP,T2,0.1,7,1.93092,5
AF_rr0.1,0.2,AP,T2,0.1,10,1.81219,7
AF_rr0.1,0.2,AP,T2,0.1,13,1.59572,13
AF_rr0.1,0.2,AP,T2,0.15,1,2.99943,1
AF_rr0.1,0.2,AP,T2,0.15,3,2.24727,3
AF_rr0.1,0.2,AP,T2,0.15,5,2.03587,5
AF_rr0.1,0.2,AP,T2,0.15,7,1.9146,5
AF_rr0.1,0.2,AP,T2,0.15,10,1.80742,7
AF_rr0.1,0.2,AP,T2,0.15,13,1.71811,10
AF_rr0.1,0.2,AP,T2,0.2,1,2.98433,1
AF_rr0.1,0.2,AP,T2,0.2,3,2.23985,3
AF_rr0.1,0.2,AP,T2,0.2,5,1.99651,5
AF_rr0.1,0.2,AP,T2,0.2,7,1.87947,5
AF_rr0.1,0.2,AP,T2,0.2,10,1.75985,7
AF_rr0.1,0.2,AP,T2,0.2,13,1.68648,10
AF_rr0.1,0.2,AP,T2,0.25,1,2.96971,3
AF_rr0.1,0.2,AP,T2,0.25,3,2.20496,3
AF_rr0.1,0.2,AP,T2,0.25,5,1.94896,5
AF_rr0.1,0.2,AP,T2,0.25,7,1.82243,7
AF_rr0.1,0.2,AP,T2,0.25,10,1.72359,10
AF_rr0.1,0.2,AP,T2,0.25,13,1.64693,13
AF_rr0.1,0.2,AP,Tv,0.1,1,2.73927,1
AF_rr0.1,0.2,AP,Tv,0.1,3,1.916,3
AF_rr0.1,0.2,AP,Tv,0.1,5,1.68085,5
AF_rr0.1,0.2,AP,Tv,0.1,7,1.54796,5
AF_rr0.1,0.2,AP,Tv,0.1,10,1.39727,7
AF_rr0.1,0.2,AP,Tv,0.1,13,1.10174,13
AF_rr0.1,0.2,AP,Tv,0.15,1,2.75354,1
AF_rr0.1,0.2,AP,Tv,0.15,3,1.93159,3
AF_rr0.1,0.2,AP,Tv,0.15,5,1.67094,5
AF_rr0.1,0.2,AP,Tv,0.15,7,1.53022,5
AF_rr0.1,0.2,AP,Tv,0.15,10,1.39427,7
AF_rr0.1,0.2,AP,Tv,0.15,13,1.28194,7
AF_rr0.1,0.2,AP,Tv,0.2,1,2.73625,1
AF_rr0.1,0.2,AP,Tv,0.2,3,1.91146,3
AF_rr0.1,0.2,AP,Tv,0.2,5,1.63275,5
AF_rr0.1,0.2,AP,Tv,0.2,7,1.48293,5
AF_rr0.1,0.2,AP,Tv,0.2,10,1.3422,7
AF_rr0.1,0.2,AP,Tv,0.2,13,1.24387,10
AF_rr0.1,0.2,AP,Tv,0.25,1,2.73201,1
AF_rr0.1,0.2,AP,Tv,0.25,3,1.87234,3
AF_rr0.1,0.2,AP,Tv,0.25,5,1.5742,5
AF_rr0.1,0.2,AP,Tv,0.25,7,1.42535,5
AF_rr0.1,0.2,AP,Tv,0.25,10,1.28337,7
AF_rr0.1,0.2,AP,Tv,0.25,13,1.18921,10
AF_rr0.1,0.2,SL,T1,0.1,1,2.19275,3
AF_rr0.1,0.2,SL,T1,0.1,3,1.68155,3
AF_rr0.1,0.2,SL,T1,0.1,5,1.53068,5
AF_rr0.1,0.2,SL,T1,0.1,7,1.46834,5
AF_rr0.1,0.2,SL,T1,0.1,10,1.38365,7
AF_rr0.1,0.2,SL,T1,0.1,13,1.26274,
AF_rr0.1,0.2,SL,T1,0.15,1,2.18155,3
AF_rr0.1,0.2,SL,T1,0.15,3,1.67864,3
AF_rr0.1,0.2,SL,T1,0.15,5,1.53199,5
AF_rr0.1,0.2,SL,T1,0.15,7,1.46436,5
AF_rr0.1,0.2,SL,T1,0.15,10,1.39122,7
AF_rr0.1,0.2,SL,T1,0.15,13,1.34178,10
AF_rr0.1,0.2,SL,T1,0.2,1,2.17256,3
AF_rr0.1,0.2,SL,T1,0.2,3,1.66164,3
AF_rr0.1,0.2,SL,T1,0.2,5,1.51389,5
AF_rr0.1,0.2,SL,T1,0.2,7,1.44245,5
AF_rr0.1,0.2,SL,T1,0.2,10,1.36694,7
AF_rr0.1,0.2,SL,T1,0.2,13,1.3247,10
AF_rr0.1,0.2,SL,T1,0.25,1,2.18179,3
AF_rr0.1,0.2,SL,T1,0.25,3,1.65247,3
AF_rr0.1,0.2,SL,T1,0.25,5,1.4919,5
AF_rr0.1,0.2,SL,T1,0.25,7,1.40672,7
AF_rr0.1,0.2,SL,T1,0.25,10,1.35116,7
AF_rr0.1,0.2,SL,T1,0.25,13,1.30572,10
AF_rr0.1,0.2,SL,T2,0.1,1,2.15394,3
AF_rr0.1,0.2,SL,T2,0.1,3,1.64656,3
AF_rr0.1,0.2,SL,T2,0.1,5,1.49261,5
AF_rr0.1,0.2,SL,T2,0.1,7,1.42776,5
AF_rr0.1,0.2,SL,T2,0.1,10,1.3372,7
AF_rr0.1,0.2,SL,T2,0.1,13,1.19135,
AF_rr0.1,0.2,SL,T2,0.15,1,2.14628,3
AF_rr0.1,0.2,SL,T2,0.15,3,1.6458,3
AF_rr0.1,0.2,SL,T2,0.15,5,1.49303,5
AF_rr0.1,0.2,SL,T2,0.15,7,1.41969,5
AF_rr0.1,0.2,SL,T2,0.15,10,1.35008,7
AF_rr0.1,0.2,SL,T2,0.15,13,1.285,7
AF_rr0.1,0.2,SL,T2,0.2,1,2.13425,3
AF_rr0.1,0.2,SL,T2,0.2,3,1.62931,3
AF_rr0.1,0.2,SL,T2,0.2,5,1.47628,5
AF_rr0.1,0.2,SL,T2,0.2,7,1.39596,5
AF_rr0.1,0.2,SL,T2,0.2,10,1.31662,7
AF_rr0.1,0.2,SL,T2,0.2,13,1.27705,10
AF_rr0.1,0.2,SL,T2,0.25,1,2.14486,3
AF_rr0.1,0.2,SL,T2,0.25,3,1.61233,3
AF_rr0.1,0.2,SL,T2,0.25,5,1.4484,5
AF_rr0.1,0.2,SL,T2,0.25,7,1.35702,7
AF_rr0.1,0.2,SL,T2,0.25,10,1.29658,7
AF_rr0.1,0.2,SL,T2,0.25,13,1.24796,10
AF_rr0.1,0.2,SL,Tv,0.1,1,2.01075,3
AF_rr0.1,0.2,SL,Tv,0.1,3,1.46097,3
AF_rr0.1,0.2,SL,Tv,0.1,5,1.29605,5
AF_rr0.1,0.2,SL,Tv,0.1,7,1.22342,5
AF_rr0.1,0.2,SL,Tv,0.1,10,1.10745,7
AF_rr0.1,0.2,SL,Tv,0.1,13,0.923992,
AF_rr0.1,0.2,SL,Tv,0.15,1,2.00952,3
AF_rr0.1,0.2,SL,Tv,0.15,3,1.46393,3
AF_rr0.1,0.2,SL,Tv,0.15,5,1.29575,5
AF_rr0.1,0.2,SL,Tv,0.15,7,1.21218,5
AF_rr0.1,0.2,SL,Tv,0.15,10,1.12969,7
AF_rr0.1,0.2,SL,Tv,0.15,13,1.04341,7
AF_rr0.1,0.2,SL,Tv,0.2,1,1.9976,3
AF_rr0.1,0.2,SL,Tv,0.2,3,1.45025,3
AF_rr0.1,0.2,SL,Tv,0.2,5,1.27156,5
AF_rr0.1,0.2,SL,Tv,0.2,7,1.17615,5
AF_rr0.1,0.2,SL,Tv,0.2,10,1.09163,7
AF_rr0.1,0.2,SL,Tv,0.2,13,1.04085,7
AF_rr0.1,0.2,SL,Tv,0.25,1,2.00756,3
AF_rr0.1,0.2,SL,Tv,0.25,3,1.42591,3
AF_rr0.1,0.2,SL,Tv,0.25,5,1.24483,5
AF_rr0.1,0.2,SL,Tv,0.25,7,1.14055,5
AF_rr0.1,0.2,SL,Tv,0.25,10,1.06333,7
AF_rr0.1,0.2,SL,Tv,0.25,13,1.00749,10
AF_rr0.1,0.25,AP,T1,0.1,1,3.52173,3
AF_rr0.1,0.25,AP,T1,0.1,3,2.59308,3
AF_rr0.1,0.25,AP,T1,0.1,5,2.34058,5
AF_rr0.1,0.25,AP,T1,0.1,7,2.22492,5
AF_rr0.1,0.25,AP,T1,0.1,10,1.99887,7
AF_rr0.1,0.25,AP,T1,0.1,13,1.7201,
AF_rr0.1,0.25,AP,T1,0.15,1,3.53022,3
AF_rr0.1,0.25,AP,T1,0.15,3,2.61937,3
AF_rr0.1,0.25,AP,T1,0.15,5,2.35476,5
AF_rr0.1,0.25,AP,T1,0.15,7,2.2096,5
AF_rr0.1,0.25,AP,T1,0.15,10,2.08157,7
AF_rr0.1,0.25,AP,T1,0.15,13,1.93032,10
AF_rr0.1,0.25,AP,T1,0.2,1,3.53501,3
AF_rr0.1,0.25,AP,T1,0.2,3,2.6106,3
AF_rr0.1,0.25,AP,T1,0.2,5,2.32886,5
AF_rr0.1,0.25,AP,T1,0.2,7,2.17523,5
AF_rr0.1,0.25,AP,T1,0.2,10,2.04537,7
AF_rr0.1,0.25,AP,T1,0.2,13,1.96077,10
AF_rr0.1,0.25,AP,T1,0.25,1,3.54144,3
AF_rr0.1,0.25,AP,T1,0.25,3,2.60296,3
AF_rr0.1,0.25,AP,T1,0.25,5,2.29445,5
AF_rr0.1,0.25,AP,T1,0.25,7,2.13431,5
AF_rr0.1,0.25,AP,T1,0.25,10,2.02036,7
AF_rr0.1,0.25,AP,T1,0.25,13,1.91631,10
AF_rr0.1,0.25,AP,T2,0.1,1,3.47991,3
AF_rr0.1,0.25,AP,T2,0.1,3,2.53093,3
AF_rr0.1,0.25,AP,T2,0.1,5,2.26287,5
AF_rr0.1,0.25,AP,T2,0.1,7,2.14058,5
AF_rr0.1,0.25,AP,T2,0.1,10,1.90403,7
AF_rr0.1,0.25,AP,T2,0.1,13,1.62406,
AF_rr0.1,0.25,AP,T2,0.15,1,3.49233,3
AF_rr0.1,0.25,AP,T2,0.15,3,2.55358,3
AF_rr0.1,0.25,AP,T2,0.15,5,2.28449,5
AF_rr0.1,0.25,AP,T2,0.15,7,2.12515,5
AF_rr0.1,0.25,AP,T2,0.15,10,1.98508,7
AF_rr0.1,0.25,AP,T2,0.15,13,1.82802,10
AF_rr0.1,0.25,AP,T2,0.2,1,3.49316,3
AF_rr0.1,0.25,AP,T2,0.2,3,2.55347,3
AF_rr0.1,0.25,AP,T2,0.2,5,2.25345,5
AF_rr0.1,0.25,AP,T2,0.2,7,2.08749,5
AF_rr0.1,0.25,AP,T2,0.2,10,1.94616,7
AF_rr0.1,0.25,AP,T2,0.2,13,1.84965,10
AF_rr0.1,0.25,AP,T2,0.25,1,3.50176,3
AF_rr0.1,0.25,AP,T2,0.25,3,2.54442,3
AF_rr0.1,0.25,AP,T2,0.25,5,2.21979,5
AF_rr0.1,0.25,AP,T2,0.25,7,2.04847,5
AF_rr0.1,0.25,AP,T2,0.25,10,1.90718,7
AF_rr0.1,0.25,AP,T2,0.25,13,1.79997,10
AF_rr0.1,0.25,AP,Tv,0.1,1,3.27237,3
AF_rr0.1,0.25,AP,Tv,0.1,3,2.25289,3
AF_rr0.1,0.25,AP,Tv,0.1,5,1.9516,5
AF_rr0.1,0.25,AP,Tv,0.1,7,1.79483,5
AF_rr0.1,0.25,AP,Tv,0.1,10,1.50714,7
AF_rr0.1,0.25,AP,Tv,0.1,13,1.10795,
AF_rr0.1,0.25,AP,Tv,0.15,1,3.28636,3
AF_rr0.1,0.25,AP,Tv,0.15,3,2.27241,3
AF_rr0.1,0.25,AP,Tv,0.15,5,1.96006,5
AF_rr0.1,0.25,AP,Tv,0.15,7,1.78364,5
AF_rr0.1,0.25,AP,Tv,0.15,10,1.61977,7
AF_rr0.1,0.25,AP,Tv,0.15,13,1.40623,10
AF_rr0.1,0.25,AP,Tv,0.2,1,3.28075,3
AF_rr0.1,0.25,AP,Tv,0.2,3,2.27017,3
AF_rr0.1,0.25,AP,Tv,0.2,5,1.93299,5
AF_rr0.1,0.25,AP,Tv,0.2,7,1.74604,5
AF_rr0.1,0.25,AP,Tv,0.2,10,1.57576,7
AF_rr0.1,0.25,AP,Tv,0.2,13,1.45151,10
AF_rr0.1,0.25,AP,Tv,0.25,1,3.28735,3
AF_rr0.1,0.25,AP,Tv,0.25,3,2.24767,3
AF_rr0.1,0.25,AP,Tv,0.25,5,1.89311,5
AF_rr0.1,0.25,AP,Tv,0.25,7,1.69692,5
AF_rr0.1,0.25,AP,Tv,0.25,10,1.51738,7
AF_rr0.1,0.25,AP,Tv,0.25,13,1.39671,10
AF_rr0.1,0.25,SL,T1,0.1,1,2.47596,3
AF_rr0.1,0.25,SL,T1,0.1,3,1.84061,3
AF_rr0.1,0.25,SL,T1,0.1,5,1.65626,5
AF_rr0.1,0.25,SL,T1,0.1,7,1.57554,5
AF_rr0.1,0.25,SL,T1,0.1,10,1.4147,7
AF_rr0.1,0.25,SL,T1,0.1,13,1.25768,
AF_rr0.1,0.25,SL,T1,0.15,1,2.48923,1
AF_rr0.1,0.25,SL,T1,0.15,3,1.8458,3
AF_rr0.1,0.25,SL,T1,0.15,5,1.66187,5
AF_rr0.1,0.25,SL,T1,0.15,7,1.57129,5
AF_rr0.1,0.25,SL,T1,0.15,10,1.47905,7
AF_rr0.1,0.25,SL,T1,0.15,13,1.37215,10
AF_rr0.1,0.25,SL,T1,0.2,1,2.47056,3
AF_rr0.1,0.25,SL,T1,0.2,3,1.8435,3
AF_rr0.1,0.25,SL,T1,0.2,5,1.65064,5
AF_rr0.1,0.25,SL,T1,0.2,7,1.54942,5
AF_rr0.1,0.25,SL,T1,0.2,10,1.46132,7
AF_rr0.1,0.25,SL,T1,0.2,13,1.41219,10
AF_rr0.1,0.25,SL,T1,0.25,1,2.47669,3
AF_rr0.1,0.25,SL,T1,0.25,3,1.83361,3
AF_rr0.1,0.25,SL,T1,0.25,5,1.63548,5
AF_rr0.1,0.25,SL,T1,0.25,7,1.52766,5
AF_rr0.1,0.25,SL,T1,0.25,10,1.43412,7
AF_rr0.1,0.25,SL,T1,0.25,13,1.38511,10
AF_rr0.1,0.25,SL,T2,0.1,1,2.45749,3
AF_rr0.1,0.25,SL,T2,0.1,3,1.81782,3
AF_rr0.1,0.25,SL,T2,0.1,5,1.62945,5
AF_rr0.1,0.25,SL,T2,0.1,7,1.54024,5
AF_rr0.1,0.25,SL,T2,0.1,10,1.37201,10
AF_rr0.1,0.25,SL,T2,0.1,13,1.20522,
AF_rr0.1,0.25,SL,T2,0.15,1,2.46771,1
AF_rr0.1,0.25,SL,T2,0.15,3,1.81883,3
AF_rr0.1,0.25,SL,T2,0.15,5,1.63521,5
AF_rr0.1,0.25,SL,T2,0.15,7,1.54191,5
AF_rr0.1,0.25,SL,T2,0.15,10,1.44775,7
AF_rr0.1,0.25,SL,T2,0.15,13,1.32875,10
AF_rr0.1,0.25,SL,T2,0.2,1,2.44488,3
AF_rr0.1,0.25,SL,T2,0.2,3,1.82171,3
AF_rr0.1,0.25,SL,T2,0.2,5,1.6233,5
AF_rr0.1,0.25,SL,T2,0.2,7,1.52372,5
AF_rr0.1,0.25,SL,T2,0.2,10,1.4305,7
AF_rr0.1,0.25,SL,T2,0.2,13,1.36919,10
AF_rr0.1,0.25,SL,T2,0.25,1,2.45121,3
AF_rr0.1,0.25,SL,T2,0.25,3,1.80938,3
AF_rr0.1,0.25,SL,T2,0.25,5,1.60415,5
AF_rr0.1,0.25,SL,T2,0.25,7,1.4912,5
AF_rr0.1,0.25,SL,T2,0.25,10,1.39834,7
AF_rr0.1,0.25,SL,T2,0.25,13,1.33452,10
AF_rr0.1,0.25,SL,Tv,0.1,1,2.33811,1
AF_rr0.1,0.25,SL,Tv,0.1,3,1.65498,3
AF_rr0.1,0.25,SL,Tv,0.1,5,1.44848,5
AF_rr0.1,0.25,SL,Tv,0.1,7,1.34843,5
AF_rr0.1,0.25,SL,Tv,0.1,10,1.15083,7
AF_rr0.1,0.25,SL,Tv,0.1,13,0.925671,
AF_rr0.1,0.25,SL,Tv,0.15,1,2.34276,1
AF_rr0.1,0.25,SL,Tv,0.15,3,1.65656,3
AF_rr0.1,0.25,SL,Tv,0.15,5,1.45814,5
AF_rr0.1,0.25,SL,Tv,0.15,7,1.34948,5
AF_rr0.1,0.25,SL,Tv,0.15,10,1.24457,7
AF_rr0.1,0.25,SL,Tv,0.15,13,1.09238,10
AF_rr0.1,0.25,SL,Tv,0.2,1,2.31942,3
AF_rr0.1,0.25,SL,Tv,0.2,3,1.65623,3
AF_rr0.1,0.25,SL,Tv,0.2,5,1.43988,5
AF_rr0.1,0.25,SL,Tv,0.2,7,1.32933,5
AF_rr0.1,0.25,SL,Tv,0.2,10,1.22085,7
AF_rr0.1,0.25,SL,Tv,0.2,13,1.14694,7
AF_rr0.1,0.25,SL,Tv,0.25,1,2.32867,3
AF_rr0.1,0.25,SL,Tv,0.25,3,1.64413,3
AF_rr0.1,0.25,SL,Tv,0.25,5,1.42387,5
AF_rr0.1,0.25,SL,Tv,0.25,7,1.28765,5
AF_rr0.1,0.25,SL,Tv,0.25,10,1.18758,7
AF_rr0.1,0.25,SL,Tv,0.25,13,1.11095,10
AF_rr0.1,0.3,AP,T1,0.1,1,4.08553,1
AF_rr0.1,0.3,AP,T1,0.1,3,2.89299,3
AF_rr0.1,0.3,AP,T1,0.1,5,2.58514,5
AF_rr0.1,0.3,AP,T1,0.1,7,2.40778,5
AF_rr0.1,0.3,AP,T1,0.1,10,2.01,10
AF_rr0.1,0.3,AP,T1,0.1,13,1.75804,
AF_rr0.1,0.3,AP,T1,0.15,1,4.11481,1
AF_rr0.1,0.3,AP,T1,0.15,3,2.92642,3
AF_rr0.1,0.3,AP,T1,0.15,5,2.58564,5
AF_rr0.1,0.3,AP,T1,0.15,7,2.43144,5
AF_rr0.1,0.3,AP,T1,0.15,10,2.23317,7
AF_rr0.1,0.3,AP,T1,0.15,13,1.94003,13
AF_rr0.1,0.3,AP,T1,0.2,1,4.09698,1
AF_rr0.1,0.3,AP,T1,0.2,3,2.935,3
AF_rr0.1,0.3,AP,T1,0.2,5,2.58753,5
AF_rr0.1,0.3,AP,T1,0.2,7,2.40206,5
AF_rr0.1,0.3,AP,T1,0.2,10,2.23363,7
AF_rr0.1,0.3,AP,T1,0.2,13,2.10443,10
AF_rr0.1,0.3,AP,T1,0.25,1,4.0494,3
AF_rr0.1,0.3,AP,T1,0.25,3,2.91685,3
AF_rr0.1,0.3,AP,T1,0.25,5,2.55268,5
AF_rr0.1,0.3,AP,T1,0.25,7,2.36806,5
AF_rr0.1,0.3,AP,T1,0.25,10,2.17953,7
AF_rr0.1,0.3,AP,T1,0.25,13,2.0836,10
AF_rr0.1,0.3,AP,T2,0.1,1,4.0658,1
AF_rr0.1,0.3,AP,T2,0.1,3,2.84633,3
AF_rr0.1,0.3,AP,T2,0.1,5,2.52034,5
AF_rr0.1,0.3,AP,T2,0.1,7,2.33943,5
AF_rr0.1,0.3,AP,T2,0.1,10,1.93857,10
AF_rr0.1,0.3,AP,T2,0.1,13,1.70242,
AF_rr0.1,0.3,AP,T2,0.15,1,4.09472,1
AF_rr0.1,0.3,AP,T2,0.15,3,2.88857,3
AF_rr0.1,0.3,AP,T2,0.15,5,2.53316,5
AF_rr0.1,0.3,AP,T2,0.15,7,2.36079,5
AF_rr0.1,0.3,AP,T2,0.15,10,2.15923,7
AF_rr0.1,0.3,AP,T2,0.15,13,1.86128,13
AF_rr0.1,0.3,AP,T2,0.2,1,4.06954,1
AF_rr0.1,0.3,AP,T2,0.2,3,2.89009,3
AF_rr0.1,0.3,AP,T2,0.2,5,2.52831,5
AF_rr0.1,0.3,AP,T2,0.2,7,2.33649,5
AF_rr0.1,0.3,AP,T2,0.2,10,2.16048,7
AF_rr0.1,0.3,AP,T2,0.2,13,2.00656,10
AF_rr0.1,0.3,AP,T2,0.25,1,4.02722,3
AF_rr0.1,0.3,AP,T2,0.25,3,2.88083,3
AF_rr0.1,0.3,AP,T2,0.25,5,2.4948,5
AF_rr0.1,0.3,AP,T2,0.25,7,2.297,5
AF_rr0.1,0.3,AP,T2,0.25,10,2.10037,7
AF_rr0.1,0.3,AP,T2,0.25,13,1.98523,10
AF_rr0.1,0.3,AP,Tv,0.1,1,3.87669,1
AF_rr0.1,0.3,AP,Tv,0.1,3,2.59023,3
AF_rr0.1,0.3,AP,Tv,0.1,5,2.23469,5
AF_rr0.1,0.3,AP,Tv,0.1,7,2.02978,5
AF_rr0.1,0.3,AP,Tv,0.1,10,1.55043,10
AF_rr0.1,0.3,AP,Tv,0.1,13,1.18275,
AF_rr0.1,0.3,AP,Tv,0.15,1,3.91079,1
AF_rr0.1,0.3,AP,Tv,0.15,3,2.64062,3
AF_rr0.1,0.3,AP,Tv,0.15,5,2.2556,5
AF_rr0.1,0.3,AP,Tv,0.15,7,2.05941,5
AF_rr0.1,0.3,AP,Tv,0.15,10,1.82786,7
AF_rr0.1,0.3,AP,Tv,0.15,13,1.44219,13
AF_rr0.1,0.3,AP,Tv,0.2,1,3.87821,1
AF_rr0.1,0.3,AP,Tv,0.2,3,2.64608,3
AF_rr0.1,0.3,AP,Tv,0.2,5,2.24631,5
AF_rr0.1,0.3,AP,Tv,0.2,7,2.02796,5
AF_rr0.1,0.3,AP,Tv,0.2,10,1.82522,7
AF_rr0.1,0.3,AP,Tv,0.2,13,1.64487,10
AF_rr0.1,0.3,AP,Tv,0.25,1,3.84663,3
AF_rr0.1,0.3,AP,Tv,0.25,3,2.63269,3
AF_rr0.1,0.3,AP,Tv,0.25,5,2.20868,5
AF_rr0.1,0.3,AP,Tv,0.25,7,1.97494,5
AF_rr0.1,0.3,AP,Tv,0.25,10,1.75808,7
AF_rr0.1,0.3,AP,Tv,0.25,13,1.62523,10
AF_rr0.1,0.3,SL,T1,0.1,1,2.81474,1
AF_rr0.1,0.3,SL,T1,0.1,3,1.99958,3
AF_rr0.1,0.3,SL,T1,0.1,5,1.79604,5
AF_rr0.1,0.3,SL,T1,0.1,7,1.68234,5
AF_rr0.1,0.3,SL,T1,0.1,10,1.41918,10
AF_rr0.1,0.3,SL,T1,0.1,13,1.27274,
AF_rr0.1,0.3,SL,T1,0.15,1,2.78966,3
AF_rr0.1,0.3,SL,T1,0.15,3,2.03003,3
AF_rr0.1,0.3,SL,T1,0.15,5,1.79414,5
AF_rr0.1,0.3,SL,T1,0.15,7,1.69391,5
AF_rr0.1,0.3,SL,T1,0.15,10,1.56738,7
AF_rr0.1,0.3,SL,T1,0.15,13,1.37282,13
AF_rr0.1,0.3,SL,T1,0.2,1,2.80992,1
AF_rr0.1,0.3,SL,T1,0.2,3,2.03261,3
AF_rr0.1,0.3,SL,T1,0.2,5,1.80218,5
AF_rr0.1,0.3,SL,T1,0.2,7,1.68122,5
AF_rr0.1,0.3,SL,T1,0.2,10,1.57717,7
AF_rr0.1,0.3,SL,T1,0.2,13,1.47813,10
AF_rr0.1,0.3,SL,T1,0.25,1,2.79724,3
AF_rr0.1,0.3,SL,T1,0.25,3,2.03193,3
AF_rr0.1,0.3,SL,T1,0.25,5,1.79002,5
AF_rr0.1,0.3,SL,T1,0.25,7,1.6646,5
AF_rr0.1,0.3,SL,T1,0.25,10,1.55688,7
AF_rr0.1,0.3,SL,T1,0.25,13,1.47479,10
AF_rr0.1,0.3,SL,T2,0.1,1,2.80385,1
AF_rr0.1,0.3,SL,T2,0.1,3,1.98523,3
AF_rr0.1,0.3,SL,T2,0.1,5,1.77805,5
AF_rr0.1,0.3,SL,T2,0.1,7,1.66195,5
AF_rr0.1,0.3,SL,T2,0.1,10,1.39249,13
AF_rr0.1,0.3,SL,T2,0.1,13,1.24737,
AF_rr0.1,0.3,SL,T2,0.15,1,2.77361,3
AF_rr0.1,0.3,SL,T2,0.15,3,2.01349,3
AF_rr0.1,0.3,SL,T2,0.15,5,1.77847,5
AF_rr0.1,0.3,SL,T2,0.15,7,1.67399,5
AF_rr0.1,0.3,SL,T2,0.15,10,1.5432,7
AF_rr0.1,0.3,SL,T2,0.15,13,1.34436,13
AF_rr0.1,0.3,SL,T2,0.2,1,2.79507,1
AF_rr0.1,0.3,SL,T2,0.2,3,2.02371,3
AF_rr0.1,0.3,SL,T2,0.2,5,1.78252,5
AF_rr0.1,0.3,SL,T2,0.2,7,1.66273,5
AF_rr0.1,0.3,SL,T2,0.2,10,1.5535,7
AF_rr0.1,0.3,SL,T2,0.2,13,1.4389,10
AF_rr0.1,0.3,SL,T2,0.25,1,2.78582,1
AF_rr0.1,0.3,SL,T2,0.25,3,2.01699,3
AF_rr0.1,0.3,SL,T2,0.25,5,1.77125,5
AF_rr0.1,0.3,SL,T2,0.25,7,1.6381,5
AF_rr0.1,0.3,SL,T2,0.25,10,1.52381,7
AF_rr0.1,0.3,SL,T2,0.25,13,1.43856,10
AF_rr0.1,0.3,SL,Tv,0.1,1,2.68949,1
AF_rr0.1,0.3,SL,Tv,0.1,3,1.83555,3
AF_rr0.1,0.3,SL,Tv,0.1,5,1.61033,5
AF_rr0.1,0.3,SL,Tv,0.1,7,1.48041,5
AF_rr0.1,0.3,SL,Tv,0.1,10,1.16259,10
AF_rr0.1,0.3,SL,Tv,0.1,13,0.966731,
AF_rr0.1,0.3,SL,Tv,0.15,1,2.65928,3
AF_rr0.1,0.3,SL,Tv,0.15,3,1.86557,3
AF_rr0.1,0.3,SL,Tv,0.15,5,1.61576,5
AF_rr0.1,0.3,SL,Tv,0.15,7,1.49798,5
AF_rr0.1,0.3,SL,Tv,0.15,10,1.35367,7
AF_rr0.1,0.3,SL,Tv,0.15,13,1.10563,13
AF_rr0.1,0.3,SL,Tv,0.2,1,2.68184,1
AF_rr0.1,0.3,SL,Tv,0.2,3,1.8715,3
AF_rr0.1,0.3,SL,Tv,0.2,5,1.61859,5
AF_rr0.1,0.3,SL,Tv,0.2,7,1.48037,5
AF_rr0.1,0.3,SL,Tv,0.2,10,1.36153,7
AF_rr0.1,0.3,SL,Tv,0.2,13,1.23151,10
