rhythm_state,p_beat_cv,axis,estimand,W,p_N_beats,rmse_win,smallest_nowin_N_as_good
AF_rr0.1,0.3,SL,Tv,0.25,1,2.67537,1
AF_rr0.1,0.3,SL,Tv,0.25,3,1.86679,3
AF_rr0.1,0.3,SL,Tv,0.25,5,1.5981,5
AF_rr0.1,0.3,SL,Tv,0.25,7,1.45477,5
AF_rr0.1,0.3,SL,Tv,0.25,10,1.32617,7
AF_rr0.1,0.3,SL,Tv,0.25,13,1.23426,10
AF_rr0.2,0.05,AP,T1,0.1,1,2.07743,1
AF_rr0.2,0.05,AP,T1,0.1,3,1.80512,3
AF_rr0.2,0.05,AP,T1,0.1,5,1.71725,5
AF_rr0.2,0.05,AP,T1,0.1,7,1.68088,5
AF_rr0.2,0.05,AP,T1,0.1,10,1.64588,10
AF_rr0.2,0.05,AP,T1,0.1,13,1.6276,10
AF_rr0.2,0.05,AP,T1,0.15,1,2.07491,1
AF_rr0.2,0.05,AP,T1,0.15,3,1.77399,3
AF_rr0.2,0.05,AP,T1,0.15,5,1.70033,5
AF_rr0.2,0.05,AP,T1,0.15,7,1.66026,7
AF_rr0.2,0.05,AP,T1,0.15,10,1.62894,10
AF_rr0.2,0.05,AP,T1,0.15,13,1.61863,13
AF_rr0.2,0.05,AP,T1,0.2,1,2.07423,1
AF_rr0.2,0.05,AP,T1,0.2,3,1.75717,3
AF_rr0.2,0.05,AP,T1,0.2,5,1.69245,5
AF_rr0.2,0.05,AP,T1,0.2,7,1.65089,7
AF_rr0.2,0.05,AP,T1,0.2,10,1.6269,10
AF_rr0.2,0.05,AP,T1,0.2,13,1.59977,
AF_rr0.2,0.05,AP,T1,0.25,1,2.07007,1
AF_rr0.2,0.05,AP,T1,0.25,3,1.74591,5
AF_rr0.2,0.05,AP,T1,0.25,5,1.67306,7
AF_rr0.2,0.05,AP,T1,0.25,7,1.64975,7
AF_rr0.2,0.05,AP,T1,0.25,10,1.61333,13
AF_rr0.2,0.05,AP,T1,0.25,13,1.60023,
AF_rr0.2,0.05,AP,T2,0.1,1,1.93149,1
AF_rr0.2,0.05,AP,T2,0.1,3,1.65171,3
AF_rr0.2,0.05,AP,T2,0.1,5,1.56699,5
AF_rr0.2,0.05,AP,T2,0.1,7,1.52317,5
AF_rr0.2,0.05,AP,T2,0.1,10,1.48803,7
AF_rr0.2,0.05,AP,T2,0.1,13,1.46177,10
AF_rr0.2,0.05,AP,T2,0.15,1,1.93251,1
AF_rr0.2,0.05,AP,T2,0.15,3,1.6173,3
AF_rr0.2,0.05,AP,T2,0.15,5,1.53335,5
AF_rr0.2,0.05,AP,T2,0.15,7,1.49477,7
AF_rr0.2,0.05,AP,T2,0.15,10,1.46238,10
AF_rr0.2,0.05,AP,T2,0.15,13,1.44322,10
AF_rr0.2,0.05,AP,T2,0.2,1,1.92977,1
AF_rr0.2,0.05,AP,T2,0.2,3,1.59334,3
AF_rr0.2,0.05,AP,T2,0.2,5,1.52809,5
AF_rr0.2,0.05,AP,T2,0.2,7,1.47868,7
AF_rr0.2,0.05,AP,T2,0.2,10,1.4489,10
AF_rr0.2,0.05,AP,T2,0.2,13,1.42372,13
AF_rr0.2,0.05,AP,T2,0.25,1,1.93102,1
AF_rr0.2,0.05,AP,T2,0.25,3,1.58748,3
AF_rr0.2,0.05,AP,T2,0.25,5,1.50207,5
AF_rr0.2,0.05,AP,T2,0.25,7,1.47339,7
AF_rr0.2,0.05,AP,T2,0.25,10,1.43773,10
AF_rr0.2,0.05,AP,T2,0.25,13,1.4234,13
AF_rr0.2,0.05,AP,Tv,0.1,1,1.55576,1
AF_rr0.2,0.05,AP,Tv,0.1,3,1.19215,3
AF_rr0.2,0.05,AP,Tv,0.1,5,1.07421,5
AF_rr0.2,0.05,AP,Tv,0.1,7,1.01201,5
AF_rr0.2,0.05,AP,Tv,0.1,10,0.958989,7
AF_rr0.2,0.05,AP,Tv,0.1,13,0.916867,7
AF_rr0.2,0.05,AP,Tv,0.15,1,1.56019,1
AF_rr0.2,0.05,AP,Tv,0.15,3,1.15398,3
AF_rr0.2,0.05,AP,Tv,0.15,5,1.03311,5
AF_rr0.2,0.05,AP,Tv,0.15,7,0.973246,5
AF_rr0.2,0.05,AP,Tv,0.15,10,0.918684,7
AF_rr0.2,0.05,AP,Tv,0.15,13,0.888624,10
AF_rr0.2,0.05,AP,Tv,0.2,1,1.56256,1
AF_rr0.2,0.05,AP,Tv,0.2,3,1.11878,3
AF_rr0.2,0.05,AP,Tv,0.2,5,1.00267,5
AF_rr0.2,0.05,AP,Tv,0.2,7,0.943458,7
AF_rr0.2,0.05,AP,Tv,0.2,10,0.897508,10
AF_rr0.2,0.05,AP,Tv,0.2,13,0.865117,13
AF_rr0.2,0.05,AP,Tv,0.25,1,1.55805,1
AF_rr0.2,0.05,AP,Tv,0.25,3,1.10325,3
AF_rr0.2,0.05,AP,Tv,0.25,5,0.987317,5
AF_rr0.2,0.05,AP,Tv,0.25,7,0.93063,7
AF_rr0.2,0.05,AP,Tv,0.25,10,0.875937,10
AF_rr0.2,0.05,AP,Tv,0.25,13,0.851688,13
AF_rr0.2,0.05,SL,T1,0.1,1,1.64134,1
AF_rr0.2,0.05,SL,T1,0.1,3,1.38099,3
AF_rr0.2,0.05,SL,T1,0.1,5,1.30785,5
AF_rr0.2,0.05,SL,T1,0.1,7,1.27089,7
AF_rr0.2,0.05,SL,T1,0.1,10,1.25209,7
AF_rr0.2,0.05,SL,T1,0.1,13,1.23068,10
AF_rr0.2,0.05,SL,T1,0.15,1,1.64924,1
AF_rr0.2,0.05,SL,T1,0.15,3,1.3652,3
AF_rr0.2,0.05,SL,T1,0.15,5,1.29128,5
AF_rr0.2,0.05,SL,T1,0.15,7,1.2591,7
AF_rr0.2,0.05,SL,T1,0.15,10,1.23563,10
AF_rr0.2,0.05,SL,T1,0.15,13,1.21957,10
AF_rr0.2,0.05,SL,T1,0.2,1,1.64071,1
AF_rr0.2,0.05,SL,T1,0.2,3,1.35274,3
AF_rr0.2,0.05,SL,T1,0.2,5,1.28258,5
AF_rr0.2,0.05,SL,T1,0.2,7,1.24372,7
AF_rr0.2,0.05,SL,T1,0.2,10,1.22163,10
AF_rr0.2,0.05,SL,T1,0.2,13,1.20304,
AF_rr0.2,0.05,SL,T1,0.25,1,1.64038,1
AF_rr0.2,0.05,SL,T1,0.25,3,1.34769,3
AF_rr0.2,0.05,SL,T1,0.25,5,1.27199,7
AF_rr0.2,0.05,SL,T1,0.25,7,1.23965,7
AF_rr0.2,0.05,SL,T1,0.25,10,1.21225,13
AF_rr0.2,0.05,SL,T1,0.25,13,1.19859,
AF_rr0.2,0.05,SL,T2,0.1,1,1.56919,1
AF_rr0.2,0.05,SL,T2,0.1,3,1.31355,3
AF_rr0.2,0.05,SL,T2,0.1,5,1.23924,5
AF_rr0.2,0.05,SL,T2,0.1,7,1.20339,5
AF_rr0.2,0.05,SL,T2,0.1,10,1.17791,7
AF_rr0.2,0.05,SL,T2,0.1,13,1.14531,7
AF_rr0.2,0.05,SL,T2,0.15,1,1.57298,1
AF_rr0.2,0.05,SL,T2,0.15,3,1.29768,3
AF_rr0.2,0.05,SL,T2,0.15,5,1.2181,5
AF_rr0.2,0.05,SL,T2,0.15,7,1.18583,5
AF_rr0.2,0.05,SL,T2,0.15,10,1.15671,7
AF_rr0.2,0.05,SL,T2,0.15,13,1.13938,10
AF_rr0.2,0.05,SL,T2,0.2,1,1.56673,3
AF_rr0.2,0.05,SL,T2,0.2,3,1.27849,3
AF_rr0.2,0.05,SL,T2,0.2,5,1.20697,5
AF_rr0.2,0.05,SL,T2,0.2,7,1.167,7
AF_rr0.2,0.05,SL,T2,0.2,10,1.13792,10
AF_rr0.2,0.05,SL,T2,0.2,13,1.12027,10
AF_rr0.2,0.05,SL,T2,0.25,1,1.56901,1
AF_rr0.2,0.05,SL,T2,0.25,3,1.26692,3
AF_rr0.2,0.05,SL,T2,0.25,5,1.19071,5
AF_rr0.2,0.05,SL,T2,0.25,7,1.15449,7
AF_rr0.2,0.05,SL,T2,0.25,10,1.1226,10
AF_rr0.2,0.05,SL,T2,0.25,13,1.10962,13
AF_rr0.2,0.05,SL,Tv,0.1,1,1.38472,3
AF_rr0.2,0.05,SL,Tv,0.1,3,1.08715,3
AF_rr0.2,0.05,SL,Tv,0.1,5,0.996711,5
AF_rr0.2,0.05,SL,Tv,0.1,7,0.956565,5
AF_rr0.2,0.05,SL,Tv,0.1,10,0.916508,5
AF_rr0.2,0.05,SL,Tv,0.1,13,0.872389,7
AF_rr0.2,0.05,SL,Tv,0.15,1,1.38803,1
AF_rr0.2,0.05,SL,Tv,0.15,3,1.0687,3
AF_rr0.2,0.05,SL,Tv,0.15,5,0.97427,5
AF_rr0.2,0.05,SL,Tv,0.15,7,0.931573,5
AF_rr0.2,0.05,SL,Tv,0.15,10,0.893936,7
AF_rr0.2,0.05,SL,Tv,0.15,13,0.867189,10
AF_rr0.2,0.05,SL,Tv,0.2,1,1.38299,3
AF_rr0.2,0.05,SL,Tv,0.2,3,1.0442,3
AF_rr0.2,0.05,SL,Tv,0.2,5,0.955276,5
AF_rr0.2,0.05,SL,Tv,0.2,7,0.906926,7
AF_rr0.2,0.05,SL,Tv,0.2,10,0.872082,7
AF_rr0.2,0.05,SL,Tv,0.2,13,0.848631,10
AF_rr0.2,0.05,SL,Tv,0.25,1,1.38646,1
AF_rr0.2,0.05,SL,Tv,0.25,3,1.03235,3
AF_rr0.2,0.05,SL,Tv,0.25,5,0.938317,5
AF_rr0.2,0.05,SL,Tv,0.25,7,0.891231,7
AF_rr0.2,0.05,SL,Tv,0.25,10,0.850749,10
AF_rr0.2,0.05,SL,Tv,0.25,13,0.832277,13
AF_rr0.2,0.1,AP,T1,0.1,1,2.30117,1
AF_rr0.2,0.1,AP,T1,0.1,3,1.9147,3
AF_rr0.2,0.1,AP,T1,0.1,5,1.81584,5
AF_rr0.2,0.1,AP,T1,0.1,7,1.75778,5
AF_rr0.2,0.1,AP,T1,0.1,10,1.71403,7
AF_rr0.2,0.1,AP,T1,0.1,13,1.67844,10
AF_rr0.2,0.1,AP,T1,0.15,1,2.29803,1
AF_rr0.2,0.1,AP,T1,0.15,3,1.90185,3
AF_rr0.2,0.1,AP,T1,0.15,5,1.79808,5
AF_rr0.2,0.1,AP,T1,0.15,7,1.72673,5
AF_rr0.2,0.1,AP,T1,0.15,10,1.68492,10
AF_rr0.2,0.1,AP,T1,0.15,13,1.65905,10
AF_rr0.2,0.1,AP,T1,0.2,1,2.29674,3
AF_rr0.2,0.1,AP,T1,0.2,3,1.87717,3
AF_rr0.2,0.1,AP,T1,0.2,5,1.76693,5
AF_rr0.2,0.1,AP,T1,0.2,7,1.72055,5
AF_rr0.2,0.1,AP,T1,0.2,10,1.66821,10
AF_rr0.2,0.1,AP,T1,0.2,13,1.64269,10
AF_rr0.2,0.1,AP,T1,0.25,1,2.30377,1
AF_rr0.2,0.1,AP,T1,0.25,3,1.8532,3
AF_rr0.2,0.1,AP,T1,0.25,5,1.74949,5
AF_rr0.2,0.1,AP,T1,0.25,7,1.68299,10
AF_rr0.2,0.1,AP,T1,0.25,10,1.64605,10
AF_rr0.2,0.1,AP,T1,0.25,13,1.62321,13
AF_rr0.2,0.1,AP,T2,0.1,1,2.18293,1
AF_rr0.2,0.1,AP,T2,0.1,3,1.78301,3
AF_rr0.2,0.1,AP,T2,0.1,5,1.68202,5
AF_rr0.2,0.1,AP,T2,0.1,7,1.61902,5
AF_rr0.2,0.1,AP,T2,0.1,10,1.56559,7
AF_rr0.2,0.1,AP,T2,0.1,13,1.52276,7
AF_rr0.2,0.1,AP,T2,0.15,1,2.18412,1
AF_rr0.2,0.1,AP,T2,0.15,3,1.76802,3
AF_rr0.2,0.1,AP,T2,0.15,5,1.65613,5
AF_rr0.2,0.1,AP,T2,0.15,7,1.58173,5
AF_rr0.2,0.1,AP,T2,0.15,10,1.53564,7
AF_rr0.2,0.1,AP,T2,0.15,13,1.50329,10
AF_rr0.2,0.1,AP,T2,0.2,1,2.18075,3
AF_rr0.2,0.1,AP,T2,0.2,3,1.73901,3
AF_rr0.2,0.1,AP,T2,0.2,5,1.62264,5
AF_rr0.2,0.1,AP,T2,0.2,7,1.5598,7
AF_rr0.2,0.1,AP,T2,0.2,10,1.50917,10
AF_rr0.2,0.1,AP,T2,0.2,13,1.47776,10
AF_rr0.2,0.1,AP,T2,0.25,1,2.18958,1
AF_rr0.2,0.1,AP,T2,0.25,3,1.71622,3
AF_rr0.2,0.1,AP,T2,0.25,5,1.59585,5
AF_rr0.2,0.1,AP,T2,0.25,7,1.52467,7
AF_rr0.2,0.1,AP,T2,0.25,10,1.48011,10
AF_rr0.2,0.1,AP,T2,0.25,13,1.45775,13
AF_rr0.2,0.1,AP,Tv,0.1,1,1.8509,1
AF_rr0.2,0.1,AP,Tv,0.1,3,1.37413,3
AF_rr0.2,0.1,AP,Tv,0.1,5,1.22943,5
AF_rr0.2,0.1,AP,Tv,0.1,7,1.14656,5
AF_rr0.2,0.1,AP,Tv,0.1,10,1.07281,5
AF_rr0.2,0.1,AP,Tv,0.1,13,1.01108,7
AF_rr0.2,0.1,AP,Tv,0.15,1,1.84821,3
AF_rr0.2,0.1,AP,Tv,0.15,3,1.3475,3
AF_rr0.2,0.1,AP,Tv,0.15,5,1.19285,5
AF_rr0.2,0.1,AP,Tv,0.15,7,1.09998,5
AF_rr0.2,0.1,AP,Tv,0.15,10,1.02664,7
AF_rr0.2,0.1,AP,Tv,0.15,13,0.98338,10
AF_rr0.2,0.1,AP,Tv,0.2,1,1.8449,3
AF_rr0.2,0.1,AP,Tv,0.2,3,1.30821,3
AF_rr0.2,0.1,AP,Tv,0.2,5,1.14583,5
AF_rr0.2,0.1,AP,Tv,0.2,7,1.06376,5
AF_rr0.2,0.1,AP,Tv,0.2,10,0.987759,10
AF_rr0.2,0.1,AP,Tv,0.2,13,0.942746,10
AF_rr0.2,0.1,AP,Tv,0.25,1,1.85647,1
AF_rr0.2,0.1,AP,Tv,0.25,3,1.27732,3
AF_rr0.2,0.1,AP,Tv,0.25,5,1.11267,5
AF_rr0.2,0.1,AP,Tv,0.25,7,1.0251,7
AF_rr0.2,0.1,AP,Tv,0.25,10,0.959041,10
AF_rr0.2,0.1,AP,Tv,0.25,13,0.919476,13
AF_rr0.2,0.1,SL,T1,0.1,1,1.76636,1
AF_rr0.2,0.1,SL,T1,0.1,3,1.43958,3
AF_rr0.2,0.1,SL,T1,0.1,5,1.35558,5
AF_rr0.2,0.1,SL,T1,0.1,7,1.31437,5
AF_rr0.2,0.1,SL,T1,0.1,10,1.2864,7
AF_rr0.2,0.1,SL,T1,0.1,13,1.24386,10
AF_rr0.2,0.1,SL,T1,0.15,1,1.76633,1
AF_rr0.2,0.1,SL,T1,0.15,3,1.4322,3
AF_rr0.2,0.1,SL,T1,0.15,5,1.34665,5
AF_rr0.2,0.1,SL,T1,0.15,7,1.29844,7
AF_rr0.2,0.1,SL,T1,0.15,10,1.26314,10
AF_rr0.2,0.1,SL,T1,0.15,13,1.24812,10
AF_rr0.2,0.1,SL,T1,0.2,1,1.76793,1
AF_rr0.2,0.1,SL,T1,0.2,3,1.42332,3
AF_rr0.2,0.1,SL,T1,0.2,5,1.33431,5
AF_rr0.2,0.1,SL,T1,0.2,7,1.28397,7
AF_rr0.2,0.1,SL,T1,0.2,10,1.24802,10
AF_rr0.2,0.1,SL,T1,0.2,13,1.23532,10
AF_rr0.2,0.1,SL,T1,0.25,1,1.75927,3
AF_rr0.2,0.1,SL,T1,0.25,3,1.40741,3
AF_rr0.2,0.1,SL,T1,0.25,5,1.31103,5
AF_rr0.2,0.1,SL,T1,0.25,7,1.26143,10
AF_rr0.2,0.1,SL,T1,0.25,10,1.22874,13
AF_rr0.2,0.1,SL,T1,0.25,13,1.21706,13
AF_rr0.2,0.1,SL,T2,0.1,1,1.70767,1
AF_rr0.2,0.1,SL,T2,0.1,3,1.38437,3
AF_rr0.2,0.1,SL,T2,0.1,5,1.30191,5
AF_rr0.2,0.1,SL,T2,0.1,7,1.25518,5
AF_rr0.2,0.1,SL,T2,0.1,10,1.21977,5
AF_rr0.2,0.1,SL,T2,0.1,13,1.17,10
AF_rr0.2,0.1,SL,T2,0.15,1,1.70351,1
AF_rr0.2,0.1,SL,T2,0.15,3,1.37047,3
AF_rr0.2,0.1,SL,T2,0.15,5,1.28896,5
AF_rr0.2,0.1,SL,T2,0.15,7,1.23612,5
AF_rr0.2,0.1,SL,T2,0.15,10,1.19896,7
AF_rr0.2,0.1,SL,T2,0.15,13,1.17482,7
AF_rr0.2,0.1,SL,T2,0.2,1,1.70641,1
AF_rr0.2,0.1,SL,T2,0.2,3,1.35559,3
AF_rr0.2,0.1,SL,T2,0.2,5,1.26877,5
AF_rr0.2,0.1,SL,T2,0.2,7,1.21267,7
AF_rr0.2,0.1,SL,T2,0.2,10,1.17445,7
AF_rr0.2,0.1,SL,T2,0.2,13,1.15963,10
AF_rr0.2,0.1,SL,T2,0.25,1,1.69783,3
AF_rr0.2,0.1,SL,T2,0.25,3,1.34237,3
AF_rr0.2,0.1,SL,T2,0.25,5,1.24294,5
AF_rr0.2,0.1,SL,T2,0.25,7,1.18579,7
AF_rr0.2,0.1,SL,T2,0.25,10,1.15036,10
AF_rr0.2,0.1,SL,T2,0.25,13,1.13555,13
AF_rr0.2,0.1,SL,Tv,0.1,1,1.53583,1
AF_rr0.2,0.1,SL,Tv,0.1,3,1.17292,3
AF_rr0.2,0.1,SL,Tv,0.1,5,1.0689,5
AF_rr0.2,0.1,SL,Tv,0.1,7,1.01631,5
AF_rr0.2,0.1,SL,Tv,0.1,10,0.967465,5
AF_rr0.2,0.1,SL,Tv,0.1,13,0.904142,10
AF_rr0.2,0.1,SL,Tv,0.15,1,1.53096,1
AF_rr0.2,0.1,SL,Tv,0.15,3,1.162,3
AF_rr0.2,0.1,SL,Tv,0.15,5,1.05299,5
AF_rr0.2,0.1,SL,Tv,0.15,7,0.99321,5
AF_rr0.2,0.1,SL,Tv,0.15,10,0.943192,7
AF_rr0.2,0.1,SL,Tv,0.15,13,0.913644,7
AF_rr0.2,0.1,SL,Tv,0.2,1,1.53145,1
AF_rr0.2,0.1,SL,Tv,0.2,3,1.13789,3
AF_rr0.2,0.1,SL,Tv,0.2,5,1.02809,5
AF_rr0.2,0.1,SL,Tv,0.2,7,0.96334,5
AF_rr0.2,0.1,SL,Tv,0.2,10,0.915796,7
AF_rr0.2,0.1,SL,Tv,0.2,13,0.891665,10
AF_rr0.2,0.1,SL,Tv,0.25,1,1.529,3
AF_rr0.2,0.1,SL,Tv,0.25,3,1.11892,3
AF_rr0.2,0.1,SL,Tv,0.25,5,1.00158,5
AF_rr0.2,0.1,SL,Tv,0.25,7,0.938368,7
AF_rr0.2,0.1,SL,Tv,0.25,10,0.890767,10
AF_rr0.2,0.1,SL,Tv,0.25,13,0.86773,10
AF_rr0.2,0.15,AP,T1,0.1,1,2.64169,1
AF_rr0.2,0.15,AP,T1,0.1,3,2.10799,3
AF_rr0.2,0.15,AP,T1,0.1,5,1.95449,5
AF_rr0.2,0.15,AP,T1,0.1,7,1.8922,5
AF_rr0.2,0.15,AP,T1,0.1,10,1.8181,7
AF_rr0.2,0.15,AP,T1,0.1,13,1.73636,10
AF_rr0.2,0.15,AP,T1,0.15,1,2.63638,3
AF_rr0.2,0.15,AP,T1,0.15,3,2.10391,3
AF_rr0.2,0.15,AP,T1,0.15,5,1.94166,5
AF_rr0.2,0.15,AP,T1,0.15,7,1.86565,5
AF_rr0.2,0.15,AP,T1,0.15,10,1.78556,7
AF_rr0.2,0.15,AP,T1,0.15,13,1.74111,10
AF_rr0.2,0.15,AP,T1,0.2,1,2.63816,3
AF_rr0.2,0.15,AP,T1,0.2,3,2.07624,3
AF_rr0.2,0.15,AP,T1,0.2,5,1.90554,5
AF_rr0.2,0.15,AP,T1,0.2,7,1.82106,5
AF_rr0.2,0.15,AP,T1,0.2,10,1.76352,7
AF_rr0.2,0.15,AP,T1,0.2,13,1.71615,10
AF_rr0.2,0.15,AP,T1,0.25,1,2.64522,1
AF_rr0.2,0.15,AP,T1,0.25,3,2.04109,3
AF_rr0.2,0.15,AP,T1,0.25,5,1.87558,5
AF_rr0.2,0.15,AP,T1,0.25,7,1.79289,7
AF_rr0.2,0.15,AP,T1,0.25,10,1.73349,10
AF_rr0.2,0.15,AP,T1,0.25,13,1.69691,13
AF_rr0.2,0.15,AP,T2,0.1,1,2.55252,1
AF_rr0.2,0.15,AP,T2,0.1,3,1.99515,3
AF_rr0.2,0.15,AP,T2,0.1,5,1.84017,5
AF_rr0.2,0.15,AP,T2,0.1,7,1.76506,5
AF_rr0.2,0.15,AP,T2,0.1,10,1.68922,5
AF_rr0.2,0.15,AP,T2,0.1,13,1.59225,10
AF_rr0.2,0.15,AP,T2,0.15,1,2.54509,3
AF_rr0.2,0.15,AP,T2,0.15,3,1.9959,3
AF_rr0.2,0.15,AP,T2,0.15,5,1.82447,5
AF_rr0.2,0.15,AP,T2,0.15,7,1.74009,5
AF_rr0.2,0.15,AP,T2,0.15,10,1.65269,7
AF_rr0.2,0.15,AP,T2,0.15,13,1.60618,7
AF_rr0.2,0.15,AP,T2,0.2,1,2.55044,1
AF_rr0.2,0.15,AP,T2,0.2,3,1.96266,3
AF_rr0.2,0.15,AP,T2,0.2,5,1.78757,5
AF_rr0.2,0.15,AP,T2,0.2,7,1.69412,5
AF_rr0.2,0.15,AP,T2,0.2,10,1.61775,7
AF_rr0.2,0.15,AP,T2,0.2,13,1.56827,10
AF_rr0.2,0.15,AP,T2,0.25,1,2.55775,1
AF_rr0.2,0.15,AP,T2,0.25,3,1.92788,3
AF_rr0.2,0.15,AP,T2,0.25,5,1.74814,5
AF_rr0.2,0.15,AP,T2,0.25,7,1.65339,7
AF_rr0.2,0.15,AP,T2,0.25,10,1.58604,10
AF_rr0.2,0.15,AP,T2,0.25,13,1.54015,13
AF_rr0.2,0.15,AP,Tv,0.1,1,2.26563,3
AF_rr0.2,0.15,AP,Tv,0.1,3,1.63499,3
AF_rr0.2,0.15,AP,Tv,0.1,5,1.44369,5
AF_rr0.2,0.15,AP,Tv,0.1,7,1.34373,5
AF_rr0.2,0.15,AP,Tv,0.1,10,1.24035,5
AF_rr0.2,0.15,AP,Tv,0.1,13,1.09376,10
AF_rr0.2,0.15,AP,Tv,0.15,1,2.26662,3
AF_rr0.2,0.15,AP,Tv,0.15,3,1.62846,3
AF_rr0.2,0.15,AP,Tv,0.15,5,1.41981,5
AF_rr0.2,0.15,AP,Tv,0.15,7,1.30454,5
AF_rr0.2,0.15,AP,Tv,0.15,10,1.19737,7
AF_rr0.2,0.15,AP,Tv,0.15,13,1.13205,7
AF_rr0.2,0.15,AP,Tv,0.2,1,2.26736,1
AF_rr0.2,0.15,AP,Tv,0.2,3,1.59163,3
AF_rr0.2,0.15,AP,Tv,0.2,5,1.37652,5
AF_rr0.2,0.15,AP,Tv,0.2,7,1.25169,5
AF_rr0.2,0.15,AP,Tv,0.2,10,1.14508,7
AF_rr0.2,0.15,AP,Tv,0.2,13,1.08168,10
AF_rr0.2,0.15,AP,Tv,0.25,1,2.27093,1
AF_rr0.2,0.15,AP,Tv,0.25,3,1.54589,3
AF_rr0.2,0.15,AP,Tv,0.25,5,1.32464,5
AF_rr0.2,0.15,AP,Tv,0.25,7,1.20067,7
AF_rr0.2,0.15,AP,Tv,0.25,10,1.10424,10
AF_rr0.2,0.15,AP,Tv,0.25,13,1.03249,10
AF_rr0.2,0.15,SL,T1,0.1,1,1.97082,1
AF_rr0.2,0.15,SL,T1,0.1,3,1.54777,3
AF_rr0.2,0.15,SL,T1,0.1,5,1.44002,5
AF_rr0.2,0.15,SL,T1,0.1,7,1.3848,5
AF_rr0.2,0.15,SL,T1,0.1,10,1.33303,7
AF_rr0.2,0.15,SL,T1,0.1,13,1.26308,13
AF_rr0.2,0.15,SL,T1,0.15,1,1.96028,1
AF_rr0.2,0.15,SL,T1,0.15,3,1.54863,3
AF_rr0.2,0.15,SL,T1,0.15,5,1.43019,5
AF_rr0.2,0.15,SL,T1,0.15,7,1.37257,5
AF_rr0.2,0.15,SL,T1,0.15,10,1.32241,7
AF_rr0.2,0.15,SL,T1,0.15,13,1.29806,10
AF_rr0.2,0.15,SL,T1,0.2,1,1.96274,1
AF_rr0.2,0.15,SL,T1,0.2,3,1.54347,3
AF_rr0.2,0.15,SL,T1,0.2,5,1.41497,5
AF_rr0.2,0.15,SL,T1,0.2,7,1.34752,7
AF_rr0.2,0.15,SL,T1,0.2,10,1.2984,10
AF_rr0.2,0.15,SL,T1,0.2,13,1.26727,10
AF_rr0.2,0.15,SL,T1,0.25,1,1.94163,3
AF_rr0.2,0.15,SL,T1,0.25,3,1.5143,3
AF_rr0.2,0.15,SL,T1,0.25,5,1.39049,5
AF_rr0.2,0.15,SL,T1,0.25,7,1.32756,7
AF_rr0.2,0.15,SL,T1,0.25,10,1.2863,10
AF_rr0.2,0.15,SL,T1,0.25,13,1.25281,13
AF_rr0.2,0.15,SL,T2,0.1,1,1.92014,1
AF_rr0.2,0.15,SL,T2,0.1,3,1.49856,3
AF_rr0.2,0.15,SL,T2,0.1,5,1.39063,5
AF_rr0.2,0.15,SL,T2,0.1,7,1.33501,5
AF_rr0.2,0.15,SL,T2,0.1,10,1.27898,7
AF_rr0.2,0.15,SL,T2,0.1,13,1.18793,10
AF_rr0.2,0.15,SL,T2,0.15,1,1.90478,3
AF_rr0.2,0.15,SL,T2,0.15,3,1.50192,3
AF_rr0.2,0.15,SL,T2,0.15,5,1.38216,5
AF_rr0.2,0.15,SL,T2,0.15,7,1.32094,5
AF_rr0.2,0.15,SL,T2,0.15,10,1.26892,7
AF_rr0.2,0.15,SL,T2,0.15,13,1.2317,7
AF_rr0.2,0.15,SL,T2,0.2,1,1.90909,3
AF_rr0.2,0.15,SL,T2,0.2,3,1.49241,3
AF_rr0.2,0.15,SL,T2,0.2,5,1.36184,5
AF_rr0.2,0.15,SL,T2,0.2,7,1.29034,5
AF_rr0.2,0.15,SL,T2,0.2,10,1.23877,7
AF_rr0.2,0.15,SL,T2,0.2,13,1.2068,10
AF_rr0.2,0.15,SL,T2,0.25,1,1.89482,3
AF_rr0.2,0.15,SL,T2,0.25,3,1.462,3
AF_rr0.2,0.15,SL,T2,0.25,5,1.33541,5
AF_rr0.2,0.15,SL,T2,0.25,7,1.26859,7
AF_rr0.2,0.15,SL,T2,0.25,10,1.21566,10
AF_rr0.2,0.15,SL,T2,0.25,13,1.17839,10
AF_rr0.2,0.15,SL,Tv,0.1,1,1.76127,1
AF_rr0.2,0.15,SL,Tv,0.1,3,1.30451,3
AF_rr0.2,0.15,SL,Tv,0.1,5,1.1763,5
AF_rr0.2,0.15,SL,Tv,0.1,7,1.1109,5
AF_rr0.2,0.15,SL,Tv,0.1,10,1.04207,5
AF_rr0.2,0.15,SL,Tv,0.1,13,0.920207,10
AF_rr0.2,0.15,SL,Tv,0.15,1,1.7531,1
AF_rr0.2,0.15,SL,Tv,0.15,3,1.30259,3
AF_rr0.2,0.15,SL,Tv,0.15,5,1.16895,5
AF_rr0.2,0.15,SL,Tv,0.15,7,1.09468,5
AF_rr0.2,0.15,SL,Tv,0.15,10,1.03234,7
AF_rr0.2,0.15,SL,Tv,0.15,13,0.984105,7
AF_rr0.2,0.15,SL,Tv,0.2,1,1.75306,1
AF_rr0.2,0.15,SL,Tv,0.2,3,1.28951,3
AF_rr0.2,0.15,SL,Tv,0.2,5,1.13936,5
AF_rr0.2,0.15,SL,Tv,0.2,7,1.06233,5
AF_rr0.2,0.15,SL,Tv,0.2,10,0.997437,7
