u,axis,cutoff_mm,estimator,fnr_mcse,fpr_mcse,nri_events_vs_A1_mcse,nri_nonevents_vs_A1_mcse,nri_vs_A1_mcse,ppv_mcse,prevalence_mcse,sensitivity_mcse,specificity_mcse,fnr,fpr,nri_events_vs_A1,nri_nonevents_vs_A1,nri_vs_A1,ppv,prevalence,sensitivity,specificity
low,SL,7.0,A4,0.0012393617648206075,0.0017184888628110568,0.0013849865233622962,0.00117039681750425,0.0018132888298115271,0.0019348787818671016,0.00155401245683553,0.0012393617648206075,0.0017184888628110568,0.06714404826131737,0.22594643882341026,0.08553631860316838,-0.089054743169768,-0.0035184245665996206,0.7397755780712161,0.40778,0.9328559517386826,0.7740535611765897
low,SL,7.0,A5,0.0018324636277912679,0.0012438607829628311,0.0013881012486940093,0.0010759286153076508,0.0017562595086899051,0.0017847561556679577,0.00155401245683553,0.0018324636277912679,0.0012438607829628311,0.16374025209671883,0.10203978251325518,-0.011059885232233065,0.03485191314038702,0.023792027908153955,0.8494669190912715,0.40778,0.8362597479032812,0.8979602174867448
low,SL,7.0,A6,0.0019270112397715168,0.0014680092554180415,0.0016759550959469865,0.001287802750327113,0.002113589697027488,0.0019900262136258663,0.00155401245683553,0.0019270112397715168,0.0014680092554180415,0.18603168375104218,0.1501806761000979,-0.03335131688655647,-0.013288980446455705,-0.04664029733301218,0.7886708168987312,0.40778,0.8139683162489578,0.8498193238999021
low,SL,7.0,A7,0.001551331040819514,0.0013868982805618657,0.001446396045558725,0.0011707242047865126,0.001860821507904756,0.001815709105933398,0.00155401245683553,0.001551331040819514,0.0013868982805618657,0.11030457599686105,0.13109992908040935,0.042375790867624705,0.005791766573232916,0.04816755744085762,0.8237217328126419,0.40778,0.889695424003139,0.8689000709195907
low,SL,10.0,A1,0.003363757230423367,0.0007900367654591917,0.0,0.0,0.0,0.003580993930705537,0.0011102432165971561,0.003363757230423367,0.0007900367654591917,0.2049305555555555,0.0566355140186916,0.0,0.0,0.0,0.7025219365527398,0.144,0.7950694444444445,0.9433644859813084
low,SL,10.0,A2,0.003404489788445366,0.0006470125957198327,0.0029128058570422463,0.0006510406999821945,0.002984676189112132,0.0034310556481113408,0.0011102432165971561,0.003404489788445366,0.0006470125957198327,0.21173611111111112,0.037219626168224273,-0.006805555555555551,0.01941588785046729,0.01261033229491174,0.7808351104079246,0.144,0.7882638888888889,0.9627803738317757
low,SL,10.0,A3,0.0023715274953455,0.0010270272207094056,0.00266895732689192,0.0006989195337999476,0.0027589530129194296,0.0033187079525028138,0.0011102432165971561,0.0023715274953455,0.0010270272207094056,0.0888888888888889,0.10036214953271028,0.11604166666666667,-0.04372663551401869,0.07231503115264798,0.6043019667449679,0.144,0.9111111111111111,0.8996378504672897
low,SL,10.0,A4,0.002477465566814649,0.0009954248697030717,0.0025753550220055095,0.0006446648768360844,0.0026548156796273228,0.0033520168733768324,0.0011102432165971561,0.002477465566814649,0.0009954248697030717,0.09798611111111111,0.09357476635514017,0.10694444444444444,-0.0369392523364486,0.07000519210799584,0.6185532644411639,0.144,0.9020138888888889,0.9064252336448598
low,SL,10.0,A5,0.0034912240476772964,0.0006535145715635278,0.0027109435995758832,0.0006055955871521363,0.002777761907590279,0.0034883125715952984,0.0011102432165971561,0.0034912240476772964,0.0006535145715635278,0.2270833333333333,0.038002336448598184,-0.02215277777777777,0.01863317757009346,-0.003519600207684312,0.7738302162274908,0.144,0.7729166666666667,0.9619976635514018
low,SL,10.0,A6,0.0035663960819987436,0.0008573039226462518,0.0031417655120705742,0.0007339351014713176,0.0032263526258001912,0.0036808682761931407,0.0011102432165971561,0.0035663960819987436,0.0008573039226462518,0.24145833333333333,0.06746495327102808,-0.03652777777777778,-0.010829439252336447,-0.047357217030114224,0.6541501976284585,0.144,0.7585416666666667,0.9325350467289719
low,SL,10.0,A7,0.0029312534252402466,0.0007577276112129082,0.002829108104389744,0.000645281529432035,0.0029017651384200408,0.0034089404790930465,0.0011102432165971561,0.0029312534252402466,0.0007577276112129082,0.14465277777777774,0.05183411214953271,0.06027777777777778,0.004801401869158879,0.06507917964693666,0.73516772114122,0.144,0.8553472222222223,0.9481658878504673
low,SL,13.0,A1,0.006256818042827858,0.00048459762097010164,0.0,0.0,0.0,0.0064634430837542415,0.0006571472217091083,0.006256818042827858,0.00048459762097010164,0.22993588326332082,0.022947935104789652,0.0,0.0,0.0,0.6138526612618964,0.04523,0.7700641167366792,0.9770520648952103
low,SL,13.0,A2,0.006431405862593498,0.0003910544006879366,0.005385428999939456,0.00040776209706081955,0.005400843956382032,0.006569147681168036,0.0006571472217091083,0.006431405862593498,0.0003910544006879366,0.24917090426707933,0.014820323219204679,-0.019235021003758568,0.00812761188558501,-0.011107409118173558,0.7058823529411765,0.04523,0.7508290957329207,0.9851796767807953
low,SL,13.0,A3,0.004690951579280799,0.0006634514591052662,0.004794134021873337,0.0004641472290788448,0.004816549975858756,0.0055158646709763375,0.0006571472217091083,0.004690951579280799,0.0006634514591052662,0.11209374309086895,0.04395823077809313,0.11784214017245191,-0.02101029567330352,0.09683184449914839,0.4889808839644466,0.04523,0.887906256909131,0.9560417692219069
low,SL,13.0,A4,0.004934702250539179,0.000625030280132451,0.004537298475227076,0.00040429021283953833,0.00455527474797029,0.0057106358882818425,0.0006571472217091083,0.004934702250539179,0.000625030280132451,0.12602255140393548,0.03880515726300571,0.10391333185938537,-0.015857222158216114,0.08805610970116926,0.5161922172891095,0.04523,0.8739774485960645,0.9611948427369943
low,SL,13.0,A5,0.006599246041195421,0.0003932256459095896,0.004987266648478411,0.00037177309389195074,0.005001104263696877,0.006674699578751544,0.0006571472217091083,0.006599246041195421,0.0003932256459095896,0.2697324784435109,0.014987902845711498,-0.039796595180190145,0.007960032259078102,-0.03183656292111205,0.6977186311787072,0.04523,0.7302675215564891,0.9850120971542885
low,SL,13.0,A6,0.006522162805716882,0.0005458412815011933,0.005857527512436839,0.00046406303754410375,0.0058758814710449326,0.006352854085437501,0.0006571472217091083,0.006522162805716882,0.0005458412815011933,0.26000442184390893,0.029305487185395385,-0.030068538580588097,-0.006357552080605801,-0.0364260906611939,0.5446704637917006,0.04523,0.7399955781560911,0.9706945128146046
low,SL,13.0,A7,0.0055942555399743025,0.00046312714580137675,0.0051192286504508164,0.0004133614908093325,0.005135890351018079,0.006280401741011188,0.0006571472217091083,0.0055942555399743025,0.00046312714580137675,0.1706831748839266,0.020916032133393436,0.059252708379394205,0.002031902971396252,0.061284611350790455,0.6525748086290883,0.04523,0.8293168251160734,0.9790839678666066
