u,view_errors,r_mean,beat_cv,N_beats,cell,axis,tau,value,mcse,n,quantity
base,True,0.64,0.05,1,180,AP-SL,3.0,0.62176,0.001533540030126374,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.05,1,180,AP-SL,4.0,0.39593,0.0015465103785620063,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.05,3,181,AP-SL,2.0,0.85924,0.001099757347781773,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.05,3,181,AP-SL,3.0,0.62185,0.001533468543857356,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.05,3,181,AP-SL,4.0,0.39537,0.0015461324752426618,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.05,5,182,AP-SL,2.0,0.86218,0.0010900717756184683,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.05,5,182,AP-SL,3.0,0.62457,0.0015312815387772427,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.05,5,182,AP-SL,4.0,0.3953,0.0015460850882147463,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.05,7,183,AP-SL,2.0,0.86138,0.001092723641182893,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.05,7,183,AP-SL,3.0,0.62651,0.0015296902297524163,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.05,7,183,AP-SL,4.0,0.39765,0.001547657835246538,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.05,10,184,AP-SL,2.0,0.86017,0.0010967113161630092,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.05,10,184,AP-SL,3.0,0.62382,0.001531889707518136,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.05,10,184,AP-SL,4.0,0.39623,0.001546711954760808,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.05,13,185,AP-SL,2.0,0.86164,0.0010918631342801167,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.05,13,185,AP-SL,3.0,0.62613,0.0015300039970536025,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.05,13,185,AP-SL,4.0,0.39753,0.001547578428061079,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.1,1,186,AP-SL,2.0,0.8614,0.0010926574943686607,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.1,1,186,AP-SL,3.0,0.62578,0.0015302921015283323,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.1,1,186,AP-SL,4.0,0.39825,0.0015480534147761182,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.1,3,187,AP-SL,2.0,0.8613,0.0010929881518113543,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.1,3,187,AP-SL,3.0,0.62554,0.0015304891649404121,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.1,3,187,AP-SL,4.0,0.39577,0.0015464026225404561,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.1,5,188,AP-SL,2.0,0.86239,0.0010893736177271783,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.1,5,188,AP-SL,3.0,0.62384,0.001531873540472581,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.1,5,188,AP-SL,4.0,0.39764,0.0015476512216904686,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.1,7,189,AP-SL,2.0,0.85961,0.0010985474404867548,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.1,7,189,AP-SL,3.0,0.62407,0.0015316874194821865,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.1,7,189,AP-SL,4.0,0.39561,0.0015462946934527066,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.1,10,190,AP-SL,2.0,0.86061,0.0010952644790186523,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.1,10,190,AP-SL,3.0,0.62631,0.0015298554961171986,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.1,10,190,AP-SL,4.0,0.39736,0.0015474657682805137,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.1,13,191,AP-SL,2.0,0.86121,0.00109328557980063,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.1,13,191,AP-SL,3.0,0.62635,0.0015298224651899971,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.1,13,191,AP-SL,4.0,0.39713,0.0015473130358786484,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.15,1,192,AP-SL,2.0,0.86283,0.001087908043448526,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.15,1,192,AP-SL,3.0,0.62704,0.0015292509225107566,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.15,1,192,AP-SL,4.0,0.39895,0.001548511858204515,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.15,3,193,AP-SL,2.0,0.86031,0.0010962513575818276,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.15,3,193,AP-SL,3.0,0.62318,0.0015324055846935563,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.15,3,193,AP-SL,4.0,0.39609,0.0015466179615535312,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.15,5,194,AP-SL,2.0,0.85913,0.0011001165533705965,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.15,5,194,AP-SL,3.0,0.62261,0.0015328626419219694,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.15,5,194,AP-SL,4.0,0.39533,0.0015461054009995568,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.15,7,195,AP-SL,2.0,0.86009,0.0010969739828273048,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.15,7,195,AP-SL,3.0,0.62584,0.0015302427728958565,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.15,7,195,AP-SL,4.0,0.39937,0.0015487853405168838,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.15,10,196,AP-SL,2.0,0.85955,0.0010987438168199172,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.15,10,196,AP-SL,3.0,0.6254,0.0015306039330930782,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.15,10,196,AP-SL,4.0,0.39761,0.0015476313769757965,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.15,13,197,AP-SL,2.0,0.85914,0.001100083907708862,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.15,13,197,AP-SL,3.0,0.62159,0.0015336749065561449,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.15,13,197,AP-SL,4.0,0.39597,0.001546537290530041,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.2,1,198,AP-SL,2.0,0.85888,0.001100932085098804,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.2,1,198,AP-SL,3.0,0.62336,0.0015322607819819706,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.2,1,198,AP-SL,4.0,0.3964,0.0015468259113423203,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.2,3,199,AP-SL,2.0,0.858,0.0011037934589405757,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.2,3,199,AP-SL,3.0,0.622,0.0015333492752794451,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.2,3,199,AP-SL,4.0,0.39668,0.0015470131790001015,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.2,5,200,AP-SL,2.0,0.86104,0.0010938469655303706,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.2,5,200,AP-SL,3.0,0.6263,0.0015298637521034349,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.2,5,200,AP-SL,4.0,0.39593,0.0015465103785620063,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.2,7,201,AP-SL,2.0,0.86217,0.0010901049999885333,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.2,7,201,AP-SL,3.0,0.62723,0.001529092956951931,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.2,7,201,AP-SL,4.0,0.39879,0.0015484073620982302,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.2,10,202,AP-SL,2.0,0.86015,0.0010967769941970884,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.2,10,202,AP-SL,3.0,0.6243,0.0015315009304600505,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.2,10,202,AP-SL,4.0,0.39606,0.001546597802920979,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.2,13,203,AP-SL,2.0,0.86136,0.0010927897803328873,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.2,13,203,AP-SL,3.0,0.62438,0.0015314359784202537,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.2,13,203,AP-SL,4.0,0.39692,0.0015471732727784565,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.25,1,204,AP-SL,2.0,0.86231,0.001089639683106301,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.25,1,204,AP-SL,3.0,0.6257,0.0015303578339721728,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.25,1,204,AP-SL,4.0,0.3957,0.0015463554248619559,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.25,3,205,AP-SL,2.0,0.86028,0.0010963499514297429,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.25,3,205,AP-SL,3.0,0.62388,0.00153184119803588,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.25,3,205,AP-SL,4.0,0.39865,0.0015483157865887696,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.25,5,206,AP-SL,2.0,0.85872,0.001101453410726028,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.25,5,206,AP-SL,3.0,0.62228,0.0015331262231140657,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.25,5,206,AP-SL,4.0,0.39487,0.0015457932691663526,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.25,7,207,AP-SL,2.0,0.86056,0.0010954290775764535,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.25,7,207,AP-SL,3.0,0.62607,0.0015300534471056886,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.25,7,207,AP-SL,4.0,0.39585,0.0015464565221822435,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.25,10,208,AP-SL,2.0,0.85884,0.0011010624614434911,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.25,10,208,AP-SL,3.0,0.62115,0.0015340230686009908,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.25,10,208,AP-SL,4.0,0.39328,0.0015447033423929657,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.25,13,209,AP-SL,2.0,0.85966,0.0010983837416859376,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.25,13,209,AP-SL,3.0,0.62457,0.0015312815387772427,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.25,13,209,AP-SL,4.0,0.39647,0.0015468727778973938,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.3,1,210,AP-SL,2.0,0.8602,0.0010966127848972035,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.3,1,210,AP-SL,3.0,0.62298,0.001532566212598986,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.3,1,210,AP-SL,4.0,0.39627,0.0015467387856389972,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.3,3,211,AP-SL,2.0,0.8616,0.0010919956043867576,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.3,3,211,AP-SL,3.0,0.62495,0.0015309719053594678,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.3,3,211,AP-SL,4.0,0.39745,0.0015475254359783557,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.3,5,212,AP-SL,2.0,0.85963,0.0010984819666248508,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.3,5,212,AP-SL,3.0,0.62439,0.0015314278562831485,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.3,5,212,AP-SL,4.0,0.39678,0.0015470799320009294,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.3,7,213,AP-SL,2.0,0.86043,0.0010958568113581262,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.3,7,213,AP-SL,3.0,0.62374,0.0015319543478837744,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.3,7,213,AP-SL,4.0,0.3974,0.0015474922940034305,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.3,10,214,AP-SL,2.0,0.86074,0.001094836300092393,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.3,10,214,AP-SL,3.0,0.62391,0.0015318169339056152,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.3,10,214,AP-SL,4.0,0.39661,0.0015469664117232797,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.3,13,215,AP-SL,2.0,0.86301,0.0010873074077739006,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.3,13,215,AP-SL,3.0,0.6239,0.0015318250226445578,100000,true |S_AP-S_SL| >= tau
base,True,0.64,0.3,13,215,AP-SL,4.0,0.3965,0.0015468928534323248,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.05,1,216,AP-SL,2.0,0.4506,0.001573402809200492,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.05,1,216,AP-SL,3.0,0.21787,0.001305383710255341,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.05,1,216,AP-SL,4.0,0.10094,0.00095263380372523,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.05,3,217,AP-SL,2.0,0.45478,0.0015746591745517504,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.05,3,217,AP-SL,3.0,0.22067,0.0013113914407986654,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.05,3,217,AP-SL,4.0,0.1018,0.0009562257055737417,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.05,5,218,AP-SL,2.0,0.45398,0.001574427386702861,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.05,5,218,AP-SL,3.0,0.22038,0.001310773266434741,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.05,5,218,AP-SL,4.0,0.10148,0.0009548916671539238,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.05,7,219,AP-SL,2.0,0.45212,0.0015738726301705612,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.05,7,219,AP-SL,3.0,0.21991,0.0013097694144390455,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.05,7,219,AP-SL,4.0,0.10106,0.0009531362777693439,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.05,10,220,AP-SL,2.0,0.45062,0.001573409087300566,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.05,10,220,AP-SL,3.0,0.21804,0.0013057509655366906,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.05,10,220,AP-SL,4.0,0.09989,0.0009482193200942491,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.05,13,221,AP-SL,2.0,0.45184,0.0015737871978129699,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.05,13,221,AP-SL,3.0,0.21939,0.0013086559054999905,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.05,13,221,AP-SL,4.0,0.10128,0.0009540564008485033,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.1,1,222,AP-SL,2.0,0.45314,0.0015741795971235303,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.1,1,222,AP-SL,3.0,0.21786,0.001305362096891127,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.1,1,222,AP-SL,4.0,0.10002,0.0009487676195992356,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.1,3,223,AP-SL,2.0,0.45463,0.0015746160265283724,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.1,3,223,AP-SL,3.0,0.2196,0.0013091059544589965,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.1,3,223,AP-SL,4.0,0.10047,0.0009506617647723085,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.1,5,224,AP-SL,2.0,0.45477,0.0015746563024990564,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.1,5,224,AP-SL,3.0,0.21972,0.0013093629046219387,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.1,5,224,AP-SL,4.0,0.10098,0.0009528013413088796,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.1,7,225,AP-SL,2.0,0.45199,0.0015738330276747912,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.1,7,225,AP-SL,3.0,0.2197,0.0013093200907341182,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.1,7,225,AP-SL,4.0,0.10023,0.0009496522895249608,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.1,10,226,AP-SL,2.0,0.45585,0.0015749627852746234,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.1,10,226,AP-SL,3.0,0.2206,0.0013112423117029133,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.1,10,226,AP-SL,4.0,0.10298,0.0009611197615281875,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.1,13,227,AP-SL,2.0,0.45059,0.0015733996691877116,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.1,13,227,AP-SL,3.0,0.22013,0.0013102396082396532,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.1,13,227,AP-SL,4.0,0.10118,0.0009536383360582774,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.15,1,228,AP-SL,2.0,0.45242,0.00157396360694903,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.15,1,228,AP-SL,3.0,0.2184,0.0013065276116485255,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.15,1,228,AP-SL,4.0,0.0994,0.0009461481913527077,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.15,3,229,AP-SL,2.0,0.45285,0.001574093000746779,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.15,3,229,AP-SL,3.0,0.21891,0.0013076253741037608,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.15,3,229,AP-SL,4.0,0.10067,0.0009515017136085462,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.15,5,230,AP-SL,2.0,0.45403,0.001574441993532947,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.15,5,230,AP-SL,3.0,0.22178,0.0013137489547093845,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.15,5,230,AP-SL,4.0,0.10165,0.000955600740372254,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.15,7,231,AP-SL,2.0,0.45079,0.001573462347499933,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.15,7,231,AP-SL,3.0,0.21794,0.0013055349723389259,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.15,7,231,AP-SL,4.0,0.09981,0.0009478816587528213,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.15,10,232,AP-SL,2.0,0.45161,0.001573716645079412,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.15,10,232,AP-SL,3.0,0.219,0.0013078187947877181,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.15,10,232,AP-SL,4.0,0.09958,0.0009469098352007968,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.15,13,233,AP-SL,2.0,0.45508,0.0015747450384109804,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.15,13,233,AP-SL,3.0,0.22453,0.0013195312770071044,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.15,13,233,AP-SL,4.0,0.10314,0.0009617803304289395,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.2,1,234,AP-SL,2.0,0.45219,0.001573893909702938,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.2,1,234,AP-SL,3.0,0.21835,0.001306419831065037,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.2,1,234,AP-SL,4.0,0.09955,0.0009467829608732932,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.2,3,235,AP-SL,2.0,0.4528,0.001574078015855631,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.2,3,235,AP-SL,3.0,0.21897,0.0013077543312870349,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.2,3,235,AP-SL,4.0,0.10069,0.0009515856445953775,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.2,5,236,AP-SL,2.0,0.45158,0.0015737074175335136,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.2,5,236,AP-SL,3.0,0.21789,0.0013054269336121422,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.2,5,236,AP-SL,4.0,0.09986,0.0009480927190944987,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.2,7,237,AP-SL,2.0,0.45211,0.0015738695876723711,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.2,7,237,AP-SL,3.0,0.21964,0.0013091916223379983,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.2,7,237,AP-SL,4.0,0.10091,0.000952508120175361,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.2,10,238,AP-SL,2.0,0.45082,0.001573471727105384,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.2,10,238,AP-SL,3.0,0.21831,0.0013063335864165783,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.2,10,238,AP-SL,4.0,0.10038,0.0009502834082525065,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.2,13,239,AP-SL,2.0,0.4519,0.0015738055470737166,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.2,13,239,AP-SL,3.0,0.21934,0.0013085486784984348,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.2,13,239,AP-SL,4.0,0.09971,0.000947459317860139,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.25,1,240,AP-SL,2.0,0.45376,0.001574362926392768,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.25,1,240,AP-SL,3.0,0.21768,0.0013049728640856868,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.25,1,240,AP-SL,4.0,0.09944,0.0009463175281056565,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.25,3,241,AP-SL,2.0,0.45192,0.0015738116583632236,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.25,3,241,AP-SL,3.0,0.21853,0.0013068077100323522,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.25,3,241,AP-SL,4.0,0.1005,0.0009507878312220871,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.25,5,242,AP-SL,2.0,0.45503,0.0015747307677822261,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.25,5,242,AP-SL,3.0,0.22205,0.00131432034717568,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.25,5,242,AP-SL,4.0,0.10223,0.0009580137112797498,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.25,7,243,AP-SL,2.0,0.45121,0.0015735931364237708,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.25,7,243,AP-SL,3.0,0.21803,0.0013057293712710916,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.25,7,243,AP-SL,4.0,0.10002,0.0009487676195992356,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.25,10,244,AP-SL,2.0,0.44948,0.001573047137246688,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.25,10,244,AP-SL,3.0,0.21717,0.0013038680573585657,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.25,10,244,AP-SL,4.0,0.10008,0.0009490205140037807,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.25,13,245,AP-SL,2.0,0.45185,0.001573790257626473,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.25,13,245,AP-SL,3.0,0.21655,0.0013025210075081322,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.25,13,245,AP-SL,4.0,0.09943,0.000946275198343484,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.3,1,246,AP-SL,2.0,0.45112,0.0015735652055126283,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.3,1,246,AP-SL,3.0,0.21761,0.0013048213973567418,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.3,1,246,AP-SL,4.0,0.09967,0.0009472902992219438,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.3,3,247,AP-SL,2.0,0.45311,0.0015741706638735206,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.3,3,247,AP-SL,3.0,0.22046,0.0013109438904850199,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.3,3,247,AP-SL,4.0,0.10154,0.000955142022947373,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.3,5,248,AP-SL,2.0,0.45267,0.0015740389801399456,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.3,5,248,AP-SL,3.0,0.21889,0.0013075823794315982,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.3,5,248,AP-SL,4.0,0.10072,0.0009517115193166467,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.3,7,249,AP-SL,2.0,0.45313,0.0015741766200144125,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.3,7,249,AP-SL,3.0,0.21795,0.0013055565767135487,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.3,7,249,AP-SL,4.0,0.09973,0.0009475438095412792,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.3,10,250,AP-SL,2.0,0.45378,0.0015743687992335214,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.3,10,250,AP-SL,3.0,0.21828,0.0013062688911552628,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.3,10,250,AP-SL,4.0,0.10011,0.0009491469217144414,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.3,13,251,AP-SL,2.0,0.45079,0.001573462347499933,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.3,13,251,AP-SL,3.0,0.21846,0.0013066569113581422,100000,true |S_AP-S_SL| >= tau
base,True,0.8,0.3,13,251,AP-SL,4.0,0.10053,0.0009509138714941538,100000,true |S_AP-S_SL| >= tau
base,True,0.9,0.05,1,252,AP-SL,2.0,0.14348,0.0011085733606757831,100000,true |S_AP-S_SL| >= tau
base,True,0.9,0.05,1,252,AP-SL,3.0,0.05085,0.0006947249635647189,100000,true |S_AP-S_SL| >= tau
base,True,0.9,0.05,1,252,AP-SL,4.0,0.0187,0.0004283726181725438,100000,true |S_AP-S_SL| >= tau
base,True,0.9,0.05,3,253,AP-SL,2.0,0.14366,0.0011091519481117094,100000,true |S_AP-S_SL| >= tau
base,True,0.9,0.05,3,253,AP-SL,3.0,0.04943,0.0006854682713298989,100000,true |S_AP-S_SL| >= tau
base,True,0.9,0.05,3,253,AP-SL,4.0,0.01799,0.00042031369118790315,100000,true |S_AP-S_SL| >= tau
base,True,0.9,0.05,5,254,AP-SL,2.0,0.14095,0.0011003776510816639,100000,true |S_AP-S_SL| >= tau
base,True,0.9,0.05,5,254,AP-SL,3.0,0.05013,0.0006900506003185564,100000,true |S_AP-S_SL| >= tau
base,True,0.9,0.05,5,254,AP-SL,4.0,0.01816,0.0004222583853519075,100000,true |S_AP-S_SL| >= tau
base,True,0.9,0.05,7,255,AP-SL,2.0,0.14262,0.001105800775908572,100000,true |S_AP-S_SL| >= tau
base,True,0.9,0.05,7,255,AP-SL,3.0,0.04919,0.000683888469708329,100000,true |S_AP-S_SL| >= tau
base,True,0.9,0.05,7,255,AP-SL,4.0,0.01747,0.00041430422517758615,100000,true |S_AP-S_SL| >= tau
base,True,0.9,0.05,10,256,AP-SL,2.0,0.14355,0.0011087984374988991,100000,true |S_AP-S_SL| >= tau
base,True,0.9,0.05,10,256,AP-SL,3.0,0.05112,0.0006964678427608844,100000,true |S_AP-S_SL| >= tau
