u,view_errors,r_mean,beat_cv,N_beats,cell,axis,tau,value,mcse,n,quantity
base,True,0.64,0.25,3,205,AP-SL,5.0,0.28987,0.001434731274838602,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.25,3,205,AP-SL,6.0,0.20285,0.001271620531054764,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.25,5,206,AP-SL,2.0,0.71456,0.0014281596773470396,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.25,5,206,AP-SL,3.0,0.54797,0.0015738452246011993,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.25,5,206,AP-SL,4.0,0.39541,0.0015461595386634587,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.25,5,206,AP-SL,5.0,0.27377,0.0014100354148034722,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.25,5,206,AP-SL,6.0,0.18701,0.0012330339001827971,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.25,7,207,AP-SL,2.0,0.72667,0.0014093286029170059,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.25,7,207,AP-SL,3.0,0.55192,0.0015725912170681865,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.25,7,207,AP-SL,4.0,0.39178,0.0015436593911870586,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.25,7,207,AP-SL,5.0,0.26838,0.00140125720551225,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.25,7,207,AP-SL,6.0,0.17977,0.0012143012274555272,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.25,10,208,AP-SL,2.0,0.74068,0.0013859045335087117,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.25,10,208,AP-SL,3.0,0.55417,0.0015718320874062853,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.25,10,208,AP-SL,4.0,0.38323,0.001537415906968573,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.25,10,208,AP-SL,5.0,0.25428,0.0013770318863410534,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.25,10,208,AP-SL,6.0,0.16454,0.0011724614637590438,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.25,13,209,AP-SL,2.0,0.76779,0.0013352472276698425,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.25,13,209,AP-SL,3.0,0.56405,0.0015681122329093667,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.25,13,209,AP-SL,4.0,0.38199,0.0015364688083394338,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.25,13,209,AP-SL,5.0,0.24738,0.0013644894121978375,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.25,13,209,AP-SL,6.0,0.1577,0.0011525220605263918,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,1,210,AP-SL,2.0,0.70892,0.001436497245385455,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,1,210,AP-SL,3.0,0.57707,0.001562242667129534,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,1,210,AP-SL,4.0,0.46104,0.0015763315590319189,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,1,210,AP-SL,5.0,0.3625,0.0015201767989283352,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,1,210,AP-SL,6.0,0.28024,0.0014202307643478224,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,3,211,AP-SL,2.0,0.69969,0.0014495651206482584,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,3,211,AP-SL,3.0,0.54962,0.001573333580649698,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,3,211,AP-SL,4.0,0.41441,0.0015578008598662412,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,3,211,AP-SL,5.0,0.30532,0.0014563643005786704,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,3,211,AP-SL,6.0,0.2208,0.001311668250740255,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,5,212,AP-SL,2.0,0.70978,0.0014352433647294805,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,5,212,AP-SL,3.0,0.5486,0.001573651931019055,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,5,212,AP-SL,4.0,0.40506,0.0015523736547622805,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,5,212,AP-SL,5.0,0.28844,0.0014326282364940318,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,5,212,AP-SL,6.0,0.20162,0.0012687370712641765,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,7,213,AP-SL,2.0,0.7126,0.001431087837975014,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,7,213,AP-SL,3.0,0.54426,0.001574931910909167,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,7,213,AP-SL,4.0,0.39497,0.0015458612457138576,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,7,213,AP-SL,5.0,0.27632,0.001414097795769444,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,7,213,AP-SL,6.0,0.18922,0.001238611285270726,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,10,214,AP-SL,2.0,0.72938,0.0014049370647826185,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,10,214,AP-SL,3.0,0.54987,0.0015732545347145834,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,10,214,AP-SL,4.0,0.38915,0.0015417920660711676,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,10,214,AP-SL,5.0,0.26502,0.0013956518176106818,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,10,214,AP-SL,6.0,0.17837,0.0012105954861141685,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,13,215,AP-SL,2.0,0.76998,0.001330829814814802,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,13,215,AP-SL,3.0,0.57023,0.0015654639794642354,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,13,215,AP-SL,4.0,0.3906,0.001542827404475303,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,13,215,AP-SL,5.0,0.2556,0.0013793789907056,100000,measured anchor |AP-SL| >= tau
base,True,0.64,0.3,13,215,AP-SL,6.0,0.16315,0.001168469415517582,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,1,216,AP-SL,2.0,0.50495,0.0015810613444771837,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,1,216,AP-SL,3.0,0.31473,0.0014685878492620046,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,1,216,AP-SL,4.0,0.18054,0.0012163277041981739,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,1,216,AP-SL,5.0,0.09729,0.0009371480987549407,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,1,216,AP-SL,6.0,0.05097,0.0006955002451473328,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,3,217,AP-SL,2.0,0.47364,0.0015789399937933043,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,3,217,AP-SL,3.0,0.26766,0.0014000647285036503,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,3,217,AP-SL,4.0,0.13867,0.001092888974690476,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,3,217,AP-SL,5.0,0.07002,0.0008069522885524274,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,3,217,AP-SL,6.0,0.0345,0.0005771459953945796,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,5,218,AP-SL,2.0,0.466,0.0015774790014450274,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,5,218,AP-SL,3.0,0.2527,0.0013742005312180605,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,5,218,AP-SL,4.0,0.12873,0.0010590495130068283,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,5,218,AP-SL,5.0,0.06346,0.000770926899258289,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,5,218,AP-SL,6.0,0.03192,0.0005558877008893073,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,7,219,AP-SL,2.0,0.45661,0.001575173983723703,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,7,219,AP-SL,3.0,0.24375,0.0013577037139965405,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,7,219,AP-SL,4.0,0.12269,0.0010374833198659146,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,7,219,AP-SL,5.0,0.0612,0.000757987862699661,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,7,219,AP-SL,6.0,0.03017,0.0005409230176282019,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,10,220,AP-SL,2.0,0.45027,0.0015732988498692803,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,10,220,AP-SL,3.0,0.23686,0.0013444602649390573,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,10,220,AP-SL,4.0,0.11788,0.001019726951688539,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,10,220,AP-SL,5.0,0.05878,0.0007438071766257704,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,10,220,AP-SL,6.0,0.02854,0.0005265497925172888,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,13,221,AP-SL,2.0,0.4509,0.0015734967111500422,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,13,221,AP-SL,3.0,0.2337,0.001338223860196791,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,13,221,AP-SL,4.0,0.11624,0.0010135495172905959,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,13,221,AP-SL,5.0,0.05732,0.0007350810676381211,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.05,13,221,AP-SL,6.0,0.02869,0.0005278909347583078,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,1,222,AP-SL,2.0,0.52097,0.001579747635225323,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,1,222,AP-SL,3.0,0.33859,0.0014964852551896393,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,1,222,AP-SL,4.0,0.20743,0.0012821965336874063,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,1,222,AP-SL,5.0,0.12126,0.0010322597173192413,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,1,222,AP-SL,6.0,0.06975,0.0008055118714208997,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,3,223,AP-SL,2.0,0.48243,0.0015801623179281298,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,3,223,AP-SL,3.0,0.28465,0.0014269701380897918,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,3,223,AP-SL,4.0,0.1562,0.0011480486052428268,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,3,223,AP-SL,5.0,0.08426,0.000878409086929319,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,3,223,AP-SL,6.0,0.04468,0.0006533276176620731,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,5,224,AP-SL,2.0,0.47198,0.0015786541090435232,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,5,224,AP-SL,3.0,0.26823,0.00140100916164028,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,5,224,AP-SL,4.0,0.14267,0.0011059623461040615,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,5,224,AP-SL,5.0,0.07397,0.0008276378380668685,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,5,224,AP-SL,6.0,0.0381,0.0006053791374006871,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,7,225,AP-SL,2.0,0.46497,0.0015772536229154777,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,7,225,AP-SL,3.0,0.25711,0.0013820435879522757,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,7,225,AP-SL,4.0,0.13217,0.001070985952755684,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,7,225,AP-SL,5.0,0.06725,0.0007920065498466537,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,7,225,AP-SL,6.0,0.03458,0.0005777908237416028,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,10,226,AP-SL,2.0,0.45939,0.0015759150608456029,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,10,226,AP-SL,3.0,0.2491,0.001367659277744278,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,10,226,AP-SL,4.0,0.12898,0.0010599252784984422,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,10,226,AP-SL,5.0,0.065,0.0007795832219846705,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,10,226,AP-SL,6.0,0.03344,0.0005685223513636029,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,13,227,AP-SL,2.0,0.45249,0.0015739847518321136,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,13,227,AP-SL,3.0,0.2427,0.0013557164526552003,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,13,227,AP-SL,4.0,0.1233,0.0010396976002665392,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,13,227,AP-SL,5.0,0.06117,0.00075781416653425,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.1,13,227,AP-SL,6.0,0.0309,0.000547221984207506,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,1,228,AP-SL,2.0,0.55081,0.001572953730724461,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,1,228,AP-SL,3.0,0.37719,0.0015327025278898709,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,1,228,AP-SL,4.0,0.2477,0.0013650813528870724,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,1,228,AP-SL,5.0,0.1597,0.0011584295835310838,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,1,228,AP-SL,6.0,0.10056,0.0009510398855989165,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,3,229,AP-SL,2.0,0.49913,0.0015811364365544169,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,3,229,AP-SL,3.0,0.31163,0.0014646390104732293,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,3,229,AP-SL,4.0,0.18308,0.001222954265702524,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,3,229,AP-SL,5.0,0.10566,0.000972090347652933,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,3,229,AP-SL,6.0,0.0603,0.000752754342398634,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,5,230,AP-SL,2.0,0.48208,0.001580123012932854,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,5,230,AP-SL,3.0,0.28981,0.0014346433839111377,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,5,230,AP-SL,4.0,0.16436,0.0011719462035434903,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,5,230,AP-SL,5.0,0.08955,0.000902944059729062,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,5,230,AP-SL,6.0,0.04921,0.0006840202913656875,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,7,231,AP-SL,2.0,0.46923,0.0015781419679483843,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,7,231,AP-SL,3.0,0.27325,0.0014091999059750182,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,7,231,AP-SL,4.0,0.15102,0.0011323116161198736,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,7,231,AP-SL,5.0,0.08148,0.0008651069852914147,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,7,231,AP-SL,6.0,0.04479,0.0006540936928300104,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,10,232,AP-SL,2.0,0.46254,0.0015766951144720403,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,10,232,AP-SL,3.0,0.26212,0.0013907304037806896,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,10,232,AP-SL,4.0,0.14143,0.0011019417185132796,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,10,232,AP-SL,5.0,0.07502,0.0008330186048342498,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,10,232,AP-SL,6.0,0.03945,0.0006155785693150793,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,13,233,AP-SL,2.0,0.46049,0.001576194657712048,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,13,233,AP-SL,3.0,0.25795,0.0013835165250187654,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,13,233,AP-SL,4.0,0.13735,0.0010885080500391351,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,13,233,AP-SL,5.0,0.07114,0.0008128905239944675,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.15,13,233,AP-SL,6.0,0.03792,0.0006040039205170775,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,1,234,AP-SL,2.0,0.586,0.0015575750383207867,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,1,234,AP-SL,3.0,0.41982,0.001560676672472553,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,1,234,AP-SL,4.0,0.29279,0.0014389719104277194,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,1,234,AP-SL,5.0,0.2009,0.0012670406070840823,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,1,234,AP-SL,6.0,0.13661,0.001086037328548149,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,3,235,AP-SL,2.0,0.51387,0.0015805303638336088,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,3,235,AP-SL,3.0,0.33698,0.001494739039431298,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,3,235,AP-SL,4.0,0.21302,0.0012947682402654152,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,3,235,AP-SL,5.0,0.13164,0.0010691628051891816,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,3,235,AP-SL,6.0,0.08127,0.0008640901984168088,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,5,236,AP-SL,2.0,0.4928,0.001580974889111146,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,5,236,AP-SL,3.0,0.3113,0.0014642141578334775,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,5,236,AP-SL,4.0,0.18676,0.0012323988899702889,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,5,236,AP-SL,5.0,0.1094,0.0009870746678949875,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,5,236,AP-SL,6.0,0.06429,0.0007756081220564932,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,7,237,AP-SL,2.0,0.48411,0.001580340178252771,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,7,237,AP-SL,3.0,0.297,0.0014449602070645408,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,7,237,AP-SL,4.0,0.17499,0.0012015344352119086,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,7,237,AP-SL,5.0,0.09982,0.0009479238766905284,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,7,237,AP-SL,6.0,0.0578,0.0007379644977910522,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,10,238,AP-SL,2.0,0.47404,0.0015790062647120815,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,10,238,AP-SL,3.0,0.28305,0.0014245444798250421,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,10,238,AP-SL,4.0,0.15957,0.001158047559904169,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,10,238,AP-SL,5.0,0.08855,0.000898381308242775,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,10,238,AP-SL,6.0,0.05041,0.0006918730512167677,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,13,239,AP-SL,2.0,0.46806,0.0015779094917009657,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,13,239,AP-SL,3.0,0.27226,0.001407602544754733,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,13,239,AP-SL,4.0,0.15107,0.001132465695286175,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,13,239,AP-SL,5.0,0.0826,0.0008705012349215825,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.2,13,239,AP-SL,6.0,0.04526,0.0006573547930912195,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,1,240,AP-SL,2.0,0.61624,0.0015378174872201188,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,1,240,AP-SL,3.0,0.46346,0.0015769109943176882,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,1,240,AP-SL,4.0,0.33869,0.0014965930772925552,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,1,240,AP-SL,5.0,0.24565,0.0013612717491375483,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,1,240,AP-SL,6.0,0.17638,0.0012052804470329718,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,3,241,AP-SL,2.0,0.54076,0.001575876335249692,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,3,241,AP-SL,3.0,0.36995,0.00152671869543803,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,3,241,AP-SL,4.0,0.24568,0.0013613277988787271,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,3,241,AP-SL,5.0,0.16074,0.0011614760109446944,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,3,241,AP-SL,6.0,0.1043,0.0009665480329502513,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,5,242,AP-SL,2.0,0.51567,0.0015803621455223484,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,5,242,AP-SL,3.0,0.33721,0.0014949896852486976,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,5,242,AP-SL,4.0,0.21325,0.0012952777211856924,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,5,242,AP-SL,5.0,0.13405,0.0010774070609569997,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,5,242,AP-SL,6.0,0.08351,0.000874849014973441,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,7,243,AP-SL,2.0,0.49831,0.0015811297982771685,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,7,243,AP-SL,3.0,0.31767,0.0014722627859862518,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,7,243,AP-SL,4.0,0.19563,0.0012544277703399266,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,7,243,AP-SL,5.0,0.11805,0.0010203636484116827,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,7,243,AP-SL,6.0,0.07164,0.000815522595640366,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,10,244,AP-SL,2.0,0.48594,0.0015805135760252108,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,10,244,AP-SL,3.0,0.3013,0.0014509249119096413,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,10,244,AP-SL,4.0,0.18013,0.0012152496990330834,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,10,244,AP-SL,5.0,0.1062,0.0009742769626753985,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,10,244,AP-SL,6.0,0.06275,0.000766892675020436,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,13,245,AP-SL,2.0,0.4703,0.0015783469517187912,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,13,245,AP-SL,3.0,0.27944,0.0014189900859414065,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,13,245,AP-SL,4.0,0.16023,0.0011599842546345187,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,13,245,AP-SL,5.0,0.0914,0.0009112960002106889,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.25,13,245,AP-SL,6.0,0.05147,0.000698719107367188,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,1,246,AP-SL,2.0,0.64639,0.0015118530613125074,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,1,246,AP-SL,3.0,0.50081,0.0015811367553124557,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,1,246,AP-SL,4.0,0.38101,0.0015357127983447946,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,1,246,AP-SL,5.0,0.28747,0.0014311918078999753,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,1,246,AP-SL,6.0,0.21468,0.0012984317371352258,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,3,247,AP-SL,2.0,0.56369,0.001568258855865319,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,3,247,AP-SL,3.0,0.39877,0.0015483942879641476,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,3,247,AP-SL,4.0,0.27554,0.0014128613109573068,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,3,247,AP-SL,5.0,0.18798,0.001235489860743503,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,3,247,AP-SL,6.0,0.12689,0.0010525631947773968,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,5,248,AP-SL,2.0,0.53244,0.0015778074863556707,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,5,248,AP-SL,3.0,0.36097,0.0015187845768903502,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,5,248,AP-SL,4.0,0.23984,0.0013502472899435865,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,5,248,AP-SL,5.0,0.1566,0.0011492451435616336,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,5,248,AP-SL,6.0,0.10179,0.0009561840612559906,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,7,249,AP-SL,2.0,0.51571,0.0015803581742756926,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,7,249,AP-SL,3.0,0.34037,0.00149839334989181,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,7,249,AP-SL,4.0,0.22007,0.0013101114269404722,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,7,249,AP-SL,5.0,0.13917,0.00109453967995683,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,7,249,AP-SL,6.0,0.08811,0.0008963628054532383,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,10,250,AP-SL,2.0,0.49796,0.0015811256698947116,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,10,250,AP-SL,3.0,0.3197,0.0014747606924514906,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,10,250,AP-SL,4.0,0.20003,0.001264982209756327,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,10,250,AP-SL,5.0,0.12363,0.0010408920361881918,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,10,250,AP-SL,6.0,0.07592,0.000837592702929055,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,13,251,AP-SL,2.0,0.47652,0.0015793944713085454,100000,measured anchor |AP-SL| >= tau
base,True,0.8,0.3,13,251,AP-SL,3.0,0.28573,0.0014285949989412672,100000,measured anchor |AP-SL| >= tau
