cell,u_anchor,u_long,anchor_mean_pct,long_mean_pct,combo,K,beat_cv,view_over,window,S_median_mm,axis,estimand,estimator,bias_mcse,relbias_pct_mcse,rmse_mcse,sd_err_mcse,bias,relbias_pct,rmse,sd_err
2,0.03,0.1,2.4,8.0,2.4/8,2,0.05,False,0.15,10.0,SL,T2,A5,0.003692258030212649,0.062369473761654755,0.002997449081841588,0.0026108337452552107,-0.06891690115868335,-0.4029600286852066,1.1696208114867543,1.1675945084518766
2,0.03,0.1,2.4,8.0,2.4/8,2,0.05,False,0.15,10.0,SL,T2,A6,0.004657024616409901,0.08280309975559369,0.0035839865219929696,0.0032930301516080427,0.06481293168888287,1.0148813401722654,1.474098658849064,1.4726804907327247
2,0.03,0.1,2.4,8.0,2.4/8,2,0.05,False,0.15,10.0,SL,T2,A7,0.0038371815037192506,0.06543839476592246,0.003278915752035532,0.002713310628510535,0.2993271335706527,5.102730974458323,1.2497912618426503,1.2134233347222696
3,0.03,0.1,2.4,8.0,2.4/8,2,0.05,False,0.15,13.0,AP,T1,A1,0.005942023061204652,0.043417294210478005,0.005687866043649115,0.004201665808926223,-0.22808595272987506,-1.4904353135277844,1.892815812535236,1.8790326782652798
3,0.03,0.1,2.4,8.0,2.4/8,2,0.05,False,0.15,13.0,AP,T1,A2,0.0057608305580488265,0.04093976892583036,0.005720617913445711,0.004073542720627531,-0.615427699130781,-4.241490638035583,1.9228715343318192,1.8217345777733145
3,0.03,0.1,2.4,8.0,2.4/8,2,0.05,False,0.15,13.0,AP,T1,A3,0.00582586127225005,0.04227773724265711,0.005689123574245028,0.00411952660954464,0.01917283235623102,0.594478682941024,1.842389647493519,1.8422990952476466
3,0.03,0.1,2.4,8.0,2.4/8,2,0.05,False,0.15,13.0,AP,T1,A4,0.0058260025624005925,0.04227662923334319,0.00568848142310132,0.004119626517267744,0.017976122021908736,0.5881811852113213,1.8424222600606293,1.842343775116313
3,0.03,0.1,2.4,8.0,2.4/8,2,0.05,False,0.15,13.0,AP,T1,A5,0.0057608305580488265,0.04093976892583036,0.005720617913445711,0.004073542720627531,-0.615427699130781,-4.241490638035583,1.9228715343318192,1.8217345777733145
3,0.03,0.1,2.4,8.0,2.4/8,2,0.05,False,0.15,13.0,AP,T1,A6,0.006649652922056089,0.04933752745025867,0.006079834546453824,0.004702038183972498,-0.24717491897061555,-1.693188949884566,2.1172717400147425,2.102804888329136
3,0.03,0.1,2.4,8.0,2.4/8,2,0.05,False,0.15,13.0,AP,T1,A7,0.005777748456864881,0.04187964341679076,0.005822137052418193,0.004085505541418045,0.11697480507824057,0.9677985479865138,1.8308160600470802,1.8270844871216143
