cell,p_beat_cv,p_view_over,p_ai_shared_lambda,ai,sigma_ai_mm,ref,m,mcse_apparent,mcse_diff,mcse_true,apparent,diff,true,rel_diff_pct,diff_mci_lo,diff_mci_hi
0,0.05,False,0.0,inherited,1.0,adj_tol3,loa_width,0.01994160677017078,0.01967234598922351,0.0055367187277885945,6.5625270243699205,2.5366794086160382,4.0258476157538805,63.009821799750846,2.4981223186816157,2.5752364985504608
0,0.05,False,0.0,inherited,1.0,adj_tol3,mae,0.0021853942725699525,0.0021557223979711874,0.0009782990739835343,1.3401957236973672,0.5150693157133642,0.8251264079840029,62.42307975232688,0.5108441774193471,0.5192944540073814
0,0.05,False,0.0,inherited,1.0,mean2,ba_bias,0.00870822686604163,0.008612266307218668,0.0016287520166819141,0.007076474487329744,0.1199154825925299,-0.11283900810520014,,0.10303575067196838,0.13679521451309143
0,0.05,False,0.0,inherited,1.0,mean2,icc,0.00030682619760532957,0.00024814672083622847,0.00010971163418166909,0.924788366378261,-0.047661518146479634,0.9724498845247406,,-0.04814787678603669,-0.047175159506922575
0,0.05,False,0.0,inherited,1.0,mean2,loa_hi,0.009640148996665944,0.00959931161301146,0.0027724358160446075,3.2830618236215776,1.3829770238498378,1.9000847997717405,,1.3641627186635534,1.4017913290361221
0,0.05,False,0.0,inherited,1.0,mean2,loa_lo,0.01014180388094834,0.009912134691518071,0.002764282911743987,-3.2689088746469186,-1.1431460586647777,-2.1257628159821405,,-1.1625734858233043,-1.123718631506251
0,0.05,False,0.0,inherited,1.0,mean2,loa_width,0.019781952877614285,0.019511446304529532,0.0055367187277885945,6.551970698268496,2.5261230825146157,4.0258476157538805,62.747608047294996,2.487881350169805,2.5643648148594265
0,0.05,False,0.0,inherited,1.0,mean2,mae,0.002138042776637616,0.002110535596521244,0.0009782990739835343,1.3377081511165343,0.5125817431325314,0.8251264079840029,62.12160199609912,0.5084451693426312,0.5167183169224315
0,0.05,False,0.0,inherited,1.0,single,ba_bias,0.008767283509728371,0.008677540832030853,0.0016287520166819141,0.007593930383652103,0.12043293848885225,-0.11283900810520014,,0.10342527084954173,0.13744060612816278
0,0.05,False,0.0,inherited,1.0,single,icc,0.0003751719333752274,0.00032003038698729866,0.00010971163418166909,0.9146906216699324,-0.05775926285480828,0.9724498845247406,,-0.058386510892209455,-0.0571320148174071
0,0.05,False,0.0,inherited,1.0,single,loa_hi,0.010460540761415154,0.010436243738971025,0.0027724358160446075,3.524759754207899,1.6246749544361583,1.9000847997717405,,1.6042202924125497,1.6451296164597669
0,0.05,False,0.0,inherited,1.0,single,loa_lo,0.01076646452250382,0.010557943961815275,0.002764282911743987,-3.5095718934405946,-1.3838090774584537,-2.1257628159821405,,-1.404502267537629,-1.3631158873792784
0,0.05,False,0.0,inherited,1.0,single,loa_width,0.021227005283918972,0.0209941877007863,0.0055367187277885945,7.034331647648494,3.008484031894612,4.0258476157538805,74.72920783493795,2.967336179791828,3.049631883997396
0,0.05,False,0.0,inherited,1.0,single,mae,0.002687401841435004,0.0026797158302474325,0.0009782990739835343,1.4404922335805428,0.6153658255965395,0.8251264079840029,74.57837001000092,0.6101136790390245,0.6206179721540546
0,0.05,False,0.0,inherited,2.0,adj_tol1,ba_bias,0.009414448681144626,0.008997345949930288,0.0031925966925119265,0.010981090340235792,0.1241182838600092,-0.1131371935197734,,0.10648380970260003,0.14175275801741838
0,0.05,False,0.0,inherited,2.0,adj_tol1,icc,0.0005485246038149607,0.00032084387215294,0.000375938143101782,0.8551847082246751,-0.047621360578378784,0.9028060688030539,,-0.04825020301741915,-0.04699251813933842
0,0.05,False,0.0,inherited,2.0,adj_tol1,loa_hi,0.010993843918066425,0.01018441692324524,0.005426796466474034,4.795340633864361,0.9658765859384656,3.829464047925897,,0.9459154954079142,0.985837676469017
0,0.05,False,0.0,inherited,2.0,adj_tol1,loa_lo,0.011347373354935795,0.010377095560394062,0.005386710138650499,-4.773378453183891,-0.7176400182184473,-4.055738434965443,,-0.7379787519413794,-0.6973012844955151
0,0.05,False,0.0,inherited,2.0,adj_tol1,loa_width,0.02234121727300222,0.020561512483639303,0.010813506605124534,9.568719087048253,1.683516604156913,7.88520248289134,21.35032813437154,1.6432167799034294,1.7238164284103965
0,0.05,False,0.0,inherited,2.0,adj_tol1,mae,0.002695090818899404,0.0023291339718028875,0.001901263174721063,1.963843353552572,0.35382872107699803,1.610014632475574,21.97673946186114,0.34926370234108733,0.35839373981290873
0,0.05,False,0.0,inherited,2.0,adj_tol2,ba_bias,0.009305066567796397,0.008857643502043237,0.0031925966925119265,0.008921938607183046,0.12205913212695646,-0.1131371935197734,,0.10469846973811779,0.13941979451579514
