cell,p_beat_cv,p_view_over,p_ai_shared_lambda,ai,sigma_ai_mm,ref,metric,value,mcse,n,mci_lo,mci_hi,note
1,0.05,False,0.5,inherited,2.0,mean2,paired_mae_diff_sd,0.01754280358402933,0.000277445449387174,2000,0.01699902049126665,0.018086586676792013,
1,0.05,False,0.5,inherited,2.0,single,p_lower_mae_than_independent,0.7105,0.010141246225193431,2000,0.690623522483485,0.730376477516515,
1,0.05,False,0.5,inherited,2.0,single,paired_mae_diff_mean,-0.009063235181778453,0.0003934299766172652,2000,-0.009834343772469134,-0.008292126591087771,
1,0.05,False,0.5,inherited,2.0,single,paired_mae_diff_sd,0.017594723442047155,0.0002782665797310711,2000,0.017049330963371127,0.018140115920723184,
1,0.05,False,0.5,inherited,3.0,T1,p_lower_mae_than_independent,0.3515,0.010675854766715403,2000,0.33057570898800936,0.3724242910119906,
1,0.05,False,0.5,inherited,3.0,T1,paired_mae_diff_mean,0.0054001912052739345,0.00032768793699309505,2000,0.0047579346455332,0.006042447765014669,
1,0.05,False,0.5,inherited,3.0,T1,paired_mae_diff_sd,0.014654650050464572,0.0002317683116833395,2000,0.014200392503224447,0.015108907597704696,
1,0.05,False,0.5,inherited,3.0,adj_tol1,p_lower_mae_than_independent,0.678,0.010447870596442128,2000,0.6575225497543149,0.6984774502456852,
1,0.05,False,0.5,inherited,3.0,adj_tol1,paired_mae_diff_mean,-0.0072783934094206165,0.00037536986441338046,2000,-0.008014104830355723,-0.0065426819884855094,
1,0.05,False,0.5,inherited,3.0,adj_tol1,paired_mae_diff_sd,0.01678705067066396,0.0002654929581180355,2000,0.0162666940304991,0.017307407310828818,
1,0.05,False,0.5,inherited,3.0,adj_tol2,p_lower_mae_than_independent,0.6735,0.010485650909695592,2000,0.6529485017004294,0.6940514982995706,
1,0.05,False,0.5,inherited,3.0,adj_tol2,paired_mae_diff_mean,-0.007137733696679849,0.00037866278600983723,2000,-0.007879899125398833,-0.006395568267960864,
1,0.05,False,0.5,inherited,3.0,adj_tol2,paired_mae_diff_sd,0.01693431460134905,0.00026782198763898634,2000,0.016409393147168192,0.017459236055529907,
1,0.05,False,0.5,inherited,3.0,adj_tol3,p_lower_mae_than_independent,0.673,0.01048978074127386,2000,0.6524404073792099,0.6935595926207901,
1,0.05,False,0.5,inherited,3.0,adj_tol3,paired_mae_diff_mean,-0.007115717017473337,0.0003769068854993122,2000,-0.007854440944404111,-0.006376993090542563,
1,0.05,False,0.5,inherited,3.0,adj_tol3,paired_mae_diff_sd,0.01685578834328384,0.00026658006796216626,2000,0.01633330100696044,0.017378275679607237,
1,0.05,False,0.5,inherited,3.0,mean2,p_lower_mae_than_independent,0.6715,0.010502089077893026,2000,0.6509162834825365,0.6920837165174635,
1,0.05,False,0.5,inherited,3.0,mean2,paired_mae_diff_mean,-0.0071212696176259985,0.00037632663171991457,2000,-0.007858856268038289,-0.0063836829672137075,
1,0.05,False,0.5,inherited,3.0,mean2,paired_mae_diff_sd,0.01682983860538515,0.00026616966396611773,2000,0.016308155646119465,0.017351521564650838,
1,0.05,False,0.5,inherited,3.0,single,p_lower_mae_than_independent,0.669,0.010522333391410862,2000,0.6483766053568368,0.6896233946431632,
1,0.05,False,0.5,inherited,3.0,single,paired_mae_diff_mean,-0.0069882307670128705,0.000373678195128633,2000,-0.007720626577049966,-0.006255834956975775,
1,0.05,False,0.5,inherited,3.0,single,paired_mae_diff_sd,0.016711396920341084,0.0002642964681353703,2000,0.01619338535746861,0.017229408483213558,
1,0.05,False,0.5,shared,1.0,T1,p_lower_mae_than_independent,0.0,0.0,2000,0.0,0.0,
1,0.05,False,0.5,shared,1.0,T1,paired_mae_diff_mean,0.14490723846988035,0.0008743109645259119,2000,0.1431936204546043,0.1466208564851564,
1,0.05,False,0.5,shared,1.0,T1,paired_mae_diff_sd,0.03910037500306693,0.0006183858276683302,2000,0.0378883610427268,0.04031238896340706,
1,0.05,False,0.5,shared,1.0,adj_tol1,p_lower_mae_than_independent,1.0,0.0,2000,1.0,1.0,
1,0.05,False,0.5,shared,1.0,adj_tol1,paired_mae_diff_mean,-0.26357676292633936,0.0011667485432711735,2000,-0.2658635480682033,-0.26128997778447544,
1,0.05,False,0.5,shared,1.0,adj_tol1,paired_mae_diff_sd,0.052178581108063976,0.0008252221382157676,2000,0.05056117542515805,0.053795986790969905,
1,0.05,False,0.5,shared,1.0,adj_tol2,p_lower_mae_than_independent,1.0,0.0,2000,1.0,1.0,
1,0.05,False,0.5,shared,1.0,adj_tol2,paired_mae_diff_mean,-0.26998795047321955,0.0011492824392268055,2000,-0.27224050267993627,-0.26773539826650283,
1,0.05,False,0.5,shared,1.0,adj_tol2,paired_mae_diff_sd,0.05139747318915816,0.0008128686488465998,2000,0.04980427990069018,0.05299066647762614,
1,0.05,False,0.5,shared,1.0,adj_tol3,p_lower_mae_than_independent,1.0,0.0,2000,1.0,1.0,
1,0.05,False,0.5,shared,1.0,adj_tol3,paired_mae_diff_mean,-0.2724848469546964,0.001128258510954864,2000,-0.2746961930188615,-0.27027350089053126,
