cell,p_beat_cv,p_sigma_rb_mm,p_ai_draft_sigma_mm,sentinel_n,w_anchor,metric,value,mcse,n,test,mci_lo,mci_hi,size_valid_strict,size_valid_liberal,nominal_outside_mci,above_nominal_mci,below_nominal_mci
7,0.05,2.0,2.0,10,0.0,power_reject_either_unadjusted,0.098,0.006648157639526909,2000,either_unadjusted,0.08496985036020228,0.11103014963979772,False,False,True,True,False
7,0.05,2.0,2.0,25,0.0,power_reject_either_unadjusted,0.114,0.0071064759198916595,2000,either_unadjusted,0.10007156303014547,0.12792843696985454,False,False,True,True,False
7,0.05,2.0,2.0,50,0.0,power_reject_either_unadjusted,0.1125,0.0070655413805312895,2000,either_unadjusted,0.09865179325364837,0.12634820674635164,False,False,True,True,False
7,0.05,2.0,2.0,100,0.0,power_reject_either_unadjusted,0.1155,0.007147018609182433,2000,either_unadjusted,0.10149210081867237,0.12950789918132766,False,False,True,True,False
7,0.05,2.0,2.0,10,0.0,power_reject_f_variance,0.0495,0.004850244839180801,2000,f_variance,0.03999369472401984,0.059006305275980164,True,True,False,False,False
7,0.05,2.0,2.0,25,0.0,power_reject_f_variance,0.0635,0.005452877680637995,2000,f_variance,0.05281255604954603,0.07418744395045397,False,True,True,True,False
7,0.05,2.0,2.0,50,0.0,power_reject_f_variance,0.0675,0.005609979946488223,2000,f_variance,0.05650464126416116,0.07849535873583885,False,True,True,True,False
7,0.05,2.0,2.0,100,0.0,power_reject_f_variance,0.0635,0.005452877680637995,2000,f_variance,0.05281255604954603,0.07418744395045397,False,True,True,True,False
7,0.05,2.0,2.0,10,0.0,power_reject_welch_mean,0.0485,0.004803527349771208,2000,welch_mean,0.03908525932143302,0.05791474067856698,True,True,False,False,False
7,0.05,2.0,2.0,25,0.0,power_reject_welch_mean,0.0505,0.00489641450451246,2000,welch_mean,0.04090320384207774,0.060096796157922266,True,True,False,False,False
7,0.05,2.0,2.0,50,0.0,power_reject_welch_mean,0.0455,0.004659922209651144,2000,welch_mean,0.0363667202262833,0.054633279773716695,True,True,False,False,False
7,0.05,2.0,2.0,100,0.0,power_reject_welch_mean,0.053,0.005009540897128199,2000,welch_mean,0.043181480185101026,0.06281851981489897,True,True,False,False,False
8,0.05,2.0,3.0,10,0.0,power_reject_bf,0.044,0.0045860658521220555,2000,bf,0.03501147602821145,0.05298852397178855,True,True,False,False,False
8,0.05,2.0,3.0,25,0.0,power_reject_bf,0.0505,0.00489641450451246,2000,bf,0.04090320384207774,0.060096796157922266,True,True,False,False,False
8,0.05,2.0,3.0,50,0.0,power_reject_bf,0.041,0.004433903472111228,2000,bf,0.032309708815186994,0.04969029118481301,True,True,True,False,True
8,0.05,2.0,3.0,100,0.0,power_reject_bf,0.052,0.004964675215963275,2000,bf,0.04226941530501975,0.061730584694980245,True,True,False,False,False
8,0.05,2.0,3.0,10,0.0,power_reject_bf_onesided,0.0315,0.0039056209493497957,2000,bf_onesided,0.023845123541628578,0.03915487645837142,True,True,True,False,True
8,0.05,2.0,3.0,25,0.0,power_reject_bf_onesided,0.037,0.0042208411483968455,2000,bf_onesided,0.028727303299423523,0.04527269670057647,True,True,True,False,True
8,0.05,2.0,3.0,50,0.0,power_reject_bf_onesided,0.0375,0.004248161366991607,2000,bf_onesided,0.02917375665450566,0.04582624334549434,True,True,True,False,True
