cell,u_anchor,u_long,anchor_mean_pct,long_mean_pct,combo,axis,estimand,cutoff_mm,estimator,nri_events_vs_A1_mcse,nri_nonevents_vs_A1_mcse,nri_vs_A1_mcse,ppv_mcse,prevalence_mcse,sensitivity_mcse,specificity_mcse,nri_events_vs_A1,nri_nonevents_vs_A1,nri_vs_A1,ppv,prevalence,sensitivity,specificity
2,0.03,0.5,2.4,40.0,2.4/40,SL,T1,13.0,A3,0.003204922297372599,0.00025709467139054177,0.003215217660167577,0.006066808038728061,0.0006646386807882911,0.00565084525435747,0.00055257249721552,0.05008635578583765,-0.006343846992701955,0.043742508793135695,0.5700555638984832,0.04632,0.8195164075993091,0.9699794480328832
2,0.03,0.5,2.4,40.0,2.4/40,SL,T1,13.0,A4,0.002921488923913049,0.00021416485158837925,0.002929328270474734,0.006146248320901369,0.0006646386807882911,0.005756412946585387,0.0005348585676203413,0.04123488773747841,-0.004393507256102676,0.03684138048137573,0.5837997512437811,0.04632,0.8106649395509499,0.9719297877694825
2,0.03,0.5,2.4,40.0,2.4/40,SL,T1,13.0,A5,0.007167788053417913,0.00044449046927857425,0.007181556750176109,0.008109725710163548,0.0006646386807882911,0.007249645832986842,0.0002296257438393844,-0.3503886010362694,0.018622598775270532,-0.33176600226099884,0.8010730499380933,0.04632,0.41904145077720206,0.9949458938008556
2,0.03,0.5,2.4,40.0,2.4/40,SL,T1,13.0,A6,0.0055930837015212235,0.00046438583715249554,0.00561232923998318,0.006283868555922997,0.0006646386807882911,0.006439157332551538,0.0005508863049558067,-0.02871329879101899,-0.006155104437547187,-0.03486840322856618,0.5466857871255577,0.04632,0.7407167530224525,0.9701681905880379
2,0.03,0.5,2.4,40.0,2.4/40,SL,T1,13.0,A7,0.005516613176608405,0.0006180314305086954,0.0055511245517846294,0.005551739121232033,0.0006646386807882911,0.005564948670075143,0.0006689274895887754,0.05699481865284975,-0.02099236641221374,0.03600245224063601,0.4732937685459941,0.04632,0.8264248704663213,0.9553309286133713
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,7.0,A1,0.0,0.0,0.0,0.0007790398953703094,0.0012344533004532818,0.0010229546962523648,0.002943341038542204,0.0,0.0,0.0,0.950549379607752,0.81243,0.9061826865083761,0.7958095644292797
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,7.0,A2,0.0008391989243441597,0.0025078016349452054,0.0026444893410362312,0.0007056599797132574,0.0012344533004532818,0.0009675630726037126,0.0027214374822464226,0.010880937434609751,0.03747934104600949,0.04836027848061924,0.9597202184666117,0.81243,0.9170636239429859,0.8332889054752892
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,7.0,A3,0.0008394388088349088,0.0026647973822320004,0.0027938866480458173,0.0009265243293449822,0.0012344533004532818,0.0006253667553304022,0.003509885470660816,0.06096525239097522,-0.15823425920989498,-0.09726900681891976,0.9203720189289228,0.81243,0.9671479388993514,0.6375753052193848
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,7.0,A4,0.000823880494446306,0.002599329045882696,0.0027267729201197774,0.0009193452295353889,0.0012344533004532818,0.0006468958659267217,0.0034896695603557487,0.058577354356683035,-0.1489044090206323,-0.09032705466394925,0.9220851028787219,0.81243,0.9647600408650592,0.6469051554086475
3,0.06,0.1,4.8,8.0,4.8/8,AP,T1,7.0,A5,0.0007751250903799819,0.002330984256277367,0.002456482548024619,0.000712352800733544,0.0012344533004532818,0.0009962027497006924,0.0027307996035198737,0.005366616200780376,0.0360398784453804,0.04140649464616077,0.959150898188082,0.81243,0.9115493027091565,0.8318494428746601
