cell,p_beat_cv,p_view_over,p_ai_shared_lambda,ref,metric,value,mcse,n,mci_lo,mci_hi
6,0.15,False,0.0,adj_tol2,p_adjudicated,0.1943475,0.0018374796699946972,2000,0.19074610599607852,0.1979488940039215
6,0.15,False,0.0,adj_tol2,ref_ba_bias_vs_T1,0.2601955045900987,0.008773583357870965,2000,0.24299959705767252,0.27739141212252494
6,0.15,False,0.0,adj_tol2,ref_mae_vs_T1,1.3042832117415804,0.0026916598660254422,2000,1.2990076553039256,1.309558768179235
6,0.15,False,0.0,adj_tol3,p_adjudicated,0.05901000000000001,0.0009171112236246207,2000,0.0572124950176998,0.06080750498230021
6,0.15,False,0.0,adj_tol3,ref_ba_bias_vs_T1,0.2608854045674174,0.00865292843791316,2000,0.24392597633453134,0.2778448328003034
6,0.15,False,0.0,adj_tol3,ref_mae_vs_T1,1.2802945312108578,0.002593284072580929,2000,1.2752117877868259,1.2853772746348897
6,0.15,False,0.0,mean2,ref_ba_bias_vs_T1,0.25929299465813893,0.00859445928218697,2000,0.24244816386558662,0.2761378254506912
6,0.15,False,0.0,mean2,ref_mae_vs_T1,1.2639934678869058,0.0025011696922455644,2000,1.2590912653322135,1.2688956704415981
6,0.15,False,0.0,single,ref_ba_bias_vs_T1,0.258806775817146,0.008715804280661148,2000,0.24172411319600426,0.2758894384382877
6,0.15,False,0.0,single,ref_mae_vs_T1,1.421801293743404,0.002942794134925041,2000,1.4160335231795398,1.427569064307268
7,0.15,False,0.5,R_img,ref_ba_bias_vs_T1,0.041023731777725246,0.002587205428822085,2000,0.035952902276629395,0.0460945612788211
7,0.15,False,0.5,R_img,ref_mae_vs_T1,1.1895342105815587,0.0017867144676148134,2000,1.1860323145467546,1.1930361066163628
7,0.15,False,0.5,adj_tol1,p_adjudicated,0.5077200000000001,0.002093526863301181,2000,0.5036167627148969,0.5118232372851033
7,0.15,False,0.5,adj_tol1,ref_ba_bias_vs_T1,0.26026477568104484,0.008810603713516912,2000,0.24299630958428536,0.2775332417778043
7,0.15,False,0.5,adj_tol1,ref_mae_vs_T1,1.3516416889738603,0.002771328568136921,2000,1.3462099847481404,1.3570733931995802
7,0.15,False,0.5,adj_tol2,p_adjudicated,0.1937125,0.0018924139444486167,2000,0.19000343679578272,0.1974215632042173
7,0.15,False,0.5,adj_tol2,ref_ba_bias_vs_T1,0.2632857237151557,0.008757489297440616,2000,0.24612135996178677,0.28045008746852457
7,0.15,False,0.5,adj_tol2,ref_mae_vs_T1,1.3033053339767686,0.0026540149589340417,2000,1.2981035602017965,1.3085071077517407
7,0.15,False,0.5,adj_tol3,p_adjudicated,0.060145000000000004,0.0009506596995940324,2000,0.05828174121254488,0.062008258787455126
7,0.15,False,0.5,adj_tol3,ref_ba_bias_vs_T1,0.26262436625025326,0.008627655888941871,2000,0.24571447130353918,0.27953426119696734
7,0.15,False,0.5,adj_tol3,ref_mae_vs_T1,1.2802523367237253,0.0025558794486091998,2000,1.2752429050161114,1.2852617684313392
7,0.15,False,0.5,mean2,ref_ba_bias_vs_T1,0.26035324528315734,0.008577858386615697,2000,0.24354095164829248,0.2771655389180222
7,0.15,False,0.5,mean2,ref_mae_vs_T1,1.263714472482745,0.0024796240752646393,2000,1.258854498561693,1.268574446403797
7,0.15,False,0.5,single,ref_ba_bias_vs_T1,0.26048415120877316,0.008647705697177476,2000,0.24353495935971042,0.2774333430578359
7,0.15,False,0.5,single,ref_mae_vs_T1,1.4193320583141857,0.0029293786142995,2000,1.4135905816877887,1.4250735349405828
8,0.15,False,1.0,R_img,ref_ba_bias_vs_T1,0.03550464863227266,0.002539066901006953,2000,0.030528168912707467,0.04048112835183785
8,0.15,False,1.0,R_img,ref_mae_vs_T1,1.1896848473765675,0.001779538616889623,2000,1.1861970157508541,1.193172679002281
8,0.15,False,1.0,adj_tol1,p_adjudicated,0.5112724999999999,0.00205722816326553,2000,0.5072404068602133,0.5153045931397865
8,0.15,False,1.0,adj_tol1,ref_ba_bias_vs_T1,0.26112306624732307,0.00860101364341843,2000,0.24426538914271412,0.277980743351932
8,0.15,False,1.0,adj_tol1,ref_mae_vs_T1,1.3502357417653865,0.0028416489318099283,2000,1.3446662121584005,1.3558052713723725
