cell,p_beat_cv,p_sigma_rb_mm,p_ai_draft_sigma_mm,test,w_anchor,min_n_any,min_n_strict,min_n_liberal,max_power_tested,power_at_min_n_any,mcse_power_any,power_mci_lo_any,size_at_min_n_any,power_at_min_n_strict,mcse_power_strict,power_mci_lo_strict,size_at_min_n_strict,power_at_min_n_liberal,mcse_power_liberal,power_mci_lo_liberal,size_at_min_n_liberal
27,0.2,0.0,1.0,f_variance,0.5,10.0,,,1.0,0.8255,0.008486747021091178,0.808866281361554,0.088,,,,,,,,
27,0.2,0.0,1.0,welch_mean,0.1,,,,0.059,,,,,,,,,,,,
27,0.2,0.0,1.0,welch_mean,0.2,,,,0.0695,,,,,,,,,,,,
27,0.2,0.0,1.0,welch_mean,0.3,,,,0.084,,,,,,,,,,,,
27,0.2,0.0,1.0,welch_mean,0.5,,,,0.144,,,,,,,,,,,,
28,0.2,0.0,2.0,bf,0.1,,,,0.2055,,,,,,,,,,,,
28,0.2,0.0,2.0,bf,0.2,,,,0.691,,,,,,,,,,,,
28,0.2,0.0,2.0,bf,0.3,50.0,50.0,50.0,0.973,0.839,0.008218241904446474,0.8228925417239934,0.053,0.839,0.008218241904446474,0.8228925417239934,0.053,0.839,0.008218241904446474,0.8228925417239934,0.053
28,0.2,0.0,2.0,bf,0.5,25.0,25.0,25.0,1.0,0.9785,0.003243281517229114,0.9721432849843656,0.0455,0.9785,0.003243281517229114,0.9721432849843656,0.0455,0.9785,0.003243281517229114,0.9721432849843656,0.0455
28,0.2,0.0,2.0,bf_onesided,0.1,,,,0.296,,,,,,,,,,,,
28,0.2,0.0,2.0,bf_onesided,0.2,,,,0.787,,,,,,,,,,,,
28,0.2,0.0,2.0,bf_onesided,0.3,50.0,50.0,50.0,0.9855,0.893,0.0069119823495145,0.8794527634263162,0.047,0.893,0.0069119823495145,0.8794527634263162,0.047,0.893,0.0069119823495145,0.8794527634263162,0.047
28,0.2,0.0,2.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.801,0.008927457644816915,0.7835025044046341,0.0375,0.801,0.008927457644816915,0.7835025044046341,0.0375,0.801,0.008927457644816915,0.7835025044046341,0.0375
28,0.2,0.0,2.0,either_unadjusted,0.1,,,,0.415,,,,,,,,,,,,
28,0.2,0.0,2.0,either_unadjusted,0.2,100.0,,,0.8395,0.8395,0.00820791538699078,0.823412781326452,0.131,,,,,,,,
28,0.2,0.0,2.0,either_unadjusted,0.3,50.0,,,0.9885,0.9295,0.005724061058374553,0.918281046391784,0.126,,,,,,,,
28,0.2,0.0,2.0,either_unadjusted,0.5,10.0,,,1.0,0.8855,0.007120033356663438,0.8715449909421404,0.11,,,,,,,,
28,0.2,0.0,2.0,f_variance,0.1,,,,0.382,,,,,,,,,,,,
28,0.2,0.0,2.0,f_variance,0.2,100.0,,,0.8255,0.8255,0.008486747021091178,0.808866281361554,0.082,,,,,,,,
28,0.2,0.0,2.0,f_variance,0.3,50.0,,,0.9865,0.9215,0.006014056451347959,0.9097126658613902,0.0815,,,,,,,,
28,0.2,0.0,2.0,f_variance,0.5,10.0,,10.0,1.0,0.864,0.00766498532288223,0.8489769047066225,0.068,,,,,0.864,0.00766498532288223,0.8489769047066225,0.068
28,0.2,0.0,2.0,welch_mean,0.1,,,,0.054,,,,,,,,,,,,
28,0.2,0.0,2.0,welch_mean,0.2,,,,0.0575,,,,,,,,,,,,
28,0.2,0.0,2.0,welch_mean,0.3,,,,0.0645,,,,,,,,,,,,
28,0.2,0.0,2.0,welch_mean,0.5,,,,0.1,,,,,,,,,,,,
29,0.2,0.0,3.0,bf,0.1,,,,0.2325,,,,,,,,,,,,
29,0.2,0.0,3.0,bf,0.2,,,,0.7045,,,,,,,,,,,,
29,0.2,0.0,3.0,bf,0.3,50.0,50.0,50.0,0.979,0.8525,0.007929178709046731,0.836959095180702,0.047,0.8525,0.007929178709046731,0.836959095180702,0.047,0.8525,0.007929178709046731,0.836959095180702,0.047
29,0.2,0.0,3.0,bf,0.5,25.0,25.0,25.0,1.0,0.9805,0.003091904752737377,0.9744399779932059,0.05,0.9805,0.003091904752737377,0.9744399779932059,0.05,0.9805,0.003091904752737377,0.9744399779932059,0.05
29,0.2,0.0,3.0,bf_onesided,0.1,,,,0.3245,,,,,,,,,,,,
29,0.2,0.0,3.0,bf_onesided,0.2,,,,0.7955,,,,,,,,,,,,
29,0.2,0.0,3.0,bf_onesided,0.3,50.0,50.0,50.0,0.99,0.9085,0.006447005118657811,0.895864102059615,0.038,0.9085,0.006447005118657811,0.895864102059615,0.038,0.9085,0.006447005118657811,0.895864102059615,0.038
29,0.2,0.0,3.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.8125,0.008727650027355588,0.795394120141784,0.0295,0.8125,0.008727650027355588,0.795394120141784,0.0295,0.8125,0.008727650027355588,0.795394120141784,0.0295
29,0.2,0.0,3.0,either_unadjusted,0.1,,,,0.4215,,,,,,,,,,,,
29,0.2,0.0,3.0,either_unadjusted,0.2,100.0,,,0.8675,0.8675,0.007581020709640621,0.85264147232585,0.118,,,,,,,,
29,0.2,0.0,3.0,either_unadjusted,0.3,25.0,,,0.997,0.8,0.008944271909999158,0.7824695490501905,0.104,,,,,,,,
29,0.2,0.0,3.0,either_unadjusted,0.5,10.0,,,1.0,0.906,0.0065254884874620675,0.89321027748216,0.103,,,,,,,,
29,0.2,0.0,3.0,f_variance,0.1,,,,0.3865,,,,,,,,,,,,
29,0.2,0.0,3.0,f_variance,0.2,100.0,,100.0,0.8555,0.8555,0.00786192565469809,0.8400909087461154,0.0695,,,,,0.8555,0.00786192565469809,0.8400909087461154,0.0695
29,0.2,0.0,3.0,f_variance,0.3,50.0,50.0,50.0,0.997,0.9335,0.005571254347092763,0.9225805420448546,0.0565,0.9335,0.005571254347092763,0.9225805420448546,0.0565,0.9335,0.005571254347092763,0.9225805420448546,0.0565
29,0.2,0.0,3.0,f_variance,0.5,10.0,10.0,10.0,1.0,0.884,0.0071604469134265636,0.8699657818257728,0.0505,0.884,0.0071604469134265636,0.8699657818257728,0.0505,0.884,0.0071604469134265636,0.8699657818257728,0.0505
29,0.2,0.0,3.0,welch_mean,0.1,,,,0.0545,,,,,,,,,,,,
29,0.2,0.0,3.0,welch_mean,0.2,,,,0.0565,,,,,,,,,,,,
29,0.2,0.0,3.0,welch_mean,0.3,,,,0.059,,,,,,,,,,,,
29,0.2,0.0,3.0,welch_mean,0.5,,,,0.081,,,,,,,,,,,,
30,0.2,0.75,1.0,bf,0.1,,,,0.2055,,,,,,,,,,,,
30,0.2,0.75,1.0,bf,0.2,,,,0.645,,,,,,,,,,,,
30,0.2,0.75,1.0,bf,0.3,100.0,100.0,100.0,0.9565,0.9565,0.004561126505590477,0.9475603562495969,0.0485,0.9565,0.004561126505590477,0.9475603562495969,0.0485,0.9565,0.004561126505590477,0.9475603562495969,0.0485
30,0.2,0.75,1.0,bf,0.5,25.0,25.0,25.0,1.0,0.9585,0.004459694496263168,0.949759159336326,0.0505,0.9585,0.004459694496263168,0.949759159336326,0.0505,0.9585,0.004459694496263168,0.949759159336326,0.0505
30,0.2,0.75,1.0,bf_onesided,0.1,,,,0.2855,,,,,,,,,,,,
30,0.2,0.75,1.0,bf_onesided,0.2,,,,0.745,,,,,,,,,,,,
30,0.2,0.75,1.0,bf_onesided,0.3,50.0,50.0,50.0,0.976,0.8495,0.007995303308818246,0.8338294933456354,0.0505,0.8495,0.007995303308818246,0.8338294933456354,0.0505,0.8495,0.007995303308818246,0.8338294933456354,0.0505
30,0.2,0.75,1.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.975,0.003491060010942237,0.9681576480567136,0.04,0.975,0.003491060010942237,0.9681576480567136,0.04,0.975,0.003491060010942237,0.9681576480567136,0.04
30,0.2,0.75,1.0,either_unadjusted,0.1,,,,0.451,,,,,,,,,,,,
30,0.2,0.75,1.0,either_unadjusted,0.2,100.0,,,0.8235,0.8235,0.008524897360085926,0.8067915080705366,0.1695,,,,,,,,
30,0.2,0.75,1.0,either_unadjusted,0.3,50.0,,,0.9835,0.9085,0.006447005118657811,0.895864102059615,0.162,,,,,,,,
30,0.2,0.75,1.0,either_unadjusted,0.5,10.0,,,1.0,0.865,0.007641171376170017,0.8500235791848763,0.139,,,,,,,,
30,0.2,0.75,1.0,f_variance,0.1,,,,0.4035,,,,,,,,,,,,
30,0.2,0.75,1.0,f_variance,0.2,,,,0.7915,,,,,,,,,,,,
30,0.2,0.75,1.0,f_variance,0.3,50.0,,,0.977,0.884,0.0071604469134265636,0.8699657818257728,0.1125,,,,,,,,
30,0.2,0.75,1.0,f_variance,0.5,10.0,,,1.0,0.8225,0.008543820866567839,0.8057544186790783,0.0875,,,,,,,,
30,0.2,0.75,1.0,welch_mean,0.1,,,,0.0655,,,,,,,,,,,,
30,0.2,0.75,1.0,welch_mean,0.2,,,,0.105,,,,,,,,,,,,
30,0.2,0.75,1.0,welch_mean,0.3,,,,0.1765,,,,,,,,,,,,
30,0.2,0.75,1.0,welch_mean,0.5,,,,0.335,,,,,,,,,,,,
31,0.2,0.75,2.0,bf,0.1,,,,0.202,,,,,,,,,,,,
31,0.2,0.75,2.0,bf,0.2,,,,0.6685,,,,,,,,,,,,
31,0.2,0.75,2.0,bf,0.3,50.0,50.0,50.0,0.97,0.827,0.008457866161154362,0.8104228868073192,0.0475,0.827,0.008457866161154362,0.8104228868073192,0.0475,0.827,0.008457866161154362,0.8104228868073192,0.0475
31,0.2,0.75,2.0,bf,0.5,25.0,25.0,25.0,1.0,0.9785,0.003243281517229114,0.9721432849843656,0.0495,0.9785,0.003243281517229114,0.9721432849843656,0.0495,0.9785,0.003243281517229114,0.9721432849843656,0.0495
31,0.2,0.75,2.0,bf_onesided,0.1,,,,0.305,,,,,,,,,,,,
31,0.2,0.75,2.0,bf_onesided,0.2,,,,0.7645,,,,,,,,,,,,
31,0.2,0.75,2.0,bf_onesided,0.3,50.0,50.0,50.0,0.988,0.8905,0.006982469119158352,0.8768146118953378,0.041,0.8905,0.006982469119158352,0.8768146118953378,0.041,0.8905,0.006982469119158352,0.8768146118953378,0.041
31,0.2,0.75,2.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.989,0.0023322735688593665,0.9844288277668841,0.034,0.989,0.0023322735688593665,0.9844288277668841,0.034,0.989,0.0023322735688593665,0.9844288277668841,0.034
31,0.2,0.75,2.0,either_unadjusted,0.1,,,,0.4115,,,,,,,,,,,,
31,0.2,0.75,2.0,either_unadjusted,0.2,100.0,,,0.8385,0.8385,0.008228540271518392,0.8223723572952737,0.1225,,,,,,,,
31,0.2,0.75,2.0,either_unadjusted,0.3,50.0,,,0.9935,0.939,0.005351588549206677,0.9285110791007426,0.1355,,,,,,,,
31,0.2,0.75,2.0,either_unadjusted,0.5,10.0,,,1.0,0.8925,0.006926173185822025,0.8789249498980235,0.111,,,,,,,,
31,0.2,0.75,2.0,f_variance,0.1,,,,0.3785,,,,,,,,,,,,
31,0.2,0.75,2.0,f_variance,0.2,100.0,,,0.82,0.82,0.008590692637965813,0.8031625516945219,0.083,,,,,,,,
31,0.2,0.75,2.0,f_variance,0.3,50.0,,,0.9905,0.923,0.005961165993327143,0.9113163292550546,0.0835,,,,,,,,
31,0.2,0.75,2.0,f_variance,0.5,10.0,,10.0,1.0,0.861,0.0077355995242773526,0.8458385034139992,0.061,,,,,0.861,0.0077355995242773526,0.8458385034139992,0.061
31,0.2,0.75,2.0,welch_mean,0.1,,,,0.062,,,,,,,,,,,,
31,0.2,0.75,2.0,welch_mean,0.2,,,,0.079,,,,,,,,,,,,
31,0.2,0.75,2.0,welch_mean,0.3,,,,0.1275,,,,,,,,,,,,
31,0.2,0.75,2.0,welch_mean,0.5,,,,0.2505,,,,,,,,,,,,
32,0.2,0.75,3.0,bf,0.1,,,,0.2405,,,,,,,,,,,,
32,0.2,0.75,3.0,bf,0.2,,,,0.735,,,,,,,,,,,,
32,0.2,0.75,3.0,bf,0.3,50.0,50.0,50.0,0.984,0.8595,0.007770448828735698,0.844270200031836,0.056,0.8595,0.007770448828735698,0.844270200031836,0.056,0.8595,0.007770448828735698,0.844270200031836,0.056
32,0.2,0.75,3.0,bf,0.5,25.0,25.0,25.0,1.0,0.9815,0.003013117156700015,0.9755943988450857,0.051,0.9815,0.003013117156700015,0.9755943988450857,0.051,0.9815,0.003013117156700015,0.9755943988450857,0.051
32,0.2,0.75,3.0,bf_onesided,0.1,,,,0.339,,,,,,,,,,,,
32,0.2,0.75,3.0,bf_onesided,0.2,100.0,100.0,100.0,0.816,0.816,0.008664409962599878,0.7990180683920628,0.049,0.816,0.008664409962599878,0.7990180683920628,0.049,0.816,0.008664409962599878,0.7990180683920628,0.049
32,0.2,0.75,3.0,bf_onesided,0.3,50.0,50.0,50.0,0.993,0.9085,0.006447005118657811,0.895864102059615,0.0415,0.9085,0.006447005118657811,0.895864102059615,0.0415,0.9085,0.006447005118657811,0.895864102059615,0.0415
32,0.2,0.75,3.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.826,0.008477145746063354,0.8093850995149626,0.0305,0.826,0.008477145746063354,0.8093850995149626,0.0305,0.826,0.008477145746063354,0.8093850995149626,0.0305
32,0.2,0.75,3.0,either_unadjusted,0.1,,,,0.4465,,,,,,,,,,,,
32,0.2,0.75,3.0,either_unadjusted,0.2,100.0,,,0.879,0.879,0.007292427579345577,0.8647071044718755,0.114,,,,,,,,
32,0.2,0.75,3.0,either_unadjusted,0.3,50.0,,,0.997,0.9515,0.004803527349771207,0.942085259321433,0.1085,,,,,,,,
32,0.2,0.75,3.0,either_unadjusted,0.5,10.0,,,1.0,0.916,0.006202580108309766,0.9038431662805968,0.099,,,,,,,,
32,0.2,0.75,3.0,f_variance,0.1,,,,0.412,,,,,,,,,,,,
32,0.2,0.75,3.0,f_variance,0.2,100.0,,100.0,0.8665,0.8665,0.0076051873744175415,0.8515941065328871,0.072,,,,,0.8665,0.0076051873744175415,0.8515941065328871,0.072
32,0.2,0.75,3.0,f_variance,0.3,50.0,50.0,50.0,0.9955,0.945,0.005097793640389931,0.9350085079854067,0.0595,0.945,0.005097793640389931,0.9350085079854067,0.0595,0.945,0.005097793640389931,0.9350085079854067,0.0595
32,0.2,0.75,3.0,f_variance,0.5,10.0,10.0,10.0,1.0,0.8925,0.006926173185822025,0.8789249498980235,0.054,0.8925,0.006926173185822025,0.8789249498980235,0.054,0.8925,0.006926173185822025,0.8789249498980235,0.054
32,0.2,0.75,3.0,welch_mean,0.1,,,,0.055,,,,,,,,,,,,
32,0.2,0.75,3.0,welch_mean,0.2,,,,0.064,,,,,,,,,,,,
32,0.2,0.75,3.0,welch_mean,0.3,,,,0.086,,,,,,,,,,,,
32,0.2,0.75,3.0,welch_mean,0.5,,,,0.1785,,,,,,,,,,,,
33,0.2,2.0,1.0,bf,0.1,,,,0.2005,,,,,,,,,,,,
33,0.2,2.0,1.0,bf,0.2,,,,0.6545,,,,,,,,,,,,
33,0.2,2.0,1.0,bf,0.3,100.0,100.0,100.0,0.9505,0.9505,0.004850244839180801,0.9409936947240198,0.0435,0.9505,0.004850244839180801,0.9409936947240198,0.0435,0.9505,0.004850244839180801,0.9409936947240198,0.0435
33,0.2,2.0,1.0,bf,0.5,25.0,25.0,25.0,1.0,0.9635,0.004193313129257102,0.9552812572259287,0.0565,0.9635,0.004193313129257102,0.9552812572259287,0.0565,0.9635,0.004193313129257102,0.9552812572259287,0.0565
33,0.2,2.0,1.0,bf_onesided,0.1,,,,0.2855,,,,,,,,,,,,
33,0.2,2.0,1.0,bf_onesided,0.2,,,,0.7435,,,,,,,,,,,,
33,0.2,2.0,1.0,bf_onesided,0.3,50.0,50.0,50.0,0.9755,0.8535,0.007906887820122402,0.8380027845205217,0.0515,0.8535,0.007906887820122402,0.8380027845205217,0.0515,0.8535,0.007906887820122402,0.8380027845205217,0.0515
33,0.2,2.0,1.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.979,0.00320616593457045,0.9727160301902156,0.052,0.979,0.00320616593457045,0.9727160301902156,0.052,0.979,0.00320616593457045,0.9727160301902156,0.052
33,0.2,2.0,1.0,either_unadjusted,0.1,,,,0.466,,,,,,,,,,,,
33,0.2,2.0,1.0,either_unadjusted,0.2,100.0,,,0.857,0.857,0.007827866886962246,0.8416576627047619,0.1565,,,,,,,,
33,0.2,2.0,1.0,either_unadjusted,0.3,25.0,,,0.992,0.8045,0.008867912663079175,0.7871192104252207,0.157,,,,,,,,
33,0.2,2.0,1.0,either_unadjusted,0.5,10.0,,,1.0,0.901,0.006678285708173917,0.8879108004302646,0.1345,,,,,,,,
33,0.2,2.0,1.0,f_variance,0.1,,,,0.388,,,,,,,,,,,,
33,0.2,2.0,1.0,f_variance,0.2,,,,0.7915,,,,,,,,,,,,
33,0.2,2.0,1.0,f_variance,0.3,50.0,,,0.9765,0.875,0.00739509972887452,0.8605058707549962,0.105,,,,,,,,
33,0.2,2.0,1.0,f_variance,0.5,10.0,,,1.0,0.829,0.008418996377241174,0.8124990701844769,0.0785,,,,,,,,
33,0.2,2.0,1.0,welch_mean,0.1,,,,0.1115,,,,,,,,,,,,
33,0.2,2.0,1.0,welch_mean,0.2,,,,0.287,,,,,,,,,,,,
33,0.2,2.0,1.0,welch_mean,0.3,,,,0.4605,,,,,,,,,,,,
33,0.2,2.0,1.0,welch_mean,0.5,,,,0.654,,,,,,,,,,,,
34,0.2,2.0,2.0,bf,0.1,,,,0.2085,,,,,,,,,,,,
34,0.2,2.0,2.0,bf,0.2,,,,0.6905,,,,,,,,,,,,
34,0.2,2.0,2.0,bf,0.3,50.0,50.0,50.0,0.9715,0.8395,0.00820791538699078,0.823412781326452,0.0495,0.8395,0.00820791538699078,0.823412781326452,0.0495,0.8395,0.00820791538699078,0.823412781326452,0.0495
34,0.2,2.0,2.0,bf,0.5,25.0,25.0,25.0,1.0,0.982,0.002972877394041,0.9761732673312659,0.045,0.982,0.002972877394041,0.9761732673312659,0.045,0.982,0.002972877394041,0.9761732673312659,0.045
34,0.2,2.0,2.0,bf_onesided,0.1,,,,0.3005,,,,,,,,,,,,
34,0.2,2.0,2.0,bf_onesided,0.2,,,,0.782,,,,,,,,,,,,
34,0.2,2.0,2.0,bf_onesided,0.3,50.0,50.0,50.0,0.982,0.8905,0.006982469119158352,0.8768146118953378,0.042,0.8905,0.006982469119158352,0.8768146118953378,0.042,0.8905,0.006982469119158352,0.8768146118953378,0.042
34,0.2,2.0,2.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.8025,0.00890207138816579,0.785052260553765,0.041,0.8025,0.00890207138816579,0.785052260553765,0.041,0.8025,0.00890207138816579,0.785052260553765,0.041
34,0.2,2.0,2.0,either_unadjusted,0.1,,,,0.445,,,,,,,,,,,,
34,0.2,2.0,2.0,either_unadjusted,0.2,100.0,,,0.885,0.885,0.007133547504573023,0.871018503698747,0.126,,,,,,,,
34,0.2,2.0,2.0,either_unadjusted,0.3,25.0,,,0.992,0.8215,0.008562644159370398,0.8047175257028237,0.132,,,,,,,,
34,0.2,2.0,2.0,either_unadjusted,0.5,10.0,,,1.0,0.9195,0.006083574196144895,0.907576413584227,0.123,,,,,,,,
34,0.2,2.0,2.0,f_variance,0.1,,,,0.382,,,,,,,,,,,,
34,0.2,2.0,2.0,f_variance,0.2,100.0,,,0.837,0.837,0.00825926752200218,0.8208121329905065,0.0785,,,,,,,,
34,0.2,2.0,2.0,f_variance,0.3,50.0,,50.0,0.9875,0.924,0.005925537950262405,0.9123861589368519,0.072,,,,,0.924,0.005925537950262405,0.9123861589368519,0.072
34,0.2,2.0,2.0,f_variance,0.5,10.0,,10.0,1.0,0.864,0.00766498532288223,0.8489769047066225,0.0745,,,,,0.864,0.00766498532288223,0.8489769047066225,0.0745
34,0.2,2.0,2.0,welch_mean,0.1,,,,0.0895,,,,,,,,,,,,
34,0.2,2.0,2.0,welch_mean,0.2,,,,0.2295,,,,,,,,,,,,
34,0.2,2.0,2.0,welch_mean,0.3,,,,0.381,,,,,,,,,,,,
34,0.2,2.0,2.0,welch_mean,0.5,,,,0.574,,,,,,,,,,,,
35,0.2,2.0,3.0,bf,0.1,,,,0.228,,,,,,,,,,,,
35,0.2,2.0,3.0,bf,0.2,,,,0.714,,,,,,,,,,,,
35,0.2,2.0,3.0,bf,0.3,50.0,50.0,50.0,0.9785,0.862,0.007712198130234985,0.8468843693038721,0.05,0.862,0.007712198130234985,0.8468843693038721,0.05,0.862,0.007712198130234985,0.8468843693038721,0.05
35,0.2,2.0,3.0,bf,0.5,25.0,25.0,25.0,1.0,0.9865,0.0025804796065847873,0.9814423528683597,0.0455,0.9865,0.0025804796065847873,0.9814423528683597,0.0455,0.9865,0.0025804796065847873,0.9814423528683597,0.0455
35,0.2,2.0,3.0,bf_onesided,0.1,,,,0.331,,,,,,,,,,,,
35,0.2,2.0,3.0,bf_onesided,0.2,100.0,100.0,100.0,0.806,0.806,0.008842058583836684,0.7886698834897892,0.0445,0.806,0.008842058583836684,0.7886698834897892,0.0445,0.806,0.008842058583836684,0.7886698834897892,0.0445
35,0.2,2.0,3.0,bf_onesided,0.3,50.0,50.0,50.0,0.9895,0.9105,0.006383171233799076,0.8979892141759183,0.0435,0.9105,0.006383171233799076,0.8979892141759183,0.0435,0.9105,0.006383171233799076,0.8979892141759183,0.0435
35,0.2,2.0,3.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.8265,0.008467518821945422,0.8099039679396646,0.0365,0.8265,0.008467518821945422,0.8099039679396646,0.0365,0.8265,0.008467518821945422,0.8099039679396646,0.0365
35,0.2,2.0,3.0,either_unadjusted,0.1,,,,0.4455,,,,,,,,,,,,
35,0.2,2.0,3.0,either_unadjusted,0.2,100.0,,,0.892,0.892,0.006940316995642202,0.8783972285399532,0.11,,,,,,,,
35,0.2,2.0,3.0,either_unadjusted,0.3,25.0,,,0.9975,0.818,0.008627745939699432,0.8010899285570429,0.1085,,,,,,,,
35,0.2,2.0,3.0,either_unadjusted,0.5,10.0,,,1.0,0.917,0.006168914004912047,0.9049091506312766,0.11,,,,,,,,
35,0.2,2.0,3.0,f_variance,0.1,,,,0.397,,,,,,,,,,,,
35,0.2,2.0,3.0,f_variance,0.2,100.0,,100.0,0.8625,0.8625,0.007700446415630719,0.8474074022414348,0.0645,,,,,0.8625,0.007700446415630719,0.8474074022414348,0.0645
35,0.2,2.0,3.0,f_variance,0.3,50.0,,50.0,0.9935,0.9415,0.0052477495176503994,0.9312145998643878,0.0655,,,,,0.9415,0.0052477495176503994,0.9312145998643878,0.0655
35,0.2,2.0,3.0,f_variance,0.5,10.0,25.0,10.0,1.0,0.8825,0.0072004774147274445,0.8683873234843211,0.0645,0.9975,0.001116635571706353,0.9953114344783361,0.0585,0.8825,0.0072004774147274445,0.8683873234843211,0.0645
35,0.2,2.0,3.0,welch_mean,0.1,,,,0.07,,,,,,,,,,,,
35,0.2,2.0,3.0,welch_mean,0.2,,,,0.1615,,,,,,,,,,,,
35,0.2,2.0,3.0,welch_mean,0.3,,,,0.2875,,,,,,,,,,,,
35,0.2,2.0,3.0,welch_mean,0.5,,,,0.4805,,,,,,,,,,,,
36,0.25,0.0,1.0,bf,0.1,,,,0.1805,,,,,,,,,,,,
36,0.25,0.0,1.0,bf,0.2,,,,0.6055,,,,,,,,,,,,
36,0.25,0.0,1.0,bf,0.3,100.0,100.0,100.0,0.935,0.935,0.005512485827646179,0.9241957262273033,0.05,0.935,0.005512485827646179,0.9241957262273033,0.05,0.935,0.005512485827646179,0.9241957262273033,0.05
36,0.25,0.0,1.0,bf,0.5,25.0,25.0,25.0,1.0,0.96,0.004381780460041331,0.9514118680424155,0.0465,0.96,0.004381780460041331,0.9514118680424155,0.0465,0.96,0.004381780460041331,0.9514118680424155,0.0465
36,0.25,0.0,1.0,bf_onesided,0.1,,,,0.268,,,,,,,,,,,,
36,0.25,0.0,1.0,bf_onesided,0.2,,,,0.72,,,,,,,,,,,,
36,0.25,0.0,1.0,bf_onesided,0.3,50.0,50.0,50.0,0.964,0.8335,0.008329998499399624,0.8171735028211228,0.042,0.8335,0.008329998499399624,0.8171735028211228,0.042,0.8335,0.008329998499399624,0.8171735028211228,0.042
36,0.25,0.0,1.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.9725,0.003656757443418962,0.9653328870541669,0.0375,0.9725,0.003656757443418962,0.9653328870541669,0.0375,0.9725,0.003656757443418962,0.9653328870541669,0.0375
36,0.25,0.0,1.0,either_unadjusted,0.1,,,,0.433,,,,,,,,,,,,
36,0.25,0.0,1.0,either_unadjusted,0.2,,,,0.794,,,,,,,,,,,,
36,0.25,0.0,1.0,either_unadjusted,0.3,50.0,,,0.9705,0.882,0.007213736895673421,0.8678613353790083,0.1475,,,,,,,,
36,0.25,0.0,1.0,either_unadjusted,0.5,10.0,,,1.0,0.8535,0.007906887820122402,0.8380027845205217,0.1305,,,,,,,,
36,0.25,0.0,1.0,f_variance,0.1,,,,0.396,,,,,,,,,,,,
36,0.25,0.0,1.0,f_variance,0.2,,,,0.771,,,,,,,,,,,,
36,0.25,0.0,1.0,f_variance,0.3,50.0,,,0.9655,0.8645,0.007653095778833555,0.8495002077849343,0.105,,,,,,,,
36,0.25,0.0,1.0,f_variance,0.5,10.0,,,1.0,0.8205,0.008581367897951934,0.8036808278492585,0.0755,,,,,,,,
36,0.25,0.0,1.0,welch_mean,0.1,,,,0.0575,,,,,,,,,,,,
36,0.25,0.0,1.0,welch_mean,0.2,,,,0.059,,,,,,,,,,,,
36,0.25,0.0,1.0,welch_mean,0.3,,,,0.0595,,,,,,,,,,,,
36,0.25,0.0,1.0,welch_mean,0.5,,,,0.069,,,,,,,,,,,,
37,0.25,0.0,2.0,bf,0.1,,,,0.2175,,,,,,,,,,,,
37,0.25,0.0,2.0,bf,0.2,,,,0.679,,,,,,,,,,,,
37,0.25,0.0,2.0,bf,0.3,50.0,50.0,50.0,0.9695,0.8335,0.008329998499399624,0.8171735028211228,0.0455,0.8335,0.008329998499399624,0.8171735028211228,0.0455,0.8335,0.008329998499399624,0.8171735028211228,0.0455
37,0.25,0.0,2.0,bf,0.5,25.0,25.0,25.0,1.0,0.976,0.0034222799417931915,0.9692924545161632,0.0425,0.976,0.0034222799417931915,0.9692924545161632,0.0425,0.976,0.0034222799417931915,0.9692924545161632,0.0425
37,0.25,0.0,2.0,bf_onesided,0.1,,,,0.305,,,,,,,,,,,,
37,0.25,0.0,2.0,bf_onesided,0.2,,,,0.766,,,,,,,,,,,,
37,0.25,0.0,2.0,bf_onesided,0.3,50.0,50.0,50.0,0.9855,0.8945,0.006869124762296869,0.8810367627543896,0.047,0.8945,0.006869124762296869,0.8810367627543896,0.047,0.8945,0.006869124762296869,0.8810367627543896,0.047
37,0.25,0.0,2.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.985,0.002717995584985378,0.9796728265012697,0.036,0.985,0.002717995584985378,0.9796728265012697,0.036,0.985,0.002717995584985378,0.9796728265012697,0.036
37,0.25,0.0,2.0,either_unadjusted,0.1,,,,0.428,,,,,,,,,,,,
37,0.25,0.0,2.0,either_unadjusted,0.2,100.0,,,0.833,0.833,0.008339994004794009,0.8166539119903878,0.137,,,,,,,,
37,0.25,0.0,2.0,either_unadjusted,0.3,50.0,,,0.9875,0.929,0.005742778073371805,0.917744361716202,0.1335,,,,,,,,
37,0.25,0.0,2.0,either_unadjusted,0.5,10.0,,,1.0,0.8845,0.007147018609182434,0.8704921008186723,0.1135,,,,,,,,
37,0.25,0.0,2.0,f_variance,0.1,,,,0.394,,,,,,,,,,,,
37,0.25,0.0,2.0,f_variance,0.2,100.0,,,0.8185,0.8185,0.008618519304381698,0.8016080124301068,0.0875,,,,,,,,
