cell,p_beat_cv,p_sigma_rb_mm,p_ai_draft_sigma_mm,test,w_anchor,min_n_any,min_n_strict,min_n_liberal,max_power_tested,power_at_min_n_any,mcse_power_any,power_mci_lo_any,size_at_min_n_any,power_at_min_n_strict,mcse_power_strict,power_mci_lo_strict,size_at_min_n_strict,power_at_min_n_liberal,mcse_power_liberal,power_mci_lo_liberal,size_at_min_n_liberal
8,0.05,2.0,3.0,f_variance,0.5,10.0,10.0,10.0,1.0,0.8935,0.0068977441964746715,0.8799806696937007,0.05,0.8935,0.0068977441964746715,0.8799806696937007,0.05,0.8935,0.0068977441964746715,0.8799806696937007,0.05
8,0.05,2.0,3.0,welch_mean,0.1,,,,0.0835,,,,,,,,,,,,
8,0.05,2.0,3.0,welch_mean,0.2,,,,0.198,,,,,,,,,,,,
8,0.05,2.0,3.0,welch_mean,0.3,,,,0.34,,,,,,,,,,,,
8,0.05,2.0,3.0,welch_mean,0.5,,,,0.5455,,,,,,,,,,,,
9,0.1,0.0,1.0,bf,0.1,,,,0.207,,,,,,,,,,,,
9,0.1,0.0,1.0,bf,0.2,,,,0.653,,,,,,,,,,,,
9,0.1,0.0,1.0,bf,0.3,50.0,50.0,50.0,0.9605,0.815,0.008682597537603596,0.7979824213998082,0.0525,0.815,0.008682597537603596,0.7979824213998082,0.0525,0.815,0.008682597537603596,0.7979824213998082,0.0525
9,0.1,0.0,1.0,bf,0.5,25.0,25.0,25.0,1.0,0.9715,0.003720735814324901,0.9642074917504125,0.04,0.9715,0.003720735814324901,0.9642074917504125,0.04,0.9715,0.003720735814324901,0.9642074917504125,0.04
9,0.1,0.0,1.0,bf_onesided,0.1,,,,0.287,,,,,,,,,,,,
9,0.1,0.0,1.0,bf_onesided,0.2,,,,0.754,,,,,,,,,,,,
9,0.1,0.0,1.0,bf_onesided,0.3,50.0,50.0,50.0,0.9795,0.8675,0.007581020709640621,0.85264147232585,0.046,0.8675,0.007581020709640621,0.85264147232585,0.046,0.8675,0.007581020709640621,0.85264147232585,0.046
9,0.1,0.0,1.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.982,0.002972877394041,0.9761732673312659,0.033,0.982,0.002972877394041,0.9761732673312659,0.033,0.982,0.002972877394041,0.9761732673312659,0.033
9,0.1,0.0,1.0,either_unadjusted,0.1,,,,0.4365,,,,,,,,,,,,
9,0.1,0.0,1.0,either_unadjusted,0.2,100.0,,,0.84,0.84,0.00819756061276768,0.8239330763111574,0.147,,,,,,,,
9,0.1,0.0,1.0,either_unadjusted,0.3,50.0,,,0.992,0.929,0.005742778073371805,0.917744361716202,0.1405,,,,,,,,
9,0.1,0.0,1.0,either_unadjusted,0.5,10.0,,,1.0,0.8915,0.00695441406590088,0.8778695987897406,0.1205,,,,,,,,
9,0.1,0.0,1.0,f_variance,0.1,,,,0.387,,,,,,,,,,,,
9,0.1,0.0,1.0,f_variance,0.2,100.0,,,0.803,0.803,0.008893565089434044,0.7855689325930525,0.1115,,,,,,,,
9,0.1,0.0,1.0,f_variance,0.3,50.0,,,0.983,0.9025,0.006633014020790248,0.8894995313077558,0.0985,,,,,,,,
9,0.1,0.0,1.0,f_variance,0.5,10.0,,10.0,1.0,0.849,0.008006216334823835,0.8333081042075333,0.075,,,,,0.849,0.008006216334823835,0.8333081042075333,0.075
9,0.1,0.0,1.0,welch_mean,0.1,,,,0.064,,,,,,,,,,,,
9,0.1,0.0,1.0,welch_mean,0.2,,,,0.1155,,,,,,,,,,,,
9,0.1,0.0,1.0,welch_mean,0.3,,,,0.2165,,,,,,,,,,,,
9,0.1,0.0,1.0,welch_mean,0.5,,,,0.497,,,,,,,,,,,,
10,0.1,0.0,2.0,bf,0.1,,,,0.216,,,,,,,,,,,,
10,0.1,0.0,2.0,bf,0.2,,,,0.69,,,,,,,,,,,,
10,0.1,0.0,2.0,bf,0.3,50.0,50.0,50.0,0.972,0.8415,0.008166325673153134,0.8254942956683441,0.052,0.8415,0.008166325673153134,0.8254942956683441,0.052,0.8415,0.008166325673153134,0.8254942956683441,0.052
10,0.1,0.0,2.0,bf,0.5,25.0,25.0,25.0,1.0,0.9805,0.003091904752737377,0.9744399779932059,0.048,0.9805,0.003091904752737377,0.9744399779932059,0.048,0.9805,0.003091904752737377,0.9744399779932059,0.048
10,0.1,0.0,2.0,bf_onesided,0.1,,,,0.317,,,,,,,,,,,,
10,0.1,0.0,2.0,bf_onesided,0.2,,,,0.7725,,,,,,,,,,,,
10,0.1,0.0,2.0,bf_onesided,0.3,50.0,50.0,50.0,0.986,0.8935,0.0068977441964746715,0.8799806696937007,0.04,0.8935,0.0068977441964746715,0.8799806696937007,0.04,0.8935,0.0068977441964746715,0.8799806696937007,0.04
10,0.1,0.0,2.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.8155,0.00867351572316555,0.7985002214291615,0.0375,0.8155,0.00867351572316555,0.7985002214291615,0.0375,0.8155,0.00867351572316555,0.7985002214291615,0.0375
10,0.1,0.0,2.0,either_unadjusted,0.1,,,,0.4245,,,,,,,,,,,,
10,0.1,0.0,2.0,either_unadjusted,0.2,100.0,,,0.8545,0.8545,0.007884470495854492,0.8390467216690631,0.119,,,,,,,,
10,0.1,0.0,2.0,either_unadjusted,0.3,50.0,,,0.996,0.9415,0.0052477495176503994,0.9312145998643878,0.109,,,,,,,,
10,0.1,0.0,2.0,either_unadjusted,0.5,10.0,,,1.0,0.9145,0.006252589463574273,0.9022451497446151,0.1145,,,,,,,,
10,0.1,0.0,2.0,f_variance,0.1,,,,0.381,,,,,,,,,,,,
10,0.1,0.0,2.0,f_variance,0.2,100.0,,100.0,0.838,0.838,0.008238810593768981,0.8218522278333942,0.0715,,,,,0.838,0.008238810593768981,0.8218522278333942,0.0715
10,0.1,0.0,2.0,f_variance,0.3,50.0,,50.0,0.9945,0.9335,0.005571254347092763,0.9225805420448546,0.066,,,,,0.9335,0.005571254347092763,0.9225805420448546,0.066
10,0.1,0.0,2.0,f_variance,0.5,10.0,25.0,10.0,1.0,0.8835,0.007173832657652395,0.8694395462489769,0.0605,0.9955,0.0014966211945579198,0.9925666763370296,0.0575,0.8835,0.007173832657652395,0.8694395462489769,0.0605
10,0.1,0.0,2.0,welch_mean,0.1,,,,0.061,,,,,,,,,,,,
10,0.1,0.0,2.0,welch_mean,0.2,,,,0.083,,,,,,,,,,,,
10,0.1,0.0,2.0,welch_mean,0.3,,,,0.145,,,,,,,,,,,,
10,0.1,0.0,2.0,welch_mean,0.5,,,,0.311,,,,,,,,,,,,
11,0.1,0.0,3.0,bf,0.1,,,,0.239,,,,,,,,,,,,
11,0.1,0.0,3.0,bf,0.2,,,,0.7345,,,,,,,,,,,,
11,0.1,0.0,3.0,bf,0.3,50.0,50.0,50.0,0.984,0.8675,0.007581020709640621,0.85264147232585,0.0515,0.8675,0.007581020709640621,0.85264147232585,0.0515,0.8675,0.007581020709640621,0.85264147232585,0.0515
11,0.1,0.0,3.0,bf,0.5,25.0,25.0,25.0,1.0,0.9855,0.00267298989897081,0.9802610360256536,0.051,0.9855,0.00267298989897081,0.9802610360256536,0.051,0.9855,0.00267298989897081,0.9802610360256536,0.051
11,0.1,0.0,3.0,bf_onesided,0.1,,,,0.348,,,,,,,,,,,,
11,0.1,0.0,3.0,bf_onesided,0.2,100.0,100.0,100.0,0.8175,0.8175,0.008636948245763661,0.8005718923684401,0.0505,0.8175,0.008636948245763661,0.8005718923684401,0.0505,0.8175,0.008636948245763661,0.8005718923684401,0.0505
11,0.1,0.0,3.0,bf_onesided,0.3,50.0,50.0,50.0,0.9915,0.9115,0.006350895606133045,0.899052473244221,0.0485,0.9115,0.006350895606133045,0.899052473244221,0.0485,0.9115,0.006350895606133045,0.899052473244221,0.0485
11,0.1,0.0,3.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.8115,0.008745505988792188,0.7943591231001829,0.0305,0.8115,0.008745505988792188,0.7943591231001829,0.0305,0.8115,0.008745505988792188,0.7943591231001829,0.0305
11,0.1,0.0,3.0,either_unadjusted,0.1,,,,0.43,,,,,,,,,,,,
11,0.1,0.0,3.0,either_unadjusted,0.2,100.0,,,0.8805,0.8805,0.0072532665055132246,0.8662838587667883,0.1125,,,,,,,,
11,0.1,0.0,3.0,either_unadjusted,0.3,25.0,,,0.999,0.8285,0.00842875287334965,0.8119799478033382,0.1185,,,,,,,,
11,0.1,0.0,3.0,either_unadjusted,0.5,10.0,,,1.0,0.8995,0.006723085229267885,0.8863229949817032,0.1025,,,,,,,,
11,0.1,0.0,3.0,f_variance,0.1,,,,0.387,,,,,,,,,,,,
11,0.1,0.0,3.0,f_variance,0.2,100.0,,100.0,0.869,0.869,0.00754450130890041,0.8542130490366023,0.0625,,,,,0.869,0.00754450130890041,0.8542130490366023,0.0625
11,0.1,0.0,3.0,f_variance,0.3,50.0,,50.0,0.999,0.9455,0.005075911248239078,0.9355513966862563,0.0625,,,,,0.9455,0.005075911248239078,0.9355513966862563,0.0625
11,0.1,0.0,3.0,f_variance,0.5,10.0,10.0,10.0,1.0,0.871,0.007495298526409739,0.8563094847189838,0.048,0.871,0.007495298526409739,0.8563094847189838,0.048,0.871,0.007495298526409739,0.8563094847189838,0.048
11,0.1,0.0,3.0,welch_mean,0.1,,,,0.062,,,,,,,,,,,,
11,0.1,0.0,3.0,welch_mean,0.2,,,,0.07,,,,,,,,,,,,
11,0.1,0.0,3.0,welch_mean,0.3,,,,0.101,,,,,,,,,,,,
11,0.1,0.0,3.0,welch_mean,0.5,,,,0.2015,,,,,,,,,,,,
12,0.1,0.75,1.0,bf,0.1,,,,0.1925,,,,,,,,,,,,
12,0.1,0.75,1.0,bf,0.2,,,,0.6635,,,,,,,,,,,,
12,0.1,0.75,1.0,bf,0.3,50.0,50.0,50.0,0.966,0.806,0.008842058583836684,0.7886698834897892,0.051,0.806,0.008842058583836684,0.7886698834897892,0.051,0.806,0.008842058583836684,0.7886698834897892,0.051
12,0.1,0.75,1.0,bf,0.5,25.0,25.0,25.0,1.0,0.9735,0.00359150038284837,0.966460788543631,0.047,0.9735,0.00359150038284837,0.966460788543631,0.047,0.9735,0.00359150038284837,0.966460788543631,0.047
12,0.1,0.75,1.0,bf_onesided,0.1,,,,0.289,,,,,,,,,,,,
12,0.1,0.75,1.0,bf_onesided,0.2,,,,0.748,,,,,,,,,,,,
12,0.1,0.75,1.0,bf_onesided,0.3,50.0,50.0,50.0,0.9835,0.869,0.00754450130890041,0.8542130490366023,0.049,0.869,0.00754450130890041,0.8542130490366023,0.049,0.869,0.00754450130890041,0.8542130490366023,0.049
12,0.1,0.75,1.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.9805,0.003091904752737377,0.9744399779932059,0.0465,0.9805,0.003091904752737377,0.9744399779932059,0.0465,0.9805,0.003091904752737377,0.9744399779932059,0.0465
12,0.1,0.75,1.0,either_unadjusted,0.1,,,,0.45,,,,,,,,,,,,
12,0.1,0.75,1.0,either_unadjusted,0.2,100.0,,,0.8505,0.8505,0.007973385416496557,0.8348724516255418,0.1475,,,,,,,,
12,0.1,0.75,1.0,either_unadjusted,0.3,50.0,,,0.993,0.94,0.005310367218940704,0.929591871424096,0.147,,,,,,,,
12,0.1,0.75,1.0,either_unadjusted,0.5,10.0,,,1.0,0.8985,0.006752693906878944,0.8852649630394979,0.133,,,,,,,,
12,0.1,0.75,1.0,f_variance,0.1,,,,0.3905,,,,,,,,,,,,
12,0.1,0.75,1.0,f_variance,0.2,100.0,,,0.8085,0.8085,0.00879851549978745,0.7912552263669745,0.108,,,,,,,,
12,0.1,0.75,1.0,f_variance,0.3,50.0,,,0.989,0.912,0.0063346665263453285,0.8995842816563582,0.1055,,,,,,,,
12,0.1,0.75,1.0,f_variance,0.5,10.0,,,1.0,0.8525,0.007929178709046731,0.836959095180702,0.0805,,,,,,,,
12,0.1,0.75,1.0,welch_mean,0.1,,,,0.0855,,,,,,,,,,,,
12,0.1,0.75,1.0,welch_mean,0.2,,,,0.1715,,,,,,,,,,,,
12,0.1,0.75,1.0,welch_mean,0.3,,,,0.304,,,,,,,,,,,,
12,0.1,0.75,1.0,welch_mean,0.5,,,,0.5255,,,,,,,,,,,,
13,0.1,0.75,2.0,bf,0.1,,,,0.224,,,,,,,,,,,,
13,0.1,0.75,2.0,bf,0.2,,,,0.726,,,,,,,,,,,,
13,0.1,0.75,2.0,bf,0.3,50.0,50.0,50.0,0.982,0.8585,0.007793514932301085,0.8432249912992275,0.0525,0.8585,0.007793514932301085,0.8432249912992275,0.0525,0.8585,0.007793514932301085,0.8432249912992275,0.0525
13,0.1,0.75,2.0,bf,0.5,25.0,25.0,25.0,1.0,0.9845,0.0027622228367747558,0.9790861426799436,0.047,0.9845,0.0027622228367747558,0.9790861426799436,0.047,0.9845,0.0027622228367747558,0.9790861426799436,0.047
13,0.1,0.75,2.0,bf_onesided,0.1,,,,0.3245,,,,,,,,,,,,
13,0.1,0.75,2.0,bf_onesided,0.2,100.0,100.0,100.0,0.808,0.808,0.008807269724494646,0.7907380684017006,0.057,0.808,0.008807269724494646,0.7907380684017006,0.057,0.808,0.008807269724494646,0.7907380684017006,0.057
13,0.1,0.75,2.0,bf_onesided,0.3,50.0,50.0,50.0,0.991,0.908,0.006462816723379983,0.8953331118835773,0.0465,0.908,0.006462816723379983,0.8953331118835773,0.0465,0.908,0.006462816723379983,0.8953331118835773,0.0465
13,0.1,0.75,2.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.801,0.008927457644816915,0.7835025044046341,0.05,0.801,0.008927457644816915,0.7835025044046341,0.05,0.801,0.008927457644816915,0.7835025044046341,0.05
13,0.1,0.75,2.0,either_unadjusted,0.1,,,,0.45,,,,,,,,,,,,
13,0.1,0.75,2.0,either_unadjusted,0.2,100.0,,,0.886,0.886,0.007106475919891659,0.8720715630301454,0.1275,,,,,,,,
13,0.1,0.75,2.0,either_unadjusted,0.3,25.0,,,0.9975,0.814,0.008700689627839854,0.7969469615542605,0.1205,,,,,,,,
13,0.1,0.75,2.0,either_unadjusted,0.5,10.0,,,1.0,0.9055,0.006541014829519959,0.8926798464106747,0.126,,,,,,,,
13,0.1,0.75,2.0,f_variance,0.1,,,,0.407,,,,,,,,,,,,
13,0.1,0.75,2.0,f_variance,0.2,100.0,,,0.858,0.858,0.00780499839846236,0.8427024841189561,0.084,,,,,,,,
13,0.1,0.75,2.0,f_variance,0.3,50.0,,,0.9965,0.942,0.005226662414964259,0.9317559298265169,0.079,,,,,,,,
13,0.1,0.75,2.0,f_variance,0.5,10.0,,10.0,1.0,0.8695,0.00753225563825339,0.8547370501102264,0.0705,,,,,0.8695,0.00753225563825339,0.8547370501102264,0.0705
13,0.1,0.75,2.0,welch_mean,0.1,,,,0.064,,,,,,,,,,,,
13,0.1,0.75,2.0,welch_mean,0.2,,,,0.126,,,,,,,,,,,,
13,0.1,0.75,2.0,welch_mean,0.3,,,,0.221,,,,,,,,,,,,
13,0.1,0.75,2.0,welch_mean,0.5,,,,0.407,,,,,,,,,,,,
14,0.1,0.75,3.0,bf,0.1,,,,0.227,,,,,,,,,,,,
14,0.1,0.75,3.0,bf,0.2,,,,0.7385,,,,,,,,,,,,
14,0.1,0.75,3.0,bf,0.3,50.0,50.0,50.0,0.982,0.8625,0.007700446415630719,0.8474074022414348,0.044,0.8625,0.007700446415630719,0.8474074022414348,0.044,0.8625,0.007700446415630719,0.8474074022414348,0.044
14,0.1,0.75,3.0,bf,0.5,25.0,25.0,25.0,1.0,0.989,0.0023322735688593665,0.9844288277668841,0.042,0.989,0.0023322735688593665,0.9844288277668841,0.042,0.989,0.0023322735688593665,0.9844288277668841,0.042
14,0.1,0.75,3.0,bf_onesided,0.1,,,,0.318,,,,,,,,,,,,
14,0.1,0.75,3.0,bf_onesided,0.2,100.0,100.0,100.0,0.823,0.823,0.00853437168161781,0.8062729387414096,0.0465,0.823,0.00853437168161781,0.8062729387414096,0.0465,0.823,0.00853437168161781,0.8062729387414096,0.0465
14,0.1,0.75,3.0,bf_onesided,0.3,50.0,50.0,50.0,0.9915,0.906,0.0065254884874620675,0.89321027748216,0.034,0.906,0.0065254884874620675,0.89321027748216,0.034,0.906,0.0065254884874620675,0.89321027748216,0.034
14,0.1,0.75,3.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.8095,0.008780938161722813,0.7922896773167971,0.0335,0.8095,0.008780938161722813,0.7922896773167971,0.0335,0.8095,0.008780938161722813,0.7922896773167971,0.0335
14,0.1,0.75,3.0,either_unadjusted,0.1,,,,0.4405,,,,,,,,,,,,
14,0.1,0.75,3.0,either_unadjusted,0.2,100.0,,,0.889,0.889,0.007024208140424086,0.8752328049162619,0.1105,,,,,,,,
14,0.1,0.75,3.0,either_unadjusted,0.3,25.0,,,0.9965,0.8115,0.008745505988792188,0.7943591231001829,0.0885,,,,,,,,
14,0.1,0.75,3.0,either_unadjusted,0.5,10.0,,,1.0,0.9055,0.006541014829519959,0.8926798464106747,0.0975,,,,,,,,
14,0.1,0.75,3.0,f_variance,0.1,,,,0.394,,,,,,,,,,,,
14,0.1,0.75,3.0,f_variance,0.2,100.0,100.0,100.0,0.8715,0.8715,0.007482905518580331,0.8568337745681813,0.0575,0.8715,0.007482905518580331,0.8568337745681813,0.0575,0.8715,0.007482905518580331,0.8568337745681813,0.0575
14,0.1,0.75,3.0,f_variance,0.3,50.0,50.0,50.0,0.996,0.9465,0.005031786462082825,0.9366378796786303,0.049,0.9465,0.005031786462082825,0.9366378796786303,0.049,0.9465,0.005031786462082825,0.9366378796786303,0.049
14,0.1,0.75,3.0,f_variance,0.5,10.0,10.0,10.0,1.0,0.8845,0.007147018609182434,0.8704921008186723,0.051,0.8845,0.007147018609182434,0.8704921008186723,0.051,0.8845,0.007147018609182434,0.8704921008186723,0.051
14,0.1,0.75,3.0,welch_mean,0.1,,,,0.0675,,,,,,,,,,,,
14,0.1,0.75,3.0,welch_mean,0.2,,,,0.1,,,,,,,,,,,,
14,0.1,0.75,3.0,welch_mean,0.3,,,,0.165,,,,,,,,,,,,
14,0.1,0.75,3.0,welch_mean,0.5,,,,0.2945,,,,,,,,,,,,
15,0.1,2.0,1.0,bf,0.1,,,,0.2205,,,,,,,,,,,,
15,0.1,2.0,1.0,bf,0.2,,,,0.671,,,,,,,,,,,,
15,0.1,2.0,1.0,bf,0.3,50.0,50.0,50.0,0.9635,0.808,0.008807269724494646,0.7907380684017006,0.059,0.808,0.008807269724494646,0.7907380684017006,0.059,0.808,0.008807269724494646,0.7907380684017006,0.059
15,0.1,2.0,1.0,bf,0.5,25.0,25.0,25.0,1.0,0.9645,0.0041376170678302255,0.9563904195012672,0.0585,0.9645,0.0041376170678302255,0.9563904195012672,0.0585,0.9645,0.0041376170678302255,0.9563904195012672,0.0585
15,0.1,2.0,1.0,bf_onesided,0.1,,,,0.3095,,,,,,,,,,,,
15,0.1,2.0,1.0,bf_onesided,0.2,,,,0.7675,,,,,,,,,,,,
15,0.1,2.0,1.0,bf_onesided,0.3,50.0,50.0,50.0,0.9845,0.869,0.00754450130890041,0.8542130490366023,0.051,0.869,0.00754450130890041,0.8542130490366023,0.051,0.869,0.00754450130890041,0.8542130490366023,0.051
15,0.1,2.0,1.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.977,0.0033519397369284566,0.9704303187854507,0.0455,0.977,0.0033519397369284566,0.9704303187854507,0.0455,0.977,0.0033519397369284566,0.9704303187854507,0.0455
15,0.1,2.0,1.0,either_unadjusted,0.1,,,,0.5205,,,,,,,,,,,,
15,0.1,2.0,1.0,either_unadjusted,0.2,100.0,,,0.898,0.898,0.006767421961131136,0.8847360965833736,0.1585,,,,,,,,
15,0.1,2.0,1.0,either_unadjusted,0.3,25.0,,,0.9945,0.8275,0.008448187675472178,0.8109418562908308,0.134,,,,,,,,
15,0.1,2.0,1.0,either_unadjusted,0.5,10.0,,,1.0,0.9095,0.006415206543830059,0.8969264261215286,0.1175,,,,,,,,
15,0.1,2.0,1.0,f_variance,0.1,,,,0.3985,,,,,,,,,,,,
15,0.1,2.0,1.0,f_variance,0.2,100.0,,,0.823,0.823,0.00853437168161781,0.8062729387414096,0.1075,,,,,,,,
15,0.1,2.0,1.0,f_variance,0.3,50.0,,,0.9855,0.9065,0.006509905913298595,0.8937408187665477,0.0965,,,,,,,,
15,0.1,2.0,1.0,f_variance,0.5,10.0,,10.0,1.0,0.82,0.008590692637965813,0.8031625516945219,0.071,,,,,0.82,0.008590692637965813,0.8031625516945219,0.071
15,0.1,2.0,1.0,welch_mean,0.1,,,,0.175,,,,,,,,,,,,
15,0.1,2.0,1.0,welch_mean,0.2,,,,0.4015,,,,,,,,,,,,
15,0.1,2.0,1.0,welch_mean,0.3,,,,0.543,,,,,,,,,,,,
15,0.1,2.0,1.0,welch_mean,0.5,,,,0.7065,,,,,,,,,,,,
16,0.1,2.0,2.0,bf,0.1,,,,0.2255,,,,,,,,,,,,
16,0.1,2.0,2.0,bf,0.2,,,,0.7225,,,,,,,,,,,,
16,0.1,2.0,2.0,bf,0.3,50.0,50.0,50.0,0.9755,0.85,0.007984359711335657,0.8343509424027317,0.0465,0.85,0.007984359711335657,0.8343509424027317,0.0465,0.85,0.007984359711335657,0.8343509424027317,0.0465
16,0.1,2.0,2.0,bf,0.5,25.0,25.0,25.0,1.0,0.983,0.0028905881754411173,0.9773345512373097,0.05,0.983,0.0028905881754411173,0.9773345512373097,0.05,0.983,0.0028905881754411173,0.9773345512373097,0.05
16,0.1,2.0,2.0,bf_onesided,0.1,,,,0.3305,,,,,,,,,,,,
16,0.1,2.0,2.0,bf_onesided,0.2,100.0,100.0,100.0,0.8015,0.8015,0.008919017602852906,0.784019046583042,0.053,0.8015,0.008919017602852906,0.784019046583042,0.053,0.8015,0.008919017602852906,0.784019046583042,0.053
16,0.1,2.0,2.0,bf_onesided,0.3,50.0,50.0,50.0,0.9875,0.907,0.006494266702253611,0.8942714710571842,0.04,0.907,0.006494266702253611,0.8942714710571842,0.04,0.907,0.006494266702253611,0.8942714710571842,0.04
16,0.1,2.0,2.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.826,0.008477145746063354,0.8093850995149626,0.036,0.826,0.008477145746063354,0.8093850995149626,0.036,0.826,0.008477145746063354,0.8093850995149626,0.036
16,0.1,2.0,2.0,either_unadjusted,0.1,,,,0.4775,,,,,,,,,,,,
16,0.1,2.0,2.0,either_unadjusted,0.2,100.0,,,0.9,0.9,0.006708203932499368,0.8868521617876428,0.128,,,,,,,,
16,0.1,2.0,2.0,either_unadjusted,0.3,25.0,,,0.995,0.836,0.0082796135175502,0.8197722555716882,0.1095,,,,,,,,
16,0.1,2.0,2.0,either_unadjusted,0.5,10.0,,,1.0,0.929,0.005742778073371805,0.917744361716202,0.11,,,,,,,,
16,0.1,2.0,2.0,f_variance,0.1,,,,0.3975,,,,,,,,,,,,
16,0.1,2.0,2.0,f_variance,0.2,100.0,,100.0,0.854,0.854,0.007895695029571494,0.838524721987061,0.074,,,,,0.854,0.007895695029571494,0.838524721987061,0.074
16,0.1,2.0,2.0,f_variance,0.3,50.0,,50.0,0.993,0.9385,0.005372045699731156,0.9279709838221721,0.0635,,,,,0.9385,0.005372045699731156,0.9279709838221721,0.0635
16,0.1,2.0,2.0,f_variance,0.5,10.0,10.0,10.0,1.0,0.888,0.007051808278732484,0.8741787096387824,0.0575,0.888,0.007051808278732484,0.8741787096387824,0.0575,0.888,0.007051808278732484,0.8741787096387824,0.0575
16,0.1,2.0,2.0,welch_mean,0.1,,,,0.1125,,,,,,,,,,,,
16,0.1,2.0,2.0,welch_mean,0.2,,,,0.2765,,,,,,,,,,,,
16,0.1,2.0,2.0,welch_mean,0.3,,,,0.4325,,,,,,,,,,,,
16,0.1,2.0,2.0,welch_mean,0.5,,,,0.6405,,,,,,,,,,,,
17,0.1,2.0,3.0,bf,0.1,,,,0.233,,,,,,,,,,,,
17,0.1,2.0,3.0,bf,0.2,,,,0.7385,,,,,,,,,,,,
17,0.1,2.0,3.0,bf,0.3,50.0,50.0,50.0,0.981,0.8725,0.007458007441669657,0.8578825739025955,0.046,0.8725,0.007458007441669657,0.8578825739025955,0.046,0.8725,0.007458007441669657,0.8578825739025955,0.046
17,0.1,2.0,3.0,bf,0.5,25.0,25.0,25.0,1.0,0.983,0.0028905881754411173,0.9773345512373097,0.053,0.983,0.0028905881754411173,0.9773345512373097,0.053,0.983,0.0028905881754411173,0.9773345512373097,0.053
17,0.1,2.0,3.0,bf_onesided,0.1,,,,0.341,,,,,,,,,,,,
17,0.1,2.0,3.0,bf_onesided,0.2,100.0,100.0,100.0,0.819,0.819,0.008609268261588787,0.8021261441409433,0.041,0.819,0.008609268261588787,0.8021261441409433,0.041,0.819,0.008609268261588787,0.8021261441409433,0.041
17,0.1,2.0,3.0,bf_onesided,0.3,50.0,50.0,50.0,0.992,0.917,0.006168914004912047,0.9049091506312766,0.037,0.917,0.006168914004912047,0.9049091506312766,0.037,0.917,0.006168914004912047,0.9049091506312766,0.037
17,0.1,2.0,3.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.823,0.00853437168161781,0.8062729387414096,0.032,0.823,0.00853437168161781,0.8062729387414096,0.032,0.823,0.00853437168161781,0.8062729387414096,0.032
17,0.1,2.0,3.0,either_unadjusted,0.1,,,,0.467,,,,,,,,,,,,
17,0.1,2.0,3.0,either_unadjusted,0.2,100.0,,,0.9045,0.9045,0.006571900410079265,0.8916193117846594,0.1055,,,,,,,,
17,0.1,2.0,3.0,either_unadjusted,0.3,25.0,,,0.997,0.8415,0.008166325673153134,0.8254942956683441,0.105,,,,,,,,
17,0.1,2.0,3.0,either_unadjusted,0.5,10.0,,,1.0,0.9295,0.005724061058374553,0.918281046391784,0.11,,,,,,,,
17,0.1,2.0,3.0,f_variance,0.1,,,,0.406,,,,,,,,,,,,
17,0.1,2.0,3.0,f_variance,0.2,100.0,100.0,100.0,0.874,0.874,0.007420377348895405,0.8594563275297495,0.0545,0.874,0.007420377348895405,0.8594563275297495,0.0545,0.874,0.007420377348895405,0.8594563275297495,0.0545
17,0.1,2.0,3.0,f_variance,0.3,50.0,50.0,50.0,0.994,0.951,0.004826955562256609,0.9415393408683772,0.0575,0.951,0.004826955562256609,0.9415393408683772,0.0575,0.951,0.004826955562256609,0.9415393408683772,0.0575
17,0.1,2.0,3.0,f_variance,0.5,10.0,10.0,10.0,1.0,0.886,0.007106475919891659,0.8720715630301454,0.0525,0.886,0.007106475919891659,0.8720715630301454,0.0525,0.886,0.007106475919891659,0.8720715630301454,0.0525
17,0.1,2.0,3.0,welch_mean,0.1,,,,0.0935,,,,,,,,,,,,
17,0.1,2.0,3.0,welch_mean,0.2,,,,0.2015,,,,,,,,,,,,
17,0.1,2.0,3.0,welch_mean,0.3,,,,0.3225,,,,,,,,,,,,
17,0.1,2.0,3.0,welch_mean,0.5,,,,0.531,,,,,,,,,,,,
18,0.15,0.0,1.0,bf,0.1,,,,0.2005,,,,,,,,,,,,
18,0.15,0.0,1.0,bf,0.2,,,,0.6495,,,,,,,,,,,,
18,0.15,0.0,1.0,bf,0.3,50.0,50.0,50.0,0.9565,0.8015,0.008919017602852906,0.784019046583042,0.047,0.8015,0.008919017602852906,0.784019046583042,0.047,0.8015,0.008919017602852906,0.784019046583042,0.047
18,0.15,0.0,1.0,bf,0.5,25.0,25.0,25.0,1.0,0.9735,0.00359150038284837,0.966460788543631,0.0435,0.9735,0.00359150038284837,0.966460788543631,0.0435,0.9735,0.00359150038284837,0.966460788543631,0.0435
18,0.15,0.0,1.0,bf_onesided,0.1,,,,0.284,,,,,,,,,,,,
18,0.15,0.0,1.0,bf_onesided,0.2,,,,0.7415,,,,,,,,,,,,
