K,beat_cv,view_over,window,S_median_mm,axis,estimand,maxabs_a1a6_winner,maxabs_a1a6_value,maxabs_a1a6_mcse,maxabs_a1a6_runnerup,maxabs_a1a6_runnerup_value,maxabs_a1a6_gap,maxabs_a1a6_gap_mcse,maxabs_a1a6_clear,rmse_a1a6_winner,rmse_a1a6_value,rmse_a1a6_mcse,rmse_a1a6_runnerup,rmse_a1a6_runnerup_value,rmse_a1a6_gap,rmse_a1a6_gap_mcse,rmse_a1a6_clear,maxabs_a1a4_winner,maxabs_a1a4_value,maxabs_a1a4_mcse,maxabs_a1a4_runnerup,maxabs_a1a4_runnerup_value,maxabs_a1a4_gap,maxabs_a1a4_gap_mcse,maxabs_a1a4_clear,rmse_a1a4_winner,rmse_a1a4_value,rmse_a1a4_mcse,rmse_a1a4_runnerup,rmse_a1a4_runnerup_value,rmse_a1a4_gap,rmse_a1a4_gap_mcse,rmse_a1a4_clear
3,0.3,False,0.0,10.0,SL,T2,A1,0.3373298282800641,0.005815409922339769,A6,0.3386184822721897,0.0012886539921256324,0.010537177798661089,False,A1,1.870495766501908,0.006733009348285265,A2,2.218585774341366,0.3480900078394582,0.009164448288161217,True,A1,0.3373298282800641,0.005815409922339769,A2,1.4209494110445495,1.0836195827644854,0.007927770112959387,True,A1,1.870495766501908,0.006733009348285265,A2,2.218585774341366,0.3480900078394582,0.009164448288161217,True
3,0.3,False,0.0,13.0,AP,T1,A4,1.9860906527896938,0.010092807714940347,A3,2.0737945068891244,0.0877038540994306,0.014273226464214235,True,A4,3.759113056747158,0.014154270994207928,A3,3.8061193372483744,0.04700628050121658,0.020078417879571354,True,A4,1.9860906527896938,0.010092807714940347,A3,2.0737945068891244,0.0877038540994306,0.014273226464214235,True,A4,3.759113056747158,0.014154270994207928,A3,3.8061193372483744,0.04700628050121658,0.020078417879571354,True
3,0.3,False,0.0,13.0,AP,T2,A1,0.6974274547307062,0.010483467552818293,A6,0.7126875240872577,0.015260069356551442,0.019376771336530447,False,A1,3.3877137341604913,0.013452080130598692,A2,4.2220660067403575,0.8343522725798662,0.017840814066601474,True,A1,0.6974274547307062,0.010483467552818293,A2,2.878942864788967,2.1815154100582608,0.014327572689014627,True,A1,3.3877137341604913,0.013452080130598692,A2,4.2220660067403575,0.8343522725798662,0.017840814066601474,True
3,0.3,False,0.0,13.0,SL,T1,A4,1.3344519205158085,0.006840384687121084,A3,1.3753307174453087,0.04087879692950014,0.009691217774821664,True,A4,2.5416139368688007,0.009547607386879174,A3,2.569897154096096,0.02828321722729532,0.01355473081959394,True,A4,1.3344519205158085,0.006840384687121084,A3,1.3753307174453087,0.04087879692950014,0.009691217774821664,True,A4,2.5416139368688007,0.009547607386879174,A3,2.569897154096096,0.02828321722729532,0.01355473081959394,True
3,0.3,False,0.0,13.0,SL,T2,A1,0.4391015983959949,0.007140278712403021,A6,0.4485031559302086,0.009401557534213734,0.013133164262890134,False,A1,2.3002428652673617,0.00867777818702802,A2,2.787539300487028,0.48729643521966626,0.01181912061053905,True,A1,0.4391015983959949,0.007140278712403021,A2,1.830644637924902,1.391543039528907,0.009755776628271897,True,A1,2.3002428652673617,0.00867777818702802,A2,2.787539300487028,0.48729643521966626,0.01181912061053905,True
3,0.3,False,0.15,10.0,AP,T1,A4,1.6859445215095241,0.008496642812106143,A6,1.743309829817037,0.05736530830751296,0.014753235853262896,True,A4,3.1720073525009997,0.011436033409886708,A3,3.213507768405313,0.041500415904313304,0.0162188001327577,True,A4,1.6859445215095241,0.008496642812106143,A3,1.76296281277387,0.07701829126434578,0.012015806420167596,True,A4,3.1720073525009997,0.011436033409886708,A3,3.213507768405313,0.041500415904313304,0.0162188001327577,True
3,0.3,False,0.15,10.0,AP,T2,A1,0.43925458655059,0.008984160446599696,A6,0.5168588712961261,0.07760428474553605,0.015103540343490107,True,A1,2.8818984484293404,0.010799828556564308,A2,3.3255144319266488,0.44361598349730835,0.01431224988279273,True,A1,0.43925458655059,0.008984160446599696,A2,2.2102397267760807,1.7709851402254908,0.011935435567938494,True,A1,2.8818984484293404,0.010799828556564308,A2,3.3255144319266488,0.44361598349730835,0.01431224988279273,True
3,0.3,False,0.15,10.0,SL,T1,A1,1.0268697261375943,0.0068619967091056114,A6,1.1195474282865703,0.09267770214897597,0.010871462253691233,True,A4,2.240648327019521,0.0077980748340685385,A3,2.2616704345044756,0.02102210748495459,0.011064177624947737,False,A1,1.0268697261375943,0.0068619967091056114,A4,1.2818456852337259,0.2549759590961316,0.008992280145938553,True,A4,2.240648327019521,0.0077980748340685385,A3,2.2616704345044756,0.02102210748495459,0.011064177624947737,False
3,0.3,False,0.15,10.0,SL,T2,A6,0.35342092817503107,0.008396908455928248,A1,0.38272336868870466,0.02930244051367359,0.010399540840625091,True,A1,2.0244864303156533,0.007414296941142047,A2,2.181490858984805,0.15700442866915187,0.009948292977822494,True,A1,0.38272336868870466,0.006135338464876239,A2,1.3016527816358723,0.9189294129471677,0.008263698238732676,True,A1,2.0244864303156533,0.007414296941142047,A2,2.181490858984805,0.15700442866915187,0.009948292977822494,True
3,0.3,False,0.15,13.0,AP,T1,A4,2.0936198610475496,0.010920929986486683,A3,2.2046013911455504,0.11098153009800082,0.015424622502784606,True,A4,4.038538848746586,0.01491303469381297,A3,4.08966690574426,0.05112805699767442,0.02110633306492933,True,A4,2.0936198610475496,0.010920929986486683,A3,2.2046013911455504,0.11098153009800082,0.015424622502784606,True,A4,4.038538848746586,0.01491303469381297,A3,4.08966690574426,0.05112805699767442,0.02110633306492933,True
3,0.3,False,0.15,13.0,AP,T2,A1,0.5051012970142854,0.011493684674257898,A6,0.6558792150323738,0.15077791801808837,0.019305247561346838,True,A1,3.6764041295187804,0.014005711714530942,A2,4.313386596659245,0.6369824671404647,0.018394062794945733,True,A1,0.5051012970142854,0.011493684674257898,A2,2.9577369665958684,2.452635669581583,0.015188045720152539,True,A1,3.6764041295187804,0.014005711714530942,A2,4.313386596659245,0.6369824671404647,0.018394062794945733,True
3,0.3,False,0.15,13.0,SL,T1,A1,1.42536689676527,0.008513688541598423,A6,1.461561784610258,0.03619488784498803,0.013417261679632152,True,A4,2.7566621135639715,0.010221387419024789,A3,2.7913876526566397,0.03472553909266818,0.014554894453870907,True,A1,1.42536689676527,0.008513688541598423,A4,1.5037056714534554,0.0783387746881854,0.01121891166799104,True,A4,2.7566621135639715,0.010221387419024789,A3,2.7913876526566397,0.03472553909266818,0.014554894453870907,True
3,0.3,False,0.15,13.0,SL,T2,A1,0.409386126287847,0.00770295107208201,A6,0.42730017561779976,0.017914049329952775,0.013002125618895879,False,A1,2.4901457157962943,0.009149991702948675,A2,2.7819274461709718,0.2917817303746775,0.01224698779329994,True,A1,0.409386126287847,0.00770295107208201,A2,1.7769257609583418,1.3675396346704947,0.01025438759492766,True,A1,2.4901457157962943,0.009149991702948675,A2,2.7819274461709718,0.2917817303746775,0.01224698779329994,True
3,0.3,True,0.0,10.0,AP,T1,A1,1.6335613892526157,0.009567872310553565,A4,1.6444585116260022,0.01089712237338647,0.012610091811083026,False,A4,3.0742803742522944,0.011718108359538522,A3,3.3512454868777235,0.2769651126254291,0.017305823933770875,True,A1,1.6335613892526157,0.009567872310553565,A4,1.6444585116260022,0.01089712237338647,0.012610091811083026,False,A4,3.0742803742522944,0.011718108359538522,A3,3.3512454868777235,0.2769651126254291,0.017305823933770875,True
