K,beat_cv,view_over,window,S_median_mm,axis,estimand,estimator,bias_min,bias_min_mcse,bias_min_combo,bias_max,bias_max_mcse,bias_max_combo,bias_range,bias_range_mcse,maxabs_bias,maxabs_bias_mcse,maxabs_bias_combo,maxabs_argmax_clear,rmse_min,rmse_max,rmse_max_mcse,rmse_max_combo,mean_abs_bias
2,0.15,True,0.15,13.0,SL,T2,A2,-1.3340746637484402,0.006451078927998422,2.4/40,0.824455712595451,0.005258622557199221,20/8,2.158530376343891,0.008322831881898717,1.3340746637484402,0.006451078927998422,2.4/40,True,1.5522114217090222,2.4374895949650135,0.007392412596056903,2.4/40,0.5665790168708581
2,0.15,True,0.15,13.0,SL,T2,A3,0.39798405765612915,0.005493624173956095,2.4/40,1.8229425401143178,0.007072145392206945,20/8,1.4249584824581887,0.008955174315064375,1.8229425401143178,0.007072145392206945,20/8,True,1.772506303932171,2.8852371712164997,0.010364204669669062,20/8,0.8344255643934712
2,0.15,True,0.15,13.0,SL,T2,A4,0.3731966489266364,0.005416890297862464,2.4/40,1.5411297513561295,0.006570600315428426,20/8,1.167933102429493,0.008515602680032965,1.5411297513561295,0.006570600315428426,20/8,True,1.7401753022508104,2.586951214893183,0.00905310058041443,20/8,0.7349425538769627
2,0.15,True,0.15,13.0,SL,T2,A5,-1.3340746637484402,0.006451078927998422,2.4/40,0.824455712595451,0.005258622557199221,20/8,2.158530376343891,0.008322831881898717,1.3340746637484402,0.006451078927998422,2.4/40,True,1.5522114217090222,2.4374895949650135,0.007392412596056903,2.4/40,0.5665790168708581
2,0.15,True,0.15,13.0,SL,T2,A6,0.13957097434592552,0.005973011881146574,20/20,0.16507324369256915,0.006683216814226654,2.4/8,0.025502269346643625,0.008963384289334023,0.16507324369256915,0.006683216814226654,2.4/8,False,1.8928442451248766,2.12624905006084,0.006766840586300078,2.4/20,0.15218314229439375
2,0.15,True,0.15,13.0,SL,T2,A7,0.35806214211319026,0.0050496908910132995,2.4/8,2.1551893770097683,0.009622461554300299,20/40,1.797127234896578,0.010866974945161603,2.1551893770097683,0.009622461554300299,20/40,True,1.6364965040338038,3.7287967624165472,0.012661962885869547,20/40,1.0577223832826244
2,0.3,False,0.0,10.0,AP,T1,A1,-1.7415064734234105,0.009384193813211176,20/8,0.26577646823307377,0.008274642476993685,2.4/8,2.0072829416564844,0.012511306951952666,1.7415064734234105,0.009384193813211176,20/8,False,2.571663381327166,3.453848878155486,0.010489381574857643,20/40,0.6480209978380547
2,0.3,False,0.0,10.0,AP,T1,A2,-2.7736844383903767,0.00888683863523794,20/40,-0.06273417626740373,0.006589354168191074,2.4/8,2.710950262122973,0.01106324949020923,2.7736844383903767,0.00888683863523794,20/40,True,2.0831017056685277,3.9485233291375885,0.010751241710886773,20/40,1.2469825344029013
2,0.3,False,0.0,10.0,AP,T1,A3,-0.9393721980376676,0.008890550278161583,20/40,1.1078217643183912,0.007968047467857774,2.4/8,2.047193962356059,0.011938662600917813,1.1078217643183912,0.007968047467857774,2.4/8,True,2.518790646316741,2.964208074581434,0.009543653342784283,20/40,0.5710586718887323
2,0.3,False,0.0,10.0,AP,T1,A4,-0.9862192465204981,0.00896059460481601,20/40,1.0629135503504883,0.007977256181701113,2.4/8,2.0491327968709863,0.011997035961450912,1.0629135503504883,0.007977256181701113,2.4/8,True,2.523485419137456,3.000295598293203,0.009712344938354857,20/40,0.5476405144698681
2,0.3,False,0.0,10.0,AP,T1,A5,-2.7736844383903767,0.00888683863523794,20/40,-0.06273417626740373,0.006589354168191074,2.4/8,2.710950262122973,0.01106324949020923,2.7736844383903767,0.00888683863523794,20/40,True,2.0831017056685277,3.9485233291375885,0.010751241710886773,20/40,1.2469825344029013
2,0.3,False,0.0,10.0,AP,T1,A6,-1.745473296970959,0.01244541261014066,20/8,0.2710558460952244,0.012729737992789527,2.4/20,2.016529143066183,0.01780265498181991,1.745473296970959,0.01244541261014066,20/8,False,3.8828443129506907,4.337963138820522,0.013567368191525764,20/40,0.6486933597241721
2,0.3,False,0.0,10.0,AP,T1,A7,0.5268424743485607,0.006961009500591266,2.4/20,0.5513702850010513,0.008697638989412991,4.8/40,0.024527810652490656,0.011140223393517695,0.5513702850010513,0.008697638989412991,4.8/40,False,2.231806009861112,2.853862743041739,0.010228187725754711,20/40,0.5370440024575253
2,0.3,False,0.0,10.0,AP,T2,A1,0.4240167758516201,0.007010655519291315,20/8,0.5248838120264971,0.00826775045447208,2.4/8,0.10086703617487702,0.010839971789058912,0.5248838120264971,0.00826775045447208,2.4/8,False,2.257137602790262,2.666646661665587,0.010131820122860239,2.4/8,0.48708108088732044
2,0.3,False,0.0,10.0,AP,T2,A2,-1.529618072294558,0.008021651994646127,2.4/40,1.1051546600304658,0.006774790754891154,20/8,2.6347727323250236,0.010499747163421072,1.529618072294558,0.008021651994646127,2.4/40,True,2.0913295664675364,2.9621541439483554,0.008475542633105678,2.4/40,0.6865365279356525
2,0.3,False,0.0,10.0,AP,T2,A3,0.7942334906144043,0.008115677796757172,2.4/40,2.4645621734360006,0.00917047700015511,20/8,1.6703286828215962,0.01224589214843701,2.4645621734360006,0.00917047700015511,20/8,True,2.632276447202895,3.805751890247256,0.01320112950405339,20/8,1.325585545358512
2,0.3,False,0.0,10.0,AP,T2,A4,0.7814366541078929,0.00810970005688984,2.4/40,2.3133782181315885,0.009097505643975412,20/8,1.5319415640236955,0.012187364110212,2.3133782181315885,0.009097505643975412,20/8,True,2.619106495945979,3.6916252396110294,0.012888071237326762,20/8,1.275833192431457
2,0.3,False,0.0,10.0,AP,T2,A5,-1.529618072294558,0.008021651994646127,2.4/40,1.1051546600304658,0.006774790754891154,20/8,2.6347727323250236,0.010499747163421072,1.529618072294558,0.008021651994646127,2.4/40,True,2.0913295664675364,2.9621541439483554,0.008475542633105678,2.4/40,0.6865365279356525
2,0.3,False,0.0,10.0,AP,T2,A6,0.4198484414506998,0.010872229611654802,20/40,0.5303520227160923,0.012727495331704456,2.4/20,0.11050358126539245,0.01673901174344239,0.5303520227160923,0.012727495331704456,2.4/20,False,3.4337696391254067,4.067918916781001,0.018037950768159713,2.4/8,0.4863324295514233
2,0.3,False,0.0,10.0,AP,T2,A7,0.7861386509694286,0.007035699480120293,2.4/20,2.698850659006557,0.009773153644629174,20/20,1.9127120080371285,0.012042242288547987,2.698850659006557,0.009773153644629174,20/20,False,2.329420903257049,4.399527132987197,0.014268168178704965,20/40,1.5402498907047544
2,0.3,False,0.0,10.0,SL,T1,A1,-1.1224348545079739,0.006545955962029737,20/8,0.17502332136919227,0.005788524468887788,2.4/40,1.2974581758771662,0.00873822378883405,1.1224348545079739,0.006545955962029737,20/8,False,1.8174031734889589,2.3657683012522277,0.007316523611565747,20/20,0.41845895278362777
2,0.3,False,0.0,10.0,SL,T1,A2,-1.7667307820227685,0.006194873085618299,20/40,-0.03649389849913379,0.004723305393460904,2.4/8,1.7302368835236346,0.007790126211225005,1.7667307820227685,0.006194873085618299,20/40,True,1.4940786053630217,2.637981147466,0.007520010268612398,20/40,0.799490197573408
2,0.3,False,0.0,10.0,SL,T1,A3,-0.567196485192035,0.006189161156217013,20/40,0.7564790930132201,0.005554720206547058,2.4/8,1.3236755782052552,0.008316287175816364,0.7564790930132201,0.005554720206547058,2.4/8,True,1.7614581635329656,2.037705849444648,0.006510641195088277,20/40,0.38529757624403277
2,0.3,False,0.0,10.0,SL,T1,A4,-0.5888941415200518,0.006213896226387564,20/40,0.7378074048622021,0.005554754211343471,2.4/8,1.326701546382254,0.008334734588500802,0.7378074048622021,0.005554754211343471,2.4/8,True,1.7625280472745288,2.0513430548403373,0.006627982224660228,20/40,0.3751984188060045
2,0.3,False,0.0,10.0,SL,T1,A5,-1.7667307820227685,0.006194873085618299,20/40,-0.03649389849913379,0.004723305393460904,2.4/8,1.7302368835236346,0.007790126211225005,1.7667307820227685,0.006194873085618299,20/40,True,1.4940786053630217,2.637981147466,0.007520010268612398,20/40,0.799490197573408
2,0.3,False,0.0,10.0,SL,T1,A6,-1.124543132246851,0.008673986118936909,20/8,0.1829364801187384,0.008739926890755688,2.4/40,1.3074796123655894,0.012313584256716829,1.124543132246851,0.008673986118936909,20/8,False,2.6980923073244054,2.971139643072588,0.009153342708454502,20/20,0.420012678829171
2,0.3,False,0.0,10.0,SL,T1,A7,0.3294300885967561,0.0052103527953105,10/20,0.35917403026059413,0.0073084468302038515,2.4/40,0.029743941663838036,0.008975587519573116,0.35917403026059413,0.0073084468302038515,2.4/40,False,1.5947955226452533,2.4195851108470086,0.01005744808115904,20/40,0.3431578432166287
2,0.3,False,0.0,10.0,SL,T2,A1,0.26406110090847973,0.0051081879594515696,20/8,0.34067427320578786,0.005784495390950981,2.4/40,0.07661317229730813,0.007717121947787215,0.34067427320578786,0.005784495390950981,2.4/40,False,1.6367836125576796,1.8696690305359254,0.006745451201343713,2.4/20,0.3103696413875004
2,0.3,False,0.0,10.0,SL,T2,A2,-0.9689141519820489,0.00559183015892995,2.4/40,0.7079952792398143,0.004844382278754163,20/8,1.6769094312218633,0.007398419033079022,0.9689141519820489,0.00559183015892995,2.4/40,True,1.4979180452236833,2.0163382201353084,0.005790318726070364,2.4/40,0.43921282872328754
2,0.3,False,0.0,10.0,SL,T2,A3,0.5386046838476001,0.00569659703226054,2.4/40,1.620822048912634,0.006317341680303645,20/8,1.0822173650650337,0.008506469517588438,1.620822048912634,0.006317341680303645,20/8,True,1.848626425885355,2.5725288717535535,0.008964653111815962,20/8,0.8853602647556095
2,0.3,False,0.0,10.0,SL,T2,A4,0.533290875973238,0.0056927158841028,2.4/40,1.552147472963613,0.006252015405837161,20/8,1.0188565969903751,0.008455454498247953,1.552147472963613,0.006252015405837161,20/8,True,1.8408481265621346,2.513541794682001,0.00882797312530618,20/8,0.8627697176693875
2,0.3,False,0.0,10.0,SL,T2,A5,-0.9689141519820489,0.00559183015892995,2.4/40,0.7079952792398143,0.004844382278754163,20/8,1.6769094312218633,0.007398419033079022,0.9689141519820489,0.00559183015892995,2.4/40,True,1.4979180452236833,2.0163382201353084,0.005790318726070364,2.4/40,0.43921282872328754
2,0.3,False,0.0,10.0,SL,T2,A6,0.26195282316960256,0.007633525897830647,20/8,0.348587431955334,0.008738062460267587,2.4/40,0.08663460878573143,0.011602777822245362,0.348587431955334,0.008738062460267587,2.4/40,False,2.4280924146609433,2.81641909262565,0.012538106036769796,2.4/20,0.3113725599131869
2,0.3,False,0.0,10.0,SL,T2,A7,0.5052705525488803,0.0049745011025259505,2.4/8,1.7359257441717695,0.007025916112533631,20/20,1.2306551916228892,0.008608667634389864,1.7359257441717695,0.007025916112533631,20/20,False,1.652222656761195,3.246624339513995,0.011297801154886461,20/40,0.9869958922811053
2,0.3,False,0.0,13.0,AP,T1,A1,-2.2683797459718273,0.012010118804860186,20/20,0.3498008598874256,0.010351465381361133,2.4/8,2.618180605859253,0.015855465595446077,2.2683797459718273,0.012010118804860186,20/20,False,3.256679321540674,4.430866417342816,0.013367905772410961,20/8,0.8470908252311887
2,0.3,False,0.0,13.0,AP,T1,A2,-3.621003806298673,0.011370439730116514,20/40,-0.06944276653555723,0.008225028732552974,2.4/8,3.551561039763116,0.014033459919333297,3.621003806298673,0.011370439730116514,20/40,True,2.60189631074312,5.1029627907668536,0.014054777219329274,20/40,1.627081059679765
2,0.3,False,0.0,13.0,AP,T1,A3,-1.2687786322283758,0.011299641379754637,20/40,1.410475051566623,0.010033175559682637,2.4/8,2.6792536837949985,0.01511113851178912,1.410475051566623,0.010033175559682637,2.4/8,True,3.1940844505118307,3.791815009571317,0.012403092266145275,20/40,0.7307349780527465
2,0.3,False,0.0,13.0,AP,T1,A4,-1.3416554943803212,0.01139277928591158,20/40,1.3378794458772814,0.010054890443754134,2.4/8,2.6795349402576027,0.01519527037250059,1.3416554943803212,0.01139277928591158,20/40,False,3.2041334181203474,3.844405240857244,0.012581628245387609,20/40,0.6954094390420824
2,0.3,False,0.0,13.0,AP,T1,A5,-3.621003806298673,0.011370439730116514,20/40,-0.06944276653555723,0.008225028732552974,2.4/8,3.551561039763116,0.014033459919333297,3.621003806298673,0.011370439730116514,20/40,True,2.60189631074312,5.1029627907668536,0.014054777219329274,20/40,1.627081059679765
2,0.3,False,0.0,13.0,AP,T1,A6,-2.2798812068777217,0.015936060315582562,20/20,0.3521822073351961,0.01625881686540739,2.4/40,2.632063414212918,0.022766359925221715,2.2798812068777217,0.015936060315582562,20/20,False,4.998209123603535,5.531130643697035,0.01791825515501011,20/20,0.8455192673485366
2,0.3,False,0.0,13.0,AP,T1,A7,0.6863385948265988,0.008716376918103484,4.8/20,0.7070386058534254,0.010237073628930275,10/40,0.020700011026826615,0.013445181406830733,0.7070386058534254,0.010237073628930275,10/40,False,2.791341136928303,3.3557453595220768,0.011923582528195842,20/40,0.695754730613428
2,0.3,False,0.0,13.0,AP,T2,A1,0.5526841805333115,0.008885336384404837,20/8,0.6861088727853436,0.010345485519010912,2.4/8,0.13342469225203213,0.013637385133818465,0.6861088727853436,0.010345485519010912,2.4/8,False,2.8354659301486698,3.3536085144463907,0.013260972499341927,2.4/20,0.6334655612122501
2,0.3,False,0.0,13.0,AP,T2,A2,-1.9920685183851259,0.010161845558921337,2.4/40,1.436319187927249,0.008526891194580865,20/8,3.4283877063123747,0.013265405331447282,1.9920685183851259,0.010161845558921337,2.4/40,True,2.6134386833234533,3.7808126421674055,0.01105724515267628,2.4/40,0.8969124769715059
2,0.3,False,0.0,13.0,AP,T2,A3,1.0159804139321214,0.010263193713155486,2.4/40,3.1779868337072834,0.011696451757903634,20/8,2.162006419775162,0.015560852448330756,3.1779868337072834,0.011696451757903634,20/8,True,3.3438077343628736,4.876490734199115,0.016768459161477893,20/8,1.6967529511178687
2,0.3,False,0.0,13.0,AP,T2,A4,0.9972522569625463,0.010265091953075888,2.4/40,2.9674129186635243,0.01164110275142543,20/8,1.970160661700978,0.015520547222129382,2.9674129186635243,0.01164110275142543,20/8,True,3.3220733298526444,4.728311669243302,0.01672173539349388,20/8,1.620369202562194
2,0.3,False,0.0,13.0,AP,T2,A5,-1.9920685183851259,0.010161845558921337,2.4/40,1.436319187927249,0.008526891194580865,20/8,3.4283877063123747,0.013265405331447282,1.9920685183851259,0.010161845558921337,2.4/40,True,2.6134386833234533,3.7808126421674055,0.01105724515267628,2.4/40,0.8969124769715059
2,0.3,False,0.0,13.0,AP,T2,A6,0.5446004673278529,0.013694429467107314,20/20,0.6917288639172406,0.016249992971537272,2.4/40,0.1471283965893877,0.021250874570346225,0.6917288639172406,0.016249992971537272,2.4/40,False,4.352914147728104,5.185021881960166,0.022149970204050812,2.4/40,0.6382733896506874
2,0.3,False,0.0,13.0,AP,T2,A7,1.0273231131937792,0.010204658501716368,2.4/40,3.5301271622261434,0.012434108258021524,20/20,2.502804049032364,0.016085462483523785,3.5301271622261434,0.012434108258021524,20/20,False,2.924426159616253,5.526054663718355,0.017834360431739787,20/40,2.003736486748411
2,0.3,False,0.0,13.0,SL,T1,A1,-1.4415458574567979,0.008122554029366165,20/8,0.22784992744541324,0.007136090748594948,2.4/8,1.6693957849022112,0.01081201531316687,1.4415458574567979,0.008122554029366165,20/8,False,2.2265783557152274,2.962819187649734,0.009324937369765572,20/40,0.5414397736981188
2,0.3,False,0.0,13.0,SL,T1,A2,-2.3079943113433727,0.007733923266589854,20/40,-0.04043920885272616,0.005741942624323077,2.4/8,2.2675551024906464,0.009632417878939745,2.3079943113433727,0.007733923266589854,20/40,True,1.816202871325049,3.3627570291316413,0.009608012196369115,20/40,1.0428373085146103
2,0.3,False,0.0,13.0,SL,T1,A3,-0.7705167899559787,0.0076936314204427364,20/40,0.9537299330859739,0.006905138472376504,2.4/8,1.7242467230419525,0.010337935081839014,0.9537299330859739,0.006905138472376504,2.4/8,True,2.161765403697696,2.5520253476409684,0.00849550637917242,20/40,0.4823985913364279
2,0.3,False,0.0,13.0,SL,T1,A4,-0.8075161619559349,0.007749334883636588,20/40,0.921493534129074,0.006904786367139557,2.4/8,1.7290096960850088,0.010379222799159057,0.921493534129074,0.006904786367139557,2.4/8,True,2.161382304267851,2.58016305947969,0.008671968122974128,20/40,0.46485701411735963
2,0.3,False,0.0,13.0,SL,T1,A5,-2.3079943113433727,0.007733923266589854,20/40,-0.04043920885272616,0.005741942624323077,2.4/8,2.2675551024906464,0.009632417878939745,2.3079943113433727,0.007733923266589854,20/40,True,1.816202871325049,3.3627570291316413,0.009608012196369115,20/40,1.0428373085146103
2,0.3,False,0.0,13.0,SL,T1,A6,-1.4359513870560543,0.010839756123640614,20/8,0.22710208354634473,0.010948895025053269,2.4/8,1.663053470602399,0.015407096257557438,1.4359513870560543,0.010839756123640614,20/8,False,3.3560940519646656,3.7164324516498084,0.011716000483630657,20/8,0.5404902341017895
2,0.3,False,0.0,13.0,SL,T1,A7,0.43375124769489404,0.006067429754679241,10/8,0.45732728754192026,0.008284092019536454,20/40,0.02357603984702622,0.010268392494257051,0.45732728754192026,0.008284092019536454,20/40,False,1.946539450104904,2.659266380144084,0.01018703139012794,20/40,0.4452313511388959
2,0.3,False,0.0,13.0,SL,T2,A1,0.3548235305146875,0.006157399876055324,20/8,0.4444595064093453,0.007132960542068366,2.4/8,0.08963597589465777,0.009422987813233676,0.4444595064093453,0.007132960542068366,2.4/8,False,1.9791965914477232,2.2990010837713775,0.009110428965171483,2.4/8,0.404559906744645
2,0.3,False,0.0,13.0,SL,T2,A2,-1.2786188923966024,0.00693880785139988,2.4/40,0.9199161072578484,0.005926119988813823,20/8,2.1985349996544508,0.00912501794630933,1.2786188923966024,0.00693880785139988,2.4/40,True,1.8243354818055446,2.5395912200202573,0.007576250230414594,2.4/40,0.5746116053295383
2,0.3,False,0.0,13.0,SL,T2,A3,0.6656444014121052,0.007031780145622515,2.4/40,2.0656508701263228,0.007930051620417588,20/8,1.4000064687142175,0.010598662685398504,2.0656508701263228,0.007930051620417588,20/8,True,2.281158399317928,3.248910971661688,0.011755222837257766,20/8,1.1158283408086398
2,0.3,False,0.0,13.0,SL,T2,A4,0.6564556014938355,0.007028065056731218,2.4/40,1.953144585474267,0.007839932417777919,20/8,1.2966889839804314,0.010528923912583445,1.953144585474267,0.007839932417777919,20/8,True,2.270147909043346,3.1561315464916295,0.011531864773107317,20/8,1.078810898409117
2,0.3,False,0.0,13.0,SL,T2,A5,-1.2786188923966024,0.00693880785139988,2.4/40,0.9199161072578484,0.005926119988813823,20/8,2.1985349996544508,0.00912501794630933,1.2786188923966024,0.00693880785139988,2.4/40,True,1.8243354818055446,2.5395912200202573,0.007576250230414594,2.4/40,0.5746116053295383
2,0.3,False,0.0,13.0,SL,T2,A6,0.3604180009154309,0.009456349684739566,20/8,0.4437116625102768,0.010947245038380895,2.4/8,0.08329366159484591,0.014465985043903137,0.4437116625102768,0.010947245038380895,2.4/8,False,2.996362547105612,3.490125727006008,0.016189074783810514,2.4/8,0.4070329343553705
2,0.3,False,0.0,13.0,SL,T2,A7,0.6556014206379177,0.008080028758669115,2.4/40,2.2540480416486197,0.010007534833554488,20/40,1.598446621010702,0.012862255563692023,2.2540480416486197,0.010007534833554488,20/40,False,2.028973207220882,3.8853195193944057,0.012974481057964966,20/40,1.2817130860572046
2,0.3,False,0.15,10.0,AP,T1,A1,-1.7775366256858596,0.010011641792833124,20/8,0.1722209454676168,0.009011810789309523,2.4/40,1.9497575711534765,0.0134701783614887,1.7775366256858596,0.010011641792833124,20/8,False,2.8239874427280305,3.6308171754418552,0.010844131217942329,20/8,0.6732679005665326
2,0.3,False,0.15,10.0,AP,T1,A2,-2.7856018250281083,0.009154253158320856,20/40,-0.14618633737739126,0.007010205141205216,2.4/8,2.639415487650717,0.011530105247065502,2.7856018250281083,0.009154253158320856,20/40,True,2.2216252866848856,4.017403242881125,0.011052558027325455,20/40,1.296338397664418
2,0.3,False,0.15,10.0,AP,T1,A3,-0.9424585938883462,0.009383390458512818,20/40,1.1653852209095843,0.008585955277747404,2.4/8,2.1078438147979304,0.012718751689076562,1.1653852209095843,0.008585955277747404,2.4/8,True,2.723081449178917,3.113348969015269,0.009989895016934806,20/40,0.5907091472138959
2,0.3,False,0.15,10.0,AP,T1,A4,-0.9964647848159142,0.009433766280352746,20/40,1.101539511164172,0.008623935200956315,2.4/8,2.098004295980086,0.012781557204918888,1.101539511164172,0.008623935200956315,2.4/8,True,2.731567501270676,3.1452261754385877,0.010066273388972714,20/40,0.5595590479311809
2,0.3,False,0.15,10.0,AP,T1,A5,-2.7856018250281083,0.009154253158320856,20/40,-0.14618633737739126,0.007010205141205216,2.4/8,2.639415487650717,0.011530105247065502,2.7856018250281083,0.009154253158320856,20/40,True,2.2216252866848856,4.017403242881125,0.011052558027325455,20/40,1.296338397664418
2,0.3,False,0.15,10.0,AP,T1,A6,-1.7724021142462947,0.01216947667747302,20/8,0.2503680038526035,0.012240802879608154,2.4/40,2.022770118098898,0.017260747890545852,1.7724021142462947,0.01216947667747302,20/8,False,3.745590704867598,4.236847580309931,0.012980879451086379,20/8,0.6593134544983325
2,0.3,False,0.15,10.0,AP,T1,A7,0.43965899530065994,0.007262908774043432,2.4/8,0.7125164351686445,0.009720312384323665,20/40,0.27285743986798455,0.012134014863552504,0.7125164351686445,0.009720312384323665,20/40,False,2.3384250401312063,3.1553181251335323,0.011981983430378037,20/40,0.5483573726376961
2,0.3,False,0.15,10.0,AP,T2,A1,0.3914287538265453,0.007691585336753389,20/40,0.43077756426853886,0.008988238601527226,2.4/40,0.039348810441993565,0.011830000767140459,0.43077756426853886,0.008988238601527226,2.4/40,False,2.4635758174030657,2.874775093332066,0.010223244846809266,2.4/40,0.4123807476886793
2,0.3,False,0.15,10.0,AP,T2,A2,-1.5501156410912862,0.00825962928081766,2.4/40,1.0563138539335157,0.00711730974410222,20/8,2.606429495024802,0.01090309927727125,1.5501156410912862,0.00825962928081766,2.4/40,True,2.2111248474080565,3.0372582809063244,0.00882260712632302,2.4/40,0.6819263970701726
2,0.3,False,0.15,10.0,AP,T2,A3,0.7772140842784713,0.008814182254323271,2.4/40,2.5221302464796373,0.009643942026025558,20/8,1.7449161622011662,0.013065045985903348,2.5221302464796373,0.009643942026025558,20/8,True,2.8203846074024663,3.9574751742397365,0.01394557107818602,20/8,1.3588664305619726
2,0.3,False,0.15,10.0,AP,T2,A4,0.758450226684934,0.008816628851145314,2.4/40,2.360233561872177,0.009583882991413488,20/8,1.6017833351872428,0.013022432856112282,2.360233561872177,0.009583882991413488,20/8,True,2.8062314039555254,3.8413138292887643,0.013673341788271499,20/8,1.2964737582287713
2,0.3,False,0.15,10.0,AP,T2,A5,-1.5501156410912862,0.00825962928081766,2.4/40,1.0563138539335157,0.00711730974410222,20/8,2.606429495024802,0.01090309927727125,1.5501156410912862,0.00825962928081766,2.4/40,True,2.2111248474080565,3.0372582809063244,0.00882260712632302,2.4/40,0.6819263970701726
2,0.3,False,0.15,10.0,AP,T2,A6,0.3999861176790924,0.01037337952962954,20/8,0.5089246226535254,0.012237604715709217,2.4/40,0.10893850497443303,0.01604262983564994,0.5089246226535254,0.012237604715709217,2.4/40,False,3.292239393664626,3.903171970381103,0.01762454459343764,2.4/40,0.46839001827997384
2,0.3,False,0.15,10.0,AP,T2,A7,0.6984192404075328,0.007310183354689198,2.4/8,2.8762197210649143,0.011716824425567885,20/40,2.1778004806573814,0.013810240957302636,2.8762197210649143,0.011716824425567885,20/40,True,2.414873509007927,4.690511705755198,0.015061545484520104,20/40,1.5539075366931956
2,0.3,False,0.15,10.0,SL,T1,A1,-1.0211249992110683,0.006861763552763385,20/40,0.21334857733867219,0.0062739655822566,2.4/8,1.2344735765497403,0.009297657940652173,1.0211249992110683,0.006861763552763385,20/40,False,1.9511498485813312,2.4020875479327706,0.007559065079308091,20/20,0.3976670075443583
2,0.3,False,0.15,10.0,SL,T1,A2,-1.6607876370301482,0.006345589682304803,20/40,0.015228819667936119,0.004946259773515848,2.4/8,1.6760164566980844,0.00804561956366781,1.6607876370301482,0.006345589682304803,20/40,True,1.5642109915778104,2.604769884350839,0.007809973265334974,20/40,0.7226402076662235
2,0.3,False,0.15,10.0,SL,T1,A3,-0.44478731555900203,0.006474608332837507,20/40,0.9153636736498977,0.005919722846297048,2.4/8,1.3601509892088997,0.008772894142791197,0.9153636736498977,0.005919722846297048,2.4/8,True,1.898441334051431,2.095196683343597,0.0069734228811142536,20/40,0.46139474121254814
2,0.3,False,0.15,10.0,SL,T1,A4,-0.47099898903369497,0.00649931495683118,20/40,0.8876163626539173,0.005934954965226433,2.4/8,1.3586153516876123,0.00880140814570915,0.8876163626539173,0.005934954965226433,2.4/8,True,1.8960204341728426,2.108532024273002,0.007065198564577599,20/40,0.4459973442329559
2,0.3,False,0.15,10.0,SL,T1,A5,-1.6607876370301482,0.006345589682304803,20/40,0.015228819667936119,0.004946259773515848,2.4/8,1.6760164566980844,0.00804561956366781,1.6607876370301482,0.006345589682304803,20/40,True,1.5642109915778104,2.604769884350839,0.007809973265334974,20/40,0.7226402076662235
2,0.3,False,0.15,10.0,SL,T1,A6,-1.1054429788258002,0.008436892494162995,20/40,0.18682288379961035,0.008397305736516692,2.4/8,1.2922658626254107,0.01190360863732507,1.1054429788258002,0.008436892494162995,20/40,False,2.591767742883769,2.887914211690972,0.008937674357746912,20/40,0.41320213552685364
2,0.3,False,0.15,10.0,SL,T1,A7,0.39554733380013646,0.005132602945046667,2.4/8,0.665996692522392,0.008533316316888638,20/40,0.27044935872225556,0.009957966677770096,0.665996692522392,0.008533316316888638,20/40,False,1.6705665652148007,2.7794293503111724,0.012157090669206299,20/40,0.5010884967808921
2,0.3,False,0.15,10.0,SL,T2,A1,0.3642849391309174,0.005443214043974205,20/40,0.38163890406730117,0.006168367876043761,4.8/8,0.017353964936383748,0.008226623935900233,0.38163890406730117,0.006168367876043761,4.8/8,False,1.7594123454012394,2.0294389677259,0.007949686719735687,2.4/40,0.3718172469309276
2,0.3,False,0.15,10.0,SL,T2,A2,-0.8884862595748615,0.005807553054201048,2.4/40,0.7904031161487215,0.005010472940518419,20/8,1.678889375723583,0.007670235430873502,0.8884862595748615,0.005807553054201048,2.4/40,True,1.5683990482748373,2.0401326803707756,0.006467060969982454,2.4/40,0.4214608507247046
2,0.3,False,0.15,10.0,SL,T2,A3,0.62437953573146,0.006174678515869811,2.4/40,1.7731068073505967,0.006568066076745542,20/8,1.1487272716191366,0.009014773805417405,1.7731068073505967,0.006568066076745542,20/8,True,2.001228248109087,2.7308998168425362,0.009204433795650856,20/8,1.0219147347520756
2,0.3,False,0.15,10.0,SL,T2,A4,0.6165212245546706,0.006169178200722627,2.4/40,1.6989025620257174,0.006528619028674259,20/8,1.082381337471047,0.008982295146221755,1.6989025620257174,0.006528619028674259,20/8,True,1.9952474034417294,2.6736704984997477,0.009143279483240176,20/8,0.9946486960984257
2,0.3,False,0.15,10.0,SL,T2,A5,-0.8884862595748615,0.005807553054201048,2.4/40,0.7904031161487215,0.005010472940518419,20/8,1.678889375723583,0.007670235430873502,0.8884862595748615,0.005807553054201048,2.4/40,True,1.5683990482748373,2.0401326803707756,0.006467060969982454,2.4/40,0.4214608507247046
2,0.3,False,0.15,10.0,SL,T2,A6,0.27996695951618555,0.0073331011640546655,20/40,0.3521077954094273,0.008392030116251711,2.4/8,0.07214083589324177,0.011144529696417682,0.3521077954094273,0.008392030116251711,2.4/8,False,2.329241019194054,2.7007684082798304,0.011734756239939678,2.4/40,0.32237851011023805
2,0.3,False,0.15,10.0,SL,T2,A7,0.5608322454099535,0.00516091498120001,2.4/8,2.0514066308643772,0.009600083735044897,20/40,1.4905743854544238,0.01089938765082921,2.0514066308643772,0.009600083735044897,20/40,True,1.7256913156082108,3.6639238222886097,0.012612856086670187,20/40,1.145024356194767
