K,beat_cv,view_over,window,S_median_mm,axis,estimand,estimator,bias_min,bias_min_mcse,bias_min_combo,bias_max,bias_max_mcse,bias_max_combo,bias_range,bias_range_mcse,maxabs_bias,maxabs_bias_mcse,maxabs_bias_combo,maxabs_argmax_clear,rmse_min,rmse_max,rmse_max_mcse,rmse_max_combo,mean_abs_bias
2,0.05,False,0.15,10.0,AP,T2,A7,0.37169718509571503,0.004875031299085822,2.4/8,2.4985742236644874,0.0102499591983457,20/40,2.1268770385687725,0.011350224391386192,2.4985742236644874,0.0102499591983457,20/40,True,1.5857894085232602,4.0925462057589765,0.013635543165785923,20/40,1.196417563891238
2,0.05,False,0.15,10.0,SL,T1,A1,-1.2426101266973937,0.00556398032004836,20/20,-0.04417940120693499,0.004010702392754104,2.4/8,1.1984307254904587,0.006858834499033268,1.2426101266973937,0.00556398032004836,20/20,False,1.2634692827686769,2.1540280103291267,0.006834775303124038,20/20,0.5112954781701805
2,0.05,False,0.15,10.0,SL,T1,A2,-1.8646336043483842,0.005741403746206557,20/40,-0.2352482544317943,0.003727589574919101,2.4/8,1.62938534991659,0.006845337173288124,1.8646336043483842,0.005741403746206557,20/40,True,1.2020067596289647,2.602536688011091,0.007156969511919485,20/40,0.9465683732862589
2,0.05,False,0.15,10.0,SL,T1,A3,-0.8441005655665655,0.005040108380200786,20/40,0.228340537678349,0.0038313369993069096,2.4/8,1.0724411032449146,0.006331021693725924,0.8441005655665655,0.005040108380200786,20/40,True,1.232898634207145,1.8035380812487247,0.005769285518170204,20/40,0.23534803791671458
2,0.05,False,0.15,10.0,SL,T1,A4,-0.8538764367043876,0.005076106467088148,20/40,0.2282100150276305,0.00383140628046112,2.4/8,1.0820864517320181,0.006359758717999531,0.8538764367043876,0.005076106467088148,20/40,True,1.2328959971873203,1.8181762535088641,0.005886062537463121,20/40,0.24132747469938254
2,0.05,False,0.15,10.0,SL,T1,A5,-1.8646336043483842,0.005741403746206557,20/40,-0.2352482544317943,0.003727589574919101,2.4/8,1.62938534991659,0.006845337173288124,1.8646336043483842,0.005741403746206557,20/40,True,1.2020067596289647,2.602536688011091,0.007156969511919485,20/40,0.9465683732862589
2,0.05,False,0.15,10.0,SL,T1,A6,-1.3315952867122365,0.006050319297009261,20/20,-0.10151842158422812,0.004680131657428701,2.4/8,1.2300768651280083,0.0076491826966434105,1.3315952867122365,0.006050319297009261,20/20,False,1.4786822545469578,2.331039630895818,0.00685961843394159,20/20,0.5837532485612814
2,0.05,False,0.15,10.0,SL,T1,A7,0.13299578029754178,0.0038080860524322352,2.4/8,0.3589067745121853,0.007841941732892252,20/40,0.2259109942146435,0.008717658488654282,0.3589067745121853,0.007841941732892252,20/40,True,1.21153840811196,2.5056650995191503,0.012481784104740119,20/40,0.22170983005770264
2,0.05,False,0.15,10.0,SL,T2,A1,0.11832501674653226,0.003954841793683918,2.4/40,0.14735675862990108,0.0037330932533207787,20/8,0.029031741883368822,0.005438451879998401,0.14735675862990108,0.0037330932533207787,20/8,False,1.182579713679673,1.2635273024638174,0.0031364373695386173,2.4/8,0.13178302962670388
2,0.05,False,0.15,10.0,SL,T2,A2,-1.1032648982578492,0.004982346916271469,2.4/40,0.5517578886416376,0.003973592043367106,20/8,1.6550227868994867,0.006372849795906866,1.1032648982578492,0.004982346916271469,2.4/40,True,1.1686620062096076,1.923420570586446,0.005668878547737886,2.4/40,0.4570621887644781
2,0.05,False,0.15,10.0,SL,T2,A3,0.19978521697701254,0.0039030971884628377,2.4/40,1.2153237315636214,0.004977216469196023,20/8,1.015538514586609,0.006325096951337792,1.2153237315636214,0.004977216469196023,20/8,True,1.250326223436724,1.9885309597644079,0.006230592419840338,20/8,0.4920330480809167
2,0.05,False,0.15,10.0,SL,T2,A4,0.19975178208600092,0.0039030276238761702,2.4/40,1.180036410097589,0.004907899179829645,20/8,0.9802846280115882,0.006270653793035696,1.180036410097589,0.004907899179829645,20/8,True,1.2502991658382996,1.9496690174537052,0.006094269364171133,20/8,0.485921268451285
2,0.05,False,0.15,10.0,SL,T2,A5,-1.1032648982578492,0.004982346916271469,2.4/40,0.5517578886416376,0.003973592043367106,20/8,1.6550227868994867,0.006372849795906866,1.1032648982578492,0.004982346916271469,2.4/40,True,1.1686620062096076,1.923420570586446,0.005668878547737886,2.4/40,0.4570621887644781
2,0.05,False,0.15,10.0,SL,T2,A6,0.05272377468649548,0.00442384324074559,20/40,0.06644744489288804,0.00454550275718148,10/20,0.013723670206392556,0.006342868777945425,0.06644744489288804,0.00454550275718148,10/20,False,1.3955469568450687,1.474098658849064,0.0035839865219929696,2.4/8,0.05932525923560312
