cell,p_beat_cv,p_view_over,n_studies,n_patients,seed,ai,lam,sigma_ai_mm,ref,mse_true,mse_apparent,var_ref,bias_ref,cov_ai_ref,bias_ai,mse_apparent_closed_form,identity_abs_error,mae_true,mae_apparent,apparent_sd_within_mean,apparent_sd_within_mcse,mse_apparent_lambda_form,mse_true_lambda_form
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",inherited,,1.0,mean2,1.1740492016210642,4.160428966910145,3.155642995203129,0.4151950901561876,-0.0007706597078699647,0.4132894636235846,4.160428966910144,8.881784197001252e-16,0.8664904478155165,1.5583696535035683,1.9993113480296607,0.0033022840559682994,,
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",inherited,,1.0,R_img,1.1740492016210642,4.118061975644856,3.0725970862640546,0.2136322772103391,-0.0011804382077766358,0.4132894636235846,4.1180619756448555,8.881784197001252e-16,0.8664904478155165,1.5456077680652542,2.0137987327004723,0.003381478244278701,,
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",shared,0.0,2.0,single,4.0071540720579595,8.070047675866894,3.882063722630518,0.4156630244872927,-0.005912956293586059,0.004537066220085006,8.070047675866894,0.0,1.5981773916941178,2.2271218588371675,2.78009460061967,0.003862923855953876,8.054839472556441,4.0
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",shared,0.0,2.0,mean2,4.0071540720579595,7.338629693324121,3.155642995203129,0.4151950901561876,-0.0036065992049059623,0.004537066220085006,7.33862969332412,8.881784197001252e-16,1.5981773916941178,2.1239794651844535,2.6464782622003455,0.003515700843286298,7.328029958092935,4.0
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",shared,0.0,2.0,R_img,4.0071540720579595,7.122950216089191,3.0725970862640546,0.2136322772103391,0.0002505822609979609,0.004537066220085006,7.122950216089191,0.0,1.5981773916941178,2.085437396161197,2.655862455399277,0.0035525668956720145,7.118235836130131,4.0
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",shared,0.5,2.0,single,4.787932877139941,6.093645509354938,3.882063722630518,0.4156630244872927,1.3282780102667044,0.11135320482525454,6.093645509354937,8.881784197001252e-16,1.740409931043295,1.9614695880407456,2.416365985388627,0.003136504156802092,6.077217459995036,4.779558959032532
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",shared,0.5,2.0,mean2,4.787932877139941,5.422869641254619,3.155642995203129,0.4151950901561876,1.300313293072527,0.11135320482525454,5.422869641254616,2.6645352591003757e-15,1.740409931043295,1.852355143838392,2.2747643852169204,0.002682735339955324,5.411050059973983,4.779558959032532
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",shared,0.5,2.0,R_img,4.787932877139941,4.785493185041044,3.0725970862640546,0.2136322772103391,1.5365491253930255,0.11135320482525454,4.785493185041043,8.881784197001252e-16,1.740409931043295,1.739881200600076,2.1821882672814774,0.0025149123453917593,4.779558959032532,4.779558959032532
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",shared,1.0,2.0,single,7.127829600286987,5.676361260908045,3.882063722630518,0.4156630244872927,2.662468976826995,0.2181693434304241,5.6763612609080445,8.881784197001252e-16,2.086420162068576,1.8928455101524584,2.340093463242508,0.003057232640069582,5.658713365498695,7.118235836130131
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",shared,1.0,2.0,mean2,7.127829600286987,5.06622750725018,3.155642995203129,0.4151950901561876,2.6042331853499596,0.2181693434304241,5.066227507250178,1.7763568394002505e-15,2.086420162068576,1.7909864951701986,2.2073812078938744,0.002578404938205907,5.053188079920096,7.118235836130131
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",shared,1.0,2.0,R_img,7.127829600286987,4.0071540720579595,3.0725970862640546,0.2136322772103391,3.0728476685250525,0.2181693434304241,4.00715407205796,8.881784197001252e-16,2.086420162068576,1.5981773916941178,1.9992328714167007,0.002226336056608703,4.0,7.118235836130131
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",inherited,,2.0,single,4.18134924204252,7.900601677609234,3.882063722630518,0.4156630244872927,-0.004938575277316057,0.4155579967336271,7.900601677609234,0.0,1.6325816111258793,2.207081652232754,2.779981640568194,0.0038731350583933026,,
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",inherited,,2.0,mean2,4.18134924204252,7.1694518389182145,3.155642995203129,0.4151950901561876,-0.002573959310322946,0.4155579967336271,7.169451838918214,8.881784197001252e-16,1.6325816111258793,2.1023697375155956,2.6463375032739074,0.003526433465120698,,
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",inherited,,2.0,R_img,4.18134924204252,7.124142170016862,3.0725970862640546,0.2136322772103391,-0.0010551470772776537,0.4155579967336271,7.124142170016863,8.881784197001252e-16,1.6325816111258793,2.0928032435637234,2.6565987477724304,0.00356623283049675,,
