cell,p_beat_cv,p_view_over,n_studies,n_patients,seed,ai,lam,sigma_ai_mm,ref,mse_true,mse_apparent,var_ref,bias_ref,cov_ai_ref,bias_ai,mse_apparent_closed_form,identity_abs_error,mae_true,mae_apparent,apparent_sd_within_mean,apparent_sd_within_mcse,mse_apparent_lambda_form,mse_true_lambda_form
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",shared,0.0,3.0,single,9.01609666213041,13.08301733156559,3.882063722630518,0.4156630244872927,-0.008869434440379088,0.006805599330127512,13.08301733156559,0.0,2.3972660875411766,2.8653921026835487,3.568629131289639,0.0043747320611606235,13.054839472556441,9.0
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",shared,0.0,3.0,mean2,9.01609666213041,12.349295114983184,3.155642995203129,0.4151950901561876,-0.005409898807358938,0.006805599330127512,12.349295114983184,0.0,2.3972660875411766,2.7855144912618632,3.4650086213875957,0.004156729844715242,12.328029958092936,9.0
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",shared,0.0,3.0,R_img,9.01609666213041,12.130672960112193,3.0725970862640546,0.2136322772103391,0.00037587339149694173,0.006805599330127512,12.130672960112195,1.7763568394002505e-15,2.3972660875411766,2.757066215634992,3.471612816847541,0.0041717295255863564,12.11823583613013,9.0
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",shared,0.5,3.0,single,9.797485390237116,11.107225088078359,3.882063722630518,0.4156630244872927,1.3253215321199112,0.11362173793529706,11.107225088078359,0.0,2.496343256917811,2.656403206408376,3.293002769319356,0.003840788627896379,11.077217459995037,9.779558959032533
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",shared,0.5,3.0,mean2,9.797485390237116,10.434144985938405,3.155642995203129,0.4151950901561876,1.298509993470074,0.11362173793529706,10.434144985938405,0.0,2.496343256917811,2.576420117138154,3.1898858623415998,0.0036124919773912315,10.411050059973983,9.779558959032533
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",shared,0.5,3.0,R_img,9.797485390237116,9.79382585208877,3.0725970862640546,0.2136322772103391,1.5366744165235242,0.11362173793529706,9.79382585208877,0.0,2.496343256917811,2.4958974790968345,3.123818918089629,0.0035111981578797866,9.779558959032533,9.779558959032533
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",shared,1.0,3.0,single,12.137992036408884,10.690550762656189,3.882063722630518,0.4156630244872927,2.659512498680202,0.2204378765404666,10.69055076265619,1.7763568394002505e-15,2.758417491025657,2.6061714601649735,3.2375052950350436,0.0037689989060728964,10.658713365498695,12.11823583613013
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",shared,1.0,3.0,mean2,12.137992036408884,10.078112774958692,3.155642995203129,0.4151950901561876,2.6024298857475068,0.2204378765404666,10.078112774958688,3.552713678800501e-15,2.758417491025657,2.5322979520743547,3.142214412293664,0.0035419989673039715,10.053188079920096,12.11823583613013
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",shared,1.0,3.0,R_img,12.137992036408884,9.01609666213041,3.0725970862640546,0.2136322772103391,3.072972959655552,0.2204378765404666,9.016096662130408,1.7763568394002505e-15,2.758417491025657,2.3972660875411766,2.9988493071250515,0.0033395040849130545,9.0,12.11823583613013
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",inherited,,3.0,single,9.192226318492956,12.915505819685915,3.882063722630518,0.4156630244872927,-0.007895053424109089,0.4178265298436697,12.915505819685917,1.7763568394002505e-15,2.4205392630286116,2.8489171470631436,3.5685563407356278,0.004381384879432805,,
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",inherited,,3.0,mean2,9.192226318492956,12.182051746955263,3.155642995203129,0.4151950901561876,-0.00437725891277593,0.4178265298436697,12.182051746955263,0.0,2.4205392630286116,2.7683261202494176,3.4649165910328175,0.004163399079458088,,
9,0.15,True,2000,400000,"SeedSequence(20260920, spawn_key=(5, 9))",inherited,,3.0,R_img,9.192226318492956,12.133799400417852,3.0725970862640546,0.2136322772103391,-0.0009298559467786774,0.4178265298436697,12.13379940041785,1.7763568394002505e-15,2.4205392630286116,2.760760081259642,3.4721925222022647,0.004180577056743255,,
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,0.0,1.0,single,1.0009537982117214,3.442814708582674,2.430442769374818,-0.10736387177878831,0.00020981305600947963,0.0014472566035163192,3.4428147085826746,4.440892098500626e-16,0.7975248935824969,1.4562373288433947,1.8097012094961946,0.006269102242303451,3.441969770338149,1.0
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,0.0,1.0,mean2,1.0009537982117214,3.0074994131215638,1.9926298574391363,-0.10812814462547918,-0.0009555417339436127,0.0014472566035163192,3.0074994131215638,0.0,0.7975248935824969,1.3551391905607468,1.687071292789649,0.004801333461763814,3.004321553099284,1.0
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,0.0,1.0,R_img,1.0009537982117214,2.671754906390257,1.5755264399315492,-0.30871434003942205,0.0004617266167170652,0.0014472566035163192,2.6717549063902566,4.440892098500626e-16,0.7975248935824969,1.2708568411727148,1.6018109197020762,0.004395053227820888,2.670830983677525,1.0
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,0.5,1.0,single,1.4186764818805975,2.282631168926392,2.430442769374818,-0.10736387177878831,0.7725905413084558,-0.15290991341619473,2.2826311689263914,4.440892098500626e-16,0.9427211605604051,1.2004241923736172,1.4575051871058913,0.0061454597509855505,2.2817712929323726,1.4177077459193812
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,0.5,1.0,mean2,1.4186764818805975,1.8447512264799983,1.9926298574391363,-0.10812814462547918,0.772589539017406,-0.15290991341619473,1.8447512264799992,8.881784197001252e-16,0.9427211605604051,1.0794551825775007,1.3026717843758029,0.003727206229196474,1.8415584287082245,1.4177077459193812
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,0.5,1.0,R_img,1.4186764818805975,1.4186466063816077,1.5755264399315492,-0.30871434003942205,0.7882249465824919,-0.15290991341619473,1.4186466063816072,4.440892098500626e-16,0.9427211605604051,0.9442036040111059,1.1792158204758854,0.0027482242272972267,1.4177077459193812,1.4177077459193812
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,1.0,1.0,single,2.6718146573882358,1.957863121108872,2.430442769374818,-0.10736387177878831,1.5449712695609021,-0.30726708343590575,1.957863121108872,0.0,1.2685240049067898,1.1133692432094635,1.3264355395963585,0.006317143158889572,1.9569883073653582,2.670830983677525
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,1.0,1.0,mean2,2.6718146573882358,1.5174185316771958,1.9926298574391363,-0.10812814462547918,1.5461346197687558,-0.30726708343590575,1.5174185316771953,4.440892098500626e-16,1.2685240049067898,0.9817386538305776,1.1539165506397366,0.003518096333512748,1.5142107961559272,2.670830983677525
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,1.0,1.0,R_img,2.6718146573882358,1.0009537982117214,1.5755264399315492,-0.30871434003942205,1.5759881665482662,-0.30726708343590575,1.0009537982117207,6.661338147750939e-16,1.2685240049067898,0.7975248935824969,0.9992030754154195,0.0022086470402561866,1.0,2.670830983677525
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",inherited,,1.0,single,1.0668646496415872,3.384565884542825,2.430442769374818,-0.10736387177878831,0.050130074984276844,-0.11180849326030935,3.384565884542825,0.0,0.8226698405659209,1.4432294107773824,1.79698893207728,0.006249773037821811,,
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",inherited,,1.0,mean2,1.0668646496415872,2.9486280126361475,1.9926298574391363,-0.10812814462547918,0.04918945012275462,-0.11180849326030935,2.9486280126361475,0.0,0.8226698405659209,1.3406803613741196,1.6732704835739054,0.0047838404523376215,,
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",inherited,,1.0,R_img,1.0668646496415872,2.6045916092933314,1.5755264399315492,-0.30871434003942205,0.032035126805232156,-0.11180849326030935,2.604591609293331,4.440892098500626e-16,0.8226698405659209,1.2564080570084954,1.5987523408545197,0.004415405273597171,,
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,0.0,2.0,single,4.0038151928468855,6.4455672432506415,2.430442769374818,-0.10736387177878831,0.00041962611201895925,0.0028945132070326385,6.4455672432506415,0.0,1.5950497871649938,2.0150762525689743,2.5048490880818717,0.006711987998120303,6.441969770338149,4.0
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,0.0,2.0,mean2,4.0038151928468855,6.012584869567285,1.9926298574391363,-0.10812814462547918,-0.0019110834678872253,0.0028945132070326385,6.012584869567286,8.881784197001252e-16,1.5950497871649938,1.9457907301568071,2.4175395570374847,0.005849266994421492,6.004321553099285,4.0
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,0.0,2.0,R_img,4.0038151928468855,5.674586425526431,1.5755264399315492,-0.30871434003942205,0.0009234532334341304,0.0028945132070326385,5.674586425526431,0.0,1.5950497871649938,1.8884072080222118,2.3584316409517707,0.005496448454594453,5.670830983677525,4.0
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,0.5,2.0,single,4.421552814265257,5.285398641343853,2.430442769374818,-0.10736387177878831,0.7728003543644653,-0.1514626568126784,5.285398641343854,8.881784197001252e-16,1.6739506206097896,1.8312964145697594,2.2641347117988397,0.006222776604969208,5.281771292932373,4.417707745919381
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,0.5,2.0,mean2,4.421552814265257,4.8498516206752145,1.9926298574391363,-0.10812814462547918,0.7716339972834624,-0.1514626568126784,4.849851620675217,2.6645352591003757e-15,1.6739506206097896,1.7557560959643908,2.1668185319890827,0.00510083228717969,4.8415584287082245,4.417707745919381
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,0.5,2.0,R_img,4.421552814265257,4.4214930632672775,1.5755264399315492,-0.30871434003942205,0.7886866731992087,-0.1514626568126784,4.4214930632672775,0.0,1.6739506206097896,1.6761430058640079,2.0942269402504645,0.004633393581487844,4.417707745919381,4.417707745919381
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,1.0,2.0,single,5.67470592752239,4.960645531275829,2.430442769374818,-0.10736387177878831,1.5451810826169117,-0.30581982683238945,4.960645531275828,8.881784197001252e-16,1.8854423211208102,1.7736647139263368,2.1825492543250813,0.006109805923748353,4.956988307365358,5.670830983677525
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,1.0,2.0,mean2,5.67470592752239,4.5225338636219075,1.9926298574391363,-0.10812814462547918,1.545179078034812,-0.30581982683238945,4.522533863621908,8.881784197001252e-16,1.8854423211208102,1.6948122674722836,2.080911205374526,0.0049141811620910195,4.514210796155927,5.670830983677525
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,1.0,2.0,R_img,5.67470592752239,4.0038151928468855,1.5755264399315492,-0.30871434003942205,1.5764498931649837,-0.30581982683238945,4.003815192846885,8.881784197001252e-16,1.8854423211208102,1.5950497871649938,1.998406150830839,0.004417294080512372,4.0,5.670830983677525
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",inherited,,2.0,single,4.065163229235989,6.38275560417003,2.430442769374818,-0.10736387177878831,0.050339888040286315,-0.11036123665679302,6.38275560417003,0.0,1.6068740787696034,2.0053791946831527,2.4948715262695376,0.006674609394213371,,
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",inherited,,2.0,mean2,4.065163229235989,5.949150654041107,1.9926298574391363,-0.10812814462547918,0.048233908388811,-0.11036123665679302,5.949150654041108,8.881784197001252e-16,1.6068740787696034,1.9355796760060824,2.4070991542429514,0.0058058261882422005,,
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",inherited,,2.0,R_img,4.065163229235989,5.602860313388744,1.5755264399315492,-0.30871434003942205,0.03249685342194922,-0.11036123665679302,5.602860313388743,8.881784197001252e-16,1.6068740787696034,1.8775965563495545,2.355533316228054,0.005459534217544421,,
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,0.0,3.0,single,9.008584183905493,11.45022737434205,2.430442769374818,-0.10736387177878831,0.0006294391680284366,0.004341769810548955,11.45022737434205,0.0,2.3925746807474906,2.6939195066306354,3.3568668053325275,0.008007485298220249,11.44196977033815,9.0
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,0.0,3.0,mean2,9.008584183905493,11.01957792243645,1.9926298574391363,-0.10812814462547918,-0.002866625201830846,0.004341769810548955,11.01957792243645,0.0,2.3925746807474906,2.6440556210779698,3.292236473598658,0.007529309437033332,11.004321553099285,9.0
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,0.0,3.0,R_img,9.008584183905493,10.679325541086051,1.5755264399315492,-0.30871434003942205,0.0013851798501511873,0.004341769810548955,10.67932554108605,1.7763568394002505e-15,2.3925746807474906,2.6018720021046313,3.2487646770363607,0.007263021885968805,10.670830983677526,9.0
0,0.05,False,500,100000,"SeedSequence(20260920, spawn_key=(5, 0))",shared,0.5,3.0,single,9.426336743073358,10.290073710184759,2.430442769374818,-0.10736387177878831,0.7730101674204748,-0.15001540020916207,10.290073710184757,1.7763568394002505e-15,2.445795896764771,2.5568440614132695,3.1813683480610004,0.007579626589928809,10.281771292932374,9.417707745919381
