u_anchor,u_long,mean_under_anchor_pct,mean_under_long_pct,n,comparison,mean_diff_mm,mean_diff_mcse,sd_diff_mm,sd_diff_mcse,loa_lo_mm,loa_hi_mm,pct_ratio_of_means,pct_ratio_of_means_mcse,pct_mean_relative,pct_mean_relative_mcse,mean_truth_mm
0.03,0.5,2.3936536824085963,39.89422804014327,88000,"long-axis view mean, AP, vs T1 AP",-3.6673333645404345,0.013246856440612239,3.929652667745677,0.00936699524027667,-11.369452593321961,4.034785864241092,-33.78648037963622,0.11129722637000909,-33.39788682911987,0.10589327740938473,10.854440365889099
0.03,0.5,2.3936536824085963,39.89422804014327,88000,"long-axis view single beat, AP, vs T1 AP",-3.7753193204405537,0.013976044949173507,4.145964936305662,0.009882612309094407,-11.90141059559965,4.350771954718542,-34.7813355012275,0.11919629407136523,-34.77740170870533,0.11519102767479092,10.854440365889099
0.03,0.5,2.3936536824085963,39.89422804014327,88000,"anchor view mean, AP, vs T1 AP",0.05056976398792394,0.00679349652628011,2.0152767464115278,0.0048037547558385735,-3.8993726589786704,4.000512186954518,0.4658901084098564,0.06260680345146155,0.7407519097263109,0.06393380527958445,10.854440365889099
0.03,0.5,2.3936536824085963,39.89422804014327,88000,long-axis view biplane mean vs mean of T1 AP and SL,-2.9621636184202473,0.008931220200209103,2.649428069468359,0.006315362250680133,-8.155042634578232,2.2307153977377365,-33.28554268058874,0.08643366437906878,-32.7387316442664,0.08477565707243874,8.899249884087675
0.03,0.5,2.3936536824085963,39.89422804014327,88000,"A4 composite, AP, vs T1 AP",0.35887484754338156,0.006704808184959349,1.9889675327024856,0.004741042271956533,-3.53950151655349,4.257251211640253,3.306249197988806,0.06195863732948958,3.929265478583681,0.06299503103923391,10.854440365889099
0.06,0.1,4.787307364817193,7.978845608028654,88000,"long-axis view mean, AP, vs T1 AP",-0.3593604032827574,0.007392121267124804,2.192857542307146,0.005227048774562381,-4.657361186204763,3.938640379639248,-3.3219095254001387,0.06803828405835201,-3.0289057475472854,0.06848625709274345,10.817886535891459
0.06,0.1,4.787307364817193,7.978845608028654,88000,"long-axis view single beat, AP, vs T1 AP",-0.41293566663172343,0.008875706550115681,2.6329600595549194,0.00627610794921422,-5.5735373833593655,4.747666050095919,-3.817156569924174,0.08189414177671141,-3.819047075471396,0.08296662082086002,10.817886535891459
0.06,0.1,4.787307364817193,7.978845608028654,88000,"anchor view mean, AP, vs T1 AP",-0.20743467734320475,0.006837571680160545,2.0283515499925913,0.004834920773109416,-4.183003715328684,3.768134360642274,-1.917515742608137,0.0630575437988501,-1.6244460913897076,0.06414344138023535,10.817886535891459
0.06,0.1,4.787307364817193,7.978845608028654,88000,long-axis view biplane mean vs mean of T1 AP and SL,-0.2620876488191225,0.005355356067094342,1.5886553425057455,0.0037868301068522065,-3.3758521201303835,2.8516768224921383,-2.955450729133613,0.06003888862769098,-2.531990865873518,0.062436009634815944,8.867941740174203
0.06,0.1,4.787307364817193,7.978845608028654,88000,"A4 composite, AP, vs T1 AP",0.8019156921014438,0.0065114501756698695,1.931608277664067,0.004604316735539365,-2.9840365321201276,4.587867916323015,7.412868395696859,0.06061115293285447,8.43145817550586,0.06121040196119658,10.817886535891459
