u_anchor,u_long,mean_under_anchor_pct,mean_under_long_pct,n,quantity,q25,q25_ci_lo,q25_ci_hi,median,median_ci_lo,median_ci_hi,q75,q75_ci_lo,q75_ci_hi,q05,q05_ci_lo,q05_ci_hi,q95,q95_ci_lo,q95_ci_hi,cohort44_median_p025,cohort44_median_p975,cohort44_q25_p025,cohort44_q25_p975,cohort44_q75_p025,cohort44_q75_p975,p_cohort_median_le_9p5,p_cohort_median_le_9p5_mcse,n_cohorts
0.06,0.5,4.787307364817193,39.89422804014327,88000,anchor view 3-beat mean,7.272709003986337,7.241268092904456,7.303366695317081,9.725315587208826,9.69301799719022,9.760490642774371,12.977865110751459,12.928303508190012,13.034449316966446,4.588998207514945,4.555588479781083,4.616808609899064,19.574306651254947,19.45437910886595,19.694796764310816,8.291123437290972,11.4082268743649,6.102357758742677,8.807632565352957,10.916595047338554,15.206993658768868,0.371,0.01080182854890782,2000
0.06,0.5,4.787307364817193,39.89422804014327,88000,long-axis view 3-beat mean,3.904783798984401,3.871875355007711,3.9343806844466074,6.4383757281321135,6.4021573269258445,6.475735157908656,9.544074947504237,9.499006454674705,9.594362894965734,1.3600243879812974,1.337521901500627,1.3828318851429808,15.614075446737852,15.503544173618517,15.721163993627648,4.912291875211032,8.010277048594299,2.662435258684682,5.318535259493014,7.63195901130593,11.683264170143364,1.0,0.0,2000
0.06,0.5,4.787307364817193,39.89422804014327,88000,long-axis view single beat,3.6825484416869947,3.644678543316198,3.713073372057018,6.32061370781987,6.287372935304826,6.357869399442184,9.543959489447808,9.492302543371457,9.589997089030936,0.7955160193792782,0.7662565346689589,0.8310052581651637,15.933312512811675,15.805654558510843,16.050820452476938,4.8234073268660795,7.979317597576804,2.410336762195569,5.196899598086923,7.462654955427181,11.750405012292799,0.9995,0.000499874984371065,2000
0.06,0.5,4.787307364817193,39.89422804014327,88000,A4 composite,7.606045903130353,7.578573319666174,7.633308068369819,10.081863858895137,10.04414759244177,10.121198895451691,13.369630026204346,13.314427532169596,13.422709020068053,4.9064237205653765,4.876648045631016,4.938296346179273,20.032537180554606,19.92055840870488,20.141387061607958,8.629994578503634,11.817680367153388,6.485166017098025,9.082434410875656,11.242904459016387,15.593768513558905,0.218,0.009232442797006652,2000
0.125,0.1,9.973557010035817,7.978845608028654,88000,T1 AP (true span),7.610901432038925,7.582222203275556,7.641207790836709,9.99229249597714,9.958158508178116,10.024714577198699,13.103943613897016,13.055690708841677,13.151601113973825,5.1757752194031905,5.145880897083801,5.206766729888158,19.32024213679829,19.23078234420402,19.42042633529041,8.657420526224586,11.536050358726976,6.493093078007131,8.955789743318551,11.134435458001978,15.27499674395273,0.247,0.009643417444039223,2000
0.125,0.1,9.973557010035817,7.978845608028654,88000,anchor view 3-beat mean,6.822671782153046,6.793491208804043,6.849864775964171,9.191878565544325,9.158036550310944,9.222640609118168,12.346436756965403,12.295145128304958,12.394222894816616,4.2752560345607025,4.245253670117045,4.305263671354077,18.70646274929456,18.58864475054266,18.807128126926973,7.875867558188875,10.745179907939752,5.720304224227638,8.193301264051854,10.32192828509054,14.46240362014134,0.668,0.010530337126607106,2000
0.125,0.1,9.973557010035817,7.978845608028654,88000,long-axis view 3-beat mean,7.086749491104372,7.057187599968791,7.115437907613586,9.552303310657368,9.519799908619342,9.590735707563598,12.818594133955099,12.76821752454201,12.870064644089839,4.476541865789576,4.445102288506965,4.511080414642736,19.50036407529752,19.38592330993166,19.621127863248123,8.194956887807736,11.107142570045303,5.948485459959525,8.48105528811249,10.765444011116776,15.14420198655053,0.4695,0.011159519478902305,2000
0.125,0.1,9.973557010035817,7.978845608028654,88000,long-axis view single beat,6.877917363892694,6.847113414556647,6.906350605777434,9.476534095232042,9.439562057349102,9.508734294874495,12.877621199935792,12.827632216236324,12.932218579251774,4.055091342985335,4.021110361786439,4.089609387123533,19.9254404129326,19.79814546658176,20.037729025474285,7.985977420321324,11.076365288778954,5.688963909119077,8.35603746139172,10.713921342286941,15.377476522736977,0.5065,0.01117939510885987,2000
0.125,0.1,9.973557010035817,7.978845608028654,88000,A4 composite,7.976758974218579,7.948113766806259,8.007012258254823,10.500347181492717,10.466080408487805,10.53635923225591,13.839975565805778,13.788989728011066,13.89504455006289,5.327047595751156,5.293343343686721,5.363656509543663,20.58347278903683,20.460844503631822,20.704246685489608,9.095475045830614,12.232533169579389,6.801162144961236,9.38959917365712,11.733794786694533,16.16986119796465,0.081,0.006100778638829638,2000
0.125,0.25,9.973557010035817,19.947114020071634,88000,T1 AP (true span),7.636514800049653,7.612875704828843,7.663927950618051,9.994704688653602,9.962270522822122,10.025799480735596,13.108824676153574,13.059491114790719,13.159878336857286,5.162551426681478,5.134739319871248,5.188625713340608,19.300683530549726,19.20764849262058,19.42425003079346,8.606644104709456,11.497872267547509,6.583721774903731,8.997291552394893,11.13328539743227,15.27890876218126,0.2415,0.00957020767799738,2000
