scenario,K,beat_cv,view_over,window,S_median_mm,axis,estimand,estimator,bias_min,bias_min_mcse,bias_min_combo,bias_max,bias_max_mcse,bias_max_combo,bias_range,bias_range_mcse,maxabs_bias,maxabs_bias_mcse,maxabs_bias_combo,maxabs_argmax_clear,rmse_min,rmse_max,rmse_max_mcse,rmse_max_combo,mean_abs_bias,infl_min,infl_max,infl_max_mcse,infl_min_combo,infl_max_combo
K 2,2,0.15,True,0.0,10.0,AP,T1,A4,-1.3524762523398883,0.007668536514373357,20/40,0.46773271204795436,0.005954500997773649,2.4/8,1.8202089643878427,0.0097088894527008,1.3524762523398883,0.007668536514373357,20/40,True,1.8881148416945923,2.7766487775588087,0.009124952872122564,20/40,0.41269896926571237,,,,,
K 2,2,0.15,True,0.0,10.0,AP,T1,A5,-2.8339697144878397,0.008355491661700243,20/40,-0.20502247902748946,0.005473723451249981,2.4/8,2.6289472354603505,0.00998878818123131,2.8339697144878397,0.008355491661700243,20/40,True,1.7430344509890092,3.8746275458768435,0.010435595858458855,20/40,1.363992245256706,,,,,
K 2,2,0.15,True,0.0,10.0,AP,T1,A6,-1.9183331616115928,0.009427249873843057,20/8,0.015942737128768085,0.00801036833171032,2.4/8,1.934275898740361,0.012370894914820896,1.9183331616115928,0.009427249873843057,20/8,False,2.5088081166949645,3.545027117567077,0.01045605973990922,20/8,0.7545580508733467,,,,,
K 2,2,0.15,True,0.0,10.0,AP,T1,A7,0.16692248476321042,0.005307568034278627,10/8,0.18352422014802272,0.005542502309194252,20/8,0.0166017353848123,0.007673956625230554,0.18352422014802272,0.005542502309194252,20/8,False,1.6757348605934028,2.3890178912524167,0.009617684933332009,20/40,0.17594810008682712,,,,,
K 2,2,0.15,True,0.0,10.0,SL,T1,A1,-1.2323151229617604,0.005794088914800744,20/20,0.00794664811550784,0.0045167415753754915,2.4/20,1.2402617710772683,0.007346592462587151,1.2323151229617604,0.005794088914800744,20/20,False,1.428334062512815,2.208757609657829,0.006824454012133006,20/8,0.4836801269884175,,,,,
K 2,2,0.15,True,0.0,10.0,SL,T1,A2,-1.8133276473286601,0.005878372726033476,20/40,-0.12927778278250956,0.004099409618510081,2.4/8,1.6840498645461506,0.007166618807115892,1.8133276473286601,0.005878372726033476,20/40,True,1.3027708401692288,2.596853710149652,0.0071664048560543024,20/40,0.872211934062404,,,,,
K 2,2,0.15,True,0.0,10.0,SL,T1,A3,-0.7446830305237442,0.005431656691697489,20/40,0.43010071059983057,0.004523647042120608,2.4/8,1.1747837411235746,0.0070686828319106694,0.7446830305237442,0.005431656691697489,20/40,True,1.4326040492832062,1.872114514313113,0.005930884371312007,20/40,0.252192319965799,,,,,
K 2,2,0.15,True,0.0,10.0,SL,T1,A4,-0.8040433780040112,0.005445629406914999,20/40,0.3912275890346963,0.004423061959679645,2.4/8,1.1952709670387074,0.007015579572396177,0.8040433780040112,0.005445629406914999,20/40,True,1.4092214548394462,1.9005115265575747,0.0060708852344069815,20/40,0.26462461702337753,,,,,
K 2,2,0.15,True,0.0,10.0,SL,T1,A5,-1.8133276473286601,0.005878372726033476,20/40,-0.12927778278250956,0.004099409618510081,2.4/8,1.6840498645461506,0.007166618807115892,1.8133276473286601,0.005878372726033476,20/40,True,1.3027708401692288,2.596853710149652,0.0071664048560543024,20/40,0.872211934062404,,,,,
K 2,2,0.15,True,0.0,10.0,SL,T1,A6,-1.2349450230007204,0.006802733351414973,20/20,0.011575590059914438,0.005985577542905709,2.4/20,1.2465206130606348,0.009061143392121699,1.2349450230007204,0.006802733351414973,20/20,False,1.8872092750821787,2.481010245200931,0.007068924271988827,20/8,0.48606175265084445,,,,,
K 2,2,0.15,True,0.0,10.0,SL,T1,A7,0.10219542916072381,0.006544008451178328,10/40,0.12447153140051137,0.006455574195883364,4.8/40,0.022276102239787557,0.009192305739456695,0.12447153140051137,0.006455574195883364,4.8/40,False,1.2803695057227207,2.1296882937010104,0.009567932569367521,20/40,0.11350743690523814,,,,,
K 2,2,0.15,True,0.0,10.0,AP,T1,A3-A1,,,,,,,,,,,,,,,,,,0.1627903695312745,1.8711743779897638,0.007121779373033576,2.4/40,20/8
K 2,2,0.15,True,0.0,10.0,SL,T1,A3-A1,,,,,,,,,,,,,,,,,,0.13639477087442511,1.2510147757556858,0.004799504846148649,2.4/40,20/8
K 4,4,0.15,True,0.0,10.0,AP,T1,A1,-1.9332603487930395,0.008262071687564617,20/8,0.016133265015841888,0.006024912601617665,2.4/40,1.9493936138088814,0.010225526902198644,1.9332603487930395,0.008262071687564617,20/8,False,1.9046691637162372,3.2501707911173683,0.010131762568009869,20/8,0.7540938529617516,,,,,
K 4,4,0.15,True,0.0,10.0,AP,T1,A2,-3.4478676768259633,0.007940313309992838,20/40,-0.33549272008997505,0.005040629718338886,2.4/8,3.112374956735988,0.009405132822998864,3.4478676768259633,0.007940313309992838,20/40,True,1.628902929282629,4.265276780516213,0.010095905816426526,20/40,1.7501291808550012,,,,,
