scenario,K,beat_cv,view_over,window,S_median_mm,axis,estimand,estimator,bias_min,bias_min_mcse,bias_min_combo,bias_max,bias_max_mcse,bias_max_combo,bias_range,bias_range_mcse,maxabs_bias,maxabs_bias_mcse,maxabs_bias_combo,maxabs_argmax_clear,rmse_min,rmse_max,rmse_max_mcse,rmse_max_combo,mean_abs_bias,infl_min,infl_max,infl_max_mcse,infl_min_combo,infl_max_combo
window 0.15,3,0.15,True,0.15,10.0,AP,T1,A4,-0.8573099637862295,0.007489897365462348,20/40,0.9219077558993476,0.0061375175098446555,2.4/8,1.779217719685577,0.009683371506288993,0.9219077558993476,0.0061375175098446555,2.4/8,True,1.9921001440952166,2.5188847790164175,0.008847336324243102,20/40,0.4693359200468741,,,,,
window 0.15,3,0.15,True,0.15,10.0,AP,T1,A5,-2.8816072104563935,0.008801617145811865,20/40,-0.26727736074390684,0.005519146977875275,2.4/8,2.6143298497124867,0.01038890984390755,2.8816072104563935,0.008801617145811865,20/40,True,1.7656457920324347,4.006298676463706,0.012022797174278222,20/40,1.4297977873374303,,,,,
window 0.15,3,0.15,True,0.15,10.0,AP,T1,A6,-1.9202593352297035,0.009291694698072377,20/20,0.024296733111478317,0.007770905623518263,2.4/20,1.9445560683411818,0.012112909005346903,1.9202593352297035,0.009291694698072377,20/20,False,2.450971711970024,3.51010948763213,0.01043650946859104,20/20,0.7488967603624408,,,,,
window 0.15,3,0.15,True,0.15,10.0,AP,T1,A7,0.22979864241356474,0.005154626027890264,2.4/8,0.49283222483623484,0.007908445639983988,10/40,0.2630335824226701,0.009440004339405015,0.49283222483623484,0.007908445639983988,10/40,False,1.6461463466611974,2.5796295616039173,0.009933078370123947,20/40,0.32769876207198806,,,,,
window 0.15,3,0.15,True,0.15,10.0,SL,T1,A1,-1.1108405783120658,0.0059831077781769835,20/20,0.11568496426622084,0.004772091104542596,2.4/20,1.2265255425782866,0.0076531321820112646,1.1108405783120658,0.0059831077781769835,20/20,False,1.5043200243721657,2.1940120467705255,0.006978757183322761,20/20,0.42389013189134506,,,,,
window 0.15,3,0.15,True,0.15,10.0,SL,T1,A2,-1.8713609510715108,0.00570722877843617,20/40,-0.07606561931624974,0.003972855890178363,2.4/8,1.7952953317552611,0.006953851037629072,1.8713609510715108,0.00570722877843617,20/40,True,1.2586217014141035,2.599847162753215,0.007198786872575458,20/40,0.8799377321616414,,,,,
window 0.15,3,0.15,True,0.15,10.0,SL,T1,A3,-0.2655361171393893,0.00533189704940458,20/40,0.8871794000027602,0.004683083469801935,2.4/8,1.1527155171421495,0.007096505966359881,0.8871794000027602,0.004683083469801935,2.4/8,True,1.523698274291375,1.7263233865738152,0.005811316576221236,2.4/8,0.4788109224843886,,,,,
window 0.15,3,0.15,True,0.15,10.0,SL,T1,A4,-0.3584821465151225,0.00533685830183074,20/40,0.8138692441492448,0.004498503297274334,2.4/8,1.1723513906643672,0.006979870231559305,0.8138692441492448,0.004498503297274334,2.4/8,True,1.4966856005976683,1.7253076887023733,0.005690672491041407,20/40,0.4150371752551338,,,,,
window 0.15,3,0.15,True,0.15,10.0,SL,T1,A5,-1.7727951910597386,0.006121271999180428,20/40,-0.09507432926694084,0.004143717180166105,2.4/8,1.6777208617927977,0.007391911996036891,1.7727951910597386,0.006121271999180428,20/40,True,1.31379647001119,2.6248356916707536,0.00826771404805844,20/40,0.8408216444586324,,,,,
window 0.15,3,0.15,True,0.15,10.0,SL,T1,A6,-1.2114988205440536,0.006696663166587222,20/20,0.039921908506985994,0.005792829066497028,2.4/20,1.2514207290510395,0.008854499769065377,1.2114988205440536,0.006696663166587222,20/20,False,1.828109560100354,2.4424280694259917,0.007138420208957012,20/8,0.47233300900814407,,,,,
window 0.15,3,0.15,True,0.15,10.0,SL,T1,A7,0.22073081315963608,0.003923095919561583,4.8/8,0.4824351440642294,0.007684785446905188,20/40,0.26170433090459333,0.008628244836526517,0.4824351440642294,0.007684785446905188,20/40,False,1.2600693872182573,2.4775547115649106,0.010342614232557341,20/40,0.3253155623386021,,,,,
window 0.15,3,0.15,True,0.15,10.0,AP,T1,A3-A1,,,,,,,,,,,,,,,,,,0.3730783526190762,2.555011949033989,0.008094693474450698,2.4/40,20/8
window 0.15,3,0.15,True,0.15,10.0,SL,T1,A3-A1,,,,,,,,,,,,,,,,,,0.2995538309933963,1.7344530870260282,0.005479644049322925,2.4/40,20/8
median span 13 mm,3,0.15,True,0.0,13.0,AP,T1,A1,-2.5072067147584174,0.010353144119206528,20/8,0.014734609928689106,0.007390021284576064,2.4/40,2.5219413246871065,0.012720063197152284,2.5072067147584174,0.010353144119206528,20/8,False,2.321769121180771,4.1293471059041895,0.01316036467312636,20/40,0.9822757581249343,,,,,
median span 13 mm,3,0.15,True,0.0,13.0,AP,T1,A2,-4.115348930936779,0.010271170150989623,20/40,-0.3612946332878415,0.006382611580332056,2.4/8,3.7540542976489375,0.012092752658347439,4.115348930936779,0.010271170150989623,20/40,True,2.0504307188615023,5.242679177051008,0.013193568148272898,20/40,2.0416027575134312,,,,,
median span 13 mm,3,0.15,True,0.0,13.0,AP,T1,A3,-1.035180474614848,0.009238193832725347,20/40,1.1287665901348984,0.007907471332546125,2.4/8,2.1639470647497463,0.012160276648417316,1.1287665901348984,0.007907471332546125,2.4/8,True,2.431536461780172,3.0993444145333378,0.011577661091906504,20/40,0.584831565215028,,,,,
median span 13 mm,3,0.15,True,0.0,13.0,AP,T1,A4,-1.337987098756404,0.00921429054012983,20/40,0.8759289129911707,0.007319525957248489,2.4/8,2.2139160117475747,0.011767693503688838,1.337987098756404,0.00921429054012983,20/40,True,2.3449302443809237,3.2063124596771644,0.011931955873071476,20/40,0.49380389230408855,,,,,
median span 13 mm,3,0.15,True,0.0,13.0,AP,T1,A5,-3.8470111173245307,0.011276095204974903,20/40,-0.41134409636157404,0.00656825854517613,2.4/8,3.4356670209629567,0.01304961085197322,3.8470111173245307,0.011276095204974903,20/40,True,2.117395299706488,5.2454170180893405,0.015756202364448493,20/40,1.9201183780708622,,,,,
median span 13 mm,3,0.15,True,0.0,13.0,AP,T1,A6,-2.5068728303598986,0.01175693280848784,20/8,0.01607919486575652,0.009823721842726264,2.4/40,2.522952025225655,0.015320932736180095,2.5068728303598986,0.01175693280848784,20/8,False,3.0931459580765353,4.506207098279419,0.013692344982557255,20/40,0.9830374302564149,,,,,
median span 13 mm,3,0.15,True,0.0,13.0,AP,T1,A7,0.21845125505503388,0.006132896979834528,4.8/8,0.24004071707065094,0.00620173775380514,10/8,0.021589462015617067,0.008722039700221245,0.24004071707065094,0.00620173775380514,10/8,False,1.951646964729047,2.6388876551597997,0.008961949735184015,20/40,0.23001111110801029,,,,,
median span 13 mm,3,0.15,True,0.0,13.0,SL,T1,A1,-1.6124986692699976,0.0071314960915031,20/40,0.015226308252502981,0.005308893578808667,2.4/40,1.6277249775225007,0.008890589830502805,1.6124986692699976,0.0071314960915031,20/40,False,1.6683999798809477,2.772350041115553,0.009180161458358274,20/40,0.6276736675878384,,,,,
median span 13 mm,3,0.15,True,0.0,13.0,SL,T1,A2,-2.6361380352259327,0.007044847976466778,20/40,-0.23434147498414165,0.004591841879255816,2.4/8,2.4017965602417912,0.008409214877479088,2.6361380352259327,0.007044847976466778,20/40,True,1.4708487435133015,3.451400065485691,0.009229609972513568,20/40,1.3035916618622496,,,,,
median span 13 mm,3,0.15,True,0.0,13.0,SL,T1,A3,-0.6192341937896562,0.006341569580263683,20/40,0.7969098109148562,0.005500084361839532,2.4/8,1.4161440047045124,0.008394428671963177,0.7969098109148562,0.005500084361839532,2.4/8,True,1.7292962719956617,2.098799953636876,0.007622562270743144,20/40,0.4129662055612379,,,,,
median span 13 mm,3,0.15,True,0.0,13.0,SL,T1,A4,-0.7684442308667027,0.006322002606120119,20/40,0.6930391097428799,0.005203190129161953,2.4/8,1.4614833406095826,0.008187851028932925,0.7684442308667027,0.006322002606120119,20/40,True,1.6849768530367777,2.1417838974589207,0.0077672096824167106,20/40,0.36439653036689706,,,,,
median span 13 mm,3,0.15,True,0.0,13.0,SL,T1,A5,-2.4754650305038313,0.007654981157968426,20/40,-0.26012483280590354,0.004728009914849253,2.4/8,2.2153401976979277,0.008997378189437435,2.4754650305038313,0.007654981157968426,20/40,True,1.517580426223213,3.462331897926016,0.010795213834618981,20/40,1.2299621267575318,,,,,
median span 13 mm,3,0.15,True,0.0,13.0,SL,T1,A6,-1.6141653202091768,0.00824334230413801,20/40,0.018661971343133268,0.007056811965055894,2.4/40,1.63282729155231,0.010851326529662048,1.6141653202091768,0.00824334230413801,20/40,False,2.215510022548885,3.0660611478887354,0.009554618175842185,20/40,0.6284413238198606,,,,,
median span 13 mm,3,0.15,True,0.0,13.0,SL,T1,A7,0.13415458379160916,0.007162075587843809,20/40,0.16749013119466824,0.007001152483120142,2.4/40,0.03333554740305908,0.010015561033606034,0.16749013119466824,0.007001152483120142,2.4/40,False,1.4295787203644688,2.268805595379295,0.00849817182961587,20/40,0.14830688897817987,,,,,
median span 13 mm,3,0.15,True,0.0,13.0,AP,T1,A3-A1,,,,,,,,,,,,,,,,,,0.37085677738128897,3.172139526924228,0.01010592146301759,2.4/40,20/8
median span 13 mm,3,0.15,True,0.0,13.0,SL,T1,A3-A1,,,,,,,,,,,,,,,,,,0.2804179172709742,2.1037153876061008,0.006750662615643898,2.4/40,20/8
overestimation off,3,0.15,False,0.0,10.0,AP,T1,A1,-2.0193632140375133,0.008091229766241168,20/8,-0.08995022138208439,0.005767960194556031,2.4/8,1.9294129926554289,0.009936667647460588,2.0193632140375133,0.008091229766241168,20/8,False,1.8261352910781115,3.2595340518576417,0.010134621890018385,20/8,0.8441410804223803,,,,,
overestimation off,3,0.15,False,0.0,10.0,AP,T1,A2,-3.3681324425231387,0.00806087080442527,20/40,-0.4960811105805863,0.0049166043056791085,2.4/8,2.8720513319425525,0.00944196145005147,3.3681324425231387,0.00806087080442527,20/40,True,1.63198409463426,4.223980940452067,0.010321426581849919,20/40,1.787791112914505,,,,,
overestimation off,3,0.15,False,0.0,10.0,AP,T1,A3,-1.0191153838195222,0.006871462239428535,20/40,0.5740248453108047,0.005497922138271562,2.4/8,1.5931402291303267,0.008800235289262938,1.0191153838195222,0.006871462239428535,20/40,True,1.7667923917131483,2.4000517243037756,0.007922843065734715,20/40,0.35547848073894955,,,,,
overestimation off,3,0.15,False,0.0,10.0,AP,T1,A4,-1.060377133794175,0.0069564842467475735,20/40,0.5635332772790543,0.0054881571524729895,2.4/8,1.6239104110732292,0.008860730331382825,1.060377133794175,0.0069564842467475735,20/40,True,1.7773220499661124,2.442052124899301,0.008225777612629555,20/40,0.3551152690072597,,,,,
overestimation off,3,0.15,False,0.0,10.0,AP,T1,A5,-3.145185636929239,0.008880963443690744,20/40,-0.501060590233022,0.005122345621754168,2.4/8,2.644125046696217,0.010252313707494297,3.145185636929239,0.008880963443690744,20/40,True,1.6955465029100223,4.2165465713130015,0.012355361245379459,20/40,1.6763833176542728,,,,,
overestimation off,3,0.15,False,0.0,10.0,AP,T1,A6,-2.019598662557215,0.00929827950010246,20/8,-0.08715072321978273,0.0077776974176809715,2.4/20,1.9324479393374323,0.012122317385014588,2.019598662557215,0.00929827950010246,20/8,False,2.4567184730447695,3.567140656885259,0.010477475690723178,20/8,0.8451891696989188,,,,,
overestimation off,3,0.15,False,0.0,10.0,AP,T1,A7,0.17112332155450258,0.007578243998403493,2.4/40,0.19282740640436838,0.007787204786563088,20/40,0.0217040848498658,0.010866017692200285,0.19282740640436838,0.007787204786563088,20/40,False,1.6086530200421993,2.470056195087342,0.008877197349784045,20/40,0.1772381997626137,,,,,
overestimation off,3,0.15,False,0.0,10.0,SL,T1,A1,-1.2938945977172704,0.005776243581719001,20/8,-0.05806440429140148,0.004382999655035385,2.4/40,1.2358301934258689,0.007250908625226927,1.2938945977172704,0.005776243581719001,20/8,False,1.384733907920114,2.2384434003447615,0.007246752877416763,20/8,0.5388784836508959,,,,,
overestimation off,3,0.15,False,0.0,10.0,SL,T1,A2,-2.1475256830785647,0.005632569441994501,20/40,-0.3203343901178418,0.0037519816103235705,2.4/8,1.8271912929607228,0.0067678064779584605,2.1475256830785647,0.005632569441994501,20/40,True,1.2289575438341191,2.7900571115180712,0.0071016482559928895,20/40,1.1423945603139827,,,,,
overestimation off,3,0.15,False,0.0,10.0,SL,T1,A3,-0.5845413508854951,0.004933103918140358,20/40,0.46668720904450317,0.004115978720435949,2.4/8,1.0512285599299982,0.006424701945946855,0.5845413508854951,0.004933103918140358,20/40,True,1.3313846158934952,1.6658978606439077,0.0053298633610978285,20/40,0.24994957311019184,,,,,
overestimation off,3,0.15,False,0.0,10.0,SL,T1,A4,-0.6003597333328954,0.004970204384509428,20/40,0.46387495191451994,0.004112960138905939,2.4/8,1.0642346852474154,0.006451307830822051,0.6003597333328954,0.004970204384509428,20/40,True,1.3379255213592685,1.682468504565716,0.00547410619730197,20/40,0.25025503079258005,,,,,
overestimation off,3,0.15,False,0.0,10.0,SL,T1,A5,-2.0196921666626273,0.006110709874787556,20/40,-0.3225013269123827,0.003892600577656713,2.4/8,1.6971908397502447,0.007245213208111927,2.0196921666626273,0.006110709874787556,20/40,True,1.272488066442404,2.795209585109106,0.008286073424289567,20/40,1.0781117838451166,,,,,
overestimation off,3,0.15,False,0.0,10.0,SL,T1,A6,-1.2962626765779042,0.006736271100721387,20/20,-0.057656373386232265,0.0058367413805891265,2.4/20,1.2386063031916719,0.008913186763795293,1.2962626765779042,0.006736271100721387,20/20,False,1.846630765537674,2.4999390192979933,0.007454478746369376,20/8,0.5389147693891913,,,,,
overestimation off,3,0.15,False,0.0,10.0,SL,T1,A7,0.10868178985760889,0.004111788750191059,20/8,0.12585015079625406,0.0070631605635752565,20/40,0.01716836093864517,0.00817282349454841,0.12585015079625406,0.0070631605635752565,20/40,False,1.2382489221165065,2.23709903377181,0.008739959489420066,20/40,0.11441851769093765,,,,,
overestimation off,3,0.15,False,0.0,10.0,AP,T1,A3-A1,,,,,,,,,,,,,,,,,,0.2024696088956181,2.192025476330362,0.0070845379429857434,2.4/40,20/8
overestimation off,3,0.15,False,0.0,10.0,SL,T1,A3-A1,,,,,,,,,,,,,,,,,,0.18175986890293036,1.4962789249707096,0.004829496867450845,2.4/40,20/8
