cell,u_anchor,u_long,anchor_mean_pct,long_mean_pct,combo,K,beat_cv,view_over,window,S_median_mm,axis,inflation,inflation_mcse,n
105,0.03,0.25,2.4,20.0,2.4/20,3,0.15,False,0.0,13.0,AP,0.434813758276813,0.0029903106729411272,100000
105,0.03,0.25,2.4,20.0,2.4/20,3,0.15,False,0.0,13.0,SL,0.33955552001687656,0.0021810317868107745,100000
106,0.03,0.25,2.4,20.0,2.4/20,3,0.15,False,0.15,10.0,AP,0.46451907348712834,0.0028885222814722094,100000
106,0.03,0.25,2.4,20.0,2.4/20,3,0.15,False,0.15,10.0,SL,0.3980456266482903,0.002275706890798339,100000
107,0.03,0.25,2.4,20.0,2.4/20,3,0.15,False,0.15,13.0,AP,0.5444043333848781,0.00355234646147848,100000
107,0.03,0.25,2.4,20.0,2.4/20,3,0.15,False,0.15,13.0,SL,0.43235111766839646,0.0026104088981817727,100000
108,0.03,0.25,2.4,20.0,2.4/20,3,0.15,True,0.0,10.0,AP,0.5417784500731012,0.0034537303424079257,100000
108,0.03,0.25,2.4,20.0,2.4/20,3,0.15,True,0.0,10.0,SL,0.4164032452082765,0.0024679568669829137,100000
109,0.03,0.25,2.4,20.0,2.4/20,3,0.15,True,0.0,13.0,AP,0.6515358901125597,0.004299822466713379,100000
109,0.03,0.25,2.4,20.0,2.4/20,3,0.15,True,0.0,13.0,SL,0.4858036433676917,0.003033234330068682,100000
110,0.03,0.25,2.4,20.0,2.4/20,3,0.15,True,0.15,10.0,AP,0.6287966867533294,0.003820351183424401,100000
110,0.03,0.25,2.4,20.0,2.4/20,3,0.15,True,0.15,10.0,SL,0.5026293566660252,0.002805073470474065,100000
111,0.03,0.25,2.4,20.0,2.4/20,3,0.15,True,0.15,13.0,AP,0.7723042640975477,0.004833103166485088,100000
111,0.03,0.25,2.4,20.0,2.4/20,3,0.15,True,0.15,13.0,SL,0.5710223418004059,0.003372919208633976,100000
112,0.03,0.25,2.4,20.0,2.4/20,3,0.3,False,0.0,10.0,AP,0.8511411298130275,0.005065863093727252,100000
112,0.03,0.25,2.4,20.0,2.4/20,3,0.3,False,0.0,10.0,SL,0.5976296986528284,0.0034171559049023252,100000
113,0.03,0.25,2.4,20.0,2.4/20,3,0.3,False,0.0,13.0,AP,1.0577756543377654,0.006415862939257999,100000
113,0.03,0.25,2.4,20.0,2.4/20,3,0.3,False,0.0,13.0,SL,0.7358479727491168,0.004355217307827728,100000
114,0.03,0.25,2.4,20.0,2.4/20,3,0.3,False,0.15,10.0,AP,1.0454872208196075,0.005892731496826659,100000
114,0.03,0.25,2.4,20.0,2.4/20,3,0.3,False,0.15,10.0,SL,0.7465658956453033,0.0040392214948065715,100000
115,0.03,0.25,2.4,20.0,2.4/20,3,0.3,False,0.15,13.0,AP,1.326127489396934,0.0076410331425732425,100000
115,0.03,0.25,2.4,20.0,2.4/20,3,0.3,False,0.15,13.0,SL,0.9015246313052736,0.005066021308260773,100000
116,0.03,0.25,2.4,20.0,2.4/20,3,0.3,True,0.0,10.0,AP,1.0262838592728267,0.005838957803819725,100000
116,0.03,0.25,2.4,20.0,2.4/20,3,0.3,True,0.0,10.0,SL,0.7153492963151302,0.003977129132197082,100000
117,0.03,0.25,2.4,20.0,2.4/20,3,0.3,True,0.0,13.0,AP,1.3012121703282327,0.007519045494223599,100000
117,0.03,0.25,2.4,20.0,2.4/20,3,0.3,True,0.0,13.0,SL,0.8826799952485412,0.0050137017039812255,100000
118,0.03,0.25,2.4,20.0,2.4/20,3,0.3,True,0.15,10.0,AP,1.2344663448611428,0.006759499941807302,100000
118,0.03,0.25,2.4,20.0,2.4/20,3,0.3,True,0.15,10.0,SL,0.8617378803183998,0.004573105527693589,100000
119,0.03,0.25,2.4,20.0,2.4/20,3,0.3,True,0.15,13.0,AP,1.5613557313214161,0.008670083129864824,100000
119,0.03,0.25,2.4,20.0,2.4/20,3,0.3,True,0.15,13.0,SL,1.0497493482288844,0.0057298379295261945,100000
120,0.03,0.25,2.4,20.0,2.4/20,4,0.05,False,0.0,10.0,AP,0.24305403675760048,0.0014960372211018304,100000
120,0.03,0.25,2.4,20.0,2.4/20,4,0.05,False,0.0,10.0,SL,0.26551001491252474,0.0014463729522617844,100000
121,0.03,0.25,2.4,20.0,2.4/20,4,0.05,False,0.0,13.0,AP,0.2418674786894828,0.0015977576151564854,100000
121,0.03,0.25,2.4,20.0,2.4/20,4,0.05,False,0.0,13.0,SL,0.2494365244431817,0.0014660445905189977,100000
122,0.03,0.25,2.4,20.0,2.4/20,4,0.05,False,0.15,10.0,AP,0.2804696509598425,0.001661377249685985,100000
122,0.03,0.25,2.4,20.0,2.4/20,4,0.05,False,0.15,10.0,SL,0.32773260526658227,0.001691005269237857,100000
123,0.03,0.25,2.4,20.0,2.4/20,4,0.05,False,0.15,13.0,AP,0.2717996781165015,0.0017318139947762195,100000
123,0.03,0.25,2.4,20.0,2.4/20,4,0.05,False,0.15,13.0,SL,0.29887990496286165,0.0016701351149439277,100000
124,0.03,0.25,2.4,20.0,2.4/20,4,0.05,True,0.0,10.0,AP,0.4978531752724698,0.0030170486714352516,100000
124,0.03,0.25,2.4,20.0,2.4/20,4,0.05,True,0.0,10.0,SL,0.4214482887641585,0.0022261543291045073,100000
125,0.03,0.25,2.4,20.0,2.4/20,4,0.05,True,0.0,13.0,AP,0.569842803733167,0.003678732675504913,100000
125,0.03,0.25,2.4,20.0,2.4/20,4,0.05,True,0.0,13.0,SL,0.45824113485269996,0.0026465894356670554,100000
126,0.03,0.25,2.4,20.0,2.4/20,4,0.05,True,0.15,10.0,AP,0.5315257924498225,0.003086595391021562,100000
126,0.03,0.25,2.4,20.0,2.4/20,4,0.05,True,0.15,10.0,SL,0.47698111471474336,0.0023688591704373618,100000
127,0.03,0.25,2.4,20.0,2.4/20,4,0.05,True,0.15,13.0,AP,0.5958610847573018,0.003772350978851028,100000
127,0.03,0.25,2.4,20.0,2.4/20,4,0.05,True,0.15,13.0,SL,0.5026860016595535,0.0027467540881694606,100000
128,0.03,0.25,2.4,20.0,2.4/20,4,0.15,False,0.0,10.0,AP,0.47219298657659053,0.0027058776811951946,100000
128,0.03,0.25,2.4,20.0,2.4/20,4,0.15,False,0.0,10.0,SL,0.40078161850740807,0.0021021788042492077,100000
129,0.03,0.25,2.4,20.0,2.4/20,4,0.15,False,0.0,13.0,AP,0.5625490311581605,0.003383783437789231,100000
129,0.03,0.25,2.4,20.0,2.4/20,4,0.15,False,0.0,13.0,SL,0.4379916208821618,0.0024548584428943443,100000
130,0.03,0.25,2.4,20.0,2.4/20,4,0.15,False,0.15,10.0,AP,0.5983186225540394,0.0032482416484507426,100000
130,0.03,0.25,2.4,20.0,2.4/20,4,0.15,False,0.15,10.0,SL,0.5027275806881703,0.0024744241591018925,100000
131,0.03,0.25,2.4,20.0,2.4/20,4,0.15,False,0.15,13.0,AP,0.7093275994867709,0.003997392153032967,100000
131,0.03,0.25,2.4,20.0,2.4/20,4,0.15,False,0.15,13.0,SL,0.5513136007667909,0.0028919159157065177,100000
132,0.03,0.25,2.4,20.0,2.4/20,4,0.15,True,0.0,10.0,AP,0.7229469905860327,0.003949967236297126,100000
132,0.03,0.25,2.4,20.0,2.4/20,4,0.15,True,0.0,10.0,SL,0.5562352500359815,0.002802109048947045,100000
133,0.03,0.25,2.4,20.0,2.4/20,4,0.15,True,0.0,13.0,AP,0.8803540631836527,0.005008734574971349,100000
133,0.03,0.25,2.4,20.0,2.4/20,4,0.15,True,0.0,13.0,SL,0.6410974396868072,0.0034441547118052476,100000
134,0.03,0.25,2.4,20.0,2.4/20,4,0.15,True,0.15,10.0,AP,0.8405826035738645,0.004361931339540068,100000
134,0.03,0.25,2.4,20.0,2.4/20,4,0.15,True,0.15,10.0,SL,0.6544476444867612,0.0031261893185146037,100000
135,0.03,0.25,2.4,20.0,2.4/20,4,0.15,True,0.15,13.0,AP,1.0276252428879817,0.005555160237623287,100000
135,0.03,0.25,2.4,20.0,2.4/20,4,0.15,True,0.15,13.0,SL,0.7555200995634431,0.0038396394817778617,100000
136,0.03,0.25,2.4,20.0,2.4/20,4,0.3,False,0.0,10.0,AP,1.0803328286899123,0.00559276568695277,100000
136,0.03,0.25,2.4,20.0,2.4/20,4,0.3,False,0.0,10.0,SL,0.7583173911848069,0.003803949875593093,100000
137,0.03,0.25,2.4,20.0,2.4/20,4,0.3,False,0.0,13.0,AP,1.369687813182171,0.007240220659130086,100000
137,0.03,0.25,2.4,20.0,2.4/20,4,0.3,False,0.0,13.0,SL,0.9316866935221482,0.004807154584121488,100000
138,0.03,0.25,2.4,20.0,2.4/20,4,0.3,False,0.15,10.0,AP,1.3377893452228682,0.006617839694400041,100000
138,0.03,0.25,2.4,20.0,2.4/20,4,0.3,False,0.15,10.0,SL,0.9392849641403151,0.0044462613918354104,100000
139,0.03,0.25,2.4,20.0,2.4/20,4,0.3,False,0.15,13.0,AP,1.6880017724303267,0.008517356469308,100000
139,0.03,0.25,2.4,20.0,2.4/20,4,0.3,False,0.15,13.0,SL,1.1490446622783257,0.005633884907996413,100000
140,0.03,0.25,2.4,20.0,2.4/20,4,0.3,True,0.0,10.0,AP,1.3503795746379081,0.006675650144404211,100000
140,0.03,0.25,2.4,20.0,2.4/20,4,0.3,True,0.0,10.0,SL,0.9255943219200999,0.004436925458559877,100000
141,0.03,0.25,2.4,20.0,2.4/20,4,0.3,True,0.0,13.0,AP,1.69574326779807,0.00855018529842122,100000
141,0.03,0.25,2.4,20.0,2.4/20,4,0.3,True,0.0,13.0,SL,1.1370906692396028,0.005664713835147003,100000
142,0.03,0.25,2.4,20.0,2.4/20,4,0.3,True,0.15,10.0,AP,1.58913525315024,0.007513580313780869,100000
142,0.03,0.25,2.4,20.0,2.4/20,4,0.3,True,0.15,10.0,SL,1.0961006382357594,0.005080431538613385,100000
143,0.03,0.25,2.4,20.0,2.4/20,4,0.3,True,0.15,13.0,AP,2.009730268426361,0.00964723177100295,100000
143,0.03,0.25,2.4,20.0,2.4/20,4,0.3,True,0.15,13.0,SL,1.3494210909638138,0.006411263265576088,100000
144,0.03,0.5,2.4,40.0,2.4/40,2,0.05,False,0.0,10.0,AP,0.05300485007784762,0.0007505583639347724,100000
144,0.03,0.5,2.4,40.0,2.4/40,2,0.05,False,0.0,10.0,SL,0.06388815769895329,0.000770323385124097,100000
145,0.03,0.5,2.4,40.0,2.4/40,2,0.05,False,0.0,13.0,AP,0.050914647567635245,0.0007752362642952347,100000
145,0.03,0.5,2.4,40.0,2.4/40,2,0.05,False,0.0,13.0,SL,0.05625187327131223,0.0007355221151568813,100000
146,0.03,0.5,2.4,40.0,2.4/40,2,0.05,False,0.15,10.0,AP,0.0625709739630436,0.0008371538798951408,100000
146,0.03,0.5,2.4,40.0,2.4/40,2,0.05,False,0.15,10.0,SL,0.0814602002304803,0.0009070525399095299,100000
147,0.03,0.5,2.4,40.0,2.4/40,2,0.05,False,0.15,13.0,AP,0.05815672462931707,0.000852175540793565,100000
147,0.03,0.5,2.4,40.0,2.4/40,2,0.05,False,0.15,13.0,SL,0.07035415899443329,0.0008758481079728143,100000
148,0.03,0.5,2.4,40.0,2.4/40,2,0.05,True,0.0,10.0,AP,0.10486616183156282,0.0014424306935971007,100000
148,0.03,0.5,2.4,40.0,2.4/40,2,0.05,True,0.0,10.0,SL,0.09613322473996876,0.0011182819615116804,100000
149,0.03,0.5,2.4,40.0,2.4/40,2,0.05,True,0.0,13.0,AP,0.11626061342946134,0.0017250245620736176,100000
149,0.03,0.5,2.4,40.0,2.4/40,2,0.05,True,0.0,13.0,SL,0.09990795075129223,0.0012904106266215384,100000
150,0.03,0.5,2.4,40.0,2.4/40,2,0.05,True,0.15,10.0,AP,0.11556671911708472,0.0015127670249143047,100000
150,0.03,0.5,2.4,40.0,2.4/40,2,0.05,True,0.15,10.0,SL,0.1180420540334488,0.0012749832133176339,100000
151,0.03,0.5,2.4,40.0,2.4/40,2,0.05,True,0.15,13.0,AP,0.12498259109560732,0.0017997431289901267,100000
151,0.03,0.5,2.4,40.0,2.4/40,2,0.05,True,0.15,13.0,SL,0.1163984987533242,0.001394456916922973,100000
152,0.03,0.5,2.4,40.0,2.4/40,2,0.15,False,0.0,10.0,AP,0.10995300803545835,0.001388852011226085,100000
152,0.03,0.5,2.4,40.0,2.4/40,2,0.15,False,0.0,10.0,SL,0.09813619969156444,0.0011256629836678854,100000
153,0.03,0.5,2.4,40.0,2.4/40,2,0.15,False,0.0,13.0,AP,0.12543270959129468,0.0016812302289091628,100000
153,0.03,0.5,2.4,40.0,2.4/40,2,0.15,False,0.0,13.0,SL,0.10395668662924513,0.0012684920021293353,100000
154,0.03,0.5,2.4,40.0,2.4/40,2,0.15,False,0.15,10.0,AP,0.14241947120322573,0.001693126001331178,100000
154,0.03,0.5,2.4,40.0,2.4/40,2,0.15,False,0.15,10.0,SL,0.12965840482865504,0.0013485636983140321,100000
155,0.03,0.5,2.4,40.0,2.4/40,2,0.15,False,0.15,13.0,AP,0.16246288358491434,0.0020228571616278616,100000
155,0.03,0.5,2.4,40.0,2.4/40,2,0.15,False,0.15,13.0,SL,0.13508518578448117,0.0015383357015618484,100000
156,0.03,0.5,2.4,40.0,2.4/40,2,0.15,True,0.0,10.0,AP,0.1627903695312745,0.0019881645379263794,100000
156,0.03,0.5,2.4,40.0,2.4/40,2,0.15,True,0.0,10.0,SL,0.13639477087442511,0.0014710630105578347,100000
157,0.03,0.5,2.4,40.0,2.4/40,2,0.15,True,0.0,13.0,AP,0.19864545265500005,0.0025094253550353575,100000
157,0.03,0.5,2.4,40.0,2.4/40,2,0.15,True,0.0,13.0,SL,0.14871503060043054,0.00173637887178326,100000
158,0.03,0.5,2.4,40.0,2.4/40,2,0.15,True,0.15,10.0,AP,0.20087814400433981,0.002263917085418064,100000
158,0.03,0.5,2.4,40.0,2.4/40,2,0.15,True,0.15,10.0,SL,0.1666473398517513,0.0016955163279930526,100000
159,0.03,0.5,2.4,40.0,2.4/40,2,0.15,True,0.15,13.0,AP,0.234401413222013,0.0028144081139753257,100000
159,0.03,0.5,2.4,40.0,2.4/40,2,0.15,True,0.15,13.0,SL,0.18043880364814496,0.002001211771918232,100000
160,0.03,0.5,2.4,40.0,2.4/40,2,0.3,False,0.0,10.0,AP,0.27265538258419164,0.003011360643945011,100000
160,0.03,0.5,2.4,40.0,2.4/40,2,0.3,False,0.0,10.0,SL,0.1979304106418123,0.002056506867385777,100000
161,0.03,0.5,2.4,40.0,2.4/40,2,0.3,False,0.0,13.0,AP,0.34133866526092005,0.003805699797868599,100000
161,0.03,0.5,2.4,40.0,2.4/40,2,0.3,False,0.0,13.0,SL,0.23428528092807308,0.0025480604530421975,100000
162,0.03,0.5,2.4,40.0,2.4/40,2,0.3,False,0.15,10.0,AP,0.3464365200099324,0.0035719929498499304,100000
162,0.03,0.5,2.4,40.0,2.4/40,2,0.3,False,0.15,10.0,SL,0.2525364977298765,0.0024686662863210463,100000
163,0.03,0.5,2.4,40.0,2.4/40,2,0.3,False,0.15,13.0,AP,0.4349715953159479,0.0045881137753990405,100000
163,0.03,0.5,2.4,40.0,2.4/40,2,0.3,False,0.15,13.0,SL,0.30388724063602224,0.0030901494060669933,100000
164,0.03,0.5,2.4,40.0,2.4/40,2,0.3,True,0.0,10.0,AP,0.3373103982475084,0.003527944319516231,100000
164,0.03,0.5,2.4,40.0,2.4/40,2,0.3,True,0.0,10.0,SL,0.24374662583961318,0.002422060530909721,100000
165,0.03,0.5,2.4,40.0,2.4/40,2,0.3,True,0.0,13.0,AP,0.43158433391015455,0.004583548812951983,100000
165,0.03,0.5,2.4,40.0,2.4/40,2,0.3,True,0.0,13.0,SL,0.29691699166617574,0.0030709035828147763,100000
166,0.03,0.5,2.4,40.0,2.4/40,2,0.3,True,0.15,10.0,AP,0.42234679547861553,0.004161699940314164,100000
166,0.03,0.5,2.4,40.0,2.4/40,2,0.3,True,0.15,10.0,SL,0.3002403790162763,0.002800921384839478,100000
167,0.03,0.5,2.4,40.0,2.4/40,2,0.3,True,0.15,13.0,AP,0.5200514015128257,0.005178644787901902,100000
167,0.03,0.5,2.4,40.0,2.4/40,2,0.3,True,0.15,13.0,SL,0.3614933091774689,0.0035163826100754973,100000
168,0.03,0.5,2.4,40.0,2.4/40,3,0.05,False,0.0,10.0,AP,0.09960433724319957,0.001006275932352187,100000
168,0.03,0.5,2.4,40.0,2.4/40,3,0.05,False,0.0,10.0,SL,0.1186713717506793,0.0010262052217035137,100000
169,0.03,0.5,2.4,40.0,2.4/40,3,0.05,False,0.0,13.0,AP,0.0960896943575395,0.001055437112736712,100000
169,0.03,0.5,2.4,40.0,2.4/40,3,0.05,False,0.0,13.0,SL,0.10633420344635058,0.001004142637181469,100000
170,0.03,0.5,2.4,40.0,2.4/40,3,0.05,False,0.15,10.0,AP,0.12134113062275566,0.0011492187127529671,100000
170,0.03,0.5,2.4,40.0,2.4/40,3,0.05,False,0.15,10.0,SL,0.14946845191744165,0.0012067067206981835,100000
171,0.03,0.5,2.4,40.0,2.4/40,3,0.05,False,0.15,13.0,AP,0.10675582543545992,0.0011189635039437194,100000
171,0.03,0.5,2.4,40.0,2.4/40,3,0.05,False,0.15,13.0,SL,0.12992561313762116,0.0011613067871038877,100000
172,0.03,0.5,2.4,40.0,2.4/40,3,0.05,True,0.0,10.0,AP,0.19836636357339194,0.001956897057896148,100000
172,0.03,0.5,2.4,40.0,2.4/40,3,0.05,True,0.0,10.0,SL,0.18103575945354966,0.0015319365498953855,100000
173,0.03,0.5,2.4,40.0,2.4/40,3,0.05,True,0.0,13.0,AP,0.2251779075006122,0.0024011252084252424,100000
173,0.03,0.5,2.4,40.0,2.4/40,3,0.05,True,0.0,13.0,SL,0.1900918861685264,0.001782265507766113,100000
174,0.03,0.5,2.4,40.0,2.4/40,3,0.05,True,0.15,10.0,AP,0.2183268512062064,0.00205994339117474,100000
174,0.03,0.5,2.4,40.0,2.4/40,3,0.05,True,0.15,10.0,SL,0.21234811121166863,0.0016576358334022075,100000
175,0.03,0.5,2.4,40.0,2.4/40,3,0.05,True,0.15,13.0,AP,0.24015466071982097,0.0024232798209806606,100000
175,0.03,0.5,2.4,40.0,2.4/40,3,0.05,True,0.15,13.0,SL,0.21428445103594623,0.0018672570213409453,100000
176,0.03,0.5,2.4,40.0,2.4/40,3,0.15,False,0.0,10.0,AP,0.2024696088956181,0.0018552389012316613,100000
176,0.03,0.5,2.4,40.0,2.4/40,3,0.15,False,0.0,10.0,SL,0.18175986890293036,0.001487689346434297,100000
177,0.03,0.5,2.4,40.0,2.4/40,3,0.15,False,0.0,13.0,AP,0.24270433880997624,0.002332151288511137,100000
177,0.03,0.5,2.4,40.0,2.4/40,3,0.15,False,0.0,13.0,SL,0.19101571845352763,0.0016879892074707,100000
178,0.03,0.5,2.4,40.0,2.4/40,3,0.15,False,0.15,10.0,AP,0.26406669954740214,0.0022720481321936354,100000
178,0.03,0.5,2.4,40.0,2.4/40,3,0.15,False,0.15,10.0,SL,0.23241845657516133,0.0017728700400718683,100000
179,0.03,0.5,2.4,40.0,2.4/40,3,0.15,False,0.15,13.0,AP,0.30349139722942564,0.0027237120078026545,100000
179,0.03,0.5,2.4,40.0,2.4/40,3,0.15,False,0.15,13.0,SL,0.24670873452269323,0.0020320594458219767,100000
180,0.03,0.5,2.4,40.0,2.4/40,3,0.15,True,0.0,10.0,AP,0.30813428268037807,0.002692421770140451,100000
180,0.03,0.5,2.4,40.0,2.4/40,3,0.15,True,0.0,10.0,SL,0.24566901079098585,0.0019263954754595242,100000
181,0.03,0.5,2.4,40.0,2.4/40,3,0.15,True,0.0,13.0,AP,0.37085677738128897,0.0033612129267582,100000
181,0.03,0.5,2.4,40.0,2.4/40,3,0.15,True,0.0,13.0,SL,0.2804179172709742,0.0023833103969855066,100000
182,0.03,0.5,2.4,40.0,2.4/40,3,0.15,True,0.15,10.0,AP,0.3730783526190762,0.0030603381346295463,100000
182,0.03,0.5,2.4,40.0,2.4/40,3,0.15,True,0.15,10.0,SL,0.2995538309933963,0.002218673792515918,100000
183,0.03,0.5,2.4,40.0,2.4/40,3,0.15,True,0.15,13.0,AP,0.43934218744831743,0.00374108196537897,100000
183,0.03,0.5,2.4,40.0,2.4/40,3,0.15,True,0.15,13.0,SL,0.3334556081815337,0.0026514302199216,100000
184,0.03,0.5,2.4,40.0,2.4/40,3,0.3,False,0.0,10.0,AP,0.49323765640514794,0.003951152891036095,100000
184,0.03,0.5,2.4,40.0,2.4/40,3,0.3,False,0.0,10.0,SL,0.3604938637195398,0.002741579929757594,100000
185,0.03,0.5,2.4,40.0,2.4/40,3,0.3,False,0.0,13.0,AP,0.6299509942865567,0.005093517715299065,100000
185,0.03,0.5,2.4,40.0,2.4/40,3,0.3,False,0.0,13.0,SL,0.4316727875008264,0.003392204586133342,100000
186,0.03,0.5,2.4,40.0,2.4/40,3,0.3,False,0.15,10.0,AP,0.6272171867131698,0.004711759684212425,100000
186,0.03,0.5,2.4,40.0,2.4/40,3,0.3,False,0.15,10.0,SL,0.4620949244290548,0.0032893168745788555,100000
187,0.03,0.5,2.4,40.0,2.4/40,3,0.3,False,0.15,13.0,AP,0.7962343359468383,0.006028037732320124,100000
187,0.03,0.5,2.4,40.0,2.4/40,3,0.3,False,0.15,13.0,SL,0.5436064865786996,0.0039917689199613,100000
188,0.03,0.5,2.4,40.0,2.4/40,3,0.3,True,0.0,10.0,AP,0.6211986772615574,0.004729178556297339,100000
188,0.03,0.5,2.4,40.0,2.4/40,3,0.3,True,0.0,10.0,SL,0.4377753863210686,0.0031898193101741142,100000
189,0.03,0.5,2.4,40.0,2.4/40,3,0.3,True,0.0,13.0,AP,0.7800356476584087,0.0059937704540697434,100000
189,0.03,0.5,2.4,40.0,2.4/40,3,0.3,True,0.0,13.0,SL,0.5370691155709606,0.004040169523369429,100000
190,0.03,0.5,2.4,40.0,2.4/40,3,0.3,True,0.15,10.0,AP,0.7631147082680048,0.0054956688740160535,100000
190,0.03,0.5,2.4,40.0,2.4/40,3,0.3,True,0.15,10.0,SL,0.5393691175374004,0.0037036956605311848,100000
191,0.03,0.5,2.4,40.0,2.4/40,3,0.3,True,0.15,13.0,AP,0.9537063154536803,0.006963540683755448,100000
191,0.03,0.5,2.4,40.0,2.4/40,3,0.3,True,0.15,13.0,SL,0.6501751658522555,0.0046653435779833085,100000
192,0.03,0.5,2.4,40.0,2.4/40,4,0.05,False,0.0,10.0,AP,0.13412686255658157,0.001151803332396633,100000
192,0.03,0.5,2.4,40.0,2.4/40,4,0.05,False,0.0,10.0,SL,0.1562374636602379,0.0011588788773391207,100000
193,0.03,0.5,2.4,40.0,2.4/40,4,0.05,False,0.0,13.0,AP,0.1327999335143206,0.0012310193992687121,100000
193,0.03,0.5,2.4,40.0,2.4/40,4,0.05,False,0.0,13.0,SL,0.14280918033463794,0.001154769540472253,100000
194,0.03,0.5,2.4,40.0,2.4/40,4,0.05,False,0.15,10.0,AP,0.1609639451781614,0.0013061940405969935,100000
194,0.03,0.5,2.4,40.0,2.4/40,4,0.05,False,0.15,10.0,SL,0.19781298741032277,0.0013726946155199948,100000
195,0.03,0.5,2.4,40.0,2.4/40,4,0.05,False,0.15,13.0,AP,0.14740606461687686,0.0013133822142028493,100000
195,0.03,0.5,2.4,40.0,2.4/40,4,0.05,False,0.15,13.0,SL,0.17457376396551005,0.0013278949069998568,100000
196,0.03,0.5,2.4,40.0,2.4/40,4,0.05,True,0.0,10.0,AP,0.28242771608049705,0.0023239573832574537,100000
196,0.03,0.5,2.4,40.0,2.4/40,4,0.05,True,0.0,10.0,SL,0.2534380078965506,0.0017954547199564319,100000
197,0.03,0.5,2.4,40.0,2.4/40,4,0.05,True,0.0,13.0,AP,0.3295123971662334,0.002926168613182488,100000
197,0.03,0.5,2.4,40.0,2.4/40,4,0.05,True,0.0,13.0,SL,0.2667755346383241,0.0020758494455456475,100000
198,0.03,0.5,2.4,40.0,2.4/40,4,0.05,True,0.15,10.0,AP,0.31615188038905767,0.002492982210646651,100000
198,0.03,0.5,2.4,40.0,2.4/40,4,0.05,True,0.15,10.0,SL,0.2935699146877637,0.0019600007152414385,100000
199,0.03,0.5,2.4,40.0,2.4/40,4,0.05,True,0.15,13.0,AP,0.3435398722798108,0.0029259221592792223,100000
199,0.03,0.5,2.4,40.0,2.4/40,4,0.05,True,0.15,13.0,SL,0.29665748822345706,0.0021930433647645423,100000
200,0.03,0.5,2.4,40.0,2.4/40,4,0.15,False,0.0,10.0,AP,0.2737472905786533,0.002142827772748317,100000
200,0.03,0.5,2.4,40.0,2.4/40,4,0.15,False,0.0,10.0,SL,0.23724326766539314,0.0016819918488311574,100000
201,0.03,0.5,2.4,40.0,2.4/40,4,0.15,False,0.0,13.0,AP,0.3218361177677894,0.0026141722615872255,100000
201,0.03,0.5,2.4,40.0,2.4/40,4,0.15,False,0.0,13.0,SL,0.25427653857155647,0.001926165055618541,100000
202,0.03,0.5,2.4,40.0,2.4/40,4,0.15,False,0.15,10.0,AP,0.3507150858249256,0.0025509635806619823,100000
202,0.03,0.5,2.4,40.0,2.4/40,4,0.15,False,0.15,10.0,SL,0.30751247678414034,0.0020430496051575928,100000
203,0.03,0.5,2.4,40.0,2.4/40,4,0.15,False,0.15,13.0,AP,0.4085973452114562,0.003145221979826309,100000
203,0.03,0.5,2.4,40.0,2.4/40,4,0.15,False,0.15,13.0,SL,0.3281960095291729,0.0022996345378470113,100000
204,0.03,0.5,2.4,40.0,2.4/40,4,0.15,True,0.0,10.0,AP,0.43384100956429633,0.003190542348429367,100000
204,0.03,0.5,2.4,40.0,2.4/40,4,0.15,True,0.0,10.0,SL,0.3392616541961103,0.002288388246657686,100000
205,0.03,0.5,2.4,40.0,2.4/40,4,0.15,True,0.0,13.0,AP,0.5222893957617888,0.00404584865673086,100000
205,0.03,0.5,2.4,40.0,2.4/40,4,0.15,True,0.0,13.0,SL,0.3854522038599649,0.0027547244986357916,100000
206,0.03,0.5,2.4,40.0,2.4/40,4,0.15,True,0.15,10.0,AP,0.5093419343823612,0.003553772413065069,100000
206,0.03,0.5,2.4,40.0,2.4/40,4,0.15,True,0.15,10.0,SL,0.4077327171028672,0.0025821922110478394,100000
207,0.03,0.5,2.4,40.0,2.4/40,4,0.15,True,0.15,13.0,AP,0.6143974358046583,0.004426426850271217,100000
207,0.03,0.5,2.4,40.0,2.4/40,4,0.15,True,0.15,13.0,SL,0.4625777322164003,0.0030893374370962335,100000
208,0.03,0.5,2.4,40.0,2.4/40,4,0.3,False,0.0,10.0,AP,0.6668846770156471,0.004553638841063749,100000
208,0.03,0.5,2.4,40.0,2.4/40,4,0.3,False,0.0,10.0,SL,0.474722091831062,0.0031182199681556674,100000
209,0.03,0.5,2.4,40.0,2.4/40,4,0.3,False,0.0,13.0,AP,0.8323599104076929,0.005805358847702288,100000
209,0.03,0.5,2.4,40.0,2.4/40,4,0.3,False,0.0,13.0,SL,0.5725223934638206,0.003911568266568839,100000
210,0.03,0.5,2.4,40.0,2.4/40,4,0.3,False,0.15,10.0,AP,0.845046254667848,0.005444248340504482,100000
210,0.03,0.5,2.4,40.0,2.4/40,4,0.3,False,0.15,10.0,SL,0.5987171148231192,0.003689084579432289,100000
211,0.03,0.5,2.4,40.0,2.4/40,4,0.3,False,0.15,13.0,AP,1.0357297461857105,0.006794570788898871,100000
211,0.03,0.5,2.4,40.0,2.4/40,4,0.3,False,0.15,13.0,SL,0.7210765419987685,0.004556463981084909,100000
212,0.03,0.5,2.4,40.0,2.4/40,4,0.3,True,0.0,10.0,AP,0.8404377432791432,0.005443543215391345,100000
212,0.03,0.5,2.4,40.0,2.4/40,4,0.3,True,0.0,10.0,SL,0.5874502320929125,0.0036656178760687335,100000
